evaluation/num paths total,trainer/Log Pis Std,exploration/Returns Max,evaluation/path length Max,exploration/path length Min,trainer/Log Pis Min,exploration/Rewards Max,trainer/Q Targets Min,trainer/Policy Loss,evaluation/Num Paths,evaluation/Returns Mean,trainer/Log Pis Max,trainer/Q Targets Max,trainer/Policy log std Mean,trainer/Policy mu Std,Epoch,trainer/Q1 Predictions Mean,trainer/Q2 Predictions Max,exploration/path length Max,time/exploration sampling (s),trainer/Q2 Predictions Min,exploration/Rewards Min,exploration/num steps total,exploration/Rewards Std,evaluation/Returns Max,evaluation/path length Std,exploration/Num Paths,trainer/Q1 Predictions Std,time/epoch (s),trainer/Q2 Predictions Std,trainer/Q Targets Std,exploration/Returns Mean,time/training (s),evaluation/Rewards Max,trainer/Alpha Loss,trainer/Q1 Predictions Min,exploration/Rewards Mean,trainer/Policy mu Mean,evaluation/Actions Std,exploration/Actions Min,time/evaluation sampling (s),trainer/Policy log std Max,evaluation/Rewards Mean,trainer/Alpha,time/total (s),time/saving (s),evaluation/path length Min,trainer/Q2 Predictions Mean,evaluation/Average Returns,exploration/Actions Max,exploration/Average Returns,trainer/QF2 Loss,exploration/Returns Std,exploration/Actions Std,trainer/Policy log std Std,evaluation/Rewards Std,trainer/Q1 Predictions Max,evaluation/Actions Max,evaluation/Actions Mean,trainer/QF1 Loss,evaluation/Returns Std,evaluation/Actions Min,time/data storing (s),trainer/Q Targets Mean,trainer/Policy log std Min,evaluation/num steps total,exploration/num paths total,exploration/path length Mean,trainer/Policy mu Max,evaluation/path length Mean,exploration/path length Std,trainer/Policy mu Min,exploration/Returns Min,replay_buffer/size,exploration/Actions Mean,evaluation/Returns Min,time/logging (s),evaluation/Rewards Min,trainer/Log Pis Mean
315,1.5512246,-26.687670872502355,100,100,-2.9629343,-0.016662152308706258,-87.25199,19.740486,15,-28.119345191497004,7.837369,-0.21630694,-1.4979935,0.9661952,20,-18.93292,-15.226139,100,0.1744291040013195,-85.00132,-9.23106015879539,10700,0.9592192112808359,-12.339941164944385,0.0,5,10.358608,2.7943453089974355,10.358884,10.887538,-41.85113232107033,2.2518686179973884,-0.029320356300587654,-0.8994548320770264,-85.13996,-0.41851132321070345,0.020519577,0.18475285,-0.98665094,0.35722583399910945,-0.40857738,-0.2811934519149701,0.07462354004383087,55.57986913300556,0.0021913419986958615,100,-18.917583,-28.119345191497004,0.99947613,-41.85113232107033,2.6194065,13.303640523219427,0.3069771,0.36690587,0.9035779271831746,-15.290357,0.99471354,0.015311392,2.6458986,16.351982264009084,-0.98996085,0.0035870509964297526,-18.85606,-1.7789859,31500,107,100.0,2.9800937,100.0,0.0,-2.608221,-58.23667594443773,10700,0.02208841,-62.89278952922016,0.00504336000449257,-9.907636555102874,1.653402
330,1.5525523,-24.75954037571201,100,100,-3.7849536,-0.008275577585869947,-69.821754,19.26563,15,-58.692195097972906,8.333372,-0.14143158,-1.6547723,0.8892599,21,-18.319836,-14.979133,100,0.1649054419976892,-65.92526,-8.578356122035911,11200,0.9750977920600512,-6.376072767178973,0.0,5,9.061596,3.055135911999969,9.060019,9.710371,-39.92898091452768,2.488544383995759,-0.027016942184230404,-1.1580872535705566,-65.881325,-0.3992898091452769,0.20859121,0.2869828,-0.9888349,0.390473646002647,-0.39755765,-0.5869219509797287,0.06780444085597992,58.6401499860076,0.002291867000167258,100,-18.301502,-58.692195097972906,0.99864006,-39.92898091452768,7.470219,11.276645411488524,0.28261635,0.37070197,1.5604572426458339,-15.025693,0.9949781,0.008575844,7.5096807,127.85908955913915,-0.9943538,0.0034366790059721097,-17.793814,-1.9355657,33000,112,100.0,3.0572052,100.0,0.0,-2.5570576,-58.60026141974799,11200,0.02184295,-534.7114806858192,0.0054838939977344126,-8.751154148700792,1.5696405
345,1.4754783,-20.792141825256607,100,100,-4.502875,-0.009045287927388105,-83.041916,18.029953,15,-25.12777668144854,7.2698646,-14.601824,-1.706818,0.76670456,22,-17.04338,-14.6192465,100,0.17412876600428717,-81.00406,-7.734878328507734,11700,0.941612032606675,-9.907264587654257,0.0,5,8.284093,2.8567659410109627,8.248384,8.434851,-39.31322594855988,2.3074837520034635,-0.019500092157798635,-1.1791971921920776,-81.286415,-0.3931322594855989,0.11846623,0.18635647,-0.99051017,0.3647718890060787,-0.52436763,-0.2512777668144854,0.06254789233207703,61.50149934701767,0.0020935099964844994,100,-17.022156,-25.12777668144854,0.99797106,-39.31322594855988,0.09159006,13.09117032511125,0.29345173,0.32507256,0.8678639136438755,-14.65237,0.9950407,0.012318187,0.07124277,13.834452806327102,-0.9897951,0.003358551999554038,-17.131132,-1.9532847,34500,117,100.0,3.0923083,100.0,0.0,-2.0051668,-53.75180245240947,11700,0.020078136,-50.31177210031379,0.004929472001094837,-9.08921201621945,1.574549
360,1.8019603,-19.101142736830884,100,100,-3.135888,-0.009935472155631484,-49.58035,17.6645,15,-64.57596442635653,9.1189375,-0.3249176,-1.758352,0.86140984,23,-16.471155,-14.05624,100,0.18384331800189102,-48.99091,-9.29059171963952,12200,1.2557930628239267,-11.136139635182772,0.0,5,6.498115,2.628606728001614,6.4743485,6.868018,-46.41107344776941,2.0447381529957056,-0.07050170933519129,-0.5063276886940002,-49.2464,-0.464110734477694,0.029878035,0.30703235,-0.9460633,0.38980062199698295,-0.4143958,-0.6457596442635648,0.057563163340091705,64.13554400201974,0.00206721099675633,100,-16.44592,-64.57596442635653,0.99961,-46.41107344776941,2.239368,18.64799943329321,0.27695742,0.35338327,1.6335824254815214,-14.086235,0.9970128,0.09073521,2.230071,109.1696397961916,-0.9901275,0.003259633005654905,-16.708021,-2.0,36000,122,100.0,2.9397533,100.0,0.0,-3.0121965,-64.56040208333063,12200,0.031518497,-467.83198948595515,0.004897791004623286,-10.649198547094326,1.8226361
375,1.4723709,-17.971735312693326,100,100,-1.8414994,-0.00940265494977766,-51.878643,17.996655,15,-20.6670199076832,8.617569,-14.039469,-1.7781842,0.90636504,24,-16.660202,-14.006853,100,0.15865879999910248,-52.65018,-9.578225795921304,12700,0.910340460836942,-5.090662146844173,0.0,5,7.076223,2.6978173809984582,7.108141,7.0306497,-33.97685636063624,2.1813162039979943,-0.03675279836494015,-0.12316475808620453,-52.302628,-0.33976856360636254,0.07108336,0.1910981,-0.9767791,0.3463491700022132,-0.46587119,-0.20667019907683198,0.053361933678388596,66.83787774801749,0.00236307399609359,100,-16.676105,-20.6670199076832,0.9983783,-33.97685636063624,0.06987656,15.719385800047018,0.2657154,0.38527915,0.8436379532989221,-14.016682,0.99543715,0.028139321,0.07063505,10.520045117692447,-0.99397224,0.00357642000017222,-16.809547,-2.0,37500,127,100.0,2.9776053,100.0,0.0,-2.9426105,-61.63172502983691,12700,0.023739384,-45.51953747077068,0.005553713002882432,-8.544201883510103,1.957972
390,1.5729092,-18.560590894944017,100,100,-4.611477,-0.002996054223143238,-43.940643,16.852968,15,-56.4851499598753,7.043378,-13.800014,-1.8262454,0.79581475,25,-15.599973,-13.745667,100,0.16800031699676765,-44.144276,-6.661516323231011,13200,0.6259874510141795,-4.188249595537227,0.0,5,5.0832696,2.698180343992135,5.1213503,5.133873,-28.0088142806036,2.1399071299965726,-0.031729990583507464,-0.6948034167289734,-43.839355,-0.280088142806036,0.036159776,0.3145632,-0.9998002,0.3780764030016144,-0.5127017,-0.5648514995987536,0.049360886216163635,69.54104831101722,0.0034601849984028377,100,-15.612921,-56.4851499598753,0.9944293,-28.0088142806036,0.06669492,7.9216073167109915,0.25617635,0.3437089,1.2521822027547174,-13.770353,0.9968593,0.035593227,0.08905619,104.8101687585141,-0.99649423,0.0029239249997772276,-15.72233,-2.0,39000,132,100.0,2.9599414,100.0,0.0,-3.0299485,-41.94016454475907,13200,0.017762734,-344.8228938548644,0.0058123839990003034,-8.963951339947055,1.7690479
405,1.7645111,-22.22873057402201,100,100,-2.7455435,-0.006285484710416782,-67.510956,17.392363,15,-61.67808795025115,10.020962,-13.55201,-1.7985421,0.91314954,26,-16.194532,-13.630412,100,0.17134821699437452,-74.45367,-10.57328429763273,13700,1.144636995869875,-7.89718424417816,0.0,5,7.963681,2.7350669729858055,7.9467626,7.520018,-40.6634374584176,2.115031672998157,-0.06274115548372344,-0.06930503994226456,-74.70774,-0.40663437458417623,0.10370015,0.30573794,-0.99119425,0.4392022729953169,-0.41099632,-0.6167808795025118,0.04582041874527931,72.28179243799241,0.0020563549987855367,100,-16.174026,-61.67808795025115,0.9983282,-40.6634374584176,0.5742419,19.5554364052492,0.28493667,0.36576724,1.6313641387520912,-13.688481,0.997956,0.016824404,0.5972094,132.6726004113074,-0.99727964,0.0031458459998248145,-16.104042,-2.0,40500,137,100.0,3.4301214,100.0,0.0,-3.0317788,-72.93232304575616,13700,0.040091638,-555.1410217870853,0.004282608999346849,-10.264234164693796,1.9775194
420,1.7451082,-17.963309321538528,100,100,-3.249895,-0.010067580707513093,-68.66869,16.665709,15,-62.015149419289244,8.418283,-0.08106131,-1.778081,0.95409524,27,-15.889565,-13.170216,100,0.20149227399815572,-68.62207,-9.50508215776475,14200,1.897979209517251,-7.149846764715511,0.0,5,8.032718,2.835897005003062,7.992127,8.278724,-114.95644396309972,2.237082387000555,-0.034063503423244545,-0.6902371048927307,-68.52384,-1.149564439630996,0.16331205,0.3110295,-0.99954075,0.38429006800288334,-0.48220718,-0.6201514941928928,0.0423443503677845,75.1224168780027,0.0027944839966949075,100,-15.89194,-62.015149419289244,0.99956775,-114.95644396309972,3.612735,148.59273167874557,0.43501815,0.4076442,1.675067469927767,-13.178368,0.9975107,0.014726333,3.636258,131.15767276712856,-0.9977123,0.004023273002530914,-15.864259,-2.0,42000,142,100.0,3.166573,100.0,0.0,-2.763224,-409.39200133879444,14200,-0.026169682,-549.8716200318455,0.006214519002242014,-10.279410163383243,1.7816931
435,1.2695479,-17.970696326784857,100,100,-1.4306073,-0.008406913622512422,-47.638107,16.592247,15,-87.62165212799572,6.3866906,-12.960812,-1.8264362,0.8711533,28,-15.186929,-12.924292,100,0.21291475700127194,-47.622032,-8.054187720926821,14700,0.8881061864897537,-5.85086537213028,0.0,5,5.9626684,3.0509102040014113,5.9626107,6.1027203,-34.194074362277895,2.3434976839998853,-0.025723543453351823,-0.08394308388233185,-47.947468,-0.34194074362277904,0.10923757,0.3693894,-0.99755394,0.48213485199812567,-0.28089914,-0.8762165212799579,0.03937393054366112,78.17933889100823,0.00199467900529271,100,-15.181576,-87.62165212799572,0.9971009,-34.194074362277895,0.20893507,12.970178470213355,0.27075145,0.38496348,1.8791495599570394,-12.95971,0.99762726,0.06825775,0.22534116,163.8047365374097,-0.99632937,0.00478511300025275,-15.343137,-2.0,43500,147,100.0,3.0127594,100.0,0.0,-3.3228805,-53.589395847918055,14700,0.017461553,-519.8387021525901,0.005583118996582925,-9.317691329493673,1.9740474
450,1.5044074,-19.91659431789514,100,100,-1.5837672,-0.009342597516689824,-47.62081,16.089594,15,-44.7965329447354,7.9204693,-12.725074,-1.8708434,0.7923056,29,-14.877398,-12.829112,100,0.1898149269982241,-47.71575,-7.477004071527544,15200,1.7536930663032035,-6.879843697431051,0.0,5,5.8224645,2.770685428993602,5.839092,5.962488,-111.07609077880434,2.1449113939961535,-0.04277613042740233,-1.1277443170547485,-47.638214,-1.110760907788042,0.085276745,0.28497577,-0.99642575,0.42565096199541586,-0.5027335,-0.44796532944735434,0.03619307652115822,80.95397004199913,0.0019792490056715906,100,-14.875727,-44.7965329447354,0.9997638,-111.07609077880434,0.285069,160.3787086420032,0.44512376,0.3399763,1.2229350476400376,-12.872373,0.99759734,0.06257953,0.3006983,77.07415580349604,-0.9966901,0.003505084998323582,-14.913431,-2.0,45000,152,100.0,3.2028832,100.0,0.0,-3.161854,-431.2257750479485,15200,0.1970533,-327.5809676598671,0.004823811999813188,-10.947393713947866,1.6601828
465,1.8225313,-19.667499282364105,100,100,-4.90011,-0.011568151114178322,-45.224895,16.214489,15,-46.07116362680289,10.006292,-0.24829808,-1.8210193,0.94328547,30,-14.809246,-12.4997835,100,0.16202955300104804,-43.745125,-11.163676119979213,15700,0.993099908512987,-5.950675589864283,0.0,5,5.5549374,2.7116856230059057,5.525521,6.0309,-34.27477952410872,2.1858846159957466,-0.025293594444662542,-0.6308668851852417,-43.62461,-0.3427477952410872,0.07500637,0.29694536,-0.9943785,0.3527683780048392,-0.39393538,-0.46071163626802925,0.034314293414354324,83.67024755299644,0.0018986159993801266,100,-14.808558,-46.07116362680289,0.99886805,-34.27477952410872,2.0935087,20.058004463750304,0.28022963,0.37624156,1.2677367055895605,-12.522422,0.99783343,0.07676103,2.0750644,99.31746149949566,-0.9983405,0.004351424002379645,-14.820137,-2.0,46500,157,100.0,3.4379158,100.0,0.0,-3.149407,-74.07193379351544,15700,0.028100418,-416.1860078482235,0.00475303600251209,-8.171534724743834,1.8129083
480,1.5318041,-22.43669164383252,100,100,-1.5973743,-0.006277672351137148,-49.50022,16.466873,15,-65.46857099240006,8.118025,-0.21630694,-1.7916614,0.9276497,31,-14.879525,-12.268141,100,0.16526647199498257,-48.969036,-9.348142204154207,16200,1.8601806910275973,-6.270961546674297,0.0,5,6.523609,2.6059107959954417,6.5198903,6.992371,-120.9629804227255,2.064390364997962,-0.018465986353736093,0.06302506476640701,-48.777733,-1.2096298042272542,0.2629112,0.32070783,-0.99754417,0.36622595899825683,-0.3579475,-0.6546857099240012,0.03216385841369629,86.28147057799652,0.002031474003160838,100,-14.864527,-65.46857099240006,0.9998874,-120.9629804227255,3.4151385,152.94877213327754,0.43669954,0.43523714,1.3728839668640411,-12.289505,0.9978923,0.12290855,3.3920865,97.79647966637656,-0.9968237,0.0032129079991136678,-14.740826,-2.0,48000,162,100.0,3.5946767,100.0,0.0,-3.2375152,-425.65928320701,16200,0.19676751,-346.21585385009155,0.004783618001965806,-9.980829054260948,2.0183382
495,1.587827,-23.165360058642374,100,100,-0.80944717,-0.01512671294113317,-44.61051,16.136246,15,-14.126438039856618,8.684384,-1.5848066,-1.8508052,0.917559,32,-14.510925,-12.009201,100,0.19210439100424992,-44.18358,-7.3708479274895335,16700,0.8399791458218416,-2.018766368469145,0.0,5,6.290669,2.7077220149949426,6.3057146,6.4884434,-34.14391773791949,2.150220169998647,-0.0006387413509044663,0.21955858170986176,-43.879005,-0.3414391773791948,0.08426441,0.16529867,-0.9994207,0.35429373900115024,-0.31953862,-0.14126438039856618,0.03021664172410965,88.99372633200255,0.002130170993041247,100,-14.518595,-14.126438039856618,0.9990961,-34.14391773791949,2.1141794,6.994096410520544,0.285712,0.3582298,0.7188517613995642,-11.995758,0.9982906,0.0086871255,2.1054733,10.826043191790081,-0.99810857,0.004078051999385934,-14.561567,-2.0,49500,167,100.0,3.3992229,100.0,0.0,-3.5772493,-41.40822574223105,16700,0.036323197,-44.44668911501859,0.00489549199846806,-8.750535744884326,2.062745
510,1.5915042,-27.367837263319792,100,100,-1.744245,-0.008755133157803739,-44.338535,15.933937,15,-31.177236599648378,8.320144,-11.894302,-1.8240062,0.9238623,33,-14.366293,-11.77931,100,0.16381190999527462,-43.979095,-9.612393383994245,17200,1.1949594743692757,-5.755845050312714,0.0,5,6.525014,2.6623984079851652,6.557114,6.6494493,-45.23631821744564,2.0995285099998,-0.035716831655707944,-0.36906537413597107,-43.671844,-0.45236318217445637,0.12604016,0.19998388,-0.9897692,0.38870229099848075,-0.27969733,-0.3117723659964838,0.028244255110621452,91.66030371198576,0.002188852995459456,100,-14.354864,-31.177236599648378,0.99945873,-45.23631821744564,0.4745383,14.883634225199005,0.29591304,0.39837232,1.185429942581949,-11.8101,0.9989013,0.026385406,0.4603703,17.527007176392605,-0.9972991,0.0033287709957221523,-14.599434,-2.0,51000,172,100.0,3.3703954,100.0,0.0,-3.4202209,-68.78939474919913,17200,0.03163073,-59.59061378454691,0.004838073000428267,-10.008863075022369,1.8965254
525,1.833495,-23.540833217281794,100,100,-3.4279923,-0.006146336182994343,-43.435867,15.421735,15,-23.960144550983717,9.058322,-0.11869444,-1.8676405,0.89844465,34,-13.750874,-11.741079,100,0.1637489530039602,-41.157436,-10.00024001561015,17700,1.2784698695888708,-8.663009887626188,0.0,5,5.2931414,2.6662257080170093,5.2484703,5.955872,-47.26026585286158,2.139245081001718,-0.02821326911914074,0.22948072850704193,-41.172245,-0.4726026585286158,0.07582814,0.18340364,-0.9099074,0.35349912800302263,-0.31350353,-0.2396014455098371,0.02635177969932556,94.33111935598572,0.001965357005246915,100,-13.742587,-23.960144550983717,0.9995909,-47.26026585286158,5.794496,18.01458879994185,0.2873707,0.34549388,0.8931508345212018,-11.741763,0.9994637,0.016268736,5.775814,15.20950932397997,-0.99857837,0.00322647400025744,-13.412882,-2.0,52500,177,100.0,3.5145879,100.0,0.0,-3.433517,-67.3594207661084,17700,0.043954924,-59.00140060882007,0.004540715002804063,-9.807376916325314,2.0631125
540,1.8324004,-18.318412018721368,100,100,-0.7637217,-0.008841330807726306,-52.247253,15.873202,15,-21.198184570280098,8.955203,-11.604424,-1.833544,1.0117421,35,-14.503879,-11.64541,100,0.1573218249977799,-55.606308,-8.929495090543549,18200,1.1237412701142242,-6.824548276112591,0.0,5,7.3478646,2.6148050340125337,7.3135448,7.0375094,-42.46712028806981,2.098164959003043,-0.058114250665820155,-0.04932735860347748,-55.510033,-0.424671202880698,0.17737034,0.17947994,-0.9972213,0.34929763700347394,-0.12301609,-0.211981845702801,0.02474171668291092,96.95092884999758,0.001987506002478767,100,-14.504015,-21.198184570280098,0.9997895,-42.46712028806981,0.6914426,14.585118693045699,0.28606027,0.41211393,0.8269562869099109,-11.632238,0.9982398,0.01764288,0.70159125,12.551593610995917,-0.99854344,0.0030684060038765892,-14.455087,-2.0,54000,182,100.0,4.003213,100.0,0.0,-2.9117336,-61.753999074260115,18200,0.032203473,-43.87099855587707,0.004964701001881622,-9.250382929612481,1.9866652
555,1.7896196,-18.277856973228612,100,100,-2.4274766,-0.005205886230025742,-36.672905,14.578626,15,-24.259071332460255,7.621054,-0.082047276,-1.8837658,0.8779201,36,-13.329826,-11.468388,100,0.1620569480000995,-36.202976,-9.661428155984629,18700,1.0457475198268462,-7.686905830932081,0.0,5,4.807858,2.692299586989975,4.777896,5.5944695,-36.56683138323366,2.1393260099939653,-0.05542248689571626,-1.5705169439315796,-36.439583,-0.3656683138323364,0.09220413,0.18613735,-0.9995873,0.3804715509977541,-0.35058445,-0.24259071332460258,0.02324920892715454,99.64787065099517,0.0019724839949049056,100,-13.31343,-24.259071332460255,0.99989945,-36.56683138323366,4.4364123,18.507253123648276,0.27663025,0.32606274,0.910293592440602,-11.522091,0.99929667,0.021976866,4.4060154,14.793738735525338,-0.9976379,0.0036801230016862974,-13.097595,-2.0,55500,187,100.0,3.5527456,100.0,0.0,-3.2649038,-64.38170199660436,18700,0.0005767012,-66.11419124547987,0.004792471001564991,-11.276140204612402,1.5824565
570,2.2249086,-17.511329465780946,100,100,-3.2418702,-0.007385732695288659,-52.48508,15.995995,15,-32.0200128609825,11.661908,-0.3797983,-1.8289909,1.0613046,37,-14.67544,-11.413001,100,0.15602339299948653,-52.56798,-9.022119012738264,19200,0.855457821814614,-6.522215251927314,0.0,5,8.297494,2.6177254150024964,8.269654,9.069467,-33.059913743115686,2.105576715002826,-0.04461436934681066,0.28573501110076904,-52.743713,-0.33059913743115693,0.1266708,0.20851654,-0.9991064,0.34768304499448277,-0.30449367,-0.3202001286098249,0.021976063027977943,102.27050121800858,0.00159530700329924,100,-14.698958,-32.0200128609825,0.9982597,-33.059913743115686,6.185202,12.465817449606375,0.26567402,0.40275785,1.211479244648103,-11.409776,0.99958575,0.035672948,6.2487717,17.296334780112065,-0.99603546,0.002980033998028375,-14.354714,-2.0,57000,192,100.0,3.754634,100.0,0.0,-3.7814894,-51.44487921512061,19200,0.0058365106,-58.008762701699645,0.0038669210043735802,-10.168833135512966,2.074845
585,1.8163844,-17.49410467211624,100,100,-1.3142052,-0.00916730456027084,-59.38223,14.681339,15,-27.894545821905353,9.297356,-11.2830105,-1.8901763,0.84705746,38,-13.565059,-11.240415,100,0.1591101269950741,-60.972702,-8.645156516668502,19700,0.8044172738556592,-8.333125899272652,0.0,5,7.4705024,2.765481774993532,7.43381,7.4273243,-31.019242527789647,2.2457426370019675,-0.05596282161520743,-1.3151592016220093,-61.16118,-0.3101924252778964,0.06717819,0.20016946,-0.9949686,0.3497564009958296,-0.35349005,-0.27894545821905353,0.020787537097930908,105.04060195401689,0.002111982998030726,100,-13.564295,-27.894545821905353,0.9998552,-31.019242527789647,0.2429909,16.455900874252773,0.25568184,0.32668144,1.0898960726869706,-11.24243,0.9996372,0.027847264,0.25611016,17.830989351312233,-0.9986849,0.003043338998395484,-13.7600565,-2.0,58500,197,100.0,3.5234935,100.0,0.0,-3.14915,-61.08849145818405,19700,0.009974844,-60.92940108926107,0.005717288004234433,-10.696488115204247,1.6604562
600,1.8065144,-22.903298201352083,100,100,-1.083651,-0.013960951740182082,-54.05071,14.7647915,15,-26.628537252718345,9.942988,-11.15117,-1.8930696,0.89874536,39,-13.441934,-11.257028,100,0.16742306300147902,-54.487164,-10.5113458184807,20200,1.0711761938969773,-10.320356061852408,0.0,5,6.266975,2.7394318529914017,6.2274075,6.290387,-40.070585783449886,2.181298520998098,-0.10224494988498829,-0.5942927002906799,-54.68096,-0.4007058578344991,0.045616206,0.18362963,-0.99994236,0.3796757849995629,-0.36108407,-0.26628537252718343,0.019332310184836388,107.78557623701636,0.002399206998234149,100,-13.425185,-26.628537252718345,0.99993384,-40.070585783449886,0.45347124,17.92244572519935,0.27065504,0.32577977,0.902593525986146,-11.292381,0.9992846,0.014366381,0.5096712,15.996006544050282,-0.9990156,0.003636529996583704,-13.488007,-2.0,60000,202,100.0,3.8384824,100.0,0.0,-3.3203413,-74.55060858531476,20200,0.021256654,-63.65007078855486,0.004998746997443959,-10.225211292853675,1.8493854
615,1.8570358,-20.69954591031392,100,100,-1.8233573,-0.0038344646413141907,-50.769222,14.802038,15,-27.927502016309692,10.088701,-0.044088226,-1.9021966,0.91128516,40,-13.216195,-10.993948,100,0.14828450600180076,-51.694817,-9.269110065145307,20700,0.9384317163065048,-12.814700574858595,0.0,5,6.0201287,2.605412200013234,6.0370636,6.398699,-35.55199497173516,2.1136827009977424,-0.07081063916315346,-0.33154430985450745,-51.50014,-0.3555199497173516,-0.04311497,0.19695659,-0.5544961,0.33390359899931354,-0.3589745,-0.2792750201630969,0.018007218837738037,110.39546695803438,0.001961035006388556,100,-13.212267,-27.927502016309692,0.99991906,-35.55199497173516,1.6981341,17.396913988755102,0.25630745,0.33222213,0.951393812254602,-11.077833,0.9996706,0.03592883,1.690391,13.642418056466571,-0.9989046,0.0028645160055020824,-13.307537,-2.0,61500,207,100.0,3.6639946,100.0,0.0,-3.4295273,-63.000214072260306,20700,0.031630397,-60.33166140892556,0.004715843002486508,-9.777623526238564,1.9174634
630,2.0806131,-19.161038350739606,100,100,-1.1705875,-0.00960297540305414,-50.163403,14.638414,15,-18.907519799846398,9.147532,-0.32793447,-1.8782672,0.9500449,41,-13.144369,-10.957348,100,0.16231698100455105,-49.306725,-10.144542212334068,21200,1.017694742800626,-0.7265444082224485,0.0,5,6.0565977,2.7330952519987477,6.0115213,6.5972514,-35.47287026031863,2.2036645479965955,-0.0015591306575390798,0.5211072564125061,-49.705124,-0.35472870260318623,0.11075756,0.18345137,-0.999523,0.3567575819979538,-0.26962233,-0.18907519799846387,0.017090655863285065,113.13310707303754,0.002019432999077253,100,-13.138771,-18.907519799846398,0.9998485,-35.47287026031863,2.8081503,18.400328994146925,0.265612,0.34278744,1.002685929526197,-11.002264,0.99960643,0.014573724,2.782749,18.59046961212314,-0.9984665,0.003112893995421473,-13.053345,-2.0,63000,212,100.0,3.7039096,100.0,0.0,-3.1462405,-69.59402571064146,21200,0.024379844,-57.23695457223601,0.005223814005148597,-10.469346955004973,2.1280606
645,1.5037847,-18.3411576344858,100,100,-4.0101833,-0.008835201160251951,-41.067493,13.13522,15,-27.236791197647925,8.079721,-0.38253424,-1.9324667,0.6900328,42,-11.905407,-10.900641,100,0.17824044200096978,-40.275524,-10.434201084807425,21700,1.1913851180634953,-4.073306941874891,0.0,5,3.4210868,2.917460763004783,3.419125,3.6017835,-40.79524866886965,2.3073865340047632,-0.01959626312279346,-1.9239816665649414,-39.774265,-0.4079524866886966,0.10390465,0.20860814,-0.9988934,0.4213519350014394,-0.6631908,-0.27236791197647936,0.016050761565566063,116.05537914403976,0.0020441890010260977,100,-11.910349,-27.236791197647925,0.9996918,-40.79524866886965,1.2305529,21.29918677472842,0.27499118,0.2532337,1.1443495183205874,-10.900209,0.9996855,0.032012355,1.2676018,16.233619410558706,-0.99941075,0.0033223529972019605,-11.918053,-2.0,64500,217,100.0,3.351076,100.0,0.0,-2.9050102,-73.03063412277984,21700,0.032429636,-54.6395057766214,0.005115309999382589,-9.98959191751173,1.5343518
660,1.5576618,-21.897861205036257,100,100,-0.99133724,-0.008149437562923632,-48.335552,14.0601225,15,-30.4794036565741,8.680879,-10.825016,-1.9243256,0.7724613,43,-12.226227,-10.727289,100,0.1657130160019733,-48.113544,-9.362992507430135,22200,1.073465005544257,-12.800629085592865,0.0,5,5.1832657,2.622955531012849,5.252969,5.3238173,-41.61464662145748,2.086543409001024,-0.12163862166011627,0.20297661423683167,-47.54793,-0.4161464662145748,0.08086971,0.1870406,-0.98810357,0.36066855100216344,-0.23622599,-0.30479403656574094,0.01505745854228735,118.68383981604711,0.002027822003583424,100,-12.243253,-30.4794036565741,0.9993582,-41.61464662145748,0.17751691,18.708965521500062,0.26724127,0.2811852,0.9651172930248715,-10.725184,0.9997625,0.021497294,0.21270938,16.930146655134067,-0.9984098,0.0031896150030661374,-12.400307,-2.0,66000,222,100.0,4.1951327,100.0,0.0,-3.6794715,-66.6953665573719,22200,0.027006522,-68.69653996181869,0.004813118001038674,-11.159235936024492,2.048377
675,2.2189853,-27.573082578266884,100,100,-4.630835,-0.016820274982696656,-48.55368,14.907426,15,-30.260640488216527,11.02228,-10.771155,-1.8840381,1.0085452,44,-13.178494,-10.831031,100,0.16616415499447612,-49.122063,-10.522915462733922,22700,1.199123789895061,-8.822776258245055,0.0,5,6.706782,2.62519703500584,6.691418,6.7204156,-44.67205425928991,2.0979185510004754,-0.02598838943238134,0.37727782130241394,-49.205444,-0.4467205425928991,0.09881707,0.2063335,-0.998664,0.35008817900234135,-0.5701364,-0.30260640488216517,0.014107270166277885,121.31365649204236,0.002023512002779171,100,-13.174358,-30.260640488216527,0.99981713,-44.67205425928991,0.16087496,15.83929668682056,0.29782993,0.32634595,1.1058146358379308,-10.890263,0.99993134,0.028283244,0.14324145,17.860129400704988,-0.99853396,0.004205949000606779,-13.154555,-2.0,67500,227,100.0,4.2744083,100.0,0.0,-4.452793,-70.75184515134265,22700,0.034011606,-65.96836275729896,0.00479668900516117,-11.381400001581508,2.0885398
