exploration/num steps total,evaluation/Actions Min,exploration/Returns Min,evaluation/Rewards Min,trainer/Q1 Predictions Max,evaluation/Actions Max,trainer/Q Targets Min,trainer/Q2 Predictions Std,trainer/QF2 Loss,trainer/Policy Action Std,trainer/Q1 Predictions Std,evaluation/Rewards Std,trainer/Q2 Predictions Min,time/evaluation sampling (s),evaluation/Num Paths,trainer/Policy Action Mean,trainer/Bellman Errors 2 Mean,exploration/path length Std,time/data storing (s),exploration/Returns Std,evaluation/Actions Std,trainer/Policy Action Max,evaluation/path length Min,time/exploration sampling (s),exploration/Actions Std,exploration/path length Min,evaluation/path length Max,trainer/Bellman Errors 1 Std,evaluation/Rewards Mean,evaluation/path length Std,evaluation/path length Mean,exploration/Returns Mean,exploration/Rewards Std,trainer/Bellman Errors 1 Max,exploration/Actions Max,exploration/Rewards Max,evaluation/num steps total,trainer/Q2 Predictions Max,trainer/Bellman Errors 1 Min,exploration/Num Paths,evaluation/Returns Max,trainer/Q1 Predictions Min,trainer/Q Targets Std,trainer/Bellman Errors 1 Mean,trainer/Bellman Errors 2 Std,evaluation/num paths total,evaluation/Returns Std,trainer/Policy Loss,trainer/Bellman Errors 2 Min,trainer/Q2 Predictions Mean,trainer/Bellman Errors 2 Max,exploration/Rewards Min,exploration/Returns Max,evaluation/Rewards Max,exploration/num paths total,trainer/Q Targets Mean,evaluation/Actions Mean,replay_buffer/size,time/logging (s),exploration/Average Returns,evaluation/Average Returns,trainer/Policy Action Min,time/total (s),trainer/Q1 Predictions Mean,time/training (s),evaluation/Returns Mean,exploration/path length Max,evaluation/Returns Min,exploration/Actions Min,trainer/QF1 Loss,time/saving (s),Epoch,time/epoch (s),exploration/Actions Mean,exploration/Rewards Mean,trainer/Q Targets Max,exploration/path length Mean
75500,-0.89170367,-12.91021124847504,-0.9881807353071056,-12.5025425,0.9999979,-13.079093,0.07533672,4.933088,0.14984383,0.07365572,0.054825119284539016,-12.759005,0.07255124600487761,5,0.052048728,4.9330873,0.0,0.0011626740160863847,0.084376453466529,0.07703108,0.86671436,100,0.03532910399371758,0.15073283867400708,100,100,27.215029,-0.05517627234498042,0.0,100.0,-12.825834795008511,0.06730337353103294,156.46153,0.9211103772337612,-0.003200635609319712,188500,-12.487293,0.00034141578,2,-5.129265051210596,-12.765648,2.1810403,4.9350796,27.177002,1885,0.36823756224021914,12.493372,0.00014254088,-12.596703,156.24779,-0.3176265449851029,-12.741458341541982,-0.04439073693050603,755,-12.353395,0.003485668,75500,0.0024566509819123894,-12.825834795008511,-5.517627234498045,-0.21729268,223.42315894379863,-12.615112,0.4057222660048865,-5.517627234498045,100,-6.039563972146126,-0.6266470776246165,4.935079,0.002442072000121698,376,0.5196640130016021,0.0018645672937569495,-0.12825834795008512,-0.25718945,100.0
75700,-0.99250036,-14.742123824538403,-0.9195151250071509,-12.650773,0.999997,-13.361973,0.17380545,0.05583581,0.16835825,0.1669489,0.04507496789147464,-13.549328,0.07233425698359497,5,-0.027325507,0.055835813,0.0,0.001086663018213585,1.013047228187987,0.08372375,0.8262218,100,0.03289832899463363,0.15796502854248198,100,100,0.083873644,-0.041125832608755436,0.0,100.0,-13.729076596350417,0.0726384688431367,0.41542667,1.0,-0.00509057553175439,189000,-12.663133,2.1138512e-05,2,-3.7940613479206013,-13.530814,0.21903072,0.05250917,0.086363405,1890,0.3118286562673229,12.715566,4.130162e-06,-12.805763,0.399647,-0.5528483014672966,-12.71602936816243,-0.03433851544694245,757,-12.837364,0.005229869,75700,0.0024754839832894504,-13.729076596350417,-4.112583260875542,-0.48415235,223.9443870727846,-12.82424,0.40599951599142514,-4.112583260875542,100,-4.662294533548696,-0.3461009104767413,0.05250917,0.0023299820022657514,377,0.5171242309734225,0.0042791280755451215,-0.13729076596350417,-12.485187,100.0
75900,-0.994528,-13.993230795089472,-0.22585069105962252,-12.391935,0.998084,-16.951052,0.75432956,4.921514,0.26719272,0.7430741,0.011871002918029118,-16.560555,0.07284710701787844,5,0.028508289,4.9215145,0.0,0.0011188889911863953,0.5371776702239854,0.07012948,0.9999998,100,0.033067524986108765,0.15142622922795887,100,100,26.819279,-0.04143707259082736,0.0,100.0,-13.456053124865488,0.08122798416488713,154.24947,1.0,-0.013045171567471418,189500,-12.414886,6.8255365e-05,2,-4.063658469416202,-16.469936,2.3893273,4.928546,26.799791,1895,0.0659696591253416,12.461615,7.430892e-05,-12.673201,154.13393,-0.8144781220632091,-12.918875454641501,-0.028027755756086712,759,-12.532421,0.0018253967,75900,0.0025285420124419034,-13.456053124865488,-4.143707259082736,-0.99994785,224.4692628767807,-12.66918,0.4087968550156802,-4.143707259082736,100,-4.2226565997679275,-0.4315082591094117,4.928547,0.0022901380143593997,378,0.5206490560376551,0.006478288487573521,-0.1345605312486549,-0.07689539,100.0
76100,-0.59311455,-13.717411742958275,-0.3904375862602672,-12.545197,0.9991225,-13.295396,0.103857756,0.053999458,0.11724052,0.1080878,0.018695954711936497,-13.113094,0.07185137798660435,5,-0.014168525,0.05399946,0.0,0.0010672759963199496,0.3550434962884603,0.07411319,0.24491598,100,0.0321485830063466,0.16243450552206987,100,100,0.08111666,-0.010685184880331502,0.0,100.0,-13.362368246669813,0.08671943749178354,0.406017,1.0,-0.02486920400850869,190000,-12.560429,5.584561e-05,2,-0.9621687988301124,-13.136341,0.20603776,0.050842233,0.08077384,1900,0.1394707971799167,12.587564,0.0001702299,-12.662891,0.38683742,-0.9928486324676503,-13.007324750381354,-0.006834714846218251,761,-12.7976675,0.0058759856,76100,0.0023736969742458314,-13.362368246669813,-1.0685184880331504,-0.4836952,224.9891350097896,-12.666878,0.4065464150044136,-1.0685184880331504,100,-1.3271076394010493,-0.8332167654161737,0.050842233,0.00178713898640126,379,0.5157744879543316,0.002903833718725736,-0.13362368246669815,-12.459081,100.0
76300,-0.98061436,-14.853732616537329,-0.9406179371184754,-12.5446,0.9999966,-13.127611,0.05547987,0.034427278,0.11904438,0.06233375,0.05608749456361,-12.830757,0.07253467600094154,5,-0.01347426,0.034427285,0.0,0.0010667630122043192,1.6475114588917457,0.09467519,0.29542807,100,0.03393721199245192,0.14820108647307026,100,100,0.058962636,-0.044478124802030596,0.0,100.0,-13.206221157645583,0.07067903906335529,0.26302764,0.9006725196296219,-0.009625795871143206,190500,-12.59481,8.177114e-05,2,-4.111972133575529,-12.812271,0.14344516,0.036734857,0.05555977,1905,0.23636884223248408,12.554229,1.6350532e-07,-12.675096,0.22878832,-0.3947367301986233,-11.558709698753837,-0.037501299839616344,763,-12.777693,0.0069236783,76300,0.002443347009830177,-13.206221157645583,-4.447812480203059,-0.35033292,225.51303117981297,-12.660788,0.4076570610050112,-4.447812480203059,100,-4.8401652221430504,-0.4048380202775327,0.036734857,0.0022571930021513253,380,0.5198962520225905,0.002306127601142308,-0.13206221157645578,-12.513771,100.0
76500,-0.83700347,-13.654555578723095,-0.512049856821167,-12.548434,0.9997671,-13.422231,0.101937145,0.02653425,0.20174955,0.09420697,0.025209832099826787,-13.076579,0.07680696601164527,5,0.033126906,0.02653425,0.0,0.0011824429966509342,0.14854193008509586,0.072693676,0.9998862,100,0.03777254099259153,0.1424643888354209,100,100,0.046849463,-0.05679906578081429,0.0,100.0,-13.506013648638,0.0730817955434424,0.19891524,0.9053171247660318,-0.010536554479638072,191000,-12.5613365,3.7849532e-06,2,-5.493372623776917,-12.976232,0.20536767,0.03107788,0.036910944,1910,0.1729883818876643,12.561159,0.00014632301,-12.705133,0.15406743,-0.37969600118914343,-13.357471718552903,-0.0442882940589002,765,-12.764788,0.0047266805,76500,0.003813772986177355,-13.506013648638,-5.67990657808143,-0.8831922,226.15257862379076,-12.693333,0.511365623009624,-5.67990657808143,100,-5.945612720056189,-0.4155131123610077,0.031077879,0.003501247992971912,381,0.634442593989661,0.005571323355879288,-0.13506013648638,-12.491862,100.0
76700,-0.9584122,-13.655551858128728,-0.8061745293519919,-12.682546,0.99998987,-13.345844,0.17900471,0.014688902,0.16393407,0.17963809,0.04041522513028062,-13.488051,0.16672649199608713,5,-0.03731055,0.014688902,0.0,0.0061379329999908805,0.968561831946853,0.08035484,0.41715643,100,0.08739284300827421,0.15438008403067,100,100,0.015875436,-0.028194305718485083,0.0,100.0,-12.686990026181874,0.07133015547597658,0.06109983,0.5992021225007612,-0.009912475916330201,191500,-12.6974535,9.3883136e-07,2,-2.5327286010722685,-13.504829,0.19568728,0.01471406,0.01713309,1915,0.2980407256332374,12.704271,3.588044e-05,-12.832551,0.06232798,-0.3882001603195343,-11.718428194235022,-0.016429345047617075,767,-12.820274,0.0057876674,76700,0.008813760010525584,-12.686990026181874,-2.8194305718485095,-0.5897818,227.25618746876717,-12.828142,0.8229441069997847,-2.8194305718485095,100,-3.328683215998226,-0.7951907201393799,0.014714059,0.006561650981893763,382,1.0985767859965563,0.0007582438893342014,-0.12686990026181877,-12.56491,100.0
76900,-0.7334637,-15.58432036279764,-0.5569149572394603,-12.621148,0.9999675,-13.426418,0.17242122,9.985055,0.16832164,0.17964064,0.02331456291677118,-13.640418,0.17476419400190935,5,0.046566263,9.985056,0.0,0.0015971839893609285,0.6154553589385587,0.07231952,0.99999696,100,0.11174342999584042,0.17474823756845956,100,100,38.61753,-0.06230140678739769,0.0,100.0,-14.968865003859083,0.08098821539616165,161.08423,1.0,-0.010289787761014704,192000,-12.604822,1.3064073e-05,2,-6.06059383531401,-13.697552,3.0892696,9.991219,38.595146,1920,0.19546340171754445,12.693824,2.0245934e-06,-12.8158455,161.22855,-0.6231230858410981,-14.353409644920523,-0.027161670355796155,769,-12.035738,0.0042729685,76900,0.0024762240063864738,-14.968865003859083,-6.2301406787397715,-0.25530413,227.97246442176402,-12.820633,0.4139790690096561,-6.2301406787397715,100,-6.6026699180175825,-0.47454974006110573,9.991219,0.0022873269917909056,383,0.7068474279949442,0.005930483017753837,-0.14968865003859083,-0.024845747,100.0
77100,-0.9544358,-12.65042570541726,-0.8903866341787278,-12.355059,0.9999991,-13.107494,0.06375614,9.6455965,0.10069678,0.07304277,0.03994626658430554,-12.662811,0.09610744801466353,5,0.008783607,9.6455965,0.0,0.0011199439759366214,0.04731303770393325,0.073039286,0.215699,100,0.035550365020753816,0.1673631414814132,100,100,36.618954,-0.024730296631862724,0.0,100.0,-12.603112667713328,0.07289856586509132,151.66078,1.0,-0.019738411873918067,192500,-12.360118,0.029923176,2,-2.252600887924028,-12.691156,3.088064,9.608693,36.760128,1925,0.3201010845470096,12.298375,0.02277423,-12.467474,152.05519,-0.5321453625691348,-12.555799630009394,-0.003169694996810525,771,-12.045267,0.0022504765,77100,0.002486896002665162,-12.603112667713328,-2.473029663186272,-0.2793189,228.62078149875742,-12.466503,0.5067712320014834,-2.473029663186272,100,-3.0985329827353882,-1.0,9.608692,0.0021871910139452666,384,0.6442230760294478,0.005016394073415278,-0.1260311266771333,-0.09292473,100.0
77300,-0.95006627,-12.93293756147796,-0.6982789899503421,-12.503149,0.9999918,-13.358034,0.0677806,4.9176054,0.104791366,0.076151,0.047494966437071795,-12.740142,0.07932441600132734,5,0.0050026714,4.917605,0.0,0.0011151979852002114,0.2475670481494454,0.07925993,0.27611586,100,0.03514341701520607,0.1638792985995747,100,100,26.995127,-0.02129432952061864,0.0,100.0,-12.685370513328515,0.07070219295590797,155.22696,1.0,-0.010955547325427828,193000,-12.499275,0.0002222436,2,-1.7518681010720678,-12.743669,2.2127802,4.9258966,26.904593,1930,0.2967016362325863,12.521972,2.9653256e-05,-12.595306,154.7145,-0.4156755904521631,-12.43780346517907,-0.011057595119127194,773,-12.424563,0.004882303,77300,0.002551329991547391,-12.685370513328515,-2.129432952061863,-0.24779022,229.25327130474034,-12.615475,0.5078314450220205,-2.129432952061863,100,-2.4425857281154184,-0.3667891917759438,4.9258976,0.0022481750056613237,385,0.6282139810209628,0.00796926957978309,-0.12685370513328514,-0.16333789,100.0
77500,-0.7087872,-12.95859574684614,-0.9101273932507903,-12.345714,0.99999774,-13.5497265,0.14877184,0.15917999,0.13445029,0.16225392,0.0398850369172623,-13.138832,0.07493117899866775,5,-0.008228539,0.15917999,0.0,0.0010540220246184617,0.5139514543181072,0.06089533,0.41699722,100,0.03237956797238439,0.16184804637294217,100,100,0.11979568,-0.02566843194818945,0.0,100.0,-12.444644292528032,0.06520623516797112,0.41678253,1.0,-0.005402098358566405,193500,-12.361183,0.0072830007,2,-2.3556881554076097,-13.201137,0.20639953,0.16133234,0.12188326,1935,0.38126202124077874,12.446066,0.016990157,-12.479489,0.4538593,-0.37511408982187877,-11.930692838209925,-0.009299719842976402,775,-12.847754,0.002943864,77500,0.0024663310032337904,-12.444644292528032,-2.5668431948189445,-0.53280336,229.82552324482822,-12.476368,0.45494114101165906,-2.5668431948189445,100,-3.3282976693534767,-0.7314481507374179,0.16133232,0.0023026590060908347,386,0.5680749000166543,0.006180603554549007,-0.12444644292528033,-12.521351,100.0
77700,-0.4872803,-14.040692596694157,-0.5201905064220047,-12.647872,0.99981326,-18.170208,0.94262254,5.015183,0.29272237,0.95691705,0.02210101640168205,-17.553694,0.0705758340191096,5,0.04336908,5.0151834,0.0,0.001053363987011835,0.34822142028674286,0.07013858,1.0,100,0.03221200700500049,0.17228341981419212,100,100,27.756977,-0.041464282401458885,0.0,100.0,-13.692471176407414,0.09080000916403771,159.55467,1.0,-0.0062965186871016135,194000,-12.655435,4.418407e-07,2,-4.0025538778522565,-17.616896,2.4979968,5.0106635,27.761509,1940,0.18813738233387794,12.755137,1.7902576e-06,-12.992798,159.58426,-0.9502535694655628,-13.344249756120671,-0.02030418156231493,777,-12.648867,0.0051174746,77700,0.002568105992395431,-13.692471176407414,-4.146428240145889,-0.9999964,230.40812307884335,-12.996483,0.4697713330097031,-4.146428240145889,100,-4.511249652552797,-1.0,5.0106635,0.0022522440121974796,387,0.5784328880254179,0.005106155395727372,-0.13692471176407417,-0.022768022,100.0
77900,-0.9988711,-13.004386775526436,-0.3063326788640913,-12.689444,0.9993836,-15.261114,0.48438564,0.026650552,0.15837444,0.4628029,0.022553602880992986,-15.555685,0.07284144300501794,5,0.025250074,0.026650552,0.0,0.0010675739904399961,0.5550918050264535,0.08229476,0.9996403,100,0.0325409060169477,0.15561313298134305,100,100,0.021891618,-0.01550217417679979,0.0,100.0,-12.449294970499983,0.06614893808918478,0.068981275,0.7778659022632355,-0.006317943525776862,194500,-12.690535,0.00022595545,2,-1.3750550889266733,-15.428942,0.46609995,0.024219908,0.02364974,1945,0.12306664567798417,12.744246,0.00033955046,-12.910007,0.08677203,-0.35808688089443297,-11.89420316547353,-0.011617326820307741,779,-12.866924,0.0035971284,77900,0.002642703999299556,-12.449294970499983,-1.5502174176799788,-0.2404822,230.97930962583632,-12.902441,0.4556855130067561,-1.5502174176799788,100,-1.6610033964339928,-0.3697362135303377,0.024219908,0.0022883999918121845,388,0.5670665400102735,0.007717192393685783,-0.12449294970499983,-12.46266,100.0
78100,-0.9869898,-14.406344110874594,-0.6506747127687184,-12.491231,0.9999843,-13.145064,0.10804883,0.05188735,0.16090971,0.119809166,0.03446279448906346,-13.027589,0.07331281300866976,5,-0.015768008,0.05188735,0.0,0.0011629910150077194,0.24857219646409323,0.07403807,0.9980002,100,0.03405043500242755,0.16433226418173794,100,100,0.05428892,-0.05319135919636192,0.0,100.0,-14.1577719144105,0.09897621571061978,0.21091798,1.0,-0.01255467330186014,195000,-12.453872,1.8235878e-06,2,-5.034611566462247,-13.106404,0.15325943,0.055596188,0.049902085,1950,0.2581809742445967,12.556264,1.2619807e-05,-12.609085,0.19009672,-1.0201967738815292,-13.909199717946407,-0.029812197762353842,781,-12.798588,0.0045736027,78100,0.001896138011943549,-14.1577719144105,-5.319135919636192,-0.26051268,231.5548022108851,-12.602301,0.45867053800611757,-5.319135919636192,100,-5.69924153693274,-0.5793008657288058,0.055596188,0.0022191840107552707,389,0.5713120990549214,0.009103191731864413,-0.141577719144105,-12.557554,100.0
78300,-0.03416338,-15.2053440643203,-0.9815258956679006,-12.481766,0.9999998,-13.689212,0.18344691,0.06612719,0.12277548,0.19014604,0.04715079074755019,-13.551311,0.07208327000262216,5,0.042603813,0.066127196,0.0,0.0011249119997955859,0.637818003767264,0.09207052,0.51017064,100,0.032078579999506474,0.16414269296978715,100,100,0.10185247,-0.09002745356695199,0.0,100.0,-14.567526060553035,0.07842546803186352,0.46374637,0.9637394102921097,-0.012111192025439334,195500,-12.489652,0.00032288968,2,-8.636208342768219,-13.583041,0.22313249,0.06803944,0.0984372,1955,0.346353574434252,12.415131,0.0012170582,-12.613291,0.45672026,-0.5028271900765109,-13.929708056785772,-0.07408709659863584,783,-12.814183,0.010367829,78300,0.0020512279879767448,-14.567526060553035,-9.002745356695197,-0.49737388,232.13422437789268,-12.611276,0.4663418260170147,-9.002745356695197,100,-9.597793661831602,-1.0,0.06803943,0.0022549300047103316,390,0.575934746011626,0.0009446762860791471,-0.14567526060553035,-12.571245,100.0
78500,-0.75234914,-14.125155855091224,-0.866103234438597,-12.352876,0.9999983,-13.51048,0.16154017,0.15748951,0.15914041,0.16693686,0.04421863738458379,-13.14882,0.08670667299884371,5,0.005544083,0.15748951,0.0,0.001152457989519462,0.2260931935243029,0.08394211,0.3563546,100,0.03725207399111241,0.15089428191795454,100,100,0.108922675,-0.05530627246494432,0.0,100.0,-13.899062661566921,0.07167296168461015,0.45600128,0.8076167628333847,-0.009591134118888156,196000,-12.37534,0.021484222,2,-5.201650339103875,-13.174011,0.20926772,0.16538988,0.104950465,1960,0.3048428637605993,12.421969,0.016615592,-12.534267,0.44627908,-0.4856340014325427,-13.672969468042618,-0.028522185460610902,785,-12.909689,0.0058017243,78500,0.0024822359846439213,-13.899062661566921,-5.530627246494433,-0.48112074,232.73637571686413,-12.523989,0.46786338699166663,-5.530627246494433,100,-6.0351463072809555,-1.0,0.16538987,0.002265018003527075,391,0.5977218459593132,-0.00040743532095872823,-0.13899062661566922,-12.513954,100.0
78700,-0.714112,-12.848336738193678,-0.9872223925791273,-12.407277,0.999999,-13.608981,0.16412637,0.13038911,0.19443479,0.16668695,0.0483300753152804,-13.369749,0.07559108998975717,5,-0.01805751,0.13038911,0.0,0.0011310940026305616,0.14293728233583636,0.071484566,0.999998,100,0.03288000400061719,0.15642842788341224,100,100,0.10587915,-0.030664720116647944,0.0,100.0,-12.705399455857842,0.06966647237771081,0.41975415,1.0,-0.013148376263146331,196500,-12.411049,2.5682853e-05,2,-2.7216860720199256,-13.389237,0.20522927,0.12511428,0.11213178,1965,0.39198629897952564,12.493122,6.305244e-06,-12.546836,0.4546756,-0.5634573344080402,-12.562462173522006,-0.010330838966466149,787,-12.8747635,0.0036038456,78700,0.0024746819981373847,-12.705399455857842,-3.0664720116647946,-0.78799665,233.3080394018907,-12.552654,0.4529739240242634,-3.0664720116647946,100,-3.7487168443168066,-0.576091465146595,0.12511428,0.002405028004432097,392,0.5674558220198378,0.005971498577499335,-0.1270539945585784,-12.511519,100.0
78900,-0.9259485,-13.18352357412465,-0.9139850024441163,-12.485803,0.999997,-15.153978,0.45750728,0.07025441,0.27354762,0.4790154,0.04576694450758827,-14.971104,0.07663379699806683,5,0.028628394,0.0702544,0.0,0.001069285994162783,0.3345412374143768,0.0790127,0.99978656,100,0.03248642501421273,0.157601603848011,100,100,0.09718477,-0.03802848734948874,0.0,100.0,-12.848982336710272,0.08308659904218693,0.52134204,0.8924624531807782,-0.017070542289376548,197000,-12.471815,0.001261913,2,-3.495196648573582,-15.118455,0.48307008,0.06869637,0.09860294,1970,0.3041287073493492,12.592274,0.00379817,-12.734951,0.5385911,-0.8183016233369269,-12.514441099295896,-0.024598591868281776,789,-12.950657,0.0041551604,78900,0.002491970983101055,-12.848982336710272,-3.802848734948874,-0.52754426,233.89165034188773,-12.740081,0.4646195250097662,-3.802848734948874,100,-4.32537491045707,-0.4021369126633079,0.068696365,0.0022199540107976645,393,0.5795209580101073,0.008693499279894,-0.12848982336710268,-12.54536,100.0
79100,-0.023264747,-15.753456268595388,-0.8156703184105234,-12.633837,0.99999446,-13.400211,0.114883035,0.040837295,0.13074544,0.11508694,0.046679715737237705,-13.249765,0.0717626049881801,5,0.044036735,0.040837295,0.0,0.0012179619807284325,0.5680957274684397,0.084121235,0.46883786,100,0.03730067698052153,0.17534278922529994,100,100,0.04850098,-0.06816947384306624,0.0,100.0,-15.185360541126947,0.08443311185171495,0.17894864,1.0,-0.023199245844335543,197500,-12.642491,6.985619e-05,2,-6.510536018218049,-13.240123,0.20413397,0.04194681,0.04722243,1975,0.34919909595576115,12.582269,0.00014650765,-12.758064,0.17618865,-0.7390696943496033,-14.617264813658508,-0.06013593439998509,791,-12.8839655,0.009020882,79100,0.0019379260193090886,-15.185360541126947,-6.816947384306625,-0.39331597,234.50299858188373,-12.752881,0.49311510199913755,-6.816947384306625,100,-7.2525856690707196,-0.6906474053759498,0.041946806,0.0018029449856840074,394,0.6071372169535607,0.008655784119185354,-0.15185360541126947,-12.5304575,100.0
79300,-0.017180502,-12.707210922963728,-0.5442321719170321,-12.3941,0.999952,-15.013232,0.39224765,0.11987797,0.19870879,0.37627885,0.0317917650708391,-14.650607,0.071815010975115,5,0.020938091,0.11987797,0.0,0.001134043006459251,0.10161321703450188,0.07941446,0.99963766,100,0.03338252502726391,0.1601612895358087,100,100,0.11814414,-0.006357145162207841,0.0,100.0,-12.605597705929227,0.06053399188390586,0.4533082,1.0,-0.005269271209390681,198000,-12.402455,0.0008946704,2,-0.4064219988018577,-14.579263,0.4251345,0.11810868,0.116381705,1980,0.20964542203647019,12.508603,0.0061048567,-12.599415,0.47283986,-0.3171579851665719,-12.503984488894725,-0.002054796051709301,793,-12.910404,0.007936385,79300,0.0024592719855718315,-12.605597705929227,-0.6357145162207838,-0.47014096,235.07814022892853,-12.605354,0.45989996401476674,-0.6357145162207838,100,-0.9398055594542172,-0.7824962982636328,0.11810869,0.002285497001139447,395,0.5709763120103162,0.0033219579529831,-0.12605597705929225,-12.568441,100.0
79500,-0.9977693,-13.272734338602827,-0.7438516264072316,-12.602865,0.9999873,-16.046515,0.51154035,0.029529879,0.20234662,0.49369878,0.0352974522793812,-15.6408615,0.0722641600004863,5,0.023795325,0.02952988,0.0,0.001372805010760203,0.3578239344240801,0.07460844,0.9999117,100,0.03286021400708705,0.1586268339862256,100,100,0.06389132,-0.03478655842795077,0.0,100.0,-12.914910404178748,0.06570732057813428,0.26800263,1.0,-0.006956644231328972,198500,-12.620492,0.00010498619,2,-3.2460518514226147,-15.528825,0.58393025,0.03274284,0.05585712,1985,0.2712538828863334,12.676101,0.000136058,-12.866876,0.2532674,-0.32948863795669514,-12.557086469754667,-0.02795631713569224,795,-12.935495,0.0027265258,79500,0.0024651249987073243,-12.914910404178748,-3.478655842795079,-0.19099481,235.65771002491238,-12.856455,0.46484516601776704,-3.478655842795079,100,-3.9894698440183665,-1.0,0.032742843,0.0022682340058963746,396,0.5760757040407043,0.0029839084343591038,-0.1291491040417875,-12.534646,100.0
79700,-0.9147999,-14.584404675440698,-0.9683230708463818,-12.71959,0.9999984,-13.199926,0.0697409,0.01572175,0.10432507,0.073092386,0.05801787052984784,-12.992078,0.07374590999097563,5,0.048130978,0.01572175,0.0,0.0010984059772454202,0.07309439884536673,0.0861023,0.27188784,100,0.03270551000605337,0.16510668627635947,100,100,0.022266777,-0.07379371932766773,0.0,100.0,-14.511310276595331,0.07388022770683564,0.08077815,0.9996076148079645,-0.010582664361356875,199000,-12.712247,6.979244e-05,2,-6.927429321772188,-13.024801,0.13444167,0.015961945,0.02279252,1990,0.30921506602765764,12.755155,6.6486336e-07,-12.836082,0.08727899,-0.5346190067335594,-14.438215877749965,-0.015177770430686405,797,-12.858806,0.006481716,79700,0.002480150986230001,-14.511310276595331,-7.379371932766775,-0.18973584,236.2327231048548,-12.847501,0.45855940598994493,-7.379371932766775,100,-7.773115404574277,-0.6013447884262438,0.015961943,0.002264829003252089,397,0.5708542119537015,0.006224269761013964,-0.14511310276595332,-12.664079,100.0
79900,-0.64184755,-13.994175668239775,-0.1833528247033734,-12.495802,0.73997056,-13.69648,0.10074787,0.15321311,0.101855606,0.102047965,0.009028679125242576,-13.018655,0.0739740819844883,5,0.010580016,0.15321311,0.0,0.0011269150127191097,0.7813625595745766,0.04620122,0.22108732,100,0.0326675719988998,0.16014767543821243,100,100,0.123073064,-0.016296958721389986,0.0,100.0,-13.212813108665198,0.07694789144990867,0.42830285,1.0,-0.0002436683326289711,199500,-12.479225,0.0158749,2,-1.545144409191999,-13.042031,0.21735287,0.15425415,0.12412015,1995,0.06430007482372273,12.501876,0.014045808,-12.599702,0.4594467,-0.727321980495965,-12.431450549090622,-0.006178490248792156,799,-12.953359,0.0010376798,79900,0.002471882995450869,-13.212813108665198,-1.6296958721389985,-0.2256196,236.81953319188324,-12.597538,0.4701832330028992,-1.6296958721389985,100,-1.7392917054079746,-1.0,0.15425417,0.002226298995083198,398,0.5826499839895405,0.004236483637822735,-0.13212813108665197,-12.637452,100.0
80100,-0.9922251,-16.570453452365232,-0.9080331095537952,-12.690564,0.99999857,-15.236673,0.4804129,0.042672485,0.26620355,0.50172406,0.05466996334333514,-14.936156,0.07600415899651125,5,0.059747353,0.042672485,0.0,0.00106155700632371,0.6884430442782952,0.09341991,0.9997553,100,0.03289125600713305,0.1423520174202822,100,100,0.06515201,-0.10278733608292609,0.0,100.0,-15.882010408086938,0.0755553503086917,0.2790085,0.9389409314843354,-0.013673665389122168,200000,-12.667576,3.9882147e-05,2,-9.835024511428406,-14.934472,0.49741396,0.04386741,0.064855896,2000,0.2972017974045389,12.76598,7.797265e-06,-12.910738,0.2748931,-0.39331068852653933,-15.193567363808642,-0.010122956548375866,801,-13.020004,0.009248964,80100,0.002187403995776549,-15.882010408086938,-10.27873360829261,-0.99985015,237.413279954897,-12.926116,0.4756262169976253,-10.27873360829261,100,-10.618323841927097,-0.3257129165265382,0.043867413,0.0019896810117643327,399,0.5897602740151342,0.009132562280746355,-0.15882010408086938,-12.59878,100.0
80300,-0.9964012,-15.747984145445157,-0.6582582022122274,-12.457487,0.99990577,-15.349483,0.47704616,0.14901145,0.17263353,0.4730629,0.03260929359573428,-15.212129,0.07462357799522579,5,0.0434404,0.14901143,0.0,0.001068916026270017,0.6098309052386366,0.082754344,0.99979776,100,0.03233508800622076,0.15239959605127126,100,100,0.14080833,-0.08972388453510322,0.0,100.0,-15.13815324020652,0.07704374752392842,0.58932257,0.7396289610513184,-0.007894815431581199,200500,-12.469247,0.014258188,2,-8.707586379248147,-15.168102,0.4936163,0.15206137,0.14808528,2005,0.2181032193260288,12.579766,0.011837841,-12.698681,0.5968978,-0.4205997264532668,-14.528322334967884,-0.07852654013702465,803,-13.044963,0.0065136305,80300,0.002471546991728246,-15.13815324020652,-8.972388453510321,-0.4343931,237.99485738296062,-12.689917,0.4647540570003912,-8.972388453510321,100,-9.300247893904611,-0.4576802023540607,0.15206139,0.002221659990027547,400,0.5774748460098635,0.005779536923562752,-0.15138153240206526,-12.625974,100.0
