exploration/num steps total,evaluation/Actions Min,exploration/Returns Min,evaluation/Rewards Min,trainer/Q1 Predictions Max,evaluation/Actions Max,trainer/Q Targets Min,trainer/Q2 Predictions Std,trainer/QF2 Loss,trainer/Policy Action Std,trainer/Q1 Predictions Std,evaluation/Rewards Std,trainer/Q2 Predictions Min,time/evaluation sampling (s),evaluation/Num Paths,trainer/Policy Action Mean,trainer/Bellman Errors 2 Mean,exploration/path length Std,time/data storing (s),exploration/Returns Std,evaluation/Actions Std,trainer/Policy Action Max,evaluation/path length Min,time/exploration sampling (s),exploration/Actions Std,exploration/path length Min,evaluation/path length Max,trainer/Bellman Errors 1 Std,evaluation/Rewards Mean,evaluation/path length Std,evaluation/path length Mean,exploration/Returns Mean,exploration/Rewards Std,trainer/Bellman Errors 1 Max,exploration/Actions Max,exploration/Rewards Max,evaluation/num steps total,trainer/Q2 Predictions Max,trainer/Bellman Errors 1 Min,exploration/Num Paths,evaluation/Returns Max,trainer/Q1 Predictions Min,trainer/Q Targets Std,trainer/Bellman Errors 1 Mean,trainer/Bellman Errors 2 Std,evaluation/num paths total,evaluation/Returns Std,trainer/Policy Loss,trainer/Bellman Errors 2 Min,trainer/Q2 Predictions Mean,trainer/Bellman Errors 2 Max,exploration/Rewards Min,exploration/Returns Max,evaluation/Rewards Max,exploration/num paths total,trainer/Q Targets Mean,evaluation/Actions Mean,replay_buffer/size,time/logging (s),exploration/Average Returns,evaluation/Average Returns,trainer/Policy Action Min,time/total (s),trainer/Q1 Predictions Mean,time/training (s),evaluation/Returns Mean,exploration/path length Max,evaluation/Returns Min,exploration/Actions Min,trainer/QF1 Loss,time/saving (s),Epoch,time/epoch (s),exploration/Actions Mean,exploration/Rewards Mean,trainer/Q Targets Max,exploration/path length Mean
15700,-0.40048763,-13.48512111184286,-0.41941530011672545,-7.3993983,0.9990731,-10.5703335,0.95138913,0.026073348,0.34667018,0.9365233,0.017883138977532746,-10.477349,0.07474710600217804,5,0.08391771,0.026073346,0.0,0.0010738570126704872,0.47412748420161677,0.056400597,0.99789894,100,0.0316890990070533,0.13445972555556163,100,100,0.04365635,-0.031838446620442315,0.0,100.0,-13.010993627641243,0.06421393525882378,0.19752385,0.3370772303758295,-0.017993397752530307,39000,-7.39152,1.9787194e-08,2,-3.06714187068938,-10.377825,0.9241894,0.026942942,0.038107093,390,0.1604309356717246,7.6567073,7.4992495e-06,-8.01894,0.15232463,-0.35238611356872496,-12.536866143439626,-0.025949453093828494,157,-8.063403,0.0038218459,15700,0.0018820439872797579,-13.010993627641243,-3.1838446620442316,-0.99110216,44.22816195402993,-8.009062,0.44513142900541425,-3.1838446620442316,100,-3.4989928014645257,-0.869548971173646,0.02694294,0.0017812300065997988,77,0.5563047650211956,-0.0012271356302388289,-0.13010993627641246,-7.331689,100.0
15900,-0.91892576,-15.72148231752833,-0.7364811903565068,-7.507675,0.9999638,-10.055064,0.45125645,3.5764108,0.17052418,0.44923568,0.02974517259733266,-10.116644,0.08061958602047525,5,0.050711937,3.5764112,0.0,0.0010698899859562516,0.6359762421594857,0.07897853,0.9970716,100,0.035616164008388296,0.1422995861397415,100,100,13.636933,-0.08790393791718475,0.0,100.0,-15.085506075368844,0.072337332121858,57.36123,0.8101917604223986,-0.01764633131028285,39500,-7.5317507,3.9737733e-07,2,-8.585593806181302,-10.11003,1.8939769,3.5551713,13.710813,395,0.27492414253891706,7.541391,5.789415e-06,-7.7543287,57.532673,-0.39532450805711833,-14.44952983320936,-0.06072393943637159,159,-7.2699084,0.002674787,15900,0.002471318992320448,-15.085506075368844,-8.790393791718476,-0.29983538,44.794655962032266,-7.754532,0.44060411999817006,-8.790393791718476,100,-9.320731362696469,-0.6209814578846977,3.555171,0.002278251980897039,78,0.5626593309862074,0.0012507089060179106,-0.15085506075368846,-0.15857345,100.0
16100,-0.87823087,-14.298102856949209,-0.6310977647156251,-7.5918765,0.99988604,-8.73253,0.24492255,1.805865,0.12933888,0.24927267,0.028034387176783252,-8.824427,0.07870438499958254,5,-0.0022154662,1.805865,0.0,0.0011769990087486804,1.1042356527944301,0.07804022,0.41773337,100,0.03246827801922336,0.14208068887841255,100,100,10.2044735,-0.038792878505861134,0.0,100.0,-13.193867204154778,0.0664888002961325,58.669434,0.8160943410926091,-0.01353972534942159,40000,-7.644459,1.4154489e-07,2,-3.724146981452805,-8.862429,1.3448726,1.8536413,9.951406,400,0.22028049487833476,7.692096,9.967525e-06,-7.7974215,57.212677,-0.30160748199352266,-12.089631551360348,-0.03664491878625305,161,-7.540691,0.0052134856,16100,0.002498308982467279,-13.193867204154778,-3.8792878505861133,-0.32922053,45.37378138303757,-7.8024735,0.45537238800898194,-3.8792878505861133,100,-4.296687764963988,-0.3144797492881472,1.8536414,0.002229977020760998,79,0.5724503360397648,0.005565520668747262,-0.13193867204154777,-0.20451476,100.0
16300,-0.8357276,-13.650566611159924,-0.38149839840415006,-7.271563,0.99862814,-8.641424,0.23404635,0.14735582,0.18897091,0.23349053,0.01699010593173519,-8.426648,0.07725517501239665,5,0.016422965,0.14735582,0.0,0.0011671099928207695,0.43508191049578393,0.07160327,0.9787197,100,0.03445508299046196,0.1355323853590687,100,100,0.12762116,-0.03779888142485217,0.0,100.0,-13.21548470066414,0.07089813115265296,0.5548302,0.5003867085199705,-0.011605450802055951,40500,-7.271686,0.000919515,2,-3.637821184492899,-8.404349,0.28566933,0.14576395,0.1335272,405,0.16352603527806053,7.35313,0.00011557907,-7.453723,0.56053334,-0.3903598392415802,-12.780402790168356,-0.014210684064824694,163,-7.7992043,0.0028836098,16300,0.0019147589919157326,-13.21548470066414,-3.7798881424852184,-0.34486338,45.94887453899719,-7.4512663,0.45423343099537306,-3.7798881424852184,100,-4.090199185045845,-0.7779854781151739,0.14576395,0.002232544997241348,80,0.5712581029802095,0.0012575907659160388,-0.13215484700664137,-7.439309,100.0
16500,-0.012785951,-12.382285829967794,-0.2750944893104336,-7.6421905,0.99712735,-10.367549,0.57605743,0.025156042,0.22500338,0.56529534,0.016244685175255156,-10.300761,0.07680039698607288,5,0.0020808363,0.02515604,0.0,0.0011234990088269114,0.03687137897946435,0.06600386,0.9965099,100,0.033387150993803516,0.14471364476240975,100,100,0.031083444,-0.027680385340369196,0.0,100.0,-12.34541445098833,0.07379373620809772,0.109825276,0.9694212555885395,-0.0032550109309374413,41000,-7.6172466,1.5429634e-06,2,-2.6620354759468565,-10.221695,0.60071415,0.022115063,0.037592005,410,0.09553202384571634,7.696092,9.094947e-11,-7.9480414,0.14198512,-0.5552429960633822,-12.308543072008865,-0.026121898565887553,165,-8.013224,0.0060500973,16500,0.002459826006088406,-12.34541445098833,-2.7680385340369194,-0.4748032,46.52446475499892,-7.9443917,0.4557245739852078,-2.7680385340369194,100,-2.891784619373901,-0.42150610698914714,0.02211506,0.0023040390224196017,81,0.5717994860024191,0.007743415769459574,-0.12345414450988333,-7.5646877,100.0
16700,-0.8593565,-12.964973273783594,-0.5196342546221593,-7.6676555,0.9997911,-12.3467045,1.0475514,0.02543083,0.30573028,1.0578378,0.024735174669215463,-12.776612,0.07389662999776192,5,0.021106606,0.02543083,0.0,0.0012224279926158488,0.2441893026599482,0.06947408,0.99999964,100,0.03337859999737702,0.1254858536814451,100,100,0.04532195,-0.02871460896113733,0.0,100.0,-12.720783971123645,0.07271975716794729,0.20975456,0.5814765413160792,-0.013285636064535412,41500,-7.6864557,0.00014996775,2,-2.775709822233724,-12.804694,0.95876217,0.025287736,0.041721277,415,0.15988065940113652,7.817299,0.00024038518,-8.185563,0.18482071,-0.39616560654578653,-12.476594668463697,-0.013147960917874351,167,-8.187418,0.0029416648,16700,0.0024015360104385763,-12.720783971123645,-2.8714608961137325,-0.99489,47.07282664504601,-8.18496,0.43184230200131424,-2.8714608961137325,100,-3.190536085808409,-0.3550125498447914,0.025287734,0.001801755017368123,82,0.5445432510168757,0.0044545157153478634,-0.12720783971123645,-7.575946,100.0
16900,-0.6174118,-15.269279968731693,-0.8580380255352392,-7.684757,0.99998826,-10.7570095,0.7180412,0.027653562,0.22999597,0.71125,0.05089138081163979,-10.8927965,0.07509733198094182,5,0.024280079,0.027653562,0.0,0.0010766790073830634,1.093774806103192,0.078630164,0.9976909,100,0.032281359017360955,0.14946839807421664,100,100,0.051655106,-0.043080819211383556,0.0,100.0,-14.1755051626285,0.08341750226726456,0.28936,0.9546960648822993,-0.013967225038356904,42000,-7.702872,1.4334455e-07,2,-3.9252085730865574,-10.82673,0.6784209,0.027039556,0.052512836,420,0.3194576452236972,7.80142,6.443396e-05,-7.985942,0.29483992,-0.7584109508952496,-13.08173035652531,-0.03777543018805845,169,-8.06951,0.006052004,16900,0.0024655669985804707,-14.1755051626285,-4.308081921138355,-0.36708304,47.6662552220223,-7.9804177,0.4761561039777007,-4.308081921138355,100,-4.760005353336395,-0.3909189246894962,0.027039556,0.002441724995151162,83,0.5895187659771182,0.003846140745229707,-0.141755051626285,-7.6013,100.0
17100,-0.5942409,-14.510482974546104,-0.9885786641669252,-7.6528354,0.999997,-10.520616,0.53789324,0.06582744,0.198966,0.5368459,0.05298613332714752,-10.444316,0.07269017599173822,5,0.037729133,0.065827444,0.0,0.0010876540036406368,0.08974667027410099,0.081312105,0.9970267,100,0.037739768013125286,0.14627587613289086,100,100,0.08519601,-0.0791307706768149,0.0,100.0,-14.420736304272003,0.07494986088044361,0.3449782,0.9251959068288677,-0.013616703244648453,42500,-7.6493783,0.0014320377,2,-7.423241771939585,-10.458054,0.54199994,0.06618699,0.0809234,425,0.34800740154147813,7.7383857,0.002633016,-7.952065,0.31366777,-0.4965418403887507,-14.330989633997902,-0.061358497826138926,171,-8.162413,0.0054324116,17100,0.0024485659960191697,-14.420736304272003,-7.91307706768149,-0.3993161,48.231373657035874,-7.954026,0.4455850049853325,-7.91307706768149,100,-8.470921089869226,-0.3797036061744825,0.06618699,0.001803246996132657,84,0.5613544159859885,0.0051171154003769505,-0.14420736304272008,-7.73742,100.0
17300,-0.08092181,-13.62703840958228,-0.18158413184310138,-7.716153,0.98030657,-11.027763,0.69282806,0.034338184,0.26848668,0.6935521,0.0067991479250359785,-10.773884,0.0831125209806487,5,0.07476476,0.034338184,0.0,0.0010647180024534464,0.0264977921757934,0.063037194,0.99767184,100,0.033332574006635696,0.14420180182024822,100,100,0.03928398,-0.0512544178582249,0.0,100.0,-13.600540617406487,0.07195700140702578,0.1329312,0.8415252854955522,-0.005993354949558102,43000,-7.723056,3.1634272e-06,2,-5.0888234815624305,-10.769969,0.7013007,0.03289957,0.039412633,430,0.044624760162511434,7.819207,0.00016326012,-8.074481,0.13573198,-0.3553538370452412,-13.574042825230693,-0.03965219337588478,173,-8.218662,0.005943595,17300,0.0019864190253429115,-13.600540617406487,-5.125441785822488,-0.34857392,48.78924173506675,-8.079689,0.4324839889886789,-5.125441785822488,100,-5.211023441133644,-0.889421831900255,0.032899562,0.0019612500036600977,85,0.5539414710074198,0.0018488048777974833,-0.1360054061740649,-7.7341104,100.0
17500,-0.7700768,-14.462263904909408,-0.7180451629514683,-7.932798,0.9999819,-10.838752,0.538937,3.928483,0.2182525,0.53615826,0.03226339381580869,-10.664829,0.08368704101303592,5,0.019776547,3.9284832,0.0,0.0010929419950116426,0.055847229527072884,0.06654221,0.99772906,100,0.03270436401362531,0.14093605817481022,100,100,15.09383,-0.06869957294795576,0.0,100.0,-14.406416675382335,0.07456064453321343,62.590965,0.7638151725711667,-0.010044266013771438,43500,-7.9282374,3.365393e-05,2,-6.635797341063065,-10.656338,2.0697238,3.927012,15.096874,435,0.26119395064930545,7.98431,1.5394116e-06,-8.221497,62.788837,-0.4071767666945306,-14.350569445855262,-0.06099044126858503,175,-7.740226,0.0040398766,17500,0.002466016012476757,-14.406416675382335,-6.869957294795578,-0.3595977,49.36824460612843,-8.219845,0.4535353670071345,-6.869957294795578,100,-7.339428542565012,-0.7696602476778285,3.9270113,0.001970470999367535,86,0.5754562010406516,0.0024606127657909034,-0.14406416675382336,-0.058467466,100.0
17700,-0.68286014,-14.656517604232052,-0.3652135853235356,-8.1393385,0.99810207,-11.340998,0.7181775,2.0491707,0.30343997,0.71851784,0.014300180796313566,-11.037756,0.07452356698922813,5,0.06904185,2.0491707,0.0,0.0010859250032808632,0.7089275447759888,0.054527618,0.9970151,100,0.031367980991490185,0.16324162698502753,100,100,11.236211,-0.05490291120334474,0.0,100.0,-13.947590059456063,0.07458351458518776,64.61682,1.0,-0.012079543778322033,44000,-8.127732,6.664195e-05,2,-5.398649252505425,-11.038927,1.631862,2.0566027,11.1994915,440,0.13764071186282048,8.247786,3.5046187e-06,-8.502778,64.40492,-0.4060111064540367,-13.238662514680074,-0.04562096235955734,177,-8.130873,0.0027270094,17700,0.002515197003958747,-13.947590059456063,-5.490291120334474,-0.361636,49.935037958057364,-8.506296,0.45124823797959834,-5.490291120334474,100,-5.763643807597157,-0.3736438759114469,2.0566025,0.0022251660120673478,87,0.5629660739796236,0.008361019280223399,-0.13947590059456064,-0.10880058,100.0
17900,-0.7333912,-15.092523505158848,-0.7418767464270047,-7.766521,0.9999873,-9.726053,0.34880596,0.1161901,0.18945797,0.35789424,0.0483320629508665,-9.345799,0.07324916700599715,5,0.018093897,0.1161901,0.0,0.0011058030067943037,0.08342651808873569,0.087397076,0.7874734,100,0.03321296599460766,0.15210174969750392,100,100,0.11501515,-0.08927315970246746,0.0,100.0,-15.009096987070112,0.0787208666201893,0.57019365,0.9821303722285816,-0.005446991162889352,44500,-7.754948,0.0028684458,2,-8.567907010658596,-9.382737,0.38698885,0.11575235,0.11292831,445,0.1957850957758632,7.8383026,0.0017750971,-8.021862,0.5436393,-0.40755392519158945,-14.925670468981377,-0.08410300021149415,179,-8.324756,0.00670959,17900,0.0024711390142329037,-15.009096987070112,-8.927315970246749,-0.35704452,50.506960467086174,-8.02128,0.4556611380248796,-8.927315970246749,100,-9.1674510124468,-0.4776988196654346,0.115752354,0.002372326998738572,88,0.5680725400452502,0.006084529899151321,-0.15009096987070114,-7.892145,100.0
18100,-0.94233775,-13.391106171922571,-0.48504335878632804,-8.097464,0.999828,-11.023647,0.4580487,0.043960463,0.18558158,0.4585988,0.024240417516016376,-10.567231,0.07720452200737782,5,-0.0007648873,0.043960474,0.0,0.0010770100052468479,0.18980017572569707,0.08658907,0.9980037,100,0.03217506600776687,0.15559407824643107,100,100,0.13207729,-0.03656008871077795,0.0,100.0,-13.201305996196874,0.07268891697950373,0.73794526,1.0,-0.01154216919732383,45000,-8.080536,2.2583015e-05,2,-3.5404329447199503,-10.55849,0.5749001,0.046516858,0.122464776,450,0.12834746600931277,8.187796,0.00028991536,-8.350272,0.68970907,-0.34406741868871576,-13.011505820471177,-0.03431239977754309,181,-8.427084,0.0048663053,18100,0.0025223800039384514,-13.201305996196874,-3.656008871077794,-0.34905827,51.07765149109764,-8.338774,0.45149738297914155,-3.656008871077794,100,-3.900089646412785,-0.5991399782100031,0.04651686,0.002248308010166511,89,0.566724669013638,0.0025017777476606206,-0.13201305996196872,-8.016333,100.0
18300,-0.9614448,-13.7243969234825,-0.32913312987661647,-7.966212,0.99932176,-11.2808075,0.7152376,4.0122557,0.27763456,0.7096978,0.01863017296737894,-10.91605,0.0738626400125213,5,0.07677658,4.0122557,0.0,0.001151156990090385,0.8318383197479111,0.07698856,0.9982439,100,0.03325808097724803,0.13856615984736978,100,100,15.227484,-0.06601826948791062,0.0,100.0,-12.892558603734589,0.07607223348612312,63.407726,0.8354536780507077,-0.0009058463584478789,45500,-7.938334,0.00046964502,2,-6.440444877327601,-10.819496,2.1524785,3.9861007,15.298133,455,0.11359700393808668,7.980099,0.00034413487,-8.318329,63.804356,-0.3720498448726702,-12.060720283986678,-0.06077035102200765,183,-7.987566,0.0019123363,18300,0.0018985969945788383,-12.892558603734589,-6.601826948791066,-0.99302155,51.64434075006284,-8.322863,0.45056280598510057,-6.601826948791066,100,-6.742083185002194,-0.3209669474872793,3.9861012,0.0020216430129949003,90,0.562754923972534,0.003398436450493076,-0.12892558603734583,-0.13741869,100.0
18500,-0.84816957,-13.552703431555138,-0.5866124233418853,-8.079788,0.99985015,-10.902982,0.47071135,4.080324,0.16024569,0.47270083,0.03222989935427437,-10.7187605,0.07700113201281056,5,-0.015590259,4.080324,0.0,0.001176672987639904,0.6352564706017292,0.06932865,0.9964362,100,0.031573618995025754,0.154986231309812,100,100,15.661352,-0.01025613336062645,0.0,100.0,-12.91744696095341,0.09230301710025816,64.73355,1.0,-0.008630537341601673,46000,-8.07177,3.7884198e-05,2,-0.8186020984304658,-10.741426,2.0481827,4.0709553,15.699593,460,0.24768803095802824,8.093147,4.0376553e-06,-8.327669,65.104164,-0.9935762417000941,-12.28219049035168,-0.0044617767092593645,185,-7.902312,0.0035920967,18500,0.0025397080171387643,-12.91744696095341,-1.0256133360626447,-0.30560914,52.20650148007553,-8.329684,0.4436556030123029,-1.0256133360626447,100,-1.4164813645545642,-0.7480774915248587,4.070955,0.002431100991088897,91,0.5583778360160068,0.0018376105698972708,-0.12917446960953405,-0.18940534,100.0
18700,-0.20049827,-15.536038927980885,-0.6873872397099056,-8.195194,0.99996644,-9.734517,0.179123,0.02900903,0.12886862,0.18631537,0.04299407831185426,-9.147248,0.07609792798757553,5,-0.013588339,0.02900903,0.0,0.001205931999720633,2.0905962260556947,0.08265716,0.44943544,100,0.04011942999204621,0.14465501428152974,100,100,0.052844424,-0.03970121282078479,0.0,100.0,-13.44544270192519,0.08489672607359278,0.2937793,0.7692149134856656,-0.005574306365518161,46500,-8.183401,0.00029362948,2,-3.651652979710176,-9.192503,0.3011877,0.026193704,0.061451398,465,0.26097368533185555,8.225464,2.1481901e-07,-8.33797,0.34488466,-0.7019529336095319,-11.354846475869495,-0.018982314223752617,187,-8.364254,0.0080654295,18700,0.002450878993840888,-13.44544270192519,-3.9701212820784804,-0.31818223,52.82667562708957,-8.33688,0.4943442069925368,-3.9701212820784804,100,-4.2709295690305655,-0.3514400851438418,0.026193703,0.0022442240151576698,92,0.6164625999808777,0.008341554463496006,-0.13445442701925192,-8.100461,100.0
18900,-0.841202,-13.533437559036738,-0.992051956743495,-8.1576805,0.9999988,-14.326304,1.1258923,2.0437171,0.26281074,1.1228182,0.05162383283742224,-14.326933,0.07746237301034853,5,-0.026084403,2.043717,0.0,0.0011439249792601913,0.05187233588803508,0.08803892,1.0,100,0.03129134498885833,0.14679975432229903,100,100,11.180325,-0.05616928005599424,0.0,100.0,-13.481565223148703,0.07069255879040688,64.29676,0.9266933219195579,-0.0031818061306377963,47000,-8.152424,1.4006955e-06,2,-5.220985467810095,-14.3116865,1.8497155,2.0483992,11.1582365,470,0.31983625997291076,8.383718,3.9497627e-07,-8.655275,64.16912,-0.45989404695181,-13.429692887260668,-0.02908576782994282,189,-8.52272,0.0053774654,18900,0.002466706995619461,-13.481565223148703,-5.616928005599424,-0.96811235,53.40105658801622,-8.656305,0.4560693549865391,-5.616928005599424,100,-6.158496213965475,-0.4130980716771673,2.048399,0.002462762000504881,93,0.5708964669611305,0.003390043831612647,-0.134815652231487,-0.30562776,100.0
19100,-0.8877273,-14.373930098186335,-0.6242256151370806,-8.122179,0.9999477,-10.38746,0.42613265,2.0961964,0.19613297,0.425262,0.043217417416502646,-10.350004,0.07545222999760881,5,0.018375792,2.0961962,0.0,0.0010618820087984204,0.5394842095096939,0.086811304,0.827636,100,0.03265261498745531,0.15991736775589088,100,100,11.39041,-0.06084797329396202,0.0,100.0,-13.83444588867664,0.07425808069049407,65.51313,1.0,-0.009877228932680683,47500,-8.1014185,4.332615e-05,2,-5.6474283006958315,-10.357976,1.531049,2.094946,11.405642,475,0.2369433606434215,8.181785,3.3742508e-05,-8.374369,65.59931,-0.42449003923228723,-13.294961679166947,-0.04029844854680083,191,-8.284821,0.0073173083,19100,0.0024632250133436173,-13.83444588867664,-6.084797329396203,-0.9924157,53.958912085043266,-8.374849,0.4401404030213598,-6.084797329396203,100,-6.293772970422887,-0.5022586630924522,2.094946,0.002242204995127395,94,0.5540125600236934,0.005354397857074236,-0.1383444588867664,-0.07511756,100.0
19300,-0.89954615,-13.931152477264298,-0.8751464595304308,-8.267703,0.9999961,-10.71372,0.31489,2.1399066,0.17344911,0.3247334,0.052207426579630976,-9.933987,0.07689846600987948,5,-0.020612638,2.139907,0.0,0.0011445510026533157,0.7232562976711412,0.08959255,0.93201286,100,0.03229188697878271,0.13704667465877424,100,100,11.716036,-0.05060973858141457,0.0,100.0,-13.207896179593156,0.06633879314945965,67.36776,0.3718445894501965,-0.020203610347583084,48000,-8.268902,3.6744495e-08,2,-4.697740041467676,-9.987364,1.5199782,2.137681,11.71048,480,0.3492254608506133,8.345768,1.2919701e-05,-8.482801,67.338425,-0.34928249907187703,-12.484639881922016,-0.037418100377427835,193,-8.264619,0.0035547076,19300,0.0024765489797573537,-13.207896179593156,-5.060973858141456,-0.5521596,54.524510344985174,-8.482119,0.44725519098574296,-5.060973858141456,100,-5.501258850290672,-0.5655628958922465,2.1376803,0.002292299992404878,95,0.5623589439492207,0.0003158498174765946,-0.13207896179593157,-0.18093666,100.0
19500,-0.91565394,-14.088382932593566,-0.6781827002352917,-8.386391,0.99990785,-10.822951,0.45566753,0.012448149,0.18444905,0.45382887,0.030307957888813717,-10.909417,0.07342051700106822,5,0.00062197726,0.01244815,0.0,0.001118457003030926,0.06232139209919918,0.07732157,0.9977928,100,0.03386850000242703,0.1529103690489397,100,100,0.022190634,-0.04107823288896628,0.0,100.0,-14.026061540494368,0.06876947137698645,0.09604055,1.0,-0.023991318713821937,48500,-8.422163,4.6756122e-07,2,-3.91264540827213,-10.868592,0.46778256,0.014074418,0.017047629,485,0.25081706009065424,8.478454,2.0972224e-05,-8.647123,0.070939675,-0.3324057207712605,-13.963740148395168,-0.02085664220675583,195,-8.629927,0.005744547,19500,0.002458839997416362,-14.026061540494368,-4.107823288896627,-0.22954966,55.08668952898006,-8.62458,0.44518946899916045,-4.107823288896627,100,-4.584980974938414,-0.4446626068596014,0.01407442,0.0022657649824395776,96,0.5583215479855426,0.0049377018969822195,-0.14026061540494372,-8.288582,100.0
19700,-0.87258554,-14.022898671635527,-1.0045736685911575,-8.330576,0.99999875,-9.450345,0.23509718,0.043118484,0.12129934,0.2388558,0.05785271248396908,-9.340856,0.07517997900140472,5,0.0025027273,0.043118484,0.0,0.0011324060033075511,0.18049187933706712,0.091777384,0.3490855,100,0.03174774398212321,0.13360944137805292,100,100,0.08249187,-0.06626411415028505,0.0,100.0,-13.84240679229846,0.0695884648275736,0.41591364,1.0,-0.021390408848372316,49000,-8.350551,2.9730145e-06,2,-6.203936609449116,-9.435254,0.30667865,0.048441842,0.07712837,490,0.3652678577153198,8.405862,7.798699e-07,-8.549911,0.3930272,-0.31878347479189584,-13.661914912961393,-0.0613635445741401,197,-8.651761,0.006602804,19700,0.0024735690094530582,-13.84240679229846,-6.626411415028507,-0.2667537,55.66022850599256,-8.547911,0.4569048270059284,-6.626411415028507,100,-7.146045476995219,-0.3190607112045353,0.048441846,0.002271539007779211,97,0.5697100640099961,0.005642565025287522,-0.13842406792298462,-8.2083645,100.0
19900,-0.29955187,-14.61736951377603,-0.8478991466304954,-8.285051,0.9999818,-9.3611965,0.15673734,0.07071978,0.102123,0.15489715,0.04615150337729158,-9.203104,0.073197943973355,5,0.02445868,0.07071978,0.0,0.0011230269738007337,0.19723749455840167,0.08908105,0.31125364,100,0.03310611902270466,0.16500484726879838,100,100,0.08356191,-0.07758815785167049,0.0,100.0,-14.420132019217629,0.08452101825805902,0.31541246,1.0,-0.007042503466527485,49500,-8.285803,5.364418e-07,2,-7.4001562851320655,-9.1771,0.2105591,0.074690625,0.078652054,495,0.30605938936272276,8.333787,2.9177405e-05,-8.41207,0.2841856,-0.4381358181904986,-14.222894524659226,-0.07340863239250144,199,-8.626221,0.008429367,19900,0.002045186993200332,-14.420132019217629,-7.75881578516705,-0.24699356,56.21843069195165,-8.409201,0.4430413100053556,-7.75881578516705,100,-8.174295345944662,-0.34064300522693897,0.074690625,0.0017724029894452542,98,0.5542859899578616,0.007129109178813402,-0.1442013201921762,-8.332872,100.0
20100,-0.93494815,-14.366309960931972,-0.09988504899621922,-8.49398,0.9167224,-10.385838,0.40102267,0.029773846,0.20948981,0.41305086,0.0024999147535692645,-10.784559,0.0750615609867964,5,0.040987693,0.029773846,0.0,0.0011389139981474727,0.12433241290903307,0.06995323,0.9860708,100,0.03990349700325169,0.1518035363684531,100,100,0.047202263,-0.07583760083490806,0.0,100.0,-14.241977548022938,0.07706705910806838,0.20129485,1.0,-0.012087657317466154,50000,-8.499425,4.474281e-06,2,-7.546939804266958,-10.8344965,0.36440843,0.032893933,0.042840935,500,0.02655605452205812,8.606828,0.0004932895,-8.734766,0.16551052,-0.4682104377774212,-14.117645135113905,-0.037704074295022795,201,-8.707014,0.002782186,20100,0.002443495992338285,-14.241977548022938,-7.583760083490807,-0.3109579,56.77806016791146,-8.745224,0.43525619397405535,-7.583760083490807,100,-7.617253938324998,-0.4887582192064192,0.032893945,0.0020276359864510596,99,0.5558312979410402,0.0049224558876781845,-0.14241977548022938,-8.342013,100.0
20300,-0.88846606,-13.623082286440127,-0.7958563271500507,-8.533216,0.9999777,-10.79441,0.479616,0.01883424,0.20844136,0.47238946,0.04367786289123307,-10.936029,0.08311583602335304,5,-0.006588204,0.018834237,0.0,0.0011741160124074668,0.266900757416777,0.0784219,0.99790025,100,0.03243791402201168,0.14023005732653435,100,100,0.0352506,-0.04778076655384305,0.0,100.0,-13.356181529023349,0.061709527917032714,0.18286778,0.6987796722489816,-0.012672446674058169,50500,-8.563089,8.557436e-05,2,-4.4978118980610935,-10.916945,0.46280462,0.01899179,0.039853368,505,0.32687876270454347,8.61725,0.00021170858,-8.814806,0.20081933,-0.308185270122666,-13.089280771606573,-0.0435279186360644,203,-8.826035,0.0053355494,20300,0.002481770992744714,-13.356181529023349,-4.778076655384305,-0.34065297,57.3566422018921,-8.798491,0.4533341349742841,-4.778076655384305,100,-5.246126606503656,-0.3525362344508484,0.018991789,0.0022349140199366957,100,0.5747786860447377,0.003143118655541124,-0.13356181529023348,-8.46955,100.0
20500,-0.5915691,-13.300443784407422,-0.6052248935360133,-8.540018,0.99992836,-11.48431,0.61462694,0.032766964,0.24607831,0.61379635,0.035275660419590106,-11.43246,0.07754067401401699,5,0.02817162,0.032766964,0.0,0.001160013023763895,0.5940367309449766,0.08206348,0.99832,100,0.03463334802654572,0.1426712428843968,100,100,0.070008986,-0.026227321934077827,0.0,100.0,-12.706407053462446,0.06885988470174899,0.38017678,0.9175166714361697,-0.007852917761150293,51000,-8.543396,4.6495643e-07,2,-2.355628257540487,-11.4197235,0.6430154,0.031177457,0.07145794,510,0.17066325725925327,8.647018,1.3074905e-06,-8.871302,0.36082605,-0.36701193783497965,-12.112370322517469,-0.02303422647180998,205,-8.931515,0.007136927,20500,0.0024652699939906597,-12.706407053462446,-2.6227321934077823,-0.4779814,57.93982105195755,-8.87388,0.46122727301553823,-2.6227321934077823,100,-2.8882072454972647,-0.31973207597805464,0.03117746,0.0022609019943047315,101,0.5792874800681602,0.005400858169061301,-0.12706407053462448,-8.434594,100.0
