trainer/Policy Loss,exploration/Returns Max,exploration/Returns Min,trainer/QF1 Loss,exploration/Actions Mean,exploration/Rewards Std,trainer/Log Pis Std,evaluation/Returns Std,trainer/Q1 Predictions Mean,exploration/Actions Std,trainer/Q1 Predictions Max,trainer/QF2 Loss,trainer/Log Pis Mean,evaluation/path length Mean,trainer/Q1 Predictions Min,evaluation/Rewards Max,trainer/Q2 Predictions Std,time/logging (s),exploration/path length Max,exploration/Returns Std,trainer/Policy mu Max,Epoch,trainer/Policy log std Max,exploration/Actions Min,evaluation/Rewards Mean,exploration/Actions Max,evaluation/Returns Mean,evaluation/path length Max,exploration/num paths total,time/epoch (s),evaluation/num steps total,trainer/Q Targets Std,exploration/Num Paths,evaluation/Returns Max,time/saving (s),trainer/Q Targets Min,evaluation/Num Paths,trainer/Policy log std Std,evaluation/path length Std,evaluation/Rewards Min,exploration/Rewards Max,exploration/Rewards Min,evaluation/Actions Max,trainer/Alpha Loss,time/exploration sampling (s),trainer/Policy mu Mean,trainer/Policy log std Min,trainer/Q Targets Max,trainer/Policy log std Mean,evaluation/num paths total,time/total (s),trainer/Q Targets Mean,evaluation/Actions Min,trainer/Policy mu Min,time/data storing (s),exploration/num steps total,exploration/Returns Mean,exploration/path length Mean,exploration/Average Returns,exploration/Rewards Mean,trainer/Alpha,time/evaluation sampling (s),trainer/Policy mu Std,evaluation/path length Min,replay_buffer/size,exploration/path length Min,time/training (s),trainer/Q1 Predictions Std,evaluation/Rewards Std,evaluation/Average Returns,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Max,evaluation/Actions Mean,trainer/Log Pis Min,evaluation/Returns Min,exploration/path length Std,evaluation/Actions Std,trainer/Q2 Predictions Min,trainer/Log Pis Max
6.8851295,-99.24121337038164,-100.0,0.017729953,0.0031394614,0.03239963219284823,0.1884572,0.875806963145382,-8.22977,0.5738968,-7.6714716,0.017027298,-1.3691077,100.0,-8.756661,-0.7560753861338785,0.28531379,0.0030746780103072524,100,0.37939331480917815,0.08394326,10,-0.14171499,-0.9880308,-0.9969198729139462,0.97468144,-99.69198729139464,100,24,1.3352116140304133,11000,0.27819428,2,-97.06790462895292,0.0024705739924684167,-8.700548,10,0.016664742,0.0,-1.0,-0.6632767337598893,-1.0,0.07180291,-2.021559238433838,0.069429276016308,-0.0030365265,-0.21875933,-7.5252743,-0.17646217,110,14.884622325946111,-8.284917,-0.1339719,-0.15273164,0.0012044110044371337,2400,-99.62060668519082,100.0,-99.62060668519082,-0.9962060668519083,0.548632025718689,0.25806427700445056,0.061357442,100,2400,100,1.000968398002442,0.28158116,0.023666412963760666,-99.69198729139464,-8.228857,-7.6623316,-0.010681496,-2.4582913,-100.0,0.0,0.068339996,-8.785679,-0.9377482
7.605646,-100.0,-100.0,0.60235304,-0.039739337,0.0,0.18024208,2.4436157753620433,-8.925213,0.5630124,-8.300034,0.5863477,-1.3227372,100.0,-9.628305,-0.17491093633416693,0.340739,0.003449317009653896,100,0.0,0.118914716,11,-0.14804266,-0.9852934,-0.9880740466643481,0.96090984,-98.8074046664348,100,26,1.327740128035657,12000,0.86849713,2,-92.84932905536641,0.0018660940113477409,-9.655634,10,0.016614709,0.0,-1.0,-1.0,-1.0,0.109178655,-2.192706346511841,0.07092538301367313,-0.036443815,-0.22407694,-1.0,-0.1855756,120,16.216725058999145,-8.919546,-0.18976122,-0.21403247,0.0012309260200709105,2600,-100.0,100.0,-100.0,-1.0,0.5167437791824341,0.2473771319782827,0.0815521,100,2600,100,1.0028912760026287,0.3396866,0.07942595387426438,-98.8074046664348,-8.927471,-8.327487,-0.027035633,-1.887156,-100.0,0.0,0.084856026,-9.597905,-0.9170569
8.384635,-100.0,-100.0,0.0350162,-0.00405213,0.0,0.36646608,2.6536250166098814,-9.756819,0.5658958,-8.928433,0.032747585,-1.3839829,100.0,-10.427655,-0.16504297798181977,0.39997736,0.0034623550018295646,100,0.0,0.1260149,12,-0.14444828,-0.9859965,-0.9868762538359528,0.975525,-98.68762538359526,100,28,1.3244665500242263,13000,0.39838856,2,-92.56515156424649,0.00225126399891451,-10.420681,10,0.017471192,0.0,-1.0,-1.0,-1.0,0.11616341,-2.435788631439209,0.07070425301208161,-0.005961695,-0.23857395,-8.603545,-0.17632118,130,17.54553685404244,-9.840638,-0.22917038,-0.2242374,0.0012096639839001,2800,-100.0,100.0,-100.0,-1.0,0.4867039918899536,0.24651052101398818,0.079920664,100,2800,100,1.0003284930135123,0.3860974,0.08449115100014175,-98.68762538359526,-9.7799015,-8.948004,-0.015252025,-3.8025012,-100.0,0.0,0.08345719,-10.4661455,-0.9379386
9.1413765,-92.09347491111328,-93.11287511603577,0.8207238,0.04848853,0.18154239829687743,0.19620316,0.0,-10.436205,0.5602859,-9.555535,0.82117647,-1.2994728,100.0,-11.235411,-1.0,0.45114002,0.0035294809786137193,100,0.5097001024612453,0.17145525,13,-0.13724995,-0.9750967,-1.0,0.9678426,-100.0,100,30,1.3253259099728893,14000,1.0228351,2,-100.0,0.002074115996947512,-11.221665,10,0.022065759,0.0,-1.0,-0.13485834476215217,-1.0,0.1370764,-2.5723884105682373,0.07014472800074145,-0.0004940677,-0.24330686,-1.0,-0.1746585,140,18.875043072010158,-10.446263,-0.2005601,-0.20321316,0.0013077909825369716,3000,-92.60317501357451,100.0,-92.60317501357451,-0.9260317501357451,0.458435982465744,0.24669606299721636,0.10444496,100,3000,100,1.0015737310168333,0.45307854,0.0,-100.0,-10.4592705,-9.597372,-0.011718472,-1.959222,-100.0,0.0,0.101686224,-11.289879,-0.7590381
9.838196,-84.8341235216358,-99.91837568467261,0.08947072,-0.006803155,0.18306736113339275,0.23827833,0.3945525100766171,-11.123,0.558046,-10.272097,0.08701832,-1.3233086,100.0,-11.804507,-0.8809209598002123,0.43804324,0.003409263998037204,100,7.542126081518404,0.19732074,14,-0.13609493,-0.9949796,-0.9974993333928326,0.97379977,-99.74993333928326,100,32,1.3266584459342994,15000,0.4118787,2,-98.9139672207018,0.0024250119749922305,-12.153453,10,0.025292028,0.0,-1.0,-0.11367813436217293,-1.0,0.17197718,-2.7897400856018066,0.06949399498989806,0.004205984,-0.24825673,-10.32562,-0.1762822,150,20.205726373998914,-11.342103,-0.23331901,-0.3179,0.0013085879909340292,3200,-92.3762496031542,100.0,-92.3762496031542,-0.923762496031542,0.4318203032016754,0.2509995619766414,0.123708025,100,3200,100,0.9990220250037964,0.4167264,0.01416826194139596,-99.74993333928326,-11.136894,-10.26212,-0.018040428,-1.7837358,-100.0,0.0,0.13348357,-11.82508,-0.56306887
10.540317,-98.31225207440235,-100.0,1.0544422,0.002120005,0.06785295008871005,0.260921,1.5729283390584115,-11.86077,0.57387424,-10.822125,1.0530615,-1.3239948,100.0,-12.93893,-0.17303391451396996,0.49801493,0.0034272920165676624,100,0.8438739627988241,0.27283698,15,-0.15621082,-0.98246145,-0.994756905536472,0.9842141,-99.4756905536472,100,34,1.3336179730249569,16000,1.1900941,2,-94.75690553647196,0.0023608740011695772,-12.871645,10,0.031552255,0.0,-1.0,-0.12149724426255701,-1.0,0.24098346,-2.988844871520996,0.07023085397668183,0.0053598215,-0.31273144,-1.0,-0.21085942,160,21.542874482955085,-11.975736,-0.3227089,-0.38476652,0.0013255200174171478,3400,-99.15612603720118,100.0,-99.15612603720118,-0.9915612603720118,0.40678444504737854,0.259862653008895,0.14650087,100,3400,100,0.9964107800042257,0.4995252,0.05601227618702845,-99.4756905536472,-11.869784,-10.854785,-0.037899196,-2.572334,-100.0,0.0,0.17623925,-12.843804,-0.7132154
11.410016,-98.00541286335071,-100.0,0.05452068,0.03656822,0.06777985442977802,0.32093573,1.1357304888768862,-12.740636,0.572183,-11.778745,0.051041633,-1.3358055,100.0,-13.928549,-0.6009505014889872,0.6229431,0.003617984999436885,100,0.9972935683246433,0.26709986,16,-0.12365987,-0.97286516,-0.9929582891166359,0.99361694,-99.29582891166359,100,36,1.3492680409399327,17000,0.571907,2,-96.77573152427264,0.0023287549847736955,-13.705226,10,0.046882696,0.0,-1.0,-0.3583642244621842,-1.0,0.23891146,-3.198096990585327,0.07025478998548351,0.020352619,-0.32920697,-11.700454,-0.2049555,170,22.896152254979825,-12.721602,-0.43342754,-0.4061416,0.0012281239905860275,3600,-99.00270643167536,100.0,-99.00270643167536,-0.9900270643167537,0.3832697868347168,0.2561473319947254,0.1360624,100,3600,100,1.0156910549849272,0.62288743,0.042251190151196646,-99.29582891166359,-12.74337,-11.727298,0.033392686,-3.136073,-100.0,0.0,0.1360352,-13.897987,-0.780687
11.940205,-81.81195678857074,-100.0,0.078678384,-0.009036621,0.2002615082721107,0.2919324,1.034424210111733,-13.289654,0.5667799,-12.34923,0.08780109,-1.3613541,100.0,-14.560415,-0.526646834012064,0.56892836,0.0033805819984991103,100,9.09402160571463,0.31672657,17,-0.15218876,-0.9528832,-0.9965519192996276,0.9595382,-99.65519192996275,100,38,1.3443861980049405,18000,0.5599577,2,-96.55191929962756,0.00236312800552696,-14.723755,10,0.043851104,0.0,-1.0,-0.12588840681021238,-1.0,0.30937934,-3.4227850437164307,0.07488705799914896,0.026885033,-0.3414865,-12.094908,-0.22056484,180,24.244470839912537,-13.46122,-0.2051304,-0.48409688,0.00118664899491705,3800,-90.90597839428537,100.0,-90.90597839428537,-0.9090597839428538,0.3611093759536743,0.25079780400847085,0.1701571,100,3800,100,1.0117709769983776,0.5684045,0.03555021489353623,-99.65519192996275,-13.274735,-12.358432,0.06089932,-2.4895754,-100.0,0.0,0.16098495,-14.633674,-0.7397108
12.606776,-98.63797069871755,-100.0,0.103146575,0.021497507,0.057981700670681896,0.35757813,1.4311042190742715,-13.893688,0.57443935,-12.594481,0.11504565,-1.2385486,100.0,-15.490416,-0.09476444467720868,0.6711056,0.0039114880200941116,100,0.6810146506412238,0.49670938,18,-0.17131808,-0.97623163,-0.9902597520071712,0.99675417,-99.02597520071711,100,40,1.3535357380460482,19000,0.58347404,2,-95.57478387107957,0.002780865994282067,-15.3260765,10,0.049432117,0.0,-1.0,-0.3451235166362992,-1.0,0.45385224,-3.4898877143859863,0.07116096501704305,0.07008484,-0.39271182,-12.759323,-0.264761,190,25.602279201964848,-14.067262,-0.47190613,-0.49811965,0.001342431001830846,4000,-99.31898534935877,100.0,-99.31898534935877,-0.9931898534935877,0.34030798077583313,0.2500490150123369,0.21118753,100,4000,100,1.0242909730004612,0.67315096,0.06916131956148516,-99.02597520071711,-13.868356,-12.4894495,0.036217157,-2.1514459,-100.0,0.0,0.17842424,-15.368164,-0.52510786
13.232977,-96.32152430942554,-97.57235906363074,1.7299093,0.069854416,0.1226557530824516,0.5461094,1.635905887035094,-14.587815,0.5606821,-13.481374,1.7171649,-1.3462318,100.0,-15.935298,-0.21132971810171602,0.6008496,0.0036582409811671823,100,0.6254173771026004,0.47234264,19,-0.16403465,-0.97273093,-0.9884909035341273,0.97023326,-98.84909035341272,100,42,1.3436542489507701,20000,1.5105693,2,-96.00875296287052,0.002488984988303855,-16.147326,10,0.04289802,0.0,-1.0,-0.12429382293206018,-1.0,0.41152412,-3.8037798404693604,0.07434702198952436,0.042835094,-0.36169532,-1.0,-0.24723989,200,26.950442924862728,-14.685648,-0.46066338,-0.5207739,0.0011912359914276749,4200,-96.94694168652813,100.0,-96.94694168652813,-0.9694694168652813,0.32076945900917053,0.25117695701192133,0.20078029,100,4200,100,1.0107918079884257,0.594961,0.07762611455883361,-98.84909035341272,-14.566853,-13.455188,0.02770419,-4.092605,-100.0,0.0,0.16994256,-15.886978,-0.6370722
13.977484,-100.0,-100.0,1.9937638,0.0671512,0.0,0.3868805,0.7202086423153644,-15.267442,0.5482844,-13.706317,1.9918745,-1.3103502,100.0,-17.032564,-0.7016522597053126,0.7277006,0.0029659350111614913,100,0.0,0.38150394,20,-0.15528753,-0.95330465,-0.9975993045256155,0.9905198,-99.75993045256155,100,44,1.3456945570360404,21000,1.6070894,2,-97.59930452561545,0.0026000300131272525,-16.89375,10,0.058604967,0.0,-1.0,-1.0,-1.0,0.33698225,-3.9590718746185303,0.0713528820197098,0.029372687,-0.41426393,-1.0,-0.26018006,210,28.30059656998492,-15.455317,-0.4016309,-0.59213674,0.0012180169869679958,4400,-100.0,100.0,-100.0,-1.0,0.30232131481170654,0.2518355160136707,0.20457019,100,4400,100,1.015722176991403,0.7547838,0.023829821224851472,-99.75993045256155,-15.283381,-13.758716,0.019847289,-3.249559,-100.0,0.0,0.13247444,-16.966253,-0.635764
14.632732,-90.1176576023585,-93.98403065634254,0.078749135,0.028491039,0.19514997976075998,0.3395403,1.16485281870552,-15.92375,0.5316045,-14.436507,0.07861464,-1.264552,100.0,-17.919668,-0.7253596955429766,0.8069256,0.0038862320070620626,100,1.9331865269920172,0.4638067,21,-0.16347757,-0.97097516,-0.9943474824774219,0.96764815,-99.43474824774219,100,46,1.3632358700269833,22000,0.7294243,2,-96.54587216189597,0.002276286017149687,-17.580214,10,0.082655184,0.0,-1.0,-0.17839032825408893,-1.0,0.40897548,-4.09718132019043,0.07612732501002029,0.056508847,-0.5060605,-14.775431,-0.30362797,220,29.668262773979222,-16.062883,-0.3315638,-0.55286914,0.0012028079945594072,4600,-92.05084412935052,100.0,-92.05084412935052,-0.9205084412935051,0.28497689962387085,0.25059461398632266,0.17895666,100,4600,100,1.0291486050118692,0.7915457,0.03485900403684245,-99.43474824774219,-15.919951,-14.503371,0.0012494383,-2.1392217,-100.0,0.0,0.07044803,-17.768845,-0.34786785
15.44244,-91.14752159278832,-100.0,0.066716336,0.02613294,0.15129734551923874,0.4283052,2.5280754561125254,-16.661491,0.5387041,-15.262164,0.07405374,-1.1785599,100.0,-18.278116,-0.09068050011512836,0.75422835,0.0036338679783511907,100,4.426239203605839,0.49638134,22,-0.16006298,-0.9544102,-0.9830999509643938,0.97619396,-98.30999509643938,100,48,1.3730134679644834,23000,0.68701565,2,-93.94709179362468,0.002448328013997525,-18.425575,10,0.082731016,0.0,-1.0,-0.16559204116649362,-1.0,0.47225022,-4.176754951477051,0.06939729698933661,0.113420345,-0.50689787,-15.432522,-0.3054386,230,31.045450055942638,-16.648874,-0.46540415,-0.6075924,0.0014401410007849336,4800,-95.57376079639417,100.0,-95.57376079639417,-0.9557376079639416,0.2686530351638794,0.24869003100320697,0.20835868,100,4800,100,1.0474038029788062,0.72838795,0.09698988358645393,-98.30999509643938,-16.64239,-15.175643,0.0909257,-2.7410781,-100.0,0.0,0.17078602,-18.171015,-0.21664304
15.78326,-99.00456951104462,-100.0,2.6840098,0.04887145,0.04927347974471434,0.4789297,1.2519240625707222,-17.010056,0.5211618,-15.701169,2.6888082,-1.1823025,100.0,-18.65909,-0.17709833110293643,0.7869618,0.0035762579936999828,100,0.4977152444776891,0.62197423,23,-0.15186745,-0.96632415,-0.9922941446510859,0.9896415,-99.22941446510859,100,50,1.3449378149816766,24000,1.7644246,2,-96.82760096333969,0.0025909139949362725,-18.801231,10,0.08011707,0.0,-1.0,-0.3377228272397216,-1.0,0.4817112,-4.368432998657227,0.07216324799810536,0.033443794,-0.5292524,-1.0,-0.32958993,240,32.394316909922054,-16.959871,-0.5609598,-0.7657339,0.0012637960026040673,5000,-99.50228475552231,100.0,-99.50228475552231,-0.9950228475552231,0.25334081053733826,0.25025526600074954,0.26271975,100,5000,100,1.0150883329915814,0.7672156,0.0634512796218862,-99.22941446510859,-16.99965,-15.761935,0.023025539,-2.690802,-100.0,0.0,0.18653463,-18.717365,0.12344223
16.59082,-92.81325168711143,-97.17839405689521,2.533015,0.098952144,0.16564236714504765,0.5528016,0.9646323929840673,-17.740595,0.52537817,-16.103409,2.5029902,-1.0758876,100.0,-19.760849,-0.2575890076120604,0.894699,0.003540894977049902,100,2.1825711848918914,0.6501025,24,-0.1787293,-0.9705634,-0.995176862690631,0.9661091,-99.51768626906309,100,52,1.358163465949474,25000,1.8684024,2,-97.5815344644746,0.0022628639999311417,-19.609848,10,0.108568564,0.0,-1.0,-0.06149824552694809,-1.0,0.5479578,-4.402332782745361,0.07177056500222534,0.062402505,-0.6240919,-0.9529505,-0.36105555,250,33.756733806832926,-17.578924,-0.63156974,-0.77757126,0.001184995984658599,5200,-94.99582287200332,100.0,-94.99582287200332,-0.9499582287200332,0.23894323408603668,0.24615978499059565,0.3068265,100,5200,100,1.0332443609950133,0.89359635,0.05131359678918195,-99.51768626906309,-17.727245,-16.10444,0.08429175,-3.5418386,-100.0,0.0,0.16375719,-19.753508,0.02330485
