exploration/Actions Mean,evaluation/Rewards Mean,evaluation/Average Returns,evaluation/Returns Min,trainer/Policy Loss,exploration/Rewards Max,trainer/Q Targets Std,time/training (s),trainer/Q2 Predictions Mean,exploration/Num Paths,time/evaluation sampling (s),exploration/num paths total,trainer/Policy mu Max,exploration/Average Returns,trainer/Q2 Predictions Max,Epoch,evaluation/path length Max,trainer/Policy log std Min,trainer/Q Targets Min,exploration/Returns Mean,trainer/Policy mu Mean,exploration/Actions Std,evaluation/path length Min,evaluation/Rewards Max,exploration/Returns Max,exploration/Rewards Min,evaluation/Rewards Std,exploration/Rewards Mean,trainer/Alpha Loss,evaluation/Actions Mean,trainer/Log Pis Min,trainer/Policy mu Std,trainer/Policy mu Min,evaluation/path length Mean,evaluation/Returns Max,trainer/Q Targets Mean,trainer/QF1 Loss,evaluation/Actions Max,trainer/Log Pis Mean,trainer/QF2 Loss,time/epoch (s),exploration/path length Mean,trainer/Log Pis Std,trainer/Q1 Predictions Std,exploration/num steps total,evaluation/num steps total,evaluation/Num Paths,exploration/path length Std,evaluation/Returns Mean,exploration/path length Min,exploration/Actions Min,trainer/Policy log std Std,evaluation/path length Std,exploration/Actions Max,trainer/Policy log std Max,trainer/Q1 Predictions Mean,time/total (s),evaluation/Returns Std,evaluation/num paths total,trainer/Q2 Predictions Min,trainer/Q1 Predictions Min,evaluation/Actions Min,replay_buffer/size,evaluation/Rewards Min,time/exploration sampling (s),time/saving (s),exploration/Rewards Std,trainer/Policy log std Mean,trainer/Log Pis Max,exploration/path length Max,evaluation/Actions Std,trainer/Q1 Predictions Max,time/logging (s),trainer/Q Targets Max,exploration/Returns Std,time/data storing (s),exploration/Returns Min,trainer/Alpha,trainer/Q2 Predictions Std
0.017191667,-0.3456964325173491,-34.56964325173492,-66.33808750525998,23.192162,-0.0032848528982513257,13.131773,2.136605563980993,-23.75333,5,0.3562817640195135,72,2.5889735,-58.108298394698885,-16.980316,13,100,-1.3160949,-84.98686,-58.108298394698885,-0.016790371,0.39591363,100,-0.06768232764590293,-47.10027177781768,-9.05312573552974,0.9553034338255857,-0.5810829839469889,-2.579768180847168,-0.008576387,-4.592483,0.877248,-2.5894268,100.0,-20.04056682097446,-24.011639,0.3744272,0.98682743,0.52020764,0.40671235,2.665214893000666,100.0,1.6842351,12.971796,7200,21000,15,0.0,-34.56964325173492,100,-0.9821077,0.1701612,0.0,0.9949853,-0.56628954,-23.695524,38.40891283302335,12.934179466195776,210,-84.99053,-84.15826,-0.9908725,7200,-9.956309333916716,0.1623734680179041,0.0021901800064370036,0.8797021036946433,-1.0124508,6.2915363,100,0.20043907,-16.881248,0.004739778989460319,-16.958845,13.143601901262004,0.003024137986358255,-82.11708924656372,0.17489475011825562,12.953885
-0.0070483154,-0.38785452721504804,-38.785452721504804,-77.163069884061,22.833769,-0.014000265998254898,12.121566,2.188253059022827,-23.310793,5,0.3646307460148819,77,2.5611548,-61.32398348505819,-17.25262,14,100,-1.4677622,-77.32611,-61.32398348505819,0.109691314,0.39374465,100,-0.07515612900589606,-44.006792184725015,-9.586785734481163,1.1392417575961309,-0.6132398348505819,-3.0699963569641113,0.0024710952,-2.8359745,0.85241306,-2.536177,100.0,-9.613346554042351,-22.980112,8.987829,0.98980737,0.35789126,8.914058,2.7238744330534246,100.0,1.5782125,11.655243,7700,22500,15,0.0,-38.785452721504804,100,-0.9971387,0.2093595,0.0,0.99605227,-0.49911305,-23.332453,41.137401505053276,21.010164488541704,225,-75.48668,-75.733025,-0.9930711,7700,-10.306473378936861,0.16085383397876285,0.0019834870181512088,1.1404717897852368,-1.1101296,6.4564934,100,0.19481167,-17.277336,0.004692706017522141,-0.30064535,17.644475396899512,0.0034606010012794286,-88.02879184442206,0.15415260195732117,11.604421
-0.007145908,-0.27264894099198694,-27.264894099198695,-60.55169985043575,24.113316,-0.013921727365853384,12.883882,2.138920427998528,-24.641325,5,0.3592343560012523,82,2.7604964,-51.88581758148494,-17.130465,15,100,-1.5116596,-83.34477,-51.88581758148494,0.12965429,0.40028518,100,-0.0146847952136478,-34.27990589254998,-8.95378641721743,1.0182406091520502,-0.5188581758148495,-2.515146255493164,0.013156255,-4.559877,0.9895107,-2.6739638,100.0,-13.422936523716988,-24.697105,3.4810178,0.9903607,0.7376834,3.4115787,2.6674515299964696,100.0,1.7705345,12.783001,8200,24000,15,0.0,-27.264894099198695,100,-0.9991186,0.24215594,0.0,0.9841403,-0.5541787,-24.647198,43.80993378808489,15.875681101177586,240,-82.60475,-81.99039,-0.98953587,8200,-11.083871844363165,0.1588395849976223,0.0016737449914216995,0.8359735044931943,-1.1127791,6.2023335,100,0.1795194,-17.208227,0.005830000009154901,-0.826856,16.26208751629794,0.0029534159984905273,-78.6437465437312,0.1363205909729004,12.833709
-0.0027459245,-0.3204531984702228,-32.04531984702228,-53.78612832937201,23.491194,-0.00897823012814235,13.377897,2.21870920600486,-23.512163,5,0.35773459798656404,87,2.6614308,-43.60886009866458,-17.18121,16,100,-1.5864395,-84.812004,-43.60886009866458,-0.071863964,0.34542271,100,-0.10076436719669808,-37.68207476575556,-6.640540551178784,0.904433317938177,-0.4360886009866458,-2.462162971496582,0.00803927,-4.2836103,0.9089396,-2.8424711,100.0,-14.50820130320809,-23.374184,3.1532135,0.98701024,0.8346858,3.0687232,2.7443509529693983,100.0,1.8493438,13.430141,8700,25500,15,0.0,-32.04531984702228,100,-0.99688196,0.270925,0.0,0.99462557,-0.49220145,-23.549788,46.55920773703838,11.93877362060219,255,-86.280685,-86.723495,-0.9931217,8700,-8.469158540076222,0.15752158800023608,0.0022172049793880433,0.637507501165193,-1.207818,6.6975107,100,0.18796887,-17.218287,0.005154935992322862,-1.1400305,6.301646187713425,0.003013420006027445,-55.12412934157071,0.120859794318676,13.395158
0.008373103,-0.33832003515465386,-33.8320035154654,-76.12402619532978,22.150745,-0.008375880612532362,9.410352,2.14799017997575,-21.980913,5,0.3576352040108759,92,2.779688,-41.7921188222664,-16.89776,17,100,-1.7693943,-73.42148,-41.7921188222664,0.06368145,0.32295206,100,-0.036494346869687395,-25.282124995704198,-7.658313665616694,1.06410028114205,-0.41792118822266405,-2.548137903213501,-0.0028448368,-2.9611518,0.8707147,-2.749826,100.0,-7.963484265879237,-22.126947,0.21594878,0.9906136,0.8575049,0.14015618,2.673453293944476,100.0,1.5488245,9.456405,9200,27000,15,0.0,-33.8320035154654,100,-0.9945258,0.27636257,0.0,0.9943557,-0.46242237,-21.972017,49.237384149979334,19.32552398907698,270,-73.182335,-73.04603,-0.99438506,9200,-10.25613532418414,0.15709731599781662,0.0020922229741699994,0.7910955718169629,-1.2831348,5.436095,100,0.19513397,-16.698494,0.005318758980138227,-16.961107,14.183406840455737,0.003319612005725503,-59.01850468569354,0.1074674054980278,9.43448
0.04816607,-0.280811253689564,-28.081125368956407,-54.86010115460847,22.834114,-0.00982230039849477,10.973449,2.2069016640016343,-22.701218,5,0.37308634698274545,97,2.7656019,-51.76689465926578,-16.936174,18,100,-1.8233005,-66.13796,-51.76689465926578,0.13138705,0.31325462,100,-0.036053088350619024,-26.528563780024673,-9.559244317505403,1.0446473265020761,-0.5176689465926579,-2.3094656467437744,-0.002317606,-5.125585,0.9157947,-2.7571752,100.0,-6.913980584834221,-22.63058,3.3927522,0.99212253,1.0156611,3.4645407,2.7564753619371913,100.0,1.8810949,10.647863,9700,28500,15,0.0,-28.081125368956407,100,-0.97638935,0.31906363,0.0,0.99784744,-0.37443084,-22.77303,51.998551379918354,16.229453611457757,285,-64.4868,-64.878174,-0.99002236,9700,-9.703146600549388,0.16555867597344331,0.002182950993301347,1.2555619017384538,-1.3562195,6.982009,100,0.19513685,-17.02392,0.00522374699357897,-2.2716208,16.562502155917556,0.0035219769924879074,-70.61765533455879,0.09570781886577606,10.602574
0.018180782,-0.31397840390073223,-31.39784039007323,-67.68977528207103,22.199766,-0.016214426551526728,10.687698,2.1438286330085248,-21.72862,5,0.365320832002908,102,2.9137793,-51.16524873767205,-16.376423,19,100,-1.864062,-84.10857,-51.16524873767205,0.059903804,0.3131784,100,-0.027996669869080115,-31.39444564770545,-10.151342533894853,1.0513144055179446,-0.5116524873767204,-1.3317935466766357,0.018493462,-2.676506,0.9077421,-2.773351,100.0,-12.612065350147594,-21.773401,4.3647327,0.9948825,1.4567262,4.2664614,2.6813064430025406,100.0,1.5986959,10.311721,10200,30000,15,0.0,-31.39784039007323,100,-0.9988259,0.30693248,0.0,0.9983631,-0.537009,-21.754368,54.684858959954,17.762193013327973,300,-84.16955,-83.62047,-0.9934099,10200,-10.903535148973702,0.1616888069838751,0.002067229012027383,1.2066206399240462,-1.4436688,7.9011173,100,0.19329248,-16.32205,0.005311159009579569,-1.0834802,20.18884384819849,0.0030897829856257886,-84.8947834553233,0.08615326136350632,10.381636
0.008943974,-0.25554195823246206,-25.554195823246197,-70.8449439988898,21.745346,-0.01848210752877217,11.058952,2.193881796003552,-21.139751,5,0.3541266669926699,107,2.9386191,-59.21820636000439,-15.94776,20,100,-1.9889851,-80.62729,-59.21820636000439,0.12746051,0.32717374,100,-0.007461946615781661,-35.84510060516665,-11.167147706427908,0.9816712345606015,-0.5921820636000439,-1.5707979202270508,-0.011024969,-6.400767,0.9283309,-2.734746,100.0,-5.110396168657608,-21.118748,5.2909245,0.9946671,1.3835832,5.3142734,2.7168202629545704,100.0,1.7680773,10.701047,10700,31500,15,0.0,-25.554195823246197,100,-0.99658984,0.3107781,0.0,0.9971023,-0.5627765,-21.118624,57.40654809694388,17.881037940524305,315,-81.58115,-80.6725,-0.99315387,10700,-10.141372032618596,0.1576597800012678,0.002278265979839489,1.4439248506499576,-1.5427496,8.177491,100,0.18715169,-15.879985,0.005621810996672139,-0.18997645,19.083966523298336,0.003251942980568856,-82.67288907785502,0.07820278406143188,10.693013
0.02043946,-0.24649458282793338,-24.649458282793336,-58.853208940836346,21.390818,-0.015516094063520924,11.06514,2.1338192539988086,-20.76047,5,0.36426777599263005,112,3.0305276,-39.816494198919365,-16.057,21,100,-1.9130971,-81.54992,-39.816494198919365,0.06586807,0.28809157,100,-0.025636806257288567,-25.115774717656564,-8.14513684933455,0.8276983870743342,-0.3981649419891937,-1.5445120334625244,0.006036083,-7.6224413,0.89889944,-2.8503325,100.0,-4.211266746010995,-20.86684,0.21359526,0.99392486,1.4153454,0.24402434,2.6713620890222955,100.0,1.9416908,11.039518,11200,33000,15,0.0,-24.649458282793336,100,-0.9854451,0.32100365,0.0,0.99780095,-0.35867733,-20.81734,60.082615894963965,15.540210452662198,330,-84.565445,-83.5526,-0.99523896,11200,-10.007257633481418,0.16228664701338857,0.002372787013882771,0.8824608799875393,-1.6033527,7.8119226,100,0.17595889,-16.178513,0.0053234469960443676,-15.919045,12.55928659522796,0.0032921780075412244,-58.279306897342586,0.07122524827718735,11.124456
0.017967004,-0.1906002747012801,-19.060027470128013,-34.79649830447312,22.217382,-0.0015688555676993247,10.337566,2.1440492260153405,-21.354248,5,0.3632126610027626,117,3.1298409,-36.844574012825724,-15.376634,22,100,-2.0479074,-82.94588,-36.844574012825724,0.06392532,0.2809565,100,-0.04403488886405368,-26.784840616332634,-7.83663098695058,0.6614080482470454,-0.36844574012825715,-0.798337459564209,-0.0072801285,-2.4094896,0.9988484,-2.98215,100.0,-6.820166239527156,-21.49453,0.25757974,0.9910513,1.7068943,0.20019019,2.6778344250342343,100.0,1.739081,10.536124,11700,34500,15,0.0,-19.060027470128013,100,-0.9879879,0.3705557,0.0,0.99858636,-0.5100998,-21.337543,62.76492705300916,6.735809720328564,345,-83.06897,-82.21471,-0.9937539,11700,-7.498864931234582,0.15991601400310174,0.002215554006397724,0.8453343363238901,-1.6181723,8.6632395,100,0.18325233,-15.262292,0.005300895980326459,-15.724861,8.590548519770257,0.0031400740263052285,-49.09287452434833,0.06561905890703201,10.538397
