time/data storing (s),time/evaluation sampling (s),exploration/num steps total,trainer/Log Pis Std,evaluation/Actions Min,trainer/Q1 Predictions Min,exploration/num paths total,evaluation/Actions Std,evaluation/path length Max,evaluation/Rewards Min,time/exploration sampling (s),exploration/Rewards Max,time/epoch (s),evaluation/num steps total,exploration/path length Max,trainer/Policy log std Min,evaluation/path length Std,trainer/Q1 Predictions Mean,trainer/Alpha,exploration/Actions Min,trainer/Policy Loss,evaluation/Returns Max,evaluation/Rewards Std,time/logging (s),trainer/Q Targets Mean,evaluation/Average Returns,evaluation/Returns Min,evaluation/Num Paths,trainer/Alpha Loss,evaluation/num paths total,trainer/Q Targets Std,trainer/QF2 Loss,time/training (s),exploration/Actions Mean,evaluation/Actions Mean,time/saving (s),trainer/Log Pis Mean,trainer/Policy mu Max,evaluation/Actions Max,evaluation/Returns Std,time/total (s),trainer/Policy mu Std,exploration/Returns Min,trainer/Q2 Predictions Max,exploration/Actions Std,exploration/Average Returns,exploration/path length Mean,exploration/path length Min,trainer/Q1 Predictions Std,trainer/Q Targets Max,trainer/Q2 Predictions Std,trainer/Q Targets Min,trainer/QF1 Loss,evaluation/Rewards Max,trainer/Q1 Predictions Max,trainer/Policy log std Mean,evaluation/path length Mean,trainer/Policy mu Mean,trainer/Log Pis Max,exploration/Returns Max,exploration/Rewards Mean,evaluation/Returns Mean,Epoch,trainer/Policy log std Std,trainer/Q2 Predictions Mean,exploration/Actions Max,exploration/Returns Std,trainer/Policy mu Min,trainer/Policy log std Max,trainer/Log Pis Min,exploration/Num Paths,exploration/Returns Mean,evaluation/Rewards Mean,exploration/path length Std,exploration/Rewards Min,exploration/Rewards Std,replay_buffer/size,evaluation/path length Min,trainer/Q2 Predictions Min
0.0028026350046275184,0.33052077899628785,5700,1.3932395,-0.9487103,-78.37951,57,0.19802344,100,-11.159779553752816,0.14559465600177646,-0.035538716747452244,2.628331022002385,16500,100,-1.1017879,0.0,-20.873245,0.2492772936820984,-0.92392164,19.768631,-28.595614279263106,1.171691584156201,0.006488061000709422,-20.272602,-50.42163351814879,-83.03894475771324,15,-2.903874397277832,165,10.488255,40.145916,2.140443784999661,0.036660958,0.03272959,0.002481105999322608,-0.09074282,2.5097327,0.9864943,18.31482254606296,28.26314688399725,0.80206275,-107.8439033851041,-16.488043,0.4171874,-70.28176680008403,100.0,100,11.173238,-0.22563802,11.177415,-80.20847,40.153362,-0.060487520011345504,-16.44945,-0.87518644,100.0,0.12609535,4.1238327,-48.1196037229489,-0.7028176680008403,-50.42163351814879,10,0.16530739,-20.894268,0.99542016,20.18697931393436,-1.5927423,-0.28877524,-6.592554,5,-70.28176680008403,-0.5042163351814878,0.0,-10.951567605978807,1.0448652536110374,5700,100,-78.119385
0.003832841000985354,0.4301433770015137,6200,1.4575797,-0.8789088,-70.98688,62,0.19099553,100,-10.621231934471151,0.19453738599986536,-0.017721984882344492,2.928503189010371,18000,100,-1.0955498,0.0,-20.69262,0.21804971992969513,-0.99121,20.117146,-20.179643669609234,1.1451161033162915,0.005278768003336154,-20.654654,-44.868185537270364,-76.40325667101192,15,-2.623042106628418,180,9.765708,0.28719932,2.2927020900024218,0.031212432,0.039617863,0.0020087270022486337,0.2774747,2.5330734,0.9878675,16.724280389419174,31.19660091899277,0.79102933,-101.70115047815163,-16.735456,0.43185145,-72.36412286470326,100.0,100,9.78887,-16.645956,9.807692,-72.40269,0.30839378,-0.11018683672142246,-16.755756,-0.9268785,100.0,0.047492992,5.5791025,-47.67371801488756,-0.7236412286470327,-44.868185537270364,11,0.14691123,-20.690008,0.9988023,19.25586730182275,-1.9055412,-0.44455355,-2.2977765,5,-72.36412286470326,-0.4486818553727036,0.0,-10.618257287911335,1.2680313757116803,6200,100,-71.02284
0.0037405229959404096,0.3449737259943504,6700,1.4812,-0.96873593,-79.74235,67,0.19683783,100,-10.189598137803648,0.16315799899894046,-0.011274441053713247,2.7490543029925902,19500,100,-1.2169658,0.0,-20.592646,0.19187350571155548,-0.9200776,20.072893,-20.615001491872224,1.1764582068183957,0.00510971500625601,-20.816721,-44.25736925347701,-67.64778000455263,15,-2.6163296699523926,195,9.55505,0.57577556,2.2296769859967753,0.038979605,0.022283424,0.002395354000327643,0.41498825,2.5641866,0.9876732,17.744449018458013,33.95012011798826,0.8294231,-59.361282233909755,-16.839218,0.39186513,-52.0632065058216,100.0,100,9.096754,-16.596893,9.119175,-83.35524,0.6134681,-0.06713240700011952,-16.749485,-0.99455047,100.0,0.14020966,5.55952,-43.99397068047842,-0.5206320650582159,-44.25736925347701,12,0.19947895,-20.633394,0.9970347,5.901856612991528,-1.9536226,-0.23401652,-3.8353243,5,-52.0632065058216,-0.4425736925347701,0.0,-5.953609326477772,0.6167295443055931,6700,100,-79.83016
0.0031536300011794083,0.4035421970038442,7200,1.4051949,-0.981044,-80.543304,72,0.17071734,100,-9.234208362452849,0.18697309300478082,-0.010004811011272662,2.8565801930089947,21000,100,-1.4238392,0.0,-20.204807,0.16928452253341675,-0.95086324,19.72534,-6.956397524698234,0.8421773562648467,0.004442696001206059,-19.919867,-22.119117534537995,-52.50060936332418,15,-2.833885908126831,210,9.323545,8.696509,2.2564887529952102,0.026375318,0.017594136,0.0019798240027739666,0.4042799,2.4732068,0.98516667,13.41405745027905,36.8111819969854,0.779375,-79.03964599070478,-16.681343,0.3733726,-51.60506169675807,100.0,100,8.783041,-0.032077756,8.7463665,-82.29541,8.640347,-0.030457693755710953,-16.610033,-1.1181493,100.0,0.06996241,5.2725534,-36.10077094266811,-0.5160506169675809,-22.119117534537995,13,0.23372844,-20.252226,0.9962853,15.67437671519436,-2.2761974,-0.44265753,-5.1082683,5,-51.60506169675807,-0.22119117534537996,0.0,-9.511774978132829,0.8863521666869018,7200,100,-80.368126
0.002963038998132106,0.36845203200209653,7700,1.3850716,-0.97053134,-70.294044,77,0.17583787,100,-10.104089106616055,0.17223199999716599,-0.02277136640848993,2.7853807889914606,22500,100,-1.5015007,0.0,-20.443619,0.14982572197914124,-0.98880523,19.973663,-5.256372136003923,1.0003652386915005,0.005509265000000596,-19.985588,-24.09657378928982,-62.1877898106434,15,-2.6483261585235596,225,7.8590713,30.823471,2.2334339329972863,0.025250213,0.023933042,0.0027905199967790395,0.60470426,2.4979956,0.98855776,18.623410695525696,39.60112245797063,0.8495008,-85.56499049067801,-16.73479,0.37020117,-52.2707229011663,100.0,100,9.049588,-10.01397,9.043624,-70.37738,30.529528,-0.04103745224783951,-16.69108,-1.1534916,100.0,0.115498565,4.9521422,-36.32463106606523,-0.5227072290116631,-24.09657378928982,14,0.25171512,-20.438425,0.9986594,17.399649835754314,-2.3294187,-0.38600674,-4.553195,5,-52.2707229011663,-0.24096573789289824,0.0,-10.260038945019842,0.9756249858550483,7700,100,-70.02962
0.0032369620021199808,0.3979873639982543,8200,1.6834179,-0.97839344,-70.15661,82,0.19140969,100,-10.301460207762583,0.17054174300574232,-0.005970478625406147,2.6713947220050613,24000,100,-1.5467246,0.0,-20.367723,0.1324271857738495,-0.999071,19.88646,-8.298063717021186,0.9862670371895278,0.005286514999170322,-20.07012,-26.662573842241994,-60.431175951400014,15,-2.892282485961914,240,9.7753935,5.703258,2.092384308001783,0.028889747,0.013830854,0.0019578299979912117,0.5692258,2.7708237,0.9931948,16.49826239250284,42.27691549598967,0.85300696,-65.47384901358801,-16.483795,0.36064926,-47.49938852941107,100.0,100,9.7080555,-0.458051,9.708885,-69.53289,5.7151456,-0.012482206362254666,-16.377224,-1.1981452,100.0,0.13774128,5.356003,-37.4296819636808,-0.4749938852941108,-26.662573842241994,15,0.22769053,-20.362795,0.99218416,9.89029190002569,-2.2918544,-0.2707759,-4.365076,5,-47.49938852941107,-0.2666257384224199,0.0,-8.759812439458674,0.845343430646797,8200,100,-70.25357
0.0030567389985662885,0.3401616340051987,8700,1.7166989,-0.98901904,-85.29178,87,0.18723004,100,-10.10980517384983,0.1576788679958554,-0.01245666374953275,2.505108544995892,25500,100,-1.5867954,0.0,-21.434341,0.11707638204097748,-0.9965342,21.2714,-7.489206185871905,0.978646466504766,0.00467863700032467,-21.26342,-23.584985546398162,-61.464318819889215,15,-2.3392186164855957,255,13.306877,5.7782,1.99757998399582,0.005065988,0.02027309,0.0019526830001268536,0.9092972,2.836287,0.9932485,17.24017537888989,44.786380107972946,0.9256811,-60.250457224376625,-16.51279,0.35714957,-44.29400571978761,100.0,100,12.822155,-0.10318296,12.8505535,-86.69172,5.784846,-0.023610808280085216,-16.485006,-1.2087283,100.0,0.070727065,6.7123423,-30.21204297840911,-0.4429400571978762,-23.584985546398162,16,0.27241325,-21.451712,0.99690926,11.564643652304436,-2.189531,-0.33725926,-3.3731966,5,-44.29400571978761,-0.23584985546398168,0.0,-8.183915919501628,0.80581397204867,8700,100,-85.348045
0.0028622359968721867,0.3415339209968806,9200,1.4968066,-0.9730036,-43.62562,92,0.2574305,100,-8.268681535811819,0.16287872300017625,-0.0055952844853168005,2.563142824001261,27000,100,-1.6853817,0.0,-18.716362,0.1033916249871254,-0.985122,19.02583,-6.754806956614591,1.565408656367824,0.00472919900494162,-18.816946,-55.623483117059706,-579.4694255693925,15,-2.4031271934509277,270,5.210001,0.23795739,2.0302905080025084,0.026510479,0.07068451,0.02084823699988192,0.94087636,2.5521865,0.99195373,140.6099012540789,47.354582474981726,0.83259505,-78.99243022362337,-16.398848,0.36754152,-56.242458447506635,100.0,100,5.125165,-16.352848,5.0796747,-44.780155,0.25840995,-0.05299217872376749,-16.377918,-1.2859464,100.0,0.13195945,6.0275216,-26.171802422122113,-0.5624245844750664,-55.623483117059706,17,0.26119527,-18.724285,0.99829334,19.20365565484645,-2.484811,-0.35669973,-4.768837,5,-56.242458447506635,-0.556234831170598,0.0,-10.550056458466479,1.250097867376902,9200,100,-43.232304
0.002884836998418905,0.33350391200656304,9700,1.2212801,-0.9855628,-72.06568,97,0.17732596,100,-10.638164075446344,0.15870857000118122,-0.010348015546616173,2.5316466280128225,28500,100,-1.768253,0.0,-18.203133,0.0918307900428772,-0.97260624,18.860146,-3.652100060927082,0.9218175587776479,0.005040875003032852,-18.327578,-20.832109230375643,-55.72278581110719,15,-1.9302151203155518,285,6.5934086,0.18576725,2.0296670099996845,0.017811717,0.023026487,0.0018414240039419383,1.1915623,2.7083836,0.9960851,15.52683855679293,49.89113127699238,0.75944525,-43.16253529345697,-16.234703,0.29904187,-32.51449774770659,100.0,100,6.371284,-16.163763,6.3585014,-74.40488,0.16093335,-0.03366293026195071,-16.26324,-1.4457742,100.0,0.0007352406,4.813136,-24.824471304796518,-0.32514497747706594,-20.832109230375643,18,0.25449166,-18.170383,0.9954575,6.73695321516376,-2.7788908,-0.28772154,-3.0054002,5,-32.51449774770659,-0.20832109230375648,0.0,-6.394627855290515,0.5303194534106317,9700,100,-71.905655
0.002898058999562636,0.3441542710061185,10200,1.5543264,-0.9945444,-61.12391,102,0.18064752,100,-8.476672079069791,0.15721139300148934,-0.01703311591642956,2.5470300370143377,30000,100,-1.7762797,0.0,-18.544762,0.08175893872976303,-0.99329203,18.971123,-14.03510449521544,0.6721778033134999,0.0035195140007999726,-18.187262,-25.651953838624912,-47.02480828118508,15,-1.8016979694366455,300,7.803832,7.6117,2.037356947999797,0.02746272,0.018649507,0.001889852006570436,1.2804041,2.6593406,0.9953152,7.531221436502257,52.44243602100323,0.8394025,-54.97680269549333,-16.01547,0.31202,-40.048670227788435,100.0,100,7.3167768,-0.5116669,7.339061,-60.552853,7.6342134,-0.06798959932920239,-15.970452,-1.466924,100.0,0.12960808,7.036561,-33.43212979980531,-0.4004867022778843,-25.651953838624912,19,0.26510444,-18.550287,0.9983642,7.985466919501308,-2.534882,-0.30927938,-2.8907278,5,-40.048670227788435,-0.256519538386249,0.0,-7.327568517115642,0.7155650146035872,10200,100,-61.384533
0.0035538849988370202,0.3444478050005273,10700,1.5117126,-0.9883718,-72.501335,107,0.19425434,100,-10.467649900181229,0.15999279699462932,-0.009757862283270687,2.527023004986404,31500,100,-1.8305478,0.0,-17.964716,0.07325102388858795,-0.9970141,18.478168,-5.057021679076713,1.0490711232811332,0.004828625998925418,-17.777689,-23.69896612191659,-61.59832490734152,15,-2.605863332748413,315,7.479972,5.1867104,2.012303293995501,0.015372794,0.03547621,0.0018965979979839176,1.002971,3.1305668,0.99557596,18.142288336474046,54.973365198988176,0.78124726,-47.726373123190925,-15.928613,0.31782058,-34.76038470880908,100.0,100,6.979894,-0.41162074,6.9926243,-73.0473,5.149866,-0.020646681137030644,-15.911189,-1.48371,100.0,0.043064985,6.7144556,-26.594177771588708,-0.3476038470880908,-23.69896612191659,20,0.29194257,-17.944752,0.99908537,7.499428944786259,-2.414718,-0.48335564,-4.723639,5,-34.76038470880908,-0.23698966121916587,0.0,-7.3919683466081985,0.6342852537181775,10700,100,-72.55178
0.0029591130005428568,0.34229776699794456,11200,1.3909559,-0.99446905,-63.11606,112,0.26549047,100,-10.818987799357387,0.1572941050035297,-0.015847074220071995,2.526369626997621,33000,100,-1.9740795,0.0,-17.586157,0.06621191650629044,-0.99619263,18.585651,-2.892369741775463,1.4680509530310004,0.005244542997388635,-17.771814,-51.286065534378125,-399.1526110976168,15,-1.6415810585021973,330,5.8895707,0.082545735,2.0166228329981095,0.019316291,0.05758162,0.0019512660001055337,1.3953067,3.3578563,0.99794686,95.03078377458012,57.50419849199534,0.76515454,-75.64704036481913,-15.626438,0.30884156,-52.19061731686644,100.0,100,5.9968834,-15.688332,5.978058,-62.11903,0.08684092,-0.024275358893071013,-15.600483,-1.690511,100.0,0.10030355,6.419425,-27.930421473677487,-0.5219061731686643,-51.286065534378125,21,0.27658814,-17.600042,0.9995254,19.666751754255884,-2.8042574,-0.54717994,-2.2188504,5,-52.19061731686644,-0.5128606553437812,0.0,-11.098450117896338,1.4071158415623473,11200,100,-63.03247
0.0029732910043094307,0.3402000700007193,11700,1.6580977,-0.9939087,-81.93336,117,0.2096334,100,-10.258246040587304,0.15709804899961455,-0.003957822286867732,2.5181295860093087,34500,100,-2.0,0.0,-19.018612,0.061245549470186234,-0.63527006,20.027494,-4.958997403797116,1.2172395357277963,0.004584971000440419,-19.216005,-30.288560047961447,-61.87847894508011,15,-0.869164228439331,345,10.715487,0.23807879,2.0115407350021997,0.046840306,0.0261564,0.0017324700020253658,1.6887746,3.2337484,0.99701184,19.11295440056757,60.02673922201211,0.92236775,-66.9663895473438,-15.433445,0.27642703,-40.86392471985604,100.0,100,10.677771,-15.418576,10.684507,-82.61412,0.25557983,-0.0470161996296018,-15.400458,-1.7093148,100.0,0.1137101,6.7770395,-24.859883987747466,-0.40863924719856026,-30.288560047961447,22,0.35740063,-19.044659,0.9974387,15.702422616092145,-2.4342868,-0.6089662,-4.3257103,5,-40.86392471985604,-0.30288560047961444,0.0,-9.942522473808397,1.0992206883648619,11700,100,-81.95497
0.002840309993189294,0.3347198589981417,12200,1.2998512,-0.9922017,-49.802444,122,0.19146523,100,-9.677440431370666,0.15552813700196566,-0.006737445238638264,2.5061135529831517,36000,100,-2.0,0.0,-16.541416,0.05688001215457916,-0.9873915,17.52961,-12.015119499757754,0.9488722827768222,0.0037289119936758652,-16.742493,-28.99894145906281,-57.25250263732819,15,-1.3600373268127441,360,4.9105115,0.14195006,2.007027872998151,0.021241559,0.028291164,0.002268461998028215,1.5255679,2.9226322,0.99692094,13.818144588506637,62.53713266797422,0.6802299,-58.961815735865414,-15.131207,0.27493,-39.683612531938856,100.0,100,4.732668,-15.1569605,4.713043,-51.859646,0.14282152,-0.08012448178966003,-15.100435,-1.8179948,100.0,0.07141307,6.4069324,-22.028088417362447,-0.3968361253193887,-28.99894145906281,23,0.27982855,-16.53313,0.9974256,13.981841834949545,-2.6360524,-0.37363884,-3.194785,5,-39.683612531938856,-0.2899894145906281,0.0,-8.72261251712763,0.9950585343141501,12200,100,-49.797104
