exploration/Actions Std,trainer/Q2 Predictions Std,trainer/Q Targets Std,trainer/Log Pis Max,trainer/Q1 Predictions Std,trainer/Q Targets Max,evaluation/path length Min,time/epoch (s),evaluation/Rewards Max,replay_buffer/size,trainer/Q Targets Min,exploration/Actions Max,exploration/Returns Std,evaluation/Returns Mean,trainer/Log Pis Std,trainer/Q1 Predictions Mean,time/evaluation sampling (s),exploration/Actions Mean,evaluation/Actions Std,evaluation/Returns Min,evaluation/Actions Max,evaluation/Num Paths,trainer/Q1 Predictions Min,evaluation/Average Returns,trainer/Q1 Predictions Max,trainer/Policy log std Mean,evaluation/Returns Std,evaluation/Rewards Std,evaluation/path length Std,exploration/Rewards Mean,exploration/Returns Min,trainer/Policy log std Max,exploration/path length Min,trainer/Alpha Loss,trainer/QF1 Loss,exploration/Returns Max,trainer/Policy mu Max,evaluation/Actions Min,exploration/Rewards Min,trainer/Policy mu Mean,trainer/Q2 Predictions Min,trainer/Q2 Predictions Mean,exploration/path length Mean,evaluation/Rewards Mean,evaluation/num paths total,trainer/Policy log std Std,exploration/Actions Min,exploration/Num Paths,trainer/Policy Loss,exploration/Returns Mean,exploration/Rewards Max,trainer/Log Pis Mean,time/training (s),trainer/Q2 Predictions Max,time/logging (s),evaluation/num steps total,time/exploration sampling (s),trainer/Alpha,evaluation/path length Max,trainer/QF2 Loss,evaluation/Rewards Min,trainer/Policy mu Min,exploration/Average Returns,trainer/Q Targets Mean,exploration/num steps total,time/total (s),trainer/Policy mu Std,time/data storing (s),trainer/Log Pis Min,exploration/num paths total,evaluation/Actions Mean,Epoch,exploration/path length Max,evaluation/Returns Max,trainer/Policy log std Min,exploration/Rewards Std,exploration/path length Std,time/saving (s),evaluation/path length Mean
0.4386564,40.41779,41.718224,3.976456,40.378075,-2.8612137,100,2.4699003619898576,-0.21619053994476872,5700,-136.9057,0.9910639,96.19889637418171,-186.52366176469332,1.5853331,-77.80983,0.32734061498194933,0.012081507,0.14128835,-299.52859856768305,0.98200953,15,-135.74245,-186.52366176469332,-23.269657,-0.6937128,119.6628484093473,1.3519702271275222,0.0,-2.0222762238304957,-283.11255025199387,-0.46358383,100,-2.034135580062866,100.59785,-73.60000866918807,2.4196372,-0.96381325,-7.848575059334294,-0.307645,-136.13666,-77.82526,100.0,-1.8652366176469337,165,0.10906262,-0.9566828,5,76.13988,-202.22762238304955,-0.09082674741022449,0.49327973,1.9913318289909512,-23.279007,0.004764996003359556,16500,0.1416405189957004,0.2591668665409088,100,100.60228,-9.622851549515532,-2.0737655,-202.22762238304955,-77.37495,5700,27.029876455839258,1.0203192,0.0028665020072367042,-3.1475854,57,0.001851544,10,100,-26.635799401156152,-0.862963,1.156760087820665,0.0,0.0019559010106604546,100.0
0.41501272,39.94941,40.932423,4.8940306,39.91337,-23.86179,100,2.5240722689777613,-0.23978438066920077,6200,-141.21939,0.99596,24.049803638704184,-179.15734191631185,1.5175655,-70.82759,0.32887689999188296,0.02398733,0.14800218,-302.24782711832944,0.977552,15,-138.94412,-179.15734191631185,-23.858942,-0.77830887,118.99510968173436,1.3239042277700643,0.0,-0.8057669812763738,-115.9108949957272,-0.4406939,100,-2.2131271362304688,3.2075787,-55.75549022681793,2.2467778,-0.9852657,-10.271253638403794,-0.12274668,-139.03271,-70.80801,100.0,-1.7915734191631185,180,0.11443979,-0.9125565,5,69.60599,-80.57669812763739,-0.049047198819923754,0.50392336,2.042992962000426,-23.97484,0.004752518987515941,18000,0.1426042729872279,0.22774532437324524,100,3.124374,-11.139632899503608,-2.0924366,-80.57669812763739,-71.89969,6200,29.558279650838813,0.98028564,0.002865629008738324,-4.7628994,62,0.0014661038,11,100,-24.904875745728425,-0.94534934,1.0736781857209934,0.0,0.0019799860019702464,100.0
0.43645838,42.440624,43.60228,4.1179953,42.40528,-0.47523054,100,2.539346916018985,-0.019844700397293084,6700,-147.2817,0.9970704,75.57005124941126,-156.7915622139863,1.4794987,-73.09962,0.34420049100299366,0.0034456016,0.14294477,-303.34051105181305,0.98480535,15,-146.69688,-156.7915622139863,-24.78116,-0.8504248,120.57662164564185,1.3596188240689633,0.0,-2.520156727490972,-303.04475097909165,-0.53661245,100,-2.506286382675171,140.96771,-101.52048712378132,2.6099007,-0.96732324,-9.064787913323599,-0.1671418,-146.73305,-73.101616,100.0,-1.5679156221398631,195,0.14679195,-0.990513,5,71.53543,-252.01567274909726,-0.046651952541910534,0.43827415,2.034316339006182,-24.797962,0.003970060002757236,19500,0.1518200220016297,0.20087334513664246,100,140.94597,-9.107245585606748,-2.1428323,-252.01567274909726,-71.658134,6700,32.10186063579749,0.98985046,0.003043497010366991,-3.654601,67,0.0027935489,12,100,-33.69103958397213,-1.1115264,1.1531467157553983,0.0,0.0019965069950558245,100.0
0.4088223,42.5462,43.665848,4.994733,42.51099,-2.0323484,100,2.4861436800274532,-0.06581236004194804,7200,-150.98924,0.9176765,116.43812843320057,-153.0210025967017,1.6530826,-77.002556,0.3452739790081978,-0.013228162,0.15859652,-308.4679302014608,0.98518294,15,-152.00723,-153.0210025967017,-24.766611,-0.8667666,123.5733841554728,1.451370477981542,0.0,-1.9693797783323586,-301.09812826407,-0.5118245,100,-1.8658556938171387,124.61959,-53.845865990727255,2.6954162,-0.98404884,-4.847074603515969,-0.081886746,-151.8912,-76.99731,100.0,-1.5302100259670168,210,0.15002456,-0.9827696,5,75.36409,-196.9379778332358,-0.03824653210544506,0.92243636,1.9629646590037737,-24.517818,0.004789649014128372,21000,0.1502398030133918,0.17696654796600342,100,124.15645,-10.989489258075718,-2.2283082,-196.9379778332358,-76.30259,7200,34.59212724782992,1.0886668,0.0030246370006352663,-2.8175473,72,0.0049183755,13,100,-21.19637480516407,-1.1435145,1.2641927263714432,0.0,0.01985095298732631,100.0
0.41434932,42.42655,43.33932,4.761829,42.40282,-6.002299,100,2.497747244022321,-0.07588035118448455,7700,-152.99237,0.99519044,105.42273287253103,-123.30973396081119,1.569075,-75.068054,0.32516881701303646,0.016690474,0.18219106,-264.48031780779405,0.98651886,15,-152.39328,-123.30973396081119,-25.641817,-0.92688864,98.29651523834784,1.4397978724168683,0.0,-1.920349492994901,-297.9671102389041,-0.52784085,100,-2.2087607383728027,123.2663,-57.29416186735923,2.5506294,-0.9760283,-10.315203335027912,-0.20991524,-152.58842,-75.01616,100.0,-1.2330973396081117,225,0.16727987,-0.99069256,5,74.50149,-192.0349492994901,-0.028762468568321493,0.808158,2.017303953994997,-25.412523,0.004785454017110169,22500,0.14541938598267734,0.15669217705726624,100,123.19997,-11.435174559033475,-2.4127905,-192.0349492994901,-74.87955,7700,37.09402473480441,1.0112998,0.003080074005993083,-2.3609934,77,0.024405662,14,100,-26.354358436922045,-1.2240913,1.332768506139469,0.0,0.001989559008507058,100.0
0.40153962,41.31803,42.22383,7.084092,41.29429,-25.706257,100,2.411447093967581,-0.1050636299636173,8200,-143.02747,0.98236644,73.56594085282218,-158.47900820402373,1.5882484,-84.36167,0.33096631697844714,-0.012406414,0.17727321,-283.16395976685027,0.99197924,15,-139.3942,-158.47900820402373,-25.892262,-0.9768831,81.9040127167384,1.2376829377025733,0.0,-2.455653234752518,-304.5434836309341,-0.5066278,100,-1.7905315160751343,4.4473886,-100.51588921258869,2.8747528,-0.9785236,-10.780881950266702,-0.2618244,-139.36852,-84.35941,100.0,-1.584790082040238,240,0.21072364,-0.9982495,5,83.45324,-245.5653234752518,-0.1989397435578008,1.0944397,1.928602770989528,-25.72441,0.0047955409972928464,24000,0.14209341400419362,0.13841497898101807,100,4.298944,-10.186597882912958,-2.2997906,-245.5653234752518,-85.901054,8200,39.50982859474607,1.0605075,0.0030252860160544515,-2.0074928,82,0.010965258,15,100,-79.6232113333398,-1.3977548,1.0480739356027502,0.0,0.001963764982065186,100.0
0.37509623,44.3625,45.164185,4.5749974,44.30162,-2.9741938,100,2.4274454720143694,-0.2587986942295063,8700,-155.93404,0.9759355,90.10198971766994,-157.78115250917784,1.2972504,-75.78785,0.33240161498542875,0.0004139948,0.16475737,-249.48320006474873,0.99015886,15,-155.25711,-157.78115250917784,-25.799618,-1.1027954,87.7722009288169,1.1229700875769828,0.0,-1.778019824682232,-262.7905670655657,-0.61412096,100,-2.522624969482422,117.57132,-58.94169561401692,2.6454859,-0.98251337,-7.388491615581341,-0.30043766,-155.6949,-75.78596,100.0,-1.5778115250917781,255,0.21881527,-0.9902135,5,75.46125,-177.80198246822323,-0.09049914141037659,0.8052006,1.9424023760075215,-25.557695,0.004759518022183329,25500,0.14289675900363363,0.1210450753569603,100,117.38227,-9.34570161101986,-2.5916495,-177.80198246822323,-75.5065,8700,41.941546605783515,0.8934959,0.0029334540013223886,-1.85674,87,0.011478737,16,100,-48.90260489705243,-1.4659616,1.1147209196353742,0.0,0.0020517499942798167,100.0
0.33826715,45.18329,46.884617,7.831711,45.18833,-1.040512,100,2.382071341999108,-0.08093948682462584,9200,-158.03177,0.9938408,114.44018560547151,-207.33557968836394,1.8773451,-83.73243,0.3302437720121816,0.011186642,0.20842029,-290.6283919441719,0.9896592,15,-156.94022,-207.33557968836394,-26.001387,-1.1564724,101.77657555707064,1.4729106765611943,0.0,-1.8878625801743771,-292.81945439970247,-0.64043987,100,-2.101947069168091,248.65338,-45.6275540630325,2.4542696,-0.9923893,-8.959873578830258,-0.22484425,-157.04007,-83.753494,100.0,-2.073355796883639,270,0.23430675,-0.996895,5,83.09125,-188.78625801743775,-0.022907738935954314,1.0558262,1.89963808900211,-25.863382,0.003508107998641208,27000,0.14443706898600794,0.10790953040122986,100,248.14246,-10.224155984329833,-2.8226418,-188.78625801743775,-81.63432,9200,44.32797291371389,1.0124648,0.0026948570157401264,-4.2745295,92,-0.0072378553,17,100,-41.43670167482088,-1.5864376,1.3029389316717324,0.0,0.0015494469844270498,100.0
0.3107996,43.14069,43.31728,4.640424,43.15179,-25.716354,100,2.4372237880306784,-0.08066088353069857,9700,-157.61401,0.9868376,109.728290468741,-186.11842695311327,1.6719904,-83.14508,0.32751613401342183,0.0061182813,0.13953671,-278.22904112328484,0.98938346,15,-160.92842,-186.11842695311327,-25.555897,-1.2546527,104.81053532170421,1.1269653269694127,0.0,-1.9260661379558042,-289.7692933586095,-0.56554604,100,-2.3082101345062256,1.160519,-46.59640397109525,2.7569294,-0.98482805,-8.570285661696047,-0.13841766,-160.85304,-83.153656,100.0,-1.8611842695311325,285,0.26281276,-0.99774796,5,82.40293,-192.60661379558044,-0.0341290025212086,1.0121338,1.9594467430142686,-25.31236,0.003544278006302193,28500,0.14182124397484586,0.09663964062929153,100,1.2336624,-7.855624661526083,-2.5613315,-192.60661379558044,-83.825264,9700,46.769175095745595,1.0067246,0.002952231006929651,-2.2464814,97,0.008865061,18,100,-48.292501558607725,-1.6854798,1.2304328469616324,0.0,0.0019431580149102956,100.0
0.3172998,44.405113,45.13925,5.462932,44.35585,-2.8806467,100,2.3776692600222304,-0.24929209457247173,10200,-140.69872,0.9796502,97.01316715746404,-228.31232914832427,1.7220055,-77.48916,0.33208788599586114,0.008278263,0.16560903,-300.49816442399356,0.9863746,15,-140.39905,-228.31232914832427,-25.290136,-1.2975916,102.7480926858262,1.15455129909233,0.0,-2.4289261498423107,-297.8830199811728,-0.6218134,100,-1.9003958702087402,118.952324,-49.17022630538444,2.8367832,-0.9929955,-6.9990340765450085,-0.21614113,-140.37546,-77.45351,100.0,-2.283123291483243,300,0.28487614,-0.9839775,5,77.21634,-242.8926149842311,-0.018048878896346213,1.2215067,1.8911825740069617,-25.280415,0.004748425999423489,30000,0.14468351998948492,0.08704187721014023,100,119.42969,-8.340164156920673,-2.7326148,-242.8926149842311,-77.24082,10200,49.15102279477287,1.0159942,0.0030240660125855356,-2.1617167,102,0.005799795,19,100,-53.78452846383996,-1.9276068,1.048032195453681,0.0,0.0019427880179136992,100.0
0.2978114,43.937603,44.57588,6.969342,43.96616,-25.155155,100,2.414572153968038,-0.186563865171859,10700,-161.6071,0.83637685,93.10420519763179,-137.03787451502427,1.8410368,-81.12273,0.3366008719895035,-0.021293463,0.17179602,-273.8185232463827,0.9955834,15,-157.2839,-137.03787451502427,-24.502264,-1.2984723,85.54743522920997,1.1253716450105957,0.0,-1.8359157349434163,-274.3612062327168,-0.44541532,100,-2.055504560470581,2.8394706,-68.93437815820528,3.2165024,-0.9891829,-10.32698684374514,-0.20435734,-156.96968,-81.15805,100.0,-1.3703787451502425,315,0.31455633,-0.99878114,5,81.23172,-183.59157349434162,-0.17604632140246904,1.1931407,1.9250059270125348,-24.297201,0.004829692014027387,31500,0.14323495599091984,0.07825569808483124,100,2.8474925,-9.940564584447195,-2.7091508,-183.59157349434162,-82.54161,10700,51.569872549705906,0.9765507,0.0029616709798574448,-4.6735435,107,0.00027800322,20,100,-63.85503866483719,-1.8150904,1.1287076483375238,0.0,0.0019390359811950475,100.0
0.26914188,43.304455,43.642475,6.085662,43.337578,-24.87999,100,2.3964866569731385,-0.04077220785374554,11200,-142.50288,0.9871623,86.32295742514648,-144.61930373958424,1.7775352,-85.827736,0.32914692800841294,-0.0077928687,0.19594628,-313.34145025897897,0.99463826,15,-143.34325,-144.61930373958424,-24.646135,-1.4843988,107.806170461511,1.386888590737984,0.0,-2.4914491463785184,-296.91055522809717,-0.6428421,100,-1.6242895126342773,1.8195342,-76.59595277637249,2.8700774,-0.9932867,-6.793845020189899,-0.31318063,-142.58989,-85.7674,100.0,-1.4461930373958418,330,0.31907734,-0.9966219,5,86.4859,-249.14491463785194,-0.19233273194098946,1.3865616,1.9108088329958264,-24.431454,0.004765769001096487,33000,0.146729428000981,0.07078811526298523,100,1.8916954,-10.054647318906714,-2.7757936,-249.14491463785194,-86.85149,11200,53.97050472063711,0.90809757,0.0030896059761289507,-6.057795,112,0.018405868,21,100,-53.942491713226765,-1.9774618,1.0038127817005553,0.0,0.001946092990692705,100.0
0.24740283,46.161682,46.482677,7.0819273,46.178833,-24.431477,100,2.356782150978688,-0.1523797176269832,11700,-160.60654,0.9930424,69.88602690072999,-131.23309522593357,1.9385643,-84.259186,0.3301779610046651,0.016134575,0.15907152,-225.79084428797245,0.99486715,15,-159.93855,-131.23309522593357,-24.43523,-1.4573944,74.54028051615519,1.0211021743657547,0.0,-1.0497840980072202,-240.8397751116146,-0.57499087,100,-1.1827571392059326,0.7849626,-57.41194429254544,2.84372,-0.9754481,-10.425926931558353,-0.3872152,-159.55705,-84.31857,100.0,-1.3123309522593354,345,0.35809866,-0.99305993,5,84.51464,-104.97840980072199,-0.1385324067896485,1.5692483,1.8779931959870737,-24.196138,0.003524739993736148,34500,0.14015560201369226,0.06418322771787643,100,0.71355844,-9.59026421676093,-2.9544845,-104.97840980072199,-84.76072,11700,56.33168545458466,0.98087615,0.002987110987305641,-4.089915,117,0.011068784,22,100,-57.076290821905076,-1.9448123,1.0915289001261435,0.0,0.0019435409922152758,100.0
0.2633667,43.33947,44.077423,6.7224836,43.305912,-24.130152,100,2.529588554025395,-0.11150224341211544,12200,-143.35123,0.9960422,104.30923911245432,-185.28095583222554,1.5791428,-82.49556,0.3585293109936174,0.017251696,0.17210141,-292.3432937794876,0.9967331,15,-138.17815,-185.28095583222554,-24.015165,-1.526242,102.27388292719691,1.271853993856288,0.0,-1.9257829118477359,-284.84264793768386,-0.4356942,100,-0.6336255073547363,3.099425,-57.43635086923686,3.2184505,-0.9925892,-6.51918731258042,0.007512064,-138.22963,-82.449295,100.0,-1.8528095583222561,360,0.37676027,-0.97924113,5,82.65969,-192.57829118477352,-0.25487335733483396,1.7781117,2.0137511490029283,-23.814596,0.004816149012185633,36000,0.14714471501065418,0.05750790610909462,100,3.2521148,-10.454501715686511,-2.644074,-192.57829118477352,-83.97994,12200,58.86490656767273,0.97518176,0.0034173839958384633,-2.7291567,122,0.012616722,23,100,-62.21301057303108,-2.087309,1.115401789446174,0.0,0.001929846010170877,100.0
