exploration/Actions Std,trainer/Q2 Predictions Std,trainer/Q Targets Std,trainer/Log Pis Max,trainer/Q1 Predictions Std,trainer/Q Targets Max,evaluation/path length Min,time/epoch (s),evaluation/Rewards Max,replay_buffer/size,trainer/Q Targets Min,exploration/Actions Max,exploration/Returns Std,evaluation/Returns Mean,trainer/Log Pis Std,trainer/Q1 Predictions Mean,time/evaluation sampling (s),exploration/Actions Mean,evaluation/Actions Std,evaluation/Returns Min,evaluation/Actions Max,evaluation/Num Paths,trainer/Q1 Predictions Min,evaluation/Average Returns,trainer/Q1 Predictions Max,trainer/Policy log std Mean,evaluation/Returns Std,evaluation/Rewards Std,evaluation/path length Std,exploration/Rewards Mean,exploration/Returns Min,trainer/Policy log std Max,exploration/path length Min,trainer/Alpha Loss,trainer/QF1 Loss,exploration/Returns Max,trainer/Policy mu Max,evaluation/Actions Min,exploration/Rewards Min,trainer/Policy mu Mean,trainer/Q2 Predictions Min,trainer/Q2 Predictions Mean,exploration/path length Mean,evaluation/Rewards Mean,evaluation/num paths total,trainer/Policy log std Std,exploration/Actions Min,exploration/Num Paths,trainer/Policy Loss,exploration/Returns Mean,exploration/Rewards Max,trainer/Log Pis Mean,time/training (s),trainer/Q2 Predictions Max,time/logging (s),evaluation/num steps total,time/exploration sampling (s),trainer/Alpha,evaluation/path length Max,trainer/QF2 Loss,evaluation/Rewards Min,trainer/Policy mu Min,exploration/Average Returns,trainer/Q Targets Mean,exploration/num steps total,time/total (s),trainer/Policy mu Std,time/data storing (s),trainer/Log Pis Min,exploration/num paths total,evaluation/Actions Mean,Epoch,exploration/path length Max,evaluation/Returns Max,trainer/Policy log std Min,exploration/Rewards Std,exploration/path length Std,time/saving (s),evaluation/path length Mean
0.6344705,0.0012617179,3.0036206,-0.62434375,0.0016415392,-0.3059499,100,2.7174923369602766,-1.207538157964536,700,-12.867494,0.9973711,260.64488023775255,-457.8069622681551,0.30336985,-0.00010578914,0.33931374398525804,-0.012804532,0.0004120156,-1018.7084715487072,0.0013188714,15,-0.0031026457,-457.8069622681551,0.0029080259,-0.00010104201,260.70905387240816,2.6071109527705563,0.0,-7.181922543700041,-1011.9733623297343,0.0023894468,100,-0.0,59.27358,-317.53043154683104,0.0017991592,-0.000606989,-12.865500821510633,0.00012539212,-0.0030074716,-0.000678976,100.0,-4.578069622681551,15,0.0018553241,-0.99764794,5,-1.3652164,-718.1922543700041,-0.22201999412763287,-1.3667762,2.202722444984829,0.0018786604,0.0049829019990284,1500,0.16514728899346665,0.9997000694274902,100,59.27301,-10.213132891234025,-0.0011690524,-718.1922543700041,-7.089125,700,2.94452039495809,0.00057216716,0.002910363982664421,-1.8354177,7,0.0001972362,0,100,-122.06041450439758,-0.00319537,3.3240200353207334,0.0,0.0024155930150300264,100.0
0.5796146,6.613089,5.930637,1.2428749,6.5934377,-3.5179634,100,2.440524928009836,-0.32211020304086174,1200,-24.876616,0.9950592,397.73891530856656,-569.3340211492734,0.86953115,-10.114427,0.35458311697584577,0.12715225,0.22041675,-1232.8479280019321,0.6808277,15,-24.215889,-569.3340211492734,-2.916203,-0.23363084,462.8868194429596,4.704805339359665,0.0,-5.314067226503006,-1054.9191472861266,-0.14869115,100,-0.4428723454475403,15.337023,-142.10157045499346,1.0025562,-0.54259163,-11.62526316322791,0.3169266,-24.347437,-10.1063175,100.0,-5.693340211492733,30,0.052162737,-0.9750275,5,8.670869,-531.4067226503008,-0.264392803011458,-1.0294642,1.9278735160187352,-2.6937568,0.004926204012008384,3000,0.14827173898811452,0.8637580871582031,100,16.143871,-12.328778087736229,-0.6813516,-531.4067226503008,-11.764593,1200,5.390165419026744,0.3723945,0.002821196016157046,-3.3656838,12,0.17980045,1,100,-153.63832664395852,-0.3899856,4.327966366580027,0.0,0.0020491559989750385,100.0
0.55983186,7.9244466,8.369407,2.2045593,7.94602,-8.344294,100,2.398355099983746,-0.9922187939805439,1700,-42.92381,0.9871326,351.6288110986897,-459.25916637216085,1.080222,-20.668283,0.326105750980787,0.015553762,0.13052076,-859.9638920733131,0.8572996,15,-42.808277,-459.25916637216085,-8.995013,-0.3479618,346.8869473928116,3.5369250822341964,0.0,-5.905231934122044,-896.7368819760943,-0.2092859,100,-0.7397156357765198,1.776692,-153.63515915373586,1.3935313,-0.8448983,-11.572824246759703,0.21128061,-42.535927,-20.62424,100.0,-4.592591663721608,45,0.07926217,-0.9808021,5,18.628254,-590.5231934122045,-0.18015273649736344,-0.6149585,1.922733863000758,-8.661313,0.004802323004696518,4500,0.13995689401053824,0.7534219026565552,100,2.0518968,-10.12609374569461,-1.190207,-590.5231934122045,-20.8948,1700,7.792608392977854,0.65221083,0.0027926359907723963,-3.4406106,17,0.013503837,2,100,-118.36265187554713,-0.55226856,3.663521520285142,0.0,0.0019636329961940646,100.0
0.5391057,13.396694,13.796929,2.8417525,13.340851,-11.588109,100,2.3980606669501867,-0.9449441640776428,2200,-58.27419,0.9938347,310.23300066661346,-541.5039726244122,1.280868,-29.884377,0.3273033009900246,0.048046175,0.15960966,-830.7502583843306,0.91141015,15,-57.816734,-541.5039726244122,-11.253056,-0.44929153,335.14419280618324,3.461497914799018,0.0,-5.41103795686862,-842.2643946319022,-0.31497085,100,-0.9706410765647888,2.0194328,-137.8477540850391,1.5561955,-0.9085916,-10.236172403627826,0.2676702,-58.49047,-29.909487,100.0,-5.415039726244122,60,0.08641006,-0.99240464,5,27.848413,-541.103795686862,-0.06664210009931171,-0.3414706,1.9245419509825297,-11.266585,0.004759314004331827,6000,0.13655411801300943,0.6604745388031006,100,2.0217152,-10.029781866648161,-1.340567,-541.103795686862,-30.722723,2200,10.194121758977417,0.718538,0.002932874980615452,-3.3071623,22,0.034097284,3,100,-114.01295186802444,-0.62678415,3.304691157729031,0.0,0.001969107979675755,100.0
0.52148855,19.814077,19.907677,3.3005292,19.853966,-13.809061,100,2.3966026630369015,-0.8423986017366145,2700,-68.47525,0.9779957,311.31256606871045,-360.57056005847767,1.3522698,-37.0651,0.3251423219917342,0.015261938,0.1423021,-746.9986912647333,0.94007754,15,-71.08783,-360.57056005847767,-13.586846,-0.46800408,306.8371442340727,3.145486104753448,0.0,-3.8492121694777897,-812.4854615395856,-0.29043663,100,-1.3599075078964233,1.2433281,-111.3203699381733,1.7578192,-0.88700527,-10.991814168822785,0.13971621,-70.301346,-37.06387,100.0,-3.605705600584777,75,0.12992449,-0.98128,5,35.306408,-384.92121694777904,-0.09185877557645897,-0.469326,1.9244166720018256,-13.416902,0.004784924007253721,7500,0.13750981801422313,0.5763804912567139,100,1.244585,-9.87593587787167,-1.6852684,-384.92121694777904,-37.437332,2700,12.594970574020408,0.71336037,0.002820518013322726,-3.6493344,27,0.019096546,4,100,-98.70154656635849,-0.69035125,3.2766333143303314,0.0,0.0019284090085420758,100.0
0.53422785,24.408487,24.724781,3.7400498,24.41455,-15.2947,100,2.391652485006489,-1.0232882756516655,3200,-82.767044,0.98389167,226.1024296750859,-397.04342163541315,1.3128028,-40.070786,0.33065864999662153,0.010757833,0.15110241,-590.4910643497763,0.9496696,15,-82.55811,-397.04342163541315,-16.02207,-0.57659775,224.05388617782492,2.3224145014063415,0.0,-4.144252682607914,-603.1050629517644,-0.24877226,100,-1.5514706373214722,1.2263188,-135.29386276909435,1.8726581,-0.88388735,-9.046448008447197,0.045420717,-82.739655,-40.04376,100.0,-3.9704342163541306,90,0.18070954,-0.9890842,5,38.33978,-414.42526826079137,-0.22755941156742168,-0.24967141,1.9142854700039607,-15.717459,0.003563398990081623,9000,0.13829103301395662,0.5016210675239563,100,1.2333486,-9.840681600985281,-1.6492678,-414.42526826079137,-40.023884,3200,14.990732368052704,0.7564903,0.0029188990010879934,-2.8754945,32,0.023793615,5,100,-107.68766314886076,-0.8176925,2.396362146468894,0.0,0.0019350340007804334,100.0
0.5257886,30.842852,31.168926,4.129343,30.82944,-12.685021,100,2.381493460969068,-0.7867576132036261,3700,-95.88605,0.9964502,145.96528255791512,-289.44631330358305,1.2439402,-53.747295,0.3201637610036414,0.016574891,0.15151007,-470.91282577136036,0.95443493,15,-96.35548,-289.44631330358305,-17.559734,-0.5535386,180.79988568911065,1.9238396703075236,0.0,-3.8923243066749,-482.3158826922019,-0.2828176,100,-1.6775606870651245,45.330826,-98.20437556292325,1.9893925,-0.939416,-10.995148185396676,-0.14124346,-96.44945,-53.768047,100.0,-2.8944631330358304,105,0.17567502,-0.99430346,5,52.305054,-389.23243066749,-0.06371463991436391,-0.029628253,1.9091206179873552,-17.644772,0.004855208011576906,10500,0.14214388199616224,0.4374435245990753,100,45.789562,-10.318600735878881,-1.7487776,-389.23243066749,-53.3387,3700,17.375952066940954,0.7964663,0.0032684769830666482,-3.3073874,37,0.005982625,6,100,-85.4164887170833,-0.833479,1.6767613810049489,0.0,0.0019415149872656912,100.0
0.49643475,34.265903,35.837666,3.6917455,34.212463,-3.6979692,100,2.380384165997384,-0.058410980126571706,4200,-111.69152,0.9856717,131.06943974788214,-177.55825997048578,1.3401693,-62.49418,0.3297895849973429,0.0045375125,0.13895084,-420.76149782861444,0.96729684,15,-109.14046,-177.55825997048578,-19.427143,-0.59976655,159.89273487948637,1.7490982959819765,0.0,-3.422148481450314,-418.65108586739484,-0.36857212,100,-1.9793641567230225,216.41948,-80.54356268783596,2.1393614,-0.9509358,-7.720227644863873,-0.1951931,-109.46273,-62.489254,100.0,-1.7755825997048578,120,0.13428916,-0.98402286,5,60.67374,-342.21484814503145,-0.021052595621373564,-0.06135974,1.9000003790133633,-19.284372,0.004723863006802276,12000,0.14112083401414566,0.3827097415924072,100,216.21286,-10.540688013990787,-1.8405597,-342.21484814503145,-60.178356,4200,19.760522238968406,0.8328826,0.0028089939733035862,-3.1188207,42,0.0016398627,7,100,-48.73265998582898,-0.7783767,1.4162352682318933,0.0,0.0019405109924264252,100.0
0.46231905,34.377426,35.091946,3.9385393,34.394394,-10.177832,100,2.3886213239456993,-0.6392325776847569,4700,-117.913506,0.9682281,14.004493101525805,-323.39883519433323,1.2323071,-71.67139,0.32354102097451687,-0.009846762,0.13787019,-370.50291205898384,0.92106724,15,-119.23557,-323.39883519433323,-21.046087,-0.6863292,88.92941707564087,0.9781944428312218,0.0,-3.7584177229584723,-397.24687115085334,-0.4370102,100,-1.967316746711731,100.32439,-354.6724399125584,2.039774,-0.94716597,-9.764730875323176,-0.11356282,-119.53138,-71.66555,100.0,-3.2339883519433315,135,0.12885869,-0.978057,5,70.06621,-375.84177229584725,-2.4739205066195753,0.19696617,1.9168572759954259,-20.805857,0.004954211006406695,13500,0.13848056498682126,0.33575791120529175,100,100.03686,-8.533370441394101,-1.9691628,-375.84177229584725,-70.912224,4700,22.152708309877198,0.9285843,0.0028241169929970056,-2.3117306,47,0.0041351086,8,100,-92.91060669748093,-0.8778659,0.7254169109784323,0.0,0.001964133989531547,100.0
0.4642765,39.28941,40.028778,4.600915,39.281277,-21.60061,100,2.398605766997207,-0.1955769512782016,5200,-127.97939,0.98894674,92.56270527168498,-256.8769559854637,1.4033818,-70.37295,0.3295774539874401,0.0158034,0.15593952,-347.4926366038995,0.97196966,15,-124.70121,-256.8769559854637,-21.275795,-0.67760116,132.30940583462035,1.424745767328543,0.0,-2.979615991661125,-361.9352509085268,-0.3958814,100,-2.0545969009399414,2.4138424,-114.21480402562374,2.1994765,-0.9624616,-9.886705433678854,-0.17359456,-124.538574,-70.34994,100.0,-2.568769559854638,150,0.12418377,-0.97784525,5,69.30534,-297.9615991661125,-0.030677165779911312,0.317364,1.9184963510197122,-21.24607,0.004826357995625585,15000,0.14082951899035834,0.2948411703109741,100,2.4351795,-8.675471512697593,-1.9287144,-297.9615991661125,-71.44351,5200,24.555742679862306,0.90815145,0.00289393900311552,-2.9989882,52,0.009991882,9,100,-30.981377982626377,-0.87465507,1.3255782959002673,0.0,0.001982146000955254,100.0
