evaluation/Num Paths,exploration/Returns Std,trainer/Log Pis Max,evaluation/path length Min,exploration/path length Mean,trainer/Policy log std Mean,replay_buffer/size,trainer/Q Targets Std,trainer/Policy log std Max,trainer/Q Targets Max,time/exploration sampling (s),evaluation/Actions Max,exploration/path length Std,trainer/Q2 Predictions Min,exploration/Rewards Std,trainer/Q Targets Min,evaluation/Rewards Std,trainer/Alpha Loss,trainer/Policy mu Max,trainer/Policy log std Min,trainer/Policy Loss,evaluation/Returns Max,trainer/Policy mu Mean,time/logging (s),evaluation/Actions Mean,evaluation/path length Std,evaluation/Actions Std,exploration/Actions Max,exploration/Rewards Mean,trainer/Q1 Predictions Mean,evaluation/Returns Mean,exploration/Rewards Min,trainer/Q1 Predictions Max,trainer/Policy log std Std,trainer/Log Pis Mean,exploration/Returns Mean,trainer/Q1 Predictions Std,exploration/Returns Min,Epoch,trainer/Alpha,time/data storing (s),exploration/path length Max,exploration/num paths total,time/training (s),exploration/Actions Std,trainer/Q Targets Mean,time/evaluation sampling (s),exploration/Actions Mean,trainer/Q1 Predictions Min,trainer/Q2 Predictions Std,exploration/Returns Max,exploration/Actions Min,evaluation/Returns Min,exploration/num steps total,evaluation/Average Returns,exploration/Num Paths,trainer/Policy mu Min,trainer/Log Pis Min,exploration/path length Min,exploration/Average Returns,evaluation/path length Max,evaluation/Rewards Mean,evaluation/Returns Std,evaluation/num steps total,time/saving (s),time/epoch (s),trainer/Log Pis Std,trainer/QF1 Loss,evaluation/path length Mean,time/total (s),trainer/QF2 Loss,trainer/Q2 Predictions Max,evaluation/Rewards Max,trainer/Q2 Predictions Mean,evaluation/num paths total,evaluation/Actions Min,exploration/Rewards Max,evaluation/Rewards Min,trainer/Policy mu Std
10,1.480095366583079,3.1656864,100,100.0,-0.48752013,3000,13.2794895,-0.3250217,-11.191735,0.06334466798580252,0.95741147,0.0,-77.62221,1.4962799162774607,-75.02358,1.0879979454612012,-1.9428476095199585,1.9314084,-0.62976265,15.99371,-18.331437648099595,0.15614824,0.0033847390150185674,0.031438462,0.0,0.17711584,0.9940381,-1.1874120923479334,-17.994137,-39.207941754949545,-9.357241034302243,-11.634938,0.083033994,-0.7035826,-118.74120923479333,13.241743,-120.2213046013764,13,0.48728546500205994,0.0012542289914563298,100,30,0.7793759729829617,0.5197424,-18.053726,0.22500934699201025,0.01842109,-77.39041,13.264444,-117.26111386821024,-0.97861516,-72.17285787121915,3000,-39.207941754949545,2,-1.4447724,-4.1231375,100,-118.74120923479333,100,-0.3920794175494955,18.570257638441586,14000,0.0019484520016703755,1.0743174079689197,1.3902854,0.63995165,100.0,15.407987378916005,0.62695456,-11.611789,-0.11186091652916813,-17.998276,140,-0.90593785,-0.0730560841845132,-9.93962280269437,0.7464052
10,6.08065970658911,3.1475472,100,100.0,-0.52496326,3200,14.298023,-0.3670848,-1.0550545,0.06399324399535544,0.96449476,0.0,-75.48166,0.5084252077000179,-76.79262,1.542946289639933,-1.7662807703018188,2.0046182,-0.6759879,18.351442,-18.50234760108696,0.1692767,0.0033312900050077587,0.08073078,0.0,0.25900188,0.9482682,-0.7292789171048972,-20.081224,-80.47894970121457,-4.135635982679523,-12.218685,0.0780743,-0.27960092,-72.92789171048969,14.082135,-79.0085514170788,14,0.4606580138206482,0.001189229980809614,100,32,0.7742102290212642,0.5004653,-20.03508,0.22554646199569106,-0.013250735,-75.69099,14.071354,-66.84723200390059,-0.97674936,-467.0072110459274,3200,-80.47894970121457,2,-1.4581474,-2.9972782,100,-72.92789171048969,100,-0.8047894970121464,129.41194921426867,15000,0.0019423039921093732,1.0702127589902375,1.3560561,1.8271129,100.0,16.482225359912263,1.8081588,-12.157758,-0.005565626383671823,-20.083006,150,-0.95213157,-0.0074265845262552295,-8.793957136197443,0.81506693
10,8.800016437804992,3.3670492,100,100.0,-0.5335025,3400,13.322837,-0.35852605,-1.3676519,0.06703781898249872,0.963794,0.0,-73.98158,0.6613579021833006,-77.12959,1.4186032276278373,-2.11708402633667,2.0411732,-0.6570466,17.175528,-30.305157264388043,0.023077082,0.0033599300077185035,0.07573981,0.0,0.24112947,0.93961257,-0.8092673293965763,-18.751389,-82.53144546674426,-5.023273952445076,-12.593211,0.097300775,-0.54695857,-80.92673293965763,13.062262,-89.72674937746261,15,0.43539106845855713,0.001407139003276825,100,34,0.7599604400165845,0.53190553,-18.798792,0.2209033879917115,-0.023377504,-73.98848,13.064332,-72.12671650185263,-0.99149764,-445.8840055638259,3400,-82.53144546674426,2,-1.7496378,-3.3545303,100,-80.92673293965763,100,-0.8253144546674417,121.9825746815749,16000,0.001909626997075975,1.054578342998866,1.3261667,2.164722,100.0,17.540826016949723,2.088159,-12.5604515,-0.08430454021252821,-18.755312,160,-0.9277405,-0.042377492875474085,-9.537560067287863,0.7432825
10,0.4614586714096589,4.901251,100,100.0,-0.55600077,3600,14.193463,-0.39364144,-0.5008174,0.06682420297875069,0.9734431,0.0,-74.01704,0.5134923964597808,-75.57171,1.1874381716298839,-1.9224765300750732,2.1348202,-0.67599547,18.34716,-22.179907901932438,0.14714631,0.003347124991705641,0.025724288,0.0,0.18579294,0.9787705,-0.7515801260511316,-19.834091,-46.973883189854014,-4.290316567370577,-12.830779,0.08755477,-0.16449529,-75.15801260511316,13.885107,-75.61947127652282,16,0.41128507256507874,0.0014881209935992956,100,36,0.7781493509828579,0.51997274,-19.53386,0.22605195801588707,0.017740462,-73.94393,13.897589,-74.6965539337035,-0.9921054,-78.49821741813341,3600,-46.973883189854014,2,-1.7371073,-4.021635,100,-75.15801260511316,100,-0.46973883189854,19.97181338924114,17000,0.0018227790133096278,1.0776835369761102,1.6731502,11.478061,100.0,18.622006002929993,11.399577,-12.842219,-0.050763264240229075,-19.851768,170,-0.9115004,-0.015616194708429055,-10.436099499314428,0.8100297
10,4.468402578994258,4.194532,100,100.0,-0.55396247,3800,14.284771,-0.39119574,-0.51335496,0.06584583298536018,0.96951467,0.0,-79.97606,0.4007404495066198,-75.91792,0.726179693164616,-2.157625675201416,2.0820093,-0.6674062,18.121223,-31.335678166362907,0.017986195,0.0033585299970582128,0.0175737,0.0,0.14803456,0.9642374,-0.7044827498946714,-19.678297,-41.7885655189654,-2.044239485708078,-13.073744,0.09314716,-0.28232643,-70.44827498946712,14.265187,-74.91667756846138,17,0.3884299099445343,0.0012040160072501749,100,38,0.778444301977288,0.48031658,-19.812082,0.2244765659852419,-0.00090008735,-79.88105,14.281533,-65.97987241047286,-0.96962404,-78.91725810093455,3800,-41.7885655189654,2,-1.6288965,-4.5216556,100,-70.44827498946712,100,-0.4178856551896539,13.522545981044118,18000,0.0019551859877537936,1.0752844329399522,1.4773332,2.2250211,100.0,19.701315865910146,2.2475464,-13.10556,-0.1275148824139426,-19.70426,180,-0.9186081,-0.08509548223669569,-9.496122446087524,0.8077253
10,6.853926464226287,4.1865907,100,100.0,-0.6004976,4000,14.573933,-0.42793608,-0.383439,0.06855773300048895,0.97162735,0.0,-71.95972,0.4494442235011023,-72.89233,0.8433836190263334,-2.1433231830596924,2.2067044,-0.72798395,19.170263,-9.064880966789593,0.28592148,0.003011569002410397,0.021451486,0.0,0.17698334,0.9636278,-0.6874936149674401,-20.908968,-24.15904145014043,-3.3126749889069615,-13.687484,0.092211194,-0.13726921,-68.74936149674403,14.459761,-75.60328796097032,18,0.36673450469970703,0.0012996600125916302,100,40,0.7596067929989658,0.48403797,-20.832354,0.23243245901539922,0.019150354,-71.88236,14.440985,-61.895435032517746,-0.96476674,-42.45457611477919,4000,-24.15904145014043,2,-1.3771824,-3.4002905,100,-68.74936149674403,100,-0.2415904145014042,11.308927518012029,19000,0.0019746779871638864,1.06688289201702,1.452996,2.1175885,100.0,20.772228274930967,2.1551993,-13.738398,-0.05530740726222031,-20.908533,190,-0.93490195,-0.05327195281862081,-8.32155853821051,0.8026157
10,0.0027339201350784492,4.3179617,100,100.0,-0.6275296,4200,13.554624,-0.5044058,-9.930252,0.06999605998862535,0.9754713,0.0,-72.20884,0.645597820385782,-73.07614,1.105318066630809,-2.431264877319336,2.2507374,-0.7453779,19.094995,-9.433906260152733,0.12411258,0.0033778610231820494,0.025359241,0.0,0.17829356,0.9855982,-0.7180547686197756,-20.770048,-32.0596867453459,-4.722957185495147,-14.170332,0.08699933,-0.2936043,-71.80547686197758,13.768415,-71.80821078211265,19,0.3463507890701294,0.0013535019825212657,100,42,0.7616957869904581,0.5026819,-20.338154,0.230801005003741,0.006100682,-72.2919,13.745817,-71.8027429418425,-0.9736916,-68.66385290496883,4200,-32.0596867453459,2,-1.8401611,-3.4521987,100,-71.80547686197758,100,-0.32059686745345894,19.522594767541595,20000,0.0019648529996629804,1.0691890679881908,1.4921647,23.069508,100.0,21.84473989790422,22.861803,-14.206415,-0.07775119801912277,-20.766201,200,-0.944109,-0.006553655774949715,-11.00499364831097,0.82014155
10,4.390915425019088,4.0373697,100,100.0,-0.64431596,4400,8.723395,-0.5017907,-1.0550545,0.06486507298541255,0.97635067,0.0,-70.06232,0.5775674365485749,-71.86684,0.8789762389515094,-2.490953207015991,2.1344383,-0.7851936,16.49142,-10.705459987109238,0.034758616,0.003379844012670219,0.018615082,0.0,0.16639887,0.97917044,-0.6924416407407321,-17.430096,-24.33928318269392,-5.491458530043666,-14.312819,0.10424534,-0.23048444,-69.24416407407323,8.311081,-73.63507949909231,20,0.32724180817604065,0.001318327005719766,100,44,0.775556857988704,0.5101822,-17.5937,0.2287400329951197,0.00041718065,-70.218506,8.3017435,-64.85324864905414,-0.99638295,-53.70923660528423,4400,-24.33928318269392,2,-1.8674506,-3.6251812,100,-69.24416407407323,100,-0.2433928318269392,15.530489095514724,21000,0.002182697004172951,1.0760428319917992,1.1667557,2.3698912,100.0,22.924763457936933,2.36747,-14.392456,-0.06602460981403417,-17.484308,210,-0.9224258,-0.052668964835949614,-9.602707475993762,0.72139615
10,6.10489621319455,4.388297,100,100.0,-0.64540243,4600,15.076088,-0.48256075,-0.13086163,0.06699706401559524,0.9772077,0.0,-79.898476,0.7891166936615631,-81.01778,0.9677747000966014,-2.6402487754821777,2.3112772,-0.7887262,19.773401,-25.33871734925972,0.13949381,0.003347354009747505,0.023704296,0.0,0.17562531,0.9576743,-0.744841068943462,-21.25795,-41.823142830502206,-5.934146370395634,-14.491648,0.10640321,-0.25075033,-74.48410689434621,15.558166,-80.58900310754076,21,0.30933326482772827,0.0013021400081925094,100,46,0.7637974829995073,0.50426966,-20.570152,0.22824883699649945,0.008237817,-80.10243,15.594566,-68.37921068115166,-0.9645256,-79.01703351809687,4600,-41.823142830502206,2,-1.557324,-3.3572996,100,-74.48410689434621,100,-0.4182314283050221,16.399448549888877,22000,0.002061145001789555,1.0657540230313316,1.3528945,37.850376,100.0,23.99464478396112,37.9579,-14.474369,-0.06860458585514576,-21.228888,220,-0.9480184,-0.05367701732462371,-10.498923090399769,0.78799963
10,1.5138669672655602,3.9272165,100,100.0,-0.69595736,4800,12.805963,-0.4769074,-0.22293814,0.06369787600124255,0.9798559,0.0,-75.555916,0.4119142685993552,-77.66668,1.034422086511639,-2.474264144897461,2.3752666,-0.882052,19.442822,-17.507861206056155,0.1939588,0.0031365620088763535,0.020313542,0.0,0.1950685,0.9960715,-0.5625698551535533,-20.416008,-35.49279465179386,-3.694193876306545,-14.809546,0.13311721,-0.012360768,-56.256985515355325,12.559973,-57.77085248262089,22,0.2923487424850464,0.0012937379942741245,100,48,0.7884080180083402,0.48175353,-20.590303,0.21834946499438956,0.010120127,-75.41946,12.555537,-54.74311854808977,-0.95886683,-62.637647115795346,4800,-35.49279465179386,2,-1.8352401,-2.871203,100,-56.256985515355325,100,-0.35492794651793863,13.887723822842748,23000,0.001954923995072022,1.0768405830021948,1.402959,2.5881362,100.0,25.075542147038504,2.598225,-14.826385,-0.030093272530020036,-20.413898,230,-0.9546643,-0.05182993952380627,-10.211389406365416,0.798747
