evaluation/Num Paths,exploration/Returns Std,trainer/Log Pis Max,evaluation/path length Min,exploration/path length Mean,trainer/Policy log std Mean,replay_buffer/size,trainer/Q Targets Std,trainer/Policy log std Max,trainer/Q Targets Max,time/exploration sampling (s),evaluation/Actions Max,exploration/path length Std,trainer/Q2 Predictions Min,exploration/Rewards Std,trainer/Q Targets Min,evaluation/Rewards Std,trainer/Alpha Loss,trainer/Policy mu Max,trainer/Policy log std Min,trainer/Policy Loss,evaluation/Returns Max,trainer/Policy mu Mean,time/logging (s),evaluation/Actions Mean,evaluation/path length Std,evaluation/Actions Std,exploration/Actions Max,exploration/Rewards Mean,trainer/Q1 Predictions Mean,evaluation/Returns Mean,exploration/Rewards Min,trainer/Q1 Predictions Max,trainer/Policy log std Std,trainer/Log Pis Mean,exploration/Returns Mean,trainer/Q1 Predictions Std,exploration/Returns Min,Epoch,trainer/Alpha,time/data storing (s),exploration/path length Max,exploration/num paths total,time/training (s),exploration/Actions Std,trainer/Q Targets Mean,time/evaluation sampling (s),exploration/Actions Mean,trainer/Q1 Predictions Min,trainer/Q2 Predictions Std,exploration/Returns Max,exploration/Actions Min,evaluation/Returns Min,exploration/num steps total,evaluation/Average Returns,exploration/Num Paths,trainer/Policy mu Min,trainer/Log Pis Min,exploration/path length Min,exploration/Average Returns,evaluation/path length Max,evaluation/Rewards Mean,evaluation/Returns Std,evaluation/num steps total,time/saving (s),time/epoch (s),trainer/Log Pis Std,trainer/QF1 Loss,evaluation/path length Mean,time/total (s),trainer/QF2 Loss,trainer/Q2 Predictions Max,evaluation/Rewards Max,trainer/Q2 Predictions Mean,evaluation/num paths total,evaluation/Actions Min,exploration/Rewards Max,evaluation/Rewards Min,trainer/Policy mu Std
10,2.4058234664405447,7.2881584,100,100.0,-1.264093,9600,12.929764,-0.7077092,-0.09808743,0.06896530999802053,0.98984104,0.0,-84.06305,0.21155502781356597,-79.53912,0.6508075778092692,-3.2067039012908936,3.1480043,-1.596861,20.675432,-11.845023194756966,0.12483886,0.003385295014595613,0.00873713,0.0,0.16917866,0.9774943,-0.3339264332454955,-21.074919,-22.500266288889065,-2.1120047449016046,-16.584795,0.21191345,0.7162344,-33.392643324549546,12.980036,-35.79846679099009,46,0.08223751932382584,0.0012994419957976788,100,96,0.7866115710057784,0.32926995,-20.848488,0.22246742798597552,0.013266189,-83.88512,12.987765,-30.986819858109,-0.7479064,-36.73868232053245,9600,-22.500266288889065,2,-2.3586135,-3.1182032,100,-33.392643324549546,100,-0.2250026628888907,9.13828961074924,47000,0.001989086013054475,1.0847181320132222,1.6223639,5.6206436,100.0,51.17687081624172,5.6423807,-16.559103,-0.09584679126424105,-21.07052,470,-0.9898077,-0.047325243584475166,-7.16074423682872,0.9114198
10,2.029384490404734,7.082294,100,100.0,-1.3935055,9800,7.1477685,-0.41547534,-1.4826086,0.06611449099727906,0.9962139,0.0,-51.271023,0.939098087057875,-52.33723,1.086853644879926,-2.3104512691497803,2.822013,-1.7946411,19.674665,-20.273224903368405,0.15520601,0.003345992008689791,0.032397848,0.0,0.20473935,0.99742883,-0.4849015495677633,-19.251553,-34.06637262158316,-6.669395121154559,-16.7528,0.2512399,1.0924743,-48.49015495677632,6.738079,-50.51953944718105,47,0.07838611304759979,0.0013048149994574487,100,98,0.7766383600246627,0.34055808,-19.097075,0.22779724301653914,0.041437495,-51.198288,6.7126546,-46.460770466371585,-0.7690443,-62.78614382827477,9800,-34.06637262158316,2,-2.0013292,-3.877001,100,-48.49015495677632,100,-0.34066372621583163,12.796579920969542,48000,0.001990552991628647,1.0771914540382568,1.5695091,2.7566385,100.0,52.25813063327223,2.7576272,-16.749208,-0.05363264654122124,-19.265305,480,-0.99121827,-0.04108917962223006,-9.822814523435712,0.85313123
10,2.4450303814800733,6.7360315,100,100.0,-1.3520856,10000,4.626795,-0.4923486,-0.24441352,0.06387134199030697,0.99561924,0.0,-41.783176,0.7147740888927253,-42.262444,1.2064778330779882,-2.374363660812378,2.7874222,-1.6650269,18.788677,-7.34381552833106,0.067021705,0.0035688939969986677,0.026557416,0.0,0.20086949,0.9977666,-0.4105270193562337,-18.232471,-31.63855386309846,-5.428979438085401,-16.761015,0.22426774,1.0844283,-41.05270193562338,3.8310864,-43.497732317103456,48,0.07475410401821136,0.0012191699934192002,100,100,0.7681458900042344,0.34866884,-17.885218,0.22273311100434512,0.03874961,-42.054546,3.8432395,-38.60767155414331,-0.7568562,-63.74186914776658,10000,-31.63855386309846,2,-2.4082193,-1.3569673,100,-41.05270193562338,100,-0.31638553863098445,21.04370970333092,49000,0.0017763040086720139,1.0613147109979764,1.2756788,5.53578,100.0,53.32352347829146,5.5416903,-16.733751,-0.022522354656858756,-18.217182,490,-0.98352164,-0.01464861027205834,-10.518231201751176,0.80207723
10,7.05865509953578,8.065841,100,100.0,-1.3824954,10200,10.233111,-0.5258353,-16.57508,0.06613837799523026,0.9956569,0.0,-82.811844,0.9998081449934318,-79.56603,0.941841480430918,-2.5749869346618652,3.0934951,-1.7182134,20.100592,-2.4948293319426726,0.14624503,0.003373781015397981,0.025804097,0.0,0.17824987,0.9966007,-0.475907983379046,-19.61466,-19.8933767969905,-7.3037698894284775,-16.54312,0.24748676,1.0246454,-47.59079833790457,10.3490715,-54.64945343744035,49,0.07134219259023666,0.0012446939945220947,100,102,0.7618739189929329,0.344616,-19.770666,0.23014034298830666,0.04320589,-82.99921,10.330749,-40.53214323836879,-0.83576727,-53.57008160066404,10200,-19.8933767969905,2,-2.037091,-2.0249898,100,-47.59079833790457,100,-0.19893376796990495,16.795709943303642,50000,0.0019372139940969646,1.0647083289804868,1.4944665,0.24690288,100.0,54.39235761229065,0.24394926,-16.486439,-0.010339754219765959,-19.606749,500,-0.98662007,-0.015404292949341173,-9.627566757826662,0.84429497
10,0.38017349267182077,7.5317597,100,100.0,-1.4600247,10400,3.865425,-0.22952162,-16.485794,0.06560375800472684,0.99656904,0.0,-41.62709,0.23532873153063563,-40.967014,1.0508321811945966,-2.4857048988342285,3.1035635,-1.7778583,18.453617,-9.003260611123714,0.029419685,0.0025165450060740113,0.02173291,0.0,0.2022786,0.9801049,-0.27625478983609597,-17.841835,-27.792201354741117,-2.231404361381309,-16.524342,0.23436631,1.0742432,-27.62547898360959,3.8713071,-28.005652476281412,50,0.06820293515920639,0.001392610982293263,100,104,0.7817898629873525,0.31846997,-17.999079,0.22561145399231464,-0.0032693697,-41.886402,3.8406787,-27.24530549093777,-0.9924642,-66.12092460119847,10400,-27.792201354741117,2,-2.916691,-4.8588247,100,-27.62547898360959,100,-0.2779220135474112,16.066430031563826,51000,0.0019502580107655376,1.0788644889835268,1.5137829,0.22987263,100.0,55.47456051426707,0.21308981,-16.47399,-0.03824391376285488,-17.824287,510,-0.9920368,-0.008012824429061462,-11.349314192376236,0.7357624
10,17.21842391181593,7.710328,100,100.0,-1.4529821,10600,10.214082,-0.42979372,-0.5984076,0.06554091299767606,0.99506444,0.0,-80.44088,0.8306664603804826,-80.9702,0.9212523247691865,-1.865920901298523,3.083128,-1.8699154,20.799803,-3.6505753380873527,0.13879982,0.003364037984283641,0.035304163,0.0,0.18898457,0.9990734,-0.41411100011056656,-20.23374,-19.850245023775265,-5.145510650644421,-16.449492,0.3158816,1.3163328,-41.41110001105665,10.057477,-58.62952392287258,51,0.06525182723999023,0.0016251610068138689,100,106,0.7610282949754037,0.3212341,-20.2698,0.22451882698806003,0.022256937,-80.61117,10.0448265,-24.192676099240717,-0.9953356,-48.21689355845666,10600,-19.850245023775265,2,-2.8642948,-4.5889263,100,-41.41110001105665,100,-0.19850245023775265,13.339757522913803,52000,0.0020569680200424045,1.0581342019722797,1.8335121,2.7807865,100.0,56.53674313027295,2.8021662,-16.387915,-0.0012587523072321084,-20.190468,520,-0.93929493,-0.009098979736884692,-9.275257390192346,0.99617696
10,4.8209402187285875,5.662224,100,100.0,-1.5247666,10800,8.855118,-0.57815135,-0.18278502,0.06818424901575781,0.99554956,0.0,-85.692955,0.3753534649262779,-82.469894,1.5369320121911176,-2.2320022583007812,3.0487893,-1.8577302,19.304205,-5.419824305250415,0.05883426,0.0025036789884325117,-0.000912159,0.0,0.29899904,0.99134517,-0.27060824974147,-18.700306,-65.85313577106288,-4.047357291653425,-16.474672,0.2614429,1.1949915,-27.060824974147003,8.738505,-31.88176519287559,52,0.06248277798295021,0.0012338639935478568,100,108,0.7879248549870681,0.29117534,-18.488995,0.2213495559990406,0.002600987,-85.490135,8.752541,-22.239884755418416,-0.9786747,-428.78807383578555,10800,-65.85313577106288,2,-2.0493476,-2.6901093,100,-27.060824974147003,100,-0.6585313577106295,121.72985597292255,53000,0.001565986982313916,1.0827621899661608,1.3098587,5.4273014,100.0,57.62354592324118,5.457101,-16.439741,-0.03770213144412235,-18.731165,530,-0.9924578,-0.007849992170080682,-9.758273915364272,0.7885388
10,0.6575687268003456,8.441962,100,100.0,-1.5410218,11000,7.6892276,-0.25082192,-0.25215214,0.06515732599655166,0.99797547,0.0,-64.98613,0.15393355734254396,-65.82094,1.1170824501356902,-1.946840763092041,3.129933,-1.8781322,19.513704,-7.143440010827288,0.10892721,0.0031006259960122406,0.030982483,0.0,0.20483476,0.96474063,-0.24118712912781498,-18.576239,-29.682646455462258,-1.566788184305113,-16.265362,0.29482856,1.3075628,-24.1187129127815,7.2489324,-24.776281639581846,53,0.060098081827163696,0.0013616280048154294,100,110,0.7757435940147843,0.26920098,-18.434975,0.22459389301366173,0.0059043807,-65.12748,7.2538548,-23.461144185981155,-0.8426575,-61.670815904119294,11000,-29.682646455462258,2,-1.8486586,-3.8851557,100,-24.1187129127815,100,-0.29682646455462264,17.693495963295558,54000,0.0015411319909617305,1.0714981990167871,1.7129633,5.2595544,100.0,58.69894650919014,5.3060584,-16.26286,-0.05983062567704012,-18.584177,540,-0.9915801,-0.006447190122090679,-10.916212983356868,0.83756983
10,3.257956429336396,6.1470075,100,100.0,-1.5041025,11200,8.758164,-0.41169584,-0.95712984,0.06933184500667267,0.99746644,0.0,-78.9595,0.24792074917390006,-80.238785,1.8296231333284265,-1.5301116704940796,3.150552,-1.9263486,20.173897,-6.44594726198079,0.1640405,0.003409576980629936,0.10264788,0.0,0.3074242,0.98146254,-0.24304494938656077,-19.33482,-75.95243711408561,-2.9847457653474545,-16.31289,0.35648862,1.4634012,-24.30449493865608,8.478076,-27.562451367992477,54,0.05774599686264992,0.001245421008206904,100,112,0.7749598489899654,0.27071896,-19.282207,0.2327560209960211,-0.0026346082,-79.00888,8.490409,-21.046538509319685,-0.9842278,-582.2186129739861,11200,-75.95243711408561,2,-2.8586502,-2.6774058,100,-24.30449493865608,100,-0.7595243711408557,169.00571817141704,55000,0.0018484470201656222,1.0835511600016616,1.5359133,2.7574778,100.0,59.7855717871862,2.7392387,-16.265005,-0.017086332204496107,-19.30048,550,-0.99241304,-0.013136075423320641,-8.248971388003753,0.9760069
10,11.939156287015553,7.3820276,100,100.0,-1.5403452,11400,7.694569,-0.34402665,-0.25320598,0.0662946880038362,0.9968354,0.0,-57.86608,0.7440127775872364,-57.862045,1.1512872795053712,-1.8951839208602905,3.0564578,-1.8755645,19.851654,-8.976202347126494,0.13850589,0.003583657991839573,0.029635323,0.0,0.20018683,0.99347353,-0.34354817564049356,-18.917624,-33.02642226559541,-7.055492935164168,-16.23087,0.33467048,1.3442283,-34.35481756404934,7.045171,-46.2939738510649,55,0.055564798414707184,0.0012042910093441606,100,114,0.7676016570185311,0.29381377,-18.263796,0.23367720399983227,0.020678043,-58.27418,7.022823,-22.41566127703379,-0.96135247,-62.875730802068595,11400,-33.02642226559541,2,-2.6296203,-2.7235203,100,-34.35481756404934,100,-0.33026422265595407,18.55379533467409,56000,0.0019650750036817044,1.074326573027065,1.5462896,12.550005,100.0,60.86392266815528,12.485324,-16.153742,-0.06694641555288146,-18.887026,560,-0.9892635,-0.04264978877250046,-10.205461742339164,0.8961316
10,11.074303532467844,6.914096,100,100.0,-1.7157538,11600,7.011286,-0.5921099,-16.065174,0.06673418698483147,0.9963799,0.0,-72.1254,1.2937033309327974,-72.07928,1.0342781056853054,-1.3607025146484375,3.310413,-2.0666301,19.196106,-7.589355876576291,0.12993143,0.0035916760098189116,0.021589357,0.0,0.20096025,0.99918693,-0.48399770919741314,-18.293602,-27.569656144495355,-9.212138986891043,-15.991073,0.32868096,1.5352153,-48.39977091974133,7.0136228,-59.47407445220917,56,0.053517475724220276,0.0011991380015388131,100,116,0.7651183829875663,0.3030233,-18.496586,0.22946026900899597,0.039875995,-71.818756,7.038646,-37.325467387273484,-0.9909615,-52.420151437895974,11600,-27.569656144495355,2,-2.540392,-2.2228127,100,-48.39977091974133,100,-0.2756965614449535,15.316483423581127,57000,0.001976150000700727,1.0680798029934522,1.5090902,0.07082115,100.0,61.93612238616333,0.08290274,-15.958065,-0.03740384541502533,-18.272305,570,-0.99568015,-0.005054397365266113,-9.681718566968298,0.8493125
10,17.214007171310147,7.958934,100,100.0,-1.7387484,11800,5.376277,-0.5397226,-0.16917932,0.06308565501240082,0.99612886,0.0,-55.339024,1.2720431896060684,-56.284286,0.9971707731586262,-1.0825248956680298,2.917945,-2.0184052,18.60702,-10.24377249005895,-0.08904447,0.003347942983964458,0.028020957,0.0,0.20863879,0.9994776,-0.49028731875890275,-17.500032,-29.89364094266644,-9.41932677864139,-16.036837,0.2934315,1.6340401,-49.028731875890266,5.0487504,-66.24273904720042,57,0.05191199108958244,0.0014567470061592758,100,118,0.7835906769905705,0.28747147,-17.48468,0.22051907301647589,0.03625752,-55.731415,5.0187774,-31.81472470458012,-0.95261043,-49.52714563813538,11800,-29.89364094266644,2,-2.9757993,-2.867521,100,-49.028731875890266,100,-0.29893640942666444,12.279076114307863,58000,0.0020173809898551553,1.074017475999426,1.3111533,2.5868738,100.0,63.01425400111475,2.5954268,-16.059847,-0.09250121395653714,-17.5134,580,-0.99575424,-0.0091308077636164,-9.104861842336728,0.74613863
10,23.355472713883174,8.180214,100,100.0,-1.7260809,12000,13.023452,-0.20879033,-15.887721,0.06940235200454481,0.99863964,0.0,-80.78424,1.2206831613046176,-80.72217,0.8647800928806778,-0.1063549593091011,3.4840431,-2.0292456,21.231972,-6.0532939545920605,0.18569264,0.003348124009789899,0.021009587,0.0,0.17306702,0.99758476,-0.41069458871410774,-20.354769,-19.996096263766297,-9.604872692460802,-15.90846,0.39807236,1.9643986,-41.06945887141076,13.071884,-64.42493158529393,58,0.05041440948843956,0.0013047409884165972,100,120,0.7637374069890939,0.26088616,-20.439302,0.22835270399809815,0.02096269,-80.869385,13.023171,-17.713986157527586,-0.97005844,-57.451266929047655,12000,-19.996096263766297,2,-2.8272934,-3.869856,100,-41.06945887141076,100,-0.199960962637663,16.334879653725128,59000,0.0019404010090511292,1.0680857289989945,1.8197874,0.15007108,100.0,64.0864124991349,0.13161086,-15.931943,-0.01637382821367584,-20.355885,590,-0.9920837,-0.0018215429929325474,-10.703719110088086,0.99056053
10,18.349617380734863,7.6970606,100,100.0,-1.768951,12200,6.436513,-0.36817384,-0.70842546,0.06950771799893118,0.99755883,0.0,-61.528965,1.0686640572477326,-61.727116,1.6849136669167981,-2.0347445011138916,3.1509867,-2.0128515,18.461124,-4.869136789482068,0.022677181,0.003333748987643048,0.10089036,0.0,0.28864914,0.99901974,-0.36805937454820564,-17.596777,-68.79189064975058,-8.989215693387125,-15.879598,0.31314197,1.3250127,-36.80593745482057,6.016084,-55.155554835555435,59,0.04906250536441803,0.001833407994126901,100,122,0.7936294650135096,0.26451844,-17.340515,0.2285046369943302,0.037705366,-61.481304,6.003349,-18.45632007408571,-0.6391357,-527.1055506429208,12200,-68.79189064975058,2,-3.1157649,-4.847925,100,-36.80593745482057,100,-0.6879189064975061,153.19332476585657,60000,0.010229242994682863,1.1070382199832238,1.7124643,4.952412,100.0,65.19753376912558,4.947563,-15.875958,-0.041212631187045067,-17.58854,600,-0.9531352,-0.004230492279480545,-8.143019503709159,0.74946374
10,2.1295417691676413,8.820648,100,100.0,-1.7864141,12400,8.898213,-0.5200888,-0.12024113,0.06858768701204099,0.998223,0.0,-72.774864,0.2682356450802883,-75.89624,1.8003046375885723,-0.3741033971309662,3.2675405,-2.0486922,19.540474,-5.6102318714619654,0.20964003,0.0025190610031131655,0.10807332,0.0,0.31097656,0.988471,-0.18991804584007668,-18.187855,-74.22208919006907,-3.1018060814048067,-15.834282,0.3700579,1.8771834,-18.99180458400766,8.206737,-21.1213463531753,60,0.04754165560007095,0.0013010719849262387,100,124,0.7727785780152772,0.21657065,-17.961494,0.23037477198522538,0.017581308,-72.937675,8.217157,-16.86226281484002,-0.5557207,-511.37923381455835,12400,-74.22208919006907,2,-2.75148,-1.5749322,100,-18.99180458400766,100,-0.7422208919006916,146.6914418258915,61000,0.00196652501472272,1.0775276950153057,1.6131583,5.156318,100.0,66.27922099715215,5.159843,-15.796197,-0.010302657573984431,-18.185844,610,-0.98914945,-0.007681535639674727,-10.097192910831648,0.86915994
10,0.983379328450166,6.4987617,100,100.0,-1.8451213,12600,7.4733453,-0.5226507,-15.619079,0.06252031700569205,0.9953155,0.0,-61.33789,0.6168894817986849,-61.556606,0.7920466139990702,-1.213287353515625,3.16377,-2.1039934,18.818785,-10.86924728325256,0.09190312,0.003381568007171154,0.0135884555,0.0,0.19181776,0.9917922,-0.2790284050103042,-17.648094,-19.71221756080982,-5.113729317346854,-15.701062,0.33225378,1.6053264,-27.902840501030422,7.5048175,-28.886219829480588,61,0.046223580837249756,0.001419436011929065,100,126,0.7845965230080765,0.2568944,-17.714886,0.22773128398694098,0.013101337,-61.60759,7.4913177,-26.919461172580256,-0.9988635,-35.36112465953876,12600,-19.71221756080982,2,-2.4176044,-5.228039,100,-27.902840501030422,100,-0.19712217560809814,8.455688775885008,62000,0.0019591590098571032,1.0816082870296668,1.4417449,0.058677703,100.0,67.36474337117397,0.07277898,-15.712043,-0.026858828834080497,-17.649902,620,-0.9959766,-0.030559127096738727,-8.26078736363207,0.74560916
10,11.64591105711102,9.1253395,100,100.0,-1.8609718,12800,9.336197,-0.43021098,-15.557378,0.06386088998988271,0.99804074,0.0,-83.99171,0.7696527444128164,-79.489655,1.7644149347337328,-0.14887477457523346,3.4192007,-2.1563244,19.343771,-12.411327551330235,0.07266965,0.0033541730081196874,0.051206905,0.0,0.36712596,0.99877965,-0.29797338776681204,-18.181156,-102.46160655902936,-6.9539318741222695,-15.458122,0.36452827,1.9518957,-29.797338776681208,9.652466,-41.44324983379223,62,0.04527854174375534,0.0012316920037847012,100,128,0.7839301280037034,0.25164253,-18.306688,0.21943173601175658,0.037402377,-83.85543,9.663545,-18.15142771957019,-0.53566396,-397.06169539389936,12800,-102.46160655902936,2,-2.4667103,-2.4580164,100,-29.797338776681208,100,-1.0246160655902943,139.73387785133914,63000,0.0019380149897187948,1.073746634006966,1.4949635,0.2593457,100.0,68.44291488119052,0.27743864,-15.441894,-0.06606601776342814,-18.171528,630,-0.99518645,-0.012647845702336076,-9.873741431624678,0.8246602
10,3.951668519112994,8.106173,100,100.0,-1.7891204,13000,10.891171,-0.45900255,-8.104696,0.06554420001339167,0.99808806,0.0,-82.97719,0.8238247726103847,-79.866806,0.8952521763428982,-0.8369969725608826,3.3022673,-2.1310787,19.928553,-11.676123085775139,0.057129703,0.0033635729923844337,0.028424805,0.0,0.20164227,0.9952381,-0.34078997183394605,-19.080917,-23.68203323244051,-6.62524619537749,-15.420145,0.37975326,1.7315466,-34.0789971833946,11.565081,-38.03066570250759,63,0.044245652854442596,0.0012502500030677766,100,130,0.7769954150135163,0.2713494,-18.758501,0.22601947700604796,0.04961555,-82.95907,11.530667,-30.127328664281602,-0.6611262,-55.49793116601078,13000,-23.68203323244051,2,-2.808763,-3.364067,100,-34.0789971833946,100,-0.23682033232440514,12.99499136090462,64000,0.00194782399921678,1.075120739027625,1.7845222,18.419106,100.0,69.5222996211669,18.118164,-15.388045,-0.05396230773750896,-19.056726,640,-0.9940039,-0.02415119237042267,-10.055660928563933,0.9043219
10,5.415825963377403,8.695562,100,100.0,-1.7703316,13200,10.293154,-0.34270856,-0.2556957,0.07443008301197551,0.99885076,0.0,-71.76679,0.5760353096548331,-75.55247,0.9688371241389103,-0.17124968767166138,3.3291152,-2.1055005,20.56731,-3.5693900168836343,0.15274863,0.0033613700070418417,0.031867683,0.0,0.18970269,0.96157783,-0.27966646051412136,-19.240154,-21.667177095891795,-5.160508077335705,-15.39538,0.4415483,1.9454983,-27.966646051412127,10.37461,-33.38247201478953,64,0.04318587854504585,0.0013593290059361607,100,132,0.7749937020125799,0.273187,-18.808372,0.2259860589983873,-0.01189625,-71.74191,10.363715,-22.550820088034722,-0.99483323,-62.318520168390435,13200,-21.667177095891795,2,-2.7206454,-1.5707321,100,-27.966646051412127,100,-0.21667177095891793,15.826000978943675,65000,0.0019531860016286373,1.0820837290375493,1.771235,26.110334,100.0,70.6087572662509,25.82953,-15.398344,-0.028583763094069035,-19.221403,650,-0.9745648,-0.02754997876620081,-11.1614576526338,0.978963
10,11.86450301136231,7.6219435,100,100.0,-1.8797415,13400,4.438319,-0.4420255,-0.46905193,0.06539302601595409,0.99544895,0.0,-38.659374,0.9579479695375358,-38.553238,0.7294617599695824,-1.3705047369003296,3.2764044,-2.1550987,17.846565,-12.95588710649559,0.112176664,0.0033593389962334186,0.015588671,0.0,0.18303165,0.9968026,-0.39129431291866795,-16.66564,-25.031310756387292,-7.63170772128751,-15.080482,0.37779197,1.5668116,-39.12943129186678,4.1393127,-50.99393430322909,65,0.04226132482290268,0.001324046985246241,100,134,0.7761305799940601,0.26110634,-16.761328,0.22696755899232812,0.01773546,-38.518276,4.1397395,-27.264928280504467,-0.997603,-44.50626806291356,13400,-25.031310756387292,2,-1.968238,-3.9713547,100,-39.12943129186678,100,-0.25031310756387287,10.752001212762702,66000,0.0019520169880706817,1.0751265679718927,1.7328564,2.402235,100.0,71.68819359125337,2.3975399,-15.084015,-0.1092537200825494,-16.646717,660,-0.9895496,-0.0037886739210183096,-8.383847159472968,0.7937054
10,2.994848320578999,10.150915,100,100.0,-1.883048,13600,11.173412,-0.43176305,-0.25215214,0.06961584000964649,0.998382,0.0,-75.60913,0.32798582490180955,-76.97734,0.939954092838735,-0.0028969382401555777,3.3137598,-2.2541783,19.411491,-3.3334776209493526,0.10134867,0.0034122670185752213,0.026760265,0.0,0.18232633,0.8580988,-0.1926356111102791,-18.12484,-20.659789167630162,-3.4945028520983272,-14.973052,0.41797262,1.9990867,-19.26356111102791,10.603999,-22.25840943160691,66,0.041921138763427734,0.0013361919845920056,100,136,0.7735111319925636,0.20846741,-17.933601,0.2347702720144298,-0.012448881,-75.54358,10.62532,-16.268712790448912,-0.9930625,-50.768455875398885,13600,-20.659789167630162,2,-2.9283051,-4.262312,100,-19.26356111102791,100,-0.20659789167630163,16.037049452314672,67000,0.0017183010058943182,1.0843640040257014,1.6880357,6.7349,100.0,72.77698442523251,6.753705,-14.993949,-0.03205973731326668,-18.152607,670,-0.9759395,-0.014830944416266287,-10.027762800311166,0.90225905
10,8.186174832168508,9.463589,100,100.0,-1.8959153,13800,8.686712,-0.41194844,-0.32630563,0.06521658500423655,0.9977686,0.0,-76.540306,0.6294562750134562,-78.54438,1.2923344637383865,-0.011226918548345566,3.4105628,-2.2034268,18.55572,-1.899730118241743,0.11850687,0.0033305539982393384,0.061441,0.0,0.2694294,0.99867505,-0.26873218527174525,-17.143692,-48.84383057509785,-5.696362460677576,-15.0265045,0.3857065,1.9964796,-26.87321852717452,8.200655,-35.05939335934303,67,0.04120951145887375,0.001490316994022578,100,138,0.7717953660176136,0.24116103,-17.155798,0.2321972000063397,0.029475408,-76.59613,8.186555,-18.68704369500601,-0.48482332,-356.1665176093045,13800,-48.84383057509785,2,-2.5557432,-1.6258743,100,-26.87321852717452,100,-0.48843830575097796,103.45058473555446,68000,0.0019418949959799647,1.0759719170164317,1.4245926,2.3982751,100.0,73.85651905825944,2.4237592,-15.00154,-0.0028069461771669303,-17.118793,680,-0.98953545,-0.029841142156676905,-8.978246838554917,0.81697917
10,15.958218508263442,10.719598,100,100.0,-1.974043,14000,6.7013946,-0.55839336,-1.6255491,0.06973285102867521,0.99883074,0.0,-63.694443,1.095616174996441,-64.32519,1.370694777685271,0.5253462195396423,3.2528126,-2.260995,18.377558,-3.2330558262905265,0.0461544,0.0033474689989816397,0.043444425,0.0,0.22549555,0.9983047,-0.37367682820015935,-16.6454,-35.03869017780172,-8.442379418511976,-14.907649,0.38575783,2.1644,-37.36768282001593,6.399765,-53.32590132827937,68,0.04094729200005531,0.0013167569995857775,100,140,0.7615599679993466,0.24935722,-16.574114,0.23404383801971562,0.045396075,-63.719425,6.3684907,-21.409464311752487,-0.48330656,-59.288715459117874,14000,-35.03869017780172,2,-3.2898812,-1.7546751,100,-37.36768282001593,100,-0.3503869017780171,17.46555772222073,69000,0.00194416000158526,1.07194504304789,1.4234813,2.3296974,100.0,74.9326503513148,2.2911642,-14.897607,-0.023707128614926565,-16.651634,690,-0.99602515,-0.010528879267263296,-11.010337052276373,0.80631375
10,2.1683916147630455,8.149498,100,100.0,-1.9237689,14200,8.255005,-0.43301588,-14.7639675,0.0683937510184478,0.9980566,0.0,-74.64519,1.6945710062703376,-75.74917,0.989201611006492,0.7111887335777283,3.3714201,-2.308331,18.902903,-9.65437131973394,0.010855932,0.003374670021003112,0.023511749,0.0,0.19289196,0.9996974,-0.6123208198412758,-17.387688,-25.764671961937996,-10.292963349277297,-14.78106,0.46865302,2.2228332,-61.232081984127596,8.464459,-63.40047359889064,69,0.04111436754465103,0.0013136730121914297,100,142,0.7659679359931033,0.28210333,-17.441406,0.22379785700468346,0.072401255,-74.64007,8.432111,-59.06369036936455,-0.37059528,-58.52144554865653,14200,-25.764671961937996,2,-3.0806782,-1.659958,100,-61.232081984127596,100,-0.25764671961937996,17.01933950458113,70000,0.001942097005667165,1.0647899840550963,1.535298,0.35982043,100.0,76.00179377937457,0.30077687,-14.77855,-0.0321145369258747,-17.42336,700,-0.98998696,-0.00859239885602945,-10.023746171608638,0.90042824
10,11.447425397048669,7.822357,100,100.0,-1.966386,14400,4.6766214,-0.3997805,-0.30238715,0.06637412498821504,0.99857706,0.0,-36.676525,0.7042707929152117,-36.826485,1.1525699417290847,-0.020745931193232536,3.1568,-2.3092701,17.879105,-8.217196533902955,0.05993051,0.0033765409898478538,0.04045824,0.0,0.21192886,0.9969459,-0.27028046740288525,-16.332287,-30.956521591409228,-6.340201504988689,-14.628569,0.42730334,1.9934967,-27.028046740288538,4.146377,-38.475472137337206,70,0.04116763919591904,0.0013399880263023078,100,144,0.7789820100006182,0.21899423,-16.182064,0.22347770401393063,0.008372565,-36.729263,4.1343307,-15.580621343239871,-0.9854905,-58.42764227300292,14400,-30.956521591409228,2,-2.820894,-2.921055,100,-27.028046740288538,100,-0.30956521591409225,17.492238000922363,71000,0.001975924998987466,1.0755262930179015,1.4979427,4.2155724,100.0,77.08161524939351,4.1745715,-14.618109,-0.057471357134159046,-16.338245,710,-0.9857425,-0.007342118473826389,-10.431060167479089,0.85472655
