trainer/Q2 Predictions Min,trainer/Q1 Predictions Std,evaluation/Actions Min,trainer/Q2 Predictions Std,time/training (s),trainer/Policy log std Min,evaluation/Num Paths,evaluation/Rewards Std,evaluation/path length Max,exploration/Actions Mean,trainer/Q1 Predictions Mean,exploration/Returns Min,trainer/Log Pis Min,evaluation/path length Std,evaluation/Average Returns,trainer/Q2 Predictions Mean,evaluation/num paths total,trainer/Policy log std Std,exploration/path length Max,evaluation/num steps total,evaluation/Returns Max,exploration/Average Returns,evaluation/Returns Mean,exploration/path length Min,exploration/Num Paths,exploration/Returns Std,trainer/Alpha,evaluation/Rewards Max,exploration/Rewards Std,time/epoch (s),exploration/Actions Std,exploration/num paths total,evaluation/Rewards Mean,time/exploration sampling (s),time/logging (s),evaluation/Actions Std,exploration/Actions Min,trainer/Q2 Predictions Max,exploration/path length Mean,evaluation/Returns Min,trainer/Policy mu Mean,evaluation/Actions Mean,trainer/Log Pis Std,time/total (s),exploration/Returns Mean,trainer/Policy Loss,trainer/Policy log std Max,evaluation/path length Mean,Epoch,time/evaluation sampling (s),exploration/Rewards Max,exploration/num steps total,trainer/Policy log std Mean,time/saving (s),trainer/Q Targets Min,trainer/QF1 Loss,exploration/Actions Max,trainer/Policy mu Min,evaluation/Actions Max,trainer/Q1 Predictions Max,trainer/QF2 Loss,trainer/Log Pis Mean,trainer/Q Targets Mean,trainer/Policy mu Std,time/data storing (s),evaluation/path length Min,trainer/Policy mu Max,evaluation/Returns Std,evaluation/Rewards Min,exploration/Rewards Min,trainer/Q Targets Std,trainer/Log Pis Max,exploration/path length Std,trainer/Alpha Loss,trainer/Q Targets Max,replay_buffer/size,exploration/Returns Max,exploration/Rewards Mean,trainer/Q1 Predictions Min
-193.10486,63.035896,-0.9947094,63.09316,2.033272871020017,-2.7606475,15,1.3343574789826282,100,-0.025717622,-87.76026,-263.2006608262883,-3.3154263,0.0,-153.87355808616414,-87.731834,885,0.6411757,100,88500,-10.31999732306637,-149.30865800933753,-153.87355808616414,100,5,89.22163666447875,0.06904890388250351,-0.05804891853652348,1.400297369821848,2.5363265180494636,0.2440453,297,-1.5387355808616419,0.15232754702446982,0.0053901770152151585,0.16701964,-0.9990491,-31.553179,100.0,-294.1065526572066,0.045895163,-0.0022615402,1.3029674,160.24352112738416,-149.30865800933753,88.74097,-0.34360003,100.0,58,0.3401054309797473,-0.12304563195941472,29700,-1.8092487,0.0021148259984329343,-194.91133,298.58072,0.99394894,-2.7090845,0.99203116,-31.425932,297.94836,1.8850417,-85.76881,0.9098428,0.0031156660115811974,100,2.620857,115.21868363680879,-10.210692242348635,-10.824102765022886,63.635693,4.727476,0.0,-0.30726155638694763,-1.9455906,29700,-73.16776398267784,-1.493086580093376,-192.5686
-191.96898,62.132603,-0.9975613,62.051353,2.1672380390227772,-2.7443573,15,1.3492304669782649,100,-0.022876006,-86.60888,-298.9642272550511,-3.978661,0.0,-174.31417670882732,-86.608826,900,0.5715691,100,90000,-24.446184588888,-136.73437119429303,-174.31417670882732,100,5,120.33509638928199,0.06915253400802612,-0.18176449256079985,1.3473968356664887,2.6892540260450915,0.19961698,302,-1.7431417670882734,0.1519046299799811,0.004867711017141119,0.16187316,-0.99006873,-30.762566,100.0,-302.2173261765647,0.07768503,0.0025959043,1.6767896,162.9374766824185,-136.73437119429303,87.79882,-0.30939618,100.0,59,0.3599335600156337,-0.07021315271254885,30200,-1.9729867,0.002326565998373553,-196.84132,21.627428,0.9982591,-2.5919979,0.9992709,-30.673885,21.901432,2.1713886,-87.167435,0.8867094,0.002983520011184737,100,3.0196123,117.37455490479991,-10.692398309066176,-9.101066621223687,63.374153,8.990774,0.0,0.4578922986984253,-0.9153104,30200,-28.61655320502505,-1.36734371194293,-192.21255
-180.33371,58.616413,-0.99484456,58.63967,2.289708452008199,-2.7175326,15,1.4537415463915258,100,-0.008712578,-77.998276,-341.7121664791916,-1.4808798,0.0,-155.30574243767146,-78.00781,915,0.5831776,100,91500,-18.90930551565231,-215.67928120734524,-155.30574243767146,100,5,123.09297388153053,0.07015981525182724,-0.1618853663744205,1.4016428550151085,2.9078426630294416,0.21338205,307,-1.5530574243767143,0.22725922899553552,0.004909609007881954,0.18147926,-0.99627334,-30.579033,100.0,-337.21086541704534,-0.00071803806,0.018068537,1.390621,165.84982629743172,-215.67928120734524,79.20918,-0.4929868,100.0,60,0.38000370500958525,-0.05076761677839413,30700,-1.900989,0.0019802530005108565,-180.96771,1.3866851,0.98384464,-2.9094357,0.997317,-30.46829,1.2873508,2.2348816,-78.87111,0.8726735,0.003981415007729083,100,2.8844807,115.99208816494026,-11.595139033977013,-7.984707021274732,59.208424,7.173361,0.0,0.6240717172622681,-30.677057,30700,-55.04969957684086,-2.156792812073452,-180.08443
-193.73961,63.29162,-0.9973193,63.271893,2.127750231011305,-2.79797,15,1.4454155918351672,100,-0.018176448,-87.819405,-72.90463386753699,-4.499914,0.0,-167.7456283816948,-87.817345,930,0.59119993,100,93000,-27.926585311102777,-52.62422423447714,-167.7456283816948,100,5,17.613035761548463,0.07069943100214005,-0.2156161924316798,0.9956214080074474,2.6564316760050133,0.19337219,312,-1.6774562838169478,0.16210859100101516,0.0047891610010992736,0.19146393,-0.9984782,-30.498543,100.0,-331.6589566531737,0.10980517,-0.00035481452,1.4752443,168.51099177839933,-52.62422423447714,89.03687,-0.5097997,100.0,61,0.3567333660030272,-0.020107330555479756,31200,-1.9078139,0.001997700979700312,-192.40701,15.318074,0.9198571,-2.3310652,0.99735796,-30.490389,15.532832,2.010936,-88.44915,0.8505991,0.003052626008866355,100,2.6557188,108.25191494884547,-9.604920309725136,-9.17963021637944,64.72335,7.450296,0.0,0.028972983360290527,-1.3571432,31200,-31.284131649940733,-0.5262422423447716,-193.35423
-179.68158,62.746975,-0.997439,62.726147,2.225481944013154,-2.767333,15,1.338588164903333,100,0.007783746,-89.73012,-306.0388500687774,-1.9734428,0.0,-116.30009278190865,-89.68945,945,0.583616,100,94500,-38.98717632630458,-140.77947503019504,-116.30009278190865,100,5,104.52432435610991,0.06984780728816986,-0.33400998510714364,1.2888205536667832,2.781658006075304,0.23210384,317,-1.1630009278190865,0.1737332710181363,0.004821269016247243,0.182119,-0.99029255,-29.185968,100.0,-319.00436060925784,0.14284849,-0.026215555,1.4930564,171.29718148853863,-140.77947503019504,90.958786,-0.4536202,100.0,62,0.37254219100577757,-0.03227529060978516,31700,-1.8867726,0.0015424990269821137,-181.01942,305.70688,0.9949472,-3.8167884,0.98752004,-29.112425,308.7114,2.1680121,-88.44227,0.9119528,0.0035368319950066507,100,2.9341974,96.99368858532999,-9.127342284093304,-7.543859664448182,63.72938,7.509703,0.0,0.4471442699432373,-5.6589255,31700,-49.21597115045593,-1.4077947503019503,-179.88947
-183.33374,63.366394,-0.99710834,63.425438,2.151964880002197,-2.8425388,15,1.0819837733302744,100,0.016680237,-95.68018,-231.72076726754162,-3.9308398,0.0,-222.52591396009967,-95.64693,960,0.5835536,100,96000,-48.32559137657297,-93.5405804665225,-222.52591396009967,100,5,71.27209446842681,0.06864578276872635,-0.3254000621666573,1.1339214143644576,2.678863063978497,0.22166027,322,-2.2252591396009964,0.16336172900628299,0.005716182000469416,0.1668786,-0.99555844,-30.03343,100.0,-305.6482743922585,0.008084361,0.00076877815,1.5747203,173.98098606153508,-93.5405804665225,96.79478,-0.48309308,100.0,63,0.3511545179935638,-0.010341157632080286,32200,-1.8374695,0.0027858839894179255,-188.32117,295.8097,0.99827445,-2.7132907,0.99774724,-29.889776,295.70697,2.0745327,-94.296555,0.93963337,0.0038798709865659475,100,2.7563052,89.36687783383411,-10.135368058041603,-9.147968589537617,64.81164,6.7852592,0.0,0.19966056942939758,-1.647564,32200,-30.874092633616957,-0.9354058046652252,-183.09831
-190.53372,60.714283,-0.99844325,60.70804,2.3674395919952076,-2.8189704,15,1.4583726740839715,100,0.0009246879,-78.98009,-296.251221118361,-1.5527954,0.0,-146.89897161662162,-78.96417,975,0.62034285,100,97500,-28.46762701560639,-90.92004820360309,-146.89897161662162,100,5,105.04761494616268,0.07002540677785873,-0.11215698613654211,1.1136048555182296,2.9073110639874358,0.18273947,327,-1.4689897161662162,0.16025509900646284,0.005016205977881327,0.17666319,-0.9496314,-29.218952,100.0,-322.15288362787715,-0.053042315,0.010191737,1.4776212,176.8939390395244,-90.92004820360309,80.42644,-0.25494212,100.0,64,0.3694525769969914,-0.015180667039331994,32700,-1.9206945,0.0019463490170892328,-192.57455,1.461716,0.99217355,-3.3441675,0.995588,-29.142878,1.6030462,2.2919996,-79.81941,0.9037935,0.003201240993803367,100,2.755957,114.12770898067016,-10.138269232376196,-4.810784794354371,61.301407,7.693908,0.0,0.776397168636322,-29.277224,32700,-19.62726729413724,-0.9092004820360307,-191.16655
-178.61076,62.57385,-0.9977352,62.547085,2.3806701360153966,-2.7692165,15,1.4908623869412054,100,0.0072851456,-94.03105,-324.5612764460637,-1.4862785,0.0,-160.94732680021485,-94.004196,990,0.5788028,100,99000,-25.653080187592245,-157.02233890160127,-160.94732680021485,100,5,122.8138450962266,0.07120972871780396,-0.11307315025066168,1.4007112849581567,3.020499003032455,0.20799154,332,-1.6094732680021488,0.2103863850061316,0.004856785002630204,0.17120887,-0.9888919,-28.158052,100.0,-353.44421793926364,0.09051843,-0.008417054,1.3255196,179.91966916358797,-157.02233890160127,95.08727,-0.3177455,100.0,65,0.41905657399911433,-0.044006740170444265,33200,-1.8310189,0.001953444996615872,-181.62323,4.151251,0.9990315,-2.7907171,0.9975624,-28.15204,4.291794,2.0967655,-95.60922,0.9368873,0.003575678012566641,100,3.2769206,129.38707989508185,-10.485866296697568,-8.015584724670665,63.559006,5.783894,0.0,0.25566598773002625,-28.99065,33200,-27.419553034739913,-1.570223389016013,-178.17238
-180.19748,64.85616,-0.9965892,64.843994,2.139512574998662,-2.7686386,15,1.330777627720149,100,-0.0021750184,-94.251335,-252.96664442763492,-1.9141566,0.0,-143.26549679514295,-94.28788,1005,0.56609565,100,100500,-28.506024371431067,-90.10039997703599,-143.26549679514295,100,5,82.64559676835805,0.07215389609336853,-0.15575250114303554,1.2196691704758977,2.643925727054011,0.23500872,337,-1.43265496795143,0.1478927330172155,0.004932203999487683,0.16295819,-0.9985599,-28.731974,100.0,-295.9709836035629,0.10318077,-0.008272753,1.2552595,182.56765989860287,-90.10039997703599,95.366776,-0.38572508,100.0,66,0.3463353290280793,-0.03605396078177397,33700,-1.8762712,0.0022148980060592294,-179.79065,9.890786,0.9993158,-2.2680569,0.99804354,-28.681707,9.877243,1.816975,-94.35163,0.80979604,0.003037988004507497,100,2.5213182,106.48034575062564,-9.647429528415076,-9.214592049598794,65.529915,5.6548023,0.0,-0.4811425507068634,-0.30951494,33700,-32.19290554526817,-0.9010039997703599,-178.99915
-167.49489,57.740097,-0.9958122,57.743633,2.1154676980222575,-2.8056936,15,1.3061767634328012,100,-0.009892431,-76.378365,-329.09877643890525,-0.9429291,0.0,-169.9878951747938,-76.364975,1020,0.57711464,100,102000,-47.82849792235543,-162.42854634672665,-169.9878951747938,100,5,112.60664166822595,0.0724019929766655,-0.18819130534267808,1.4566987724873952,2.629845413088333,0.22775751,342,-1.699878951747938,0.15634371401392855,0.0047989100276026875,0.1579005,-0.9975846,-28.605848,100.0,-330.8717379975645,0.02017182,-0.014224793,1.2517692,185.2023534477048,-162.42854634672665,77.75163,-0.5219572,100.0,67,0.34825159100000747,-0.08393250900398233,34200,-1.9225094,0.001928281009895727,-170.61551,9.629047,0.99770427,-3.0764434,0.9789533,-28.503567,9.751365,2.145065,-76.49664,0.8625849,0.0030552190146408975,100,2.8066208,118.34398782667829,-9.901698133143139,-9.133837364475982,58.655434,5.9096403,0.0,0.3808784782886505,-0.5489701,34200,-50.853733272055905,-1.6242854634672668,-167.95717
-186.14146,59.822468,-0.99401987,59.815937,2.2779701859981287,-2.7594385,15,1.2370780711153466,100,-0.017041115,-76.748886,-279.0074186601307,-2.7918177,0.0,-133.43393950507763,-76.76365,1035,0.5706265,100,103500,-18.07118558362521,-131.9954183603357,-133.43393950507763,100,5,100.58997885323753,0.07327642291784286,-0.10901754624382184,1.3110527864017103,2.770727577008074,0.19883297,347,-1.3343393950507765,0.14839900398510508,0.0051765649986919016,0.1640674,-0.99947387,-27.94262,100.0,-282.5394554601242,0.083642654,0.01632297,1.2598294,187.97754156865994,-131.9954183603357,77.880684,-0.42753884,100.0,68,0.33420143800321966,-0.03778719386255831,34700,-1.9389752,0.001963884016731754,-190.74408,17.176176,0.8611903,-2.8647027,0.99796516,-27.867289,17.614363,1.9846966,-77.32172,0.77508056,0.0030165000061970204,100,2.6263592,99.51895254366958,-10.05737674281601,-8.792997533214281,60.863403,6.0248866,0.0,-0.03999682888388634,-0.75159883,34700,-43.20922683339755,-1.3199541836033566,-186.62726
-194.84267,62.28297,-0.99481434,62.285545,2.344951350009069,-2.760342,15,1.3981692441787232,100,0.02976757,-83.86887,-312.2035793282883,-5.8089476,0.0,-188.64262771321575,-83.86931,1050,0.5719981,100,105000,-29.740841555494036,-206.68720726846112,-188.64262771321575,100,5,90.8657047215904,0.07648374140262604,-0.11256954188325222,1.3744350089862427,2.92414145602379,0.23990817,352,-1.8864262771321574,0.17670534399803728,0.004855556006077677,0.18407965,-0.9747364,-27.187027,100.0,-324.96911344084486,-0.015484553,-0.0073663127,1.7287261,190.90623407569365,-206.68720726846112,84.61126,-0.11088236,100.0,69,0.3919830880186055,-0.38594960056538175,35200,-1.8463827,0.002046178007731214,-195.33714,8.613112,0.99852824,-3.0481315,0.99430126,-27.137987,8.508164,1.7768455,-84.2793,0.92428327,0.00359993998426944,100,2.92123,116.13446756330171,-10.396019935925946,-9.968142174895474,63.099667,8.130451,0.0,-0.5736569762229919,-0.19030114,35200,-87.66674706752818,-2.0668720726846117,-194.63925
-194.8515,62.995163,-0.98732066,63.003574,2.1127125269849785,-2.7424245,15,1.0437473278912188,100,-0.010519254,-89.808525,-282.3376419644159,-1.5674601,0.0,-108.19136790877626,-89.75259,1065,0.60237116,100,106500,-30.742689252957696,-170.91520583999483,-108.19136790877626,100,5,94.56578306394834,0.07671279460191727,-0.19988912386215738,1.1130369863056604,2.6921759469551034,0.20402864,357,-1.0819136790877626,0.17821277299663052,0.005240650993073359,0.13093635,-0.99735475,-26.686337,100.0,-281.8338768461638,0.047963265,0.00059471704,1.5993434,193.60309686660185,-170.91520583999483,90.83499,-0.07861607,100.0,70,0.3904031300044153,-0.17233679084344167,35700,-1.790379,0.001982574991416186,-197.32227,1.561346,0.99916476,-3.3813863,0.9950515,-26.748661,1.7328614,2.0678442,-90.526855,1.0193634,0.0036242909845896065,100,2.638933,91.12115421214949,-7.154985795136126,-7.598317288390594,63.69622,7.7079163,0.0,0.17420707643032074,-26.906109,35700,-57.29023184512084,-1.7091520583999484,-195.40437
-201.73682,61.89363,-0.9906983,61.885696,2.082277837995207,-2.808881,15,1.2331650092870645,100,0.0035039345,-84.90897,-301.19443444034687,-1.9435602,0.0,-132.3552664823327,-84.88301,1080,0.5655707,100,108000,-26.303963423904452,-155.7571352781125,-132.3552664823327,100,5,110.71780240808233,0.07493586838245392,-0.2451002156687678,1.4995290340632077,2.6026112549589016,0.2225962,362,-1.3235526648233271,0.15650580497458577,0.004811224993318319,0.16291092,-0.9962545,-26.213444,100.0,-284.94799301659214,0.094295174,0.012241374,1.2346729,196.21071557461983,-155.7571352781125,86.13327,-0.3938449,100.0,71,0.35380639499635436,-0.13812610053828264,36200,-1.9204772,0.0020016409980598837,-201.87885,223.26894,0.9981365,-2.4468265,0.9962273,-26.194807,223.65022,2.0543008,-83.66295,0.8073789,0.003208351001376286,100,3.3074741,107.49676003187892,-8.513260010052926,-10.529670232173608,61.92691,7.0916457,0.0,0.14070147275924683,-3.3751044,36200,-40.496855598655756,-1.5575713527811248,-201.52895
-194.01846,61.931225,-0.9971965,61.967365,2.0858035620185547,-2.7663784,15,1.3622026470991788,100,0.016296735,-81.94905,-287.2266048406941,-0.59264326,0.0,-141.89093915606165,-82.0246,1095,0.5669284,100,109500,-38.76804214972026,-189.97133139472595,-141.89093915606165,100,5,113.67177931523815,0.07589729875326157,-0.31677241542754325,1.346003932131508,2.6036898829916026,0.21519528,367,-1.4189093915606166,0.15752200299175456,0.004991890978999436,0.18085611,-0.9831737,-26.036306,100.0,-305.974047998462,0.1512508,0.005458632,1.2637626,198.81912931861007,-189.97133139472595,83.17554,-0.12859115,100.0,72,0.35041216501849703,-0.19117527945362778,36700,-1.9258732,0.0017719790048431605,-195.89856,7.903482,0.99947757,-3.2278109,0.99804604,-26.06243,7.674356,2.0216177,-82.24731,0.8264937,0.0031882829789537936,100,3.1046035,103.30123785272349,-10.244738854619913,-10.30193806739493,62.833496,7.4318285,0.0,0.05574144050478935,-0.9263722,36700,-44.17007388487541,-1.8997133139472593,-194.35463
-195.03181,59.387787,-0.9989779,59.33226,2.0754073839925695,-2.8072302,15,1.4352125792396189,100,-0.006167543,-74.14262,-300.5178747661909,-1.8076369,0.0,-109.67438356908578,-74.15999,1110,0.5201499,100,111000,-42.0929799054342,-160.22933541980473,-109.67438356908578,100,5,114.42086177696214,0.07560991495847702,-0.19269266150089112,1.4887233080695552,2.588005662022624,0.2156346,372,-1.0967438356908576,0.15665754899964668,0.004921341023873538,0.20080204,-0.9985404,-25.67663,100.0,-310.3106946613466,-0.030984068,-0.011870144,1.2044306,201.41138926061103,-160.22933541980473,75.38792,-0.026470244,100.0,73,0.34576351501164027,-0.15491447135579345,37200,-1.9709592,0.001949756988324225,-198.4783,7.712645,0.99793804,-3.667661,0.9981895,-25.669935,7.7920694,1.9425982,-74.62942,0.7623954,0.003306116006569937,100,2.8130236,97.0866133942274,-9.646706434122471,-9.37627410858609,60.24918,7.016224,0.0,-0.14823001623153687,-0.23145668,37200,-50.47192113532495,-1.6022933541980469,-195.04672
-167.74263,60.40793,-0.9982874,60.417225,2.0743954200006556,-2.6163695,15,1.3323227905448491,100,-0.0031920949,-77.35705,-283.0278010270121,-1.5865755,0.0,-146.45065824106308,-77.34476,1125,0.5395759,100,112500,-34.862970991672505,-130.21815182275617,-146.45065824106308,100,5,104.25435113384226,0.07660429924726486,-0.21212316329370107,1.1232047827811302,2.588151356030721,0.1895015,377,-1.4645065824106307,0.15698434101068415,0.004298012005165219,0.16832434,-0.98963326,-24.950909,100.0,-297.057603921976,0.002083752,-0.015007034,1.1718898,204.0040248496225,-130.21815182275617,78.41829,-0.57707566,100.0,74,0.3470841470116284,-0.07937225988285175,37700,-1.8841306,0.0019218169909436256,-169.70538,25.217937,0.9722521,-2.4446692,0.9924261,-24.874361,25.19664,1.852259,-77.56113,0.7756309,0.003467619011644274,100,2.4697158,109.18755130178984,-9.599350922890235,-5.645136870195204,61.625538,5.6014547,0.0,-0.3795531988143921,-1.8250144,37700,-41.65129595283938,-1.3021815182275618,-168.98343
-175.50392,54.772896,-0.99777174,54.72376,2.0770670530037023,-2.6428373,15,1.2678830360437796,100,-0.008612897,-69.235466,-262.6223478835669,-3.205175,0.0,-102.4322677766992,-69.263756,1140,0.52514255,100,114000,-13.92921856584355,-124.46291563619286,-102.4322677766992,100,5,97.36926073384235,0.0754629373550415,-0.12281733343373821,1.2213514834775316,2.586860865005292,0.18667005,382,-1.0243226777669918,0.15636894101044163,0.00504205099423416,0.17164557,-0.99899423,-25.470879,100.0,-285.73272904243817,0.117656395,-0.0071348394,1.4650656,206.59538162560784,-124.46291563619286,70.57303,-0.5616916,100.0,75,0.34299810498487204,-0.0057442216581557164,38200,-1.8647809,0.002011347998632118,-178.35217,0.59032017,0.95070606,-2.452184,0.9970341,-25.314053,0.66431415,1.9490683,-69.11667,0.84596056,0.0033733670134097338,100,3.1406338,100.67945792708468,-10.686794206949687,-9.073502262820993,55.160347,5.7124734,0.0,-0.13161180913448334,-24.752747,38200,-23.63740621205899,-1.244629156361929,-175.14767
-175.72346,57.854816,-0.99807876,57.823067,2.068834773002891,-2.620995,15,1.1889804514118842,100,-0.013216292,-73.283325,-281.2753119810372,-1.4329866,0.0,-169.9566803664556,-73.302605,1155,0.5813453,100,115500,-21.6213728464814,-99.8295446581863,-169.9566803664556,100,5,91.52918551564669,0.07277491688728333,-0.17951857373863175,1.0563002112045756,2.5894706579856575,0.2070423,387,-1.6995668036645566,0.15913423299207352,0.004807413992239162,0.16434826,-0.9992672,-24.318886,100.0,-266.7951715239971,0.11892455,0.0062852623,1.2220836,209.1894488086109,-99.8295446581863,74.64795,-0.32349935,100.0,76,0.35144269600277767,-0.020283783622199795,38700,-1.8359277,0.001940038986504078,-176.87854,1.16638,0.9875056,-3.6983526,0.9966854,-24.2933,1.1934918,2.0878894,-73.949295,0.8955265,0.0033115030091721565,100,3.0470016,90.91122500235348,-10.403208960939748,-8.207901036197134,58.539127,7.4803934,0.0,0.2302892655134201,-24.249105,38700,-31.192005986904178,-0.998295446581863,-175.22162
-184.59946,58.07044,-0.99666595,58.08321,2.079871550988173,-2.6868572,15,1.2511637516225584,100,0.0120980805,-74.085304,-251.18381512236903,-2.363803,0.0,-104.83590340252104,-74.07793,1170,0.5627372,100,117000,-24.538165701975796,-84.73827725088287,-104.83590340252104,100,5,84.16388734086246,0.07453873753547668,-0.1419917160574472,1.1844915374036833,2.5886754910170566,0.21919124,392,-1.0483590340252102,0.15458637502160855,0.004883339017396793,0.17130479,-0.99848086,-24.214788,100.0,-275.32262006241854,0.015941989,-0.0018489425,1.3996536,211.78266951660044,-84.73827725088287,75.058304,-0.31794998,100.0,77,0.34339321398874745,-0.025725820140404088,39200,-1.8991944,0.0023224309843499213,-190.11057,2.7982411,0.99938637,-2.77612,0.9951678,-24.244572,2.8293996,1.9876535,-75.11209,0.88868535,0.0036185810167808086,100,2.855814,95.31883701456006,-9.647555441230297,-9.34729905318867,59.10865,6.338216,0.0,-0.03205590322613716,-24.02463,39200,-28.626006579435,-0.8473827725088288,-185.10443
-173.5209,59.421932,-0.99834955,59.44274,2.0949592370016035,-2.7427223,15,1.3184075688435164,100,-0.011166092,-80.06009,-278.4539922440399,-1.9452423,0.0,-149.88805857740212,-80.08447,1185,0.6031884,100,118500,-19.82002822042877,-167.43242037841358,-149.88805857740212,100,5,96.85515270318437,0.07411091774702072,-0.1367738454927331,1.2579516375394986,2.6093686780077405,0.22919908,397,-1.498880585774021,0.15643983698100783,0.004850280005484819,0.185861,-0.9998945,-23.608223,100.0,-273.264869078171,0.13372211,-0.0074946075,1.285588,214.39649360062322,-167.43242037841358,81.10174,-0.4695329,100.0,78,0.3476592859951779,-0.037534009598332245,39700,-1.8079898,0.0021275489998515695,-175.93497,2.042921,0.9965175,-2.6240244,0.9980622,-23.570711,1.9808893,1.8867868,-80.82531,0.87698865,0.0033324890246149153,100,2.7561991,98.25221768688056,-10.228828497580878,-10.378937008406236,60.253742,4.520786,0.0,-0.2946022152900696,-23.492815,39700,-49.386206003424725,-1.6743242037841353,-173.19788
-196.51962,57.134583,-0.9895276,57.124695,2.1138320610043593,-2.8054852,15,1.176531662470342,100,0.0004314356,-68.88378,-72.97484609498702,-1.6864398,0.0,-139.9196167889413,-68.81516,1200,0.6307818,100,120000,-31.788145460057805,-53.159220467052776,-139.9196167889413,100,5,17.63501955422288,0.07568854838609695,-0.20239955442446514,0.4319915027856669,2.6272785840264987,0.18751763,402,-1.3991961678894131,0.15725294000003487,0.004816183005459607,0.17381707,-0.98465407,-23.184225,100.0,-272.730137999538,0.19705205,0.009055798,1.6788213,217.02804308664054,-53.159220467052776,69.929436,-0.22725536,100.0,79,0.3457084429974202,-0.02379792049607619,40200,-1.8888303,0.0023912129981908947,-195.42876,197.36134,0.9793968,-2.9243062,0.9958742,-23.195398,196.90291,1.9726648,-68.30832,0.94516146,0.003277744021033868,100,3.074027,94.1926117990144,-9.065405085848056,-4.201394923964122,57.702934,7.2015533,0.0,-0.07055249065160751,-4.286443,40200,-27.116189719903314,-0.5315922046705276,-197.08676
-181.15335,56.98864,-0.99770236,57.050007,2.0634509889932815,-2.8322754,15,1.0119780510019707,100,0.004419697,-72.70662,-232.74479295495425,-0.34111342,0.0,-73.57887522746377,-72.689,1215,0.5836682,100,121500,-23.34360725855358,-85.08272167112457,-73.57887522746377,100,5,74.39136983255993,0.07419270277023315,-0.10153735963495955,0.9982643176129103,2.5757279859972186,0.1995052,407,-0.7357887522746376,0.1553919819998555,0.004855354985920712,0.1663604,-0.9927487,-23.59234,100.0,-233.3998366044582,0.13565515,0.007919837,1.1105157,219.60788087759283,-85.08272167112457,74.052704,-0.20763147,100.0,80,0.3465405210154131,-0.03744760739702402,40700,-1.9738523,0.001948449993506074,-186.21916,21.288668,0.9965783,-2.8867414,0.9969801,-23.626795,21.022623,2.1844757,-72.73828,0.8573924,0.0035406890092417598,100,3.6248975,60.27497656058633,-10.028566329574344,-6.6085344746595664,58.772118,7.2909765,0.0,0.4798596501350403,-0.40605372,40700,-34.63346814919427,-0.850827216711246,-180.81831
-169.77809,57.50394,-0.9964025,57.39664,2.0746778399916366,-2.828659,15,1.4251868241633194,100,-0.0059808143,-71.24351,-247.59530738032495,-3.6904612,0.0,-137.53018344606758,-71.19211,1230,0.5567983,100,123000,-25.0881382403447,-124.02383463789378,-137.53018344606758,100,5,91.9130818316032,0.07272672653198242,-0.1883539877040902,1.2010719441522415,2.5912448820017744,0.21466982,412,-1.3753018344606762,0.158114749006927,0.004913276992738247,0.1909182,-0.9968006,-22.23401,100.0,-299.32291171092567,-0.029391479,0.0048619676,1.1904792,222.20271787262755,-124.02383463789378,72.56725,-0.51082575,100.0,81,0.3479386180115398,-0.02201464926081835,41200,-1.9862165,0.0020014689944218844,-170.3068,12.074402,0.99477,-2.4803588,0.99805677,-22.215538,12.004123,1.8726931,-71.52406,0.7334072,0.0035989290045108646,100,2.689852,113.22109430665562,-10.250281051539472,-7.545573212667548,57.76376,5.311624,0.0,-0.33366069197654724,-0.5432058,41200,-33.31020231146062,-1.240238346378938,-171.08047
-190.19173,58.599613,-0.99842864,58.588375,2.0848398899834137,-2.8593056,15,1.1631974723763647,100,0.0043767225,-76.63864,-259.23277422151597,-2.0789368,0.0,-101.85047717574439,-76.59526,1245,0.5345732,100,124500,-23.940324132236775,-137.1056434521714,-101.85047717574439,100,5,96.2968582606847,0.07568985223770142,-0.17153821996229246,1.4145757289826384,2.6119463219947647,0.243275,417,-1.0185047717574438,0.15766739801620133,0.004567005002172664,0.1743045,-0.99457175,-22.633121,100.0,-250.03970296031773,0.12723532,0.0033863615,1.357333,224.81910702161258,-137.1056434521714,77.61666,-0.36666322,100.0,82,0.3511504119960591,-0.06707408814921983,41700,-1.8605225,0.010712287010392174,-188.62267,8.455398,0.99817526,-2.7573028,0.9936143,-22.56939,8.4596815,1.9529866,-77.15683,0.8680384,0.0030093299865256995,100,2.968997,85.2662777647635,-9.23022039708466,-9.52740808872268,59.697025,6.571003,0.0,-0.12134479731321335,-1.5977435,41700,-57.61411803198351,-1.371056434521714,-191.75378
