trainer/Log Pis Std,trainer/Alpha,exploration/Rewards Std,trainer/Q1 Predictions Max,exploration/Returns Max,evaluation/Returns Std,exploration/num paths total,evaluation/path length Mean,exploration/Returns Min,trainer/Policy mu Mean,trainer/Q2 Predictions Std,evaluation/Actions Max,trainer/Alpha Loss,time/data storing (s),evaluation/Returns Mean,trainer/Q2 Predictions Mean,trainer/Q Targets Std,exploration/path length Min,evaluation/Returns Min,trainer/Log Pis Min,evaluation/Returns Max,evaluation/Actions Std,trainer/Log Pis Mean,trainer/Policy log std Min,time/epoch (s),trainer/Policy log std Max,trainer/Policy log std Mean,exploration/Returns Std,trainer/Q Targets Max,evaluation/Num Paths,evaluation/Rewards Min,exploration/path length Max,evaluation/Rewards Mean,time/total (s),evaluation/Average Returns,trainer/QF1 Loss,Epoch,trainer/Q2 Predictions Min,evaluation/num paths total,trainer/Policy mu Max,exploration/Num Paths,evaluation/path length Min,evaluation/Actions Mean,exploration/path length Mean,trainer/Q1 Predictions Min,exploration/num steps total,exploration/Actions Mean,time/logging (s),trainer/Policy Loss,exploration/Average Returns,exploration/Rewards Min,trainer/Q1 Predictions Std,exploration/Actions Max,evaluation/path length Max,time/saving (s),trainer/Policy mu Std,trainer/QF2 Loss,exploration/path length Std,trainer/Q Targets Min,time/evaluation sampling (s),exploration/Rewards Mean,evaluation/num steps total,trainer/Log Pis Max,trainer/Policy log std Std,trainer/Q Targets Mean,exploration/Rewards Max,exploration/Returns Mean,evaluation/Rewards Std,evaluation/Rewards Max,trainer/Policy mu Min,exploration/Actions Std,evaluation/path length Std,evaluation/Actions Min,exploration/Actions Min,replay_buffer/size,time/exploration sampling (s),trainer/Q2 Predictions Max,trainer/Q1 Predictions Mean,time/training (s)
1.6316278,0.0713610053062439,0.9600837118097595,-15.359882,-20.887823947812485,80.9734402363685,487,100.0,-99.4789266760969,0.06930276,27.236513,0.9988913,0.44504714012145996,0.002826992014888674,-119.01686545778851,-51.649498,27.427141,100,-253.0217414327059,-2.2461426,-30.793210706495554,0.18330836,2.1685665,-2.5277178,2.410713408025913,-0.17527905,-1.826481,27.44554137020456,-15.600772,15,-11.240877732102788,100,-1.1901686545778853,240.69887990501593,-119.01686545778851,0.786127,96,-140.23227,1455,3.3919966,5,100,-0.005577423,100.0,-140.26576,48700,0.008575194,0.004776507004862651,52.69287,-50.21180036658383,-10.08464393656497,27.25409,0.9999604,100,0.001928269979543984,1.0117091,0.79604787,0.0,-142.09445,0.33041588199557737,-0.5021180036658381,145500,8.830451,0.5679963,-52.238,-0.020220627029889877,-50.21180036658383,1.190513929187548,-0.0174743655743561,-3.573311,0.20494305,0.0,-0.9968815,-0.9976854,48700,0.13977483101189137,-15.429466,-51.65721,1.930990926019149
1.3604949,0.07256662100553513,1.0746924907853643,-15.203173,-33.39953548420697,48.30351963319211,492,100.0,-231.70501126909213,-0.02604638,30.82826,0.99835354,0.34048765897750854,0.0028137640038039535,-62.15976108140026,-49.468452,30.933247,100,-216.0206002808383,-1.579911,-6.284292785962302,0.15510868,2.1297936,-2.6412249,2.4089223320479505,-0.3235131,-1.8956798,80.63540415460223,-15.522531,15,-9.062005051053776,100,-0.6215976108140028,243.1122146169946,-62.15976108140026,0.5129657,97,-137.99756,1470,2.4900532,5,100,0.00051394716,100.0,-138.75882,49200,-0.011804499,0.0040835110121406615,50.58634,-116.47332385864044,-10.825807767895304,30.82622,0.9874761,100,0.0015583560161758214,0.8837823,0.4125139,0.0,-138.0223,0.3181503240193706,-1.1647332385864047,147000,7.808458,0.53766555,-49.655304,-0.015085830925675774,-116.47332385864044,0.8945393180604052,-0.011643733197150325,-3.0908883,0.19862506,0.0,-0.99697345,-0.9986223,49200,0.1412798659875989,-15.218492,-49.435802,1.9410365110088605
1.5799216,0.0732787474989891,1.0368950706740925,-15.417972,-68.97883337120076,68.19334686418489,497,100.0,-90.45498614657592,0.029244533,23.6794,0.99883485,-0.06108831241726875,0.0029080460080876946,-84.95198412166926,-47.37551,23.4381,100,-218.44514835096496,-4.1664786,-21.0828425078001,0.17907478,1.9766256,-2.6072757,2.4185703840630595,-0.599113,-1.8370365,7.9326419890558455,-4.692758,15,-9.96175019286258,100,-0.8495198412166922,245.53554707506555,-84.95198412166926,97.338196,98,-103.95936,1485,2.4426985,5,100,-0.0016370281,100.0,-103.609566,49700,0.017084833,0.004825044015888125,48.450455,-80.24166701195307,-7.9974252685686995,23.7014,0.9994745,100,0.001963372022146359,0.92123705,97.07989,0.0,-104.49511,0.33173243401688524,-0.8024166701195304,148500,5.264203,0.5947517,-46.299404,-0.016945450406514996,-80.24166701195307,1.0679624626824202,-0.08994273326261198,-2.2040539,0.23173375,0.0,-0.99507105,-0.9992381,49700,0.1411676730203908,-15.391466,-47.40083,1.9359738149796613
1.212133,0.07363426685333252,1.2425761763968708,-14.731696,-37.207471920833186,46.3477413438957,502,100.0,-99.542038187176,0.10025252,30.772358,0.9985281,-0.12184520810842514,0.0027745600091293454,-54.3593289834084,-48.316673,31.734274,100,-196.78551682597953,-1.7387002,-15.920608018702492,0.17492898,1.9532912,-2.4629989,2.400816746026976,-0.34898892,-1.8959421,20.05090616047716,-0.65195364,15,-9.217373991872677,100,-0.5435932898340841,247.94084215408657,-54.3593289834084,36.902267,99,-139.0412,1500,3.0148478,5,100,-0.0046619964,100.0,-139.17725,50200,0.00975074,0.004824275005375966,49.33175,-67.32500502892051,-10.752659170635205,30.755129,0.99992245,100,0.001970382989384234,0.87023073,36.66058,0.0,-135.3575,0.32927062900853343,-0.6732500502892048,150000,7.3490157,0.5412166,-48.239414,-0.0078119043178525045,-67.32500502892051,0.9321661598299438,-0.07647311669142999,-2.8053083,0.23307416,0.0,-0.9955203,-0.9986373,50200,0.1403324459970463,-14.840838,-48.350483,1.9216444530175067
1.423494,0.07369131594896317,1.019888276368032,-14.79728,-29.006932172020914,54.26419767079744,507,100.0,-242.55560992922392,0.12518582,27.203886,0.9979847,0.6309542059898376,0.002867165982024744,-82.93406705827167,-48.74215,27.711672,100,-257.27850954119,-1.8617969,-5.22499999897913,0.19338407,2.2419443,-2.4715734,2.4653781269444153,-0.21310484,-1.7884668,90.30607198126398,-14.792749,15,-10.445967553799235,100,-0.8293406705827168,250.41076630409225,-82.93406705827167,1.5049038,100,-113.79743,1515,3.9257555,5,100,0.001899386,100.0,-114.42038,50700,-0.001807662,0.004536652006208897,50.122215,-131.75950343879893,-5.145193395328194,27.183207,0.9868739,100,0.0019226059957873076,1.0186486,1.1055471,0.0,-118.33537,0.33421207597712055,-1.317595034387989,151500,8.002284,0.58572936,-49.252422,-0.022529144716030017,-131.75950343879893,1.1384888303977054,-0.03683917792347519,-3.0884235,0.19564624,0.0,-0.9974451,-0.9997179,50700,0.14047727000433952,-14.813874,-48.749924,1.9813623569789343
1.4853435,0.07210896164178848,0.9680600069650832,-14.242317,-38.42779584421058,53.23504155216184,512,100.0,-195.57832545528694,-0.028321248,26.245806,0.9994087,-0.3964816927909851,0.002855166996596381,-77.41020990628992,-42.511723,26.600813,100,-205.76283659538035,-2.4694717,-14.033008012625281,0.17514752,1.8492115,-2.4698427,2.4006658289872576,-0.18606992,-1.9599286,53.61713912615149,-14.605963,15,-11.117804173761693,100,-0.7741020990628992,252.81570040804218,-77.41020990628992,0.951033,101,-98.6269,1530,2.7540538,5,100,-0.0037111123,100.0,-98.597725,51200,-0.015031684,0.003556422976544127,43.73219,-93.459581403191,-8.144824602715142,26.276539,0.9992872,100,0.0019682029960677028,0.7694734,0.94002867,0.0,-99.478455,0.33018767600879073,-0.93459581403191,153000,6.956289,0.54014266,-43.206177,-0.02877021541130644,-93.459581403191,1.1446061470689135,-0.05375748348824666,-2.7740624,0.21351045,0.0,-0.99787796,-0.9952891,51200,0.143054170999676,-14.405073,-42.54773,1.9190441890095826
1.3789967,0.07201927900314331,0.7239293734135626,-13.921848,-46.00145221469376,38.12550516429826,517,100.0,-200.6904603834584,0.051619314,23.646616,0.9992799,-0.7194810509681702,0.002964929008157924,-72.67746943385063,-43.854557,24.00956,100,-193.39698433795309,-4.1813216,-22.914239028968954,0.18803808,1.7264882,-2.5039277,2.4309691010275856,-0.40334958,-1.9302984,57.6797005381466,-14.394408,15,-10.628945688986192,100,-0.7267746943385063,255.25097406213172,-72.67746943385063,0.7595565,102,-102.028465,1545,2.5777874,5,100,0.0006078758,100.0,-101.97012,51700,0.0022284524,0.004456335998838767,44.959793,-86.37931754266462,-6.02792061810041,23.646221,0.99171275,100,0.0019527260155882686,0.7534391,0.74276024,0.0,-102.55322,0.33064937099698,-0.8637931754266465,154500,5.782797,0.4822513,-44.52558,-0.059310373179157945,-86.37931754266462,1.0776255244638844,-0.0311230479312173,-3.2048874,0.1936284,0.0,-0.998518,-0.9970408,51700,0.14388935299939476,-13.920794,-43.860302,1.9470563860086259
1.3393064,0.07286033034324646,1.2112106629859272,-13.697736,-61.61246480290761,58.01387595200115,522,100.0,-199.83289190996322,-0.09747307,28.523865,0.9990229,-0.5267735123634338,0.002724522986682132,-101.36881678303934,-47.059845,28.819902,100,-197.8300309469058,-3.8980927,-18.302175538478934,0.1967487,1.7988772,-2.5101337,2.409711306972895,-0.3026763,-1.9998653,52.854902171868986,-2.283253,15,-10.677941419799943,100,-1.0136881678303935,257.66535235004267,-101.36881678303934,92.202736,103,-98.848,1560,2.162953,5,100,0.006310722,100.0,-98.65351,52200,-0.012976922,0.005129997996846214,48.305286,-100.56725307723816,-10.150352665322561,28.489017,0.998233,100,0.0019538039923645556,0.6792515,91.78813,0.0,-101.19114,0.32700246101012453,-1.0056725307723815,156000,5.2134867,0.4658555,-46.9141,-0.023016072499321187,-100.56725307723816,1.168820268765506,-0.0471155294456673,-2.8787992,0.25274384,0.0,-0.9987712,-0.9996424,52200,0.14050893500098027,-13.73699,-47.12821,1.932391585985897
1.6214783,0.07370448857545853,0.8463683250206032,-13.95892,-33.66450365541176,21.300225017508108,527,100.0,-84.63273521031225,-0.055148385,27.40054,0.9994783,0.6363621354103088,0.002937369019491598,-62.919442164558795,-45.535103,27.44502,100,-101.8107512424518,-1.9500388,-33.025358549947214,0.17246942,2.2440307,-2.5439777,2.3989523999916855,-0.07552642,-1.8452888,17.494221509125325,-13.949643,15,-11.304458257997442,100,-0.6291944216455881,260.06814512307756,-62.919442164558795,0.52790564,104,-148.59749,1575,3.0156164,5,100,0.012444641,100.0,-147.46382,52700,-0.0073757092,0.0035413540026638657,46.911747,-60.401681378602916,-7.4347134486468756,27.281496,0.99909437,100,0.0019757149857468903,1.0099522,0.58545536,0.0,-147.95842,0.3279086719849147,-0.6040168137860291,157500,7.501299,0.628754,-45.973133,-0.034122619347703116,-60.401681378602916,0.9212434664953002,-0.14970786498889152,-3.4397388,0.22186078,0.0,-0.9944689,-0.9996908,52700,0.1398839500034228,-13.953795,-45.419464,1.9227053399954457
1.3026743,0.07451467961072922,0.8635125567938177,-13.520256,-20.337294787581207,61.208320829422576,532,100.0,-79.02919121791766,0.08644544,26.94452,0.99931514,0.1393737494945526,0.0028999149799346924,-87.05784118286651,-50.11313,27.258804,100,-206.31225770932141,-2.6690094,-17.4241239504814,0.17716412,2.053674,-2.684531,2.4217835910094436,-0.16615583,-1.9293854,19.03351583293022,-13.75705,15,-11.299445155739228,100,-0.8705784118286651,262.4946188670583,-87.05784118286651,0.7787394,105,-106.24052,1590,3.0723913,5,100,0.0070260367,100.0,-106.10667,53200,0.012194859,0.004836269014049321,51.450882,-52.632707155966536,-9.553970307895181,26.96289,0.99880224,100,0.001959894027095288,0.84245425,0.7982944,0.0,-105.455864,0.33192842701100744,-0.5263270715596653,159000,7.5603647,0.5531214,-50.797718,-0.003916448274380351,-52.632707155966536,1.0467486998318127,-0.0575817992095794,-3.4446418,0.20123908,0.0,-0.99685645,-0.97631025,53200,0.14119215498794802,-13.400901,-50.106895,1.9389669309894089
1.123247,0.07360506057739258,0.9440218028210883,-13.533947,-40.93662734918091,47.35285817183973,537,100.0,-75.84909124816423,0.03889428,29.17739,0.9993055,0.04091869667172432,0.0028385269979480654,-64.17251278999342,-49.19308,30.346653,100,-219.2086125921746,-2.347395,-16.26326164769681,0.18455943,2.0156837,-2.5594463,2.408091954974225,-0.39529875,-1.863677,11.608120509658953,-1.0077516,15,-10.106457944655443,100,-0.6417251278999341,264.90708707706654,-64.17251278999342,44.934383,106,-104.1009,1605,3.5448978,5,100,-0.007792732,100.0,-104.460434,53700,0.0044585005,0.004737904004286975,50.492664,-61.916066726961596,-9.490728685622827,29.203903,0.9971551,100,0.001980178989470005,0.8942327,45.01799,0.0,-106.95203,0.3268697139865253,-0.619160667269616,160500,6.528867,0.5709591,-48.894268,-0.06461677308721823,-61.916066726961596,1.0684017110354933,-0.013028422622711743,-3.263418,0.22018468,0.0,-0.997182,-0.9955697,53700,0.14149107699631713,-13.636596,-49.202477,1.9301745539996773
1.3047702,0.07314572483301163,0.8836515679490775,-13.246242,-15.517548624093326,53.96712872145057,542,100.0,-185.5835714152801,0.0050454224,27.732162,0.9991581,0.24644216895103455,0.0029015409818384796,-66.39327953528003,-46.162804,28.113585,100,-192.4358250080021,-2.3604777,-12.111331417128683,0.17100777,2.0942278,-2.5565476,2.417162277008174,-0.4052604,-2.0429707,58.05015959958592,-13.408172,15,-9.121673520700945,100,-0.6639327953528003,267.32875247104676,-66.39327953528003,0.58603084,107,-131.44589,1620,2.490818,5,100,-0.0007315076,100.0,-132.34683,54200,0.011604904,0.004279712011339143,47.72988,-76.52559926596689,-8.100565286759622,27.757118,0.99797195,100,0.0016527030093129724,0.70197934,0.56370133,0.0,-131.00327,0.33503968600416556,-0.7652559926596687,162000,9.143278,0.4999698,-46.66963,-0.011759144029693976,-76.52559926596689,1.035877987404425,-0.03180487648805136,-3.243341,0.19701627,0.0,-0.9973651,-0.97633624,54200,0.14412059099413455,-13.300997,-46.21143,1.9291680440073833
1.4020491,0.07327799499034882,1.0821126005380604,-13.193204,-16.044357162274164,54.24522930561533,547,100.0,-73.09994253788074,-0.08926487,22.626986,0.99897635,0.40076836943626404,0.002828405995387584,-69.68880855231804,-41.295372,22.78886,100,-203.61394341568348,-2.1142275,-3.311384633084579,0.16534662,2.153337,-2.6054769,2.4281106459966395,-0.43945396,-1.9057488,24.67399247653162,-13.111321,15,-10.098104205185807,100,-0.6968880855231802,269.76087960603763,-69.68880855231804,0.67747813,108,-100.00631,1635,3.1820889,5,100,-0.0056243883,100.0,-99.99114,54700,0.0079677105,0.004745732003357261,42.524693,-44.38088599911414,-8.658907954973115,22.66902,0.99936104,100,0.01023221600917168,0.90894747,0.6057914,0.0,-100.98875,0.33122876001289114,-0.44380885999114134,163500,7.060602,0.5821797,-41.725773,-0.005011715614092881,-44.38088599911414,0.9806225668865671,-0.031818613557026094,-3.0303445,0.22924393,0.0,-0.99681145,-0.9996391,54700,0.1413159679796081,-13.298491,-41.294014,1.9377595639962237
1.3364903,0.07203467935323715,0.7921148233416105,-13.039776,-25.06065593130646,61.38075401942637,552,100.0,-191.5651262111223,0.061933823,28.273468,0.9988918,0.16233569383621216,0.0030516519909724593,-109.90054993639016,-48.065308,28.649986,100,-223.9553476456518,-1.3889883,-28.945003548204273,0.20033923,2.0617068,-2.6966848,2.425633711012779,-0.37524098,-1.9216783,63.11146614345838,-2.1102371,15,-10.340217620244092,100,-1.0990054993639018,272.1900704250729,-109.90054993639016,171.37605,109,-130.16069,1650,2.926136,5,100,0.0053262827,100.0,-129.40125,55200,0.018424634,0.0037189779977779835,49.17011,-66.26791391308664,-5.574566916386279,28.249926,0.9934211,100,0.0019853679987136275,0.8636952,170.85257,0.0,-132.6296,0.33085768899763934,-0.6626791391308663,165000,6.004409,0.5587984,-46.612183,-0.010565119393960962,-66.26791391308664,1.1213054490870162,-0.14825758697722136,-3.116786,0.18019389,0.0,-0.99754107,-0.8584973,55200,0.14372431501396932,-13.08629,-48.066605,1.942295709013706
1.7440426,0.07115033268928528,1.0948489216414115,-12.710413,-51.58328449868893,59.06674824431616,557,100.0,-84.71221725115804,0.07011247,29.037746,0.99888074,0.5530158877372742,0.002944145002402365,-90.34947797795273,-44.004883,29.544374,100,-206.34693918237153,-2.1129823,-30.163516082356114,0.1642069,2.209238,-2.8630733,2.4112499140319414,-0.15733252,-1.909946,13.6285862294389,-12.878578,15,-9.88155452835081,100,-0.9034947797795274,274.60592526203254,-90.34947797795273,1.266953,110,-141.2818,1665,3.7410455,5,100,0.0023431985,100.0,-139.9578,55700,0.014047712,0.00403748601092957,45.500835,-62.8362431369434,-8.68048819044156,28.937037,0.9996605,100,0.0019563550013117492,1.0090151,0.9217575,0.0,-142.45134,0.33005937602138147,-0.6283624313694341,166500,9.128535,0.6117083,-44.61394,-0.019819997476347495,-62.8362431369434,1.0100434172990547,-0.038342923121134756,-3.28036,0.23393013,0.0,-0.9974554,-0.9985468,55700,0.1408480140089523,-12.7648535,-43.95433,1.931404537986964
1.4145932,0.07036177068948746,0.8924173641664708,-12.961326,-46.60564553776129,55.61215965294936,562,100.0,-214.6048937786444,0.16278882,26.781525,0.99841833,0.565201997756958,0.002818570996169001,-68.78071395855994,-41.62135,27.210726,100,-198.22456640509319,-1.4562023,-17.99472293444596,0.16546898,2.212963,-2.6506763,2.3905982650176156,-0.3225695,-1.8502759,58.360761778893774,-0.45689875,15,-9.766987644880771,100,-0.6878071395855992,277.00105116004124,-68.78071395855994,13.723754,111,-97.8909,1680,3.4205837,5,100,0.004384098,100.0,-97.77014,56200,0.01202133,0.004796997003722936,42.996693,-101.05311038918704,-7.983042829734674,26.810167,0.99929136,100,0.0019559719949029386,0.9600876,13.716373,0.0,-97.90962,0.3275461060111411,-1.0105311038918705,168000,10.48093,0.59123456,-41.32505,-0.1266571010482735,-101.05311038918704,0.9540839047593015,-0.030180250558261058,-2.5945508,0.20895515,0.0,-0.9967422,-0.9913259,56200,0.14066404200275429,-13.027597,-41.584858,1.9128165770089254
1.5754629,0.07132414728403091,0.584396619575238,-12.496941,-18.19575405190394,55.87766113101527,567,100.0,-79.62563986644379,0.17235245,29.826681,0.99881595,0.2223980575799942,0.0029318890010472387,-86.84993725057976,-46.57668,30.088987,100,-215.02682056894577,-2.2993236,-14.393589635972209,0.18280816,2.0842235,-2.5683322,2.4035710480238777,-0.34435022,-1.8704795,21.706178203927266,-12.593545,15,-9.478127721343855,100,-0.8684993725057978,279.40916231108713,-86.84993725057976,0.51504713,112,-125.63815,1695,3.7156715,5,100,0.0048753093,100.0,-125.304474,56700,0.0020800496,0.00482043600641191,47.99436,-47.133660262126696,-6.7844718291811885,29.843584,0.99679273,100,0.0015709820145275444,0.9394783,0.4996768,0.0,-127.963425,0.32623793798848055,-0.471336602621267,169500,10.529895,0.5679087,-47.02734,-0.015686357013220912,-47.133660262126696,1.0042975503521807,-0.060467116695139454,-3.0332603,0.19480887,0.0,-0.9970875,-0.99861366,56700,0.14139072701800615,-12.65188,-46.5701,1.9266190759954043
1.4148359,0.0714925229549408,0.7845089179646537,-12.434635,-34.47333951280621,45.43924866937822,572,100.0,-76.59451660456223,0.054140385,29.217558,0.9989608,-0.2050653100013733,0.002966553991427645,-58.90788922052231,-39.97339,29.345259,100,-203.13085982074253,-4.351099,-9.984034341013759,0.1818536,1.92227,-2.6840782,2.4146842139889486,-0.16081199,-2.0194826,16.1293243979637,-1.9138507,15,-8.913167474648985,100,-0.5890788922052229,281.8283846640843,-58.90788922052231,85.65157,113,-124.91718,1710,3.907782,5,100,-0.006657684,100.0,-125.05719,57200,0.0066864183,0.004785016993992031,41.43863,-50.716204868528735,-7.648957107598704,29.233389,0.99447936,100,0.0019517219916451722,0.77513134,85.397224,0.0,-130.40247,0.32610037599806674,-0.5071620486852874,171000,8.46839,0.5508731,-39.47869,-0.07710130235253519,-50.716204868528735,0.9380504683884564,-0.029274493127008406,-2.901009,0.20766833,0.0,-0.99760234,-0.9924837,57200,0.14409127400722355,-12.471776,-39.982914,1.9347892710065935
1.2449945,0.0734579935669899,1.307928774689915,-12.219043,-28.98816040054582,38.92999266315037,577,100.0,-211.9705095348158,0.09743286,26.000423,0.9972696,0.2887328267097473,0.00287541002035141,-64.99348466589396,-41.908066,26.665024,100,-192.88311600344292,-1.1635814,-24.800229237000348,0.1679067,2.1105785,-2.7296884,2.4147744280053303,-0.33407167,-1.9444916,81.26336412874647,-0.124246,15,-9.318577326292926,100,-0.6499348466589396,284.24737653904594,-64.99348466589396,22.568932,114,-128.32825,1725,2.78284,5,100,-0.0029235198,100.0,-128.47546,57700,-0.03479073,0.004353916010586545,43.473244,-112.4086774695061,-10.447845498897419,26.0214,0.52770144,100,0.0019473519932944328,0.83899647,22.681173,0.0,-127.86298,0.330076882004505,-1.1240867746950611,172500,6.5632925,0.5660163,-41.592518,-0.012141474175586838,-112.4086774695061,0.9134177146600917,-0.11323630957919553,-3.009747,0.20782505,0.0,-0.9983619,-0.999522,57700,0.14189071499276906,-12.259084,-41.917397,1.9336301529838238
1.3996822,0.07373363524675369,1.1875008054263376,-12.350689,-60.769844610205624,65.94134157536644,582,100.0,-74.08057879964883,0.099556446,29.133038,0.9992921,0.3412654995918274,0.0031424069893546402,-79.41545149686651,-43.34471,29.17335,100,-215.3958771897139,-3.5878878,-19.26901150730271,0.17389175,2.1308887,-2.5667684,2.4879849730059505,-0.33431485,-1.9776288,4.644890146357599,-2.0473983,15,-9.785185706479554,100,-0.7941545149686647,286.73943381002755,-79.41545149686651,87.13543,115,-135.43896,1740,3.098438,5,100,0.0027250678,100.0,-135.20998,58200,0.03507649,0.0035972970072180033,44.838974,-66.03516973156277,-9.726501074520687,29.149084,0.9990081,100,0.0019514329906087369,0.7782769,86.873764,0.0,-137.06512,0.32626414101105183,-0.6603516973156277,174000,6.9079604,0.5303057,-42.501747,-0.026543588634167926,-66.03516973156277,1.0397737432658332,-0.12058739622545958,-3.0846384,0.23757692,0.0,-0.99396914,-0.97062224,58200,0.13986834700335748,-12.400717,-43.370434,2.0131613480043598
1.1139705,0.07326392084360123,1.0556418916172643,-12.173712,-53.00560412902428,66.47567486264245,587,100.0,-83.89110467977245,0.12850074,26.16312,0.9958894,0.24285529553890228,0.0029051719757262617,-84.3140994769715,-40.61458,26.275566,100,-194.08512265370075,-1.6605072,-13.185909157916033,0.16036195,2.0929134,-2.7567518,2.4358505609852728,-0.18488231,-2.0070815,10.734838996945513,-12.179686,15,-8.125431125254536,100,-0.843140994769715,289.17937228406663,-84.3140994769715,0.357451,116,-101.2466,1755,3.652128,5,100,-0.0030334704,100.0,-101.0892,58700,0.031141477,0.0048320530040655285,42.199574,-70.85182623709231,-9.544293435406273,26.137087,0.99994373,100,0.0019383979961276054,0.80064535,0.3050338,0.0,-102.67877,0.3259627119987272,-0.7085182623709234,175500,5.5605974,0.5578606,-40.978325,-0.09003233309450412,-70.85182623709231,0.9553742755034152,-0.04395351508909226,-2.6161582,0.21804392,0.0,-0.9966792,-0.96959335,58700,0.14137702001607977,-12.289757,-40.560863,1.9588352059945464
1.3729343,0.07246684283018112,0.9875624121682515,-11.851107,-43.24932869812949,65.29044516687091,592,100.0,-64.79985862313909,0.030905351,21.697697,0.99818134,-0.08121196925640106,0.002888462971895933,-78.89039855810314,-37.212105,22.739866,100,-218.9725960785913,-3.337965,-10.288078903029426,0.18473986,1.9690558,-2.5987227,2.4285405979608186,-0.2559983,-1.9375601,7.336017016076251,-0.6029785,15,-9.973987891781588,100,-0.7889039855810313,291.61212778900517,-78.89039855810314,26.57123,117,-100.17475,1770,3.1467347,5,100,0.0018821643,100.0,-100.00749,59200,0.014657535,0.004990390996681526,38.577972,-55.578024598103944,-8.208626488902294,21.704313,0.9992511,100,0.0019480669870972633,0.7983132,26.60107,0.0,-102.84361,0.3375780060014222,-0.5557802459810396,177000,6.4769664,0.54204386,-37.03292,-0.02862892252385419,-55.578024598103944,1.0962253613803803,-0.044087968760065835,-2.64602,0.22298779,0.0,-0.99838674,-0.99782634,59200,0.1390763930103276,-11.938405,-37.23575,1.942059277993394
1.3247161,0.07192201912403107,0.9813307389574892,-12.010508,-24.160584148494404,25.74997112519689,597,100.0,-187.82181483602756,0.10538533,26.470682,0.9992536,-0.2402808517217636,0.0029167729953769594,-57.780900929690475,-43.770767,26.90832,100,-107.33905828693564,-2.467261,-10.617535706273616,0.18335044,1.9087176,-2.5544472,2.410527177969925,-0.24674761,-1.9543208,60.35757967500123,-1.7913276,15,-10.20415610049707,100,-0.5778090092969047,294.0269235939777,-57.780900929690475,15.678851,118,-102.18124,1785,3.8493352,5,100,0.0060817706,100.0,-101.99226,59700,-0.022492055,0.00478552799904719,44.998085,-71.11836624742767,-8.689428044935486,26.458868,0.6410786,100,0.0019442449847701937,0.7809101,15.618795,0.0,-103.50766,0.3269589930132497,-0.7111836624742767,178500,6.6629286,0.50113404,-43.87893,-0.021113093994603916,-71.11836624742767,0.9729763917352233,-0.008758898100180008,-2.6991591,0.18199483,0.0,-0.99720985,-0.9973666,59700,0.14152208299492486,-11.922049,-43.758457,1.9323995559825562
1.4840828,0.07118431478738785,1.00602305343599,-11.888578,-22.753505919072254,71.44451728502172,602,100.0,-195.57303225863146,-0.032877672,28.253433,0.9989556,0.2110561728477478,0.0029446609842125326,-102.2853350060799,-42.955276,28.533854,100,-212.93439602725158,-1.2325715,-29.079624738675808,0.20389374,2.07987,-2.6351879,2.43596396499197,-0.3035882,-1.909231,71.06203642420844,-0.22023705,15,-9.88439015231864,100,-1.022853350060799,296.4670799499436,-102.2853350060799,1.9414101,119,-138.02219,1800,3.539648,5,100,-0.0050681997,100.0,-137.81474,60200,-0.021953626,0.004796042980160564,44.13574,-108.6655542235776,-7.48766095740612,28.232815,0.92635804,100,0.001953888015123084,0.91219336,1.9731938,0.0,-137.5035,0.3343631260213442,-1.086655542235776,180000,9.576721,0.5689984,-42.99233,-0.013787540776671383,-108.6655542235776,1.2401076303762222,-0.05483110826651874,-3.0786953,0.1977305,0.0,-0.99819547,-0.9973972,60200,0.14253038098104298,-11.884216,-42.893925,1.9493758660100866
1.2358217,0.07103386521339417,1.1337874095283766,-11.14108,-14.166783812624542,59.07854797250166,607,100.0,-212.42917931836791,-0.07418958,27.657953,0.9922725,0.4940681457519531,0.0029405090026557446,-63.04381105242267,-39.302067,27.883926,100,-204.8518740616982,-2.1216545,-6.709723821367132,0.16387099,2.1868086,-2.7609406,2.4330972700263374,-0.5035923,-2.021529,84.08754730189564,-1.2213049,15,-10.27201713604178,100,-0.6304381105242266,298.9042528459977,-63.04381105242267,86.82706,120,-132.92712,1815,2.9215126,5,100,-0.015499122,100.0,-133.22437,60700,-0.028922832,0.0048055200022645295,40.61745,-100.04241945150216,-10.494467851377395,27.674437,0.9787179,100,0.009760546003235504,0.82846624,86.99233,0.0,-136.64261,0.3294840719900094,-1.0004241945150216,181500,5.923327,0.54395074,-38.824295,-0.022769010301280965,-100.04241945150216,1.0582651776445078,-0.024265065907063045,-3.107591,0.21006778,0.0,-0.99901146,-0.9995834,60700,0.14071525901090354,-11.119728,-39.34917,1.9453913640172686
