exploration/Actions Max,trainer/Q2 Predictions Mean,trainer/Q Targets Mean,trainer/Log Pis Std,evaluation/Actions Std,exploration/Returns Min,trainer/Policy log std Std,time/data storing (s),evaluation/Average Returns,trainer/Q1 Predictions Mean,trainer/QF1 Loss,trainer/Q1 Predictions Std,evaluation/num steps total,exploration/num paths total,evaluation/path length Min,Epoch,trainer/Q2 Predictions Max,evaluation/num paths total,trainer/Q Targets Std,trainer/Alpha Loss,exploration/num steps total,trainer/QF2 Loss,evaluation/path length Std,trainer/Log Pis Min,trainer/Q1 Predictions Max,trainer/Policy log std Mean,trainer/Q1 Predictions Min,trainer/Q2 Predictions Min,evaluation/path length Mean,trainer/Policy mu Min,exploration/path length Min,evaluation/Rewards Max,evaluation/Returns Std,exploration/Actions Mean,trainer/Log Pis Mean,exploration/Returns Std,time/saving (s),exploration/path length Max,trainer/Policy log std Min,exploration/Rewards Std,evaluation/Num Paths,exploration/Actions Min,evaluation/path length Max,time/exploration sampling (s),exploration/Rewards Min,exploration/Average Returns,time/epoch (s),evaluation/Actions Min,trainer/Q Targets Max,trainer/Policy mu Std,exploration/path length Mean,evaluation/Rewards Std,exploration/Returns Mean,time/training (s),exploration/Rewards Mean,evaluation/Returns Max,trainer/Log Pis Max,evaluation/Returns Mean,trainer/Q Targets Min,exploration/Num Paths,trainer/Policy Loss,evaluation/Returns Min,evaluation/Actions Max,exploration/Rewards Max,exploration/Returns Max,evaluation/Rewards Min,trainer/Policy mu Mean,time/evaluation sampling (s),trainer/Q2 Predictions Std,exploration/Actions Std,evaluation/Rewards Mean,exploration/path length Std,replay_buffer/size,time/logging (s),evaluation/Actions Mean,trainer/Alpha,trainer/Policy mu Max,trainer/Policy log std Max,time/total (s)
0.99557066,-20.872604,-20.983572,1.3909525,0.18736991,-96.82274030117091,0.17306775,0.0030334280017996207,-34.07507639029083,-20.875961,2.772147,11.312746,16500,57,100,10,-15.415746,165,11.657248,-2.6322500705718994,5700,2.7795868,0.0,-3.382619,-15.449871,-0.84017044,-68.797,-68.962,100.0,-2.310652,100,-0.09150444457752631,15.052909282212843,-0.02769912,0.096130125,16.436488573706306,0.0020484220003709197,100,-1.0789698,1.0080663749572032,15,-0.9943078,100,0.15841808100230992,-9.148742790061606,-74.03141044415806,2.7161462150033913,-0.97978616,-0.49601662,0.8071634,100.0,1.0536459227379245,-74.03141044415806,2.195808719996421,-0.7403141044415804,-15.841468892990386,4.5684466,-34.07507639029083,-70.98463,5,19.5767,-64.0130623062915,0.97674847,-0.03130268141654407,-54.784211632304036,-10.884679748883405,-0.07555632,0.35198847600258887,11.323648,0.43347836,-0.3407507639029083,0.0,5700,0.004849087999900803,-0.022560887,0.250860333442688,2.2931736,-0.42822638,30.145862419994955
0.9782255,-22.073536,-22.290884,1.7342179,0.1662928,-87.78942151479211,0.17004387,0.002970355999423191,-34.4431918222278,-22.086016,3.6902795,13.390558,18000,62,100,11,-15.809418,180,13.765227,-2.8667755126953125,6200,3.7576275,0.0,-4.5694714,-15.850267,-0.87942386,-76.266174,-76.28789,100.0,-2.5501204,100,-0.10110537563654856,14.49372078165486,-0.019983405,0.115926154,11.240350102518317,0.002073395997285843,100,-1.1277477,0.924010500434812,15,-0.99763584,100,0.16541323000274133,-9.34365482582885,-67.4277926042652,2.680235904001165,-0.9862755,-2.2021365,0.8696763,100.0,0.8630308345117422,-67.4277926042652,2.155465167998045,-0.6742779260426521,-18.4855417954388,4.956013,-34.4431918222278,-77.1278,5,20.851435,-67.32032828015139,0.92493963,-0.0048046177639566815,-54.5664099163758,-9.734149350946318,-0.11279232,0.3490484970025136,13.393329,0.42918947,-0.344431918222278,0.0,6200,0.005265257001155987,-0.029047018,0.2183050960302353,1.9298495,-0.41625908,32.830595033985446
0.9917258,-21.420666,-21.35905,1.6194757,0.16676092,-62.6594944517279,0.18446735,0.0029643979942193255,-28.43567363321756,-21.404251,2.8451698,11.766387,19500,67,100,12,-16.570942,195,11.909452,-2.547628402709961,6700,2.8643172,0.0,-2.2590477,-16.555012,-0.9396148,-74.75102,-75.09164,100.0,-2.5290234,100,-0.1190522191913847,15.103740104913717,-0.010220373,0.46497,7.6080065398480485,0.0022624060002272017,100,-1.2325386,0.618239884908273,15,-0.9954059,100,0.15501603000302566,-5.8987726595688,-56.10698246634369,2.7967917529967963,-0.98709565,-0.515804,0.84766555,100.0,0.8539794386160077,-56.10698246634369,2.280958606999775,-0.561069824663437,-13.12905158126291,6.5201616,-28.43567363321756,-74.614784,5,20.850197,-65.2259395582622,0.9752485,-0.0342916097455774,-43.569620710902555,-10.221005739373911,-0.1321141,0.350426928998786,11.784169,0.4158633,-0.28435673633217556,0.0,6700,0.005163383000763133,-0.015119421,0.19015279412269592,2.2996292,-0.48889607,35.63175420297921
0.91703534,-19.713123,-19.833597,1.2666485,0.18572822,-71.21786090475048,0.17925999,0.003134154001600109,-31.32260177404256,-19.714008,0.21290603,7.900038,21000,72,100,13,-16.88193,210,7.928744,-3.1325292587280273,7200,0.21191882,0.0,-2.7598486,-16.91661,-0.99976486,-68.96776,-68.88441,100.0,-2.506197,100,-0.07734442188430164,14.07751451702439,-0.024254395,0.25725678,10.90740993533271,0.012738281999190804,100,-1.2738134,0.7865809562281533,15,-0.99630624,100,0.18873655700008385,-7.988995937124147,-54.98362722683903,2.9687409739999566,-0.98571855,-16.71149,0.7207348,100.0,1.0076087466225143,-54.98362722683903,2.318403634999413,-0.5498362722683903,-11.704729100048889,5.276365,-31.32260177404256,-69.974495,5,19.306408,-65.05232652347767,0.98588884,-0.01946527123334638,-43.25214786184409,-10.788501382543933,-0.008021728,0.4409293889984838,7.9021645,0.40727252,-0.31322601774042563,0.0,7200,0.004798957001185045,-0.020247703,0.16567197442054749,2.1246996,-0.47705618,38.60444699098298
0.95445126,-21.29084,-21.484713,1.778241,0.15915054,-80.19408731382185,0.19413652,0.00340983500063885,-21.26514864951217,-21.27973,0.21998428,10.587327,22500,77,100,14,-17.122004,225,10.463516,-2.909980535507202,7700,0.21324873,0.0,-3.148116,-17.108732,-1.0489906,-67.41595,-67.247986,100.0,-2.6102643,100,-0.07117035534520091,10.60541569762078,-0.024369033,0.49410114,17.19816062416218,0.0019968069973401725,100,-1.3668436,0.9798025301568306,15,-0.9956552,100,0.18040859399479814,-9.496103210939348,-57.54206084736696,2.9667968759895302,-0.9892878,-17.121521,0.86897504,100.0,0.6541998851762886,-57.54206084736696,2.399042470002314,-0.5754206084736695,-10.831644629401136,6.709202,-21.26514864951217,-67.88198,5,20.659357,-48.97312654325351,0.98695564,-0.04208637535959407,-39.299973990603824,-8.403279051596316,-0.032822035,0.3767129069965449,10.577034,0.40395322,-0.21265148649512172,0.0,7700,0.005226262997894082,-0.006770035,0.1447634994983673,2.425275,-0.5531702,41.57605193897325
0.9923133,-21.890417,-21.771519,1.6432564,0.17930721,-82.88091034667367,0.20700914,0.0037911679974058643,-38.892556386529485,-21.873013,8.941325,11.647113,24000,82,100,15,-17.107975,240,12.314922,-2.700369358062744,8200,8.950816,0.0,-3.1783319,-17.143871,-1.1210916,-79.90951,-79.662865,100.0,-2.617865,100,-0.1750242033424578,17.78035325160077,-0.022128945,0.69183874,17.023139848375585,0.0020357359971967526,100,-1.4443035,1.0627149505257447,15,-0.9952959,100,0.20064416999957757,-9.36766035500251,-60.86729285425254,2.979036515993357,-0.988556,-0.13683629,0.8618425,100.0,1.008933147827007,-60.86729285425254,2.371407872000418,-0.6086729285425253,-19.540135323107524,6.785837,-38.892556386529485,-81.68181,5,21.542479,-72.91557566823194,0.98625284,-0.005568311158008996,-44.12500057830886,-10.791564373406414,-0.11656976,0.3955882180016488,11.648971,0.3740951,-0.38892556386529503,0.0,8200,0.005569351997110061,-0.016536284,0.1268797069787979,2.381481,-0.5929771,44.55996136197791
0.94989496,-20.74757,-20.819468,1.4236567,0.19377315,-75.16652614896739,0.23080327,0.004127904001506977,-51.404709190427006,-20.751822,0.42973375,10.055157,25500,87,100,16,-17.419138,255,9.689814,-2.7307915687561035,8700,0.4250606,0.0,-2.8993082,-17.440002,-1.2425486,-83.97998,-83.941574,100.0,-2.8255856,100,-0.23758626382913173,18.435601391193018,-0.027623165,0.75339264,13.78494395914476,0.002220035996288061,100,-1.5906613,0.8981178974477733,15,-0.99855924,100,0.16485838699736632,-8.270560287835051,-54.28813002581355,2.666734931000974,-0.99250776,-17.404308,0.81470704,100.0,1.1981980259647624,-54.28813002581355,2.1336313680003514,-0.5428813002581357,-25.07392686831605,7.621436,-51.404709190427006,-79.40905,5,20.897243,-79.71561646337699,0.9259535,-0.015848878425094595,-35.59726845883938,-10.455094381226287,-0.010653757,0.35723265100386925,10.06732,0.35152125,-0.5140470919042702,0.0,8700,0.004664585001592059,-0.040215533,0.11182421445846558,2.5298154,-0.59691006,47.23066171396931
0.75867414,-20.594898,-20.328543,1.5281984,0.20195086,-73.9042054947444,0.2648245,0.0030789610027568415,-40.98505779325144,-20.611843,3.264173,8.024428,27000,92,100,17,-17.640549,270,8.152977,-2.3516082763671875,9200,3.2055843,0.0,-2.1458485,-17.64258,-1.3130484,-59.451214,-59.71009,100.0,-2.7105415,100,-0.1437213816236611,16.47036749449263,-0.044020247,0.9814628,12.450518962581032,0.0021682680016965605,100,-1.6667092,0.9624379285741363,15,-0.9959949,100,0.16432750900276005,-9.756200812494324,-50.430224127523346,2.744083188001241,-0.9928117,-0.31878367,0.8360543,100.0,1.1484605021065744,-50.430224127523346,2.2067091100034304,-0.5043022412752334,-17.39888642927809,7.164466,-40.98505779325144,-60.54165,5,20.99604,-72.44644466369867,0.99144983,-0.010892937348730002,-39.195919192122396,-10.461956390928917,-0.08412151,0.36195281699474435,8.008722,0.35202545,-0.4098505779325142,0.0,9200,0.005846522995852865,-0.021207007,0.09935546666383743,2.43487,-0.49902442,49.978628601980745
0.99555063,-20.242638,-20.470213,1.5189356,0.1846689,-75.92959754312047,0.2614694,0.003128926000499632,-43.20151171369354,-20.238688,0.29018348,7.174471,28500,97,100,18,-17.404692,285,7.1883106,-2.5900847911834717,9700,0.30203083,0.0,-3.3071682,-17.422508,-1.3640869,-59.152554,-59.401524,100.0,-2.6943164,100,-0.14838425205290223,18.98233467402401,-0.017062362,0.93252856,10.490009003025687,0.002161199001420755,100,-1.681171,1.2115787404820673,15,-0.9991519,100,0.1741021420020843,-9.106666806932171,-62.12863543728368,2.8098668930033455,-0.9952581,-17.351044,0.81381047,100.0,1.0182585518076965,-62.12863543728368,2.259223783003108,-0.621286354372837,-24.39546685608535,6.93489,-43.20151171369354,-59.332047,5,20.29947,-82.38934380587683,0.9921157,-0.013802436008803794,-49.102585681928375,-11.60736477267619,-0.006063576,0.36634252299700165,7.171796,0.3450178,-0.43201511713693536,0.0,9700,0.004908319999231026,-0.016277768,0.08833803981542587,2.2580574,-0.56927377,52.79300171598152
0.9950676,-21.108006,-21.05413,1.5633527,0.18414173,-81.14172705373412,0.26008895,0.0032315940043190494,-28.772471931098288,-21.10075,3.0900514,10.245983,30000,102,100,19,-17.516003,300,10.652939,-2.408984899520874,10200,3.0814624,0.0,-2.0862432,-17.489046,-1.3651768,-73.68533,-73.89507,100.0,-3.0378804,100,-0.09680727695258982,14.206614628787614,-0.020702675,1.0516498,15.466564287276016,0.001982628004043363,100,-1.6854,1.114133427641747,15,-0.9982819,100,0.15930959699471714,-9.766584705468802,-52.71989772975062,2.644312811004056,-0.9947435,-0.43257594,0.9011643,100.0,0.9241989911521968,-52.71989772975062,2.1231132059983793,-0.5271989772975063,-11.334374282383914,6.8806343,-28.772471931098288,-75.57767,5,21.594175,-64.88654334371105,0.99214804,-0.015908417583889913,-39.90630429204736,-11.181891160407647,0.0041019325,0.35117743400041945,10.298479,0.34329537,-0.28772471931098287,0.0,10200,0.005498352002177853,-0.019060927,0.07883333414793015,2.8138313,-0.39382923,55.44125865199021
0.93499184,-21.140354,-21.137661,1.5928816,0.18816556,-81.31191543649534,0.3460502,0.0029772350026178174,-35.79556449185234,-21.127966,6.3851633,10.504209,31500,107,100,20,-17.257284,315,11.042188,-1.7876842021942139,10700,6.361056,0.0,-4.9337754,-17.231554,-1.459234,-75.76586,-75.98016,100.0,-2.8953426,100,-0.0965800956712953,16.486942835873123,-0.039865702,1.3271155,21.54209792751676,0.0025211130050593056,100,-1.8081537,1.2412540787337814,15,-0.99862945,100,0.164070182996511,-10.058705307240928,-53.579620933908735,2.630328551000275,-0.99448603,-0.1616719,0.9345302,100.0,1.022176095605172,-53.579620933908735,2.1063103879932896,-0.5357962093390874,-15.261580011638715,8.072115,-35.79556449185234,-77.86209,5,21.6188,-65.77293612073977,0.99344313,-0.005184378189743163,-26.97479565620372,-10.06441730786519,-0.016252533,0.3496076310038916,10.506479,0.30599454,-0.3579556449185234,0.0,10700,0.00484200099890586,-0.026234899,0.07016108930110931,2.800853,-0.44784558,58.07603557498078
0.99187124,-20.228533,-20.424244,1.623166,0.18861552,-47.07571001787305,0.33592042,0.003166877999319695,-43.96595856197239,-20.216776,0.20390736,7.499723,33000,112,100,21,-17.23827,330,7.395054,-1.7862194776535034,11200,0.19395773,0.0,-2.3558848,-17.225597,-1.5722814,-59.106834,-58.97,100.0,-2.8414378,100,-0.21802368938807945,16.539231684411426,-0.013130348,1.3536688,6.131260689193683,0.0020345099983387627,100,-1.9479904,0.5148026926635925,15,-0.9948978,100,0.1586256649970892,-6.114534146949457,-36.688664140767905,2.631256887987547,-0.9950286,-17.175732,0.8980874,100.0,1.0282939198426204,-36.688664140767905,2.111539397999877,-0.3668866414076791,-23.411338027150926,7.44736,-43.96595856197239,-57.677624,5,20.838346,-75.69656208976468,0.99347454,-0.0011615922839493837,-28.140632131699142,-9.905405175239931,0.015401811,0.3510991239963914,7.475504,0.26576293,-0.4396595856197241,0.0,11200,0.004791312996530905,-0.011655178,0.06305079162120819,2.5183704,-0.60566264,60.71164256697375
0.9938993,-19.228361,-19.297247,1.2570926,0.17536035,-78.48535859559566,0.30586907,0.0030419459944823757,-29.592734989934463,-19.215704,0.13080834,5.388837,34500,117,100,22,-17.212479,345,5.4089355,-1.7472120523452759,11700,0.12173152,0.0,-2.0745883,-17.20442,-1.6230664,-53.77359,-53.73906,100.0,-2.8179495,100,-0.13078046139295016,12.798761405472849,-0.026839193,1.3892876,20.65847228721193,0.002172221997170709,100,-1.9292766,1.3717940501521835,15,-0.99819213,100,0.16627494899876183,-10.32372882939942,-54.517231263531,2.6781908510020003,-0.99675643,-17.136742,0.80579114,100.0,0.8138263044131877,-54.517231263531,2.1450030940031866,-0.54517231263531,-15.504677248151738,4.9762974,-29.592734989934463,-53.59414,5,20.044104,-59.828417599692614,0.9962331,-0.013775185793065286,-26.180141670914548,-10.34369665235829,0.023479221,0.3562596360061434,5.408442,0.3045336,-0.29592734989934455,0.0,11700,0.005439004002255388,-0.014172404,0.057204246520996094,2.4749682,-0.45524666,63.39422084896796
