evaluation/Actions Min,time/evaluation sampling (s),trainer/Alpha Loss,Epoch,exploration/Average Returns,time/data storing (s),evaluation/Rewards Mean,time/saving (s),evaluation/Rewards Std,time/training (s),evaluation/path length Max,trainer/Q2 Predictions Max,trainer/Log Pis Min,exploration/Rewards Min,trainer/Q2 Predictions Min,time/total (s),trainer/Policy log std Std,trainer/Q Targets Mean,exploration/path length Std,trainer/Policy mu Max,evaluation/path length Min,trainer/Q1 Predictions Std,evaluation/Rewards Max,exploration/Rewards Max,evaluation/Rewards Min,trainer/Q Targets Std,time/epoch (s),trainer/Q Targets Max,trainer/Q2 Predictions Mean,evaluation/Returns Min,evaluation/Returns Mean,replay_buffer/size,trainer/Policy log std Min,exploration/Actions Std,evaluation/path length Std,trainer/Log Pis Std,time/logging (s),trainer/Policy log std Mean,exploration/Actions Max,evaluation/Actions Mean,evaluation/num steps total,evaluation/num paths total,evaluation/Actions Max,evaluation/Returns Max,exploration/Returns Std,exploration/num paths total,trainer/Q2 Predictions Std,exploration/num steps total,trainer/Log Pis Mean,exploration/Rewards Mean,evaluation/Average Returns,evaluation/Returns Std,evaluation/Num Paths,trainer/QF2 Loss,trainer/Q1 Predictions Max,exploration/Returns Min,time/exploration sampling (s),trainer/Q1 Predictions Min,exploration/path length Max,trainer/Policy mu Min,trainer/Policy mu Std,trainer/Q Targets Min,exploration/path length Mean,evaluation/Actions Std,exploration/Actions Min,trainer/Policy mu Mean,evaluation/path length Mean,exploration/Returns Mean,trainer/QF1 Loss,exploration/path length Min,trainer/Q1 Predictions Mean,exploration/Rewards Std,exploration/Returns Max,trainer/Policy log std Max,trainer/Log Pis Max,trainer/Policy Loss,trainer/Alpha,exploration/Actions Mean,exploration/Num Paths
-0.9992131,0.32930836599553004,0.2462628334760666,77,-38.7848578839629,0.002957952005090192,-0.5028492520622643,0.001954208011738956,0.9965241748415578,1.9579688839730807,100,-10.387278,-4.492692,-10.621685061936716,-66.51875,190.3777084496105,0.53371626,-21.761385,0.0,3.1785765,100,13.219964,-0.048320855313476414,-0.01423920255520741,-8.64472357139184,13.353126,2.438706946995808,-10.215725,-21.633223,-113.37181458047591,-50.284925206226426,39200,-2.5678184,0.251658,0.0,1.5932239,0.0048839490045793355,-1.9545208,0.9997777,0.0031194063,117000,1170,0.9976706,-22.099413351746534,14.907711557210455,392,13.230453,39200,2.0841978,-0.387848578839629,-50.284925206226426,28.92473743724875,15,0.10419834,-10.337648,-61.54892716966189,0.14163358800578862,-66.05172,100,-2.6947582,0.8537788,-66.59912,100.0,0.2027257,-0.9921278,0.10832913,100.0,-38.7848578839629,0.11186689,100,-21.59369,1.135206943248559,-17.371512216360866,-0.304456,7.7345247,23.199097,0.053676288574934006,0.038827866,5
-0.99488825,0.33206048200372607,-0.05473843961954117,78,-45.86962238606335,0.002864648005925119,-0.3468618622552563,0.0019474230066407472,0.8740540101096345,1.9499037700006738,100,-10.181765,-0.90476716,-8.456002633969284,-62.485096,192.8188798595802,0.43928,-20.355137,0.0,2.9302669,100,13.432673,-0.02603485190032164,-0.005064894555843704,-9.569381424454201,13.601034,2.4368388059956487,-0.10874444,-20.310247,-84.539846586239,-34.68618622552563,39700,-2.5630307,0.27466434,0.0,1.383655,0.0048551819927524775,-2.0098429,0.9993794,0.011567548,118500,1185,0.9984469,-9.504067595925706,11.36731121564136,397,13.400073,39700,1.9814528,-0.4586962238606336,-34.68618622552563,23.87070785318307,15,2.7716594,-10.16408,-60.78967465982987,0.1452073009859305,-62.930614,100,-2.9015503,0.68016386,-61.294586,100.0,0.17556317,-0.99976766,-0.022008343,100.0,-45.86962238606335,2.7730386,100,-20.324797,1.0720372614690126,-31.32135742521616,-0.29233086,8.61934,21.980085,0.05226873606443405,-0.010855489,5
-0.9994944,0.3284506459895056,-0.21335767209529877,79,-30.37270492762234,0.003001606004545465,-0.3620763888395707,0.0019428769883234054,0.7971168079574518,1.961746650020359,100,-9.901973,-1.4180944,-7.596745240992688,-69.37778,195.2641664055991,0.5027017,-21.930914,0.0,2.950895,100,14.494997,-0.019866952312408048,-0.0046380492145277,-10.629220551834893,14.90333,2.4407518719672225,-0.8394807,-21.771345,-87.2871582066398,-36.20763888395707,40200,-2.5081148,0.22843362,0.0,1.4718509,0.004248074983479455,-1.9779153,0.9995583,-0.0037074299,120000,1200,0.99766815,-7.557855574950863,11.230476616514304,402,14.455025,40200,1.9280343,-0.30372704927622346,-36.20763888395707,27.289004127798197,15,7.589237,-9.89728,-50.12033768906279,0.14136201798100956,-70.3467,100,-4.0885973,0.8330136,-71.66653,100.0,0.17984284,-0.997303,0.03135492,100.0,-30.37270492762234,7.5169764,100,-21.774101,0.6877815529671499,-16.869340430153713,0.0639933,8.650936,23.335482,0.05157243460416794,-7.836104e-05,5
-0.9987909,0.322708882013103,0.5147038698196411,80,-35.293096409133106,0.0028890020039398223,-0.334909610804618,0.0019663980056066066,0.7698428595603156,1.930779036018066,100,-9.896221,-3.3028436,-7.402085352302302,-74.16417,197.6750780006405,0.5183184,-23.07443,0.0,3.3413506,100,14.687007,-0.02207502466743848,-0.0032955419667083704,-8.641146763290587,14.855949,2.406372411031043,-10.030973,-22.732368,-101.48152741299303,-33.4909610804618,40700,-2.5902348,0.22756568,0.0,1.4974664,0.004889901989372447,-1.9088024,0.99603003,0.009375195,121500,1215,0.99905974,-9.35554181238441,24.835014296608584,407,14.71548,40700,2.1733139,-0.3529309640913311,-33.4909610804618,27.91461901495985,15,0.29319695,-9.91806,-80.36747156550864,0.14313919100095518,-73.93745,100,-3.1792016,0.89585805,-75.22835,100.0,0.17563757,-0.99614364,0.0016780567,100.0,-35.293096409133106,0.26842752,100,-22.708508,0.5589003461881314,-14.03796194019762,-0.3159079,8.007669,24.53529,0.051320165395736694,-0.006014946,5
-0.99934536,0.32859409699449316,-0.08451646566390991,81,-24.613207396237975,0.0029792989953421056,-0.38537345133952705,0.0019517230102792382,0.9234342542461708,1.9552589950035326,100,-9.7084465,-1.9422023,-7.385633759266662,-48.831955,200.11869787157048,0.5053768,-19.227911,0.0,2.9221613,100,12.150872,-0.0062830932711190595,-0.009617883434567567,-9.744058291919112,12.30254,2.4390465049946215,-0.10821695,-19.190004,-113.87155477325136,-38.53734513395271,41200,-2.59101,0.21082187,0.0,1.3552458,0.004868158983299509,-1.9992348,0.9987406,-0.0054070777,123000,1230,0.99765384,-5.5690548807757505,10.679491999086304,412,12.157767,41200,1.9715149,-0.24613207396237985,-38.53734513395271,36.978481396800476,15,1.0947288,-9.757918,-44.623405917202334,0.14539423200767487,-48.55708,100,-2.4099262,0.782694,-49.184006,100.0,0.17402516,-0.9993681,0.050091162,100.0,-24.613207396237975,1.1081637,100,-19.204288,0.6398990559313201,-14.16308038101763,-0.5470799,6.6446953,20.491758,0.05145302414894104,-0.010582213,5
-0.99951637,0.3257123370131012,-0.6062728762626648,82,-42.97940726388091,0.0030470530036836863,-0.5533658949229109,0.001950017991475761,1.0460153223639084,1.9434006740048062,100,-9.602545,-6.0801263,-8.568733666886475,-52.650234,202.54153592360672,0.5686925,-21.433918,0.0,2.9039495,100,13.386066,-0.01563276133696917,-0.009130881093739043,-10.492281758620729,13.546188,2.418756127997767,-0.21634918,-21.636375,-125.67439589199333,-55.336589492291075,41700,-2.5291545,0.22352642,0.0,1.5732225,0.0048529029882047325,-1.9156345,0.9972199,-0.0024332763,124500,1245,0.99784607,-10.858117945820926,28.843235883372373,417,13.411729,41700,1.7955519,-0.4297940726388091,-55.336589492291075,37.64390151055052,15,2.5290775,-9.6383915,-96.62663666653604,0.1397931429964956,-52.485386,100,-2.7223153,0.89246243,-53.011795,100.0,0.19177951,-0.9980113,-0.12844141,100.0,-42.97940726388091,2.518803,100,-21.613503,0.7628368308481581,-20.54855436286847,-0.37425172,7.105214,22.699211,0.051534503698349,-0.0011537189,5
-0.9983939,0.3299773060134612,0.6302905082702637,83,-31.452372571794523,0.002817500993842259,-0.49145786682618153,0.0019558869826141745,0.9288982280867853,1.9276061760028824,100,-9.606789,-2.7269182,-9.294244567780341,-83.01472,204.9505777626182,0.5485851,-20.568336,0.0,3.2764957,100,14.939288,-0.05826142735291058,-0.006504093481400503,-10.226066437560165,14.955777,2.4047809470212087,-3.1698155,-20.802357,-134.3655662069449,-49.14578668261817,42200,-2.5662432,0.20376715,0.0,1.5166385,0.004830159014090896,-1.9608531,0.99972403,0.0044159633,126000,1260,0.99952066,-10.176478950719046,16.089424357197167,422,14.933316,42200,2.2135742,-0.3145237257179452,-49.14578668261817,44.7917672729882,15,21.274075,-9.596598,-60.37133770274132,0.13759391801431775,-82.538536,100,-3.3160818,0.9390281,-83.04501,100.0,0.17466013,-0.5177513,0.07093258,100.0,-31.452372571794523,21.27686,100,-20.806345,0.913644648196121,-15.986542336098196,-0.33769095,6.756235,22.40531,0.052289411425590515,0.025774585,5
-0.9978247,0.32778205498470925,-0.7665680050849915,84,-39.95470479527073,0.0030114670225884765,-0.31140585049796393,0.001950367004610598,0.9719606643291487,1.9397856969735585,100,-9.5341425,-2.6344357,-9.529428239188675,-48.83283,207.3732161395892,0.4953115,-21.909277,0.0,3.2547853,100,13.291507,-0.01052227693919064,-0.008228515104004179,-9.760715118404951,13.489734,2.4181488039903343,-9.495403,-21.650486,-121.77774099267194,-31.140585049796393,42700,-2.4489737,0.2557277,0.0,1.1908468,0.004420042998390272,-1.9665082,0.9994567,0.006434251,127500,1275,0.99824214,-4.118682483771109,14.812669798898078,427,13.254413,42700,1.7384038,-0.39954704795270746,-31.140585049796393,27.28545432570329,15,0.19992822,-9.560369,-61.83683914362509,0.14119917500647716,-49.12635,100,-2.9879215,0.7488519,-49.21938,100.0,0.19737287,-0.99866724,0.08171936,100.0,-39.95470479527073,0.19358784,100,-21.662483,1.1209217136908156,-19.628810640514335,-0.33765194,5.7187433,23.120388,0.05338124930858612,0.021527713,5
-0.9992158,0.33133219298906624,0.2642911970615387,85,-51.329538927300504,0.0029290629900060594,-0.37409407658558824,0.0017502219998277724,0.9553406637937831,1.9278311890084296,100,-9.39566,-2.9339557,-7.527965216019813,-55.422493,209.78837124758866,0.5054408,-20.446196,0.0,3.2664247,100,14.290243,-0.012150175779133365,-0.006041884226376786,-10.571044882618324,14.5499935,2.4110380400088616,-0.06543684,-20.81115,-140.10909053438394,-37.40940765855882,43200,-2.5013034,0.23157467,0.0,1.4228898,0.004839279019506648,-1.9999783,0.99952567,0.0023169362,129000,1290,0.9978944,-10.723296983002463,32.61190492559905,432,14.313691,43200,2.090089,-0.5132953892730052,-37.40940765855882,36.145367424011205,15,20.221579,-9.367063,-111.66120558475694,0.1423560940020252,-55.500095,100,-2.8015401,0.800402,-55.811592,100.0,0.1819623,-0.9979913,0.09503147,100.0,-51.329538927300504,20.259949,100,-20.796846,0.9597730846155352,-12.568782268005021,-0.18705651,8.569413,22.514366,0.053193144500255585,0.006189604,5
-0.9996657,0.3259322120284196,-0.1863904595375061,86,-46.187852015390426,0.0029118090169504285,-0.3688459783747297,0.0015880640130490065,1.1354413480044954,1.9627867809904274,100,-9.288626,-3.5191271,-10.958154187141476,-86.142685,212.23054394559585,0.5019549,-20.150955,0.0,3.2029235,100,15.18383,-0.027102193907015168,-0.013061321832445284,-9.840738636628611,15.74206,2.4376461970387027,-0.6553589,-19.854263,-139.17001749900842,-36.88459783747296,43700,-2.6097865,0.27535462,0.0,1.7010914,0.004672940995078534,-2.0384796,0.99885917,-0.010321077,130500,1305,0.99831927,-4.307432897080445,17.477008200605894,437,15.210047,43700,1.9370116,-0.46187852015390424,-36.88459783747296,31.87341722788155,15,1.5719118,-9.254234,-75.6857383212671,0.13975438999477774,-85.516525,100,-4.016752,0.8096089,-87.19259,100.0,0.20145349,-0.99937016,-0.06540008,100.0,-46.187852015390426,1.5990026,100,-19.835943,1.3019544830407408,-25.999159068893288,-0.22079885,10.418554,21.485432,0.0518684908747673,-0.0015779085,5
-0.99871296,0.3231898740050383,0.2372969388961792,87,-68.44707978082059,0.0028833709948230535,-0.33480795940999974,0.00203242598217912,0.750329914426595,1.9657115730224177,100,-9.124344,-2.8519,-10.530326097658094,-64.27804,214.67484401460388,0.525816,-21.3731,0.0,3.1149857,100,15.459384,-0.0009348558090409005,-0.009676258775962808,-9.849577818994105,15.677722,2.439760181005113,-0.29305375,-21.421698,-105.64664484527486,-33.480795940999975,44200,-2.5631602,0.25732055,0.0,1.326877,0.004907777009066194,-2.0438225,0.99911743,-3.03003e-05,132000,1320,0.9981723,-4.848125658192314,34.65090629466285,442,15.438809,44200,2.0803325,-0.6844707978082061,-33.480795940999975,32.452666215864994,15,2.164043,-9.129934,-126.52616047852837,0.14103515999158844,-64.74058,100,-3.7773345,0.7992475,-65.37287,100.0,0.14886524,-0.999754,-0.033701226,100.0,-68.44707978082059,2.1233468,100,-21.460466,1.1938489370403809,-30.80943445320435,-0.24620858,6.5175486,23.160772,0.05213338881731033,-0.01634745,5
-0.99904597,0.32672516399179585,0.35584571957588196,88,-33.36932602454924,0.002850541000952944,-0.4034443635464866,0.0019577420025598258,1.0757025707676244,1.940539233997697,100,-9.103864,-2.435307,-9.911201441936768,-80.07597,217.09346997659304,0.52615273,-21.578764,0.0,3.153781,100,17.0813,-0.010476603428145385,-0.00718201669306523,-10.189757931421255,17.283665,2.4141686009825207,-0.23600374,-22.029902,-92.30312132858428,-40.34443635464866,44700,-2.498136,0.22968708,0.0,1.5238534,0.0038985940045677125,-2.0120785,0.9997469,0.002985211,133500,1335,0.9980213,-15.082215385357161,16.756691565201184,447,17.121992,44700,2.1211085,-0.3336932602454923,-40.34443635464866,25.07467256243866,15,20.622229,-9.151091,-66.2000977420702,0.13819732598494738,-79.395386,100,-3.6050406,0.8440877,-80.89802,100.0,0.19965003,-0.9827662,-0.062336687,100.0,-33.36932602454924,20.528257,100,-22.021145,0.8898396654835534,-19.55058407278126,-0.3271891,7.8183126,23.654331,0.052957311272621155,0.01472848,5
-0.99873185,0.32953289500437677,0.1187891960144043,89,-51.13560479261873,0.003704986011143774,-0.38086730062416235,0.009833526011789218,1.0527776149963624,1.9422392320120707,100,-9.055614,-1.555618,-9.394329105514759,-51.37762,219.56648552772822,0.4985386,-23.49154,0.0,3.253359,100,15.040034,-0.04516865865576892,-0.004794079128762303,-10.911870888644845,15.41548,2.4691744280571584,-8.941989,-23.222593,-118.78159484982072,-38.086730062416244,45200,-2.613776,0.252756,0.0,1.3130529,0.004404898994835094,-1.939199,0.9829289,0.01646815,135000,1350,0.99877465,-9.046345763474173,25.318380895782866,452,15.026821,45200,2.040209,-0.5113560479261872,-38.086730062416244,34.3447502864038,15,0.33982682,-9.066251,-93.64490546872543,0.1794588900229428,-51.062355,100,-3.1343706,0.8552588,-53.45698,100.0,0.19299726,-0.99946326,0.08587717,100.0,-51.13560479261873,0.320801,100,-23.207092,0.9825942169440909,-20.70023160746135,-0.48694968,6.893423,24.805279,0.0521211214363575,-0.024619833,5
-0.99987113,0.32571304601151496,0.162993386387825,90,-56.259692041364055,0.0028087359969504178,-0.3846317398892067,0.001992364996112883,0.8712400685746127,1.9590573820169084,100,-8.973188,-2.4426773,-9.830297965290637,-67.337296,222.00820056872908,0.47461042,-20.251118,0.0,2.33493,100,13.783712,-0.01509333166439359,-0.0037295340595180373,-10.521361569481748,14.1610985,2.4380113579973113,-8.922525,-19.963589,-109.79244073791871,-38.463173988920666,45700,-2.578466,0.25016326,0.0,1.4888163,0.00440349499695003,-2.060911,0.996877,-0.002536183,136500,1365,0.99592704,-9.703726682810414,25.76248867120763,457,13.770121,45700,2.0553179,-0.5625969204136405,-38.463173988920666,27.86037008776312,15,0.30857116,-8.983534,-99.6646330808313,0.1440363339788746,-67.84691,100,-3.5740504,0.7481153,-68.966606,100.0,0.18822268,-0.9998547,-0.026513575,100.0,-56.259692041364055,0.3162764,100,-19.932266,1.1906349463534227,-28.439539186802683,-0.36681327,8.163827,21.63453,0.052532266825437546,-0.024067951,5
-0.9994134,0.32824360599624924,-0.3349398672580719,91,-47.388027307605945,0.0029939399973955005,-0.4927480929602152,0.001954915001988411,0.8898683125581388,1.949460692005232,100,-8.9571905,-1.7606697,-8.525621035095318,-66.08226,224.44042419374455,0.4718327,-20.055407,0.0,2.9408271,100,14.700381,-0.010846228468124006,-0.012503918399389065,-9.290277268611622,15.017832,2.428148240025621,-8.821662,-19.87791,-117.56642569011787,-49.27480929602153,46200,-2.4526916,0.24282452,0.0,1.421817,0.004746580001665279,-1.9896383,0.99997365,-0.0059841042,138000,1380,0.9978217,-4.546290602548842,24.343400444464827,462,14.705915,46200,1.8864843,-0.47388027307605946,-49.27480929602153,36.08678403851988,15,0.24940367,-8.943065,-90.34607860537157,0.1407485070230905,-66.0794,100,-3.3302052,0.7866404,-69.68176,100.0,0.17751233,-0.9993015,0.027673637,100.0,-47.388027307605945,0.25650468,100,-19.882763,1.0095495941281631,-16.90060089896329,-0.23713268,8.330983,21.309874,0.052306097000837326,0.00055193424,5
-0.99976385,0.32925178299774416,1.1060205698013306,92,-38.486591629034514,0.003078986017499119,-0.3740462585085655,0.0019492399878799915,1.0332059474408015,1.9709441830054857,100,-8.645828,-1.3941417,-10.33054414655788,-59.96194,226.89460267775576,0.557038,-20.008083,0.0,3.3342724,100,14.776977,-0.03112014976283864,-0.008437250495998657,-9.832931143555559,14.876151,2.4501897849841043,-8.725282,-19.737984,-104.24962189144132,-37.40462585085654,46700,-2.489137,0.23774222,0.0,1.506231,0.004858570988290012,-1.9692929,0.9990917,0.00055338716,139500,1395,0.99893993,-6.685743633629298,22.372727567463034,467,14.741345,46700,2.375215,-0.384865916290345,-37.40462585085654,29.76621589012334,15,0.21418342,-8.608218,-72.51472726556668,0.14010702198720537,-59.82241,100,-3.3460472,0.9632215,-59.399582,100.0,0.18824111,-0.9992566,0.06117717,100.0,-38.486591629034514,0.20908625,100,-19.715202,1.184692965930555,-16.41462758612878,-0.2302128,8.397907,21.489649,0.052464865148067474,0.01826191,5
-0.9993759,0.3217966500087641,-0.006794854998588562,93,-59.653530928843324,0.0030468440090771765,-0.5815922604574074,0.0019644790154416114,0.9139542512457041,1.9510923869966064,100,-8.712831,-1.75278,-9.066934541866743,-52.349983,229.32241322580376,0.4822394,-17.480421,0.0,2.790159,100,12.206918,-0.022493171378153546,-0.007316374898176257,-8.400108085505108,12.473492,2.423301953036571,-0.20176426,-17.463852,-123.37694035359279,-58.159226045740745,47200,-2.4896412,0.22630751,0.0,1.2622843,0.004868851014180109,-2.0058255,0.99936336,-0.016974403,141000,1410,0.9986605,-10.050625315025124,40.92163367841509,472,12.2345295,47200,1.9976963,-0.5965353092884333,-58.159226045740745,42.79748958969999,15,0.97810024,-8.725297,-118.90927584172705,0.14053274199250154,-52.347805,100,-2.8126404,0.7597653,-52.053596,100.0,0.18045616,-0.99770194,0.054780383,100.0,-59.653530928843324,0.8875387,100,-17.446383,0.928707036402157,-12.312813595425068,-0.5860353,7.198817,19.066046,0.052371419966220856,0.012125127,5
-0.9996241,0.3198594049899839,-0.47915974259376526,94,-39.74821018045653,0.002886247995775193,-0.48955747394262744,0.0020253590191714466,1.245694184082315,1.9615680289862212,100,-8.500108,-1.4808898,-8.304198958924754,-68.69357,231.7627618937695,0.5270958,-20.381777,0.0,3.1450338,100,15.446128,-0.007048744078600507,-0.0011343223927920653,-10.124966864393254,15.611952,2.435839491983643,-0.50404435,-20.291601,-126.56373056353833,-48.955747394262744,47700,-2.502745,0.27415895,0.0,1.4445864,0.004954214993631467,-1.9982884,0.99818486,0.007078646,142500,1425,0.99819034,-9.964466664714152,6.63119673771545,477,15.45642,47700,1.8368231,-0.39748210180456534,-48.955747394262744,32.561455585529345,15,0.8611872,-8.531603,-47.22511315189308,0.14454623599885963,-68.70306,100,-3.4573817,0.8231385,-68.01184,100.0,0.21306323,-0.9989757,-0.058905188,100.0,-39.74821018045653,0.8714463,100,-20.28063,1.0495575999110673,-29.322593405736693,-0.14771375,6.462161,21.744247,0.05305301398038864,0.009795954,5
-0.9986189,0.3284747330180835,0.06947249174118042,95,-34.77422657837589,0.0028250129835214466,-0.3250296724889122,0.0019613739859778434,0.7270197044404205,1.9619389919971582,100,-8.540787,-1.0789372,-8.93790816526813,-68.22632,234.20614728875807,0.47903073,-20.715122,0.0,2.994047,100,14.998991,-0.04272803783837328,-0.008147042268067273,-7.607968072447757,15.281547,2.438987797970185,-0.6119258,-20.755747,-107.74143737667093,-32.502967248891224,48200,-2.4954903,0.241538,0.0,1.3578341,0.004866320989094675,-1.9752485,0.9990602,-0.0024542212,144000,1440,0.9977713,-5.431925760283601,14.601044434163104,482,15.006665,48200,2.0236082,-0.34774226578375883,-32.502967248891224,31.400841648054335,15,1.5627464,-8.520638,-55.607260827371356,0.13892136499634944,-68.17752,100,-3.6311114,0.83238584,-67.433014,100.0,0.16386355,-0.9999186,-0.0054637087,100.0,-34.77422657837589,1.5503877,100,-20.734392,1.0173952256532621,-15.92725622291806,-0.3301605,6.683181,22.267275,0.052719518542289734,0.014115035,5
-0.9995326,0.3253541110025253,0.8293125033378601,96,-43.95310182217761,0.0029935390048194677,-0.37199505828910034,0.001960197987500578,1.1664394357666206,1.9516289090097416,100,-8.614174,-0.98935366,-11.188816757762748,-58.24093,236.6390320917708,0.53378683,-19.53206,0.0,3.5275462,100,14.613152,-0.04097334535661833,-0.008155833230733163,-10.113533749904132,14.980431,2.428718335024314,-8.427082,-19.361605,-69.48202306691611,-37.19950582891002,48700,-2.5072625,0.24932599,0.0,1.3209867,0.004849556018598378,-1.9760263,0.99903715,-0.0005310084,145500,1455,0.9995597,-12.121642878231055,19.381681539526884,487,14.617188,48700,2.2818246,-0.4395310182217761,-37.19950582891002,17.547083491698864,15,0.37567735,-8.6145,-71.69989065339176,0.14193202200112864,-58.20818,100,-3.01874,0.847697,-59.140903,100.0,0.20859188,-0.9904785,0.07437649,100.0,-43.95310182217761,0.29646587,100,-19.36631,1.2564185273399204,-18.83429442409456,-0.2652611,7.36085,21.035185,0.0527205616235733,0.034272667,5
-0.9995473,0.3236277190153487,0.050064899027347565,97,-77.04310854231204,0.003050072002224624,-0.2590705442458064,0.0015867099864408374,0.9652528650776245,1.942329616023926,100,-8.469905,-1.4248472,-9.273784803514705,-74.529915,239.05945105676074,0.5053986,-21.066465,0.0,3.2984252,100,15.935091,-0.014231792107504313,-0.010584083525016108,-9.333736643389484,15.997498,2.416151086013997,-8.329596,-20.89599,-108.536200255545,-25.907054424580636,49200,-2.546334,0.24648824,0.0,1.4879775,0.0049158599867951125,-1.9745709,0.52310306,0.005096674,147000,1470,0.9983736,-3.036820958370908,34.96795181582368,492,15.901362,49200,2.0169382,-0.7704310854231206,-25.907054424580636,26.42373675231998,15,0.33154815,-8.478737,-106.46020994994723,0.14064110899926163,-76.104355,100,-4.089559,0.89197564,-77.39952,100.0,0.18137278,-0.9999831,-0.030348096,100.0,-77.04310854231204,0.21273604,100,-20.912891,1.0418126053387864,-10.493995593644991,-0.048694074,9.935812,22.336632,0.05203748121857643,-0.042558562,5
-0.99943775,0.3252162699936889,-0.02158498764038086,98,-45.06960763327557,0.0029199709824752063,-0.34483860352402335,0.0019456959853414446,1.0397055129354515,1.962843931018142,100,-8.093961,-0.86778945,-8.83143351422459,-59.408165,241.5024047846964,0.39602628,-18.7446,0.0,3.5781047,100,14.640694,-0.011375999383469436,-0.005841604079432809,-11.052796837599194,14.680823,2.438743126956979,-0.111979276,-18.97009,-100.9063278177094,-34.48386035240233,49700,-2.5354667,0.24993439,0.0,1.1036576,0.00485657699755393,-2.145417,0.9989834,0.0013507316,148500,1485,0.9981179,-5.2707086666777805,9.693957121332655,497,14.619451,49700,1.9927133,-0.4506960763327556,-34.48386035240233,27.876819915328763,15,26.227724,-8.096894,-56.675970011738976,0.1409606819797773,-60.14508,100,-3.0704627,0.60514086,-48.10016,100.0,0.1919982,-0.9997998,0.017007802,100.0,-45.06960763327557,26.969488,100,-18.985163,1.2856735754114335,-29.12957355206069,-0.5197323,5.190467,20.80224,0.05170297250151634,0.009209538,5
-0.9966687,0.32709899501060136,0.998014509677887,99,-47.14937052978779,0.0028905369981657714,-0.3004213973253539,0.001957330998266116,1.1098683104254792,1.9482562459888868,100,-8.283673,-0.38581464,-7.318443935108922,-49.03301,243.9316063656588,0.5258483,-18.688904,0.0,3.0927556,100,14.002969,-0.003309091786456984,-0.013559213502793536,-10.533333988348318,13.936221,2.424946678976994,-2.1063695,-19.011198,-61.750325582681505,-30.042139732535414,50200,-2.4646935,0.22724329,0.0,1.2140073,0.00485871298587881,-1.9483163,0.99899113,0.02378495,150000,1500,0.9987959,-4.117651775946234,19.45554087192276,502,14.028537,50200,2.342329,-0.47149370529787804,-30.042139732535414,20.40257721784995,15,19.006334,-8.29266,-73.94706892148899,0.13988485699519515,-48.867737,100,-3.6734552,0.8707849,-49.901875,100.0,0.19213475,-0.9966297,-0.05944603,100.0,-47.14937052978779,19.012558,100,-18.985758,0.7664423677059355,-19.530971066896942,-0.13187566,7.8076973,20.863213,0.05418507754802704,-0.0030626447,5
-0.9997625,0.32946114501100965,-0.30102282762527466,100,-25.337065850183176,0.003053556982195005,-0.33758622783560693,0.0019389679946471006,0.9938249324472853,1.9719302549783606,100,-8.122817,-3.6019833,-6.814390378995131,-66.13988,246.38939227056107,0.4540143,-17.16186,0.0,2.7069604,100,13.018134,-0.0075729653478493605,-0.00861144527393739,-10.625704102571616,13.159829,2.4535192039620597,-0.2529205,-17.368624,-92.20699948294615,-33.758622783560696,50700,-2.411343,0.21892682,0.0,1.4125166,0.004972419003024697,-2.0096128,0.9989939,-0.010888353,151500,1515,0.99610996,-1.88912013422099,7.615267687982644,507,13.032898,50700,1.8972687,-0.25337065850183177,-33.758622783560696,29.068066895159607,15,4.4505196,-8.126737,-35.07957976079825,0.14216285999282263,-66.03451,100,-3.277457,0.71700716,-65.91583,100.0,0.19178042,-0.99248683,-0.03762052,100.0,-25.337065850183176,4.479078,100,-17.36587,0.6787433108089861,-15.23163951986324,-0.3350521,6.6402364,18.674425,0.05338861793279648,0.015472142,5
-0.99963826,0.32898749798187055,-0.22992365062236786,101,-38.61495165970944,0.002973215014208108,-0.366713844977192,0.010016246000304818,1.04559052786,1.9347061779990327,100,-8.194245,-1.6127535,-9.411525980094668,-61.171112,248.8189813256322,0.46910533,-19.266027,0.0,3.434057,100,15.246521,-0.017227349115480215,-0.002725977131338904,-10.62027485089539,15.169598,2.425238434021594,-0.87265605,-19.489204,-75.55725590989049,-36.671384497719195,51200,-2.4285667,0.24824613,0.0,1.2199488,0.0048997570120263845,-2.0172894,0.99909216,-0.009537397,153000,1530,0.9978636,-9.272809675087096,13.055028191733347,512,15.247694,51200,1.9212008,-0.38614951659709434,-36.671384497719195,22.63084070559054,15,3.2699378,-8.209044,-60.81744491293609,0.14365554001415148,-61.119373,100,-3.0082867,0.7097288,-58.61313,100.0,0.19676466,-0.9994619,0.0049410225,100.0,-38.61495165970944,3.273809,100,-19.496939,1.027952597822556,-23.388267725802535,-0.5091881,6.326003,20.870956,0.05404465273022652,0.0069203014,5
