evaluation/Actions Min,time/evaluation sampling (s),trainer/Alpha Loss,Epoch,exploration/Average Returns,time/data storing (s),evaluation/Rewards Mean,time/saving (s),evaluation/Rewards Std,time/training (s),evaluation/path length Max,trainer/Q2 Predictions Max,trainer/Log Pis Min,exploration/Rewards Min,trainer/Q2 Predictions Min,time/total (s),trainer/Policy log std Std,trainer/Q Targets Mean,exploration/path length Std,trainer/Policy mu Max,evaluation/path length Min,trainer/Q1 Predictions Std,evaluation/Rewards Max,exploration/Rewards Max,evaluation/Rewards Min,trainer/Q Targets Std,time/epoch (s),trainer/Q Targets Max,trainer/Q2 Predictions Mean,evaluation/Returns Min,evaluation/Returns Mean,replay_buffer/size,trainer/Policy log std Min,exploration/Actions Std,evaluation/path length Std,trainer/Log Pis Std,time/logging (s),trainer/Policy log std Mean,exploration/Actions Max,evaluation/Actions Mean,evaluation/num steps total,evaluation/num paths total,evaluation/Actions Max,evaluation/Returns Max,exploration/Returns Std,exploration/num paths total,trainer/Q2 Predictions Std,exploration/num steps total,trainer/Log Pis Mean,exploration/Rewards Mean,evaluation/Average Returns,evaluation/Returns Std,evaluation/Num Paths,trainer/QF2 Loss,trainer/Q1 Predictions Max,exploration/Returns Min,time/exploration sampling (s),trainer/Q1 Predictions Min,exploration/path length Max,trainer/Policy mu Min,trainer/Policy mu Std,trainer/Q Targets Min,exploration/path length Mean,evaluation/Actions Std,exploration/Actions Min,trainer/Policy mu Mean,evaluation/path length Mean,exploration/Returns Mean,trainer/QF1 Loss,exploration/path length Min,trainer/Q1 Predictions Mean,exploration/Rewards Std,exploration/Returns Max,trainer/Policy log std Max,trainer/Log Pis Max,trainer/Policy Loss,trainer/Alpha,exploration/Actions Mean,exploration/Num Paths
-0.98052967,0.33523205999517813,-2.616805076599121,10,-114.10139295888614,0.00295489898417145,-0.9748050627091774,0.001970000972505659,0.9708003679711487,1.9315998860110994,100,-23.359856,-4.8677826,-9.639244777470982,-87.35103,27.167386370972963,0.21979441,-43.756317,0.0,2.3744504,100,21.302502,-0.17906996333985875,-0.05057896379971471,-10.083879838276324,21.96376,2.4203456069808453,-2.1063695,-44.004166,-222.6855396725503,-97.48050627091773,5700,-1.162805,0.43984377,0.0,1.5695366,0.004839249013457447,-0.8156483,0.9682378,0.013462939,16500,165,0.98825157,-37.16519384541635,64.64218045707213,57,21.267729,5700,0.03232635,-1.1410139295888617,-97.48050627091773,50.569567350121865,15,47.683537,-23.430069,-232.42163593039373,0.1437495120044332,-87.28846,100,-2.144745,0.909013,-89.36954,100.0,0.17664304,-0.98702,-0.03150329,100.0,-114.10139295888614,48.11611,100,-44.049545,1.2254506647659278,-57.53505063367068,-0.3688122,4.474237,42.960846,0.2644328474998474,-0.033334978,5
-0.9839542,0.3308785590052139,-2.3063063621520996,11,-152.2883152113695,0.002923217980423942,-0.9567257273058978,0.0019423420017119497,1.116580824064225,1.9299159630027134,100,-23.524315,-5.1531925,-11.960927786893421,-102.36311,29.586616536980728,0.22970343,-49.403244,0.0,2.053066,100,25.335537,-0.0358636517263314,-0.09270157237661006,-10.845160726516221,26.145918,2.4149901709752157,-2.7906291,-49.09218,-254.5691920935994,-95.67257273058978,6200,-1.2036432,0.48964173,0.0,1.7235487,0.004796348977833986,-0.83293796,0.98998326,-0.0032690128,18000,180,0.99181587,-42.69848097139209,58.281070537002236,62,25.353796,6200,0.42411304,-1.5228831521136954,-95.67257273058978,64.61578504887912,15,7.7755394,-23.347198,-262.05157534995465,0.14453374000731856,-102.183784,100,-2.3800902,0.94843185,-103.2284,100.0,0.17255235,-0.9878621,-0.14486514,100.0,-152.2883152113695,7.376255,100,-49.082886,1.4058036881132885,-90.85676274730056,-0.3815477,5.4429016,48.050133,0.23136809468269348,-0.020389695,5
-0.9953458,0.3314477319945581,-2.2049362659454346,12,-118.77254963197656,0.0031034889980219305,-0.9542537895153633,0.0021769219893030822,1.2079994659495619,1.9222824450116605,100,-22.907692,-4.0089326,-9.153359421468016,-117.44186,31.99944539394346,0.23639509,-46.00526,0.0,2.7819016,100,24.2521,-0.19617627510888347,-0.02430326997307263,-10.722021057384342,24.477472,2.4085958039795514,-23.332651,-45.1644,-312.0853235291401,-95.42537895153636,6700,-1.3195552,0.3713246,0.0,1.7693137,0.0048299629997927696,-0.9255867,0.98999983,-0.00021694279,19500,195,0.99546665,-21.532525540766276,112.06062533401975,67,24.250107,6700,0.6143684,-1.1877254963197654,-95.42537895153636,64.24537180091176,15,1.5205256,-23.018587,-341.3733254031902,0.14475525298621505,-117.8374,100,-2.618086,1.014099,-115.27024,100.0,0.19828375,-0.9894952,-0.024540134,100.0,-118.77254963197656,1.6545213,100,-45.136425,1.4502446476490722,-39.04242147986834,-0.5509019,5.3297453,44.13867,0.20361453294754028,0.009895999,5
-0.9874337,0.33107630599988624,-2.694068193435669,13,-121.80605454063641,0.0029308529919944704,-0.9817226744702455,0.0015575059805996716,1.0806866376223772,1.940063347981777,100,-23.165373,-3.994279,-9.857708335754591,-98.00449,34.42407975179958,0.2562399,-44.17142,0.0,2.744742,100,24.781904,-0.22426212028740258,-0.031155067813082755,-8.242585812990246,25.286215,2.420816423924407,-1.0305452,-45.182407,-298.9445917689717,-98.17226744702455,7200,-1.4121172,0.38832432,0.0,1.6838682,0.0039817589859012514,-0.99116075,0.99467117,-0.0073466096,21000,210,0.97547275,-28.500891485263413,88.8937784168474,72,24.83247,7200,0.42777333,-1.2180605454063644,-98.17226744702455,80.34159196780061,15,85.67981,-23.254969,-298.87690358158346,0.1412066519842483,-97.91905,100,-2.3916144,0.96950287,-99.52121,100.0,0.17279418,-0.9937978,0.09980539,100.0,-121.80605454063641,84.539375,100,-45.19121,1.4598403866126113,-62.27577209454082,-0.50372297,4.9822836,44.28807,0.1801833212375641,0.025924942,5
-0.9799483,0.33022576800431125,-2.1235268115997314,14,-93.58231121870286,0.0029241009906399995,-1.0254563215290224,0.0019448040111456066,0.9350593596842764,1.9237370539922267,100,-22.353243,-3.8514297,-9.734993946995141,-98.48094,36.83589458183269,0.23995182,-47.100555,0.0,2.6258771,100,25.178513,-0.14592411122709795,-0.036108256527261566,-8.7519352633588,25.367361,2.4075860349985305,-23.18471,-46.346542,-226.58502286121146,-102.54563215290224,7700,-1.614756,0.3575688,0.0,1.4541467,0.004827772005228326,-1.1127013,0.99888986,-0.0020471257,22500,225,0.9888757,-20.157059475594384,26.05549986534087,77,25.21335,7700,0.8417198,-0.9358231121870286,-102.54563215290224,65.79017369042366,15,1.5669359,-22.640541,-144.18224544766406,0.14392653599497862,-98.36021,100,-2.2803643,0.9018171,-100.426636,100.0,0.17090398,-0.924201,0.070313215,100.0,-93.58231121870286,1.3875796,100,-46.37746,1.0369415404402296,-69.22791843419171,-0.607924,5.6588936,46.100758,0.1598416417837143,0.029513871,5
-0.99625766,0.3318090809916612,-2.222461223602295,15,-129.54514919148787,0.0030697239853907377,-1.852311759633855,0.009925663995090872,1.42136647024509,1.94147844100371,100,-22.491854,-3.5378973,-7.867858216141633,-116.49756,39.27721350378124,0.290404,-49.52854,0.0,2.706446,100,27.720886,-0.25919425042275557,-0.03626352182621473,-9.852906036574904,28.64011,2.4369531629781704,-0.3272086,-50.004898,-325.8339927261753,-185.23117596338554,8200,-1.7179055,0.36229622,0.0,1.5629702,0.004859503998886794,-1.134956,0.9896414,-0.012404967,24000,240,0.99107456,-45.98653593340958,96.90111256968208,82,27.77823,8200,0.86105645,-1.2954514919148792,-185.23117596338554,117.8205386285812,15,69.780815,-22.495567,-322.47360473327353,0.14581074900343083,-116.19877,100,-2.8695185,0.97074854,-117.538666,100.0,0.18522526,-0.9945066,-0.05798068,100.0,-129.54514919148787,68.979485,100,-50.01069,1.289955454957936,-63.880519319369924,-0.49357405,6.62873,49.530968,0.14205151796340942,-0.015317411,5
-0.99627703,0.32618889000150375,-2.379525661468506,16,-90.67360306988542,0.003092535014729947,-1.0181041196954157,0.001946069998666644,1.4221984385715591,1.94803092701477,100,-22.075104,-4.454363,-4.832862062811047,-102.5172,41.71133891880163,0.30331385,-48.18375,0.0,2.6223693,100,25.313896,-0.0191962016344915,-0.014270259588633765,-11.504093605260739,26.240543,2.4298860060225707,-0.19057633,-48.452484,-304.3188572037544,-101.81041196954158,8700,-1.8357655,0.30712983,0.0,1.6416347,0.004507511999690905,-1.1886244,0.98864806,-0.00047265197,25500,255,0.9985565,-13.217045389794611,90.1447411722288,87,25.298622,8700,0.84675086,-0.9067360306988548,-101.81041196954158,99.11233298081467,15,11.224595,-22.164217,-269.95754566653096,0.14612007199320942,-102.498604,100,-2.8717682,0.9759109,-104.318405,100.0,0.20291214,-0.9898472,-0.13909703,100.0,-90.67360306988542,11.099463,100,-48.469845,1.0046236875920385,-33.503938165547126,-0.5202462,5.6313896,47.98646,0.12700167298316956,-7.6364515e-05,5
-0.9954311,0.3439817829930689,-1.741117000579834,17,-181.34919526349674,0.0027369040180929005,-0.9739157888078961,0.002062721992842853,1.2438671846806262,1.954948020982556,100,-21.697702,-4.3096642,-8.950469322092376,-109.09649,44.1660550077504,0.32783404,-48.39232,0.0,3.0170064,100,26.54389,-0.02819289781921407,-0.46127043602194434,-10.867437220115391,27.14184,2.451355943980161,-0.6887285,-49.715576,-242.98766820154393,-97.39157888078958,9200,-1.9402723,0.3276516,0.0,1.8036574,0.0048577190027572215,-1.2979674,0.87031764,0.0053021065,27000,270,0.9969158,-11.29792664790232,62.4947203284946,92,26.531157,9200,1.1980617,-1.8134919526349678,-97.39157888078958,84.79057996248514,15,138.50862,-21.637594,-241.79968432066173,0.14276879499084316,-109.0033,100,-2.9539447,1.0302694,-109.94337,100.0,0.18266751,-0.99698365,0.07690914,100.0,-181.34919526349674,139.8604,100,-49.73328,0.9889703537519159,-102.78867966693997,-0.475148,7.2329164,49.34115,0.11402331292629242,-0.021125652,5
-0.99482936,0.330277301982278,-2.0083091259002686,18,-134.19008128738741,0.0029817369941156358,-0.7183349337159237,0.0019091629947070032,0.8623025880762449,1.9274202059896197,100,-21.483387,-4.0579553,-10.474572876505547,-110.104744,46.58300724174478,0.39271134,-48.702423,0.0,2.8324735,100,27.271719,-0.1728739802834508,-0.23636965612874508,-9.172254108635766,27.18673,2.4126545999606606,-21.60017,-48.598324,-149.78379137332703,-71.83349337159237,9700,-1.8448536,0.3772637,0.0,1.8419666,0.004810130019905046,-1.2039527,0.99468565,0.0014859232,28500,285,0.99744815,-26.600872487709015,39.33559019924275,97,27.278341,9700,1.1193141,-1.341900812873874,-71.83349337159237,38.885772714699506,15,0.5823165,-21.44708,-174.26862638991201,0.14525606198003516,-110.45345,100,-3.1422408,1.0691595,-113.170166,100.0,0.16134842,-0.99847084,-0.008994668,100.0,-134.19008128738741,0.5161524,100,-48.58336,1.1299550172343396,-75.80026834496037,-0.2905879,8.018494,48.496536,0.10222309082746506,-0.028303819,5
-0.9971766,0.33207700299681164,-1.2759023904800415,19,-115.89638360870336,0.002929342008428648,-0.6451822375667519,0.0019576249760575593,0.9253716436650934,1.9396503460011445,100,-21.447111,-1.5236282,-7.786260417101184,-112.96225,49.0138262337714,0.40154782,-45.793045,0.0,2.9173288,100,25.916458,-0.038781226045230544,-0.031567258850248324,-10.829507899897903,26.860607,2.4265781739959493,-0.060661886,-45.37835,-158.94390860284904,-64.51822375667517,10200,-2.0408597,0.32689732,0.0,1.5294865,0.004908265022095293,-1.3644775,0.9238121,-0.00037629096,30000,300,0.99251044,-14.286140728987712,44.230242498744246,102,25.994965,10200,1.4666715,-1.1589638360870338,-64.51822375667517,39.35292556877974,15,7.996767,-21.23427,-169.2219124464529,0.14505559299141169,-112.94672,100,-2.8733723,1.0056909,-115.088486,100.0,0.17802575,-0.9977217,-0.08849571,100.0,-115.89638360870336,8.09557,100,-45.395172,0.8696742101879049,-38.47086770681924,-0.31222987,7.264512,45.52084,0.0913967415690422,-0.017376095,5
-0.9988337,0.33446395900682546,-0.63252854347229,20,-50.91564821753281,0.0031564740056637675,-0.8797926444520552,0.0019183029944542795,1.2736026134589538,1.9470462530152872,100,-21.074,-1.43399,-10.960260531097136,-94.66458,51.45447924674954,0.41071233,-45.190617,0.0,2.98452,100,26.25451,-0.17855663086062937,-0.01900039236992322,-10.338971813851575,27.038858,2.4366367449983954,-1.0658588,-44.95938,-178.81311235398996,-87.97926444520553,10700,-2.0549397,0.28213835,0.0,1.5817685,0.004830278980080038,-1.3373535,0.99792284,0.0025357502,31500,315,0.99749494,-18.890650714697873,16.202656691601884,107,26.258821,10700,1.7460885,-0.5091564821753283,-87.97926444520553,47.24838363635072,15,7.5377088,-21.088032,-80.57206567846156,0.14522147699608468,-94.27114,100,-2.8730931,1.1202538,-97.018524,100.0,0.2057419,-0.97215533,0.02622365,100.0,-50.91564821753281,7.7559986,100,-44.97409,1.0006343924696537,-35.46797100791754,-0.39114028,7.34709,45.439743,0.08279822021722794,0.031131366,5
-0.99716556,0.3329865430132486,-1.2123291492462158,21,-79.15465407691178,0.002915268996730447,-0.7617982771935873,0.0019527979893609881,1.0032699792672573,1.9444826830003876,100,-20.893122,-4.580958,-11.292616091661687,-110.993866,53.89441654170514,0.43696478,-44.58526,0.0,3.3482952,100,26.03885,-0.012444173803794608,-0.03857324135154871,-10.64636321806338,26.351572,2.435790398012614,-21.035082,-44.254723,-135.12531447521084,-76.17982771935873,11200,-2.0106866,0.30154505,0.0,2.2351089,0.004893389996141195,-1.3308698,0.9988398,0.0035741848,33000,330,0.99883014,-28.440411633818226,19.06587917392903,112,26.049442,11200,1.532064,-0.7915465407691177,-76.17982771935873,23.89500118922632,15,0.8131911,-20.752325,-113.6126087299101,0.14855971501674503,-111.03582,100,-3.2623234,1.1690001,-113.653595,100.0,0.20153488,-0.999025,0.011845832,100.0,-79.15465407691178,0.7984953,100,-44.28052,1.2223414193446136,-60.29616862987421,-0.37474018,9.261415,44.27914,0.07494205236434937,0.026699241,5
-0.9978846,0.3307182459975593,-1.2685941457748413,22,-105.70432151187363,0.003107964002992958,-0.7551296202361294,0.0016047969984356314,1.0748462423362861,1.916094134998275,100,-20.921848,-2.3954942,-10.84746657462049,-104.558266,56.30078566970769,0.39656037,-41.979115,0.0,2.7849574,100,26.257565,-0.024660989601289464,-0.03553375208036068,-10.961972013362407,26.998045,2.40205608701217,-0.42920676,-42.54693,-129.49341568369113,-75.51296202361294,11700,-2.0954256,0.30890623,0.0,1.6998073,0.004647701018257067,-1.5009189,0.99611914,0.00047498036,34500,345,0.9985698,-43.94446445388128,43.58030341892689,117,26.284409,11700,1.525668,-1.0570432151187363,-75.51296202361294,29.084349700377416,15,72.27303,-20.73558,-154.93003581993042,0.14588324399664998,-104.43371,100,-3.1868882,0.96305424,-107.01138,100.0,0.19525276,-0.99959886,-0.08691399,100.0,-105.70432151187363,72.74886,100,-42.56139,1.2025222108156077,-25.92408284626179,-0.48146817,7.8526053,43.18527,0.06893231719732285,-0.01567912,5
-0.996928,0.3308428539894521,-0.4413246214389801,23,-80.24861264289227,0.003212315001292154,-0.8695370569587952,0.0018581260228529572,1.1013687556875453,1.9250855929858517,100,-20.478756,-5.098139,-9.467664541844655,-111.93306,58.71895202170708,0.44031218,-46.33383,0.0,2.9530013,100,26.506987,-0.02219651627128236,-0.04209088939460218,-9.328792906356485,26.918808,2.413643284991849,-0.7800656,-47.28929,-154.85354442995393,-86.95370569587952,12200,-2.1731646,0.282732,0.0,1.9614841,0.004251498001394793,-1.5101961,0.9978177,-0.0032376912,36000,360,0.9963511,-27.183191305557386,39.97473844706358,122,26.514925,12200,1.8394344,-0.8024861264289229,-86.95370569587952,48.51980871499277,15,73.45869,-20.299,-154.29842342679015,0.1483928989910055,-111.91569,100,-3.5348032,1.1112511,-112.92304,100.0,0.20617698,-0.9994,-0.03098372,100.0,-80.24861264289227,73.04555,100,-47.277714,1.1806068546096546,-41.50812365633419,-0.31501493,8.598764,47.767715,0.06401786208152771,-0.0014028092,5
