exploration/Rewards Std,trainer/Log Pis Max,evaluation/Returns Max,trainer/Policy mu Max,time/evaluation sampling (s),evaluation/Actions Mean,trainer/Q Targets Max,trainer/Alpha Loss,evaluation/Rewards Std,evaluation/Actions Max,evaluation/Rewards Min,trainer/Alpha,exploration/Rewards Max,time/data storing (s),trainer/QF1 Loss,exploration/Returns Min,evaluation/Returns Std,evaluation/path length Max,exploration/path length Mean,trainer/Q Targets Min,trainer/Policy mu Mean,trainer/Q1 Predictions Max,time/logging (s),exploration/Rewards Mean,exploration/Actions Std,time/exploration sampling (s),exploration/path length Std,time/epoch (s),exploration/path length Max,trainer/QF2 Loss,evaluation/path length Mean,exploration/Actions Max,exploration/Returns Std,trainer/Log Pis Std,exploration/Rewards Min,exploration/path length Min,trainer/Q2 Predictions Min,time/saving (s),exploration/num paths total,exploration/Returns Max,evaluation/Actions Std,evaluation/Returns Min,evaluation/path length Min,evaluation/num steps total,trainer/Q2 Predictions Mean,trainer/Log Pis Mean,exploration/Actions Mean,time/training (s),trainer/Policy Loss,evaluation/Returns Mean,evaluation/Num Paths,trainer/Q1 Predictions Mean,evaluation/Rewards Max,time/total (s),Epoch,trainer/Policy mu Std,evaluation/num paths total,trainer/Policy log std Std,exploration/Actions Min,trainer/Q1 Predictions Std,trainer/Policy log std Mean,evaluation/Actions Min,replay_buffer/size,evaluation/Average Returns,trainer/Policy log std Min,trainer/Q Targets Std,evaluation/path length Std,trainer/Q2 Predictions Std,trainer/Log Pis Min,trainer/Q Targets Mean,trainer/Policy log std Max,evaluation/Rewards Mean,exploration/Average Returns,trainer/Policy mu Min,exploration/Num Paths,exploration/Returns Mean,trainer/Q2 Predictions Max,exploration/num steps total,trainer/Q1 Predictions Min
2.985936193034915,-0.5394051,-76.70217601074168,0.0020087827,0.30861214300239226,0.0005137246,-0.6723156,-0.0,3.041082386003747,0.0019796786,-11.616959439637712,0.9997000694274902,-0.5533121544851843,0.0035689580035977997,60.667423,-860.4480558196323,304.09354905912437,100,100.0,-12.9685955,0.00048758104,0.002540837,0.0062737410044064745,-6.478204580887483,0.62102,0.15108952700393274,0.0,2.8482313090134994,100,60.705334,100.0,0.99585664,228.1313150952945,0.30807877,-11.60959979443002,100,0.0028250404,0.0027262610019533895,7,-253.6996599094221,0.0006927485,-1152.643888329646,100,1500,0.004570457,-1.3383325,0.015842227,2.3759606789972167,-1.3398377,-659.9175488858687,15,0.0014515888,-0.7662478384293622,3.076699835015461,0,0.00072589336,15,0.0007112794,-0.99685645,0.00055669266,-7.78334e-05,-0.0008108444,700,-659.9175488858687,-0.0015061079,3.1838076,0.0,0.0013647444,-1.8369671,-7.107047,0.001669331,-6.599175488858685,-647.8204580887484,-0.0010660539,5,-647.8204580887484,0.008894034,700,0.00022344454
1.4718750523502926,0.48495758,-146.93388012323854,0.7918931,0.43762559500464704,-0.06533547,-3.2320068,-0.44709092378616333,1.9595718169593201,0.66395855,-10.723383586195034,0.8633742332458496,-0.07516939417811146,0.006519406000734307,0.95942694,-325.8295607388609,176.85679287918066,100,100.0,-24.467714,-0.15564722,-4.6096177,0.004483306998736225,-2.4682050466810903,0.57160413,0.18684384399966802,0.0,2.8475364630066906,100,0.8975803,100.0,0.9961811,50.88119069867641,0.8433141,-9.057327140486578,100,-24.112804,0.0021802070041303523,12,-190.46147088649937,0.2832805,-740.9173201837658,100,3000,-10.325467,-1.0491093,-0.11023679,2.2098841039987747,8.907271,-259.2517442972336,15,-10.344929,-0.19005060564829881,5.929335749024176,1,0.40693423,30,0.04494907,-0.99566054,5.5033045,-0.20651619,-0.6990077,1200,-259.2517442972336,-0.32882357,5.6752033,0.0,5.520219,-4.1704054,-10.439289,-0.15106958,-2.592517442972335,-246.8205046681092,-0.92152375,5,-246.8205046681092,-4.579237,1200,-23.836418
1.6395868639958717,1.373474,-144.06995090415953,1.1755087,0.3843294300022535,-0.018455504,-1.3959404,-0.743377685546875,0.8356028913593722,0.8359556,-10.028253079209675,0.7534644603729248,-0.04200464310926746,0.003278159005276393,1.736263,-196.68915875559597,22.976251083867123,100,100.0,-43.18874,-0.2883554,-7.440607,0.004676194999774452,-1.6427839193151903,0.5772623,0.15925001799769234,0.0,2.6542680300117354,100,1.7112557,100.0,0.986801,16.606638878724944,0.964554,-11.903569179992704,100,-43.118725,0.0019543940070434473,17,-151.27369470068527,0.18407707,-235.23955643190217,100,4500,-15.345053,-0.6285055,-0.07639041,2.1007798339996953,13.751539,-169.86783447335804,15,-15.361078,-0.20445696073123568,8.587757893037633,2,0.56582785,45,0.09709641,-0.99379104,10.738369,-0.31418103,-0.8690307,1700,-169.86783447335804,-0.51642424,11.135294,0.0,10.762581,-2.1769247,-15.149872,-0.14687732,-1.6986783447335803,-164.27839193151908,-1.3668352,5,-164.27839193151908,-7.1417007,1700,-43.003746
0.9194393305852627,2.8331609,-62.63600383825677,1.5836637,0.35564725899894256,-0.023263995,-0.6184543,-1.0817949771881104,1.2019985362374834,0.91667604,-12.012470142126128,0.6606996059417725,-0.00674237199351211,0.002929397000116296,1.4703208,-147.00347490329855,16.25775623876424,100,100.0,-62.42585,-0.25050834,-9.253697,0.004828185003134422,-1.1802321917301297,0.55248857,0.15880632199696265,0.0,2.6447404110003845,100,1.4642456,100.0,0.98347026,16.41599340370659,1.3637269,-8.9564017384765,100,-61.570007,0.0019517059990903363,22,-97.25043501296634,0.18715434,-120.64346243479021,100,6000,-18.125065,-0.61177725,-0.0488843,2.120577542002138,16.40653,-84.85887064982833,15,-18.149443,-0.36707967569822153,11.237584234040696,3,0.69461095,60,0.10351262,-0.99779063,12.9494095,-0.38588282,-0.90625805,2200,-84.85887064982833,-0.61934584,13.181947,0.0,12.978957,-4.3140984,-18.179432,-0.2052733,-0.8485887064982833,-118.02321917301295,-1.5166214,5,-118.02321917301295,-9.179381,2200,-61.36967
1.1295125883302426,3.7503188,-37.36223362670546,1.3717195,0.34829270699992776,-0.022359401,-10.841451,-1.2110772132873535,0.8851541310689635,0.8730703,-9.753592994348413,0.578054666519165,-0.013103564444448193,0.003277301999332849,0.8379236,-135.84417004671667,14.419347644103144,100,100.0,-62.999393,-0.1482978,-10.933585,0.004941084000165574,-1.066750137635876,0.5554174,0.157734934000473,0.0,2.618921250992571,100,0.8758303,100.0,0.985961,18.325769999231305,1.3811623,-10.132548476983555,100,-62.477615,0.002354557997023221,27,-83.94013188070754,0.1645638,-88.6482100935439,100,7500,-20.414862,-0.21070069,-0.03500329,2.1023206659956486,18.454845,-52.14668932014952,15,-20.454811,-0.21600886210548406,13.861026858037803,4,0.79039174,75,0.11559953,-0.9864949,14.695642,-0.4467218,-0.93947697,2700,-52.14668932014952,-0.60527045,14.780547,0.0,14.670472,-3.897982,-20.722754,-0.23747635,-0.5214668932014952,-106.67501376358761,-1.7236468,5,-106.67501376358761,-10.892348,2700,-62.56988
1.065405017935191,3.818441,-28.163628016568396,1.7851973,0.35677385500457603,-0.014385634,-8.423149,-1.5434865951538086,0.864308452134528,0.92656136,-9.80376528446849,0.50510573387146,-0.044648636048896,0.004285997005354147,36.39796,-132.00873068697985,13.791996014682773,100,100.0,-74.250916,-0.17894287,-12.420252,0.004787199999555014,-0.9732459503743676,0.5262647,0.1638005550048547,0.0,2.6414724250134896,100,36.35007,100.0,0.9782677,19.338066105742236,1.3934941,-10.36747514872894,100,-75.98627,0.0019525719981174916,32,-73.44543698723439,0.16779615,-80.66201766126753,100,9000,-20.76939,-0.2607969,-0.00019088697,2.109872246001032,18.711946,-42.478454536656244,15,-20.76973,-0.11205296786040866,16.506913553042978,5,0.8036551,90,0.11389641,-0.9822978,14.111,-0.48497972,-0.95022166,3200,-42.478454536656244,-0.64355755,13.907795,0.0,14.121588,-2.8991423,-20.21206,-0.26206708,-0.4247845453665624,-97.32459503743675,-1.8392322,5,-97.32459503743675,-12.546494,3200,-75.803314
0.7569176719580574,3.6067963,-23.228971293118775,1.7944174,0.3933622210024623,0.015158628,-0.12086235,-1.9133403301239014,1.9317290758375363,0.9606445,-10.162567829022226,0.4399051368236542,-0.05732526285094777,0.0036280770000303164,2.4734786,-92.46931865681238,164.37432173804925,100,100.0,-73.69754,-0.07571118,-13.793647,0.004826841999602038,-0.8154972205329664,0.5008681,0.16382437600259436,0.0,2.658871828003612,100,2.4911764,100.0,0.9811416,9.606917920322193,1.4803205,-7.8704043196949565,100,-72.05317,0.0019178340007783845,37,-67.48040059014653,0.25005227,-701.2727722015637,100,10500,-19.923405,-0.33071935,-0.0024310022,2.0913124779981445,18.11198,-89.5219501165761,15,-19.952082,-0.09458035046942147,19.170358223032963,6,0.7547342,105,0.107514344,-0.9741549,12.774715,-0.59025604,-0.9602941,3700,-89.5219501165761,-0.74869037,13.258245,0.0,12.75887,-4.174138,-19.94369,-0.3837905,-0.8952195011657615,-81.54972205329665,-1.973023,5,-81.54972205329665,-13.726026,3700,-72.15213
1.2866102236918397,4.2613688,-25.214886204322273,1.6800007,0.3544187739971676,-0.011857858,-8.615123,-1.9668186902999878,0.8645116695846077,0.9514145,-9.564469738518813,0.3825528919696808,-0.044902459720106494,0.003052130006835796,21.273645,-118.36786222944988,13.575032979895564,100,100.0,-77.6055,-0.14598542,-14.630223,0.004744934005429968,-0.9982224713023764,0.49762425,0.16527396099991165,0.0,2.642944172010175,100,21.381866,100.0,0.971719,15.160921990488074,1.6809072,-9.75485039034625,100,-77.73811,0.0019694680013344623,42,-84.84005346118754,0.17108303,-76.43983770696273,100,12000,-21.489622,-0.04746917,-0.03322794,2.1134849049994955,20.022913,-42.79915904534618,15,-21.489174,-0.057424921899695586,21.81761211405683,7,0.81362826,120,0.11364825,-0.99464774,13.828903,-0.6236456,-0.9691576,4200,-42.79915904534618,-0.78237665,13.5452,0.0,13.826941,-4.78199,-21.372133,-0.40564632,-0.4279915904534616,-99.82224713023767,-2.1269183,5,-99.82224713023767,-14.664883,4200,-77.75737
1.3049421916435022,5.0590897,-35.42311463366854,1.9906119,0.35720242900424637,-0.025709463,-0.12086235,-2.2334399223327637,0.8186765805246154,0.9322632,-9.632412122527555,0.33228838443756104,-0.016734994004577588,0.0030661669952678494,3.1409907,-119.2127714608589,12.30899622944623,100,100.0,-80.450516,-0.10028315,-15.492427,0.004901330001302995,-1.0000750507371414,0.50566214,0.16308883999590762,0.0,2.604340167999908,100,3.1778436,100.0,0.97096944,18.783237394695412,1.7357389,-10.420978824092362,100,-84.87651,0.0021304350011632778,47,-76.89292905391774,0.17153658,-81.81033168303388,100,13500,-22.264177,-0.02768498,-0.0233749,2.0739509670020198,20.91829,-50.810299564816695,15,-22.266539,-0.0830119957130483,24.426647708045493,8,0.84359914,135,0.11759169,-0.9950118,13.895614,-0.6665233,-0.9808337,4700,-50.810299564816695,-0.82498634,13.749958,0.0,13.90371,-4.1710505,-22.278608,-0.41323426,-0.5081029956481669,-100.00750507371416,-2.290772,5,-100.00750507371416,-15.495069,4700,-84.76276
0.7961219099170551,5.2191124,-40.26435667033656,1.7877313,0.3517625419990509,-0.030574437,-16.2302,-2.5258584022521973,1.2760945199425842,0.9533285,-10.662254954539119,0.28853869438171387,-0.02875149043605923,0.004480286996113136,0.6769183,-92.51008818948483,15.598044689310427,100,100.0,-79.27724,-0.21792355,-16.27744,0.004493865002586972,-0.7336658785546151,0.4788041,0.1638817979983287,0.0,2.6163766569952713,100,0.67025155,100.0,0.9714264,10.737391389599988,1.6085591,-8.60013004770715,100,-74.260376,0.0019737819966394454,52,-59.8181204233088,0.20814197,-87.8134013293714,100,15000,-21.7047,-0.032634873,-0.00929988,2.089784383002552,20.387754,-65.26613979901984,15,-21.706049,-0.18094394106670253,27.047388581035193,9,0.7572967,150,0.15357532,-0.9958569,12.548533,-0.747527,-0.98346394,5200,-65.26613979901984,-0.960194,12.798004,0.0,12.5351,-4.112772,-21.92502,-0.4118453,-0.6526613979901984,-73.3665878554615,-2.3889804,5,-73.3665878554615,-16.28711,5200,-74.20623
