replay_buffer/size,trainer/Q1 Predictions Max,evaluation/Actions Mean,exploration/Returns Min,evaluation/num paths total,trainer/Log Pis Mean,trainer/Alpha,trainer/Q1 Predictions Std,time/epoch (s),trainer/Policy log std Mean,time/evaluation sampling (s),exploration/path length Mean,exploration/path length Std,exploration/Actions Min,exploration/Returns Mean,trainer/Log Pis Max,evaluation/Rewards Std,trainer/Q1 Predictions Min,time/training (s),time/exploration sampling (s),trainer/Policy mu Min,evaluation/Returns Max,trainer/Policy mu Std,trainer/Q2 Predictions Min,evaluation/path length Max,trainer/Q1 Predictions Mean,exploration/Actions Std,exploration/Rewards Max,exploration/Num Paths,trainer/QF1 Loss,exploration/Returns Std,trainer/Policy log std Std,trainer/Policy log std Max,exploration/Actions Mean,evaluation/num steps total,evaluation/Rewards Mean,exploration/num steps total,exploration/Returns Max,evaluation/Rewards Min,exploration/Rewards Min,evaluation/Rewards Max,trainer/Q2 Predictions Mean,exploration/path length Max,exploration/Actions Max,evaluation/Num Paths,Epoch,evaluation/Average Returns,time/total (s),exploration/Average Returns,evaluation/path length Mean,trainer/Q2 Predictions Max,trainer/Policy mu Mean,trainer/Q Targets Mean,evaluation/Actions Std,evaluation/Returns Min,trainer/Alpha Loss,evaluation/Returns Std,trainer/Policy log std Min,exploration/Rewards Mean,exploration/path length Min,evaluation/Returns Mean,trainer/Policy mu Max,exploration/Rewards Std,trainer/Policy Loss,time/saving (s),time/logging (s),trainer/Q2 Predictions Std,evaluation/Actions Max,trainer/Log Pis Min,time/data storing (s),evaluation/Actions Min,evaluation/path length Std,trainer/Q Targets Min,trainer/Q Targets Max,trainer/Log Pis Std,exploration/num paths total,trainer/Q Targets Std,evaluation/path length Min,trainer/QF2 Loss
100000,-8.302727,0.0020197013,-125.35945590557617,3375,1.9336798,0.059992216527462006,31.862324,2.4101318040047772,-1.8669486,0.32929654500912875,100.0,0.0,-0.9989511,-68.31711753792821,7.926532,1.2255608425418392,-116.95669,1.9341139969765209,0.1376040389877744,-2.7503881,-6.8585602243384765,0.88007706,-116.960304,100,-46.906998,0.2603244,-0.005498226680231507,5,5.0466704,28.84816985916398,0.5866221,-0.45750833,-0.0023046099,337500,-0.836091197006803,112700,-50.09180206612956,-11.965752543213659,-9.803353727428672,-0.026597682670475437,-46.96017,100,0.9998558,15,224,-83.6091197006803,548.1177492228453,-68.31711753792821,100.0,-8.353038,-0.034836043,-46.975914,0.18587358,-247.05783943845572,-0.18659855425357819,68.72090006368252,-2.9012468,-0.6831711753792821,100,-83.6091197006803,3.025565,1.2647325746809455,48.419857,0.0015838510007597506,0.004759735020343214,31.85956,0.9995112,-1.4514852,0.0027736370102502406,-0.998835,0.0,-117.13399,-0.58621675,1.4186369,1127,32.2408,100,5.0742674
100000,-8.018092,0.00031434695,-230.42263311791947,3390,1.8636566,0.05807670205831528,33.477592,2.421213038091082,-1.9846011,0.3241143140476197,100.0,0.0,-0.99978137,-139.37470201717431,4.42729,1.1708513589381504,-125.15015,1.9464478900190443,0.14081682998221368,-2.8630083,-6.971622813295288,0.69363725,-125.13396,100,-46.84541,0.23777013,-0.010269084618383165,5,0.6789225,61.68379466728149,0.5390848,-0.39272824,-0.004283258,339000,-0.9909393681804768,113200,-51.28654131449688,-11.18007374174273,-8.517563511400223,-0.013990917167558492,-46.85652,100,0.99939734,15,225,-99.09393681804771,550.5432483378099,-139.37470201717431,100.0,-7.953664,0.0073080896,-47.51426,0.19133538,-253.40273337130364,-0.3880324065685272,73.79164814535903,-2.820026,-1.393747020171743,100,-99.09393681804771,2.5342834,0.9659860258104117,48.383785,0.002091492002364248,0.00486111402278766,33.506634,0.9984865,-1.8270307,0.002881398017052561,-0.9999323,0.0,-125.72083,-8.229389,1.1209974,1132,33.780003,100,0.6786443
100000,-8.321262,0.0008777574,-89.63723048208914,3405,2.1038249,0.06019292399287224,29.493439,2.399178993946407,-2.0565486,0.3302039099507965,100.0,0.0,-0.99997866,-56.98325413952504,4.764577,0.9975039395723889,-115.752686,1.9213993769953959,0.1380222049774602,-2.1508596,-24.876956908256997,0.6598927,-115.814224,100,-43.539932,0.21727942,-0.0052376673933423054,5,81.797066,20.29002165627865,0.53784835,-0.5327864,-0.041494485,340500,-0.7640370437413004,113700,-32.00229098733972,-8.04008094220353,-9.37704113864521,-0.008197313358293063,-43.556957,100,0.782425,15,226,-76.40370437413006,552.9470786718302,-56.98325413952504,100.0,-8.272079,0.060700092,-42.526733,0.18230072,-235.42124275276868,0.29178643226623535,66.94275957374731,-2.924416,-0.5698325413952504,100,-76.40370437413006,2.153049,1.0481288982330514,45.24758,0.001959863002412021,0.0047611320042051375,29.486858,0.99913013,-3.0536442,0.0028325070161372423,-0.9987434,0.0,-116.85013,-0.4167836,1.1315391,1137,30.330765,100,81.61068
100000,-8.157594,0.012193757,-159.75092774773302,3420,2.0008185,0.06035272032022476,32.37526,2.4166303809615783,-1.9121292,0.3243210020009428,100.0,0.0,-0.99907976,-58.42487226038096,6.038576,1.0402643652894803,-137.57787,1.9442228979896754,0.13849713798845187,-2.9011874,-23.311309206574663,0.7965213,-136.75827,100,-54.407036,0.2010075,-0.0437506071210943,5,0.32209823,50.9503302751263,0.5445727,-0.35972953,0.008998763,342000,-0.9455064365622498,114200,-25.60373438209649,-8.840988666076464,-8.442899690474992,-0.05091617665707654,-54.380997,100,0.99868774,15,227,-94.55064365622498,555.3677131378208,-58.42487226038096,100.0,-8.214918,0.030713335,-54.80581,0.18530144,-233.62583111081608,0.002298090374097228,61.833941016567046,-2.8048882,-0.5842487226038097,100,-94.55064365622498,3.3091214,0.7807795942406713,55.976665,0.0019900689949281514,0.004801262984983623,32.383205,0.999163,-1.298791,0.0027980110025964677,-0.99788433,0.0,-137.44342,-8.055091,1.1919218,1142,32.552532,100,0.38623995
100000,-8.070214,0.004956288,-122.79240214394656,3435,2.207652,0.05949558690190315,35.240654,2.4213355199899524,-2.0564144,0.33366099395789206,100.0,0.0,-0.9999737,-75.43328137366228,5.914524,0.9737001751856286,-125.79059,1.937417320034001,0.1407310999929905,-2.6794171,-8.535046225686846,0.79231,-126.65625,100,-46.591297,0.24559113,-0.016733644712244783,5,44.993504,24.758152882312388,0.58645123,-0.21777001,0.0010281563,343500,-0.5005590727181076,114700,-52.74430828847947,-10.247930093330307,-10.367835335367566,-0.032941936976621726,-46.58507,100,0.99886847,15,228,-50.05590727181076,557.7928527178592,-75.43328137366228,100.0,-7.9335737,0.056241468,-46.444775,0.18705839,-117.9376622117378,0.5859875679016113,30.298570868015357,-2.9013493,-0.754332813736623,100,-50.05590727181076,3.8921747,1.3577789570392884,48.38084,0.0019772499799728394,0.004769856052007526,35.340794,0.9991161,-2.4907699,0.002778999973088503,-0.99905616,0.0,-126.153244,-2.8338304,1.2520374,1147,35.781788,100,44.820503
100000,-8.288645,0.0009337921,-231.75026579099608,3450,2.021309,0.06055154651403427,31.918318,2.4247389389784075,-1.9288999,0.32217103097354993,100.0,0.0,-0.99108946,-120.03503159786229,6.397918,1.168152581321074,-116.16371,1.9556610509753227,0.1377238029963337,-2.4832182,-23.09654590806851,0.7444849,-116.2613,100,-44.888084,0.21018562,-0.10993422350727222,5,0.391721,68.58570639382384,0.57554847,-0.18922138,-0.0027379135,345000,-0.839633971689429,115200,-54.199652026468264,-11.572473375328316,-6.192388588352523,-0.024957286118871137,-44.86882,100,0.99628085,15,229,-83.96339716894292,560.2218331238837,-120.03503159786229,100.0,-8.281855,0.096392125,-45.056202,0.19897999,-236.40567530558494,0.05975772812962532,61.26750186062052,-2.856911,-1.2003503159786226,100,-83.96339716894292,3.7990782,0.7727062048842753,46.555225,0.0015895030228421092,0.004782408999744803,31.928705,0.99909437,-2.6453419,0.002811142010614276,-0.9982289,0.0,-117.85989,-7.954076,1.2424097,1152,32.32789,100,0.38534272
100000,-7.8225803,-0.0028697085,-171.34011793486576,3465,1.9233751,0.061238352209329605,33.077312,2.450714697886724,-1.9666572,0.3296950130024925,100.0,0.0,-0.9999928,-88.80918618544325,7.7910113,1.1333940886548677,-116.75674,1.9664505670079961,0.13696952298050746,-3.0997038,-22.194302173590536,0.8042624,-116.97927,100,-50.436935,0.26983538,-0.018113347659735924,5,11.373896,48.55717197820594,0.55421233,-0.30998972,-0.009770273,346500,-0.6543165662613276,115700,-38.55691015181996,-10.128172458080906,-10.219631155374266,-0.047891294012056516,-50.46939,100,0.9990022,15,230,-65.43165662613278,562.67672066472,-88.80918618544325,100.0,-7.9130654,0.004481774,-50.66324,0.19730286,-181.3174393223119,-0.21401093900203705,51.13168749187664,-2.7836123,-0.8880918618544325,100,-65.43165662613278,3.723621,1.286242561993202,52.057392,0.010019318957347423,0.004768257960677147,33.10903,0.9986296,-1.9543319,0.0028120179777033627,-0.9997213,0.0,-118.33582,-0.7551673,1.5346167,1157,33.834816,100,11.46581
100000,-7.871547,0.010117599,-196.15345133523465,3480,2.002268,0.06271511316299438,34.60015,2.4146824500057846,-1.981037,0.3247529440559447,100.0,0.0,-0.99781126,-96.34368553881355,6.3687315,1.280830142625318,-137.39122,1.9417250459664501,0.13887468201573938,-3.138681,-10.748340831949116,0.80357087,-137.2233,100,-44.899517,0.2717256,-0.003947672303005613,5,0.5371168,68.9186415088008,0.5888389,-0.34230107,0.034855627,348000,-0.8733864576248643,116200,-30.34969555878938,-11.575199772510697,-11.538197076672795,-0.010744156463288945,-44.864105,100,0.99893254,15,231,-87.33864576248645,565.0959419826395,-96.34368553881355,100.0,-7.8142414,0.08262211,-45.45793,0.20435612,-188.43317476169054,0.006280984729528427,66.34574566948478,-2.8797355,-0.9634368553881354,100,-87.33864576248645,2.7094772,1.5139217249914505,46.618763,0.0018129079835489392,0.004773292981553823,34.54042,0.99913216,-2.651497,0.0027435770025476813,-0.9999179,0.0,-138.38896,-7.826872,1.4219463,1162,34.85873,100,0.6140326
100000,-7.544441,-0.001016023,-159.90705872171617,3495,2.190073,0.05920245498418808,33.810932,2.4314421140006743,-2.0680158,0.32343608600785956,100.0,0.0,-0.99978626,-99.42753768797715,7.3049507,1.0441067671649777,-116.53333,1.955701891973149,0.14331145997857675,-1.3631461,-21.507871591087593,0.6345154,-116.71617,100,-44.258644,0.20632266,-0.07443083256842144,5,6.207006,42.90624602352515,0.5040552,-0.20107517,0.01040698,349500,-0.9183438007469389,116700,-28.221750634251304,-9.176991160663261,-10.894787925429084,-0.009738782969123576,-44.256947,100,0.99942255,15,232,-91.83438007469388,567.531986339658,-99.42753768797715,100.0,-7.6125975,0.16663155,-44.767933,0.19440657,-268.6586610359226,0.5373086333274841,67.23924635616687,-2.762383,-0.9942753768797716,100,-91.83438007469388,3.1931503,1.1149948018802034,46.089798,0.0015894370153546333,0.0047942009987309575,33.835136,0.99841845,-1.5813329,0.0026090380270034075,-0.9991869,0.0,-118.39114,-1.9339104,1.1748997,1167,34.630993,100,6.0113087
100000,-7.7670345,0.015521043,-232.00552063857046,3510,2.085688,0.054612986743450165,29.629807,2.4113706450443715,-2.007685,0.3323509420151822,100.0,0.0,-0.9972803,-109.41069106205434,8.224973,1.1099454943675726,-116.66518,1.9345908199902624,0.13499501103069633,-3.0671332,-6.4763961081608645,0.7972329,-116.98283,100,-37.35204,0.22161219,-0.010795200834732725,5,35.95993,78.59464723654291,0.5535985,-0.20910975,0.027725767,351000,-0.9917992812766827,117200,-28.993347623216607,-9.958148958262965,-11.815617527336048,-0.037495311834806484,-37.369186,100,0.99867284,15,233,-99.17992812766828,569.947791122715,-109.41069106205434,100.0,-7.8211813,0.030286884,-37.025093,0.18078262,-260.022468484087,0.24912816286087036,76.03576910330203,-2.761721,-1.0941069106205434,100,-99.17992812766828,3.0326488,1.2175193835079499,39.130386,0.001971658959519118,0.00476385501679033,29.614656,0.9996281,-2.571776,0.0026983580319210887,-0.99916255,0.0,-117.192505,-0.061823897,1.5689496,1172,29.954689,100,35.29815
100000,-8.024106,0.013558571,-114.44558459071754,3525,2.0731604,0.05504709482192993,32.252872,2.412808681023307,-2.1406176,0.33029574499232695,100.0,0.0,-0.99832857,-46.9199315430064,6.4681253,1.067850471351627,-116.808586,1.9324930400471203,0.14053366403095424,-1.6476386,-4.972217821441645,0.63233685,-117.05966,100,-39.90578,0.20366345,-0.00555437017943616,5,0.29006872,35.540441507573256,0.5057709,-0.43662,-0.017707527,352500,-0.5249634120979872,117700,-18.694485635626485,-10.904038670543997,-8.250997783989456,-0.026519261396448727,-39.93522,100,0.99503785,15,234,-52.49634120979873,572.3651405806886,-46.9199315430064,100.0,-7.969815,0.04509394,-40.153168,0.19066438,-133.4759889970583,0.2121542990207672,39.36124619606081,-2.8852565,-0.46919931543006393,100,-52.49634120979873,3.4434452,0.8702769440627324,41.644623,0.0019483729847706854,0.0047816080041229725,32.246746,0.99917185,-0.80698615,0.002756250964011997,-0.9987377,0.0,-117.76977,-7.825697,1.1391375,1177,32.553246,100,0.25364637
100000,-7.771986,-0.001794829,-155.08158186726473,3540,1.8959357,0.05553440377116203,33.37607,2.418574514973443,-1.9748583,0.3289461610256694,100.0,0.0,-0.9762451,-93.72549204135052,6.026435,1.2058727743928968,-122.07597,1.9448129019583575,0.13642882800195366,-3.202741,-9.927451627179355,0.71421635,-122.611275,100,-44.772438,0.21802115,-0.025022490468311825,5,0.37453625,50.971142339921265,0.5119566,-0.34231332,0.016255537,354000,-0.7248185788396507,118200,-35.325608855237355,-10.075105047114546,-8.421003132764882,-0.051554935492325704,-44.799164,100,0.9994139,15,235,-72.48185788396508,574.788195699628,-93.72549204135052,100.0,-7.771838,-0.055402733,-45.202965,0.20366538,-182.12723221703519,-0.3008164167404175,48.54665064436093,-2.7243521,-0.9372549204135051,100,-72.48185788396508,2.4743097,0.8528024674768283,46.30293,0.001977870997507125,0.0037092120037414134,33.368114,0.99843955,-1.0634409,0.002699540986213833,-0.99985707,0.0,-120.88903,-7.8829794,0.9991567,1182,33.54098,100,0.43315804
100000,-7.915626,0.015071331,-63.87222489782036,3555,1.9414358,0.057527586817741394,33.699825,2.4353015669621527,-2.089863,0.3228173350216821,100.0,0.0,-0.99859595,-42.886013316509214,4.943572,0.9934212036117166,-117.55507,1.9643531310139224,0.1386683100135997,-2.7686415,-25.07014539780868,0.6640537,-117.86342,100,-40.362694,0.16902675,-0.009747306368052851,5,0.102322064,12.780648714866812,0.5128096,-0.5755575,-0.014200047,355500,-0.9714380638771045,118700,-29.003772546300564,-9.077461907615161,-5.346137495020854,-0.048605463965292486,-40.374115,100,0.74096787,15,236,-97.14380638771044,577.2278137395624,-42.886013316509214,100.0,-7.980043,0.05719011,-40.405453,0.18756352,-264.29634522553135,-0.167236328125,70.46621582337734,-2.8487885,-0.4288601331650921,100,-97.14380638771044,3.3282888,0.48513991242790855,42.001152,0.001980266999453306,0.004802522948011756,33.683468,0.9978009,-1.2161533,0.0026800009654834867,-0.99760556,0.0,-117.28374,-7.8116083,1.1457956,1187,33.796494,100,0.12311245
100000,-7.982421,0.009480813,-150.64240104862378,3570,1.9587747,0.0581856407225132,34.128586,2.4691938899923116,-2.1099021,0.3240097510279156,100.0,0.0,-0.9973632,-81.08645161417417,4.01715,0.9672890731423104,-117.28392,1.9960340849938802,0.13974526897072792,-2.9682748,-9.768737670803198,0.60570556,-117.36284,100,-43.41312,0.227848,-0.014563070934087517,5,0.27086204,44.604885854591004,0.48770577,-0.40682906,-0.0076943343,357000,-0.6961086699515223,119200,-36.124276599996136,-8.880027820573249,-9.296742078689082,-0.015399803873175116,-43.39811,100,0.9977581,15,237,-69.61086699515221,579.7017866264796,-81.08645161417417,100.0,-7.975231,-0.015579865,-43.486153,0.17065418,-167.93009367482256,-0.11724482476711273,54.55547278564584,-2.7821267,-0.8108645161417417,100,-69.61086699515221,2.065288,0.9918906610054282,44.968174,0.0019513119477778673,0.0047863530344329774,34.089207,0.9984243,-1.1922445,0.0026671200175769627,-0.999241,0.0,-118.175,-7.7320294,1.0443611,1192,34.283157,100,0.32425427
100000,-7.72901,0.00559642,-65.70228382150314,3585,2.0925355,0.056493546813726425,32.147537,2.478894579107873,-1.910501,0.3288790450314991,100.0,0.0,-0.9996115,-53.924734927253574,7.691795,1.0684132825196868,-126.74516,2.0002017799997702,0.14049365802202374,-2.735841,-24.671491445541196,0.8230344,-126.18121,100,-43.214134,0.2294064,-0.024960478774374923,5,52.512146,13.918069996298712,0.561675,-0.3719738,0.020860719,358500,-1.0911298216629401,119700,-27.558885811670738,-10.338336531828919,-9.042662143146243,-0.04669884575665401,-43.234882,100,0.9995108,15,238,-109.11298216629399,582.1851915265433,-53.924734927253574,100.0,-7.7255416,-0.015868358,-42.489594,0.1774118,-238.56707025649504,0.2659076452255249,67.32129421272421,-2.7888613,-0.5392473492725359,100,-109.11298216629399,2.290742,0.9331018552867311,44.836704,0.00158627302153036,0.0047938680509105325,32.119617,0.9965133,-1.4594995,0.00293995498213917,-0.9989388,0.0,-127.95869,-0.11756688,1.2562428,1197,32.911465,100,52.457542
100000,-7.6192846,-0.0004867878,-67.36018396322619,3600,2.127453,0.056188732385635376,29.445305,2.455813084030524,-2.1090286,0.33067099103936926,100.0,0.0,-0.9995372,-44.991358968795666,6.5764484,1.264418341758771,-115.56145,1.9725229269824922,0.14295805298024788,-2.733367,-8.607223058649929,0.6320887,-115.5063,100,-37.487324,0.2352823,-0.0006574551546739748,5,0.42163727,19.73292426851044,0.49557385,-0.5796028,0.013119753,360000,-0.9611543280712643,120200,-14.637859734106902,-10.061600093252826,-10.446453266399937,-0.042745142068704806,-37.47671,100,0.9998922,15,239,-96.11543280712642,584.6455480404547,-44.991358968795666,100.0,-7.637359,-0.06727426,-37.682957,0.19200942,-246.49153564518,0.36696192622184753,77.1066301836808,-2.7915885,-0.44991358968795664,100,-96.11543280712642,2.127698,1.2865213082396023,39.273365,0.0019954610033892095,0.004802416020538658,29.399279,0.9991395,-2.759087,0.00286323600448668,-0.9992751,0.0,-116.67137,-7.574231,1.2065448,1202,29.739218,100,0.42129084
100000,-7.4599314,0.009259313,-259.5738886789098,3615,2.142463,0.05802885442972183,32.10061,2.4080230979598127,-2.0974188,0.3292170520289801,100.0,0.0,-0.99896306,-107.89376213026746,9.322381,1.048874827379653,-129.3089,1.9320435170084238,0.13758256594883278,-3.493688,-16.41121196376195,0.86307895,-129.91577,100,-45.52507,0.18018945,-0.07928435123840505,5,1.0912081,87.93325193826287,0.57552797,-0.103564784,-0.010195091,361500,-0.7221127835449134,120700,-32.103978129816625,-9.687795178775156,-8.268525626827767,-0.03595223402295398,-45.485374,100,0.8681726,15,240,-72.21127835449131,587.0582968304516,-107.89376213026746,100.0,-7.3926926,-0.048889514,-46.187412,0.19126955,-153.55081879516382,0.4055749475955963,50.87549983187074,-2.8228712,-1.078937621302675,100,-72.21127835449131,3.6699648,0.9838865851514924,47.444878,0.001583101984579116,0.0047619169927202165,32.12808,0.998788,-2.5754418,0.0028349439962767065,-0.9989457,0.0,-128.8271,-7.5364385,1.8401935,1207,32.7123,100,1.2816113
100000,-7.7172494,-0.005459667,-269.3213709137758,3630,1.8284041,0.060410261154174805,33.26435,2.4113547949818894,-2.1230707,0.3264186750166118,100.0,0.0,-0.9995714,-103.46116698784951,7.8680887,1.0837672953078998,-116.06013,1.936286727024708,0.1391284679993987,-3.0844004,-23.25764916109366,0.61312526,-116.121506,100,-41.104958,0.18679729,-0.02409723543612653,5,7.7973914,86.56381983335234,0.48192096,-0.47142392,-0.017941305,363000,-1.270486516300927,121200,-35.41506078688955,-9.716072842249007,-9.376178874704632,-0.040371149990496916,-41.14179,100,0.86903584,15,241,-127.0486516300927,589.474016303313,-103.46116698784951,100.0,-7.7494407,0.06751249,-40.979336,0.17417757,-253.3209564698803,-0.4815969467163086,77.02822719984817,-2.7804978,-1.0346116698784953,100,-127.0486516300927,3.1361368,1.095939145667904,42.644543,0.00196372700156644,0.004802701994776726,33.283794,0.99873054,-3.3997672,0.002754495944827795,-0.99981594,0.0,-117.04579,-0.69925845,1.4105927,1212,33.816883,100,7.874534
100000,-7.0973477,-0.020826876,-123.53623401611004,3645,2.0082023,0.06092296540737152,32.112698,2.4056491120136343,-2.15395,0.32325837400276214,100.0,0.0,-0.99846685,-48.13506252450306,4.2222247,1.1521075852747444,-113.04156,1.9350377669907175,0.13782977004302666,-2.099951,-16.20260357669429,0.5045043,-112.789406,100,-44.198685,0.20873526,-0.006277782391113762,5,120.124054,38.1070631485674,0.422253,-0.46641958,-0.010869321,364500,-0.6353204212058984,121700,-19.659744544942438,-10.041764639588033,-6.233529561827528,-0.06977725060633647,-44.197628,100,0.99407154,15,242,-63.53204212058982,591.8836824093596,-48.13506252450306,100.0,-7.0467644,-0.030203376,-44.078697,0.19466856,-249.5214955345602,0.02295190840959549,57.80070339171242,-2.8818028,-0.4813506252450308,100,-63.53204212058982,3.2304938,0.8371073898936336,45.935745,0.001958143024239689,0.004790294973645359,32.11569,0.9951944,-1.4536442,0.0027747629792429507,-0.99933034,0.0,-116.061844,-2.4531882,0.99787813,1217,32.416626,100,120.05957
100000,-7.5184526,-0.0038539136,-133.86108774854924,3660,2.2113643,0.059743598103523254,29.374529,2.422899076133035,-2.2147093,0.32995250105159357,100.0,0.0,-0.99346536,-75.85021097468479,5.5903697,1.329125320509914,-111.64391,1.9346163290319964,0.14025822601979598,-3.0503232,-17.295442082859896,0.6242058,-111.24147,100,-36.198803,0.19180864,-0.003200664583785384,5,117.84013,54.96445735211585,0.47764686,-0.2716424,0.00047501613,366000,-1.0494892857513798,122200,-10.378220324139262,-10.298717690195733,-11.435275371668629,-0.01277136667312753,-36.111984,100,0.9897122,15,243,-104.948928575138,594.3107669244055,-75.85021097468479,100.0,-7.356612,-0.031414617,-35.641525,0.20014736,-277.0828769686926,0.5955802798271179,83.48052196508539,-2.899222,-0.758502109746848,100,-104.948928575138,2.5963087,1.0329215861375463,38.114925,0.010589846002403647,0.004830409015994519,29.352903,0.99776924,-2.749788,0.0026517650112509727,-0.9997612,0.0,-114.2467,-2.4648814,1.1552922,1222,29.21361,100,117.67781
100000,-7.4674773,-0.0019998637,-68.72237618360103,3675,2.1943572,0.05900402367115021,33.16147,2.425788974913303,-2.1020632,0.3312243219697848,100.0,0.0,-0.98273194,-54.111225246944876,5.361398,0.9205849777637404,-114.07533,1.943925825995393,0.1412409979966469,-2.5732737,-11.301631707621658,0.7438594,-114.1205,100,-47.661877,0.20535351,-0.010575618059580521,5,0.5497211,8.321933347776893,0.5158462,-0.6291909,0.019271357,367500,-0.716815768827167,122700,-46.994169151712754,-9.47256408251517,-9.321798772199472,-0.02057876212524304,-47.6958,100,0.9990294,15,244,-71.6815768827167,596.7410770853749,-54.111225246944876,100.0,-7.4994335,0.07423902,-48.091286,0.17317319,-241.8074969861282,0.5500839948654175,58.655124638245276,-2.8799963,-0.5411122524694487,100,-71.6815768827167,3.5705674,0.9252101664391054,49.486618,0.0019905620138160884,0.004794324981048703,33.190403,0.99723506,-2.0260005,0.002612941956613213,-0.9958439,0.0,-115.52911,-7.4881687,1.1457193,1227,33.536846,100,0.55862004
100000,-7.0724993,-0.019478139,-180.3151988801086,3690,2.0466971,0.057668328285217285,32.834385,2.44349950394826,-2.0838585,0.32528609404107556,100.0,0.0,-0.99674845,-114.83727660906861,7.3572445,1.2933661070332052,-121.65337,1.968130869034212,0.1420881649828516,-2.7039037,-18.191931887019198,0.70935434,-121.37641,100,-42.692818,0.25985268,-0.0038146242404934476,5,1.2790458,60.44707359782304,0.54386187,-0.31833136,0.022626847,369000,-0.6175470131317777,123200,-30.732982986109064,-10.837740015104721,-9.235677770876517,-0.030099067066547684,-42.66446,100,0.99881095,15,245,-61.75470131317777,599.1889802092919,-114.83727660906861,100.0,-7.044184,-0.08353969,-43.52764,0.20880383,-231.35647078898864,0.1332377940416336,49.58305711829663,-2.836981,-1.1483727660906862,100,-61.75470131317777,3.0587013,1.206775247586776,44.35475,0.0016034479485824704,0.0035367889795452356,32.833694,0.9985487,-3.8765805,0.002854138961993158,-0.99977857,0.0,-123.27874,-7.3937893,1.3334228,1232,33.49727,100,1.3516401
100000,-7.2089415,-0.019667683,-122.44502385762004,3705,2.1010582,0.060011573135852814,27.192307,2.387461304082535,-2.1649108,0.3272515300195664,100.0,0.0,-0.9948989,-58.74667338218546,7.461305,1.1913593365827952,-113.729355,1.9151625949889421,0.13571144902380183,-4.2510552,-13.129517591125442,0.5997434,-114.08386,100,-37.09532,0.21730964,-0.013239161376782316,5,43.70783,33.22126359771085,0.45662606,-0.13434997,0.002785826,370500,-0.6158061947415152,123700,-29.958260433772878,-10.675637015179367,-7.416387782737214,-0.020268015394949046,-37.134384,100,0.9983583,15,246,-61.58061947415153,601.5810257983976,-58.74667338218546,100.0,-7.312492,-0.008541219,-36.75607,0.20242734,-237.91776454021735,0.28428521752357483,57.38738251615679,-2.8533952,-0.5874667338218547,100,-61.58061947415153,2.641585,0.9207772926265181,38.931988,0.001961020054295659,0.0047826149966567755,27.21944,0.99874496,-2.0282009,0.0025920949992723763,-0.99978447,0.0,-113.881874,-2.0711741,1.2140192,1237,27.448154,100,43.760025
100000,-7.3058825,0.004252054,-185.48922055295705,3720,1.8953238,0.0618240088224411,32.113785,2.4326606171089225,-2.190158,0.327115620020777,100.0,0.0,-0.995921,-76.19787166731496,3.291175,1.1716255446621597,-114.34747,1.9589062800514512,0.13724535499932244,-2.0115728,-15.52988121643251,0.45359138,-114.527115,100,-40.04514,0.2194295,-0.06181769147950464,5,123.63776,58.30505920502104,0.38619974,-0.75398177,0.009177125,372000,-0.7418757264828757,124200,-28.612394386238876,-11.088374584666429,-7.978369311758219,-0.07357402573830778,-40.058475,100,0.9958221,15,247,-74.18757264828757,604.018160015461,-76.19787166731496,100.0,-7.258733,-0.032045558,-39.21963,0.19027412,-229.35911930496982,-0.2913573980331421,58.35260781938869,-2.7675405,-0.7619787166731498,100,-74.18757264828757,2.7807202,0.8235109636597261,41.69476,0.0019566909759305418,0.004764336044900119,32.111473,0.99868697,-2.689368,0.002672335016541183,-0.99947923,0.0,-115.36985,-2.779802,1.0378534,1242,31.649363,100,123.929
100000,-7.5552835,0.0031168084,-116.96704763098278,3735,2.0473177,0.06273651123046875,31.056686,2.4276637230068445,-2.065303,0.32022706599673256,100.0,0.0,-0.99879384,-58.7924875182297,8.053432,1.3177315467942492,-117.57119,1.9606849850388244,0.1375758409849368,-3.1163626,-8.870966789380756,0.7161147,-117.17533,100,-47.49372,0.2107847,-0.0022717046538942675,5,26.587301,43.681797143987374,0.54810125,-0.13332368,-0.0085525755,373500,-0.9193244347471325,124700,-10.031428227375535,-10.425413052724146,-11.256674621220046,-0.010617159685034046,-47.471783,100,0.9965733,15,248,-91.93244347471324,606.4503510495415,-58.7924875182297,100.0,-7.3259296,-0.020850131,-47.316986,0.19718172,-268.6260771076366,0.13102170825004578,89.97937981573206,-2.8000731,-0.587924875182297,100,-91.93244347471324,3.5872607,1.0937226577175077,49.18092,0.0016144049586728215,0.004821447015274316,31.066923,0.9997762,-2.004807,0.002739979012403637,-0.99945325,0.0,-117.66695,-0.743527,1.3902606,1247,31.800322,100,26.818665
