replay_buffer/size,trainer/Q1 Predictions Max,evaluation/Actions Mean,exploration/Returns Min,evaluation/num paths total,trainer/Log Pis Mean,trainer/Alpha,trainer/Q1 Predictions Std,time/epoch (s),trainer/Policy log std Mean,time/evaluation sampling (s),exploration/path length Mean,exploration/path length Std,exploration/Actions Min,exploration/Returns Mean,trainer/Log Pis Max,evaluation/Rewards Std,trainer/Q1 Predictions Min,time/training (s),time/exploration sampling (s),trainer/Policy mu Min,evaluation/Returns Max,trainer/Policy mu Std,trainer/Q2 Predictions Min,evaluation/path length Max,trainer/Q1 Predictions Mean,exploration/Actions Std,exploration/Rewards Max,exploration/Num Paths,trainer/QF1 Loss,exploration/Returns Std,trainer/Policy log std Std,trainer/Policy log std Max,exploration/Actions Mean,evaluation/num steps total,evaluation/Rewards Mean,exploration/num steps total,exploration/Returns Max,evaluation/Rewards Min,exploration/Rewards Min,evaluation/Rewards Max,trainer/Q2 Predictions Mean,exploration/path length Max,exploration/Actions Max,evaluation/Num Paths,Epoch,evaluation/Average Returns,time/total (s),exploration/Average Returns,evaluation/path length Mean,trainer/Q2 Predictions Max,trainer/Policy mu Mean,trainer/Q Targets Mean,evaluation/Actions Std,evaluation/Returns Min,trainer/Alpha Loss,evaluation/Returns Std,trainer/Policy log std Min,exploration/Rewards Mean,exploration/path length Min,evaluation/Returns Mean,trainer/Policy mu Max,exploration/Rewards Std,trainer/Policy Loss,time/saving (s),time/logging (s),trainer/Q2 Predictions Std,evaluation/Actions Max,trainer/Log Pis Min,time/data storing (s),evaluation/Actions Min,evaluation/path length Std,trainer/Q Targets Min,trainer/Q Targets Max,trainer/Log Pis Std,exploration/num paths total,trainer/Q Targets Std,evaluation/path length Min,trainer/QF2 Loss
47700,-14.86661,-0.013552245,-292.1760085552825,1425,1.9015621,0.07147084921598434,45.257236,2.4163562239846215,-1.9213201,0.3300376139814034,100.0,0.0,-0.9993321,-171.36167169756789,7.21836,1.1700570162918513,-154.70238,1.9264210170367733,0.14466226799413562,-2.6689854,-19.192796643333395,0.75887156,-155.4521,100,-79.143456,0.23545992,-0.021219661181184693,5,212.4795,90.46159876920123,0.51592386,-0.43756574,0.00053653884,142500,-1.6526419573836617,47700,-34.216050243646826,-10.9235663597141,-7.768009865654732,-0.07103207543443656,-79.176926,100,0.99973994,15,94,-165.26419573836614,232.79754898953252,-171.36167169756789,100.0,-14.879898,0.06907049,-77.93628,0.18889196,-312.5900592706273,-0.2597087025642395,79.2313995773246,-2.7827482,-1.7136167169756784,100,-165.26419573836614,2.8880887,1.0918076008877873,80.48267,0.007670885999687016,0.0048052999773062766,45.281006,0.99954206,-1.7167685,0.0027591389953158796,-0.99975264,0.0,-157.60352,-1.2839904,1.1055545,477,47.914402,100,212.82115
48200,-14.868083,0.0013233436,-283.2895432140834,1440,1.9039373,0.07223877310752869,38.60408,2.4272290399530903,-1.7603275,0.3271420669625513,100.0,0.0,-0.99492735,-169.23685968715432,6.7582335,1.246117932250715,-159.37851,1.9501347669865936,0.13997523102443665,-2.8295958,-20.364329035028188,0.9536019,-159.26143,100,-81.15068,0.2677013,-0.01025813129082563,5,117.23257,72.63970482766996,0.6109643,0.09327574,0.020275325,144000,-1.4372799551006759,48200,-75.3883608785439,-9.700418569492614,-10.773526186874447,-0.028407299081854503,-81.13098,100,0.9998479,15,95,-143.72799551006756,235.22928158554714,-169.23685968715432,100.0,-14.670848,0.06258338,-80.63767,0.18205312,-270.9726480787006,-0.2524382472038269,89.67810691875506,-2.6586514,-1.6923685968715427,100,-143.72799551006756,3.460743,1.2068067668999423,82.2785,0.0020752460113726556,0.004810890008229762,38.613266,0.9967646,-2.2989416,0.0030908389599062502,-0.9997337,0.0,-160.114,-0.15582207,1.6263998,482,40.177204,100,116.57644
48700,-14.398657,-0.0076964144,-265.431273738932,1455,2.1419175,0.0729665607213974,43.8947,2.4217131380573846,-1.879187,0.33308153902180493,100.0,0.0,-0.988031,-200.49438257447514,5.070731,1.0046415385659753,-156.81786,1.9381511100218631,0.14079734298866242,-3.4089615,-11.900103457030019,0.8681885,-155.84805,100,-80.17502,0.2605856,-1.2475313009438302,5,1.5543327,37.62122714783835,0.5701577,-0.4344737,0.01665463,145500,-1.309022143921532,48700,-157.33611038940182,-8.63058394656771,-9.526905613906516,-0.07312476146509629,-80.09299,100,0.9987738,15,96,-130.9022143921532,237.65525181469275,-200.49438257447514,100.0,-14.212598,-0.12183329,-81.10389,0.16821903,-274.8623331958794,0.3715149164199829,72.65981913486054,-2.7271292,-2.0049438257447507,100,-130.9022143921532,2.6216762,0.8124663771278272,81.57652,0.0019868669915013015,0.004775192006491125,43.820942,0.99844694,0.025720477,0.0029210870270617306,-0.99972373,0.0,-160.25154,-14.679189,0.9550574,487,44.505386,100,1.9377537
49200,-14.144124,0.00735304,-189.62219188917777,1470,2.0496244,0.07347536832094193,42.506104,2.420673751097638,-1.820687,0.3301983920391649,100.0,0.0,-0.9897125,-139.26677320169733,4.860018,1.0573992280525442,-165.98508,1.9385552270105109,0.1423896409687586,-2.932543,-18.615910518455518,0.9232742,-165.68857,100,-75.46973,0.241404,-0.03759032683268973,5,90.36598,50.15918633393004,0.6200936,-0.24230963,0.013673036,147000,-1.2565809809433743,49200,-62.90380113126917,-10.42810206105856,-8.91039687341825,-0.061184425428128505,-75.478966,100,0.99937814,15,97,-125.65809809433746,240.0800311306375,-139.26677320169733,100.0,-14.1447315,-0.14423567,-75.08907,0.17318448,-282.0744192400683,0.12955550849437714,76.37367253980024,-2.733419,-1.3926677320169731,100,-125.65809809433746,2.763891,0.9434191826762407,76.64379,0.0017106380546465516,0.004785497032571584,42.518444,0.9992444,-2.2588363,0.003034355991985649,-0.99595684,0.0,-167.3534,-0.10975841,1.3034959,492,43.91659,100,89.42775
49700,-14.07708,0.0047053504,-228.65359239846933,1485,1.843035,0.07053276896476746,38.3025,2.403905337967444,-1.8047148,0.33345109299989417,100.0,0.0,-0.9920512,-84.85362750895784,6.5409575,0.92943196705909,-158.25491,1.9199477839865722,0.14083250903058797,-2.8237298,-25.097684261309972,0.9365524,-157.97716,100,-80.96803,0.1990023,-0.020035628116748767,5,1.3190894,79.73432593257213,0.6119746,-0.45820338,-0.00562612,148500,-1.3953241845900684,49700,-24.73120379804305,-8.697785466696905,-5.251019873851304,-0.126427055779136,-80.95897,100,0.9984632,15,98,-139.5324184590069,242.48734892561333,-84.85362750895784,100.0,-13.910807,-0.07133068,-81.75591,0.17943315,-232.86860168314303,-0.4162243902683258,61.591595896685746,-2.6123781,-0.8485362750895783,100,-139.5324184590069,2.81403,0.907307881675756,81.87403,0.001964992959983647,0.004790694976691157,38.31615,0.9972579,-2.9408855,0.0029182640137150884,-0.9983673,0.0,-159.99835,-14.102681,1.5019373,497,38.59948,100,1.3368953
50200,-13.292024,0.004687065,-182.65968901711847,1500,1.8428948,0.07107603549957275,42.4382,2.4112812619423494,-1.8370987,0.3336473069502972,100.0,0.0,-0.9998431,-99.40498532675011,6.7238383,1.1362914080010778,-151.8549,1.9305765730096027,0.1372886989847757,-2.753268,-23.26038932220569,0.9131489,-151.63339,100,-76.20168,0.2259404,-0.02298305959359533,5,57.884686,68.53001588432556,0.6346865,-0.08822246,0.0058547445,150000,-1.6103149478327106,50200,-15.582760706542137,-9.277461773783761,-9.137893323816385,-0.038607161955560375,-76.20104,100,0.9971083,15,99,-161.0314947832711,244.90281537669944,-99.40498532675011,100.0,-13.154764,-0.0014155436,-77.180046,0.17808753,-302.133339818429,-0.4153698682785034,87.61231401739924,-2.6378953,-0.9940498532675012,100,-161.0314947832711,3.5998218,1.1995602697879035,77.19003,0.0019933340372517705,0.004817385983187705,42.440735,0.9988423,-1.7607799,0.002957962977234274,-0.99961966,0.0,-154.27867,-6.510356,1.377827,502,43.898247,100,56.938633
50700,-13.164332,-0.009796434,-137.73691376348506,1515,2.25703,0.07184499502182007,42.810127,2.430812349950429,-1.8101649,0.32501369598321617,100.0,0.0,-0.99908626,-92.95428808492221,7.1805525,1.3918376609396013,-174.79597,1.9549472240032628,0.1411577480030246,-3.639332,-30.115003524808063,1.0846435,-175.85384,100,-70.05365,0.21231686,-0.006114901888411794,5,82.91868,38.97318464616195,0.65991724,-0.23537487,-0.016555928,151500,-1.2495755827439872,50700,-23.741684647303558,-9.04938826749152,-7.413616676480837,-0.05597618650726442,-69.93066,100,0.9992377,15,100,-124.9575582743987,247.33783508866327,-92.95428808492221,100.0,-13.127517,0.11033398,-70.38564,0.1824712,-298.54160086078707,0.6768600344657898,96.9087093934447,-2.702348,-0.929542880849222,100,-124.9575582743987,4.1067524,0.810936350657476,71.50459,0.0019645379506982863,0.004790112026967108,42.747337,0.99888474,-2.9220057,0.0029390319832600653,-0.9989839,0.0,-181.67493,-2.0897515,1.6084895,507,43.99447,100,83.19023
51200,-13.161928,-0.0057968847,-211.55539851722912,1530,1.9647747,0.0719546377658844,39.356777,2.414558788994327,-1.8213806,0.3268962830188684,100.0,0.0,-0.99874824,-119.40652185449679,5.4523664,1.2974887496591294,-157.68492,1.9406110540148802,0.1371218030108139,-3.030634,-18.388861983079476,0.8789529,-156.80399,100,-72.94471,0.24510084,-0.020007789480676337,5,27.08675,81.0116731393364,0.60487735,-0.24320233,0.010041465,153000,-1.3632715623998022,51200,-19.598733377497833,-11.167958223203534,-7.325951513355249,-0.055616126009997595,-72.932556,100,0.9982191,15,101,-136.32715623998024,249.75658622168703,-119.40652185449679,100.0,-13.193025,0.025477553,-73.32234,0.19056234,-294.2950716724619,-0.0927043929696083,77.41345422279512,-2.7656143,-1.1940652185449678,100,-136.32715623998024,2.515686,1.017803636480302,74.36182,0.0019538599881343544,0.004814023966901004,39.334538,0.9983311,-2.4943972,0.0031617649947293103,-0.99963236,0.0,-158.90912,-0.9605266,1.1957209,512,40.405178,100,27.113998
51700,-13.040769,-0.008486599,-297.4066448705224,1545,1.934349,0.07330349087715149,41.73683,2.4143903889344074,-1.9076316,0.32982288900529966,100.0,0.0,-0.99922174,-136.26900852381044,4.875765,1.2721309843545492,-148.66988,1.9397782209562138,0.13547399401431903,-2.8812232,-7.519984424234752,0.78953135,-148.36093,100,-69.59421,0.2363874,-0.003378366215028651,5,139.51746,88.62285501450286,0.58922386,-0.24328151,-0.011166782,154500,-1.3843053588993586,51700,-32.43807062148948,-10.113713542589634,-7.263276210267053,-0.013233788007354952,-69.60586,100,0.9756143,15,102,-138.43053588993584,252.1750143695972,-136.26900852381044,100.0,-13.144171,0.102232,-69.07761,0.19226766,-300.0300377395227,-0.17155702412128448,92.89975491399085,-2.751295,-1.3626900852381045,100,-138.43053588993584,3.2316391,1.0718874130353033,70.88985,0.0015987890074029565,0.004821680951863527,41.704395,0.998902,-2.2307477,0.002894814999308437,-0.9993809,0.0,-150.19852,-3.9731379,1.0950911,517,42.34182,100,139.2499
52200,-13.204048,0.008298747,-118.36532629128062,1560,1.9277176,0.07365807890892029,39.52621,2.4124242469551973,-1.9265835,0.33070234896149486,100.0,0.0,-0.98506063,-72.63143532561887,5.4290047,0.9726667690408779,-149.78813,1.933629742008634,0.13854614697629586,-2.6431487,-57.7116391018379,0.80761105,-151.42957,100,-68.71878,0.18830247,-0.012539462720335338,5,22.286285,34.10186874117409,0.57405055,-0.35743445,0.0010251632,156000,-1.6677271503586193,52200,-31.52356005233404,-9.59205021964335,-5.598879549913775,-0.12818780276227956,-68.712234,100,0.9924135,15,103,-166.77271503586195,254.59171196859097,-72.63143532561887,100.0,-13.152575,0.118088685,-69.354095,0.18500724,-294.9649577312081,-0.18854495882987976,59.60758222423068,-2.8179896,-0.7263143532561883,100,-166.77271503586195,3.02732,0.6085256255494419,69.95279,0.001930591999553144,0.0047688609920442104,39.57988,0.99896646,-3.021177,0.002846556017175317,-0.997653,0.0,-154.4444,-0.30409345,1.19521,522,41.00928,100,22.331608
52700,-13.599801,-0.012965697,-102.22030408970554,1575,2.0226448,0.07476282119750977,43.633472,2.4232892569852993,-1.8317386,0.3320484649739228,100.0,0.0,-0.9993374,-62.74963181032808,6.2717285,1.343105087974963,-152.75873,1.9424854560056701,0.13886571599869058,-3.050326,-10.191042936412424,0.96919084,-154.12733,100,-66.102684,0.23345365,-0.02219319497286333,5,169.16553,31.91273740828375,0.6397853,-0.35673735,-0.011273529,157500,-1.2329495398612746,52700,-25.325154447935102,-10.180909641162764,-8.58905366856848,-0.048858646934820636,-66.06869,100,0.9983351,15,104,-123.29495398612744,257.019064998487,-62.74963181032808,100.0,-13.439044,-0.010442972,-64.37795,0.19146326,-320.62683395051715,0.058728110045194626,91.13803033198893,-2.782039,-0.627496318103281,100,-123.29495398612744,2.8505576,1.0429861963720093,67.2751,0.0019750770297832787,0.004891054006293416,43.60531,0.9961105,-2.581966,0.00302348897093907,-0.99943215,0.0,-153.59041,-3.3073277,1.2969111,527,44.571198,100,169.71698
53200,-12.910659,0.008881965,-289.268162885409,1590,1.965888,0.07833492755889893,46.177563,2.4238763680914417,-1.8077997,0.33074046904221177,100.0,0.0,-0.9791072,-137.4357136159354,6.116184,0.9765978841151629,-162.68047,1.9473155459854752,0.13653582299593836,-2.5555427,-16.252893154320816,0.86322665,-163.58864,100,-73.12659,0.20573616,-0.02560014678785999,5,115.86085,96.51661885012487,0.5807005,-0.33230692,0.010521264,159000,-1.6220513178488054,53200,-25.961946235445655,-7.757524178517838,-9.711748994128252,-0.09254787232144708,-73.09137,100,0.98769194,15,105,-162.20513178488054,259.44705732457805,-137.4357136159354,100.0,-12.766231,0.061343938,-72.941505,0.16904874,-298.6699022776478,-0.08687350153923035,77.67552502842,-2.7208698,-1.374357136159354,100,-162.20513178488054,2.5965183,1.18914583110638,74.38404,0.0015653009759262204,0.004780497052706778,46.15145,0.99963504,-1.119451,0.0029387320391833782,-0.9923557,0.0,-167.39297,-4.891014,1.2111636,532,47.32839,100,115.37623
53700,-12.299256,0.0024503286,-280.08475421417194,1605,1.9762125,0.0784764289855957,39.08095,2.401059621886816,-1.9266138,0.3262921519926749,100.0,0.0,-0.9998715,-159.21815309357453,4.5241776,1.1847844882398901,-145.20784,1.9217261329758912,0.14309995499206707,-2.8390577,-16.727723055487708,0.7936441,-146.27357,100,-66.216644,0.26296753,-0.01910041898359565,5,85.49473,87.16470703240384,0.5811572,-0.36323643,-0.02925009,160500,-1.5552754568617322,53700,-34.189380635935954,-10.036906215577192,-9.796227723123254,-0.08976268098919869,-66.201515,100,0.9968515,15,106,-155.52754568617323,261.8523731403984,-159.21815309357453,100.0,-12.252172,0.060764562,-66.099236,0.18059939,-288.1293472788894,-0.06053800508379936,92.66890056976824,-2.6718824,-1.5921815309357448,100,-155.52754568617323,2.3886585,1.3419787611102219,67.42422,0.0021845459705218673,0.004832335980609059,39.103523,0.99396175,-2.441044,0.002924499975051731,-0.9985394,0.0,-148.7958,-1.0420185,1.2354139,537,40.29262,100,84.5367
54200,-12.249372,0.0009720006,-297.5895844936173,1620,1.919488,0.0776795744895935,43.301346,2.43797764898045,-1.8226856,0.3289617939735763,100.0,0.0,-0.9985268,-117.43155128621898,4.5566397,1.176311311645912,-154.84898,1.9510857359855436,0.13943456503329799,-2.826528,-21.598588480164636,0.85931975,-154.94325,100,-72.98918,0.23628245,-0.013469015841479692,5,3.1120644,94.20927813106123,0.61655897,-0.31109792,-0.0028802434,162000,-1.222149127981729,54200,-19.596189912431775,-9.57291545887736,-9.752867181162046,-0.04444606966507327,-72.98118,100,0.9982118,15,107,-122.21491279817288,264.29468767147046,-117.43155128621898,100.0,-12.132641,0.030966826,-73.49532,0.18763565,-265.1170156539777,-0.20571039617061615,75.22578088320675,-2.7472048,-1.1743155128621898,100,-122.21491279817288,2.7019944,1.1991047734650857,74.16336,0.010508391016628593,0.004806707962416112,43.295128,0.9974982,-2.3141198,0.0031804550089873374,-0.9989224,0.0,-157.97925,-0.32840264,1.1579827,542,43.93702,100,3.0801704
54700,-12.392022,-0.017641993,-188.61158924682516,1635,2.2617471,0.07567328959703445,43.384457,2.411830253957305,-1.8792909,0.32639029499841854,100.0,0.0,-0.9998446,-151.17397952527978,5.6514997,1.1857034387861025,-150.27324,1.939303683990147,0.13642482500290498,-2.845176,-13.667094876344672,0.94269985,-150.15465,100,-74.341,0.28868213,-0.3605253219994897,5,3.9723084,45.62026366329904,0.68922156,-0.3271041,-0.022255316,163500,-1.5914581268674761,54700,-63.495025216042926,-10.197086558879182,-9.959276185870069,-0.04042995613575563,-74.355484,100,0.9999677,15,108,-159.14581268674763,266.7110348554561,-151.17397952527978,100.0,-12.433344,-0.17155582,-75.37795,0.17718753,-298.7033335013448,0.6756673455238342,97.94404731951747,-2.8451447,-1.5117397952527976,100,-159.14581268674763,2.796914,1.0969664450116312,75.72241,0.0019275100203230977,0.004808869969565421,43.38845,0.98379105,-3.837609,0.0029750699759460986,-0.9988086,0.0,-152.0553,-0.110870376,1.3526763,547,44.088394,100,3.958004
55200,-12.043002,0.006786282,-219.34098015692186,1650,1.9602017,0.07385189831256866,39.922123,2.421207047183998,-1.9178711,0.3289169380441308,100.0,0.0,-0.9997424,-140.89202050062576,5.4312162,1.0387678069753048,-148.11253,1.9455754040391184,0.13701063703047112,-2.7236753,-13.774269724406697,0.8098226,-148.74577,100,-75.9358,0.21746732,-0.007943597093155738,5,68.035904,72.33180725028251,0.6199684,-0.4237886,-0.008371667,165000,-1.4554119259297371,55200,-23.495896018526516,-9.666950515003323,-7.799102886399376,-0.04388183746633375,-75.95452,100,0.9994395,15,109,-145.54119259297372,269.1365201835288,-140.89202050062576,100.0,-12.104132,-0.13823324,-75.76853,0.17498425,-274.4026276625925,-0.1037025898694992,75.7490845875623,-2.864055,-1.4089202050062581,100,-145.54119259297372,2.2771268,0.9255691835843559,77.13897,0.0019565370166674256,0.00486315501620993,39.947845,0.99599934,-5.0484347,0.002884376037400216,-0.99591565,0.0,-150.36623,-1.4257373,1.3769243,552,40.890205,100,67.74018
55700,-12.015323,-0.004566264,-218.81383954085305,1665,2.4245002,0.0734405517578125,38.600544,2.4514719381113537,-1.8330755,0.34884716296801344,100.0,0.0,-0.99720484,-135.00527421035991,7.3118944,1.2450498504188487,-155.45944,1.952358749054838,0.14060124102979898,-2.464876,-34.13494163787982,0.9656994,-155.78229,100,-72.13483,0.22539291,-0.01521233895485036,5,3.539052,68.57908282475917,0.68189186,-0.30520186,-0.0046565915,166500,-1.334261708580401,55700,-26.629572555190258,-10.166977776760493,-6.749569086151245,-0.01705334832855437,-72.17354,100,0.962929,15,110,-133.4261708580401,271.592627985694,-135.00527421035991,100.0,-12.056978,0.12970524,-72.91592,0.17995907,-297.30112666452834,1.108641266822815,87.49548894227026,-2.8140504,-1.350052742103599,100,-133.4261708580401,3.1455886,0.8569697184596168,73.47239,0.001963227055966854,0.004773991007823497,38.605507,0.99876136,-1.830806,0.0029275669949129224,-0.9996471,0.0,-156.98018,-0.4126847,1.2617352,557,39.3009,100,3.5192914
56200,-12.036612,-0.0075610452,-198.7779526871688,1680,2.2748754,0.07574985921382904,40.4797,2.4237228841520846,-2.0656197,0.3319357680156827,100.0,0.0,-0.9947357,-138.83075641875433,5.1056237,1.0591109690305016,-152.70831,1.9428077280172147,0.13926161802373827,-2.4619012,-30.72619207744016,0.72519124,-153.55214,100,-61.868114,0.26335412,-0.006309285563676128,5,0.7162525,68.00701421236502,0.5999466,-0.43668735,0.0069517964,168000,-1.3095631577344289,56200,-39.02766695404913,-9.145423066149213,-11.524418438554196,-0.06728982169896797,-61.91973,100,0.99699557,15,111,-130.9563157734429,274.020678226836,-138.83075641875433,100.0,-12.072828,0.0776808,-62.337936,0.17999081,-284.663157543974,0.7093096971511841,70.15283434126555,-3.002173,-1.388307564187543,100,-130.9563157734429,2.9243445,1.2468767707961839,63.55813,0.001938027038704604,0.0047817990416660905,40.503613,0.9977936,-0.25485831,0.0029979440150782466,-0.99841547,0.0,-154.11523,-12.14768,0.9519884,562,40.860744,100,0.56862205
56700,-11.933428,-0.007274788,-196.37861686786002,1695,1.9795896,0.08001939952373505,40.970463,2.417750970053021,-1.8007056,0.32900111901108176,100.0,0.0,-0.9988208,-91.25023161327587,7.6885977,1.0836180298354507,-149.57582,1.9384563579806127,0.14055228099459782,-3.01549,-35.05622858090877,0.9361071,-150.61823,100,-68.76733,0.20443115,-0.04142917440919411,5,112.29496,59.736913473267414,0.6585944,-0.18573138,0.006007656,169500,-1.2702655195652692,56700,-33.276517358193416,-10.215213970428259,-7.855456002566152,-0.2691568766172909,-68.7869,100,0.99117565,15,112,-127.0265519565269,276.4425971559249,-91.25023161327587,100.0,-11.863585,0.15958825,-68.4043,0.18734863,-280.08383356688574,-0.05154549703001976,67.97041181901557,-2.8542957,-0.9125023161327588,100,-127.0265519565269,3.4105437,0.9212005825140471,69.9064,0.0019680160330608487,0.004806123033631593,40.97425,0.9965722,-1.6208868,0.00296707300003618,-0.999644,0.0,-151.38168,-0.37414932,1.4690771,567,41.86026,100,112.59513
57200,-11.670036,-0.0020896995,-275.47363040938137,1710,1.817009,0.08093316853046417,36.73318,2.4319139608414844,-1.8829689,0.3316452429862693,100.0,0.0,-0.8560328,-101.02070873278394,7.2589173,1.202494554462379,-145.9668,1.9454177099978551,0.14398789696861058,-2.8217807,-26.187923400484923,0.88879,-146.0493,100,-60.944542,0.18413775,-0.009672629549816597,5,109.01763,97.9308102013914,0.6818023,-0.43035388,0.0020560152,171000,-1.3042386573771103,57200,-13.366059678713354,-11.648453604333435,-2.9432106801246545,-0.0365327508569809,-60.839012,100,0.9168474,15,113,-130.42386573771103,278.87902651476907,-101.02070873278394,100.0,-11.657026,0.061949234,-60.283344,0.18658078,-293.52456429413974,-0.4600566029548645,71.88774832011805,-2.9002569,-1.0102070873278395,100,-130.42386573771103,2.7360644,0.9861081303296226,61.94208,0.0022427329677157104,0.005651661951560527,36.632843,0.998241,-4.421586,0.0029687159694731236,-0.9996009,0.0,-146.79477,-1.6436776,1.4800332,572,37.87575,100,108.77668
57700,-11.404826,-0.012201016,-288.7326544172131,1725,2.1810205,0.08127050846815109,42.971962,2.418267634056974,-1.8702127,0.3362609360483475,100.0,0.0,-0.9998621,-128.45620225033838,6.0496316,1.2984303665436587,-150.22508,1.9347211280255578,0.13751290895743296,-2.8270323,-8.827220474606275,0.9299938,-151.30847,100,-68.8692,0.21777987,-0.016260181715631105,5,75.14217,83.42430310733826,0.6859303,-0.14244792,-0.023425667,172500,-1.4486012977805767,57700,-50.05897914289901,-10.30447333023281,-8.242224729633561,-0.01843335753687581,-68.94958,100,0.9391088,15,114,-144.8601297780577,281.3016541088,-128.45620225033838,100.0,-11.444818,0.11910562,-68.7014,0.19002,-300.69212795670916,0.45435431599617004,99.89207741414523,-2.7567768,-1.284562022503384,100,-144.8601297780577,2.9713702,1.1742754947645178,70.409615,0.0019747099722735584,0.004772430052980781,42.986546,0.99637574,-1.5815489,0.003025521000381559,-0.99946827,0.0,-154.25487,-4.6519933,1.3488076,577,43.876564,100,74.59524
58200,-11.63041,-0.00832622,-191.2498889702747,1740,2.1456933,0.07951562851667404,40.168484,2.4168230950599536,-1.9470133,0.3297192489844747,100.0,0.0,-0.9997584,-112.62671349179382,6.976885,1.0591582758918134,-153.78004,1.9403192160534672,0.1368902749964036,-2.6108968,-25.88891107298986,0.7952178,-153.89662,100,-62.97475,0.22857825,-0.0140626750118719,5,201.48366,60.74319068759309,0.5791724,-0.13930018,-0.007952254,174000,-0.9723066437899572,58200,-50.352536058602084,-9.480401251328688,-9.07225603058745,-0.057530964216720895,-62.98273,100,0.9981578,15,115,-97.23066437899575,283.7227024867898,-112.62671349179382,100.0,-11.568404,0.014319289,-62.102173,0.17639814,-274.3782824738545,0.36886414885520935,59.765121159415344,-2.7381709,-1.126267134917938,100,-97.23066437899575,3.0271094,1.1650391162808342,64.49888,0.001963225018698722,0.004834112012758851,40.15033,0.99341524,-2.9506707,0.0030970179941505194,-0.9997852,0.0,-155.52544,-2.9042032,1.2341682,582,40.012184,100,200.14516
58700,-11.27198,0.0056220116,-311.2097659517859,1755,2.0120897,0.0786081850528717,40.22436,2.418376987974625,-1.8298794,0.3322339240112342,100.0,0.0,-0.9995675,-143.87344926856025,4.5992775,1.149559364285367,-150.87753,1.9365315010072663,0.13992482295725495,-2.94852,-12.328267676476669,0.8777687,-151.13272,100,-69.514435,0.20783004,-0.025500924755484718,5,128.77805,100.4348230743836,0.6222684,-0.3371104,-0.011086153,175500,-1.026682953094818,58700,-48.16298234784575,-10.886905755480033,-9.882753014697494,-0.06786375700226582,-69.50567,100,0.9992462,15,116,-102.66829530948179,286.14531718584476,-143.87344926856025,100.0,-11.195409,0.14108482,-68.98318,0.18123612,-285.9974659722759,0.03074588067829609,81.92062945839278,-2.7093964,-1.4387344926856027,100,-102.66829530948179,2.7672722,1.3727407430249774,70.87049,0.0019200629903934896,0.004907184978947043,40.160133,0.9979919,-1.4994,0.002859492029529065,-0.9994312,0.0,-155.89294,-0.06729958,1.1574455,587,41.293297,100,128.46782
59200,-11.526211,-0.0016870454,-284.83627400661,1770,1.787749,0.07836876809597015,42.757908,2.413873130979482,-1.8826053,0.3309363879961893,100.0,0.0,-0.99864453,-174.67406834419882,5.8096313,0.9188150827228706,-167.76648,1.9364474450121634,0.13691246695816517,-2.571073,-14.660219867309074,0.8040204,-169.69409,100,-70.86123,0.26492044,-0.4894550769294644,5,64.34139,58.05125897344952,0.61258525,-0.32277456,-0.017661689,177000,-1.2472943656640336,59200,-113.68769371825077,-8.772770519183581,-8.536524113782242,-0.036801313260398906,-70.89186,100,0.98205775,15,117,-124.72943656640336,288.5634292177856,-174.67406834419882,100.0,-11.461889,0.041925296,-70.84645,0.16466697,-275.82041358542574,-0.5404207110404968,70.44378094551244,-2.8245702,-1.7467406834419883,100,-124.72943656640336,2.8655112,0.9306709088229068,71.928856,0.0019569160067476332,0.004781987983733416,42.843548,0.99819237,-3.218005,0.0028379270224832,-0.9982869,0.0,-167.39897,-1.6882743,1.4656577,592,43.773315,100,63.687172
59700,-11.237912,-0.008281849,-284.98472085243867,1785,2.165376,0.07854290306568146,40.547398,2.4362575649865903,-1.8635223,0.3345321969827637,100.0,0.0,-0.9941961,-168.89754960521896,5.715495,1.185272285392445,-167.87592,1.9540859179687686,0.13787617400521412,-3.1007638,-12.858770511586034,0.86451167,-167.69946,100,-73.03989,0.22250739,-0.40724711860712276,5,1.029017,68.62916518672287,0.6056423,-0.23754805,-0.000997016,178500,-1.160048612329529,59700,-99.98604869785328,-10.190408141951332,-9.698347525336805,-0.03692608166024954,-72.97636,100,0.99115765,15,118,-116.00486123295289,291.00338334590197,-168.89754960521896,100.0,-11.23062,0.16011205,-73.75897,0.17045967,-292.17208885167,0.4207380414009094,81.8528423075195,-2.7347693,-1.6889754960521897,100,-116.00486123295289,2.960798,1.0203944943033325,74.422455,0.001969892007764429,0.00479439803166315,40.569237,0.9972947,-2.4985082,0.0029989859904162586,-0.9998253,0.0,-170.3842,-11.508198,1.3971932,597,40.95767,100,1.0873555
