replay_buffer/size,time/training (s),trainer/Q1 Predictions Max,trainer/Q Targets Max,evaluation/Rewards Min,evaluation/Rewards Max,exploration/Returns Max,trainer/Q Targets Mean,evaluation/Returns Mean,trainer/QF2 Loss,evaluation/path length Mean,trainer/Policy mu Min,evaluation/Average Returns,exploration/num steps total,evaluation/num paths total,evaluation/path length Min,exploration/Actions Std,exploration/Returns Mean,trainer/Log Pis Max,time/data storing (s),trainer/Policy mu Std,exploration/num paths total,trainer/Policy log std Mean,trainer/Q2 Predictions Min,trainer/Log Pis Mean,trainer/Policy log std Max,trainer/Policy log std Std,evaluation/Actions Max,evaluation/Returns Max,exploration/Rewards Std,trainer/Q Targets Min,time/total (s),evaluation/Actions Std,exploration/Returns Std,evaluation/Returns Min,trainer/Policy log std Min,exploration/Actions Mean,exploration/path length Max,exploration/path length Min,trainer/Log Pis Min,time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),trainer/Q2 Predictions Std,exploration/Actions Max,trainer/Log Pis Std,trainer/Policy mu Mean,trainer/Alpha,evaluation/Rewards Mean,exploration/path length Mean,trainer/Q1 Predictions Std,trainer/Alpha Loss,trainer/Q1 Predictions Min,exploration/Actions Min,evaluation/Rewards Std,Epoch,evaluation/Returns Std,trainer/Q2 Predictions Mean,evaluation/Num Paths,exploration/Rewards Max,trainer/Q Targets Std,exploration/Num Paths,trainer/Policy Loss,exploration/Rewards Mean,time/logging (s),evaluation/num steps total,trainer/Q1 Predictions Mean,evaluation/Actions Mean,evaluation/path length Std,exploration/path length Std,trainer/Policy mu Max,exploration/Rewards Min,evaluation/Actions Min,exploration/Returns Min,evaluation/path length Max,time/saving (s),trainer/Q2 Predictions Max,exploration/Average Returns,trainer/QF1 Loss
100000,1.9686847630073316,-7.8398523,-1.470283,-11.617884001702011,-0.028057913599299638,-16.876254472559385,-54.904995,-88.14261315163822,34.468945,100.0,-2.477577,-88.14261315163822,174700,5235,100,0.214552,-119.28842549115441,6.5454493,0.0026666370104067028,0.6941159,1747,-2.0397372,-154.48093,2.037447,-0.3380447,0.5443456,0.9996891,-15.73380299508583,1.057075638849177,-156.3172,856.2393289498868,0.18847458,77.53005674679308,-234.31226616026413,-2.9630537,-0.003992403,100,100,-0.77768755,2.4492820620071143,0.332985924964305,0.13812821602914482,50.08338,0.99880797,1.1297846,-0.009831538,0.06204424798488617,-0.8814261315163822,100.0,50.140606,0.10410228371620178,-154.08783,-0.9990194,1.2175182200606456,348,77.02143151611904,-54.964233,15,-0.01464479578263789,50.901554,5,56.837658,-1.1928842549115442,0.004869355994742364,523500,-54.962315,-0.0032426382,0.0,0.0,3.4615319,-7.3884907893968865,-0.99969935,-211.26189284740377,100,0.0019471650011837482,-7.830782,-119.28842549115441,34.251354
100000,1.9838273799978197,-7.923926,-8.093746,-10.060351722586306,-0.007462081294712405,-21.536653310221872,-47.883255,-95.89439285006593,0.411606,100.0,-2.7375283,-95.89439285006593,175200,5250,100,0.21259862,-96.61644547582374,5.971631,0.0028141739894635975,0.58004946,1752,-2.1425147,-155.87723,2.0262644,-0.084370285,0.4950507,0.99633306,-7.498581416102826,1.042468794831783,-155.74301,858.7037127769436,0.17234206,86.80799224353666,-282.65754885197333,-2.918236,-0.010152498,100,100,-1.5742015,2.4595073590171523,0.32731112401233986,0.13885848299833015,50.50905,0.9981516,1.1086563,-0.13893436,0.06309708952903748,-0.9589439285006593,100.0,50.526005,0.07257314026355743,-156.04099,-0.9943769,1.1896933160537673,349,87.03719968677338,-47.496307,15,-0.010064299428070913,50.892303,5,49.2879,-0.9661644547582376,0.0047527680289931595,525000,-47.47643,-0.0030829376,0.0,0.0,2.1571214,-8.849817815013276,-0.99974734,-213.49002440404604,100,0.0019434299902059138,-8.0402975,-96.61644547582374,0.46077132
100000,1.9491356330108829,-8.14594,-0.11736627,-9.969047071413042,-0.03281408052400071,-19.715489946069837,-51.92447,-82.47056359819265,121.57863,100.0,-4.418994,-82.47056359819265,175700,5265,100,0.24180423,-72.12535620624567,7.9274564,0.0026671289815567434,0.6859229,1757,-2.0925744,-151.81046,1.9127239,-0.092813045,0.47839487,0.9995196,-11.634568158978418,1.1563420304780376,-155.14021,861.1340781528852,0.19286296,68.95076895066197,-219.83280541589306,-2.9422722,0.020068837,100,100,-3.4189324,2.42586906690849,0.32962874800432473,0.13799609197303653,48.12242,0.9997573,1.5660756,-0.114090845,0.06350023299455643,-0.8247056359819264,100.0,48.090427,-0.24059201776981354,-152.64911,-0.99118024,1.164291692229271,350,58.91042159588875,-52.78313,15,-0.011049208931899304,48.86947,5,54.44017,-0.7212535620624566,0.0048057789681479335,526500,-52.76901,0.0016684028,0.0,0.0,2.7719269,-9.497540099457158,-0.99875444,-207.36363072542431,100,0.0016356859705410898,-8.108431,-72.12535620624567,120.31663
100000,1.9749346019816585,-8.026284,-2.623436,-9.821253000754865,-0.020950216163544595,-13.112462061598295,-54.701607,-64.23948699603392,219.139,100.0,-3.965507,-64.23948699603392,176200,5280,100,0.21331607,-81.36271211954866,8.093106,0.0027437780518084764,0.8477708,1762,-1.9841859,-156.9047,2.1296618,-0.28567925,0.57044464,0.99818265,-9.179602130757027,1.0583012450675047,-155.76396,863.5975010599359,0.18284677,78.0793186261819,-217.13121186560883,-2.8684468,-0.003142849,100,100,-1.4002569,2.458901554986369,0.33349602296948433,0.14094215398654342,52.81144,0.9994829,1.4936715,-0.226968,0.0642489343881607,-0.642394869960339,100.0,52.92619,0.3559435307979584,-156.17206,-0.9969215,1.1020344002178941,351,73.48177792134182,-56.11249,15,-0.012214783223712647,52.31745,5,57.87472,-0.8136271211954865,0.004837439977563918,528000,-56.10482,-0.0017828605,0.0,0.0,3.3378344,-9.327471141256579,-0.9995978,-201.55932520230272,100,0.001947558019310236,-8.032099,-81.36271211954866,220.02914
100000,1.9747664139722474,-8.0386915,-0.27648887,-6.7063121823454335,-0.013618937808079776,-32.20714543190933,-49.30095,-83.06672074685862,1.0884395,100.0,-2.8044403,-83.06672074685862,176700,5295,100,0.23296057,-125.67483868924114,5.0882883,0.002834959013853222,0.5888977,1767,-2.1006632,-153.1993,1.679706,-0.52214974,0.47249267,0.9993057,-11.240409443257347,1.3074891948337648,-154.9099,866.0469594869064,0.16473593,103.03795152616118,-195.63694407146198,-2.9332666,-0.010982719,100,100,-1.7401388,2.4449504570220597,0.32210306503111497,0.1383573139901273,48.368843,0.9981562,1.350995,0.06632469,0.06333004683256149,-0.8306672074685865,100.0,48.33972,-0.8837704658508301,-153.63913,-0.9984614,0.9040534647667134,352,69.2319256341409,-49.221485,15,-0.008635439571601433,48.583378,5,50.685734,-1.2567483868924114,0.0049583090003579855,529500,-49.18264,0.0065314546,0.0,0.0,3.0499256,-7.7205948916979805,-0.9991659,-271.0543672879955,100,0.0019303960143588483,-8.051303,-125.67483868924114,1.1017836
100000,1.9822377469972707,-8.166565,-8.129379,-9.846839698986628,-0.03497311596808266,-19.016419800103293,-58.090565,-83.00925066086072,2.6476684,100.0,-3.4278657,-83.00925066086072,177200,5310,100,0.22641619,-56.352978013721724,6.0032597,0.002725213998928666,0.6955581,1772,-2.0403554,-150.92024,1.8591342,-0.3426826,0.5599411,0.99884355,-5.813380651615022,1.2214203222971691,-155.35281,868.506973363983,0.18061818,25.655111803781164,-292.01488650544707,-2.9287734,-0.006759376,100,100,-1.1950936,2.455506166035775,0.3285828710068017,0.1356313000433147,50.45901,0.99985147,1.076397,-0.12241574,0.061196375638246536,-0.8300925066086071,100.0,50.512863,-0.39353546500205994,-151.68918,-0.998835,1.2144769581176034,353,90.4053008757095,-57.023624,15,-0.005846609507629589,51.4265,5,58.64915,-0.5635297801372173,0.004772053973283619,531000,-57.071415,0.0006847329,0.0,0.0,2.491552,-9.979576325783219,-0.9962798,-91.77028847434373,100,0.0015569800161756575,-8.138484,-56.352978013721724,2.4045913
100000,1.986300216987729,-7.9667573,-8.061757,-9.979672884858598,-0.007856408107621931,-12.200044451135048,-52.812267,-113.07674046625814,1.8729825,100.0,-2.6300678,-113.07674046625814,177700,5325,100,0.2474213,-177.00818463985252,9.075186,0.002742443000897765,0.61138445,1777,-2.1500704,-154.48381,2.1550534,-0.5428612,0.4826661,0.9990712,-2.257942817819256,1.2040526293047313,-157.12,870.9743550738785,0.19680348,117.59873148511514,-284.39132951093364,-3.0557067,0.0011721053,100,100,-0.21319836,2.4628734460566193,0.33057355403434485,0.1365131309721619,49.8608,0.99113625,1.1403002,0.06649635,0.05984097719192505,-1.1307674046625817,100.0,49.876022,0.4366475045681,-153.85619,-0.95631754,1.3575918779003073,354,97.6721801518946,-51.861275,15,-0.009225011324012856,50.699905,5,53.81868,-1.7700818463985253,0.004778691043611616,532500,-51.89734,0.014380821,0.0,0.0,3.1128156,-3.2210950799558273,-0.99704176,-273.1428494622944,100,0.001965410017874092,-7.937885,-177.00818463985252,1.7205874
100000,1.966723846970126,-8.054398,-0.105197735,-9.460341165081095,-0.03697462235021013,-15.579761348538083,-40.99282,-95.11352819921103,0.8952197,100.0,-2.8448002,-95.11352819921103,178200,5340,100,0.23399006,-55.92443658908026,7.735653,0.0030012489878572524,0.5470743,1782,-2.2125578,-154.78085,1.8909597,-0.4081092,0.42782873,0.9978439,-8.206263422640793,1.3308817159830753,-155.51723,873.4220023228554,0.1705944,28.918218392312433,-318.2135738872984,-3.015962,0.005834715,100,100,-2.645652,2.4431487779365852,0.32692462898558006,0.14022752101300284,41.60088,0.9998915,1.4144748,0.09914264,0.058144036680459976,-0.9511352819921103,100.0,41.550102,-0.3102015554904938,-153.45328,-0.9991098,1.3324696494665793,355,103.27004804162081,-40.92725,15,-0.015546476700828541,41.83154,5,42.6117,-0.5592443658908027,0.004739722004160285,534000,-40.924698,-0.014062259,0.0,0.0,2.8548896,-11.185230494680336,-0.9994284,-99.54132762115894,100,0.0015318099758587778,-8.098957,-55.92443658908026,0.9177318
100000,1.9773449350032024,-8.011835,-8.050467,-9.170596871673848,-0.018647782483764967,-20.81165805861559,-33.595108,-51.398608101434974,0.16468722,100.0,-2.7668695,-51.398608101434974,178700,5355,100,0.25923482,-114.54380757224794,6.5936565,0.0026422280352562666,0.5734893,1787,-2.168932,-159.05954,2.1016428,-0.22710598,0.49741486,0.9993461,-2.6104502579843536,1.0727428528545389,-159.26096,875.8818738628179,0.16479932,70.63826920161328,-187.99791704671915,-2.8803625,-0.008151786,100,100,-0.6952638,2.4552818670636043,0.32324974599760026,0.14529376599239185,36.188793,0.99423814,1.0237172,-0.053358063,0.05929257720708847,-0.5139860810143498,100.0,36.175854,0.2871740460395813,-158.97163,-0.99950993,0.956793353884001,356,60.09490125874471,-33.448265,15,-0.017492164343322587,36.28216,5,35.380913,-1.1454380757224794,0.00482127902796492,535500,-33.41758,0.010602668,0.0,0.0,2.3337593,-9.47489571743536,-0.99824035,-204.55956549243385,100,0.0019299130071885884,-8.035798,-114.54380757224794,0.1583236
100000,1.9892499650013633,-7.884569,-0.23273186,-10.641060257753704,-0.004859405004512505,-14.260735195382743,-43.876095,-134.59490713964476,61.54486,100.0,-2.6302595,-134.59490713964476,179200,5370,100,0.20517345,-98.85599926414042,4.3470035,0.002690940978936851,0.57815284,1792,-2.1419566,-151.3404,1.88873,-0.5743687,0.44506255,0.9989907,-33.084100009815685,1.383228043010753,-152.42653,878.3468406168977,0.20429218,99.10595336883036,-292.0616216851507,-2.8555305,-0.0010927954,100,100,-1.6537862,2.460460791946389,0.32249110599514097,0.1392087559797801,45.589024,0.9997282,1.0874925,-0.021990238,0.06003177911043167,-1.3459490713964475,100.0,45.58488,-0.3129821717739105,-151.16331,-0.9981691,1.4789050010944902,357,94.86860122152301,-44.46805,15,-0.009145499213917689,46.065216,5,46.11138,-0.9885599926414043,0.004877747036516666,537000,-44.442368,0.014980598,0.0,0.0,2.8725753,-9.871219373899937,-0.9996743,-278.0150488921084,100,0.001942276954650879,-7.931653,-98.85599926414042,62.655807
100000,1.9813117010053247,-7.9314804,-2.6870067,-10.421048541524039,-0.02399241171591076,-33.339909589124694,-45.42921,-75.95316679187303,214.04776,100.0,-3.3659267,-75.95316679187303,179700,5385,100,0.2231657,-172.21773942873105,5.5304537,0.002778430003672838,0.5536189,1797,-2.1131713,-154.11836,1.8315477,-0.3837113,0.46184126,0.99495673,-3.0130577374919336,1.4297607544031352,-155.68657,880.8222906339797,0.17414545,113.802119755393,-327.6175778136312,-2.7504156,-0.02103528,100,100,-2.050786,2.4709243400138803,0.3311803250107914,0.1399688349920325,45.096317,0.99887383,1.1491144,0.04469247,0.058296363800764084,-0.7595316679187305,100.0,45.156574,-0.47874775528907776,-154.41168,-0.99873924,1.2080862100429826,358,98.54330260466385,-46.893368,15,-0.01806431879160811,44.327187,5,48.507946,-1.7221773942873106,0.004951228038407862,538500,-46.920498,-0.008117208,0.0,0.0,3.028245,-9.610661983909276,-0.99648064,-314.2591182864555,100,0.010733820963650942,-7.977889,-172.21773942873105,214.59454
100000,1.9838912350242026,-8.046675,-7.927081,-9.067649376508971,-0.05582772962850543,-78.64282022395597,-47.81109,-64.42034723096477,0.18485771,100.0,-3.34301,-64.42034723096477,180200,5400,100,0.22486772,-169.92870294746473,8.113066,0.0031093599973246455,0.64742345,1802,-2.1106775,-151.49393,1.8595923,-0.39510956,0.47310972,0.9997213,-15.09010544664208,0.8893187671044025,-152.67995,883.2819041408948,0.1667434,77.06443762620808,-280.1196834771985,-2.8983347,-0.016297683,100,100,-1.5684351,2.4555432720226236,0.3213241550256498,0.14049915299983695,44.68783,0.9925308,1.3711787,-0.03908352,0.05850080028176308,-0.6442034723096478,100.0,44.677727,-0.3985903263092041,-151.7356,-0.9970166,1.1370642682819752,359,86.99643822892142,-47.593887,15,-0.5119493063190936,44.84504,5,49.2221,-1.6992870294746472,0.004758758994285017,540000,-47.59376,0.0031309165,0.0,0.0,2.2471278,-7.841457338335492,-0.9974394,-292.9822172777732,100,0.0019606099813245237,-8.061378,-169.92870294746473,0.19030333
100000,1.9565840509603731,-7.9303546,-0.1286289,-9.467118043624248,-0.02992929533648667,-14.12467150566265,-48.324596,-55.39325866118265,1.5535231,100.0,-4.549359,-55.39325866118265,180700,5415,100,0.19214351,-83.35813945393372,7.961666,0.002760674979072064,0.7689564,1807,-2.0840654,-154.72609,2.0936158,0.08161309,0.529949,0.99945503,-3.842370882989332,0.9521472207690495,-155.38095,885.7202591199311,0.17372386,81.5036996826028,-187.53091320774595,-2.795001,-0.008694223,100,100,-1.7485495,2.433904916921165,0.3291349539649673,0.1391388369956985,46.721268,0.9838149,1.3911062,-0.14646383,0.06007733941078186,-0.5539325866118264,100.0,46.717896,0.2632652223110199,-154.56615,-0.99994904,1.0166754089885,360,47.75629035909762,-48.191383,15,-0.01220952153434423,47.06162,5,50.038746,-0.8335813945393372,0.0047444640076719224,541500,-48.185566,-0.0015364982,0.0,0.0,3.2716057,-8.080701568969637,-0.99934936,-195.59928760836132,100,0.0015419360133819282,-7.922469,-83.35813945393372,1.4637445
100000,1.9619278460158966,-7.7042823,-7.9576545,-9.330426411552425,-0.009364612045387764,-48.85981383308915,-42.014038,-107.13008795123342,0.51023865,100.0,-2.7167265,-107.13008795123342,181200,5430,100,0.20914161,-152.9011745206522,6.2669725,0.0026042440440505743,0.5598595,1812,-2.170552,-152.38063,2.1007972,-0.550351,0.44696608,0.9893404,-10.867625052362932,0.7315071412344998,-152.97089,888.1640948408749,0.17117342,63.07159913982972,-280.3624556779023,-2.8881347,0.0016763192,100,100,-1.6558789,2.43927888199687,0.3315368350013159,0.13709129596827552,44.33154,0.9856045,1.1341635,-0.06072077,0.05950019508600235,-1.0713008795123342,100.0,44.311226,0.28444042801856995,-152.38841,-0.9753001,1.2120863673632778,361,88.88022247678457,-41.620026,15,-0.2550719565800714,44.63403,5,43.487892,-1.5290117452065222,0.0042029619798995554,543000,-41.593388,-0.008836617,0.0,0.0,2.6014075,-5.535976029984404,-0.99940854,-218.11838193330138,100,0.0019156989874318242,-7.791616,-152.9011745206522,0.5551108
100000,1.9645659319940023,-7.8536887,-2.118758,-10.7672063459205,-0.08724643839582598,-57.98553719547514,-49.75112,-92.56909307455933,113.07128,100.0,-2.4910717,-92.56909307455933,181700,5445,100,0.26109144,-138.45605458481631,5.0924225,0.002764823962934315,0.53655106,1817,-2.1207516,-155.6289,1.953907,-0.5946959,0.45523998,0.9994744,-22.461225213569378,1.2492570567354195,-155.83466,890.6079604317201,0.20218015,62.14846102674043,-265.2770025906777,-2.7633474,-0.0038019218,100,100,-1.8439354,2.439333702903241,0.32668764801928774,0.13861858600284904,47.37967,0.9985683,0.97863865,-0.11082561,0.060900066047906876,-0.9256909307455932,100.0,47.368,-0.12899570167064667,-154.60745,-0.99998826,1.289797199989504,362,71.0313069209459,-50.501102,15,-0.026346419441798868,47.668987,5,52.17527,-1.3845605458481631,0.004744290956296027,544500,-50.480587,-0.004781711,0.0,0.0,2.6151927,-8.932890326625907,-0.9991102,-227.10132779061732,100,0.0019524219678714871,-7.87309,-138.45605458481631,113.72348
100000,1.9720520519767888,-8.006371,-0.052620586,-11.637311593944089,-0.010255084482950042,-17.1224807977103,-45.541016,-103.8324907512245,64.53216,100.0,-2.3089597,-103.8324907512245,182200,5460,100,0.20852213,-131.17194578602155,6.6424527,0.0027459869743324816,0.6126876,1822,-2.184042,-150.54065,2.2544444,-0.5150337,0.4467533,0.9963073,-11.614728345038877,1.1176069387970495,-152.17535,893.0578798396746,0.19211228,105.17912412987073,-279.38804772379063,-2.8866243,-0.017137937,100,100,-2.0226047,2.445299926912412,0.3274541949504055,0.13634732499485835,45.074295,0.9645934,1.2528063,-0.09531805,0.06045449525117874,-1.0383249075122452,100.0,45.031967,0.71397864818573,-151.0878,-0.99601495,1.2153680243832075,363,88.86266718826768,-46.310577,15,-0.018743923156944026,45.488804,5,48.346905,-1.3117194578602154,0.004775021981913596,546000,-46.31065,-0.019261114,0.0,0.0,4.2112656,-5.760111544988564,-0.999839,-272.8952874984572,100,0.0019253460341133177,-8.030638,-131.17194578602155,65.1707
100000,1.986770591000095,-7.7907476,-7.8135076,-7.921744278837236,-0.014034254429391565,-66.19686101669112,-46.336937,-66.83332404834215,0.77915347,100.0,-3.469891,-66.83332404834215,182700,5475,100,0.23026381,-102.40649308249422,8.281103,0.002680594043340534,0.6604148,1827,-2.1864996,-149.80634,1.8765718,-0.3585998,0.4207954,0.9978118,-2.0472633286573263,0.9913409014415766,-151.91956,895.5238125916221,0.17278208,31.374840936933925,-287.3245021040424,-2.9987462,-0.009558978,100,100,-2.9418807,2.4614129780675285,0.3300070550176315,0.13528718700399622,46.840603,0.9998483,1.5574602,-0.1487319,0.06072911620140076,-0.6683332404834216,100.0,46.925285,-0.345770001411438,-150.63097,-0.9995596,1.0120671234017793,364,75.31246270990309,-46.128662,15,-0.03468172015277305,47.41031,5,47.875557,-1.024064930824942,0.004743507015518844,547500,-46.17537,-0.005062793,0.0,0.0,2.3990452,-10.461502995444143,-0.9979127,-147.8817777310908,100,0.0019240439869463444,-7.9642315,-102.40649308249422,0.63068366
100000,1.963923532050103,-7.8872943,-7.776241,-10.498127303101851,-0.010697269875366198,-33.59458405490076,-44.33055,-161.2144625868789,0.25493112,100.0,-1.4075664,-161.2144625868789,183200,5490,100,0.24632709,-95.35445770234087,3.7520387,0.002816413005348295,0.40925834,1832,-2.2157063,-148.02875,1.8841022,-0.70121026,0.31908718,0.99801207,-3.893419528149191,1.3168405515421444,-149.48862,897.9710848667892,0.19519241,56.13296156015863,-290.9097278197122,-2.9744003,0.022344818,100,100,-3.1402335,2.4427443520980887,0.33268670801771805,0.13654260901967064,42.11614,0.99882776,1.1633941,-0.042826228,0.060103639960289,-1.612144625868789,100.0,42.128933,-0.3258788585662842,-148.38605,-0.9987304,1.2690489318202822,365,92.0125241028377,-44.1058,15,-0.0048319412831029605,42.25078,5,45.832436,-0.9535445770234088,0.004803418007213622,549000,-44.155365,0.0012947398,0.0,0.0,2.5236094,-9.609769336122238,-0.9993801,-176.10540839129553,100,0.0019716719980351627,-7.935657,-95.35445770234087,0.20005997
