replay_buffer/size,time/training (s),trainer/Q1 Predictions Max,trainer/Q Targets Max,evaluation/Rewards Min,evaluation/Rewards Max,exploration/Returns Max,trainer/Q Targets Mean,evaluation/Returns Mean,trainer/QF2 Loss,evaluation/path length Mean,trainer/Policy mu Min,evaluation/Average Returns,exploration/num steps total,evaluation/num paths total,evaluation/path length Min,exploration/Actions Std,exploration/Returns Mean,trainer/Log Pis Max,time/data storing (s),trainer/Policy mu Std,exploration/num paths total,trainer/Policy log std Mean,trainer/Q2 Predictions Min,trainer/Log Pis Mean,trainer/Policy log std Max,trainer/Policy log std Std,evaluation/Actions Max,evaluation/Returns Max,exploration/Rewards Std,trainer/Q Targets Min,time/total (s),evaluation/Actions Std,exploration/Returns Std,evaluation/Returns Min,trainer/Policy log std Min,exploration/Actions Mean,exploration/path length Max,exploration/path length Min,trainer/Log Pis Min,time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),trainer/Q2 Predictions Std,exploration/Actions Max,trainer/Log Pis Std,trainer/Policy mu Mean,trainer/Alpha,evaluation/Rewards Mean,exploration/path length Mean,trainer/Q1 Predictions Std,trainer/Alpha Loss,trainer/Q1 Predictions Min,exploration/Actions Min,evaluation/Rewards Std,Epoch,evaluation/Returns Std,trainer/Q2 Predictions Mean,evaluation/Num Paths,exploration/Rewards Max,trainer/Q Targets Std,exploration/Num Paths,trainer/Policy Loss,exploration/Rewards Mean,time/logging (s),evaluation/num steps total,trainer/Q1 Predictions Mean,evaluation/Actions Mean,evaluation/path length Std,exploration/path length Std,trainer/Policy mu Max,exploration/Rewards Min,evaluation/Actions Min,exploration/Returns Min,evaluation/path length Max,time/saving (s),trainer/Q2 Predictions Max,exploration/Average Returns,trainer/QF1 Loss
49200,1.9614501460455358,-21.824034,-1.0716895,-9.857390355819147,-0.16716104002254054,-37.755234075550405,-132.46698,-192.22396449537717,181.58424,100.0,-2.54259,-192.22396449537717,49200,1470,100,0.20755108,-160.88429882104145,4.3043933,0.003025959013029933,0.7498251,492,-1.9476551,-302.9775,1.9851114,-0.38711062,0.68457437,0.9897789,-24.457061807258018,1.8217675580564325,-303.14005,239.39681686728727,0.17524883,165.25771363607703,-596.2005476150849,-3.0626845,0.003076065,100,100,-2.2646213,2.4456894600880332,0.33484426798531786,0.1406428079935722,90.60857,0.99903965,1.2908695,-0.24522421,0.06572261452674866,-1.9222396449537713,100.0,90.65235,-0.04053221642971039,-302.397,-0.9984125,1.6181719352483255,97,149.62401902188782,-134.02031,15,-0.038193094141128724,92.30442,5,135.56607,-1.6088429882104147,0.0037778630503453314,147000,-134.04381,-0.010224504,0.0,0.0,2.2390573,-9.242418733063696,-0.99242955,-487.562801113631,100,0.0019484160002321005,-21.823395,-160.88429882104145,182.1247
49700,1.9512455019867048,-20.880789,-0.745514,-9.313534393475347,-0.4405760874648502,-76.5941332520805,-134.79565,-253.04286223313437,13.210407,100.0,-2.2551625,-253.04286223313437,49700,1485,100,0.20629807,-132.67002508854338,5.856033,0.0030007680179551244,0.5047397,497,-2.072129,-304.48032,1.6855912,-0.44385716,0.48908684,0.99870944,-56.51588192688105,1.2238328115500936,-306.03247,241.8275735671632,0.15498759,59.37571263617814,-624.3667456217304,-2.995613,0.01478723,100,100,-2.9443862,2.4264398459345102,0.32867097499547526,0.13803877402096987,90.95031,0.9994705,1.4009992,-0.066113785,0.0652666836977005,-2.530428622331344,100.0,90.929665,-0.8580594062805176,-303.42908,-0.9846492,2.1506366375058863,98,204.11189630262467,-133.1367,15,-0.03586485700001583,92.378555,5,134.41833,-1.3267002508854338,0.00365167495328933,148500,-133.10416,0.016949164,0.0,0.0,2.069179,-9.635951025319498,-0.99902916,-215.7614770892139,100,0.0018321519601158798,-20.952627,-132.67002508854338,13.508966
50200,1.957964668981731,-21.237104,-0.7642567,-8.62156092424639,-0.10458299171953224,-304.8114332155257,-117.346146,-217.31351084386782,6.7128882,100.0,-2.6846206,-217.31351084386782,50200,1500,100,0.25869724,-423.01860241780315,5.347928,0.0030544159817509353,0.63583595,502,-2.0721166,-300.61923,2.095604,-0.6174143,0.53125757,0.9969152,-27.002956731374645,1.1638897926367546,-304.02325,244.26435047906125,0.16518746,95.27568243410144,-505.61947381987625,-3.2142196,0.0038744747,100,100,-1.303913,2.4325428909505717,0.32293703401228413,0.14169747597770765,85.73907,0.99805224,1.0716519,0.060219545,0.06268244981765747,-2.1731351084386783,100.0,85.77942,0.2648063600063324,-299.7087,-0.99818087,1.6073663189714518,99,147.7648022370725,-116.615204,15,-2.5840676836098573,86.94842,5,118.18728,-4.230186024178033,0.004922564025036991,150000,-116.56978,0.00704607,0.0,0.0,2.663346,-9.645335692546603,-0.9963639,-596.3588744741797,100,0.0019667319720610976,-21.421682,-423.01860241780315,7.0125237
50700,1.952052507956978,-21.340252,-3.3110056,-9.241701371259367,-0.11718678169559998,-29.559500887973744,-108.72673,-189.49772833599474,181.59952,100.0,-3.7330608,-189.49772833599474,50700,1515,100,0.17191476,-136.34859733422303,7.056457,0.002999501011800021,0.80725044,507,-2.0719297,-301.39505,2.3051467,-0.12155081,0.6690088,0.9940506,-39.5870929884999,1.2755696082088706,-306.13702,246.70048286096426,0.23862801,120.96857075214551,-452.75864585994424,-3.204769,-0.00016973972,100,100,-3.5497043,2.4317805698956363,0.3326173289678991,0.13744270498864353,84.05855,0.99312454,1.4735136,-0.15668765,0.061227403581142426,-1.8949772833599468,100.0,84.06211,0.8523505926132202,-300.21945,-0.9877083,1.794121255525171,100,160.77348171949436,-109.226524,15,-0.05533537556108711,85.37716,5,110.99372,-1.36348597334223,0.0047394189750775695,151500,-109.224945,0.018108698,0.0,0.0,2.0405872,-6.052190050159055,-0.99797076,-284.5458266116851,100,0.0019291079952381551,-21.214106,-136.34859733422303,181.45068
51200,1.9678768669837154,-21.317822,-0.42208827,-9.47500385671355,-0.03730449609900078,-39.46828694104446,-104.58121,-237.21649955880216,6.3430786,100.0,-3.282807,-237.21649955880216,51200,1530,100,0.27924448,-249.1985476734783,4.9701395,0.002981034980621189,0.6623439,512,-2.1098304,-301.2145,1.9367334,-0.33957854,0.6398005,0.9885016,-16.24078056214212,2.033245194915546,-302.50754,249.15657145401929,0.22268501,187.8437504807738,-613.1746703082451,-3.2175443,-0.046854194,100,100,-3.6911805,2.451763167977333,0.3368535530171357,0.1377454290050082,84.78694,0.99039835,1.3943539,-0.089316174,0.06334394216537476,-2.372164995588021,100.0,84.74612,-0.174561008810997,-300.91708,-0.9969384,2.128874657402871,101,204.00857841467803,-104.38002,15,-0.032123836944439495,85.52567,5,106.00733,-2.4919854767347833,0.00477362098172307,153000,-104.326935,-0.06828382,0.0,0.0,2.4321742,-9.0162945357554,-0.99933577,-593.4847509990609,100,0.0015326630091294646,-21.44686,-249.1985476734783,6.361309
51700,1.9818325139931403,-21.216654,-3.0827584,-10.171818315322652,-0.04606735144576988,-20.799111801734536,-122.919945,-180.32356413583145,139.03084,100.0,-2.3739731,-180.32356413583145,51700,1545,100,0.18905063,-223.73945170836737,4.4074383,0.0029341410263441503,0.66477203,517,-1.9668595,-303.26096,1.8389472,-0.38828874,0.5915391,0.99792117,-20.41441950438829,1.5612011218491513,-304.00604,251.62443178892136,0.23645994,154.60323127811498,-372.65018343470535,-3.1963837,-0.0065076444,100,100,-1.639438,2.4636638529482298,0.3296577259898186,0.1424825830035843,86.50963,0.989929,1.147336,-0.23129632,0.06404381990432739,-1.8032356413583148,100.0,86.50671,-0.44261154532432556,-302.5521,-0.75855976,1.358968626140943,102,104.14347438615918,-123.63221,15,-0.015910062779031904,87.49566,5,125.03147,-2.237394517083674,0.004787758982274681,154500,-123.66376,-0.059779327,0.0,0.0,2.2818086,-4.450843306401287,-0.999441,-417.8255694645552,100,0.0019691299530677497,-21.34278,-223.73945170836737,138.24733
52200,1.9576112760114484,-20.909237,-2.0805595,-8.996015492519259,-0.16750348582714983,-28.608485103582662,-109.860664,-211.0372507970904,86.00862,100.0,-4.45668,-211.0372507970904,52200,1560,100,0.25095546,-205.37026198221037,8.837824,0.0029915630002506077,0.87712073,522,-2.0133643,-300.30597,2.2754862,0.3153674,0.6718104,0.996995,-23.948220252244226,1.646699289541271,-302.43573,254.0768964429153,0.18429463,148.80444172833793,-462.76720852325565,-3.080882,-0.03961707,100,100,-2.284368,2.4478670709650032,0.34086807898711413,0.13970726600382477,83.53138,0.99121916,1.6221949,-0.22366013,0.06440890580415726,-2.110372507970904,100.0,83.59869,0.7555199265480042,-299.74182,-0.99853766,1.495311677046878,103,136.83097845850412,-110.11886,15,-0.02989129676547996,84.7997,5,111.63854,-2.0537026198221047,0.004745813959743828,156000,-110.15301,-0.03183799,0.0,0.0,2.451832,-9.036907995784187,-0.9978051,-439.4886458376595,100,0.0019430730026215315,-21.020262,-205.37026198221037,86.1218
52700,1.9780893840361387,-20.93724,-0.38591945,-10.586690605144764,-0.16846470839416236,-103.56180866604711,-103.73875,-271.6301172637728,490.89407,100.0,-2.8587372,-271.6301172637728,52700,1575,100,0.1954554,-241.48131969398196,8.539408,0.0030648320098407567,0.7168997,527,-2.0444312,-299.32608,2.0067632,-0.20338996,0.5844708,0.99871886,-26.126844794856602,1.2559195075018577,-300.03497,256.5359746579197,0.17701972,109.23864912087583,-491.2543427833827,-3.0924604,0.017213373,100,100,-1.0779717,2.4543566470965743,0.33036666398402303,0.1361434610444121,77.75994,0.9972355,1.4023066,-0.049020883,0.06421512365341187,-2.7163011726377273,100.0,77.800476,0.0185677632689476,-299.92383,-0.9810906,1.8249415213710862,104,168.3293558024981,-104.779205,15,-0.7600751678407285,78.76307,5,106.42202,-2.4148131969398205,0.0050174950156360865,157500,-104.80612,0.01264208,0.0,0.0,3.511327,-9.415058557570593,-0.99901915,-348.41368117823475,100,0.0016748110065236688,-21.004442,-241.48131969398196,491.33902
53200,1.977647453022655,-22.70195,-23.083477,-8.918129384044855,-0.21870077890830578,-50.102812954570155,-118.3201,-284.92220315477994,6.06581,100.0,-2.344221,-284.92220315477994,53200,1590,100,0.21750882,-131.2607110750837,4.4924555,0.0028936240123584867,0.64055276,532,-2.0811975,-294.61584,2.0544758,-0.59041154,0.5382982,0.99799895,-64.15647927471564,0.80530703749059,-298.84802,259.007912634057,0.2517708,59.54585719462955,-629.3136688098355,-3.0751514,-0.040898945,100,100,-4.399961,2.467691947007552,0.34217274299589917,0.13825911801541224,80.92715,0.99870485,1.2407597,-0.16120361,0.06208263337612152,-2.8492220315478,100.0,80.85812,0.15140554308891296,-294.08142,-0.9971015,2.000089137816982,105,186.46259322898715,-116.426605,15,-0.06104711006321209,82.204285,5,118.07844,-1.3126071107508368,0.004786709963809699,159000,-116.4194,-0.044451345,0.0,0.0,2.419219,-5.501218956571602,-0.99013984,-195.16107496591803,100,0.0019322989974170923,-23.190313,-131.2607110750837,6.2923455
53700,1.9689615750103258,-21.918177,-0.9205887,-10.848818282881727,-0.08222897608066061,-47.85104577128806,-125.133095,-211.15411682320263,31.297922,100.0,-2.9428425,-211.15411682320263,53700,1605,100,0.27003604,-205.31768959446904,5.053408,0.0029814839945174754,0.67207766,537,-1.9941342,-294.44727,1.9407848,-0.33514592,0.6230708,0.9967899,-8.422315465747962,1.52881730857156,-296.59146,261.4706494100974,0.26858625,134.50130362125748,-584.3614999351036,-3.1717043,-0.045217175,100,100,-3.9358106,2.458470556070097,0.34049546101596206,0.13925168802961707,89.27495,0.9744207,1.3357526,-0.26549736,0.059876713901758194,-2.1115411682320264,100.0,89.27297,-0.16670991480350494,-293.7152,-0.999151,1.9481930843272084,106,177.80584810151387,-124.90457,15,-0.06746080437724974,90.567024,5,126.33586,-2.053176895944691,0.0048617610009387136,160500,-124.84741,-0.09549955,0.0,0.0,2.233646,-7.121530106100831,-0.9988252,-371.8589978505539,100,0.0019185870187357068,-21.97318,-205.31768959446904,31.566887
54200,1.9474599240347743,-21.3631,-3.1377764,-9.700174460378937,-0.3053832819097511,-39.373545003835794,-119.635895,-184.02447518834057,595.41595,100.0,-2.8871663,-184.02447518834057,54200,1620,100,0.354763,-248.20758589728567,5.39561,0.0029944769921712577,0.72074336,542,-1.9794607,-292.04352,2.1218252,-0.15697908,0.6205198,0.99715364,-35.80527344880556,2.038356717347086,-294.2268,263.9061035931809,0.27188808,193.03908637510253,-598.8705130132447,-3.0290678,-0.10960987,100,100,-2.4554105,2.4310477009858005,0.33439115999499336,0.13936082494910806,78.14838,0.9746591,1.2037921,-0.30125865,0.05976639315485954,-1.8402447518834057,100.0,78.16957,0.3432191014289856,-291.23758,-0.999337,1.792954706191102,107,161.56414026802517,-121.69738,15,-0.11394506705319689,79.93063,5,123.389534,-2.4820758589728538,0.004793487023562193,162000,-121.69638,0.0044111386,0.0,0.0,2.882181,-8.443742377625671,-0.9998052,-567.1271124284093,100,0.0020478279911912978,-21.366833,-248.20758589728567,594.68585
54700,1.9664452230208553,-20.656145,-2.884348,-10.120151931639528,-0.09116635235936556,-58.910069921780924,-117.9975,-208.26238040214247,206.56995,100.0,-4.759486,-208.26238040214247,54700,1635,100,0.32469156,-200.6071203200175,10.6437645,0.0028534160228446126,0.7305918,547,-2.088222,-287.34778,2.154754,-0.19252393,0.60035264,0.9939033,-47.71816210690763,2.0813287741459843,-293.54086,266.36570365313673,0.19939971,197.25662379766163,-466.2578172841498,-3.1582067,-0.12514575,100,100,-3.549713,2.4557785750948824,0.3356733820401132,0.14406364102615044,89.022156,0.99303925,1.5112245,-0.21258053,0.060561828315258026,-2.082623804021425,100.0,89.081535,0.4339630901813507,-287.27875,-0.98850167,1.6684116870039114,108,148.74109801056812,-116.86029,15,-0.030421476772969424,91.356926,5,118.51825,-2.0060712032001757,0.004793955013155937,163500,-116.87818,-0.032466374,0.0,0.0,2.9910102,-8.46942079949067,-0.99829865,-587.1695205581025,100,0.0019489579717628658,-20.68451,-200.6071203200175,206.41103
55200,1.9658342450275086,-21.026083,-0.9698049,-9.269411450684526,-0.06963980450710022,-49.04263056651756,-107.57046,-101.62938779335195,190.39792,100.0,-2.930923,-101.62938779335195,55200,1650,100,0.20845734,-195.78530338780766,7.554096,0.0029171479982323945,0.63478565,552,-2.133875,-286.92422,2.1196735,-0.31163734,0.5706219,0.9977394,-27.285415362535353,1.2750249696258922,-290.18307,268.81643834814895,0.1683424,110.08044906578822,-302.5455322248214,-3.0811138,0.02153347,100,100,-1.6969134,2.445970505999867,0.3289542549755424,0.14144569198833779,78.34618,0.99956405,1.2256161,-0.005538806,0.06274083256721497,-1.0162938779335196,100.0,78.34656,0.3313464820384979,-287.43817,-0.98529446,1.1611233714973763,109,77.81358818803868,-107.71512,15,-0.03153278591421935,80.17006,5,109.59372,-1.9578530338780769,0.004833235987462103,165000,-107.68135,0.020866672,0.0,0.0,3.531508,-7.747412019120868,-0.99810535,-314.46684873006745,100,0.0019859300227835774,-20.998188,-195.78530338780766,189.91626
55700,1.9872674340149388,-21.113396,-0.31520343,-11.132930739481253,-0.1818332437934292,-49.61112624984824,-108.61805,-193.06900868727624,19.246607,100.0,-2.0565877,-193.06900868727624,55700,1665,100,0.1664419,-118.18765108274542,6.2517757,0.0029946360155008733,0.6537699,557,-2.023816,-291.82294,1.7820452,-0.20724462,0.54479706,0.99537677,-38.75697582811025,0.9775583164546694,-292.67618,271.29609241808066,0.30465612,70.68807235591838,-638.5317737518355,-3.0215826,0.009539186,100,100,-3.774119,2.4751290859421715,0.3334100949577987,0.1447436540038325,78.18907,0.97405696,1.4368489,-0.12810542,0.0618850477039814,-1.9306900868727632,100.0,78.28262,-0.6064561009407043,-293.79102,-0.9329168,2.194942893551826,110,197.02705474270056,-108.784256,15,-0.0676090472177812,79.38907,5,110.0393,-1.1818765108274538,0.004774464992806315,166500,-108.841415,-0.11336843,0.0,0.0,2.6010892,-7.653325878826951,-0.99744195,-253.21080268940835,100,0.001938801957294345,-21.263899,-118.18765108274542,19.445528
56200,1.9740568900015205,-21.23483,-21.177773,-9.189970231011642,-0.14953258862688326,-24.202630397158313,-117.52385,-299.407651835099,4.04923,100.0,-2.9778507,-299.407651835099,56200,1680,100,0.25532505,-250.94250192982182,5.8043127,0.0031663969857618213,0.72111434,562,-1.8265891,-284.8783,1.7164922,-0.27454877,0.57810813,0.9446885,-19.628164668992724,2.94024530653031,-288.5394,273.7726576020941,0.33831513,277.38542261131727,-900.7934387139463,-3.0556364,-0.017085886,100,100,-2.7035196,2.472047892981209,0.34694618301000446,0.14119101699907333,79.87349,0.9946866,1.3781146,-0.32334167,0.06531518697738647,-2.9940765183509876,100.0,79.92879,-0.7735699415206909,-285.47842,-0.99947053,2.1765601934780068,111,210.1769238436954,-116.03305,15,-0.01595992201990251,80.844925,5,117.192986,-2.5094250192982166,0.004769140970893204,168000,-115.99722,-0.3267665,0.0,0.0,2.1701863,-9.716517164563573,-0.999691,-734.2745806192806,100,0.0019182650139555335,-21.335133,-250.94250192982182,4.0883
56700,1.9612009989796206,-20.7304,-21.283981,-9.860613624529936,-0.22036294979787718,-60.41893769009239,-126.06078,-165.92019967893913,3.6503065,100.0,-2.430948,-165.92019967893913,56700,1695,100,0.21095794,-139.53353035520487,8.225765,0.003624490986112505,0.6499897,567,-1.9961334,-288.7306,1.9896758,-0.4304206,0.5935111,0.9974986,-40.32698964229211,0.8483265738591574,-291.67172,276.22418454795843,0.17125346,51.11904724078761,-501.3478355966523,-2.9317775,-0.017796792,100,100,-1.6655543,2.446957183885388,0.32923151197610423,0.14623282197862864,86.288864,0.996496,1.1509793,-0.08529963,0.06333637237548828,-1.659201996789391,100.0,86.26163,-0.02848649024963379,-288.08292,-0.99945253,1.6500125409756183,112,146.5790052040129,-124.41697,15,-0.24736575259502702,87.08346,5,125.9097,-1.3953353035520484,0.004742334014736116,169500,-124.4614,0.0022646748,0.0,0.0,2.8330977,-9.459636045393491,-0.99671614,-187.23804379135188,100,0.0019250259501859546,-20.813345,-139.53353035520487,3.5699768
57200,1.9736238340265118,-21.085583,-4.433762,-9.673800746744446,-0.025261304722507,-95.95863893246059,-110.37851,-170.26716642857798,925.11237,100.0,-2.8761017,-170.26716642857798,57200,1710,100,0.24144647,-178.29533617757906,4.6233134,0.0029918450163677335,0.7727601,572,-1.9520824,-291.26382,1.9753703,-0.24597786,0.6614255,0.99687535,-11.289752719027911,0.9188666588752019,-293.308,278.6732365160715,0.20172371,75.16295682436493,-610.9141712337712,-3.1946223,-0.006625735,100,100,-2.5372012,2.4445306270499714,0.3222256429726258,0.13894697901559994,83.72806,0.9923447,1.314317,-0.07905594,0.06181462109088898,-1.7026716642857798,100.0,83.744804,-0.06855885684490204,-290.81683,-0.9991011,2.091843482410486,113,192.33663370555757,-113.794945,15,-0.5192698920608965,84.10452,5,115.288635,-1.7829533617757907,0.004770700994413346,171000,-113.769745,-0.028960632,0.0,0.0,2.71947,-7.2866119144783035,-0.9984032,-307.7521287287395,100,0.0019716250244528055,-21.16976,-178.29533617757906,928.61725
57700,1.9617981369956397,-20.87904,-0.8346482,-9.320926984616088,-0.04035685811442162,-25.42926707919919,-107.52065,-188.90517371762937,31.234758,100.0,-2.499616,-188.90517371762937,57700,1725,100,0.21745609,-191.71071008378968,4.613363,0.002873399993404746,0.56931686,577,-2.120534,-286.32928,2.0667634,-0.29453754,0.5762969,0.99343246,-21.990344464270965,1.932096400224603,-291.3175,281.1366315850173,0.30955788,164.43030682866907,-614.5329096713058,-3.1369681,-0.020868491,100,100,-1.4682273,2.4591437059571035,0.3420725939795375,0.141443764034193,80.234955,0.98395634,1.1299975,-0.1562798,0.06286559253931046,-1.8890517371762945,100.0,80.18831,0.18472164869308472,-285.89993,-0.9996862,2.0445988749084045,114,189.71222120855776,-106.495125,15,-0.02922239602093225,81.8731,5,108.00468,-1.917107100837897,0.0048336549662053585,172500,-106.49644,-0.09762376,0.0,0.0,2.588975,-11.525608899081908,-0.99848086,-472.9327374833364,100,0.006122155988123268,-21.1313,-191.71071008378968,31.47301
58200,1.9521400359808467,-20.797672,-0.44848746,-9.273402916508452,-0.08369964916913715,-56.49241805154802,-108.72192,-265.5620093016415,13.676711,100.0,-2.9639573,-265.5620093016415,58200,1740,100,0.3563016,-336.2361315915301,6.2681723,0.002976985997520387,0.7909815,582,-1.9200983,-282.89197,1.9520205,-0.12392475,0.66860735,0.98148316,-20.01915822388108,2.258248760549147,-288.8328,283.58567682799185,0.36249924,205.4102713726,-846.4059042748544,-3.1788914,-0.07118044,100,100,-1.603644,2.4446861149626784,0.3433812049916014,0.14075958402827382,79.29171,0.9998448,1.5080057,-0.29907537,0.06326569616794586,-2.6556200930164136,100.0,79.375465,-0.13244011998176575,-283.04794,-0.9904836,2.4121691718255027,115,226.18887880507452,-107.96335,15,-0.0034135565549808034,80.97635,5,109.31174,-3.3623613159153014,0.0037821789737790823,174000,-107.96313,-0.26646832,0.0,0.0,3.225714,-8.76828974912983,-0.99911356,-545.4336280329195,100,0.001646124990656972,-20.853893,-336.2361315915301,13.31271
58700,1.9275345630012453,-20.110432,-0.31520343,-10.104756207795775,-0.17661971182849884,-32.2348438184074,-110.54667,-224.3023705206785,518.9771,100.0,-3.4337523,-224.3023705206785,58700,1755,100,0.22406162,-220.4346845964149,6.5025663,0.0029195259558036923,0.6822445,587,-2.089675,-283.00247,2.0804875,-0.37380248,0.5220656,0.9974149,-42.56268532081719,1.8569181060037572,-288.2953,286.0039512088988,0.15429118,169.65560146392355,-600.1804620649286,-3.0458655,0.014916273,100,100,-1.9568714,2.413535108906217,0.3345190879772417,0.1422426539938897,82.82456,0.9990642,1.4100554,0.0779936,0.06171129271388054,-2.243023705206785,100.0,82.85246,0.22417816519737244,-282.36713,-0.9986546,1.9239063334490922,116,179.4648519984369,-111.77397,15,-0.06528018654289426,85.03337,5,113.438194,-2.204346845964149,0.004788857011590153,175500,-111.78401,-0.004658779,0.0,0.0,3.3359456,-10.40429667029236,-0.99404,-431.0506663240992,100,0.0015304209664463997,-20.427645,-220.4346845964149,518.3152
59200,1.9526522670057602,-20.651974,-20.789227,-10.303807337087697,-0.03722076714119111,-27.350219858556805,-116.135666,-149.44710699126557,3.7872505,100.0,-3.2645996,-149.44710699126557,59200,1770,100,0.307579,-163.53368314640304,5.787302,0.0031031310209073126,0.7010673,592,-2.0086432,-287.6309,1.8145776,0.29630286,0.67004174,0.99933904,-22.94147308693384,2.0439780180636142,-289.50082,288.4380066129379,0.16897434,192.14016630076674,-355.35561806898085,-3.084552,-0.04236739,100,100,-4.884303,2.429689673066605,0.3274540629936382,0.13972507102880627,84.379654,0.9971512,1.4412549,-0.1368586,0.06130407378077507,-1.4944710699126558,100.0,84.28253,-0.5176904797554016,-287.11777,-0.9973149,1.4200941589524887,117,113.93446466661787,-114.75351,15,-0.03938247205605447,85.435745,5,116.10832,-1.6353368314640297,0.004770588013343513,177000,-114.70641,0.01684552,0.0,0.0,3.3726246,-6.557735280096697,-0.9989176,-541.618756079419,100,0.0019845530041493475,-20.692062,-163.53368314640304,4.1820717
59700,1.97776304197032,-20.699722,-21.069984,-9.464215341161655,-0.006502996242249286,-52.9048208787379,-110.38073,-234.82954046295416,3.0280032,100.0,-4.2193785,-234.82954046295416,59700,1785,100,0.21303757,-144.661595337488,6.3128967,0.002884270972572267,0.6495588,597,-2.0283377,-284.44183,1.9692267,-0.18094476,0.55153763,0.9956953,-26.37500251524514,1.145430718836759,-286.8849,290.8990845399676,0.18335228,84.62492143116816,-482.6459670249387,-3.1073756,-0.04783313,100,100,-2.2893522,2.4566044248640537,0.32793436298379675,0.14121660497039557,79.787415,0.8549607,1.0449198,-0.1199425,0.0631125420331955,-2.3482954046295412,100.0,79.82338,-0.08501753956079483,-284.39856,-0.9965457,1.593737349054246,118,140.20737197762853,-109.10649,15,-0.08839195655024457,80.55671,5,110.386055,-1.4466159533748801,0.004860977991484106,178500,-109.07451,0.0033816337,0.0,0.0,1.6252152,-7.853027378110395,-0.9965396,-296.7241376784902,100,0.001945165975484997,-21.05695,-144.661595337488,3.0440755
60200,1.9406617419444956,-19.629507,-0.745514,-10.915718372615679,-0.04225115699749021,-24.210761463091067,-105.92075,-213.48116474874087,123.54213,100.0,-4.3167434,-213.48116474874087,60200,1800,100,0.15411447,-88.95951115786725,7.6898947,0.0029654880054295063,0.68847454,602,-2.045535,-283.4829,2.0003507,-0.30253267,0.5655299,0.99635124,-19.60495399027177,1.07013538256741,-287.41068,293.3310244989698,0.27669433,91.52432680358667,-860.2025931921438,-2.9044552,0.0014329806,100,100,-1.3009237,2.427273722947575,0.3372844139812514,0.13956102798692882,81.801056,0.98816407,1.2645807,-0.21643348,0.0638284683227539,-2.1348116474874104,100.0,81.80556,0.0009652256849221885,-283.00153,-0.9092175,3.0694907046606916,119,284.49055446513603,-105.96653,15,-0.01960920559939177,83.571724,5,107.424736,-0.8895951115786728,0.004840567009523511,180000,-105.969215,-0.09066923,0.0,0.0,2.7006817,-7.254314403806327,-0.99942327,-268.2998547506511,100,0.001960484019946307,-19.626741,-88.95951115786725,124.30702
60700,1.975640265038237,-20.252165,-20.486273,-8.179618230264483,-0.07448232132730097,-45.351415061177,-106.20184,-217.41235835530384,2.4153206,100.0,-3.8616753,-217.41235835530384,60700,1815,100,0.28298897,-272.77167162075904,6.7520733,0.002919043996371329,0.7431157,607,-2.0216982,-283.97165,2.0231032,-0.4003699,0.61244345,0.99544877,-20.1255049354477,3.1814028302288793,-286.01523,295.79458043701015,0.33810177,288.4319600168468,-570.1410130383528,-2.9997003,-0.065511905,100,100,-3.4138873,2.4591798150213435,0.3347623459994793,0.13914885697886348,76.419014,0.99546915,1.5142504,-0.25867298,0.06332322210073471,-2.1741235835530386,100.0,76.46619,0.06375652551651001,-283.37018,-0.99957025,2.1226432345658863,120,201.4078878939944,-105.46021,15,-0.028785034780173933,77.15243,5,106.85593,-2.7277167162075884,0.004775572975631803,181500,-105.49786,-0.042253815,0.0,0.0,2.2924294,-9.211902186908258,-0.9989112,-770.6211611390642,100,0.00193373003276065,-20.223255,-272.77167162075904,1.8700266
61200,1.9492529110284522,-19.920229,-2.0805595,-9.54713350093208,-0.021952047838159575,-40.048589104842186,-106.975136,-288.4604593978342,94.15735,100.0,-3.3928552,-288.4604593978342,61200,1830,100,0.3265815,-378.4203584469546,8.74569,0.0030162030016072094,0.7039744,612,-1.9790835,-279.6599,2.0929072,-0.029311508,0.6091072,0.9925044,-3.7231759366292314,3.8089028580831026,-283.75964,298.2427956930478,0.25359693,353.96761972594226,-771.7066274232786,-3.0423925,-0.083225526,100,100,-1.7310679,2.44425379607128,0.3422936850111,0.14291116100503132,78.93233,0.99864453,1.355902,-0.27730998,0.06372867524623871,-2.8846045939783425,100.0,78.93395,0.2557874917984009,-280.15814,-0.9922894,2.773495975690813,121,268.0679987568267,-106.46202,15,-0.02736586067734167,80.90355,5,107.781906,-3.784203584469544,0.00484998500905931,183000,-106.436165,-0.106087506,0.0,0.0,1.8227828,-10.367571264789781,-0.997181,-855.1698429942071,100,0.0019298510160297155,-19.723381,-378.4203584469546,94.48826
