evaluation/Returns Max,trainer/Q1 Predictions Mean,exploration/Actions Min,replay_buffer/size,trainer/Q2 Predictions Min,time/total (s),trainer/Policy log std Min,evaluation/Rewards Max,time/training (s),exploration/Rewards Mean,evaluation/Returns Min,trainer/Q Targets Mean,trainer/Log Pis Min,evaluation/Actions Std,trainer/Alpha Loss,trainer/Q1 Predictions Min,exploration/Actions Mean,exploration/Rewards Min,evaluation/Returns Mean,evaluation/Rewards Min,trainer/Log Pis Mean,time/exploration sampling (s),evaluation/Actions Mean,trainer/Policy log std Std,exploration/num steps total,exploration/path length Max,exploration/Actions Max,evaluation/path length Max,trainer/Policy mu Min,trainer/Policy mu Max,trainer/Q1 Predictions Std,exploration/Returns Mean,time/logging (s),time/data storing (s),evaluation/path length Min,trainer/QF1 Loss,time/evaluation sampling (s),trainer/QF2 Loss,evaluation/Average Returns,trainer/Policy Loss,exploration/Returns Std,exploration/path length Min,exploration/Actions Std,evaluation/num paths total,trainer/Policy log std Mean,exploration/path length Std,evaluation/Rewards Mean,evaluation/num steps total,trainer/Q2 Predictions Max,trainer/Policy mu Mean,exploration/Returns Min,exploration/num paths total,exploration/Average Returns,trainer/Q Targets Max,evaluation/Actions Max,trainer/Log Pis Max,exploration/Returns Max,trainer/Alpha,exploration/path length Mean,Epoch,time/epoch (s),trainer/Q2 Predictions Std,evaluation/Returns Std,trainer/Q2 Predictions Mean,trainer/Policy log std Max,exploration/Rewards Max,evaluation/path length Mean,exploration/Num Paths,evaluation/Num Paths,trainer/Q Targets Min,evaluation/path length Std,time/saving (s),evaluation/Actions Min,trainer/Q Targets Std,trainer/Q1 Predictions Max,exploration/Rewards Std,trainer/Policy mu Std,trainer/Log Pis Std,evaluation/Rewards Std
-13.350466726736435,-20.725855,-0.9984101,10700,-73.93987,59.4675191900169,-1.617372,-0.12272339837958164,2.3574146059982013,-0.44219731856105543,-65.8538586154503,-20.779575,-2.2098145,0.20105243,-2.2789902687072754,-74.08263,-0.022073327,-7.084793220119348,-35.47946199822423,-10.041614450094817,1.1464233,0.18696536099741934,-0.038729824,0.24714735,10700,100,0.9869115,100,-2.8988757,2.2737331,10.274912,-44.21973185610555,0.005480350002471823,0.003095109997957479,100,3.2627528,0.41588781400059815,3.2674997,-35.47946199822423,20.998384,4.964279148926359,100,0.3464485,315,-1.389958,0.0,-0.3547946199822423,31500,-17.320719,-0.09310443,-49.36784821284992,107,-44.21973185610555,-0.2715718,0.9685472,7.0217934,-35.94458018729059,0.06924048066139221,100.0,20,2.970781092000834,10.286381,16.007470962733716,-20.756176,-0.5179091,-0.01245600682481731,100.0,5,15,-76.50962,0.0,0.0019378510041860864,-0.9948285,10.880571,-17.361143,0.8038352994415708,0.8664695,1.5223379,1.0790813562153052
-26.498369730278615,-19.368752,-0.9987619,11200,-72.9609,62.37124617001973,-1.7622313,-0.20403671549044483,2.357913304003887,-0.5478095022598019,-63.40398543426265,-19.675095,-2.1972613,0.2012817,-1.4720633029937744,-72.89244,-0.045855526,-9.831307770745932,-40.41298527250285,-8.736821591388985,1.4694437,0.17007365499739535,-0.037559614,0.24281216,11200,100,0.6906973,100,-3.0138018,2.0785713,8.71895,-54.7809502259802,0.005202319000090938,0.003768602000491228,100,0.1382088,0.36032928700296907,0.10284049,-40.41298527250285,20.451828,19.97484493570914,100,0.3150472,330,-1.5848727,0.0,-0.40412985272502844,33000,-16.982315,0.0055110645,-82.01246919153917,112,-54.7809502259802,-17.111671,0.98314685,7.4770637,-33.06101081947573,0.06236598640680313,100.0,21,2.899484786001267,8.731803,9.65529225984839,-19.453674,-0.61083376,-0.012850513347107085,100.0,5,15,-73.356125,0.0,0.002197618996433448,-0.9939566,8.6297035,-16.93699,1.1959756500112997,0.7864131,1.4392612,0.8815285582386383
-13.522353149083617,-20.862087,-0.99886864,11700,-78.768105,65.29873810202116,-1.9220045,-0.11253110650328496,2.3509324200058472,-0.37813149171131566,-64.31897323168894,-20.391573,-4.139123,0.2078619,-1.6150263547897339,-78.81546,-0.024601026,-10.604973109671368,-37.467198807862204,-10.727367497440856,1.4343703,0.1787856080045458,-0.032215007,0.360427,11700,100,0.97001964,100,-3.0111825,2.5543191,11.126157,-37.813149171131585,0.0054135059981490485,0.003035447996808216,100,36.80068,0.38269446599588264,36.752224,-37.467198807862204,21.65503,20.231575399612495,100,0.274367,345,-1.6565278,0.0,-0.37467198807862206,34500,-16.887718,-0.19299535,-77.506349552854,117,-37.813149171131585,-10.562845,0.99473166,7.9305944,-24.007132305849346,0.057531729340553284,100.0,22,2.9229362909973133,11.121311,16.588149483562077,-20.897427,-0.49026734,-0.009287876580634319,100.0,5,15,-80.90767,0.0,0.002074842996080406,-0.99602133,10.013591,-16.838865,0.9449618124011685,0.906702,1.7607126,1.1462801025850726
-10.558825668942736,-19.71046,-0.9975276,12200,-81.72542,68.33846055802132,-2.0,-0.07551121369038713,2.466296776998206,-0.3337902992657005,-65.90620628879932,-19.586298,-1.0644429,0.20359677,-0.6884416937828064,-81.60743,-0.029226754,-9.362678597967102,-36.806461053668166,-10.89957935178986,1.7643385,0.17023851599515183,-0.038848966,0.3853304,12200,100,0.9903762,100,-3.037982,2.8497672,9.5291605,-33.37902992657005,0.005020151998905931,0.003599841002142057,100,3.0381725,0.3851077559957048,3.0309794,-36.806461053668166,20.821108,16.319499502602707,100,0.25659123,360,-1.7406828,0.0,-0.36806461053668166,36000,-16.7281,-0.04409308,-62.32491283589541,122,-33.37902992657005,-0.679298,0.9836892,6.2491794,-20.98126744069365,0.05385696887969971,100.0,23,3.0323703689864487,9.546135,20.706279372358235,-19.750534,-0.2519894,-0.002968731576873899,100.0,5,15,-85.38138,0.0,0.002107326996338088,-0.996438,10.098865,-16.693007,0.8630509959953374,0.8953418,1.3620207,1.2630319914165293
-5.384660056521818,-21.295734,-0.99917763,12700,-77.0189,71.45957389000978,-2.0,-0.029756457761273156,2.377766015000816,-0.4626347893598581,-57.35156781075077,-21.2654,-2.8189456,0.20331503,-0.019292525947093964,-77.23827,-0.047404416,-8.620062370581449,-27.5211836369884,-10.130281213993566,1.9935164,0.28942262700002175,-0.027483061,0.43998677,12700,100,0.8603383,100,-3.2074058,2.4463797,12.732282,-46.263478935985816,0.004826549004064873,0.0037801360012963414,100,2.7085795,0.4386304849977023,2.732579,-27.5211836369884,22.202303,10.385467322416023,100,0.2875459,375,-1.696912,0.0,-0.2752118363698841,37500,-16.229109,-0.1660614,-58.61362026361336,127,-46.263478935985816,-0.17872263,0.9957326,7.616743,-28.42356517204612,0.05101458728313446,100.0,24,3.116273382001964,12.714125,17.733559010213536,-21.255377,-0.503533,-0.005450170037432316,100.0,5,15,-78.28617,0.0,0.0018475699980626814,-0.9966759,12.968966,-16.260382,1.1926968260942188,1.0335745,1.9015458,1.1025681283642277
-8.22108066571218,-18.820715,-0.99888754,13200,-75.089775,74.34242756001186,-2.0,-0.06050081870315013,2.3185344520024955,-0.24275748258823532,-385.4510520340565,-18.458673,-0.92206955,0.26025248,-0.5599209666252136,-75.24258,-0.016912526,-4.706639054289324,-50.275930579825534,-10.045619331738386,1.8151339,0.16971198900137097,0.0058158836,0.34290582,13200,100,0.9482059,100,-3.284928,2.3155532,10.62252,-24.275748258823533,0.004926606998196803,0.0033447809983044863,100,40.65904,0.37940984399756417,40.506107,-50.275930579825534,19.916933,4.534701483671446,100,0.22857955,390,-1.844343,0.0,-0.5027593057982551,39000,-15.843861,-0.024172371,-29.862589108712285,132,-24.275748258823533,-11.634624,0.99443454,7.8711586,-18.856067291419496,0.048369038850069046,100.0,25,2.878001901997777,10.613958,90.8298019744743,-18.75779,-0.49787098,-0.007393528020412467,100.0,5,15,-76.9763,0.0,0.002074228999845218,-0.99696565,9.177793,-15.897491,0.41951988938519386,0.81906456,1.3617662,1.2880846155897894
-4.997297090035448,-20.283295,-0.9977168,13700,-80.70056,77.1617265840323,-2.0,-0.04366621985487316,2.2574284430011176,-0.31943682047286376,-57.24275388953638,-20.09079,-2.971899,0.19993785,0.0951145738363266,-80.791626,-0.0144893,-8.167646361517997,-28.80424171606643,-10.379440921672632,2.0308623,0.17424757000117097,-0.031047432,0.40309688,13700,100,0.99495214,100,-3.3240612,3.2554176,13.55173,-31.943682047286377,0.005193214004975744,0.0038286350027192384,100,4.957242,0.3718073009949876,4.9383636,-28.80424171606643,21.3415,13.260966548594673,100,0.2546414,405,-1.816961,0.0,-0.2880424171606642,40500,-15.684572,-0.0816181,-53.533339914616306,137,-31.943682047286377,-0.21326683,0.98910964,8.274558,-16.62415720259688,0.04586856812238693,100.0,26,2.814516606005782,13.549067,20.177078282126274,-20.268578,-0.5485984,-0.008820515280033029,100.0,5,15,-81.07699,0.0,0.0020114430008106865,-0.9972397,13.992961,-15.710858,0.8433542823847457,0.9767172,1.8227068,1.176334021707241
-7.829347649731524,-18.647896,-0.99964,14200,-73.272575,79.84032731002662,-2.0,-0.05263969655695925,2.1445033340060036,-0.33507780208980514,-55.17997527769282,-18.885717,-1.9563274,0.2023508,-0.3873879611492157,-73.20191,-0.023657463,-8.980380226841662,-30.428311027097546,-9.303494775496192,1.8768854,0.16238043899647892,-0.026761388,0.41328913,14200,100,0.98722565,100,-3.262456,2.5461733,9.624766,-33.50778020898051,0.005380979004257824,0.003129054995952174,100,0.2699885,0.35669174900249345,0.2598062,-30.428311027097546,19.595427,13.7618298353713,100,0.25672328,420,-1.8205742,0.0,-0.3042831102709755,42000,-15.42962,-0.15004443,-56.56129163043036,142,-33.50778020898051,-15.470736,0.9967886,8.149588,-17.052077527082226,0.04299406334757805,100.0,27,2.6741512500084355,9.638915,15.850305167565734,-18.646154,-0.35711244,-0.0011893335729166266,100.0,5,15,-75.972755,0.0,0.0020656940032495186,-0.9963735,10.032648,-15.44133,0.8489214118542023,0.9166914,1.708677,1.0900034312913724
-10.970290749552701,-18.041143,-0.99983823,14700,-75.60223,82.77230226301617,-2.0,-0.10285154057728585,2.318486916999973,-0.37464206459418287,-66.16867842852903,-18.13037,-2.0926132,0.1968403,-0.8063702583312988,-75.49185,-0.022391668,-10.288721013398307,-33.12984766550608,-10.154014891713791,1.7498418,0.2220045840003877,-0.034679733,0.38274845,14700,100,0.9805068,100,-3.3380678,2.6666324,9.076169,-37.46420645941828,0.004774336994159967,0.0035296349960844964,100,0.3771065,0.3763306710025063,0.40652263,-33.12984766550608,19.046604,17.6933964084841,100,0.2661056,435,-1.8548226,0.0,-0.3312984766550608,43500,-15.164146,-0.06855058,-71.40250541164893,147,-37.46420645941828,-15.1031065,0.9881463,8.859409,-19.695912585540835,0.039812564849853516,100.0,28,2.926916154989158,9.099254,17.413154092365865,-18.010735,-0.3982321,-0.006806468539152805,100.0,5,15,-76.80065,0.0,0.001790010996046476,-0.9974574,8.993726,-15.194899,1.0156523025797186,0.8696208,1.6869451,1.1094902899308088
-11.645721804672753,-17.9744,-0.9995168,15200,-82.34896,85.68274128900521,-2.0,-0.06694912171306762,2.343072477997339,-0.5445735520859173,-60.37939268697618,-18.190748,-1.9527962,0.209157,-0.10318973660469055,-82.59737,-0.04580343,-11.036683421829029,-29.628676836601027,-10.049083970963766,1.9687436,0.17161614799988456,-0.036316644,0.4075834,15200,100,0.963569,100,-3.5869374,3.3661153,10.616583,-54.45735520859172,0.005333860004611779,0.0031908370001474395,100,0.20113924,0.3702377760055242,0.22543827,-29.628676836601027,19.309393,21.833512489128832,100,0.28523988,450,-1.8327615,0.0,-0.29628676836601026,45000,-14.751308,-0.069993824,-73.90143213255685,152,-54.45735520859172,-14.918187,0.99749726,9.608013,-18.053298381606744,0.03682935610413551,100.0,29,2.905907987005776,10.597274,14.26241659823079,-17.963446,-0.39781594,-0.0030761301150525203,100.0,5,15,-85.277985,0.0,0.01245688799826894,-0.9979963,10.64693,-14.764719,1.5417819468224532,0.9824103,1.7384478,1.0734012647098934
-4.825564697737566,-17.493427,-0.99966353,15700,-69.52887,88.70869935403607,-2.0,-0.009968390335781622,2.4383387090056203,-0.46570872641905225,-42.57329520256085,-17.54967,-1.3485198,0.20031583,0.6617957949638367,-69.38158,-0.025324779,-10.21281081998989,-21.262428092843727,-9.327894548962218,2.1956863,0.17964611200295622,-0.036995303,0.42258993,15700,100,0.99520326,100,-3.60225,3.3803852,7.8232617,-46.570872641905225,0.005070882005384192,0.0031494900031248108,100,0.0685658,0.3923665010006516,0.06505334,-21.262428092843727,19.16311,15.52473000080436,100,0.29301545,465,-1.7875848,0.0,-0.21262428092843733,46500,-14.666213,-0.13314883,-72.69039668379521,157,-46.570872641905225,-14.672895,0.99667484,8.374277,-29.183347492813276,0.03397848829627037,100.0,30,3.020985097020457,7.828828,10.130319932332629,-17.478392,-0.37225413,-0.0012724009737740602,100.0,5,15,-70.7781,0.0,0.0024134030027198605,-0.99804026,7.894401,-14.658608,1.2811933873123886,1.029176,1.7147677,0.8836463824017993
-7.5034127343893156,-15.884028,-0.99971104,16200,-50.626396,91.37428850503056,-2.0,-0.06296123500540629,2.0886310909991153,-0.37565035592198265,-67.01417593691232,-16.119652,-2.1189506,0.19720417,-1.0631297826766968,-50.968067,-0.028126767,-9.764856361314731,-24.62309207797717,-11.560445018866037,1.6933632,0.17780457300250418,-0.013858165,0.31932387,16200,100,0.99833226,100,-3.2805257,2.7224329,5.328033,-37.56503559219827,0.0041877029943862,0.0031737600002088584,100,0.15716587,0.38483129600354005,0.15317178,-24.62309207797717,17.203228,15.654221394641157,100,0.2702738,480,-1.8793646,0.0,-0.24623092077977166,48000,-14.225023,-0.03647322,-61.94554277457318,162,-37.56503559219827,-14.4001665,0.9976625,5.882967,-20.006940693752192,0.031204398721456528,100.0,31,2.6605959299995448,5.2899065,17.85193704652084,-15.877707,-0.520902,-0.007401103569729838,100.0,5,15,-49.78675,0.0,0.001967506999790203,-0.99888057,5.081504,-14.20355,1.0067288601387914,0.7682202,1.3643793,0.9862441364825795
-5.445034071574286,-16.219286,-0.99944365,16700,-85.252785,93.97625755603804,-2.0,-0.03020906274391068,2.0578107350011123,-0.22651799120784447,-61.360579943821435,-16.183535,-1.5651611,0.19599757,0.07956849783658981,-85.17868,-0.015416797,-4.89342127517958,-22.171561339597744,-10.401008004840293,2.0224297,0.17691018599725794,-0.030265277,0.36291832,16700,100,0.9918493,100,-3.6889617,2.812799,7.890875,-22.651799120784442,0.004976702002750244,0.003018615003384184,100,2.103778,0.35303872999793384,2.1098392,-22.171561339597744,17.78922,4.2434178669391525,100,0.23616694,495,-1.8625817,0.0,-0.22171561339597748,49500,-14.131116,-0.11030453,-29.11284105992471,167,-22.651799120784442,-0.034481373,0.99684864,9.028873,-16.63834318124848,0.028795884922146797,100.0,32,2.5977513500038185,7.8896866,13.282821896219392,-16.200642,-0.42785913,-0.005806124836199672,100.0,5,15,-83.07036,0.0,0.0019963820013799705,-0.9983795,7.8246303,-14.137119,0.4053697797970094,0.8918162,1.6266599,0.9077517583939976
-8.876579809118114,-15.545484,-0.99922305,17200,-38.010025,96.57522140005312,-2.0,-0.012348527262991852,2.0752341949992115,-0.2865740821560076,-64.6403821889098,-15.487377,-1.7859086,0.18082571,-0.3143506348133087,-37.99382,-0.013697414,-6.442253318031864,-24.761543640105035,-10.499031070131021,1.9135376,0.16120991700154264,-0.03380381,0.33219996,17200,100,0.9979987,100,-3.3625283,3.3241172,4.042634,-28.657408215600753,0.00436943800013978,0.0029120590043021366,100,2.0277276,0.34945292500196956,2.0327158,-24.761543640105035,17.121502,5.175840739451767,100,0.25970584,510,-1.8874074,0.0,-0.2476154364010503,51000,-14.049299,-0.1702283,-37.84686391859891,172,-28.657408215600753,-0.64300704,0.98895884,8.99855,-22.5618975644337,0.026360953226685524,100.0,33,2.5952032820132445,4.0253253,19.195674630376207,-15.543992,-0.45929462,-0.006388506331558255,100.0,5,15,-38.216267,0.0,0.0020247480060788803,-0.9982732,4.4370008,-14.04095,0.5946841175123415,0.8404648,1.7184734,0.9614252366551734
-6.79983863256356,-16.409067,-0.9998482,17700,-66.984436,99.13876064604119,-2.0,-0.04623576774483118,2.0345289399992907,-0.32326634035480983,-438.8232386380102,-16.400496,-0.7955396,0.26667184,-0.021630380302667618,-66.87542,-0.026585994,-7.756271841349859,-56.20168089308213,-10.792179376796856,1.9941859,0.16121208499680506,0.010073098,0.35132077,17700,100,0.9892763,100,-3.356852,2.861392,8.451852,-32.32663403548098,0.004831359001400415,0.0029186789979576133,100,1.990566,0.35365467100200476,2.0083044,-56.20168089308213,17.619516,10.253359716623827,100,0.26413175,525,-1.862861,0.0,-0.5620168089308213,52500,-13.707447,0.009843404,-49.21028105154504,177,-32.32663403548098,-0.17872263,0.9988019,6.4569836,-21.849763681522965,0.02422275021672249,100.0,34,2.5596107149976888,8.461563,104.39590942683641,-16.360668,-0.593209,-0.009021361302479622,100.0,5,15,-68.47972,0.0,0.002464981000230182,-0.9987258,8.62499,-13.733836,0.7511838742307873,0.91309834,1.4866009,1.5116589198391588
-11.02897187951682,-15.086407,-0.9996809,18200,-38.018448,101.73738513703574,-2.0,-0.06564571276692029,2.0771385280022514,-0.37294659214876685,-49.04385598488611,-15.223333,-2.9451082,0.18324646,-0.05075153335928917,-37.938786,-0.035669394,-7.770601296348046,-25.639655450223472,-8.734720545700048,1.9866635,0.1585065309991478,-0.027745927,0.33261725,18200,100,0.9963022,100,-3.4972603,3.3230102,4.2557173,-37.29465921487669,0.004861934001382906,0.003163207999023143,100,0.11236807,0.3480570980027551,0.11739232,-25.639655450223472,16.644094,9.914185565428788,100,0.27317363,540,-1.8733608,0.0,-0.2563965545022347,54000,-13.502219,-0.07056566,-52.24390615901734,182,-37.29465921487669,-13.611554,0.99779487,9.215717,-23.525105670079512,0.022245869040489197,100.0,35,2.59397828400688,4.249117,10.636557107822869,-15.090324,-0.52962667,-0.01208983710144874,100.0,5,15,-35.81819,0.0,0.002250985002319794,-0.99929357,4.066706,-13.492773,0.894843278642126,0.8837551,1.6943569,0.7900223038571966
-8.274392840549435,-15.211089,-0.9996958,18700,-84.49292,104.30331694404595,-2.0,-0.05825231327497416,2.043927902006544,-0.29030932999938797,-64.54238485215724,-15.184695,-2.1797416,0.19923417,-0.4631924331188202,-84.35525,-0.026501149,-6.540049994840201,-28.839318547577832,-10.713369468352084,1.8807046,0.1572888119990239,-0.03462004,0.30383706,18700,100,0.78140163,100,-3.84323,3.0361483,7.9917407,-29.030932999938802,0.0047615900039090775,0.0030017289973329753,100,3.617661,0.3501658489985857,3.6384673,-28.839318547577832,16.462214,8.362885259357553,100,0.24183758,555,-1.9112732,0.0,-0.2883931854757783,55500,-13.2868185,-0.095163584,-41.75187122744235,187,-29.030932999938802,-0.036552526,0.99521816,9.964544,-18.718905155815538,0.020591504871845245,100.0,36,2.5612654160067905,7.996227,17.49956073197836,-15.284575,-0.56248826,-0.01860868180114485,100.0,5,15,-81.76778,0.0,0.0021195340013946407,-0.99916786,8.022128,-13.212852,0.6415140237322645,0.7957778,1.7233316,1.0647490487799725
-6.2705923196405315,-15.126156,-0.9997688,19200,-54.53568,106.8714983580503,-2.0,-0.04644029321097443,2.0481980010008556,-0.3166254143420579,-58.32185290948401,-15.013946,-5.9865665,0.19428435,-0.8204635381698608,-54.5759,-0.027985867,-7.8609537766620425,-25.69211634501655,-10.505721619033775,1.7930093,0.15603353700134903,-0.027144466,0.2904194,19200,100,0.987707,100,-3.4983554,2.8424892,6.399054,-31.66254143420578,0.0049082000041380525,0.0034326949971728027,100,1.7601472,0.3490789159986889,1.7817194,-25.69211634501655,16.157455,9.208788826109016,100,0.25866416,570,-1.9070463,0.0,-0.2569211634501655,57000,-13.230704,-0.09389945,-43.80686175938406,192,-31.66254143420578,-0.6311578,0.99384624,8.472285,-16.53217382034644,0.01898740790784359,100.0,37,2.563707617999171,6.40978,19.708338578601115,-15.136683,-0.55136186,-0.005415850739139165,100.0,5,15,-54.488205,0.0,0.002056268996966537,-0.9993227,6.53556,-13.223011,0.7733651687904328,0.8015989,1.9032122,1.0816942924795898
-6.361140376672556,-16.230375,-0.99943775,19700,-78.84629,109.47225840702595,-2.0,-0.018755965260407195,2.0775503979966743,-0.39030861194697863,-48.82311623723739,-16.272825,-2.3722446,0.19834921,-0.01628304459154606,-78.937126,-0.01723155,-9.775512837788932,-26.316483650172344,-8.872731032120964,1.9959824,0.1573798600002192,-0.019948578,0.34033802,19700,100,0.9988163,100,-3.9615636,2.6163726,11.05365,-39.030861194697856,0.004898474995570723,0.0030077069968683645,100,1.8900876,0.3513802099987515,1.8873659,-26.316483650172344,17.225435,20.16225241483458,100,0.2655142,585,-1.8878987,0.0,-0.26316483650172345,58500,-12.94813,-0.057994746,-70.71421067265513,197,-39.030861194697856,-0.6264862,0.9980517,10.359352,-17.168045325155962,0.01736590452492237,100.0,38,2.596114599982684,11.0572605,13.46249843027992,-16.231781,-0.55110234,-0.002921731569950424,100.0,5,15,-82.0422,0.0,0.0018979499945999123,-0.9991432,11.434712,-12.940903,1.099338376652748,0.9504541,1.9496465,0.9838372032207228
-6.669892461956744,-14.576333,-0.9995608,20200,-74.69649,112.08015657403303,-2.0,-0.009944519477672715,2.0776572539980407,-0.41052979542825235,-48.031957786643254,-14.564001,-5.0838532,0.18194285,-1.00429368019104,-74.658714,-0.03948486,-9.697927470141584,-20.51556968315686,-8.96025932682805,1.7566582,0.16162189400347415,-0.02192077,0.32980415,20200,100,0.9090661,100,-3.7402222,3.065917,7.1386147,-41.05297954282522,0.005039112002123147,0.0035871610016329214,100,1.6476071,0.3531210309956805,1.6425589,-20.51556968315686,15.988455,14.261911797546981,100,0.27048683,600,-1.9020001,0.0,-0.20515569683156862,60000,-12.683048,0.0020871877,-65.358927277651,202,-41.05297954282522,-0.358191,0.9981899,9.52183,-21.41586941866298,0.0161268413066864,100.0,39,2.603043503004301,7.1473308,12.485581505304292,-14.522823,-0.47943,-0.004492310288204892,100.0,5,15,-75.52329,0.0,0.0020170510033494793,-0.9988286,7.26058,-12.743339,1.0791037638655674,0.8390885,1.7972484,0.7913204683162356
-6.682338953028718,-15.007208,-0.9997721,20700,-61.134834,114.65486869105371,-2.0,-0.0291035610616141,2.0530212550002034,-0.37619931539642587,-62.24575864186933,-15.03112,-0.8233483,0.17773212,-0.1139439046382904,-61.042427,-0.024798825,-10.088351049136538,-20.376297449943714,-11.031272721685031,1.9729125,0.15809488500235602,-0.02372553,0.3271455,20700,100,0.99842256,100,-4.0165677,3.0366056,8.387425,-37.619931539642586,0.004781112998898607,0.0038233020022744313,100,1.6651113,0.34871449199999915,1.6616665,-20.376297449943714,16.608807,17.293966775794903,100,0.27021566,615,-1.9044776,0.0,-0.20376297449943714,61500,-12.557964,-0.0351486,-65.12873299364844,207,-37.619931539642586,-0.31422964,0.9977015,9.953463,-22.678334663311517,0.014897007495164871,100.0,40,2.570433115004562,8.390266,14.617842350666306,-15.04105,-0.49628317,-0.0024657794796925565,100.0,5,15,-60.9188,0.0,0.0019980680008302443,-0.9995538,8.453722,-12.518403,1.0286811384999435,0.915,2.0689123,0.8238850240498213
-7.639642944826369,-14.979431,-0.99987936,21200,-74.64663,117.25894121803867,-2.0,-0.06602880685777034,2.0766443649990833,-0.4335649342537851,-50.830473314664154,-15.080034,-3.0472305,0.18225926,-0.2567738890647888,-74.75903,-0.03561944,-9.929254585225204,-25.532469122895364,-9.617970459455973,1.9399095,0.1565766080020694,-0.029854024,0.33205923,21200,100,0.9720924,100,-4.2710032,2.902694,8.6698,-43.3564934253785,0.005127635995449964,0.0035504869956639595,100,0.116299056,0.3557488160004141,0.13883172,-25.532469122895364,16.408922,20.723368602308792,100,0.25791815,630,-1.8944505,0.0,-0.2553246912289536,63000,-12.4131155,-0.11125936,-68.89315375211366,212,-43.3564934253785,-12.432345,0.9957257,9.852088,-17.473251368070787,0.013935663737356663,100.0,41,2.599634709993552,8.653623,15.333519933278053,-14.930843,-0.4256912,-0.0019129089874830604,100.0,5,15,-76.26991,0.0,0.001986798000871204,-0.99960715,8.783405,-12.466972,1.2414241952183833,0.9330685,2.0807877,0.9508540585306523
-9.520160160063984,-14.867282,-0.9995475,21700,-78.830696,119.830166571046,-2.0,-0.07075206238347395,2.041912749999028,-0.2559314770611093,-51.30548679605896,-14.867141,-1.5222307,0.18910958,0.9628317356109619,-78.92014,-0.009026183,-4.949875929244761,-24.06226812814366,-8.95328476999376,2.2223566,0.16258981000282802,-0.022822114,0.3502165,21700,100,0.9952026,100,-3.9320595,2.833607,8.242153,-25.593147706110923,0.004374753996671643,0.003084825999394525,100,0.06973319,0.3526201200002106,0.07021898,-24.06226812814366,16.40461,4.6380800221847736,100,0.24934928,645,-1.8693832,0.0,-0.24062268128143657,64500,-12.260668,-0.13718893,-29.802771571950874,217,-25.593147706110923,-12.259128,0.9940582,9.847833,-18.85614635758718,0.013165407814085484,100.0,42,2.5666267619963037,8.246636,12.817377561310423,-14.825318,-0.58969015,-0.01033942573768093,100.0,5,15,-77.711136,0.0,0.0020445019981707446,-0.9992341,8.093742,-12.302737,0.4713941329075839,1.0249763,2.0302732,0.8494367265987679
-5.634794486453838,-14.247728,-0.9991158,22200,-50.109596,122.41705993804499,-2.0,-0.045154095724642365,2.054497896999237,-0.2770843488191784,-60.261149859113665,-14.154015,-1.9336945,0.176836,0.5551449060440063,-50.168236,-0.0185383,-8.388056033808846,-17.296737543804262,-10.680870148867536,2.12624,0.1615088070029742,-0.017275797,0.38651672,22200,100,0.99853396,100,-4.3305135,3.2752953,5.749748,-27.70843488191784,0.0034892719995696098,0.003893173001415562,100,2.9845965,0.3569852410000749,2.9603145,-17.296737543804262,15.852589,11.130231968218085,100,0.24819356,660,-1.8568625,0.0,-0.1729673754380426,66000,-12.036361,-0.20371799,-49.000489125416685,222,-27.70843488191784,-0.25315514,0.9990267,10.77335,-18.228692961157115,0.012306662276387215,100.0,43,2.5822490510036005,5.75931,13.026273980086254,-14.244596,-0.29651952,-0.0015956300235944333,100.0,5,15,-49.94703,0.0,0.0018746610003290698,-0.9996243,6.101159,-12.057558,0.6697079778531146,1.0408802,2.0700505,0.7317370920940766
-9.247116383982604,-13.8027525,-0.9997258,22700,-77.74893,124.99015511104517,-2.0,-0.07735644398024456,2.040044988003501,-0.38905978380228035,-61.99158565667776,-13.994159,-0.7432505,0.18974935,-0.30138808488845825,-77.81011,-0.02688406,-9.516263889540657,-28.365561421157402,-10.012176709015256,1.9326918,0.16228781700192485,-0.03348956,0.27865914,22700,100,0.99919033,100,-4.215277,3.4384987,9.197181,-38.90597838022804,0.0050264489982509986,0.002966961001220625,100,0.09745104,0.3558303480022005,0.10144185,-28.365561421157402,15.407009,16.61534628135761,100,0.26615682,675,-1.9296149,0.0,-0.28365561421157404,67500,-11.896992,-0.07434433,-61.78655167609093,227,-38.90597838022804,-11.936423,0.9956041,12.020565,-24.377186574359037,0.01135699450969696,100.0,44,2.5679624970071018,9.18722,15.002384158919337,-13.802733,-0.49076796,-0.0002591872148903777,100.0,5,15,-77.90994,0.0,0.0018059340000036173,-0.9995141,9.3469305,-11.895799,1.0587795772054762,0.8334539,1.8460972,0.9967935736900614
