exploration/Num Paths,exploration/Returns Mean,evaluation/Actions Mean,exploration/Returns Std,exploration/num paths total,trainer/QF1 Loss,time/evaluation sampling (s),time/training (s),exploration/Returns Max,exploration/Average Returns,exploration/Actions Std,evaluation/Actions Max,exploration/Returns Min,trainer/Q Targets Mean,trainer/Policy log std Max,trainer/Log Pis Min,time/logging (s),exploration/path length Std,trainer/Q Targets Std,trainer/Q Targets Max,exploration/num steps total,evaluation/Rewards Std,time/exploration sampling (s),evaluation/Returns Std,trainer/Alpha,trainer/Policy mu Mean,trainer/Policy mu Std,exploration/Actions Min,evaluation/num paths total,evaluation/num steps total,time/saving (s),trainer/Alpha Loss,exploration/Rewards Min,evaluation/path length Mean,evaluation/Actions Std,evaluation/Rewards Mean,trainer/Log Pis Mean,evaluation/Returns Max,exploration/Actions Max,evaluation/path length Max,trainer/Q1 Predictions Min,evaluation/Returns Min,trainer/Q Targets Min,trainer/Policy log std Std,trainer/Q1 Predictions Std,trainer/QF2 Loss,exploration/path length Mean,exploration/Actions Mean,evaluation/Returns Mean,trainer/Q2 Predictions Std,evaluation/Average Returns,trainer/Q1 Predictions Mean,trainer/Q2 Predictions Max,evaluation/path length Min,trainer/Q2 Predictions Min,exploration/Rewards Std,evaluation/path length Std,trainer/Log Pis Std,trainer/Q1 Predictions Max,replay_buffer/size,trainer/Policy mu Max,time/total (s),trainer/Policy log std Min,evaluation/Num Paths,trainer/Log Pis Max,exploration/Rewards Mean,time/data storing (s),exploration/path length Max,evaluation/Rewards Min,trainer/Policy log std Mean,exploration/Rewards Max,trainer/Q2 Predictions Mean,evaluation/Actions Min,evaluation/Rewards Max,time/epoch (s),Epoch,trainer/Policy Loss,trainer/Policy mu Min,exploration/path length Min
5,-44.199025578430266,0.037562784,12.7482315760836,107,15.075324,0.353973164994386,2.043884488994081,-28.61237388667697,-44.199025578430266,0.3155486,0.99573576,-64.83301197999577,-25.54157,-0.49183723,-4.3861413,0.004208728998492006,0.0,11.59589,-0.07999905,10700,1.0142615108120578,0.15733793900290038,13.92337463908874,0.07880911231040955,0.28793046,0.9470024,-0.96278816,315,31500,0.002075573996989988,-1.4587516784667969,-9.978220646934885,100.0,0.19227365,-0.31191386243787805,1.425809,-10.93381736853729,0.9987611,100,-95.95762,-49.386967770435234,-90.51314,0.32223177,11.307299,15.049354,100.0,0.038711205,-31.191386243787804,11.345729,-31.191386243787804,-26.037342,-21.781769,100,-96.26,0.9906817087009568,0.0,1.827736,-21.800016,10700,3.088896,57.26751659803995,-1.7366611,15,8.301487,-0.4419902557843026,0.003080861999478657,100,-9.552988179635227,-1.4602852,-0.013024766686360876,-26.043045,-0.9645183,-0.011149115693512554,2.564560757986328,20,26.331501,-2.0362687,100
5,-38.97614733919996,0.036945134,16.4932286948795,112,4.6299353,0.3571198919962626,2.047556960998918,-23.038851807026333,-38.97614733919996,0.30008614,0.9965413,-58.94769074647267,-24.158228,-0.5572558,-6.9929247,0.004992367001250386,0.0,7.4998055,-0.07999905,11200,1.0263866072154961,0.15619638499629218,15.879911346527432,0.07139291614294052,0.1831099,0.96242464,-0.94398844,330,33000,0.002010036005231086,-1.0459554195404053,-8.844817020278587,100.0,0.18674085,-0.31255858141379284,1.6037136,-11.545296497731512,0.9972607,100,-69.56559,-59.38362602185125,-70.42057,0.348856,7.032609,4.6632924,100.0,0.028714536,-31.255858141379278,7.045583,-31.255858141379278,-24.151976,-21.188847,100,-69.67055,0.8856449878787265,0.0,1.8487763,-21.162367,11200,2.796655,59.843009834046825,-1.8445294,15,7.0497656,-0.3897614733919996,0.0030927200059522875,100,-10.6945617442833,-1.4834557,-0.0029079549775081347,-24.157234,-0.94763565,-0.07942881682473943,2.5709683610039065,21,24.895964,-2.1220667,100
5,-25.511207775115487,0.041700125,11.638521997783563,117,8.547319,0.35767493199819,2.0383247770005255,-18.174048355367315,-25.511207775115487,0.24927464,0.99794173,-48.619068173925974,-23.71033,-0.6098989,-3.3927593,0.004982411999662872,0.0,8.861982,-0.3558548,11700,1.1019295111810008,0.1576979319943348,16.086816348776512,0.06528767943382263,0.18398327,0.9578925,-0.9547483,345,34500,0.002049958005954977,-0.8932633996009827,-7.276254405682818,100.0,0.19986401,-0.2677049474005363,1.6726503,-5.688581316073477,0.997922,100,-69.39505,-57.62554742088665,-69.11052,0.3777946,8.293341,8.558759,100.0,0.011585722,-26.77049474005363,8.271712,-26.77049474005363,-23.840055,-20.628782,100,-69.330795,0.55634317991032,0.0,1.7005922,-20.626944,11700,3.1098466,62.41160304105142,-1.956718,15,7.3772554,-0.2551120777511548,0.0032613199946354143,100,-11.466910012671917,-1.6442695,-0.01096640576983983,-23.813637,-0.9469044,-0.01795882540211777,2.5639913309933036,22,24.67285,-2.1748214,100
5,-44.928521393341974,0.02938496,17.4708391223384,122,0.23170091,0.352635907001968,2.043285673003993,-24.29707600858234,-44.928521393341974,0.29519933,0.9980844,-71.8751356387374,-23.078253,-0.31674796,-1.2447968,0.004496399000345264,0.0,5.200578,-20.374853,12200,0.8666363018409385,0.1583192859980045,11.674770234082589,0.0601908303797245,0.15645196,1.0347176,-0.9529544,360,36000,0.0018802720005623996,0.37211155891418457,-11.564122294144045,100.0,0.18487073,-0.21007531959981648,2.1324186,-4.121592170267527,0.99898946,100,-55.76273,-45.95429030570606,-57.436844,0.45167592,5.004377,0.23971622,100.0,0.045789734,-21.007531959981655,5.004886,-21.007531959981655,-23.002619,-20.483559,100,-55.710655,1.2356443636539494,0.0,1.431266,-20.49942,12200,3.0752792,64.9797813360492,-2.0,15,5.978386,-0.44928521393341975,0.0030000779952388257,100,-8.68159887646924,-1.5759251,-0.0029524370196145045,-22.996496,-0.9650746,-0.00280749559855734,2.563617615000112,23,24.170113,-2.1555383,100
5,-36.59889950211944,0.039247077,10.440246750395382,127,9.234439,0.35166464699432254,2.0755635690002237,-21.010947890483468,-36.59889950211944,0.27831224,0.99758554,-50.60739647082377,-23.690676,-0.33452797,-1.7776794,0.004944765998516232,0.0,9.839762,-0.053455826,12700,1.0535677829553778,0.15793201899941778,13.697523847256537,0.056328631937503815,0.3136028,1.083497,-0.9353698,375,37500,0.0020526080043055117,0.2821084260940552,-7.699569208932464,100.0,0.20628452,-0.2457538076427742,2.0980737,-4.730363216903396,0.99946046,100,-69.83507,-44.77795215652283,-72.14994,0.48851916,9.0641165,9.205385,100.0,0.028786462,-24.575380764277426,9.085113,-24.575380764277426,-23.881504,-19.879255,100,-69.84047,0.9096542233956226,0.0,1.7053238,-19.895977,12700,3.132056,67.57960033705604,-2.0,15,7.866298,-0.3659889950211945,0.002918163998401724,100,-9.896280951022337,-1.5770892,-0.006569275854825948,-23.8938,-0.97153884,-0.010069120029077736,2.5950757729951874,24,25.173347,-2.2527144,100
5,-45.5170360032791,0.04190746,6.172198206302324,132,7.683549,0.3550612130056834,2.0383975789955002,-34.22170683777959,-45.5170360032791,0.29192984,0.9968491,-52.511936701861,-23.31672,-0.45464346,-2.474766,0.005122174996358808,0.0,11.491979,-0.18512246,13200,1.0232615268688985,0.16331783899659058,14.284739840388047,0.053580161184072495,0.3476663,1.0057656,-0.9772088,390,39000,0.0020773539945366792,-0.1059219241142273,-8.505321529961998,100.0,0.1959696,-0.23529421164354145,1.963806,-3.4781465438160097,0.99863255,100,-82.11293,-48.88678050519069,-81.35627,0.434444,10.859325,7.737998,100.0,0.05029499,-23.529421164354144,10.839325,-23.529421164354144,-23.58206,-19.463852,100,-81.852745,1.193159794508597,0.0,1.6910471,-19.495821,13200,3.410472,70.15122177203011,-2.0,15,7.563031,-0.4551703600327911,0.0029883650058764033,100,-10.277000218702268,-1.6887516,-0.006291816224947896,-23.595348,-0.9700582,-0.021986113704459,2.566964524994546,25,24.460722,-2.19788,100
5,-29.888025290043323,0.025242178,5.40293819873614,137,7.3421125,0.3521156329952646,2.032119766001415,-22.580159675782433,-29.888025290043323,0.26786897,0.9962815,-34.38568232197393,-22.371494,-0.3079418,-3.2808094,0.005319417003192939,0.0,9.834575,-0.20561717,13700,0.7002168855726736,0.15483832099562278,11.61859833294986,0.05062553286552429,0.25698894,1.002919,-0.9720116,405,40500,0.001962816000741441,-0.6078652739524841,-5.875873409938248,100.0,0.1703553,-0.17454931214031336,1.7962348,-6.45956091708333,0.9972322,100,-63.3654,-50.808583203555024,-64.60433,0.46087003,9.1071,7.324872,100.0,0.028863259,-17.454931214031333,9.085295,-17.454931214031333,-22.653145,-19.111849,100,-63.066704,0.64818262135781,0.0,1.6374291,-19.104279,13700,3.5370128,72.70549151103478,-2.0,15,6.0166426,-0.29888025290043324,0.0029633470039698295,100,-10.119106458944056,-1.6975813,-0.007632150006122353,-22.648727,-0.94270504,-0.020724990965504543,2.5493193000002066,26,23.964375,-2.3624992,100
5,-27.849211911943378,0.034471925,14.544502329122249,142,6.9652357,0.3552389949982171,2.0356381730016437,-17.28609727215145,-27.849211911943378,0.25065354,0.99766845,-56.41266973440042,-21.683115,-0.37507945,-0.9374038,0.004937810997944325,0.0,7.954254,-0.2627691,14200,1.0249340323540974,0.15254352600459242,14.52680119653617,0.04835163801908493,0.29234385,1.0398384,-0.9031707,420,42000,0.0019878780003637075,0.4313930571079254,-8.409901717051481,100.0,0.19767952,-0.2568248126302115,2.1424134,-5.889490674816162,0.9987878,100,-55.973854,-52.050093770051625,-56.10858,0.48210493,7.3972716,7.023451,100.0,0.019040382,-25.682481263021153,7.4113426,-25.682481263021153,-21.918926,-18.564331,100,-55.69972,0.7143982234558625,0.0,1.4002025,-18.56576,14200,3.1427639,75.26435372904234,-2.0,15,6.6433916,-0.27849211911943383,0.0036250999983167276,100,-10.72559912999435,-1.6399118,-0.007364750455279171,-21.903831,-0.976067,-0.02244948904978628,2.553971483001078,27,23.007393,-2.2887886,100
5,-38.114233540329856,0.023142288,14.441063906787365,147,7.058564,0.35712671000510454,2.0281754759998876,-19.072141460356235,-38.114233540329856,0.27879554,0.9990778,-62.51323103693774,-19.700556,-0.45722848,-1.8336964,0.004906353999103885,0.0,6.7925944,-0.48611903,14700,0.8737175597576997,0.1592641690003802,15.130382416900247,0.045703187584877014,0.27052677,0.8005451,-0.95157725,435,43500,0.0021343119951779954,-0.06925392895936966,-10.517814466867062,100.0,0.17738204,-0.22497648281319235,1.9775549,-7.307066637410053,0.9994347,100,-66.807846,-50.60608391662537,-66.58354,0.37657204,6.3675966,7.0394616,100.0,0.040903047,-22.49764828131924,6.3727884,-22.49764828131924,-19.926245,-18.002203,100,-66.71958,1.0441368568986198,0.0,1.3534021,-17.99938,14700,3.2544024,77.82414216704638,-2.0,15,7.4271326,-0.38114233540329856,0.002999571996042505,100,-9.044756102883916,-1.8016745,-0.011662046615193343,-19.926872,-0.97864306,-0.05203828425928926,2.5546065929956967,28,21.204119,-2.364135,100
5,-33.06637493149285,0.03351674,7.245930115862068,152,3.3087113,0.3580428849963937,2.048558044996753,-22.62444640668435,-33.06637493149285,0.27465868,0.99852747,-44.4257563219207,-20.194,-0.4386113,-2.5741165,0.005742007997469045,0.0,8.015693,-0.2436399,15200,0.9981430309341195,0.1538704940030584,11.455155950587761,0.04375918209552765,0.2409005,0.9669814,-0.9599617,450,45000,0.0026121720002265647,-0.36625614762306213,-7.006662249582323,100.0,0.20236436,-0.2679248292919703,1.8829448,-8.164367020301654,0.9996361,100,-63.677975,-47.86324027076039,-65.78995,0.44622314,7.414097,3.354008,100.0,0.0370822,-26.792482929197035,7.375676,-26.792482929197035,-20.269854,-17.767275,100,-63.40672,0.7979961946740367,0.0,1.6295711,-17.775747,15200,3.5297484,80.4006643740504,-2.0,15,6.238205,-0.33066374931492865,0.0029376219972618856,100,-8.81812854497113,-1.7252291,-0.005030346648235302,-20.259148,-0.9811428,-0.03730413071722101,2.5717632259911625,29,21.339836,-2.3475375,100
5,-54.471607132961765,0.037070535,11.966605358070185,157,0.1060149,0.35829638100403827,2.020347245001176,-37.13830968178123,-54.471607132961765,0.2915014,0.99884516,-71.70352511081347,-20.213634,-0.43983454,-5.326623,0.004274553000868764,0.0,10.015338,-17.213247,15700,1.0640858022533926,0.1558249200024875,12.896605944088746,0.041378483176231384,0.19026716,0.81525934,-0.9342806,465,46500,0.0019927600005757995,-0.9848945736885071,-10.813541341111483,100.0,0.2029838,-0.40656471677740713,1.6907637,-17.83314671520301,0.9992021,100,-71.09152,-62.131930656266945,-72.87521,0.38382816,9.783203,0.10174051,100.0,0.051874872,-40.65647167774071,9.775451,-40.65647167774071,-20.152979,-17.315784,100,-71.47431,1.318988959181847,0.0,1.7229663,-17.304699,15700,3.4263635,82.94963876604743,-2.0,15,8.167673,-0.5447160713296177,0.003085708995058667,100,-10.271907869886551,-1.8250699,-0.029205771650990434,-20.174217,-0.9652449,-0.10542370936539218,2.543821568004205,30,21.23371,-1.8524567,100
5,-38.176530336914716,0.038691036,9.973716080768272,162,5.7037716,0.3517437219998101,2.039087020995794,-25.601015295602338,-38.176530336914716,0.27012098,0.99825513,-53.15251142999691,-17.729572,-0.49793905,-0.90681183,0.00475250200543087,0.0,3.485582,-0.41713738,16200,1.0219738837409074,0.15690490199631313,13.335876250002325,0.039392437785863876,0.11835906,0.78108436,-0.9666754,480,48000,0.0020711020042654127,-0.2323918491601944,-8.504088740619661,100.0,0.20165399,-0.37808565213200035,1.9281437,-17.877662605414237,0.99870574,100,-32.589054,-59.52908716452155,-31.9908,0.35087264,2.5842395,5.71914,100.0,0.03326999,-37.80856521320004,2.6004946,-37.80856521320004,-17.8848,-16.759119,100,-32.878265,0.8440740644705883,0.0,1.1780137,-16.744406,16200,3.0094328,85.51254614003847,-2.0,15,6.1046777,-0.3817653033691471,0.003480835999653209,100,-9.63605390411598,-1.8338494,-0.0029579406735680165,-17.882147,-0.97088844,-0.08674087701695443,2.5580400850012666,31,19.46418,-2.4408634,100
5,-31.13120926386221,0.036573336,10.600477714953707,167,2.8718147,0.34970656099903863,2.049732267994841,-20.774925317562964,-31.13120926386221,0.25478968,0.99858296,-49.13642238295129,-18.836485,-0.42547184,-0.98325723,0.00475929600361269,0.0,8.241601,-0.30257598,16700,0.9737847875396497,0.15524115200241795,14.987609274530362,0.03761395066976547,0.25803965,0.9354847,-0.5568604,495,49500,0.0020026330021210015,0.48486876487731934,-8.358349399118664,100.0,0.19766146,-0.2847402973780955,2.1478066,-11.097586984424217,0.99899864,100,-81.817665,-57.9880443279667,-83.83265,0.4231578,7.8712626,2.9038637,100.0,0.038109317,-28.47402973780955,7.8660274,-28.47402973780955,-18.906038,-16.486265,100,-81.61264,0.7406121648745405,0.0,1.6313713,-16.48586,16700,3.6057498,88.0815143280488,-2.0,15,9.37214,-0.3113120926386222,0.0029222090015537106,100,-10.686409857662193,-1.7880085,-0.006865891448945531,-18.909788,-0.98405254,-0.07496261064954406,2.564364119003585,32,20.40605,-2.4805315,100
5,-41.15454693073591,0.035164114,9.311862940924938,172,0.14976306,0.34757049300242215,2.014653582002211,-29.747041023760055,-41.15454693073591,0.28046867,0.9980815,-58.15218324596512,-18.611021,-0.2702134,-1.2259644,0.004856523999478668,0.0,6.2568355,-16.151903,17200,1.0838702694286158,0.1531278369948268,17.406571947420566,0.036031320691108704,0.1280616,1.0474629,-0.8941024,510,51000,0.0019619899976532906,0.5825263857841492,-8.504717445753412,100.0,0.19865157,-0.2744100308376772,2.1752872,-7.042993856110547,0.9989078,100,-58.87757,-55.122736962872544,-59.2643,0.4506954,6.2191415,0.18547353,100.0,0.043135542,-27.441003083767725,6.1940928,-27.441003083767725,-18.391638,-15.953832,100,-58.10377,1.0363904253951708,0.0,1.6508514,-15.977522,17200,3.7411032,90.6107791370523,-2.0,15,7.18922,-0.4115454693073592,0.00307990399596747,100,-10.341184935762634,-1.7398907,-0.015464204765143449,-18.378115,-0.981856,-0.008858107145746143,2.5252503299925593,33,19.889206,-2.4909136,100
5,-39.754206921187965,0.038461257,11.327143552161951,177,2.630619,0.3473993580046226,2.020554582006298,-22.1079246311648,-39.754206921187965,0.28389943,0.9983145,-55.06223567972548,-19.236967,-0.47039896,-4.6844873,0.005146570998476818,0.0,9.360675,-0.23184974,17700,0.9723449421915372,0.15457378199789673,11.973135033038645,0.03416077420115471,0.33230886,0.9992267,-0.9838949,525,52500,0.001939588000823278,0.2282741218805313,-8.005161282981947,100.0,0.20015137,-0.31401821442599137,2.0676043,-13.87071525355061,0.9998203,100,-63.722435,-49.75849967813283,-66.10803,0.47221872,8.943815,2.6376786,100.0,0.027965223,-31.401821442599136,8.932449,-31.401821442599136,-19.179413,-15.759319,100,-63.637157,0.9597220304567743,0.0,1.9119769,-15.756796,17700,3.593882,93.14809534904634,-2.0,15,8.28959,-0.3975420692118797,0.0030397390000871383,100,-9.20757588435247,-1.7570037,-0.014457790417039,-19.178625,-0.9797804,-0.07801653122354746,2.5326536200082046,34,20.40757,-2.5038712,100
5,-35.33860302000081,0.043952696,10.130305574392873,182,2.4717903,0.3449847809970379,2.0546666070003994,-21.595479216393315,-35.33860302000081,0.25649056,0.99876064,-48.62637966683206,-17.798046,-0.7571097,-2.3041167,0.004936006997013465,0.0,7.484329,-0.07832714,18200,1.1253493459005672,0.15512187300191727,16.991849972166584,0.032661519944667816,0.22272374,0.86722875,-0.8718236,540,54000,0.0019446820006123744,-0.15286028385162354,-6.947463648536826,100.0,0.20486665,-0.35416643350339594,1.9553219,-13.678143781677777,0.9985551,100,-51.92578,-66.97155249519389,-52.985924,0.32237947,7.121978,2.4692845,100.0,0.03414614,-35.41664335033961,7.145523,-35.41664335033961,-17.713482,-15.379933,100,-52.386017,0.796050153993006,0.0,1.6029111,-15.385637,18200,3.4795609,95.71719651105377,-2.0,15,7.856385,-0.3533860302000081,0.0028678870003204793,100,-11.67683453124064,-1.8671826,-0.004146434799921655,-17.734018,-0.98037934,-0.08942801804615028,2.564521836997301,35,19.112303,-2.2991571,100
5,-46.19322024232361,0.03712941,12.38094037512679,187,2.3453271,0.35078379399783444,2.215398851003556,-23.31607322743203,-46.19322024232361,0.2864194,0.99873006,-58.31210376668761,-17.019218,-0.56433094,-1.0301952,0.005494240998814348,0.0,7.3215127,-0.21128199,18700,1.018158770383895,0.15494880500045838,13.581413979970385,0.031141076236963272,0.136088,0.83665526,-0.7669568,555,55500,0.0022455940052168444,-0.4809936583042145,-9.512031972338956,100.0,0.19856901,-0.25823651577974577,1.8613439,-5.21872241391847,0.9997177,100,-67.965225,-48.67643400142015,-69.27492,0.35747066,6.974367,2.3414829,100.0,0.050193064,-25.823651577974584,7.0076637,-25.823651577974584,-17.116035,-15.24081,100,-68.44002,1.2452670746880372,0.0,1.451709,-15.260868,18700,3.4034245,98.45361522005987,-2.0,15,8.642236,-0.46193220242323624,0.002912819996709004,100,-9.193924489627575,-1.8588996,-0.006638607060064454,-17.12537,-0.975343,-0.029417744313655653,2.731784105002589,36,18.442163,-2.5969434,100
5,-33.70386753186506,0.031476222,16.652536803481567,192,0.1993607,0.38560782500280766,2.2875709739964805,-19.347364738768693,-33.70386753186506,0.252644,0.99850327,-60.07522512889456,-16.609545,-0.6141272,-2.788803,0.0042111790025956,0.0,5.362642,-14.9615555,19200,0.7502801345617572,0.2257692280036281,10.885014411097462,0.029494527727365494,0.15520744,0.80605346,-0.9800817,570,57000,0.002089329995214939,-0.8883459568023682,-10.195768295764386,100.0,0.1736208,-0.2455500652604882,1.7478664,-11.840593424270748,0.99939334,100,-57.84966,-43.26065064812717,-60.18137,0.34051043,5.2582684,0.21637766,100.0,0.024089029,-24.555006526048825,5.3169804,-24.555006526048825,-16.269691,-14.6311455,100,-58.069252,0.9180781854995702,0.0,1.612188,-14.658134,19200,3.443599,101.36683511405136,-2.0,15,7.142516,-0.33703867531865056,0.0033313569947495125,100,-7.701537797274756,-1.8624549,-0.008799912118638537,-16.277838,-0.98211575,-0.06594540405156041,2.9085798929954763,37,17.414507,-2.6039643,100
5,-37.43843332348352,0.040491506,17.191855354776436,197,2.2662032,0.3699586189977708,2.119850734001375,-18.70973924924586,-37.43843332348352,0.27255958,0.9985204,-67.03465588175436,-16.496326,-0.5115605,-2.9935741,0.004808972997125238,0.0,5.8812575,-0.25731626,19700,1.03298136304281,0.1640942539961543,16.049533718034663,0.027858292683959007,0.2776151,0.85121614,-0.95870745,585,58500,0.0015722060052212328,-0.5268104672431946,-10.877788203491784,100.0,0.1994938,-0.24449182838830044,1.8528714,-5.265728525218682,0.99935204,100,-55.349163,-51.91843610416686,-56.243412,0.3749794,5.5800943,2.2768185,100.0,0.038309257,-24.449182838830055,5.5782924,-24.449182838830055,-16.748331,-14.891702,100,-55.317963,1.0476037261458324,0.0,1.7769032,-14.917852,19700,3.3999472,104.03544216904993,-2.0,15,7.4017572,-0.3743843332348354,0.0034419980001985095,100,-10.605907233449317,-1.8527315,-0.007530816412253515,-16.756739,-0.9859408,-0.040268283606175855,2.663726783997845,38,18.027912,-2.6281323,100
5,-45.415700005027645,0.031238373,12.75467571091974,202,0.14370303,0.3472226310041151,2.218906614005391,-22.83020849905627,-45.415700005027645,0.2725376,0.9987314,-56.29762973750301,-17.515587,-0.51341116,-4.5980897,0.004790630002389662,0.0,9.048582,-14.42932,20200,0.8423674167466259,0.16208095399633748,14.30981940188043,0.026484236121177673,0.2880581,1.04885,-0.9964611,600,60000,0.0019142059973091818,-0.07342419773340225,-8.426933576088889,100.0,0.17855424,-0.25271984507564,1.9797798,-11.351434331390857,0.99968255,100,-64.95819,-58.131029033694055,-66.68894,0.45372203,8.893999,0.15502097,100.0,0.036009606,-25.271984507564,8.879386,-25.271984507564,-17.282366,-14.303054,100,-64.558846,1.14015182673464,0.0,1.9989283,-14.298984,20200,3.6746848,106.77818284904788,-2.0,15,7.4521313,-0.4541570000502764,0.002927267996710725,100,-10.739496221344588,-1.7736133,-0.012002404982196404,-17.288816,-0.9840374,-0.07647300137193504,2.737842303002253,39,18.65341,-2.6971006,100
5,-31.904246665451616,0.04142925,15.48305819407222,207,5.345994,0.3986766620000708,2.2945345180050936,-18.773640725121542,-31.904246665451616,0.25236398,0.99868315,-51.392101622967516,-15.642989,-0.6123541,-2.5979257,0.005808617002912797,0.0,5.7359805,-0.11407474,20700,1.0171811600096545,0.1776826489949599,12.080012647086521,0.025136813521385193,0.17947556,0.85046875,-0.9612689,615,61500,0.00198038799862843,-0.7122377753257751,-8.168123384417674,100.0,0.20192347,-0.28070902214052673,1.8066363,-7.930395742805526,0.99979603,100,-46.558197,-43.27561278388876,-46.792892,0.34860095,5.328709,5.349063,100.0,0.025832752,-28.07090221405268,5.3128195,-28.07090221405268,-15.85715,-14.198895,100,-46.27114,0.8421738911759354,0.0,1.5485492,-14.16492,20700,3.7074919,109.6654753800467,-2.0,15,8.07452,-0.31904246665451613,0.004165772996202577,100,-8.783280822750724,-1.8652489,-0.00715355404393383,-15.856141,-0.973766,-0.01821793525484995,2.882848606997868,40,17.269917,-2.686671,100
5,-31.401461747697947,0.038697585,7.378329924594078,212,3.891351,0.3948134679958457,2.17051635900134,-22.58045875556332,-31.401461747697947,0.2509632,0.9980415,-42.01799254234868,-15.534088,-0.684368,-1.0435555,0.005626512996968813,0.0,6.4196396,-0.18995056,21200,0.9878931152936103,0.16873119299998507,16.546195276948108,0.023747319355607033,0.15226331,0.82586807,-0.7411454,630,63000,0.0022541430007549934,-0.2239372581243515,-6.363764695879715,100.0,0.18976586,-0.2547713774215226,1.9401267,-8.107033164744267,0.9996305,100,-58.875324,-55.86461972676951,-59.88763,0.3168689,5.972669,3.8965502,100.0,0.030574258,-25.47713774215225,5.979404,-25.47713774215225,-15.774174,-14.060301,100,-58.765446,0.6925233724402078,0.0,1.530828,-14.027904,21200,3.6396098,112.41532786403695,-2.0,15,10.107637,-0.3140146174769793,0.003599069001211319,100,-10.740063830558599,-1.8889649,-0.01219210921144771,-15.782149,-0.9643307,-0.024088455599341984,2.745540744996106,41,17.288494,-2.6372137,100
5,-40.3947400132493,0.04332048,14.34312636945995,217,0.054912645,0.3762680610016105,2.4524616679991595,-19.906481701809643,-40.3947400132493,0.2727522,0.99872875,-56.29193194031748,-15.402329,-0.6067153,-2.213169,0.004994246999558527,0.0,5.258058,-13.702004,21700,1.0103684471024261,0.1924325240033795,11.082358775870537,0.022667085751891136,0.061610498,0.8797649,-0.99151933,645,64500,0.0019733700028155,-0.29141920804977417,-9.35035265172408,100.0,0.20506378,-0.3030617417644812,1.9230405,-9.838509215852106,0.9994406,100,-49.894306,-47.87704414029265,-49.550346,0.35898346,5.2936068,0.06643953,100.0,0.030598456,-30.30617417644812,5.313543,-30.30617417644812,-15.3151,-13.737764,100,-50.180054,1.0504604244243207,0.0,1.5709586,-13.713331,21700,3.6173859,115.45340978202876,-2.0,15,7.3806677,-0.4039474001324929,0.005982133996440098,100,-9.400069346603871,-1.8525367,-0.006012616585151937,-15.316467,-0.9806672,-0.03404710923179186,3.0341120040029637,42,16.761503,-2.7429795,100
5,-36.85727155741463,0.03588404,15.814938147911072,222,0.0586694,0.3617258590020356,2.151870443005464,-18.32641056310511,-36.85727155741463,0.2645822,0.99947315,-56.292408139635455,-15.757246,-0.55555683,-2.6336703,0.0049225919938180596,0.0,8.757929,-13.4765835,22200,1.0203206815907173,0.15985620900028152,15.30772605178228,0.02180214785039425,0.24267834,0.89559704,-0.93228614,660,66000,0.002045818997430615,-0.777476966381073,-9.637766254742916,100.0,0.18982984,-0.28064117916475206,1.7967705,-7.805036328614802,0.99939656,100,-79.63839,-50.82088859786945,-80.67813,0.35673913,8.719384,0.06587143,100.0,0.037940994,-28.064117916475208,8.733747,-28.064117916475208,-15.602823,-13.37979,100,-79.68432,1.0307773283606798,0.0,1.8928884,-13.37643,22200,3.6388154,118.14157777703076,-2.0,15,10.370361,-0.3685727155741461,0.003273213005741127,100,-9.004526926509392,-1.8632165,-0.006026830815133385,-15.597901,-0.9738214,-0.010706052587241551,2.683694135004771,43,16.841862,-1.9860233,100
5,-25.75637474938639,0.033817664,9.588667863708062,227,1.8078569,0.35156437099794857,2.1344588740030304,-17.24538678525547,-25.75637474938639,0.23514804,0.9992675,-43.73853706833212,-15.594514,-0.5024112,-1.412309,0.005006551000406034,0.0,8.030903,-0.46264276,22700,1.0032293226222542,0.15546457100572297,14.282116774942827,0.020709609612822533,0.20995864,0.9185852,-0.9246229,675,67500,0.002110522000293713,0.19282516837120056,-6.932199602818785,100.0,0.19193348,-0.28279301128512363,2.0497334,-8.000812529205064,0.9993688,100,-63.622974,-49.017172019544745,-64.84346,0.37501082,7.796192,1.8031836,100.0,0.014109535,-28.27930112851236,7.8176446,-28.27930112851236,-15.581766,-13.245969,100,-63.86266,0.5715793144206865,0.0,1.6435677,-13.234488,22700,3.7131631,120.79762877902976,-2.0,15,8.764325,-0.25756374749386396,0.0030222719942685217,100,-9.071938351768068,-1.8510593,-0.0060162428142490525,-15.587159,-0.9848966,-0.00883829428572694,2.65162716100167,44,17.148748,-2.7346857,100
