trainer/Policy mu Std,exploration/Returns Min,time/logging (s),trainer/Policy mu Mean,exploration/num steps total,exploration/Rewards Mean,evaluation/Returns Max,replay_buffer/size,exploration/num paths total,time/evaluation sampling (s),evaluation/Actions Mean,evaluation/Actions Min,evaluation/path length Min,trainer/Log Pis Std,trainer/Alpha,exploration/Rewards Max,exploration/Actions Std,exploration/Rewards Min,evaluation/Rewards Min,evaluation/Average Returns,trainer/Q1 Predictions Min,trainer/Q2 Predictions Mean,exploration/Returns Mean,exploration/Num Paths,trainer/Policy log std Mean,exploration/Actions Max,exploration/Rewards Std,time/data storing (s),exploration/path length Min,exploration/path length Std,trainer/Q1 Predictions Std,trainer/Q Targets Std,trainer/Q2 Predictions Max,exploration/Actions Min,trainer/Policy log std Min,time/saving (s),exploration/path length Max,evaluation/Rewards Std,trainer/Log Pis Min,exploration/Actions Mean,evaluation/Returns Std,evaluation/path length Std,Epoch,evaluation/num paths total,trainer/Q2 Predictions Min,trainer/QF2 Loss,exploration/path length Mean,evaluation/num steps total,time/total (s),trainer/Alpha Loss,trainer/QF1 Loss,exploration/Returns Max,trainer/Policy log std Std,trainer/Log Pis Max,trainer/Q2 Predictions Std,evaluation/path length Mean,trainer/Q Targets Max,evaluation/Actions Std,trainer/Policy mu Min,trainer/Q1 Predictions Mean,evaluation/Rewards Mean,trainer/Policy mu Max,evaluation/Rewards Max,exploration/Average Returns,evaluation/Returns Mean,time/training (s),evaluation/Actions Max,trainer/Q Targets Min,time/exploration sampling (s),trainer/Q Targets Mean,exploration/Returns Std,trainer/Q1 Predictions Max,evaluation/Num Paths,trainer/Policy log std Max,time/epoch (s),evaluation/path length Max,evaluation/Returns Min,trainer/Log Pis Mean,trainer/Policy Loss
0.9049861,-137.04035659125068,0.004381331993499771,-0.056917418,23700,-0.6580603896770879,-13.53263034700885,23700,237,0.34359716798644513,0.0029611397,-0.9980081,100,1.6124334,0.05892907455563545,-0.01167384506723263,0.24778578,-9.283231491425546,-9.837386519686186,-61.24039832252829,-78.46483,-31.477999,-65.8060389677088,5,-1.8706412,0.9993351,1.131760650927454,0.003236696997191757,100,0.0,18.94214,19.058498,-12.246954,-0.99994326,-2.765482,0.0019941740029025823,100,0.9604219194176825,-2.4933932,0.018814944,41.28978432201058,0.0,46,705,-78.55802,0.77151984,100.0,70500,127.66452290309826,-0.11115703731775284,0.73722404,-17.621890698171747,0.5353783,8.204449,18.942282,100.0,-12.350752,0.18058878,-3.034965,-31.489231,-0.6124039832252829,3.0316179,-0.017246213998839046,-65.8060389677088,-61.24039832252829,2.112938033998944,0.99821997,-72.25757,0.15144937601871789,-31.706537,40.3593287279767,-12.298368,15,-0.39560792,2.617596780997701,100,-146.75008799869747,1.9607403,32.555397
0.84355795,-126.08877721488818,0.0038666129985358566,0.060345735,24200,-0.8177099490525264,-7.344951365697539,24200,242,0.34842143702553585,-0.009635939,-0.9997546,100,1.5690705,0.05915261059999466,-0.01389395680795376,0.22540468,-9.418489504124336,-10.669059960569282,-48.91614575074574,-114.59259,-29.98453,-81.77099490525265,5,-1.9629742,0.9983656,1.0369405406787287,0.0036502059956546873,100,0.0,20.360928,20.79804,-12.144559,-0.9995729,-2.7806928,0.0019486829987727106,100,1.0263913010985168,-2.937527,0.020506954,40.02275037805599,0.0,47,720,-114.22579,3.9794016,100.0,72000,130.30698646308156,-0.4466474652290344,4.0426507,-18.932616724228225,0.51001674,6.8727303,20.381378,100.0,-0.22196034,0.1802177,-3.1272655,-29.994623,-0.4891614575074576,3.4339986,-0.056221488153230276,-81.77099490525265,-48.91614575074574,2.1227785689989105,0.99682325,-116.819725,0.15746959400712512,-29.922861,40.90279254766581,-12.209197,15,-0.5616365,2.6381351020245347,100,-122.96262385121014,1.8420453,31.040598
1.0048032,-141.67466242202931,0.0049398179980926216,-0.083517306,24700,-0.98960427247275,-11.509713771523208,24700,247,0.3545760159904603,-0.008407596,-0.99872255,100,1.7302989,0.05746559798717499,-0.028138692576009355,0.24535242,-10.806380653181787,-9.9414241614032,-70.48273171673178,-112.914246,-31.393421,-98.96042724727499,5,-1.8568653,0.9996102,0.9693730616676028,0.0032046960259322077,100,0.0,21.744337,22.43901,-12.198638,-0.9982801,-2.8055165,0.0020282829937059432,100,1.056875399461235,-1.6854479,0.018077431,45.063088738517166,0.0,48,735,-112.97021,2.836495,100.0,73500,133.29034738516202,0.8198887705802917,2.928988,-25.246815429905443,0.58057123,9.270578,21.748568,100.0,-0.35516503,0.2004338,-3.3888693,-31.354397,-0.7048273171673178,3.3309257,-0.054411664378937005,-98.96042724727499,-70.48273171673178,2.4317148170084693,0.99752516,-116.79439,0.18235839900444262,-31.68246,38.99823925818236,-12.187299,15,-0.38274038,2.978822029021103,100,-139.128278274588,2.2870111,32.69843
0.6958991,-138.1348286397962,0.00447372900089249,0.04139756,25200,-0.7691033745099043,-17.341366221896287,25200,252,0.3738455060229171,-0.011963703,-0.9995755,100,1.1845049,0.058352600783109665,-0.013879207102925208,0.24033673,-9.572009862447345,-8.909135764792657,-44.023495704060196,-61.382465,-29.22669,-76.91033745099044,5,-2.0545542,0.99880236,1.127328152172243,0.003033054992556572,100,0.0,17.35182,17.674685,-12.045784,-0.9997322,-2.8284714,0.002084452979033813,100,0.9309176265297495,-1.6459237,0.0029413977,31.99589677097036,0.0,49,750,-61.577682,1.5888815,100.0,75000,136.06083395314636,-0.04151635244488716,1.6127306,-31.766489078326874,0.5132569,4.629876,17.37273,100.0,-0.43816158,0.18103234,-2.861415,-29.24245,-0.44023495704060195,2.8586335,-0.03538577118704497,-76.91033745099044,-44.023495704060196,2.2162097840046044,0.9973434,-61.46165,0.1663354540069122,-29.325407,38.253437951676865,-12.092847,15,-0.66431546,2.7659819810069166,100,-134.77719240680827,1.9853877,30.752047
0.64944637,-149.8610079522756,0.003961798007367179,-0.18042877,25700,-0.8327720291357616,-29.897217033571156,25700,257,0.3542073790158611,-0.010925344,-0.99693674,100,1.417854,0.05814087763428688,-0.011432586795742359,0.26752976,-8.495521123852498,-8.726987306600002,-105.97321604654249,-67.75292,-29.502825,-83.27720291357616,5,-1.8934731,0.9993082,0.8610239887197094,0.0034452899999450892,100,0.0,18.045748,18.2222,-11.744338,-0.99905473,-2.4780612,0.002240923000499606,100,0.7647747766733888,-5.348055,0.0010947037,52.93384799612285,0.0,50,765,-67.1871,0.43374234,100.0,76500,138.73107612514286,-1.250190019607544,0.42525074,-43.55122478519023,0.4449009,5.9406614,18.043018,100.0,-11.8159275,0.16337891,-2.9517987,-29.483484,-1.059732160465425,2.5979614,-0.07510875779904173,-83.27720291357616,-105.97321604654249,2.136519944993779,0.9937404,-67.471214,0.16542352599208243,-29.827131,39.6021015753857,-11.731083,15,-0.40384898,2.6657988610095344,100,-176.03133989787773,1.5604995,30.503096
0.7812178,-100.77755051605948,0.005840516998432577,0.1448746,26200,-0.6217284997570466,-21.103524357499694,26200,262,0.3811334000201896,-0.0027804698,-0.99932617,100,1.6720842,0.057698242366313934,-0.018638571541123358,0.19915135,-7.323941412433939,-10.416026758808204,-60.63924861582026,-101.22683,-30.559298,-62.172849975704665,5,-2.0409286,0.9836626,0.6695614066773892,0.0030848659807816148,100,0.0,19.634129,19.917679,-11.862398,-0.99989724,-2.7899501,0.0022056259913370013,100,1.106501298159003,-5.405694,0.002054357,33.71044709174048,0.0,51,780,-101.13573,0.40676856,100.0,78000,141.58619662909769,-0.26114943623542786,0.4641541,-14.177603271566682,0.4998933,7.354163,19.669846,100.0,-11.788437,0.19283336,-2.8772357,-30.575994,-0.6063924861582026,3.3359752,-0.014857174126476781,-62.172849975704665,-60.63924861582026,2.255967976001557,0.99710554,-104.67195,0.20230537099996582,-30.822065,33.51100093950632,-11.937999,15,-0.3458485,2.8505377559922636,100,-128.89988850272934,1.9084564,31.66917
0.67769724,-134.96398902366798,0.005102558003272861,0.03861521,26700,-0.5604906398078306,-6.663069116177539,26700,267,0.34913030298775993,0.0050241807,-0.9997706,100,1.2605609,0.05775577202439308,-0.0029821519942304668,0.25021225,-10.360303685224967,-10.198625055251458,-54.17047338418822,-72.98226,-23.475483,-56.04906398078307,5,-1.9431058,0.9981416,1.1353227386403872,0.0032266209891531616,100,0.0,15.857778,16.175425,-11.594922,-0.9997768,-2.7292244,0.0019705870072357357,100,0.9891070086957414,-2.4033864,-0.026237506,35.906219516871815,0.0,52,795,-73.054855,3.821197,100.0,79500,144.28799675311893,-0.5831407308578491,3.8085694,-19.62856238665601,0.48384565,8.999887,15.825051,100.0,-0.24712819,0.18066062,-2.5543346,-23.449543,-0.5417047338418822,2.909464,-0.0432685951780756,-56.04906398078307,-54.17047338418822,2.1730333140003495,0.99631137,-72.91339,0.16394017700804397,-23.394096,42.768436212647664,-11.574215,15,-0.45411223,2.696403559995815,100,-120.12107517389765,1.7954874,24.82489
0.8886048,-124.89195701198678,0.005002985999453813,0.10713629,27200,-0.8263897447048436,-9.698872526195931,27200,272,0.3724597249820363,0.006423563,-0.9996244,100,1.196722,0.06031318008899689,-0.014582979358342518,0.223781,-10.187370270587161,-10.215731028085255,-50.456352142216254,-105.6502,-30.237347,-82.63897447048434,5,-1.9338799,0.9989761,1.1072926548172253,0.0031348280026577413,100,0.0,18.708416,19.105635,-11.5776615,-0.73818624,-2.7487283,0.002118665986927226,100,0.9744239487270299,-0.96556354,0.0343127,34.422124886384786,0.0,53,810,-105.11842,2.1466656,100.0,81000,147.1411789850972,0.5371038317680359,2.1190863,-20.157598313326638,0.5670299,5.666905,18.679882,100.0,-0.5897032,0.18287666,-3.376163,-30.258213,-0.5045635214221625,3.3657694,-0.06386638653960094,-82.63897447048434,-50.456352142216254,2.3007978340028785,0.99815065,-108.84698,0.16534868598682806,-30.422598,36.75014831516672,-11.666353,15,-0.34444878,2.8488627249607816,100,-105.09274160786863,2.1912508,31.692307
0.8582908,-104.66189217896054,0.004973611008608714,0.106005915,27700,-0.4128541932572343,-12.333574557431033,27700,277,0.35067650699056685,-9.76003e-05,-0.9976469,100,1.1795863,0.059879425913095474,-0.009631431937574726,0.19911909,-6.54301420816654,-9.631732905777078,-44.39893286503018,-79.643196,-28.71073,-41.285419325723424,5,-1.9957061,0.99566746,0.6473374397724593,0.003661957976873964,100,0.0,18.785677,19.387241,-11.528909,-0.99656326,-2.5659842,0.001993343001231551,100,0.9505200677720692,-1.2368491,-0.013358801,34.00252785505477,0.0,54,825,-79.38448,8.187713,100.0,82500,149.79311601212248,0.24421577155590057,8.2590685,-17.865695943877608,0.52938,7.003937,18.782707,100.0,-0.8464299,0.17902592,-3.051202,-28.754206,-0.4439893286503017,3.0799577,-0.0744214945763224,-41.285419325723424,-44.39893286503018,2.130434698978206,0.9981831,-81.47779,0.1555618890270125,-28.622917,32.252700864482726,-11.617034,15,-0.33948252,2.6473020069824997,100,-135.3634858647421,2.0867393,29.998285
1.000181,-60.31548616032454,0.004762970987940207,0.10029391,28200,-0.49329922409152244,-15.560100044605509,28200,282,0.3926824390073307,0.00261399,-0.99982363,100,1.69777,0.06023766100406647,-0.007291379385937905,0.25563443,-9.160332287217926,-10.745622201731777,-54.95697254336302,-79.47846,-27.575312,-49.329922409152246,5,-1.8926145,0.99757975,1.0176439831500168,0.003448461997322738,100,0.0,18.276236,18.898603,-11.357922,-0.9999561,-2.5051727,0.0019404399790801108,100,1.017880026477012,-2.3819509,-0.001466216,34.64850960272697,0.0,55,840,-79.31344,2.4088395,100.0,84000,152.78122305008583,0.11788821965456009,2.394077,-29.42845477634536,0.53713536,10.958904,18.261747,100.0,-0.1902614,0.19034465,-4.156808,-27.582972,-0.54956972543363,3.204373,-0.020924697308124986,-49.329922409152246,-54.95697254336302,2.326514412998222,0.99750465,-81.46919,0.25430619600228965,-27.978472,11.593428768309504,-11.371088,15,-0.078921534,2.983654920972185,100,-129.5873343066777,2.0419605,28.881601
0.7472559,-112.90248732150842,0.005048141989391297,0.09418436,28700,-0.595663145664023,-7.986732218219521,28700,287,0.35220709201530553,-0.010135354,-0.9986495,100,1.2062931,0.0609041303396225,-0.01644201771449572,0.23557547,-9.429696111583413,-8.879208177094053,-47.146175601762984,-62.258053,-28.470144,-59.56631456640228,5,-1.965796,0.99410504,1.001951409801859,0.0032083449768833816,100,0.0,18.468779,18.571775,-11.364968,-0.9995092,-2.5267031,0.002166846999898553,100,0.8783701021146141,-1.4855373,-0.019800475,34.766266557874424,0.0,56,855,-62.1655,25.943752,100.0,85500,155.70522672208608,-0.3859863579273224,25.816921,-36.43440169142843,0.48755547,5.818459,18.471884,100.0,-0.9348343,0.17807166,-2.7862427,-28.451576,-0.47146175601762996,3.1102073,-0.024706054471538764,-59.56631456640228,-47.146175601762984,2.3976454230141826,0.9971487,-62.476715,0.15919707700959407,-28.184149,28.194055491406868,-11.486908,15,-0.5640036,2.9194729260052554,100,-116.69418511346622,1.8620598,29.813286
0.80759263,-104.33295336513548,0.004937377001624554,0.11253056,29200,-0.6386097511410315,-11.421644645689568,29200,292,0.3717980849905871,0.0038744924,-0.998501,100,1.5371056,0.058040522038936615,-0.0010204533050317667,0.23285471,-7.845078588574191,-8.833669410617336,-42.686374440335904,-77.340195,-28.340569,-63.860975114103134,5,-1.9856498,0.9984322,0.8321356625179798,0.004641994019038975,100,0.0,18.155924,18.183746,-11.611348,-0.99974734,-2.648149,0.0020608300110325217,100,0.8326443838942711,-2.5465546,0.0059740148,37.648977488667306,0.0,57,870,-76.89416,0.20993358,100.0,87000,158.55047227311297,-0.014086434617638588,0.19805823,-23.38640634940365,0.4925578,8.801933,18.158356,100.0,-11.425372,0.17069049,-2.8073344,-28.315256,-0.42686374440335884,3.0444453,-0.10034481913953447,-63.860975114103134,-42.686374440335904,2.2644086770014837,0.9971184,-79.77214,0.19277569401310757,-28.339022,31.65243291927178,-11.698783,15,-0.5178323,2.8406226570368744,100,-125.69017531686595,1.9950514,29.598806
0.91959256,-131.07282383885556,0.006699677993310615,-0.010954558,29700,-0.8521192086986025,-3.4853243692488185,29700,297,0.3986166339891497,-0.012510398,-0.99960864,100,1.563622,0.05721001699566841,-0.01762586721791096,0.23657863,-8.159646367259297,-10.217347875976486,-42.31330746037805,-73.46921,-29.45373,-85.21192086986022,5,-1.9621423,0.99752784,0.9097900526398801,0.005187205009860918,100,0.0,18.514175,18.970297,-11.261895,-0.9952868,-2.5844603,0.0025169060099869967,100,1.287123348710034,-1.2766986,-0.00045942116,30.215512168792387,0.0,58,885,-73.01488,3.2079513,100.0,88500,161.31761831010226,0.7980218529701233,3.2080724,-31.384663833916637,0.5471412,8.57598,18.502924,100.0,-0.43816158,0.21729483,-3.2971094,-29.446447,-0.42313307460378047,3.3812456,-0.009835379580896801,-85.21192086986022,-42.31330746037805,2.1786291289899964,0.99698776,-76.37017,0.17102756799431518,-29.467297,40.99347626381552,-11.32702,15,-0.40233424,2.76267711998662,100,-144.46012038864768,2.278921,30.970259
0.96661085,-69.02033497168127,0.004827800003113225,0.10763805,30200,-0.3692552739977421,-18.1126823818914,30200,302,0.35785228601889685,0.005812561,-0.9994033,100,1.4111295,0.05693105235695839,-0.005607810955109454,0.23358588,-10.639764897679036,-10.385737995889388,-64.3825088788052,-95.77388,-27.346996,-36.925527399774225,5,-1.9440947,0.9848506,1.1105443990664667,0.0032318090088665485,100,0.0,19.600395,19.570055,-11.262339,-0.99954706,-2.7719324,0.0019385160121601075,100,1.1853684683319787,-0.8869521,-0.034650736,33.66134822652518,0.0,59,900,-95.6556,0.4224026,100.0,90000,163.98201771115419,1.2223212718963623,0.40865844,-14.406201190455793,0.56731975,8.284809,19.576536,100.0,-11.338819,0.20938334,-3.2968936,-27.365646,-0.6438250887880521,3.3261251,-0.05656994861111466,-36.925527399774225,-64.3825088788052,2.1237715230090544,0.99849427,-99.12901,0.16817858000285923,-27.590248,18.243086988128034,-11.367752,15,-0.39471668,2.6598005140549503,100,-127.3538944493705,2.4264724,28.89085
0.8368995,-59.49164481807143,0.00474927100003697,0.06545291,30700,-0.36344414448069673,-5.060480613324294,30700,307,0.36222788400482386,-0.002943748,-0.9997986,100,1.5372112,0.057585205882787704,-0.014525956314762533,0.25214288,-9.850344455966107,-9.881310375676367,-42.943460511777836,-79.87465,-23.822199,-36.34441444806967,5,-1.9199442,0.9986396,0.9529595030539971,0.0033010840124916285,100,0.0,16.961657,17.124119,-11.103437,-0.9994679,-2.5956652,0.0022501740022562444,100,1.014436223806472,-2.3714132,-0.021491388,36.14285001321984,0.0,60,915,-80.08094,1.595026,100.0,91500,166.65604967719992,0.3616368770599365,1.702623,-19.302375498507402,0.48810235,9.502729,17.007935,100.0,-0.4879306,0.17576547,-3.067822,-23.816965,-0.42943460511777826,3.417689,-0.013134578936387586,-36.34441444806967,-42.943460511777836,2.1336818440177012,0.99696875,-81.44267,0.1636314489878714,-23.957539,13.336844243201012,-11.122197,15,-0.23723683,2.6698417060251813,100,-113.93232638524498,2.1266913,25.072243
0.67431927,-100.79967705308245,0.0035863069933839142,-0.0038257195,31200,-0.6648745812065887,-2.5474966805265833,31200,312,0.349746274005156,0.012589256,-0.99919057,100,1.3574524,0.05608353391289711,-0.01977330922604079,0.19938296,-6.0001676548567575,-9.774891631873908,-53.061356134433254,-64.15958,-24.768625,-66.48745812065886,5,-1.9865515,0.99886596,0.5770306256261428,0.0032463569950778037,100,0.0,16.431719,16.471025,-11.149352,-0.97329414,-2.6859834,0.002323488995898515,100,1.0009338980981446,-3.198617,0.0016647663,40.81407717832653,0.0,61,930,-64.26305,0.12850396,100.0,93000,169.34551727218786,-0.37765997648239136,0.11997238,-18.122498762041513,0.4496473,6.5848646,16.43204,100.0,-11.112033,0.19003668,-2.8030646,-24.77261,-0.5306135613443326,3.2666004,-0.007991285070673914,-66.48745812065886,-53.061356134433254,2.1481693380046636,0.99703366,-64.56335,0.17850593000184745,-24.867641,36.6637382934072,-11.123602,15,-0.56066567,2.6855776949960273,100,-126.95275205861734,1.8689064,26.269869
0.83100283,-107.72415128113991,0.004921774991089478,0.09207052,31700,-0.6485451941983215,-6.0189563404014095,31700,317,0.3562636749993544,0.007826482,-0.9996688,100,1.4704114,0.056076567620038986,-0.016016679154745295,0.23341021,-10.058957095359254,-10.866311755329988,-46.98567690803896,-67.81674,-25.61433,-64.85451941983216,5,-2.0018427,0.9986224,1.0626852214262357,0.0031715420191176236,100,0.0,17.722712,17.92582,-11.000936,-0.9972309,-2.6453571,0.0019499030022416264,100,1.1931871749433662,-3.6006947,0.010419458,37.36789485300508,0.0,62,945,-68.20232,4.002294,100.0,94500,172.01214462917414,0.10155691206455231,4.050124,-20.846543808321297,0.48226106,7.2896967,17.746216,100.0,-0.26507655,0.20304006,-3.5868065,-25.620491,-0.4698567690803895,3.154851,-0.04446012621189725,-64.85451941983216,-46.98567690803896,2.132871863024775,0.99829966,-69.62657,0.16363868801272474,-25.671541,31.345749527313508,-11.025228,15,-0.28083074,2.662817446049303,100,-130.78659595922332,2.0352483,27.111086
0.8425741,-108.25910603218571,0.005472176999319345,0.054934524,32200,-0.5365884729994096,-6.637452718528377,32200,322,0.35570360100246035,-0.0009795068,-0.9997986,100,1.4302849,0.057293087244033813,-0.007177084795176637,0.2365441,-8.093136300477171,-10.756028838323296,-58.54535086367595,-107.92978,-30.89366,-53.658847299940966,5,-2.028373,0.99845624,0.9769870282957369,0.003223067004000768,100,0.0,19.399948,19.853626,-11.010268,-0.99731636,-2.6813877,0.001817859010770917,100,1.1223258986216977,-2.8104494,0.0005632658,35.143349224236665,0.0,63,960,-108.14702,4.0325227,100.0,96000,174.7059876282001,0.2594364285469055,4.0524373,-25.29921137963078,0.5256019,9.049364,19.396328,100.0,-0.47055754,0.20102265,-3.9645886,-30.903454,-0.5854535086367595,3.3257933,-0.046599969061284656,-53.658847299940966,-58.54535086367595,2.161426584003493,0.99769527,-111.13397,0.16146360101993196,-30.87276,28.76013255381474,-10.993187,15,-0.019030347,2.6891068890399765,100,-115.32704491771115,2.0907214,32.18413
0.873001,-126.17933046359133,0.003959791996749118,0.032563366,32700,-0.4838426446122687,-5.780798689673142,32700,327,0.3522388330020476,-0.011429251,-0.999616,100,1.525864,0.05709826573729515,-0.0066517949491156575,0.22791861,-7.669340514325425,-11.137473037241998,-47.14321478371129,-79.634254,-25.662176,-48.38426446122686,5,-1.9879674,0.9916223,0.8836018963677368,0.0031048139790073037,100,0.0,17.627987,17.908463,-10.8150625,-0.99987173,-2.5957074,0.002093607996357605,100,1.1486502359457897,-1.1081175,-0.0035534792,39.22118678049807,0.0,64,975,-79.62496,1.4568895,100.0,97500,177.36588990219752,0.2823292016983032,1.4612203,-17.55521562102907,0.53934693,8.327038,17.606453,100.0,-0.25214618,0.19558273,-3.4430299,-25.658947,-0.47143214783711285,3.334995,-0.010695257036321171,-48.38426446122686,-47.14321478371129,2.1278934050060343,0.9966061,-83.33711,0.16588492001756094,-25.812525,39.8389942736346,-10.833652,15,-0.25414103,2.655175371997757,100,-142.68527187840664,2.0986106,27.2344
0.5241995,-104.70704943466853,0.004822653980227187,0.036848836,33200,-0.5486594897220849,-20.32075384508638,33200,332,0.34490514601930045,-0.015458604,-0.99941283,100,1.0850722,0.05695957690477371,-0.013401798892061624,0.24413079,-8.169879294738637,-10.495227306749076,-49.613459426844976,-53.94177,-26.20554,-54.86594897220848,5,-2.050948,0.9990391,0.9452689851064073,0.003219332982553169,100,0.0,16.939203,17.020315,-11.169026,-0.9985915,-2.460872,0.001998638006625697,100,1.1349143295944684,-1.82312,0.0023550428,30.130213794859543,0.0,65,990,-53.913193,0.09351366,100.0,99000,180.16679961112095,-1.1351659297943115,0.106405094,-24.639288647807835,0.36250523,4.333021,16.92654,100.0,-10.898434,0.20902415,-2.2712078,-26.211618,-0.49613459426844997,2.4121552,-0.11948457761361797,-54.86594897220848,-49.613459426844976,2.280414679989917,0.99458337,-53.935127,0.16062231300747953,-26.321373,27.31397294047792,-11.2274,15,-0.53739834,2.7959827639861032,100,-125.44552236281844,1.6038138,27.510595
0.7844224,-98.36799662538742,0.004830695019336417,0.16063702,33700,-0.5827115517289075,-12.609807776628879,33700,337,0.40530309101450257,-0.011227963,-0.99978554,100,1.546201,0.0570870079100132,-0.0012051405179841724,0.24627131,-10.292731558349665,-10.234972967182388,-46.38249098677847,-75.0949,-27.664196,-58.271155172890744,5,-1.9886721,0.9955066,1.1765155258012354,0.004509691003477201,100,0.0,18.641321,19.115314,-10.788339,-0.9990446,-2.633038,0.0019842210167553276,100,1.0526672348122807,-2.423391,-0.01748143,38.194571500583265,0.0,66,1005,-74.890434,2.6534503,100.0,100500,183.06380858118064,-0.16061259806156158,2.6523647,-26.405240499654255,0.51236,8.207898,18.654474,100.0,-0.25315747,0.18705675,-2.990609,-27.654715,-0.46382490986778474,2.8607056,-0.05714482373065185,-58.271155172890744,-46.38249098677847,2.285112482000841,0.9965503,-75.763535,0.1904613859951496,-27.722212,25.858214956339665,-10.844107,15,-0.42887017,2.892201566050062,100,-130.1610143196026,1.9439064,28.90993
0.6425913,-44.45501093516781,0.0047529849980492145,-0.019593079,34200,-0.31209635989918627,-7.588095787862789,34200,342,0.3675304159987718,-0.0059012882,-0.9995408,100,1.1511058,0.05825971066951752,-0.01249173616701268,0.22796139,-7.092264744052824,-10.188365436515005,-42.0661940321509,-62.0837,-22.961494,-31.209635989918628,5,-2.0190213,0.99527705,0.7588822993237181,0.0032182979921344668,100,0.0,15.704139,16.063715,-10.42238,-0.9999545,-2.5193484,0.002087422995828092,100,1.0924995561150934,-2.778009,-0.020310111,42.810498969607124,0.0,67,1020,-62.094555,17.754362,100.0,102000,185.9934093291522,-0.4679742455482483,17.73452,-14.578466274449363,0.41416842,6.932704,15.682897,100.0,-0.15337363,0.18836045,-2.9635751,-22.983183,-0.42066194032150905,2.8464782,-0.044851382147821195,-31.209635989918628,-42.0661940321509,2.372201888007112,0.9979553,-62.148922,0.17544826999073848,-22.67144,9.85952309077606,-10.365127,15,-0.33237222,2.925239279982634,100,-147.77882087553797,1.8353807,24.367016
0.8965382,-64.75297180519462,0.0049311440088786185,0.063674286,34700,-0.4830990357704457,-13.970786675232386,34700,347,0.3758975660020951,0.013725861,-0.9994498,100,1.2835859,0.056366194039583206,-0.007410249184617674,0.26435396,-10.166560271545352,-10.4713366833678,-54.97363345382084,-68.81645,-26.035664,-48.30990357704455,5,-1.9860913,0.99972636,1.3380960799186365,0.0034210770099889487,100,0.0,17.433203,17.81851,-10.446786,-0.9997183,-2.3655508,0.0019804649928119034,100,1.0896526393808057,-0.3431247,-0.008905376,40.696603489263524,0.0,68,1035,-68.5254,35.11569,100.0,103500,188.97313437220873,0.14472034573554993,35.399734,-25.893774464587416,0.5036391,7.482086,17.41223,100.0,-0.1422986,0.200527,-3.9415615,-26.061846,-0.5497363345382084,3.351779,-0.01349300969919433,-48.30990357704455,-54.97363345382084,2.4040649800153915,0.9974077,-70.59905,0.1847495219844859,-25.537748,13.53623883974154,-10.536353,15,-0.027663387,2.975044754013652,100,-143.06302784346343,2.0503216,27.61446
0.7314746,-100.09663066035534,0.00485181002295576,0.019327426,35200,-0.6535323571053673,-7.180260505449999,35200,352,0.37203831097576767,-0.021040862,-0.9990767,100,1.3174918,0.058579280972480774,-0.008039212825633813,0.2632923,-10.599997085675279,-8.376894112758517,-28.908715386841457,-75.9464,-24.896353,-65.35323571053674,5,-2.057864,0.99994856,1.3625849629644122,0.003340786002809182,100,0.0,17.679398,17.616838,-10.386415,-0.99989736,-2.575578,0.0019479070033412427,100,0.7072469226939171,-1.8757863,0.0026588622,22.686583608476127,0.0,69,1050,-75.72373,0.17789385,100.0,105000,191.85507561615668,-0.34894517064094543,0.1883417,-24.755832164581065,0.49374738,6.820673,17.644262,100.0,-10.523215,0.16275723,-3.0513062,-24.903774,-0.28908715386841466,2.934805,-0.05838259869235061,-65.35323571053674,-28.908715386841457,2.2749352649843786,0.9945989,-76.806564,0.219934900989756,-25.213326,25.831917500638287,-10.400862,15,-0.5201288,2.8770489799790084,100,-102.40399349806391,1.877024,26.360712
0.80900806,-113.06351479582386,0.004828025004826486,-0.01096254,35700,-0.5382497579771925,-2.434279202132814,35700,357,0.34594818501500413,0.00037875937,-0.99844116,100,1.5139003,0.059905242174863815,-0.00047200674330001157,0.20619097,-7.712175461640788,-7.626134646249773,-28.16211921449663,-62.277878,-23.170025,-53.82497579771926,5,-2.0211062,0.9978907,0.7520041929602975,0.0030086890037637204,100,0.0,15.799037,16.21169,-10.354756,-0.9928628,-2.483554,0.010586583986878395,100,0.7359448727611708,-2.2396505,0.012557385,30.104759348394644,0.0,70,1065,-61.981766,3.7295194,100.0,106500,194.52248617319856,0.04189261421561241,3.7234256,-14.327140767248252,0.49182212,7.3915586,15.787668,100.0,-2.2879283,0.16674402,-3.393146,-23.153772,-0.28162119214496634,2.9807096,-0.02169103002400708,-53.82497579771926,-28.16211921449663,2.1392817060113885,0.9970289,-64.43013,0.15937004901934415,-23.171604,44.94588028201796,-10.31052,15,-0.13545361,2.6630232380412053,100,-100.781970731727,2.014881,24.597866
