time/total (s),trainer/Policy mu Max,trainer/Q1 Predictions Max,time/evaluation sampling (s),exploration/Rewards Max,trainer/QF1 Loss,trainer/Q Targets Std,trainer/Policy log std Mean,trainer/Log Pis Mean,trainer/Q Targets Max,evaluation/Returns Mean,evaluation/Rewards Std,time/data storing (s),evaluation/Returns Max,exploration/path length Min,exploration/Actions Mean,trainer/Q Targets Mean,trainer/Q Targets Min,trainer/Policy log std Std,exploration/Returns Std,exploration/Actions Min,time/exploration sampling (s),evaluation/Rewards Min,evaluation/Actions Mean,evaluation/Actions Std,trainer/Alpha Loss,evaluation/Rewards Mean,trainer/Q1 Predictions Mean,Epoch,evaluation/path length Max,evaluation/Actions Min,evaluation/num steps total,evaluation/Actions Max,time/epoch (s),time/saving (s),evaluation/Returns Min,trainer/Policy mu Min,trainer/Policy mu Std,exploration/path length Max,trainer/QF2 Loss,evaluation/Num Paths,exploration/Rewards Std,trainer/Log Pis Min,exploration/Actions Std,evaluation/num paths total,exploration/Actions Max,trainer/Log Pis Std,exploration/Returns Mean,evaluation/path length Min,trainer/Log Pis Max,replay_buffer/size,time/logging (s),trainer/Policy Loss,trainer/Q1 Predictions Min,exploration/path length Std,exploration/path length Mean,trainer/Policy log std Min,trainer/Q2 Predictions Max,exploration/Average Returns,exploration/num steps total,exploration/Num Paths,trainer/Alpha,trainer/Policy mu Mean,evaluation/path length Mean,exploration/Rewards Mean,trainer/Q1 Predictions Std,exploration/Rewards Min,evaluation/Average Returns,evaluation/Rewards Max,time/training (s),exploration/Returns Min,evaluation/path length Std,trainer/Q2 Predictions Min,evaluation/Returns Std,trainer/Q2 Predictions Std,trainer/Q2 Predictions Mean,trainer/Policy log std Max,exploration/num paths total,exploration/Returns Max
3.066294193995418,0.0036528173,-0.0006562194,0.329588082000555,-0.7286972585164986,51.92122,2.4270315,0.00020849745,-1.3127768,-1.2701908,-712.0494675817573,3.2392754470786382,0.003241999998863321,-211.569777770916,100,-0.04079219,-6.7861047,-11.569797,0.0008378322,193.8107625632164,-0.99982435,0.16662263800390065,-12.101462243016615,0.0008740074,0.0011073947,-0.0,-7.120494675817572,-0.0015786722,0,100,-0.0010201732,1500,0.003051542,2.82191562600201,0.0024123359980876558,-1205.2374970460264,-0.001200591,0.0013256796,100,51.953175,15,2.492078774104865,-1.8314097,0.6169944,15,0.99546784,0.33283323,-612.3018279521351,100,-0.5782857,700,0.0051326809989404865,-1.3111634,-0.0038732623,0.0,100.0,-0.0020485208,0.003135854,-612.3018279521351,700,5,0.9997000694274902,0.0009773921,100.0,-6.123018279521351,0.0006684733,-11.567571801620643,-712.0494675817573,-2.083216137094688,2.314917889001663,-855.3328715236848,0.0,-0.00038518524,323.9084030152865,0.00076763023,0.0010230335,0.0016049661,7,-403.8445769734221
5.8104247549927095,0.55283207,-4.251624,0.39049688099476043,-0.05097521011114946,0.4518744,5.4748416,-0.21629634,-1.0358063,-3.8839715,-189.20540778033015,1.2522590451378302,0.004277811000065412,-133.91421606883765,100,-0.14561205,-10.447335,-23.718681,0.045670196,27.374705320622866,-0.99549836,0.16900773599627428,-10.349480234325712,-0.21003267,0.17005928,-0.4461033344268799,-1.8920540778033015,-10.451465,1,100,-0.6633301,3000,0.38233805,2.7391711129894247,0.001968495998880826,-334.24001287279685,-0.8844456,0.38372403,100,0.43581104,15,1.6503921572380762,-3.2664304,0.57846975,30,0.9889931,0.69690806,-220.75109055647735,100,0.7497397,1200,0.003931223996914923,9.068545,-23.70213,0.0,100.0,-0.3696446,-4.5000877,-220.75109055647735,1200,5,0.8631008267402649,-0.25701615,100.0,-2.2075109055647735,5.270697,-10.349291941758997,-189.20540778033015,-0.07092757103388876,2.169488965002529,-260.0449102371791,0.0,-23.661463,43.57008794459014,5.2727776,-10.459557,-0.1557271,12,-193.2214989905727
8.464101911995385,1.173249,-7.1422267,0.3535669959965162,-0.024488369040135013,0.9938915,9.185271,-0.31736147,-0.6434851,-6.471061,-54.8960349771155,0.9826362485196157,0.003107628996076528,-32.9854900659948,100,-0.060196586,-15.384887,-40.660152,0.073589616,13.351913661709007,-0.99337757,0.1629429849999724,-10.468485231818704,-0.028086904,0.13338284,-0.7431909441947937,-0.5489603497711549,-15.112219,2,100,-0.89103496,4500,0.709477,2.6486702189940843,0.0019735919995582663,-94.81550543490734,-1.5002791,0.6448704,100,0.96526706,15,1.288505694916606,-3.3668573,0.5713869,45,0.9755706,1.2002666,-154.03995928204677,100,2.7711506,1700,0.004838476001168601,13.489271,-41.095966,0.0,100.0,-0.48361605,-7.304803,-154.03995928204677,1700,5,0.754734992980957,-0.23087715,100.0,-1.540399592820468,8.971208,-10.242190511170627,-54.8960349771155,-0.16933986318842553,2.1222405410007923,-175.8096083452842,0.0,-40.991425,19.026025816344664,8.957305,-15.128688,-0.18121624,17,-137.67695170104827
11.137742473998514,1.4290669,-8.681491,0.3641925560004893,-0.0474258092751096,1.3369907,11.349469,-0.4242941,-0.44196597,-1.4734976,-38.09427379482074,1.1228140449355026,0.003079684996919241,-18.755468900988685,100,-0.02443378,-16.74143,-52.407475,0.076654695,11.833695701255415,-0.9888227,0.16771682100079488,-9.885576559603132,-0.035331003,0.16961667,-1.0021169185638428,-0.3809427379482073,-16.774734,3,100,-0.95193595,6000,0.8534477,2.6695202800037805,0.001973210004507564,-70.11649755138498,-1.8343707,0.7470095,100,1.3427856,15,0.8259765100457518,-3.403573,0.53498864,60,0.976631,1.3430561,-100.43703203407598,100,3.4606385,2200,0.003563039004802704,15.1545105,-54.932198,0.0,100.0,-0.6063923,-8.666053,-100.43703203407598,2200,5,0.6632331013679504,-0.21560076,100.0,-1.0043703203407601,11.363287,-7.436412790367727,-38.09427379482074,-0.0747475646123218,2.128994968996267,-111.70685583073565,0.0,-55.30522,16.630081987805738,11.359011,-16.764643,-0.27693397,22,-78.75460124950253
13.848876482996275,1.483916,-9.962056,0.3620016940039932,-0.045575889837472724,0.68130803,11.148886,-0.49741182,-0.51355094,-9.728986,-45.31838712734524,1.1765075821554096,0.0030652350033051334,-22.6130657430306,100,-0.030234395,-16.85989,-62.914448,0.10149022,18.175062152363395,-0.9967957,0.16656825200334424,-11.372278253447488,-0.03429817,0.17922264,-1.3596097230911255,-0.4531838712734525,-16.821056,4,100,-0.9569528,7500,0.91139674,2.706854256008228,0.03413036600250052,-82.85020551511742,-1.8515687,0.72165555,100,0.7223025,15,0.9935283301544631,-3.0940025,0.5298661,75,0.983151,1.3217157,-94.63445375819111,100,3.434658,2700,0.0055995879956753924,15.068707,-66.63939,0.0,100.0,-0.6217647,-9.970498,-94.63445375819111,2700,5,0.5820652842521667,-0.22794056,100.0,-0.9463445375819115,11.277671,-8.828711690666026,-45.31838712734524,-0.13263769808166617,2.1354891209994094,-117.84360918423987,0.0,-66.96558,19.74156634887897,11.288807,-16.823372,-0.32086954,27,-75.67074535321905
16.509861418999208,1.6218921,-11.16973,0.3424526919989148,-0.0610195321788562,1.5225779,15.613507,-0.54400057,-0.029745102,-10.956603,-35.32006772380539,1.1820849323543077,0.003144909998809453,-10.36203593190359,100,-0.017264403,-21.306082,-67.190285,0.09326985,23.243064414039466,-0.98449624,0.15818040099838981,-10.032292890905499,-0.032586012,0.18630266,-1.371370792388916,-0.3532006772380538,-21.025824,5,100,-0.96526843,9000,0.9029446,2.656521541000984,0.0015758890003780834,-64.397570838473,-1.9769108,0.8767557,100,1.5259681,15,1.2622743121079372,-4.351836,0.52481145,90,0.9813122,1.6650759,-99.52185412736029,100,4.272582,3200,0.003686075004225131,19.27851,-65.704704,0.0,100.0,-0.6933017,-11.212678,-99.52185412736029,3200,5,0.5086989402770996,-0.22087504,100.0,-0.9952185412736029,15.107083,-11.096339767734896,-35.32006772380539,-0.009396241854009122,2.147481574000267,-129.68238012432522,0.0,-65.55393,18.146836363000773,15.112951,-21.024878,-0.3580635,32,-76.19031100899326
19.182977257980383,1.7471523,-12.192427,0.3544533739986946,-0.02851927693034016,0.6412526,14.308413,-0.58998513,0.021471946,-11.901146,-40.218172734222094,1.1424514910063397,0.0033249690022785217,-19.935874144204327,100,-0.027966179,-21.585386,-71.50374,0.08951191,7.102975922892758,-0.9874496,0.16015319200232625,-10.146517302119328,-0.027988404,0.18188848,-1.6121246814727783,-0.40218172734222085,-21.44472,6,100,-0.9699452,10500,0.9176274,2.6680874819940072,0.0028777979969163425,-71.37336338339911,-2.0396192,0.8912414,100,0.6099959,15,0.8040320630177723,-4.5987415,0.511518,105,0.97608966,1.6572155,-81.7128338443833,100,4.7008934,3700,0.003988667995145079,19.726551,-69.81857,0.0,100.0,-0.7396771,-12.188807,-81.7128338443833,3700,5,0.44259995222091675,-0.24447818,100.0,-0.817128338443833,14.209601,-7.492626315130536,-40.218172734222094,-0.09651504596391207,2.1432894809986465,-95.06041178761286,0.0,-69.82569,19.622265315953136,14.2128935,-21.444447,-0.38701552,37,-75.15229069405224
21.849439865975,1.6313536,-13.121869,0.3554809170018416,-0.020040300156607828,2.4920282,13.071858,-0.63370806,0.116415545,-0.8422433,-38.12845967003093,1.1264214037872342,0.0032531460019527003,-15.783130782960498,100,-0.026195152,-19.849947,-71.11184,0.10089472,8.897890226357154,-0.98705614,0.16225560199382016,-10.091777103711625,-0.033274613,0.17883839,-1.7981047630310059,-0.3812845967003094,-19.96733,7,100,-0.9755016,12000,0.90078795,2.6620910089914105,0.0027628379975794815,-71.74493962759108,-1.97788,0.83984554,100,2.5322173,15,0.638647602287384,-2.44422,0.47966567,120,0.98449945,1.5860223,-69.77948104266864,100,5.2405696,4200,0.005899650997889694,18.320507,-75.24849,0.0,100.0,-0.80119747,-13.122805,-69.77948104266864,4200,5,0.3848567605018616,-0.23060317,100.0,-0.6977948104266865,13.059945,-7.0098767990131865,-38.12845967003093,-0.06442604944472667,2.132438854998327,-86.74835669203938,0.0,-75.597275,18.328980304404666,13.081198,-19.951035,-0.41644368,42,-62.58567018292895
24.529202489968156,1.7572135,-13.738781,0.3683052400010638,-0.009999780073828608,0.3858684,10.159147,-0.70664346,-0.20476681,-13.697642,-32.17596457472978,1.106635264662796,0.0030878859979566187,-8.375258968746243,100,-0.037505727,-19.487886,-58.392796,0.10595595,17.446190916467216,-0.9926272,0.19050118900486268,-10.218196687661651,-0.032779228,0.17703338,-2.419679641723633,-0.3217596457472979,-19.243443,8,100,-0.9781683,13500,0.9350406,2.676007476002269,0.001974492995941546,-67.55786688402857,-2.2526047,0.8007142,100,0.3689097,15,1.1697271623400514,-4.0923734,0.4825766,135,0.9518393,1.4346706,-79.63263126001691,100,4.734956,4700,0.005111846003273968,17.78496,-57.892128,0.0,100.0,-0.89037436,-13.723839,-79.63263126001691,4700,5,0.3336173892021179,-0.08286637,100.0,-0.7963263126001691,10.0705595,-10.90345447745133,-32.17596457472978,-0.07605034826124979,2.1070268219991704,-106.23337023463388,0.0,-57.919895,18.48710664153607,10.063997,-19.237074,-0.44749293,47,-54.982042434624574
27.17025948996161,1.8672034,-14.437094,0.3510342790032155,-0.029656722839806568,6.6870446,12.071484,-0.776937,0.23722813,-5.676071,-40.97266771779331,1.256331129721385,0.0033039260015357286,-12.564955780743428,100,-0.030700698,-20.689957,-72.9836,0.11530464,8.709384664568217,-0.99417657,0.1608538949949434,-11.501941423383908,-0.038041797,0.201089,-2.181631565093994,-0.4097266771779331,-20.891094,9,100,-0.98239523,15000,0.94438356,2.636776474995713,0.0020708259980892763,-72.59315035143445,-2.3321438,0.8959877,100,6.6925254,15,0.8036653824811242,-1.4677035,0.45955774,150,0.98174816,1.5236412,-66.83903921134461,100,4.8059187,5200,0.0046735180003452115,19.924553,-71.6213,0.0,100.0,-0.9824735,-14.434145,-66.83903921134461,5200,5,0.28999629616737366,-0.19401819,100.0,-0.6683903921134463,11.967581,-7.729993085316365,-40.97266771779331,-0.03902313029631835,2.114840030997584,-83.54198220116041,0.0,-71.88543,18.38381607742407,11.986885,-20.89136,-0.49256858,52,-59.45257622440581
