Epoch,exploration/Returns Max,exploration/Returns Std,evaluation/Returns Max,trainer/Q2 Predictions Min,time/epoch (s),exploration/Num Paths,trainer/QF2 Loss,exploration/path length Max,trainer/Log Pis Max,time/total (s),trainer/Q1 Predictions Mean,evaluation/Actions Std,replay_buffer/size,exploration/path length Std,trainer/Log Pis Std,evaluation/Returns Mean,time/evaluation sampling (s),exploration/Returns Min,trainer/Policy mu Std,exploration/Actions Std,trainer/Q1 Predictions Std,exploration/Actions Mean,exploration/path length Min,trainer/Q Targets Mean,trainer/Policy mu Min,trainer/Q Targets Std,trainer/Policy mu Max,trainer/Alpha Loss,evaluation/Rewards Mean,evaluation/Average Returns,trainer/Policy mu Mean,trainer/Q2 Predictions Std,exploration/Actions Max,evaluation/Rewards Min,exploration/Rewards Std,evaluation/path length Std,exploration/Average Returns,evaluation/path length Mean,trainer/Q2 Predictions Mean,exploration/Rewards Mean,exploration/Actions Min,evaluation/path length Max,exploration/Returns Mean,trainer/Policy log std Mean,evaluation/Rewards Std,trainer/Log Pis Min,trainer/Policy Loss,time/exploration sampling (s),exploration/Rewards Min,evaluation/Actions Min,evaluation/Returns Min,exploration/path length Mean,trainer/Log Pis Mean,evaluation/Actions Max,time/training (s),time/logging (s),time/data storing (s),evaluation/num steps total,exploration/num paths total,trainer/Q2 Predictions Max,trainer/QF1 Loss,trainer/Policy log std Min,trainer/Alpha,evaluation/Num Paths,trainer/Q1 Predictions Max,evaluation/Actions Mean,evaluation/path length Min,trainer/Q1 Predictions Min,exploration/num steps total,evaluation/num paths total,trainer/Q Targets Min,evaluation/Rewards Max,trainer/Policy log std Std,exploration/Rewards Max,evaluation/Returns Std,trainer/Policy log std Max,trainer/Q Targets Max,time/saving (s)
51,-14.629521898881729,1.9441411622763303,-3.5798913740439517,-15.468739,1.4805277870036662,2,2.2158096,100,4.205936,76.12181793447235,-9.187786,0.18544017,10600,0.0,1.1178429,-7.198897657982707,0.2880258089862764,-18.51780422343439,0.7031832,0.3767895,1.376045,0.02707335,100,-9.158385,-1.7656138,2.0632305,1.8652462,-4.870701789855957,-0.07198897657982707,-7.198897657982707,0.04289423,1.3651985,0.9695618,-1.0,0.14194164136682452,0.0,-16.573663061158058,100.0,-9.1733465,-0.16573663061158062,-0.86861026,100,-16.573663061158058,-1.0509776,0.19510869850048362,-2.50205,9.335213,0.07019915600540116,-1.0,-0.93259406,-11.61488521172612,100.0,0.30966002,0.9595217,1.1148217459849548,0.0037000580050516874,0.001224907027790323,52000,106,-8.474292,2.1868842,-1.3398402,0.05603679269552231,10,-8.480815,0.027713357,100,-15.578955,10600,520,-15.715277,-0.014826061107855597,0.18749091,-0.014267469433045321,2.888228332957749,-0.5113648,-0.17932402,0.0025561109941918403
52,-16.89487674754465,1.152387778770743,-6.48641556005634,-17.200285,1.465503590006847,2,1.4401337,100,3.5072663,77.59214178545517,-9.851506,0.16617405,10800,0.0,1.2982143,-10.006435713242043,0.28852656701928936,-19.199652305086136,0.80983675,0.37770548,2.2482984,0.021948928,100,-9.812623,-1.7737731,2.604888,1.8315045,-4.806398391723633,-0.10006435713242043,-10.006435713242043,0.050188843,2.2573366,0.990796,-1.0,0.18657049495849093,0.0,-18.047264526315395,100.0,-9.850364,-0.18047264526315396,-0.9029148,100,-18.047264526315395,-1.0644377,0.16743827270107509,-3.252894,9.983926,0.0694879720103927,-1.0,-0.9446945,-15.089618386909297,100.0,0.3607814,0.9633027,1.1000472989981063,0.0036434479989111423,0.001226400985615328,53000,108,-8.571274,1.4473298,-1.3981148,0.05326976254582405,10,-8.561173,0.020555142,100,-17.171408,10800,530,-17.230675,-0.04260586347267862,0.23567905,-0.011541293081151257,2.53633740006823,-0.5150154,-0.39325458,0.002571902994532138
53,-19.913635829198434,1.0411312561295745,-6.628190913233597,-17.080528,1.4984738429484423,2,0.73127174,100,3.0252643,79.09574257145869,-9.643035,0.17733306,11000,0.0,1.2686465,-9.779685945679363,0.29470096598379314,-21.995898341457583,0.7739897,0.39726463,2.022562,0.042855635,100,-9.680598,-1.7848781,2.2419932,1.9162004,-4.6732096672058105,-0.09779685945679364,-9.779685945679363,0.10389938,2.0151901,0.99248,-1.0,0.2320960012973506,0.0,-20.954767085328008,100.0,-9.644161,-0.20954767085328008,-0.8504869,100,-20.954767085328008,-1.0598274,0.19161966398356783,-3.776656,9.879591,0.07403557500219904,-1.0,-0.94301164,-14.218629306381535,100.0,0.43397266,0.96238226,1.1217358929861803,0.0037375229876488447,0.0013828419905621558,54000,110,-8.53093,0.73713356,-1.4120247,0.05057060718536377,10,-8.560526,0.02332869,100,-17.132074,11000,540,-17.153082,-0.04338611659698542,0.21214987,-0.016801222717560235,2.6621896877586133,-0.52140915,-0.4923479,0.0028810439980588853
54,-16.381942848586007,1.6455721199427114,-7.305111958575566,-16.666246,1.8007859790232033,2,1.5662451,100,3.581755,80.90131356747588,-9.759367,0.18937105,11200,0.0,1.1877327,-11.302794009307506,0.3377055389864836,-19.67308708847143,0.82753515,0.3787496,2.3174684,0.006163158,100,-9.902339,-1.7600943,2.4052207,1.9421843,-4.443197250366211,-0.11302794009307507,-11.302794009307506,0.21023183,2.310083,0.98328,-1.0,0.16845538362930437,0.0,-18.02751496852872,100.0,-9.756376,-0.18027514968528713,-0.94652003,100,-18.02751496852872,-1.069933,0.18016767253904742,-3.56488,10.107087,0.10842548700748011,-1.0,-0.9442634,-15.512178847515596,100.0,0.53609717,0.9615833,1.3452740280190483,0.005432438018033281,0.0014301800110843033,55000,112,-8.335313,1.5710943,-1.4223275,0.048054009675979614,10,-8.329365,0.024889722,100,-16.718903,11200,550,-17.38518,-0.06074762151432265,0.25263938,-0.009041506603875442,2.4697822584049574,-0.5018673,-1.0,0.0025183069810736924
55,-20.134051538070523,1.7188807007831794,-11.141747696443343,-17.954786,1.4812131350045092,2,0.019206714,100,3.351768,82.3872941484151,-10.0940275,0.18620369,11400,0.0,1.2839575,-14.333788605542669,0.2955612130172085,-23.57181293963688,0.88466704,0.40200585,2.3852339,0.043375693,100,-10.119403,-1.9386859,2.370518,1.9964122,-4.135244369506836,-0.1433378860554267,-14.333788605542669,0.0798499,2.3709967,0.9902799,-1.0,0.22416017442428607,0.0,-21.852932238853704,100.0,-10.099449,-0.21852932238853706,-0.8325309,100,-21.852932238853704,-1.0731125,0.17830906996565934,-2.769478,10.466806,0.07428530999459326,-1.0,-0.9634933,-18.1711070810674,100.0,0.66012263,0.9678747,1.1042701939877588,0.0030650270055048168,0.001481721003074199,56000,114,-8.594172,0.020656021,-1.4851185,0.04565964266657829,10,-8.605587,0.013215353,100,-17.782597,11400,560,-17.97513,-0.07128180686840345,0.24452896,-0.011118692529221734,2.2009365259811156,-0.5243899,-8.590186,0.00254966999636963
56,-15.34362250261181,1.6680825288329197,-5.058879463312453,-17.081858,1.5004714620590676,2,1.4488643,100,3.606333,83.89267486947938,-9.63476,0.18914701,11600,0.0,1.3012677,-8.087719954603173,0.28924166300566867,-18.67978756027765,0.83460903,0.3652975,1.9874879,0.024104066,100,-9.58033,-1.9180473,2.4102974,2.0514953,-4.586422920227051,-0.08087719954603176,-8.087719954603173,0.17933594,2.0071042,0.9788452,-1.0,0.16861544894622185,0.0,-17.01170503144473,100.0,-9.66121,-0.17011705031444727,-0.9012299,100,-17.01170503144473,-1.1286864,0.19268298823992083,-3.637747,9.965399,0.07310958401649259,-1.0,-0.95985544,-12.250019759756073,100.0,0.5382685,0.9694047,1.1296582400100306,0.003986283001722768,0.001222746999701485,57000,116,-8.539825,1.4376233,-1.4852444,0.043372802436351776,10,-8.510647,0.024869267,100,-16.835299,11600,570,-17.133852,-0.025001696788724846,0.23843586,-0.010454211222312233,2.6345644540004143,-0.53967386,-0.21012388,0.0032529450254514813
57,-12.664769507189952,2.745884377640918,-4.811523952732442,-16.651976,1.6969281179772224,2,0.08083518,100,4.092783,85.59482023245073,-9.802964,0.18481621,11800,0.0,1.2227085,-7.6311703078962285,0.32156522598234005,-18.156538262471788,0.87599254,0.3437342,2.2647433,0.03214804,100,-10.021446,-2.0878174,2.315413,2.1218271,-3.5702004432678223,-0.07631170307896226,-7.6311703078962285,0.16838051,2.2625737,0.9858516,-1.0,0.16319770357004423,0.0,-15.41065388483087,100.0,-9.779041,-0.1541065388483087,-0.77962005,100,-15.41065388483087,-1.1893163,0.18432007352882093,-1.3780442,10.3932705,0.08091025199973956,-1.0,-0.96747214,-12.411445220711268,100.0,0.8801477,0.9734081,1.2877179909846745,0.0030155149870552123,0.0012841889983974397,58000,118,-8.377657,0.07092197,-1.5257589,0.041240394115448,10,-8.422403,0.022753697,100,-16.688557,11800,580,-16.807835,-0.026699299233783707,0.26457873,-0.01358126655907455,2.000279053838012,-0.50529325,-8.551458,0.0024349450250156224
58,-14.310316676056216,0.8603734428660479,-7.399405927901681,-16.377638,1.7457132870040368,2,1.4508724,100,4.0258617,87.34499665850308,-9.491522,0.18370426,12000,0.0,1.1375974,-10.684458672615834,0.326045341003919,-16.03106356178831,0.7989663,0.33044562,1.9127576,0.030038944,100,-9.345335,-1.8482792,2.3569152,2.0893898,-3.3007822036743164,-0.10684458672615832,-10.684458672615834,0.0752293,1.9042063,0.950965,-1.0,0.13383039065660707,0.0,-15.170690118922263,100.0,-9.487319,-0.15170690118922261,-0.69257003,100,-15.170690118922263,-1.2538246,0.17451683008567562,-3.035084,10.323988,0.07941434299573302,-1.0,-0.9256824,-15.293082373707104,100.0,0.9804184,0.9749589,1.3307112710026558,0.005143690999830142,0.0012523210025392473,59000,120,-8.534055,1.459549,-1.6194323,0.03925684839487076,10,-8.54185,0.026167316,100,-16.505033,12000,590,-16.602724,-0.05513672091107279,0.23415762,-0.004383541839716827,2.3434672794329634,-0.5486459,-0.07353796,0.003146319999359548
59,-12.312164317387875,2.935675741251588,-8.593189980234763,-15.854655,1.7123144960205536,2,0.7070415,100,3.7029142,89.06319569252082,-9.160524,0.20711541,12200,0.0,1.0280026,-12.915791418196473,0.3120126709982287,-18.18351579989105,0.76028246,0.32997352,1.5564582,0.019803094,100,-9.18931,-1.4954838,1.8167189,2.106426,-3.11049222946167,-0.12915791418196473,-12.915791418196473,0.08928915,1.5623329,0.99231464,-1.0,0.1735254437477916,0.0,-15.247840058639463,100.0,-9.1607485,-0.1524784005863946,-0.86218554,100,-15.247840058639463,-1.3229653,0.22187968026389723,-2.5007625,10.033904,0.08666010099113919,-1.0,-0.9641453,-16.01253029206653,100.0,1.0533828,0.9715109,1.305069469002774,0.0036127000057604164,0.0022973100130911916,60000,122,-8.384417,0.70908284,-1.6443655,0.03739788383245468,10,-8.393678,0.04191108,100,-15.887477,12200,600,-16.254845,-0.05200339851727659,0.23245135,-0.019381212237940374,2.974989426581042,-0.52226585,-0.24481462,0.002662245009560138
60,-12.90677513979146,3.449109769229409,-5.774969190503527,-16.588186,1.6109227419656236,2,0.0178539,100,4.5374203,90.6786893044191,-9.562624,0.20397638,12400,0.0,1.150872,-10.225961657587266,0.32825332300853916,-19.804994678250278,0.8070542,0.33692062,2.2382772,0.009657523,100,-9.630415,-1.8487725,2.2865243,2.1561072,-3.326124906539917,-0.10225961657587268,-10.225961657587266,0.066646904,2.2293499,0.9981603,-1.0,0.20682357052703285,0.0,-16.35588490902087,100.0,-9.5657015,-0.16355884909020876,-0.9647592,100,-16.35588490902087,-1.3181403,0.2062545821283605,-2.637398,10.328419,0.07643288298277184,-1.0,-0.9611286,-14.396033260582756,100.0,1.0022247,0.97849536,1.1988833109789994,0.0036299699859227985,0.0012434660166036338,61000,124,-8.413864,0.020836791,-1.6864312,0.03565848618745804,10,-8.389747,0.03231437,100,-16.748041,12400,610,-17.045902,-0.03009690883228176,0.24969777,-0.011310530396812632,3.118766893162347,-0.61555564,-8.434564,0.00247978899278678
61,-12.895062644113235,0.3370858224927007,-5.907295669461526,-17.270344,1.620778804004658,2,1.3637543,100,3.3521361,92.30371443042532,-9.056036,0.18723054,12600,0.0,1.1574489,-10.4305616254917,0.2960146999976132,-13.569234289098636,0.72897184,0.30882755,1.7734197,0.0070132655,100,-9.000062,-1.7538265,2.167961,2.1286888,-4.234262466430664,-0.10430561625491697,-10.4305616254917,-0.09458399,1.7600452,0.96952647,-1.0,0.10931879206215857,0.0,-13.232148466605935,100.0,-9.057079,-0.13232148466605936,-0.9837899,100,-13.232148466605935,-1.3522353,0.19865357035339906,-3.307232,9.64755,0.07272952300263569,-0.9458668659032241,-0.87476236,-14.13256342001616,100.0,0.74712217,0.9750543,1.2440348379896022,0.003837116004433483,0.0012249980063643306,62000,126,-8.31677,1.382437,-1.6648856,0.03405172750353813,10,-8.32346,0.029375779,100,-17.39391,12600,620,-17.215237,-0.05394126197242718,0.23569782,-0.0020862540773895974,3.03441099615925,-0.5678371,-0.057792246,0.002937629004009068
62,-13.123588013765794,2.870187869038446,-8.225106335420888,-16.719608,1.5775543710042257,2,2.0361235,100,4.4244576,93.88605177745922,-9.716983,0.15979777,12800,0.0,1.3094791,-10.77981708131387,0.3228025159914978,-18.863963751842686,0.8533121,0.3181618,2.3979635,0.015002416,100,-9.555918,-2.1479366,2.8580832,2.1530924,-3.225583076477051,-0.10779817081313874,-10.77981708131387,0.10456679,2.3905864,0.9933045,-1.0,0.1844708569513333,0.0,-15.99377588280424,100.0,-9.705661,-0.15993775882804237,-0.98287207,100,-15.99377588280424,-1.3215714,0.1475452282164898,-3.0650923,10.523314,0.09015066499705426,-1.0,-0.94723165,-16.917034307550583,100.0,1.058655,0.97512615,1.1559770989988465,0.004191625019302592,0.0015629809931851923,63000,128,-8.250114,2.0424397,-1.6803979,0.03249062970280647,10,-8.245551,0.024249211,100,-16.6418,12800,630,-16.561684,-0.06215612080133518,0.3015917,-0.006872751330700723,2.416890599386315,-0.49039042,-0.057792246,0.002869485004339367
63,-13.97082527182173,0.8564387943966691,-4.698108858497401,-18.174015,1.8506650369963609,2,0.03215302,100,4.59254,95.74161551546422,-9.106046,0.18006127,13000,0.0,1.4587486,-8.46300461959722,0.3421131309878547,-15.683702860615067,0.82766336,0.32689852,1.7424587,0.0025230884,100,-9.2145815,-2.0052607,1.8143446,2.1748557,-3.2873611450195312,-0.0846300461959722,-8.46300461959722,0.099340975,1.7663138,0.9881305,-1.0,0.17475766932672307,0.0,-14.827264066218397,100.0,-9.106537,-0.14827264066218393,-0.99229604,100,-14.827264066218397,-1.3814597,0.17658271929127325,-4.040797,9.951503,0.08390343000064604,-1.0,-0.8547415,-12.504064088459932,100.0,1.053457,0.9799026,1.4167579050117638,0.003969081008108333,0.0013696349924430251,64000,130,-8.253564,0.034746185,-1.7593476,0.03101610392332077,10,-8.248301,0.029919608,100,-17.975172,13000,640,-18.195244,-0.03826019975830542,0.28774005,-0.010075765788889312,2.507930403841192,-0.5437806,-8.309929,0.002551854995545
64,-14.13149458246178,0.3350158191310868,-3.425979170490076,-17.30752,1.6813749870052561,2,0.025842367,100,4.7415295,97.42901368247112,-8.848688,0.1841709,13200,0.0,1.1706239,-7.9517909600270285,0.36693874999764375,-14.801526220723954,0.778914,0.33088577,1.6427288,0.040564217,100,-8.975944,-2.0345826,1.5985252,2.3550267,-2.969358205795288,-0.07951790960027029,-7.9517909600270285,0.048028145,1.6384841,0.9928142,-1.0,0.16047545050755116,0.0,-14.466510401592867,100.0,-8.855524,-0.14466510401592864,-0.75872904,100,-14.466510401592867,-1.404201,0.19606191507196258,-2.3753986,9.843123,0.09476032698876224,-1.0,-0.9621596,-11.921503605629297,100.0,1.1562757,0.9798659,1.211640718014678,0.003944380994653329,0.0015790709876455367,65000,132,-8.163208,0.027323978,-1.7144364,0.029612097889184952,10,-8.146113,0.023034783,100,-17.465036,13200,650,-17.170826,-0.01616241558231509,0.26854062,-0.0037618104957225958,2.994353994055557,-0.3730345,-8.2856865,0.0025117400218732655
65,-11.971148308843093,1.8953869247816533,-4.5903467111499,-16.368475,1.5947360969730653,2,1.396662,100,4.9658737,99.0290903254936,-9.311514,0.1836618,13400,0.0,1.4073406,-8.09919502629178,0.3256007019954268,-15.7619221584064,0.79901105,0.3106124,2.0404396,0.016738178,100,-9.055627,-2.0775228,2.3787165,2.3986096,-3.077150344848633,-0.08099195026291782,-8.09919502629178,0.21452086,2.0276608,0.99652547,-1.0,0.16248685360614837,0.0,-13.866535233624745,100.0,-9.308462,-0.13866535233624744,-0.99086183,100,-13.866535233624745,-1.4394846,0.18315475646212542,-4.3548455,10.295049,0.08416684399708174,-1.0,-0.8702733,-11.034922520676774,100.0,1.1364795,0.9854963,1.1780274310149252,0.0033754319883883,0.0014304840005934238,66000,134,-8.327966,1.3981023,-1.748515,0.028333567082881927,10,-8.322096,0.031171564,100,-16.305092,13400,660,-16.383797,-0.010802699050461368,0.28086755,-0.008967180570282566,2.0439069149091442,-0.5455844,-0.23523088,0.002135203976649791
66,-12.294542121161102,0.8417069393643688,-4.988683887714617,-16.425606,1.6477656659844797,2,1.0543392,100,4.579977,100.68151734443381,-9.191595,0.17900339,13600,0.0,1.1444378,-8.754889918930479,0.3164014789799694,-13.97795599988984,0.8715977,0.28468257,2.0245905,-0.021336162,100,-9.175143,-2.336753,2.1884906,2.3182797,-1.948795199394226,-0.08754889918930481,-8.754889918930479,0.024620328,2.0422058,0.95710665,-1.0,0.1622784086895859,0.0,-13.136249060525472,100.0,-9.208433,-0.13136249060525473,-0.9879071,100,-13.136249060525472,-1.4560279,0.18147097270507714,-1.3205254,10.388042,0.08437912201043218,-1.0,-0.97512925,-13.961505065475658,100.0,1.4598186,0.98511577,1.2394893529999536,0.003557741001714021,0.0014595639950130135,67000,136,-8.136546,1.0469601,-1.8468692,0.027109604328870773,10,-8.114809,0.016147569,100,-16.346045,13600,670,-16.453665,-0.01695975215401672,0.33268818,-0.006471104334031902,2.984895114280832,-0.4879891,-1.0,0.002478406997397542
67,-14.907854999110857,1.491801272312502,-6.3155283368384385,-15.979174,1.584145957021974,2,0.6465044,100,4.4201975,102.27036374944146,-8.835888,0.19309781,13800,0.0,1.3214369,-10.216234134697382,0.30967916300869547,-17.89145754373586,0.8049452,0.30479175,1.6988803,0.0344454,100,-8.882775,-2.1820133,1.9020021,2.228824,-2.9946672916412354,-0.1021623413469738,-10.216234134697382,0.039792642,1.6916963,0.998783,-1.0,0.24139967492816816,0.0,-16.39965627142336,100.0,-8.834835,-0.1639965627142336,-0.79290223,100,-16.39965627142336,-1.5381885,0.17897016339539348,-2.6866522,9.83871,0.08428702698438428,-1.0,-0.9608031,-13.570084800337213,100.0,1.1792431,0.9823072,1.182703163009137,0.0032068060245364904,0.001575511007104069,68000,138,-8.057318,0.6518663,-1.8484229,0.026020893827080727,10,-8.055055,0.025218705,100,-16.00402,13800,680,-16.275196,-0.051367717857845455,0.28814074,-0.0069783955008522,2.5979006904797344,-0.5264941,-0.25271964,0.002694286988116801
68,-12.140919157764793,1.7262993289130026,-8.137559012426543,-16.669268,1.5700472949829418,2,1.3104059,100,4.6445956,103.8450468503579,-9.128661,0.21402055,14000,0.0,1.256482,-11.893169811656124,0.3083528370189015,-15.593517815590799,0.8471589,0.28711516,2.1098275,0.026809761,100,-9.058154,-2.1431556,2.4802678,2.3356378,-1.8535189628601074,-0.1189316981165612,-11.893169811656124,0.14225607,2.1017566,0.9964675,-1.0,0.18764258604228626,0.0,-13.867218486677796,100.0,-9.112661,-0.13867218486677793,-0.990039,100,-13.867218486677796,-1.5439792,0.22212015884313818,-2.4699283,10.44336,0.08330917998682708,-1.0,-0.909104,-14.960087928959908,100.0,1.4974171,0.98352873,1.1704400059825275,0.003765039989957586,0.0014411400188691914,69000,140,-8.042173,1.3094877,-1.9022607,0.02501753531396389,10,-8.032151,0.038790505,100,-16.828955,14000,690,-17.158524,-0.058522712652468424,0.37029156,-0.007891512481433,2.294995207717828,-0.4169166,-0.02778226,0.002739091985858977
69,-12.606812828423903,0.888951651441535,-5.233681089767797,-16.732954,1.4875728630286176,2,1.6881152,100,4.5579557,105.3373698524083,-8.614791,0.1777315,14200,0.0,1.0766276,-8.247289629610155,0.29827747799572535,-14.384716131306973,0.70541185,0.2918684,1.5371258,0.047510915,100,-8.569154,-1.7634284,1.6464696,2.2868323,-2.3046317100524902,-0.08247289629610156,-8.247289629610155,0.07253789,1.532389,0.9973256,-1.0,0.20799147163147316,0.0,-13.49576447986544,100.0,-8.615901,-0.13495764479865438,-0.5871152,100,-13.49576447986544,-1.6821274,0.17472208159565206,-2.6467764,9.861101,0.06954449400654994,-1.0,-0.9868657,-13.776493581168362,100.0,1.3821046,0.9860968,1.1124536819988862,0.0033921019930858165,0.0012506040220614523,70000,142,-7.98987,1.679378,-1.9800949,0.023993292823433876,10,-7.9983134,0.01676853,100,-16.971666,14200,700,-16.67765,-0.03658488436920175,0.29979885,-0.005756350066715553,2.5075445294289174,-0.4761615,-1.0,0.002654503012308851
70,-15.938176333113896,1.271289923571044,-5.636303558452891,-16.303207,1.45372359798057,2,0.030079434,100,5.5633135,106.79598190740217,-8.830932,0.17325503,14400,0.0,1.4273556,-8.56308841792318,0.2861444099980872,-18.480756180255984,0.84812385,0.33737102,1.8260864,0.023764228,100,-8.942036,-2.4734766,1.8376455,2.3763764,-2.976045608520508,-0.0856308841792318,-8.56308841792318,0.12410773,1.8188198,0.99823457,-1.0,0.24968252428908402,0.0,-17.20946625668494,100.0,-8.818446,-0.1720946625668494,-0.95870525,100,-17.20946625668494,-1.5420184,0.15804556769316136,-3.1217697,9.86153,0.07070507400203496,-1.0,-0.9848763,-12.430810906334703,100.0,1.2103113,0.9843778,1.0898782899894286,0.003475990000879392,0.0014569649938493967,71000,144,-7.8902397,0.027309729,-1.8931451,0.023079130798578262,10,-7.9001045,0.012137697,100,-16.302702,14400,710,-16.18675,-0.03600030965634278,0.36763886,-0.008628532020890816,2.252610242468453,-0.28824198,-7.969586,0.00206286899629049
71,-9.457253233129629,1.0617212740344328,-3.8517717178840627,-15.939188,1.457531088963151,2,0.011107877,100,5.8957605,108.25860626038047,-8.852235,0.19712798,14600,0.0,1.1408749,-7.44844960565443,0.29336512900772505,-11.580695781198495,0.8598327,0.26512682,1.8364055,0.031770743,100,-8.86671,-2.4985826,1.8761961,2.492874,-1.3384850025177002,-0.0744844960565443,-7.44844960565443,0.094660304,1.8248129,0.9938608,-1.0,0.14276941408492175,0.0,-10.518974507164062,100.0,-8.853813,-0.10518974507164063,-0.47894397,100,-10.518974507164062,-1.6136551,0.19155174754063525,-0.7157835,10.334748,0.07564939997973852,-1.0,-0.9702483,-11.380948928298894,100.0,1.647911,0.98768985,1.0811667180096265,0.0038223909796215594,0.0012663569941651076,72000,146,-7.9534006,0.009825464,-1.9666431,0.022332031279802322,10,-7.941586,0.029128948,100,-15.958163,14600,720,-16.13057,-0.022293460606574937,0.3645367,-0.014183839163180046,2.6515858916607984,-0.5007801,-7.935231,0.0022610939922742546
72,-10.560586545095708,3.107262275716468,-4.982879441030669,-17.340303,1.472373406024417,2,1.2264725,100,6.0264597,109.7356550564291,-8.797364,0.16605814,14800,0.0,1.1397295,-7.503131414039167,0.2817991939955391,-16.775111096528644,0.7778693,0.28575844,2.0704272,0.016799197,100,-8.719026,-2.3680508,2.4145663,2.4926195,-1.1790292263031006,-0.07503131414039169,-7.503131414039167,0.08716703,2.0824308,0.99628186,-1.0,0.20221948679383317,0.0,-13.667848820812175,100.0,-8.792682,-0.1366784882081217,-0.99661875,100,-13.667848820812175,-1.70124,0.15911197367718619,-0.85286856,10.288826,0.07103225900209509,-1.0,-0.9774437,-11.1028365758524,100.0,1.6929953,0.98718107,1.1124089010118041,0.003566626022802666,0.0012744999839924276,73000,148,-7.8378644,1.234354,-2.0152516,0.02148045226931572,10,-7.855053,0.025144318,100,-17.341137,14800,730,-17.609118,-0.030967437217483018,0.3528173,-0.015025851084285344,2.4219861782640444,-0.432766,-0.1333926,0.002291926008183509
73,-8.625794347362014,1.0888586984749384,-5.646719385949656,-16.028933,1.4543833719799295,2,0.66789687,100,5.1140547,111.19479467137717,-8.262054,0.19066009,15000,0.0,1.5935302,-10.08327083891345,0.2822079590114299,-10.80351174431189,0.89066267,0.24444005,1.446467,0.0145846,100,-8.479449,-2.5082376,1.6881738,2.627224,-2.074458360671997,-0.10083270838913451,-10.08327083891345,0.06342897,1.4498874,0.9809943,-1.0,0.08659485170943883,0.0,-9.714653045836952,100.0,-8.261311,-0.09714653045836955,-0.55576676,100,-9.714653045836952,-1.5963782,0.19423868048401677,-4.0276713,9.548373,0.07014673299272545,-1.0,-0.9876048,-14.513694640570757,100.0,1.465198,0.98813784,1.0946365790150594,0.003433201985899359,0.0012257419875822961,74000,150,-7.5757475,0.6700063,-1.9417529,0.020668989047408104,10,-7.612791,0.018799102,100,-16.136095,15000,740,-16.560354,-0.03668541254175833,0.38147864,-0.005966328460316433,3.085172049718132,-0.3739676,-0.15494558,0.0027331569872330874
74,-8.292221524779547,1.0562459367887467,-4.906596682421222,-16.237267,1.7296891240403056,2,2.630064,100,5.466219,112.92955529445317,-8.735849,0.1830961,15200,0.0,1.184328,-8.090688315059207,0.34918786500929855,-10.40471339835704,0.82262784,0.24017522,2.0078723,0.0118598435,100,-8.51395,-2.4873722,2.4436147,2.4694076,-0.3455464243888855,-0.08090688315059208,-8.090688315059207,0.12506862,2.0259514,0.9951139,-1.0,0.11709546792983608,0.0,-9.348467461568294,100.0,-8.736514,-0.09348467461568294,-0.9617467,100,-9.348467461568294,-1.7844107,0.173203923087014,-1.8647515,10.424329,0.08528660700540058,-1.0,-0.98722434,-13.672268246338806,100.0,1.9117247,0.98594874,1.2848897759977262,0.004433672002051026,0.0031172010058071464,75000,152,-7.725087,2.6104443,-2.1563034,0.019950231537222862,10,-7.759867,0.0061599044,100,-16.313812,15200,750,-16.674038,-0.032336041124754654,0.41125482,-0.007972761596539181,2.7244356197526147,-0.43862283,-0.20194395,0.0027740030200220644
75,-9.377491706286987,0.5906368760492686,-5.993421015326457,-17.163399,1.7165806909906678,2,0.012633357,100,5.6206045,114.65112555847736,-8.60028,0.16264544,15400,0.0,1.0952048,-9.01079151716842,0.31196495998301543,-10.558765458385524,0.84289366,0.2239615,1.9649466,-0.010671645,100,-8.583351,-2.4955049,1.897971,2.5135543,-0.825287938117981,-0.09010791517168416,-9.01079151716842,0.10574681,1.963303,0.6568452,-1.0,0.09695339162426607,0.0,-9.968128582336256,100.0,-8.60242,-0.0996812858233626,-0.9961179,100,-9.968128582336256,-1.7285846,0.15668245443744286,-1.5757778,10.191966,0.0792192879889626,-1.0,-0.98997945,-13.739597881905206,100.0,1.7904683,0.98778236,1.316895228024805,0.003730096999788657,0.0014231870009098202,76000,154,-7.7200885,0.012829594,-2.0781424,0.019469963386654854,10,-7.735211,0.010724699,100,-17.107765,15400,760,-16.887337,-0.04052305370226872,0.37524435,-0.008061826257571885,2.597304308421089,-0.41768432,-7.7079515,0.00334793099318631
