trainer/Policy Loss,time/data storing (s),exploration/Average Returns,exploration/Rewards Mean,evaluation/Rewards Std,trainer/Q1 Predictions Max,evaluation/Returns Mean,exploration/Returns Min,trainer/Q2 Predictions Std,evaluation/num paths total,evaluation/Actions Max,exploration/Actions Min,evaluation/Actions Std,trainer/Log Pis Std,trainer/Q1 Predictions Mean,trainer/Log Pis Min,evaluation/num steps total,trainer/Q1 Predictions Min,exploration/Rewards Std,evaluation/Rewards Min,exploration/Rewards Max,trainer/Q Targets Mean,trainer/Q Targets Max,exploration/Num Paths,trainer/Q Targets Std,trainer/QF2 Loss,trainer/Q2 Predictions Min,evaluation/Rewards Mean,exploration/Actions Mean,evaluation/path length Max,trainer/Log Pis Max,Epoch,evaluation/Returns Min,evaluation/path length Mean,trainer/Policy mu Mean,trainer/Policy log std Min,trainer/Log Pis Mean,trainer/Policy mu Min,exploration/path length Min,trainer/Q2 Predictions Max,evaluation/Actions Min,time/evaluation sampling (s),exploration/path length Max,trainer/Q Targets Min,exploration/path length Std,trainer/QF1 Loss,evaluation/Returns Std,time/exploration sampling (s),time/training (s),trainer/Q2 Predictions Mean,trainer/Policy log std Max,time/epoch (s),exploration/Returns Max,evaluation/Returns Max,evaluation/Num Paths,exploration/Rewards Min,evaluation/Rewards Max,exploration/Actions Max,trainer/Q1 Predictions Std,exploration/Returns Std,time/logging (s),trainer/Alpha,exploration/path length Mean,exploration/Returns Mean,trainer/Policy log std Mean,exploration/num paths total,evaluation/path length Min,evaluation/Average Returns,exploration/num steps total,trainer/Policy log std Std,exploration/Actions Std,time/total (s),evaluation/Actions Mean,evaluation/path length Std,replay_buffer/size,trainer/Policy mu Std,trainer/Alpha Loss,time/saving (s),trainer/Policy mu Max
24.314714,0.0029116100049577653,-72.16588808270835,-0.7216588808270837,1.2608447281247241,-19.114227,-44.148919632880286,-93.651058158554,13.759274,165,0.98197174,-0.92697716,0.20342703,1.368279,-25.42252,-2.92456,16500,-92.25406,0.8303412420150359,-11.606277157144351,-0.017449092654465235,-25.551577,-18.813591,5,14.0798,0.764844,-91.990875,-0.44148919632880274,0.018386772,100,3.8498392,10,-73.28558825123923,100.0,0.09394189,-0.8839601,0.006894419,-2.1116192,100,-19.104403,-0.9676004,0.345723516002181,100,-95.34724,0.0,0.7404438,18.462700966283357,0.15448119599750498,2.0515375710019725,-25.417038,-0.32350257,2.5612853430066025,-58.03811030910426,-17.087950948258136,15,-8.34523651953675,-0.15732472464085984,0.9969375,13.79793,14.492022472885713,0.004667975001211744,0.25011923909187317,100.0,-72.16588808270835,-0.6701914,57,100,-44.148919632880286,5700,0.15325174,0.47614786,28.73362881799403,0.009669813,0.0,5700,0.86300445,-2.7615113258361816,0.0019634749987744726,2.349712
26.641495,0.0029729019952355884,-64.9711909902567,-0.6497119099025671,0.8461871683956045,-19.462528,-40.71618736663416,-84.9841521431874,17.056194,180,0.98716885,-0.9893804,0.17370084,1.6652584,-27.97281,-2.652282,18000,-92.45734,0.7864551515695664,-9.857397393238065,-0.005268766848135323,-28.020164,-0.32446498,5,17.40556,4.435842,-92.45636,-0.40716187366634177,0.006924715,100,5.9719834,11,-76.40738015991694,100.0,0.03380768,-1.0561818,0.42519274,-2.2251484,100,-19.387852,-0.97622323,0.3465542340054526,100,-96.26291,0.0,4.4619217,13.132512737789533,0.15852723699936178,2.029492214998754,-27.973234,-0.43642008,2.544418477002182,-52.58446690509652,-25.19415879980867,15,-8.018819414530096,-0.04451514308597464,0.997955,17.039537,11.37912345155589,0.004880656000750605,0.21792778372764587,100.0,-64.9711909902567,-0.7919913,62,100,-40.71618736663416,6200,0.16858374,0.43612963,31.28238915298425,0.014097115,0.0,6200,0.9645691,-2.3989505767822266,0.0019912330026272684,2.4880948
24.076834,0.002977418997033965,-70.52576799478074,-0.7052576799478073,0.9462407200873973,-19.902256,-49.993324167019026,-104.58073280081219,13.744355,195,0.98678577,-0.9884535,0.1725689,1.61491,-25.110195,-3.0115762,19500,-92.92872,0.9718759717090408,-9.330351279741352,-0.03239354128832823,-25.218256,-0.8233662,5,14.375528,4.4787555,-92.81671,-0.4999332416701902,0.016188964,100,5.844453,12,-78.64658960950082,100.0,0.0735086,-1.121296,0.15061449,-2.2263942,100,-19.90236,-0.9803164,0.34419872999569634,100,-97.65556,0.0,4.5045624,16.479450673799573,0.1532442079987959,2.044130613001471,-25.109951,-0.44174352,2.5546494549926138,-54.31792942796777,-32.38264244639737,15,-9.771897529784153,-0.12954977272742071,0.9949807,13.769807,17.599256491066093,0.004893507000815589,0.19005098938941956,100.0,-70.52576799478074,-0.8388846,67,100,-49.993324167019026,6700,0.17666964,0.45812586,33.8414023289879,0.019365104,0.0,6700,0.86041737,-3.070345163345337,0.005204977998801041,2.5710654
23.464867,0.0036238390021026134,-61.708817897917775,-0.6170881789791779,0.8783662144984119,-19.722984,-39.30335372899304,-82.63262931568667,10.232787,210,0.9867887,-0.9949173,0.18847188,1.8449112,-23.89871,-4.037366,21000,-70.69645,0.923785176875314,-9.09566226294946,-0.03175117030767953,-23.680672,-10.25392,5,8.907404,34.752026,-70.57873,-0.3930335372899305,0.017854767,100,6.0463285,13,-62.21392375022691,100.0,0.08780754,-1.3134364,0.3543491,-2.372869,100,-19.710432,-0.9783927,0.3454518879952957,100,-70.079636,0.0,34.531044,11.974154908449243,0.15476460399804637,2.033501113000966,-23.906721,-0.47104958,2.5436650209958316,-42.88404659182978,-23.035016316393165,15,-8.29664909877139,-0.11569921110081335,0.9989893,10.241413,14.468420320378595,0.00475474900304107,0.16657964885234833,100.0,-61.708817897917775,-0.95406646,72,100,-39.30335372899304,7200,0.22230688,0.39675534,36.38962748898484,0.015420798,0.0,7200,0.87364906,-2.9490272998809814,0.0015688279963796958,2.5605223
24.299507,0.0029874120009480976,-63.71910925064252,-0.6371910925064254,0.9309400375410208,-20.026812,-42.294764099327146,-77.30945221806115,14.066993,225,0.9913161,-0.99552494,0.18270127,1.6611959,-25.007069,-2.9814267,22500,-85.8952,1.0836157182979478,-9.540320251003191,-0.029241360432827355,-25.156868,-0.22895902,5,14.497265,4.7208486,-85.85629,-0.4229476409932715,0.011743438,100,6.6256084,14,-70.92566001041234,100.0,0.02433934,-1.3392856,0.50605315,-2.3630807,100,-20.042797,-0.9877744,0.3502370770002017,100,-86.17377,0.0,4.750283,12.616313979009707,0.1586136939949938,2.055716486996971,-25.00758,-0.54127336,2.574273569996876,-40.92696930424546,-24.850365654958537,15,-8.846548502138043,-0.10743041117626845,0.9969775,14.062081,13.342706049763452,0.004729766005766578,0.14705099165439606,100.0,-63.71910925064252,-1.0561635,77,100,-42.294764099327146,7700,0.2026923,0.4125027,38.96821880499192,0.012790033,0.0,7700,0.8672675,-2.86350679397583,0.0019891339979949407,2.7061677
22.790005,0.0034492429986130446,-52.07058052823014,-0.5207058052823015,1.036223689575318,-20.033316,-40.98352418676457,-61.03410261456787,9.274357,240,0.989615,-0.9862777,0.1853881,1.4861354,-22.93748,-2.7170534,24000,-80.325294,0.736223434830327,-9.5902088405988,-0.01892901689951258,-23.311504,-19.9217,5,9.744173,0.5413196,-80.39823,-0.4098352418676458,0.025743505,100,6.115984,15,-68.67928021153249,100.0,0.08307637,-1.4802107,0.54891336,-2.5075731,100,-20.030605,-0.9885926,0.3523650689967326,100,-82.77975,0.0,0.5585877,16.3982137619381,0.15391110399650643,2.0451862059999257,-22.953499,-0.38881227,2.561884636990726,-42.44842254630098,-20.95019606255092,15,-6.858669560033517,-0.026713994837934848,0.9974611,9.279864,7.953331296192439,0.0048129999995580874,0.1302323341369629,100.0,-52.07058052823014,-1.1181121,82,100,-40.98352418676457,8200,0.26546142,0.3903603,41.534429978986736,0.025556223,0.0,8200,0.83766496,-2.957594871520996,0.002160014999390114,2.6734514
25.779734,0.002967302003526129,-61.26059952091731,-0.612605995209173,1.0795089886133618,-20.155447,-33.33080635094335,-84.16121071633086,13.020649,255,0.98946327,-0.99428874,0.19576204,1.7574044,-25.744375,-4.194891,25500,-91.63883,1.2334176739095384,-11.023965680041547,-0.01556069166939691,-25.386587,-0.44441602,5,13.211177,4.411397,-91.603645,-0.3333080635094335,-0.0029224816,100,7.5006866,16,-61.50763427969397,100.0,0.05282248,-1.501709,1.043019,-2.6168756,100,-20.171148,-0.983081,0.3426105309990817,100,-92.46294,0.0,4.3991046,16.645403640054877,0.1527143499988597,2.0380654280015733,-25.73374,-0.396506,2.543460484004754,-40.29944871289076,-12.647302898665666,15,-10.593072892270053,-0.11181238107676508,0.9973685,13.010668,16.14105844228143,0.004831247999391053,0.11552446335554123,100.0,-61.26059952091731,-1.1545495,87,100,-33.33080635094335,8700,0.28523162,0.3763827,44.082275499997195,0.018747877,0.0,8700,0.98124945,-2.0652074813842773,0.002271625002322253,2.5953877
27.760033,0.0029844480013707653,-55.217185805024734,-0.5521718580502473,1.0673927758510793,-19.586891,-31.236752946529478,-79.23062107375554,17.150177,270,0.99366856,-0.99741465,0.19727138,1.9737629,-28.194973,-2.772916,27000,-85.97515,1.274571527325876,-10.218856209466603,-0.023257903950227043,-28.138355,-0.33747795,5,17.73071,7.9628916,-86.06388,-0.3123675294652947,0.020982143,100,6.9877577,17,-61.33476484436058,100.0,0.11105738,-1.6389669,1.4819827,-2.8024316,100,-19.609745,-0.9918413,0.3402341990004061,100,-87.627,0.0,8.0008745,14.47325886842723,0.15514594599517295,2.0456511649972526,-28.186813,-0.4076941,2.550855451998359,-30.063298487537196,-9.146300032971087,15,-10.189022447372906,-0.07986204533370443,0.9988064,17.148085,20.996322781920814,0.00482712899975013,0.1031913161277771,100.0,-55.217185805024734,-1.2007054,92,100,-31.236752946529478,9200,0.33684948,0.35985982,46.63749431599717,0.012199162,0.0,9200,1.182023,-1.176398515701294,0.002012565004406497,2.7473
24.532784,0.0030634849972557276,-43.20456436311774,-0.43204564363117726,1.0733276367211675,-19.459717,-27.843557599634053,-54.117057935718,14.315694,285,0.99260396,-0.99768424,0.19673733,1.5846255,-24.866257,-3.3093195,28500,-98.039406,0.8495144877187933,-11.049285764092,-0.017257718145737847,-25.05301,-19.499105,5,14.13784,0.4232388,-97.95045,-0.27843557599634056,-0.014420839,100,6.1134396,18,-62.14737596300809,100.0,0.028868746,-1.6968917,0.984718,-2.732821,100,-19.508263,-0.98719305,0.33780673499859404,100,-97.039696,0.0,0.44849733,17.304454000556067,0.15236440299486276,2.084353887999896,-24.860828,-0.41418785,2.584936656989157,-26.407118668846078,-6.820974487674874,15,-6.953482102553291,-0.04464446893215317,0.9898655,14.333945,9.993926993682045,0.005374218999349978,0.0920463353395462,100.0,-43.20456436311774,-1.3386297,97,100,-27.843557599634053,9700,0.3026746,0.33577517,49.22692166799243,0.01422691,0.0,9700,0.9750323,-2.421689987182617,0.0019739269991987385,2.759197
23.196344,0.0029941169996163808,-48.896640128991486,-0.488966401289915,0.9409791084170721,-19.140259,-22.694934665756296,-85.10098331147087,9.959525,300,0.99036616,-0.9930726,0.18350247,1.5418578,-22.98316,-3.7154362,30000,-71.194305,1.1719102914937591,-11.202105172022712,-0.0039396899129959615,-23.19601,-19.271118,5,9.863999,0.18493623,-71.18561,-0.22694934665756294,0.022200482,100,7.929967,19,-58.02936874610085,100.0,0.0352994,-1.7544024,1.2036971,-3.0030096,100,-19.192062,-0.9950366,0.34412233200418996,100,-69.92056,0.0,0.19052474,16.111097832303166,0.15398758400260704,2.0286953639952117,-22.983662,-0.4556656,2.5364678830010234,-26.440568016360817,-6.502994667466017,15,-12.04192882857139,-0.018170550384651252,0.9946436,9.943839,20.722519900733587,0.004683145001763478,0.08227889984846115,100.0,-48.896640128991486,-1.3909559,102,100,-22.694934665756296,10200,0.32296288,0.3458479,51.76728341400303,0.012662225,0.0,10200,0.9093736,-1.9886910915374756,0.0019853409976349212,2.5861824
23.052113,0.00351169199711876,-46.75586204887773,-0.4675586204887775,0.7997279470477628,-18.749159,-26.76703338922439,-60.94335660259543,9.986978,315,0.9949287,-0.99621373,0.18173441,1.6272222,-22.22296,-1.724793,31500,-83.99231,0.9882370400682208,-9.453143566322055,-0.011755094847808132,-22.394358,-0.45453066,5,10.084053,3.6914058,-84.17915,-0.267670333892244,0.0199953,100,7.299337,20,-61.320493553235906,100.0,0.13077158,-1.8245573,1.4026812,-2.573831,100,-18.722769,-0.9918077,0.34797926399915013,100,-84.40054,0.0,3.6680965,12.246204083662901,0.154033206999884,2.059164835998672,-22.242527,-0.5763816,2.5715335059940116,-34.09744964981522,-13.77293714441936,15,-8.071954822309785,-0.09914958210780019,0.9970818,9.94708,11.374305044413477,0.004870165001193527,0.07356220483779907,100.0,-46.75586204887773,-1.4529971,107,100,-26.76703338922439,10700,0.30560866,0.3164469,54.34311344699381,0.015336176,0.0,10700,0.92701536,-1.5586622953414917,0.0019743419979931787,2.967018
23.562494,0.00293774400051916,-43.60922191992579,-0.436092219199258,0.9105816634909368,-19.006329,-25.93362664215061,-64.74475595387422,10.350449,330,0.99485725,-0.9960154,0.19583909,1.6811748,-22.995804,-2.796618,33000,-82.651794,1.0096981831341918,-9.272881824124614,-0.02027374052338307,-22.79576,-0.23489599,5,10.8922,4.081842,-82.70067,-0.25933626642150615,0.021503836,100,7.987101,21,-45.46014719820011,100.0,0.04624244,-1.9175011,1.5560925,-2.9512787,100,-19.0275,-0.9935946,0.3476661730019259,100,-84.87025,0.0,4.084778,11.33926296155457,0.1556340960014495,2.0415989510001964,-23.001415,-0.43095416,2.5546652730045025,-23.443519861143226,-8.055671622390433,15,-8.791382926755555,-0.07483637849438932,0.9982321,10.333225,14.5263490265576,0.004789040998730343,0.06638074666261673,100.0,-43.60922191992579,-1.5027025,112,100,-25.93362664215061,11200,0.36016738,0.29497176,56.902247468002315,0.0063477578,0.0,11200,0.9892742,-1.2039504051208496,0.0020392680016811937,3.0947204
21.460913,0.003952432001824491,-32.27783309969346,-0.32277833099693465,0.9808963853417024,-18.398048,-27.371104666012563,-51.63901255280053,6.3095775,345,0.99490136,-0.9968208,0.19773495,1.1704844,-20.511063,-0.70472217,34500,-62.280277,0.7355555486448598,-9.291678455229958,-0.01667930390406195,-20.592834,-0.6337936,5,6.8352556,3.9776082,-62.207794,-0.2737110466601257,-0.0066499575,100,6.417553,22,-49.05363558290623,100.0,0.06733233,-2.0,1.5956073,-3.3095026,100,-18.400652,-0.9947322,0.34206150400132174,100,-60.067394,0.0,3.9604988,12.86614011190274,0.1537919080001302,2.0489026889990782,-20.523628,-0.46030104,2.5551106550046825,-21.47426672825452,-9.023059722807675,15,-8.607944813574456,-0.056028273508864704,0.98765707,6.3239484,11.002946958426165,0.004771035004523583,0.06023450195789337,100.0,-32.27783309969346,-1.6058698,117,100,-27.371104666012563,11700,0.35396373,0.2754314,59.46180449100211,0.01459539,0.0,11700,0.86632586,-1.1360771656036377,0.001631086997804232,2.6055043
21.088284,0.002999147000082303,-37.588239484746225,-0.3758823948474624,1.0849908623909263,-18.07729,-24.19133674235087,-64.51117473397595,10.014401,360,0.9966878,-0.996863,0.1843333,1.1566485,-20.49546,-1.9793073,36000,-95.10678,0.9580363673594058,-10.446552068265511,-0.013786545905242205,-20.036644,-0.5220065,5,10.035072,10.142012,-94.852806,-0.24191336742350875,-0.0012045855,100,5.1450763,23,-54.97296345042584,100.0,0.09917257,-2.0,1.3706857,-2.722297,100,-18.071413,-0.995544,0.34405970700026955,100,-88.343925,0.0,10.234424,18.73955096326417,0.15379060900158947,2.0288156570022693,-20.493113,-0.55453134,2.53642425101134,-22.797387004628913,-3.272632875190708,15,-9.1990947288588,-0.015479801521470467,0.9991014,10.027778,16.32116984335679,0.004773909000505228,0.055374160408973694,100.0,-37.588239484746225,-1.7367904,122,100,-24.19133674235087,12200,0.31791103,0.27356794,62.00255899900367,0.012929785,0.0,12200,0.77428097,-1.8209048509597778,0.001985222006624099,3.1733906
