exploration/num steps total,trainer/Policy mu Mean,time/total (s),trainer/Policy mu Max,exploration/path length Std,evaluation/Actions Std,trainer/Policy Loss,trainer/Q2 Predictions Mean,trainer/Policy log std Mean,trainer/Log Pis Max,exploration/Returns Max,time/logging (s),trainer/Q1 Predictions Mean,exploration/path length Min,exploration/Returns Min,exploration/path length Max,exploration/Rewards Min,exploration/Returns Std,exploration/num paths total,evaluation/num paths total,trainer/Alpha Loss,evaluation/Returns Max,time/data storing (s),Epoch,trainer/Q2 Predictions Max,trainer/Q2 Predictions Std,exploration/Actions Max,exploration/Returns Mean,evaluation/Returns Std,exploration/path length Mean,evaluation/path length Std,exploration/Actions Min,evaluation/Num Paths,exploration/Rewards Mean,time/training (s),exploration/Num Paths,evaluation/Actions Mean,time/epoch (s),evaluation/path length Min,trainer/Q Targets Std,trainer/Policy log std Max,replay_buffer/size,trainer/Q1 Predictions Max,evaluation/Rewards Mean,trainer/Alpha,trainer/Log Pis Std,evaluation/Returns Mean,exploration/Average Returns,evaluation/Actions Min,exploration/Rewards Std,evaluation/Rewards Min,trainer/Q Targets Min,trainer/QF2 Loss,evaluation/num steps total,time/evaluation sampling (s),evaluation/Actions Max,evaluation/Average Returns,exploration/Actions Std,time/exploration sampling (s),evaluation/Returns Min,exploration/Actions Mean,evaluation/Rewards Std,trainer/Q Targets Mean,trainer/Q1 Predictions Min,exploration/Rewards Max,trainer/Policy log std Std,trainer/Log Pis Mean,time/saving (s),trainer/Policy mu Std,trainer/Policy mu Min,trainer/Q2 Predictions Min,trainer/QF1 Loss,trainer/Q Targets Max,trainer/Log Pis Min,evaluation/path length Mean,evaluation/Rewards Max,trainer/Q1 Predictions Std,trainer/Policy log std Min,evaluation/path length Max
23200,0.044492446,126.23374662475544,3.2074351,0.0,0.19348578,16.070637,-14.612783,-2.0530107,7.669894,-16.783594579219802,0.006511146988486871,-14.564702,100,-63.20623366745574,100,-9.863467663108185,16.288896117418002,232,1150,-0.29398423433303833,-4.324477486766218,0.002953596005681902,45,-12.172178,7.730012,0.99918634,-35.949901802971624,14.667191559553714,100.0,0.0,-0.9968439,25,-0.3594990180297161,1.91065435501514,5,0.025607154,2.5868243100121617,100,7.9060116,-0.35571527,23200,-12.137672,-0.25551895256557716,0.04776071757078171,1.5548359,-25.551895256557717,-35.949901802971624,-0.99845076,1.079249555101729,-9.839443114275017,-75.96735,0.31778738,115000,0.5223858260142151,0.9959244,-25.551895256557717,0.23792462,0.142761958995834,-57.51639939421663,0.032158848,1.03455766967721,-15.009203,-72.31793,-0.0036771654497955585,0.44388297,1.9033481,0.001557426992803812,0.783314,-3.0858817,-72.8192,0.36258906,-12.473637,-4.232787,100.0,-0.011527104133187971,7.6736627,-2.4941587,100
23700,0.06999815,128.7904078347492,3.400192,0.0,0.19174711,16.65429,-15.179883,-2.0276792,9.993317,-24.619197255020303,0.006594714010134339,-15.167163,100,-69.29328372567201,100,-10.107756429057558,16.52642685494869,237,1175,0.07573740929365158,-9.04491962942499,0.002733550005359575,46,-12.184304,10.028166,0.9969023,-37.268610205706906,16.73919356318302,100.0,0.0,-0.996937,25,-0.37268610205706904,1.8735928560199682,5,0.026661694,2.551889292022679,100,10.347832,-0.4630041,23700,-12.157304,-0.29074845714598685,0.04892239719629288,1.6059445,-29.07484571459869,-37.268610205706906,-0.9977304,1.0360429701923461,-10.360449144827905,-78.13362,6.3927484,117500,0.5281404349952936,0.9983987,-29.07484571459869,0.24530804,0.1389074499893468,-64.92759218451388,0.013446381,1.042413053760043,-14.842193,-81.1925,-0.009495473786050942,0.45891798,2.0250967,0.001920287002576515,0.82969034,-2.859502,-81.24136,6.3348207,-0.064368226,-2.766429,100.0,-0.07363829981881884,10.046952,-2.5291395,100
24200,0.084537506,131.38477123281336,3.027258,0.0,0.1847983,14.780278,-13.237517,-2.0570083,7.287885,-22.082812058667074,0.006653415010077879,-13.20901,100,-67.29886013435109,100,-9.870836239227263,18.908244923376117,242,1200,-0.5590788722038269,-2.6824172861010807,0.002936083998065442,47,-11.815471,5.356014,0.99898523,-40.466292112311194,13.983596225889189,100.0,0.0,-0.87098753,25,-0.40466292112311186,1.9129050170013215,5,0.030392151,2.58960819101776,100,5.4685183,-0.55465853,24200,-11.813516,-0.22553614876570646,0.049209002405405045,1.2626182,-22.553614876570645,-40.466292112311194,-0.9937715,1.2092275666081354,-9.44963462940778,-48.489815,0.18482849,120000,0.5208245230023749,0.99715436,-22.553614876570645,0.2505583,0.14434078001067974,-49.12293336082045,0.038254116,0.9827785234651277,-13.572449,-48.464214,-0.007377810723525721,0.38768905,1.814363,0.00194837199524045,0.60729355,-2.3057704,-48.221867,0.21374895,-11.993925,-2.1508412,100.0,-0.0022999986745680266,5.3491693,-2.474242,100
24700,0.09181503,133.99123831273755,2.9975634,0.0,0.19086228,15.3693495,-13.854418,-2.1190217,5.5345035,-19.791332375472596,0.006550577993039042,-13.851694,100,-45.08988257014975,100,-7.420231750974262,9.815867102568776,247,1225,-0.25590986013412476,-5.9226688541558925,0.0029044660041108727,48,-11.786009,7.817555,0.99903405,-29.264029819342987,15.212360932448671,100.0,0.0,-0.9941527,25,-0.2926402981934299,1.9229294629767537,5,0.022437891,2.601625097973738,100,8.288813,-0.42124867,24700,-11.789136,-0.25722158945292256,0.0502292737364769,1.1555882,-25.722158945292257,-29.264029819342987,-0.9984168,0.7839609354503629,-10.056558540127293,-75.38842,3.0122287,122500,0.5212997900089249,0.9970188,-25.722158945292257,0.22209533,0.14600843100924976,-53.37292398756228,0.027562615,0.9951983983376572,-13.746018,-71.70484,-0.00450407326774636,0.40860727,1.9144479,0.0019323699816595763,0.6394435,-2.6933887,-71.42646,2.9798791,-0.107400976,-1.7306464,100.0,-0.03315494724203583,7.8137274,-2.5046341,100
25200,0.09283526,136.57926634867908,3.0361316,0.0,0.18572064,15.994672,-14.295182,-2.0044644,7.6888657,-20.6814455964145,0.006606426992220804,-14.2818165,100,-55.38258832830019,100,-9.222988187824114,15.34939041709225,252,1250,0.29431819915771484,-4.725917044679138,0.0029595119995065033,49,-11.62484,7.453819,0.9987125,-36.41025022775811,15.824063935275957,100.0,0.0,-0.9863331,25,-0.3641025022775811,1.9110048979928251,5,0.030743873,2.584019002970308,100,7.411229,-0.41086012,25200,-11.616872,-0.2315523329385505,0.05075864493846893,1.3378363,-23.155233293855055,-36.41025022775811,-0.9982582,1.0746572062405386,-11.275823717104668,-54.68959,0.21889725,125000,0.5168437320098747,0.99612486,-23.155233293855055,0.24834785,0.14466319998609833,-63.22588130085456,0.03276575,0.9756101223591959,-14.375762,-54.021984,-0.003545412679804292,0.49456114,2.0987384,0.0019412339897826314,0.83992255,-3.328431,-53.652817,0.1881752,-11.616568,-1.6628478,100.0,-0.011126318730411254,7.4821353,-2.4761255,100
25700,0.052849054,139.16235283270362,3.210526,0.0,0.19255482,14.9030285,-13.343847,-2.1213198,8.45722,-24.757855695324324,0.006514670007163659,-13.34967,100,-69.59682661205456,100,-10.548944140455884,16.18214556966593,257,1275,-0.05454874038696289,-4.317434515274838,0.00286439000046812,50,-11.364771,8.782629,0.9994258,-55.988539567939696,14.954076462696328,100.0,0.0,-0.9990984,25,-0.559885395679397,1.907588867994491,5,0.019508729,2.578907574963523,100,8.326522,-0.6307253,25700,-11.350616,-0.2288625946748317,0.05116550624370575,1.282798,-22.886259467483168,-55.988539567939696,-0.99779737,1.612853138734452,-9.587805752574887,-81.25677,1.7573059,127500,0.5172106869868003,0.9961184,-22.886259467483168,0.27378204,0.1428273709898349,-49.26489948055842,0.031121971,0.9970367118424089,-13.250131,-86.856094,-0.006062386710420922,0.38166338,1.9816501,0.0019015889847651124,0.6166811,-2.6283293,-87.1064,1.7336516,-0.11155132,-3.015142,100.0,-0.018693660655802812,8.760095,-2.4653554,100
26200,0.020695696,141.73785725870403,3.2182708,0.0,0.1791739,14.2741995,-12.789176,-2.039465,8.930906,-18.33495612204866,0.006524132011691108,-12.793456,100,-59.1054948302926,100,-9.227344226953923,14.717646445340705,262,1300,-0.4605521261692047,-3.412902534551304,0.0027943069871980697,51,-11.216264,6.5727935,0.9988828,-31.73101311844265,15.452926372957544,100.0,0.0,-0.9981528,25,-0.31731013118442647,1.9060213149932679,5,0.015319061,2.5707734120369423,100,6.651596,-0.35851058,26200,-11.248551,-0.19060553397431554,0.04990005865693092,1.194917,-19.06055339743155,-31.73101311844265,-0.9981008,0.9102716794837392,-11.34787593726862,-74.741455,0.218331,130000,0.5094328280247282,0.99673265,-19.06055339743155,0.23809676,0.14407874300377443,-63.304801391164766,0.017171616,0.8731480908205577,-12.85291,-73.878586,-0.003327040084897369,0.4196293,1.846361,0.0019220870162826031,0.65107656,-2.524899,-73.98846,0.1879682,-11.172631,-1.0274348,100.0,-0.020782259138562766,6.561283,-2.4845777,100
26700,0.015843129,144.32890979069634,2.5077133,0.0,0.1838592,13.532841,-11.984044,-2.1682923,7.0423613,-25.842030148256843,0.004826365009648725,-11.997647,100,-49.319931105653154,100,-9.22778650043836,8.546419976695184,267,1325,-0.22334519028663635,-1.560946476252691,0.002919507009210065,52,-10.839743,4.7662754,0.99888295,-37.06925619411036,11.635950088819778,100.0,0.0,-0.99636275,25,-0.3706925619411035,1.906590842991136,5,0.020924877,2.586417693964904,100,4.675455,-0.49429068,26700,-10.876828,-0.17560139634196048,0.05114278942346573,1.3791618,-17.560139634196048,-37.06925619411036,-0.9975399,1.1107338313163968,-9.330426282021978,-45.794884,0.13007778,132500,0.5295316729752813,0.99616253,-17.560139634196048,0.25560147,0.14099786299630068,-47.670792572924476,0.010676587,0.8431482866907326,-12.195968,-46.40675,-0.012673108552975598,0.3423587,1.9248784,0.0015514429833274335,0.52615607,-2.8029401,-46.814762,0.09540606,-10.966481,-2.4359353,100.0,-0.002031053550485338,4.724571,-2.4857118,100
27200,-0.03700489,146.93312991873245,2.8914368,0.0,0.1893701,13.356267,-11.723208,-2.1513636,6.3421497,-22.87711142167555,0.006452371017076075,-11.706098,100,-42.40077498485384,100,-7.7087087700232555,6.8548853097311975,272,1350,-0.0768502876162529,-4.673749523738708,0.0034192500170320272,53,-10.652387,3.4042187,0.9936272,-33.52496198502237,16.03687561012241,100.0,0.0,-0.9982102,25,-0.33524961985022367,1.8979045469895937,5,0.029487772,2.5996495820581913,100,3.376631,-0.40022683,27200,-10.636667,-0.2598396569133355,0.05248425528407097,1.215284,-25.98396569133355,-33.52496198502237,-0.9955088,0.9561829723945634,-10.955211161362902,-35.45916,0.19564384,135000,0.5136594980140217,0.99600464,-25.98396569133355,0.25223085,0.16667772800428793,-60.97783093057954,0.016249355,1.060034165092253,-11.956334,-35.460415,-0.005796328460503308,0.37833324,1.9739255,0.011536188016179949,0.5626631,-2.5208542,-35.337234,0.19272883,-10.795344,-1.6829485,100.0,-0.023588553484893356,3.423808,-2.517924,100
27700,0.09494493,149.5171339478111,3.0892575,0.0,0.18988097,14.071571,-12.526227,-2.022562,6.4678125,-24.766862220339682,0.006366107001667842,-12.518656,100,-54.33541801172536,100,-8.621464042750757,11.046339995137448,277,1375,-0.3855058252811432,-1.9074400276336576,0.0031542020151391625,54,-10.59784,6.2516413,0.9995377,-34.7513337432098,20.213270794049116,100.0,0.0,-0.99573135,25,-0.34751333743209806,1.906427011010237,5,0.026136206,2.5792906670249067,100,6.809986,-0.40655234,27700,-10.575763,-0.23960523655506477,0.05298689007759094,1.2672951,-23.960523655506485,-34.7513337432098,-0.9978698,0.9572837770363358,-11.188589710664283,-49.37201,2.417787,137500,0.5183321719814558,0.9975365,-23.960523655506485,0.24370931,0.14306869800202549,-61.5470258077715,0.024458542,1.1141281454554919,-12.506189,-46.898365,-0.006969160661093145,0.40158117,1.8687685,0.0019424770143814385,0.6846813,-2.4210253,-46.773685,2.4000196,-0.18259996,-2.6702445,100.0,-0.0020861441309807213,6.2494216,-2.4481287,100
28200,-0.054282546,152.08906179276528,2.785045,0.0,0.20254976,13.630542,-11.975794,-1.9993815,7.0454507,-21.35186735704281,0.006643422006163746,-11.970419,100,-57.43167810932906,100,-9.453641605299755,13.157892512874149,282,1400,-0.24348501861095428,-7.315777125059482,0.0027500709984451532,55,-10.352068,4.2622886,0.9982825,-44.454009497656536,15.30858045108473,100.0,0.0,-0.9983061,25,-0.44454009497656516,1.8929250939982012,5,0.03246234,2.568177430977812,100,4.434944,-0.3632236,28200,-10.355758,-0.2945532027478787,0.05266181752085686,1.321692,-29.455320274787873,-44.454009497656536,-0.99526507,1.2620811872316413,-10.506063669599154,-34.525623,1.3410779,140000,0.5206674849905539,0.99671173,-29.455320274787873,0.26443326,0.14327525600674562,-62.94950475308736,0.037919663,1.070549924785257,-12.037175,-35.414597,-0.006462952999042189,0.46061727,1.917289,0.0019161029777023941,0.7386067,-3.0390992,-35.540134,1.3137096,-0.25232667,-1.8286602,100.0,-0.06972641892721056,4.2686744,-2.4397433,100
28700,0.09516449,154.65304734083475,3.0851142,0.0,0.1757453,13.023343,-11.238225,-2.1745112,4.321844,-24.152821834840182,0.006494001019746065,-11.226662,100,-46.70392763861394,100,-8.109174431671649,8.866088482678288,287,1425,-0.14613652229309082,-4.782545153340823,0.00282011300441809,56,-10.334444,4.7326713,0.99634767,-34.9048115619001,14.879196409726191,100.0,0.0,-0.9954012,25,-0.3490481156190009,1.8885773989895824,5,0.025283793,2.559280375018716,100,4.7503486,-0.7339036,28700,-10.339314,-0.20228512057169976,0.054980017244815826,1.0652428,-20.22851205716998,-34.9048115619001,-0.9944056,1.0084722404081892,-9.821184337862475,-57.27772,0.015441944,142500,0.5149317079922184,0.99649245,-20.22851205716998,0.23524272,0.14451522601302713,-57.347906775258885,0.03619954,0.8713891919488889,-11.224413,-57.303665,-0.0018602874263845951,0.31911662,1.9496228,0.0019419279997237027,0.45142514,-1.1534854,-57.185852,0.015070184,-10.194067,-4.140526,100.0,-0.01466933330103454,4.743754,-2.5205493,100
29200,0.079996504,157.22818428481696,2.886018,0.0,0.1920837,13.770517,-12.266083,-2.0222442,7.4158216,-13.842560669055294,0.005180461012059823,-12.216046,100,-24.429039579039355,100,-3.4844122220071925,3.8857856676380704,292,1450,-0.3498813211917877,-5.7666652684022255,0.002773137006442994,57,-9.867176,7.47759,0.9962164,-17.161810122350442,16.346273281003064,100.0,0.0,-0.6327146,25,-0.17161810122350443,1.9089625339838676,5,0.020372927,2.5704604919883423,100,7.4167004,-0.5093781,29200,-9.809669,-0.26619056776133704,0.05475371330976486,1.2725242,-26.619056776133707,-17.161810122350442,-0.99779814,0.2698525204373969,-9.81509707344107,-53.190186,2.126257,145000,0.5128612029948272,0.99452066,-26.619056776133707,0.1900662,0.13876565199461766,-57.79027802539337,0.014105488,1.0449073710228594,-12.254729,-55.14988,-0.012637841902621735,0.47182852,1.8795578,0.0019175049965269864,0.71012765,-3.1250405,-55.323593,2.1020937,-0.032252155,-1.2985626,100.0,-0.050874056424359826,7.456364,-2.457463,100
29700,0.08855057,159.80850616982207,3.0917356,0.0,0.18294132,13.541366,-12.105939,-2.0343237,8.494116,-25.534966690534954,0.006502259988337755,-12.136024,100,-71.68873509578651,100,-10.985182370169733,19.87645723943149,297,1475,-0.47047489881515503,-4.198566332947697,0.0027003099967259914,58,-9.798413,8.5881405,0.99892,-51.949656100329136,15.97446669787076,100.0,0.0,-0.70218205,25,-0.5194965610032913,1.9066672149929218,5,0.022789128,2.57570227998076,100,8.71222,-0.52140766,29700,-9.869747,-0.24379392263945174,0.05591030791401863,1.4493043,-24.37939226394517,-51.949656100329136,-0.9968274,1.5296057432398877,-10.22883560674213,-70.47526,1.129438,147500,0.5178227500000503,0.9960654,-24.37939226394517,0.2621715,0.1400758149975445,-56.29477430699324,0.058782153,1.008100393720711,-12.11881,-69.25136,-0.0028124958118586284,0.46458116,1.8368677,0.0019339300051797181,0.72486424,-2.7185042,-69.29866,1.1322635,-0.5341519,-3.2295594,100.0,-0.021308100205654427,8.575091,-2.4800825,100
30200,0.11211681,162.43897103585186,3.235748,0.0,0.18814963,14.363833,-12.518715,-2.022956,9.229584,-21.940282173193285,0.005429384997114539,-12.498835,100,-39.34355255042166,100,-7.3182432548134955,6.2108546941447305,302,1500,0.7095770835876465,-4.5204579741187425,0.002920202008681372,59,-9.762662,9.559575,0.99821633,-32.652976270557204,16.396875852602626,100.0,0.0,-0.4878401,25,-0.32652976270557194,1.9493813560111448,5,0.027160272,2.6260630070173647,100,9.85509,-0.5174339,30200,-9.755153,-0.2529433886218066,0.05364575982093811,1.344562,-25.294338862180656,-32.652976270557204,-0.9959236,0.8898684904936415,-10.154600488064627,-83.34561,2.0918913,150000,0.5236467889917549,0.9971626,-25.294338862180656,0.2387771,0.14272849698318169,-58.57780057117477,0.042570572,1.04143914583841,-12.366269,-80.13217,-0.0016257687743896812,0.46980414,2.2425523,0.001956778025487438,0.7756894,-2.732961,-80.229576,2.079988,-0.060359202,-0.3707701,100.0,-0.028192749066770963,9.561948,-2.4759314,100
30700,0.059455547,165.2685134918429,3.1386383,0.0,0.198829,12.9604025,-11.390644,-2.0853915,5.05561,-12.929489620091791,0.006625787995290011,-11.395686,100,-58.360554580643466,100,-9.720699687788768,18.089890409267195,307,1525,-0.2707672417163849,-2.3463763043323995,0.0034585800021886826,60,-9.561695,5.8818398,0.9994376,-35.8515525844472,19.047461548674807,100.0,0.0,-0.99171245,25,-0.358515525844472,2.1242279720027,5,0.024528,2.824867521994747,100,5.749523,-0.49198908,30700,-9.573718,-0.27747268641881895,0.05534160137176514,1.2183299,-27.747268641881895,-35.8515525844472,-0.9966239,1.1121229625842062,-11.0443733474119,-48.251038,1.1624901,152500,0.5394547810137738,0.9976763,-27.747268641881895,0.2412982,0.14900530499289744,-60.36393842698636,0.02096626,1.1940036020516265,-11.323801,-48.49216,-0.008444004745823264,0.48457727,1.9064457,0.0020950959878973663,0.705811,-2.5825324,-48.725853,1.1745039,-1.3384378,-4.0277195,100.0,-0.015844746227484774,5.859251,-2.529,100
31200,0.08756497,168.28960325181833,3.0936315,0.0,0.20996644,14.942275,-13.38686,-1.9319108,8.016436,-16.91833375388372,0.006332397984806448,-13.370632,100,-39.926525423869265,100,-7.303584774350428,7.442341383329819,312,1550,0.9136234521865845,-8.013270685461396,0.0030836939986329526,61,-9.3877325,11.11186,0.9962545,-29.821617637829025,16.55618460513056,100.0,0.0,-0.99697775,25,-0.29821617637829023,2.141598795016762,5,0.029277228,3.016570079984376,100,11.276395,-0.38987806,31200,-9.378962,-0.32212364221246514,0.0549069344997406,1.4735433,-32.212364221246524,-29.821617637829025,-0.9960119,0.8131201936210545,-10.298933203026406,-77.15627,0.29274058,155000,0.6958275009819772,0.9960083,-32.212364221246524,0.23390657,0.16756193101173267,-61.73785225325817,0.0296487,1.214898297646076,-13.540557,-75.717094,-0.00501739177258178,0.5602179,2.3148124,0.00216576099046506,0.9629719,-3.2722638,-75.7856,0.27484345,-9.464382,-1.8451157,100.0,-0.00885348206599081,11.096421,-2.485194,100
31700,-0.00279593,171.93681288184598,3.0626435,0.0,0.19145358,13.223056,-11.855704,-1.9813057,6.5345554,-21.833205047391452,0.009784027992282063,-11.845624,100,-31.44327482445913,100,-5.858416603860086,3.3754713372128293,317,1575,-0.7031925320625305,-4.598789874196065,0.003078878013184294,62,-9.296152,7.5587845,0.99498236,-27.246282200840266,15.020727628507045,100.0,0.0,-0.9945044,25,-0.27246282200840266,2.8722286589909345,5,0.025856253,3.6425141189829446,100,7.7228746,-0.4609294,31700,-9.285525,-0.2329775233680588,0.05417501553893089,1.5573825,-23.29775233680588,-27.246282200840266,-0.9948961,0.6957913697665501,-10.601465978487527,-64.36573,0.43843895,157500,0.5709067459974904,0.997522,-23.29775233680588,0.23529533,0.18354981098673306,-57.110346144715,0.025002139,0.9818183478342156,-12.022374,-64.06777,-0.004418257041611524,0.542347,1.7588099,0.002965997002320364,0.8416849,-2.9187458,-64.19915,0.3750751,-9.335825,-3.7498274,100.0,-0.022546920815345897,7.5828037,-2.5147326,100
32200,-0.0016234684,175.24690465786261,2.9623287,0.0,0.19506864,12.552495,-10.851616,-2.0656948,9.0148735,-24.9177708641766,0.008614169986685738,-10.840781,100,-51.39692957410928,100,-8.507815283985465,9.844132953951592,322,1600,0.42119961977005005,-2.2261241557522258,0.004107957007363439,63,-9.150239,6.231781,0.9982532,-35.125668654810234,17.234407922046596,100.0,0.0,-0.9867329,25,-0.3512566865481023,2.26624103897484,5,0.025528431,3.304101397981867,100,6.259978,-0.4491202,32200,-9.142752,-0.23413674809373577,0.05503210797905922,1.4381047,-23.41367480937358,-35.125668654810234,-0.997579,1.0045386364210969,-10.65134360765636,-61.39366,1.0326728,160000,0.7275099410035182,0.99713886,-23.41367480937358,0.23697451,0.2954472120036371,-56.966643988591095,0.02984517,1.1008345201853913,-10.841117,-61.280518,-0.005190192735292299,0.4494034,2.1452513,0.0021810790058225393,0.7008431,-2.6783793,-61.43815,1.012865,-0.9945877,-1.3309611,100.0,-0.004217677312697137,6.2188025,-2.4763358,100
32700,0.040716596,178.3783677268366,3.143256,0.0,0.1873995,13.363439,-11.78003,-2.0991802,9.658146,-14.466239976640118,0.0069143470027484,-11.785342,100,-47.67310157640951,100,-7.836100300699879,11.05016425453403,327,1625,0.44416144490242004,-3.366500013910088,0.003175638004904613,64,-9.0535755,8.182496,0.9990108,-30.48472414908279,18.5122046790731,100.0,0.0,-0.99424,25,-0.3048472414908279,2.3106626129883807,5,0.032738075,3.1264625860203523,100,8.415981,-0.1627465,32700,-9.060801,-0.26732538499594427,0.05451424792408943,1.2043033,-26.73253849959443,-30.48472414908279,-0.98548234,0.8836461066474114,-10.256144717831186,-59.01216,1.0330793,162500,0.6461328690056689,0.99722403,-26.73253849959443,0.22734448,0.15755465801339597,-61.27034031390663,0.024652485,1.1250209368440616,-11.773343,-59.122616,-0.0075409194836696955,0.4857948,2.1526694,0.0020224610052537173,0.76382405,-2.7545416,-58.933205,0.99745154,-0.18969026,-0.6793438,100.0,-0.01666159979569633,8.201946,-2.5185194,100
33200,0.06903852,181.44619972381042,3.106219,0.0,0.19644263,12.254638,-10.527343,-2.0538023,8.426217,-21.354742709903125,0.006883501977426931,-10.512777,100,-55.60650000900977,100,-9.01399999360582,13.10772768029193,332,1650,-0.08155161887407303,-3.3575678271339258,0.004255509003996849,65,-8.993996,6.261093,0.99845904,-37.32900033747527,16.9667480691702,100.0,0.0,-0.98845255,25,-0.3732900033747526,2.29099470100482,5,0.027395625,3.0628439630090725,100,6.1839232,-0.5448576,33200,-8.982633,-0.24472578980835497,0.05570615828037262,1.2700703,-24.472578980835497,-37.32900033747527,-0.99475634,1.1171480736708486,-10.334392240869827,-64.057884,1.0327762,165000,0.5871784220216796,0.997068,-24.472578980835497,0.2523324,0.1715297409973573,-59.03294301001309,0.02337306,1.090833049068272,-10.403555,-65.09884,-0.009108068685872144,0.4285187,1.9717597,0.0020020880037918687,0.66504085,-2.7370358,-65.14923,1.0651306,-1.7435536,-2.912749,100.0,-0.00727790847816843,6.2507844,-2.4747636,100
33700,0.1294109,184.3887860837567,3.073642,0.0,0.18882412,12.431572,-10.626263,-2.1498384,6.3900037,-13.732774580779775,0.0073049629863817245,-10.603595,100,-48.17114503500709,100,-9.008740539435609,13.101889316319205,337,1675,0.5066647529602051,-4.105017184491047,0.0033643819915596396,66,-8.844758,6.291263,0.99776524,-25.93417631089263,16.91125316312893,100.0,0.0,-0.42631003,25,-0.25934176310892626,2.1612860129971523,5,0.02484367,2.9381382639694493,100,6.660846,-0.567599,33700,-8.807194,-0.22646435944395826,0.05532580986618996,1.3399299,-22.646435944395826,-25.93417631089263,-0.9969442,0.8248788982477152,-10.351782000480242,-60.614845,1.7338599,167500,0.5847638559935149,0.9963949,-22.646435944395826,0.2234932,0.17931410399614833,-59.40984891266969,0.039802514,0.9926944564351396,-10.436786,-57.93593,-0.004878909089464343,0.4688748,2.1750364,0.002104946004692465,0.6892446,-2.2405427,-57.726677,1.6968133,-0.1154361,-2.324725,100.0,-0.010421598736978052,6.285275,-2.5688722,100
34200,0.11781389,187.25658120581647,3.0630383,0.0,0.18077907,12.487243,-10.985465,-2.039089,6.714436,-16.342837144067097,0.007353860011789948,-10.99622,100,-62.306113088893525,100,-9.469010961692266,15.343178258465542,342,1700,-0.6316179633140564,-2.439415397655088,0.003518964018439874,67,-8.529252,8.134178,0.99844164,-41.285015928062215,17.97520780032808,100.0,0.0,-0.9925732,25,-0.4128501592806221,2.056226273009088,5,0.02204562,2.8627541990426835,100,8.219071,-0.2652162,34200,-8.530724,-0.2124309021549192,0.055936481803655624,1.3275262,-21.24309021549192,-41.285015928062215,-0.99579716,1.2325176475879458,-10.713713936694178,-60.759586,1.5806652,170000,0.6101867500110529,0.9970739,-21.24309021549192,0.25681716,0.18345825700089335,-58.93760147761452,0.032627556,0.9958371342694341,-11.049509,-61.085182,-0.0029572506478374168,0.50074804,1.7809501,0.0020100949914194643,0.75046057,-1.9191365,-61.13779,1.5635896,-0.24526693,-1.4634131,100.0,-0.008893905319920629,8.138739,-2.526175,100
34700,0.07248211,190.2008122628322,2.9501576,0.0,0.1848551,11.70929,-9.944879,-2.115402,6.4052672,-23.606187107789076,0.007049220992485061,-9.914043,100,-47.780245035107605,100,-8.090983457120972,8.879749481542847,347,1725,0.23490454256534576,-5.587265936156136,0.00304573102039285,68,-8.668895,4.2680373,0.9979695,-34.67492085313062,14.391545310044043,100.0,0.0,-0.99718344,25,-0.3467492085313062,2.1710527380055282,5,0.024354609,2.9399714350001886,100,4.415233,-0.44025165,34700,-8.630703,-0.23086200180001196,0.053639404475688934,0.93977433,-23.086200180001192,-34.67492085313062,-0.9965063,0.9573532836936659,-9.380832281664294,-39.003292,0.23153235,172500,0.5914973570033908,0.99521095,-23.086200180001192,0.23760585,0.1652995549957268,-53.65624224244327,0.024274021,0.9469029552969743,-9.959657,-37.95253,-0.0038018885858290253,0.4201383,2.0802991,0.002026832982664928,0.62184656,-2.3368204,-38.20864,0.22149256,-8.538969,-0.42704856,100.0,-0.02049533456359592,4.245691,-2.4954991,100
35200,0.15899867,192.9136161938368,3.021356,0.0,0.18408787,12.202212,-10.508213,-2.1131983,7.5332327,-13.645216060211368,0.007159446977311745,-10.508323,100,-38.031832513315635,100,-6.714647824693609,8.86657337976576,352,1750,0.013634957373142242,-3.32785768024623,0.003192567004589364,69,-8.311908,8.046257,0.99802625,-25.676698143501063,12.3285398571659,100.0,0.0,-0.99645114,25,-0.25676698143501064,1.9515226490038913,5,0.019968089,2.707888411998283,100,7.7776847,-0.5555592,35200,-8.302254,-0.1878346523995478,0.055641237646341324,1.4997844,-18.78346523995478,-25.676698143501063,-0.9969788,0.7090498128650212,-9.956830126996252,-75.108154,0.1733107,175000,0.5843640280072577,0.99625725,-18.78346523995478,0.2232129,0.15971032000379637,-48.416073956624125,0.016415006,0.8847362659598712,-10.639951,-78.072,-0.008065293233117679,0.42944503,2.0047197,0.0019394010014366359,0.6678408,-2.1502032,-77.476105,0.20573199,-8.430997,-4.204441,100.0,-0.008788922378913103,8.103343,-2.5030265,100
