exploration/num steps total,trainer/Policy mu Mean,time/total (s),trainer/Policy mu Max,exploration/path length Std,evaluation/Actions Std,trainer/Policy Loss,trainer/Q2 Predictions Mean,trainer/Policy log std Mean,trainer/Log Pis Max,exploration/Returns Max,time/logging (s),trainer/Q1 Predictions Mean,exploration/path length Min,exploration/Returns Min,exploration/path length Max,exploration/Rewards Min,exploration/Returns Std,exploration/num paths total,evaluation/num paths total,trainer/Alpha Loss,evaluation/Returns Max,time/data storing (s),Epoch,trainer/Q2 Predictions Max,trainer/Q2 Predictions Std,exploration/Actions Max,exploration/Returns Mean,evaluation/Returns Std,exploration/path length Mean,evaluation/path length Std,exploration/Actions Min,evaluation/Num Paths,exploration/Rewards Mean,time/training (s),exploration/Num Paths,evaluation/Actions Mean,time/epoch (s),evaluation/path length Min,trainer/Q Targets Std,trainer/Policy log std Max,replay_buffer/size,trainer/Q1 Predictions Max,evaluation/Rewards Mean,trainer/Alpha,trainer/Log Pis Std,evaluation/Returns Mean,exploration/Average Returns,evaluation/Actions Min,exploration/Rewards Std,evaluation/Rewards Min,trainer/Q Targets Min,trainer/QF2 Loss,evaluation/num steps total,time/evaluation sampling (s),evaluation/Actions Max,evaluation/Average Returns,exploration/Actions Std,time/exploration sampling (s),evaluation/Returns Min,exploration/Actions Mean,evaluation/Rewards Std,trainer/Q Targets Mean,trainer/Q1 Predictions Min,exploration/Rewards Max,trainer/Policy log std Std,trainer/Log Pis Mean,time/saving (s),trainer/Policy mu Std,trainer/Policy mu Min,trainer/Q2 Predictions Min,trainer/QF1 Loss,trainer/Q Targets Max,trainer/Log Pis Min,evaluation/path length Mean,evaluation/Rewards Max,trainer/Q1 Predictions Std,trainer/Policy log std Min,evaluation/path length Max
10700,0.16146456,60.330774029920576,2.8651505,0.0,0.32838312,25.52868,-25.128433,-1.4164075,7.1235003,-34.85866578356767,0.009229374991264194,-25.120878,100,-80.52189298553542,100,-10.303100692401948,18.377448297275674,107,525,-1.8940237760543823,-9.993616841135685,0.00297603098442778,20,-20.743696,11.506433,0.9984665,-51.88713729530245,157.3235716846182,100.0,0.0,-0.9996667,25,-0.5188713729530247,2.0406483680126257,5,0.12288513,2.743875031999778,100,12.00824,-0.4259587,10700,-20.723454,-0.7954529792009717,0.07003197073936462,1.6793189,-79.54529792009716,-51.88713729530245,-0.9905423,1.1761213830166306,-8.82557039812429,-81.00032,4.747192,52500,0.5390072050213348,0.9948314,-79.54529792009716,0.3301387,0.14962745198863558,-529.8466634583986,0.030294877,1.6966697956592858,-24.863506,-79.2217,-0.015920256317940907,0.28900188,1.2875873,0.0023866010014899075,0.93268603,-2.6530344,-79.08732,4.7235026,-0.09252754,-2.6828923,100.0,-0.017501044314877447,11.491103,-1.7111697,100
11200,0.24402528,63.02398691396229,3.2084095,0.0,0.23903584,27.039589,-26.399757,-1.415876,8.74178,-40.092376781524464,0.006544222007505596,-26.408937,100,-387.13360945755727,100,-9.718633503642256,131.41605564981302,112,550,-0.49172914028167725,-23.972026443939583,0.0029897089989390224,21,-20.46067,13.953622,0.99862194,-125.36927106472953,91.02617941838601,100.0,0.0,-0.9840452,25,-1.2536927106472968,1.9534913790121209,5,0.010027712,2.687859677040251,100,14.18126,-0.450286,11200,-20.449688,-0.6149219304380649,0.06278096139431,1.9619807,-61.49219304380651,-125.36927106472953,-0.99383485,1.7448612213369314,-10.17960202778912,-92.67936,4.524394,55000,0.5511817510123365,0.9971578,-61.49219304380651,0.45376334,0.17162400000961497,-498.5027459420961,0.19835453,1.3573179803888389,-26.294712,-91.45498,-0.015188409211683252,0.35172173,1.8223473,0.002028615999734029,1.118814,-2.7829332,-91.53898,4.5195236,-0.3543763,-1.6027821,100.0,-0.08141590574117273,13.971621,-1.837188,100
11700,0.11659029,65.82839636490098,3.137728,0.0,0.2948928,24.651941,-24.14878,-1.5370215,6.400468,-27.913519621499628,0.007178290979936719,-24.137617,100,-65.10771696851819,100,-9.458061993437447,14.267767944141726,117,575,-1.4459757804870605,-20.45414919332475,0.0029241629817988724,22,-20.058167,10.4571495,0.9972003,-40.09481807445796,111.55064803537532,100.0,0.0,-0.9877124,25,-0.40094818074457966,2.084012002014788,5,0.04543748,2.799524442991242,100,11.023034,-0.29926583,11700,-20.027565,-0.7191014288928498,0.05754128843545914,1.5501165,-71.91014288928496,-40.09481807445796,-0.9932931,0.8303195466400375,-10.21119560219115,-97.73095,28.321589,57500,0.5462362630059943,0.9962293,-71.91014288928496,0.28998637,0.15756992099341005,-454.62281333460663,0.011849171,1.4562638179096417,-23.62278,-97.276955,-0.009189244572267951,0.37564626,1.4935439,0.0016038030153140426,0.9777012,-2.9408588,-97.427536,28.155489,-0.5721266,-2.4212487,100.0,-0.06442476691658704,10.443628,-1.9770578,100
12200,0.15260059,68.57048169287737,2.8965945,0.0,0.30885234,24.629274,-23.934866,-1.6674632,5.6121836,-22.707802573026882,0.007163077010773122,-23.959528,100,-72.24012948906889,100,-10.344471392635873,17.09061474928802,122,600,-0.4122161865234375,-12.066058836369992,0.0028751099889632314,23,-19.781967,10.214327,0.9986198,-53.50666352850319,116.60360753659752,100.0,0.0,-0.99818885,25,-0.535066635285032,2.017929898982402,5,0.01041388,2.737019278021762,100,10.604079,-0.54243064,12200,-19.79914,-0.6248840671202975,0.053715601563453674,1.2584298,-62.488406712029736,-53.50666352850319,-0.9964788,1.401922190293875,-9.672475139873695,-76.20141,0.6942756,60000,0.5509278180252295,0.9937866,-62.488406712029736,0.31547874,0.15545752400066704,-482.52580976704047,0.026377628,1.4310775290918947,-24.22311,-75.81317,-0.00825883905859238,0.40516552,1.859021,0.0026658500137273222,0.96559024,-2.7425728,-75.663025,0.6504856,-19.823524,-1.6170228,100.0,-0.01944742216036807,10.262193,-2.1215858,100
12700,0.05972125,71.32729803089751,3.0343416,0.0,0.41268024,24.436132,-23.187449,-1.7561498,9.417494,-49.02482235709006,0.007023021986242384,-23.172867,100,-79.65556366665268,100,-10.256453842364971,11.230572381288496,127,625,0.16812540590763092,-20.617720534706496,0.003027742000995204,24,-19.2511,10.608472,0.99966353,-65.8097654369495,158.86932153784184,100.0,0.0,-0.99774873,25,-0.6580976543694949,2.0059520500071812,5,-0.017020402,2.751985742012039,100,10.416301,-0.52820754,12700,-19.24977,-1.1179632745763084,0.05139298364520073,1.7967299,-111.7963274576308,-65.8097654369495,-0.9964857,1.5563344764219067,-11.093884026311502,-93.52862,26.094063,62500,0.5734072260092944,0.9959891,-111.7963274576308,0.3035525,0.16058118399814703,-568.6736916438225,0.036451705,1.8153091718887013,-22.605625,-92.61997,-0.004967453194029321,0.41320452,2.0566418,0.001994518010178581,0.9429155,-2.9375024,-92.467545,25.970318,-3.1013188,-1.9113415,100.0,-0.101945714889579,10.619549,-2.229584,100
13200,0.108300515,73.96909528187825,2.9917574,0.0,0.26356035,22.601658,-21.698736,-1.7839334,6.553092,-23.41252056293489,0.0053108540014363825,-21.691877,100,-77.89852376719955,100,-10.651445192814787,18.83454408828767,132,650,-1.167724847793579,-16.981065503539078,0.0030102960008662194,25,-18.987806,7.970044,0.9996959,-45.005331777212156,64.94575947478367,100.0,0.0,-0.9992819,25,-0.45005331777212154,1.941041526995832,5,0.022121027,2.6375246979878284,100,8.352163,-0.44841075,13200,-19.051966,-0.5134085112155128,0.049527328461408615,1.4832869,-51.34085112155126,-45.005331777212156,-0.9956785,1.1222789768507377,-10.419928363057814,-73.328995,3.690507,65000,0.538131221983349,0.9959539,-51.34085112155126,0.28211293,0.14799341300386004,-361.232363479818,0.012680448,1.2134589856011162,-21.535612,-72.8082,-0.013343192570905136,0.3801114,1.6114168,0.002037386002484709,0.78599054,-1.7912718,-73.10769,3.6998062,-0.7218648,-3.5942278,100.0,-0.06866003394461431,7.9340014,-2.1830075,100
13700,0.04782186,76.63736871094443,3.1643817,0.0,0.3674149,22.473335,-21.170544,-1.8634424,6.6587143,-24.25004889892302,0.006848354008980095,-21.18026,100,-79.47331998425013,100,-10.234339195293714,20.43537605942892,137,675,-0.379911333322525,-25.127233578926862,0.0030118470021989197,26,-18.373932,6.7075663,0.99955976,-59.738344974779125,107.1090276948278,100.0,0.0,-0.99256754,25,-0.5973834497477912,1.9535771119990386,5,0.011559939,2.6640894500305876,100,7.083443,-0.3593658,13700,-18.392797,-0.8191701038993884,0.049160465598106384,1.3734109,-81.91701038993888,-59.738344974779125,-0.99684066,1.5016276252332694,-9.168208579388185,-55.746105,3.555582,67500,0.5521515230066143,0.99679005,-81.91701038993888,0.27409223,0.1465266160084866,-401.0611720031021,0.045032892,1.4594368850483914,-21.20412,-55.160545,-0.009014292577594424,0.42007014,1.873897,0.0019739980052690953,0.8622773,-3.1013932,-54.583893,3.575869,-0.5341519,-2.5444086,100.0,-0.11812717204570683,6.7752976,-2.2569067,100
14200,-0.098732196,79.25724739892757,2.9280798,0.0,0.2544024,21.619202,-20.269424,-1.91496,5.781516,-24.676830587833354,0.006225757009815425,-20.255932,100,-80.2844421496626,100,-10.705015017155327,21.2967955595139,142,700,0.24848487973213196,-22.731219964585108,0.0028444020135793835,27,-18.064793,6.669879,0.9991564,-49.23385635983715,95.03261921912197,100.0,0.0,-0.9873995,25,-0.4923385635983714,1.9235122870013583,5,0.020414973,2.6150269620120525,100,7.375115,-0.36194924,14200,-18.059841,-0.5784885331792073,0.04928779974579811,1.2425814,-57.84885331792075,-49.23385635983715,-0.9959021,1.168998765932286,-10.683086946136944,-73.7688,6.796568,70000,0.5343467530037742,0.99662524,-57.84885331792075,0.26106748,0.1465230259927921,-516.3924354089079,0.029374933,1.2894555025016057,-20.021227,-71.63404,-0.03375105883768792,0.41698626,2.0825503,0.0015747369907330722,0.80185086,-2.898778,-71.96997,6.767638,-0.1083174,-2.36447,100.0,-0.06399329211088833,6.6260595,-2.3353124,100
14700,0.059186712,81.85740370987332,3.01826,0.0,0.31795248,23.195314,-21.96375,-1.8643526,9.653738,-26.21795038065823,0.00658420697436668,-21.955847,100,-83.03091300988584,100,-10.196049164787029,20.61350260863322,147,725,0.5379568338394165,-23.42593379987795,0.002949298999737948,28,-17.73649,12.04237,0.99888784,-45.217482299864635,84.04812868217684,100.0,0.0,-0.96635187,25,-0.4521748229986462,1.9027918959909584,5,0.020217035,2.5963464090018533,100,12.437386,-0.29721484,14700,-17.759209,-0.6825923388563203,0.04777611419558525,1.7326368,-68.259233885632,-45.217482299864635,-0.9972848,1.0223863042596155,-11.36520077409409,-86.85025,3.5937533,72500,0.5336077170213684,0.99568796,-68.259233885632,0.25770956,0.14850133302388713,-370.76462454575824,0.030332368,1.3024901528716395,-21.87562,-82.267784,-0.01916491934221239,0.42193142,2.1768878,0.0019119569915346801,0.9493829,-3.3004074,-82.62713,3.639468,-1.0063058,-2.0664237,100.0,-0.1250455100463343,12.064679,-2.2930708,100
15200,0.077009544,84.48027632985031,3.5045028,0.0,0.35405862,22.771032,-21.751936,-1.7957644,9.869773,-17.95198563972667,0.006589726981474087,-21.785652,100,-46.21348738809277,100,-7.684578841010213,10.630849840506922,152,750,-0.13417771458625793,-10.397469865437335,0.003072483988944441,29,-17.644018,11.285259,0.9969182,-30.735971485501608,110.02573966645903,100.0,0.0,-0.99604744,25,-0.307359714855016,1.9125278040010016,5,0.006827062,2.6181207849876955,100,11.243946,-0.26219836,15200,-17.652475,-0.686370775580018,0.04415704682469368,1.8509511,-68.6370775580018,-30.735971485501608,-0.9961395,0.6894274895399188,-10.32170988644435,-75.67158,0.53619456,75000,0.5391609409998637,0.99805695,-68.6370775580018,0.2518704,0.15482332900865003,-423.44878119969275,0.018572086,1.437203830710459,-21.785479,-73.88444,-0.014223991807537043,0.4068575,1.9569911,0.0019465000077616423,0.9696189,-3.2004926,-74.20182,0.49979022,-17.470078,-1.8365088,100.0,-0.07109967160411826,11.280773,-2.168367,100
15700,0.024202252,87.0807905458496,3.2892733,0.0,0.25983885,20.990883,-19.710346,-1.8285565,7.41799,-32.00339879891947,0.005701009009499103,-19.71958,100,-70.37678141794258,100,-10.386717527447976,14.27010043453104,157,775,-0.5222569108009338,-12.259423702321332,0.0029058110085316002,30,-17.106518,7.540409,0.99886984,-43.3340326852268,75.79663632949391,100.0,0.0,-0.99939203,25,-0.43334032685226803,1.9157496840052772,5,0.015661359,2.5960390510153957,100,7.736226,-0.21554369,15700,-17.162834,-0.4277553341167097,0.04153214767575264,1.4756784,-42.77553341167094,-43.3340326852268,-0.99727714,1.0987593737135788,-10.115642392331063,-68.58351,3.1105337,77500,0.5219676310080104,0.9980592,-42.77553341167094,0.2809733,0.14035103499190882,-408.82118267578034,0.033422362,1.1088290677715822,-19.71861,-67.94196,-0.008413359304107535,0.4441291,1.8358308,0.00936388099216856,0.86868095,-3.2133162,-67.860855,3.108701,-1.2531528,-2.3232884,100.0,-0.05625929580079799,7.554605,-2.2618425,100
16200,0.17176424,89.67278930082102,3.1815546,0.0,0.24146612,22.151527,-21.09279,-1.8809586,7.8206997,-21.267877371139452,0.006614821002585813,-21.094917,100,-70.01055617306187,100,-10.103082684686223,19.708953921275725,162,800,0.18912486732006073,-9.025732154339774,0.002830501995049417,31,-16.936686,12.180902,0.9997991,-42.920826265064974,46.79369462259303,100.0,0.0,-0.9112401,25,-0.42920826265064976,1.9128314580011647,5,0.017100051,2.5873004070017487,100,12.859811,-0.27639192,16200,-16.945734,-0.3742138250366635,0.04110848531126976,1.8167661,-37.42138250366634,-42.920826265064974,-0.99392617,1.2216467981537493,-10.70743322056694,-84.86752,6.22765,80000,0.5192076409875881,0.9986762,-37.42138250366634,0.26842663,0.14374660400790162,-247.8180971209616,0.04017036,1.107312542124142,-20.944534,-83.61134,-0.00865835924306442,0.50297683,2.0592551,0.0020693810074590147,0.99765307,-3.3581824,-83.74377,6.301227,-0.19817735,-3.8673935,100.0,-0.04116135150576099,12.15293,-2.3251836,100
16700,0.057710513,92.27357179683167,3.0311813,0.0,0.23143937,20.523342,-19.389563,-1.9600564,9.717575,-30.79665558396567,0.006650411989539862,-19.377487,100,-43.51610803671643,100,-7.8077328560300945,4.38824870189595,167,825,-0.4776476323604584,-7.896795110361943,0.0029642140143550932,32,-16.429283,11.249942,0.9987946,-37.19299250995343,39.60069808895648,100.0,0.0,-0.99891967,25,-0.3719299250995343,1.9054951220168732,5,0.007913922,2.59596405402408,100,11.035893,-0.44440788,16700,-16.447262,-0.34008221830378305,0.044344596564769745,1.6005489,-34.00822183037832,-37.19299250995343,-0.9978926,0.9815205450388746,-11.096828732821,-90.234566,3.2472548,82500,0.5339717949973419,0.9980396,-34.00822183037832,0.26580933,0.14495021701441146,-211.62515701269558,0.03555549,1.0269767580208966,-19.435389,-95.437874,-0.004518070612903045,0.43513831,1.846704,0.0019322939915582538,0.8392873,-3.1371548,-95.51003,3.2320774,-0.0531792,-4.7714744,100.0,-0.06938952628271369,11.261577,-2.3620582,100
17200,-0.04082074,94.86374546281877,3.093529,0.0,0.19652149,21.606365,-20.209173,-1.8231072,8.619484,-26.975961527817226,0.0049541589978616685,-20.218596,100,-412.2291797088429,100,-9.603682236732295,148.45250220756776,172,850,0.4185851812362671,-13.90139797155632,0.0029352399869821966,33,-16.129189,12.279933,0.99898744,-116.47507539440478,12.71813058458647,100.0,0.0,-0.99955755,25,-1.1647507539440471,1.908240004995605,5,0.03160123,2.5858259290107526,100,13.102071,-0.3106836,17200,-16.16003,-0.3336929756319213,0.046684738248586655,1.6067315,-33.369297563192134,-116.47507539440478,-0.99828464,1.7697230292768553,-10.027713168687075,-85.73584,8.360361,85000,0.521700684010284,0.9958979,-33.369297563192134,0.47865924,0.14594402600778267,-64.43666997758,0.016998146,0.9699018145288338,-20.08052,-82.35539,-0.017556655818055957,0.4945981,2.136592,0.002051815012237057,0.98429364,-3.0009649,-82.45563,8.317506,-0.16371925,-3.931365,100.0,-0.13178719636770428,12.272964,-2.3174152,100
17700,-0.0085342005,97.43926727975486,3.2483954,0.0,0.3620358,18.832474,-17.289728,-1.9452782,7.246642,-16.531437329318543,0.0066000259830616415,-17.292707,100,-42.374005069740086,100,-6.6460056296328025,9.062982588262384,177,875,-0.3224276304244995,-8.83744978248105,0.0028829329821746796,34,-15.75274,4.1744885,0.9987791,-31.654954532254965,153.09487331945425,100.0,0.0,-0.9980241,25,-0.31654954532254964,1.8848789260082413,5,0.008246071,2.570739519986091,100,4.6263566,-0.2908788,17700,-15.74691,-0.8107028534067732,0.046047575771808624,1.3246553,-81.07028534067734,-31.654954532254965,-0.99851954,0.7240887653564687,-10.636588732798701,-45.11832,2.8668356,87500,0.5312434200022835,0.9976189,-81.07028534067734,0.26319486,0.14318617701064795,-607.0007076880642,0.022011431,1.8177511836355822,-17.415876,-44.716537,-0.012894310648971221,0.43148065,1.8952526,0.0019480379996821284,0.74180305,-3.1062138,-44.64312,2.8511121,-0.39316067,-2.310824,100.0,-0.058663328108778535,4.1771026,-2.3429499,100
18200,0.063000515,100.04947244076175,3.0056064,0.0,0.30280983,18.788568,-17.359068,-1.9080441,5.357298,-29.54298029708844,0.00621354699251242,-17.339012,100,-54.997110491384774,100,-8.766235258097495,8.876074448480571,182,900,-0.18852567672729492,-8.025467877374824,0.003016343980561942,35,-15.459396,5.5738554,0.9996001,-38.83232939736051,118.18484155345764,100.0,0.0,-0.9819715,25,-0.38832329397360515,1.9276948190235998,5,0.018610613,2.606264789006673,100,5.860853,-0.1721882,18200,-15.430332,-0.6480685518101637,0.04581332951784134,1.0119909,-64.8068551810163,-38.83232939736051,-0.99782693,1.0345715794964685,-11.510268115756912,-48.86822,2.707852,90000,0.5216975540097337,0.99705315,-64.8068551810163,0.26561674,0.14568402199074626,-495.0390470018253,0.041984078,1.608330676352011,-17.396727,-49.571243,-0.009185596618054308,0.4769711,1.9388537,0.0019585030095186085,0.7501507,-3.3203192,-49.91615,2.6911256,-0.3418924,-3.4649768,100.0,-0.029559018995828423,5.580393,-2.385448,100
18700,0.057351023,102.65161586672184,3.1748207,0.0,0.17603447,19.643248,-18.104683,-2.0569136,6.314635,-19.739128292692058,0.006529930979013443,-18.083982,100,-63.77579041792474,100,-9.817277118057602,15.7312415928599,187,925,-0.019026555120944977,-5.174140337288363,0.002945796004496515,36,-15.096966,9.283173,0.999547,-43.8108714930079,16.438154743889566,100.0,0.0,-0.99712294,25,-0.4381087149300789,1.9196040609967895,5,0.025741663,2.597704432992032,100,9.317441,-0.47418895,18700,-15.043402,-0.2112686529693312,0.04727096110582352,1.4055552,-21.126865296933126,-43.8108714930079,-0.9938725,1.3067577731624058,-10.157125327806318,-64.90413,0.20923421,92500,0.5241353540041018,0.9969307,-21.126865296933126,0.2580214,0.14256499300245196,-61.95266884504992,0.03794929,0.8986718068818274,-18.268028,-62.815136,-0.0037461712078717814,0.42115858,1.9937656,0.0019242980051785707,0.7525162,-3.1043105,-62.663876,0.21701251,-15.198253,-1.7527214,100.0,-0.050803013063365876,9.2754545,-2.5003557,100
19200,0.072431296,105.27502319269115,2.9880016,0.0,0.17012422,19.469091,-18.07497,-2.0333424,9.24447,-15.156578655816164,0.0065446189837530255,-18.078747,100,-70.32781295344157,100,-10.433141433462184,24.69411442438223,192,950,0.21254214644432068,-3.1117333817692603,0.0028561030048877,37,-14.7359295,11.444136,0.99880654,-40.47406535006982,12.721650388466845,100.0,0.0,-0.9883168,25,-0.40474065350069827,1.9270630510000046,5,0.018689862,2.61861190199852,100,11.417634,-0.5502419,19200,-14.704608,-0.17356057949831966,0.04936397075653076,1.6461862,-17.356057949831968,-40.47406535006982,-0.9985236,1.2670954978969287,-9.605691598188919,-89.06333,2.3919654,95000,0.5340235639887396,0.99528855,-17.356057949831968,0.24297349,0.1462108520208858,-47.72381719413468,0.029421752,0.7934360292211451,-17.978714,-91.22895,-0.004064733829712662,0.43513662,2.0706434,0.0019137130002491176,0.7827669,-2.9283905,-91.18391,2.3955176,-0.087676436,-2.8663006,100.0,-0.02965029365097298,11.443367,-2.5100513,100
19700,0.034952015,107.85606601968175,3.236957,0.0,0.17621149,19.035833,-17.527447,-1.9590805,8.7395735,-14.434973109005947,0.006616173981456086,-17.538092,100,-67.94533206628259,100,-9.930839685557,19.038738167015417,197,975,-0.007744633127003908,-1.6598555597909046,0.0030038109980523586,38,-14.360795,10.9890995,0.99828315,-35.02410346128614,11.307905676314807,100.0,0.0,-0.99949974,25,-0.3502410346128615,1.897075444983784,5,0.02513886,2.576334532961482,100,10.7119,-0.45213178,19700,-14.36144,-0.16587767294172615,0.048772942274808884,1.4097221,-16.587767294172615,-35.02410346128614,-0.9978479,1.0433264059701495,-9.243258270889173,-89.95704,2.7627144,97500,0.5234533339971676,0.99662614,-16.587767294172615,0.23762304,0.1445403629913926,-41.22008402942885,0.018886158,0.8117740061738502,-17.594769,-95.76258,-0.004260346780929458,0.47465068,1.9974359,0.0016454060096293688,0.8146221,-3.1501994,-95.649445,2.7085252,-0.079927124,-2.5745387,100.0,-0.002215129073766959,10.992412,-2.481448,100
20200,0.10598782,110.44264618563466,3.0974169,0.0,0.1985061,17.591276,-16.05259,-2.0693116,6.176163,-16.31336510408027,0.0065547809936106205,-16.037214,100,-41.5406372542554,100,-7.90766446381829,8.464578004387537,202,1000,0.2146214246749878,-4.2327194204538925,0.0028772999939974397,39,-13.874365,5.813868,0.9973235,-27.52596774087969,15.567966316407823,100.0,0.0,-0.74641967,25,-0.275259677408797,1.8969981939881109,5,0.03188757,2.581981596944388,100,6.0066643,-0.544033,20200,-13.854954,-0.25521864282335854,0.048566337674856186,1.2663574,-25.52186428233586,-27.52596774087969,-0.99895585,0.7685706030099112,-10.290246243087585,-44.679596,2.0656273,100000,0.5238117369881365,0.9976277,-25.52186428233586,0.23068833,0.14997125999070704,-61.00266907038835,0.036319204,1.0665986524129742,-16.238792,-44.21861,-0.004355170600394909,0.46671674,2.0709517,0.0017683249898254871,0.73378736,-2.5551848,-44.526848,2.0697918,-0.16768083,-2.1991973,100.0,-0.029586861281626634,5.821249,-2.5543787,100
20700,0.2018692,113.01978407468414,3.078539,0.0,0.19752067,19.206995,-17.950287,-1.9089264,7.1290474,-16.77164447677617,0.00643996600410901,-17.981783,100,-53.8732281850508,100,-9.240678849038074,13.061605796828157,207,1025,0.2904168963432312,-5.544797735138214,0.0030859670077916235,40,-13.819137,10.357989,0.997304,-30.517485634254836,15.967029356675951,100.0,0.0,-0.99844503,25,-0.30517485634254843,1.9006776830065064,5,0.029150678,2.5726341890404,100,10.814674,-0.2599092,20700,-13.872576,-0.24136991403283686,0.048054397106170654,1.4248086,-24.136991403283687,-30.517485634254836,-0.99813944,0.876836781995346,-10.772742928074893,-77.6497,0.6000712,102500,0.5169954930024687,0.9963914,-24.136991403283687,0.24455619,0.14354890200775117,-61.37722981095329,0.021535758,1.040504101715497,-18.191362,-75.60447,-0.0070186271835085455,0.4991608,2.095672,0.0018861780117731541,0.9396278,-3.5100055,-75.34141,0.5504224,-13.80123,-2.602961,100.0,-0.012480049374475161,10.369473,-2.4685674,100
21200,0.01694898,115.61905812472105,2.9995675,0.0,0.18564196,18.287714,-16.720797,-1.9170552,6.1431017,-20.217085299267545,0.006733117013936862,-16.756088,100,-73.96380803426489,100,-10.755666211028464,19.577420565509808,212,1050,-0.22859139740467072,-5.206800157452108,0.0028772389923688024,41,-13.610649,8.846336,0.99849105,-56.98794241587359,18.989056826624594,100.0,0.0,-0.9613201,25,-0.5698794241587362,1.9094845569925383,5,0.019979114,2.594800409016898,100,9.285153,-0.30255735,21200,-13.6409,-0.2497328761370999,0.047025781124830246,1.205492,-24.97328761370999,-56.98794241587359,-0.99876845,1.6020904601941508,-10.58763164804017,-78.299355,0.41456756,105000,0.5218531500140671,0.9960424,-24.97328761370999,0.27938333,0.13998845699825324,-62.439082528963695,0.046328414,1.0376614379863287,-16.835474,-74.521614,-0.003028852864251505,0.4889007,1.9252172,0.013863889005733654,0.8098354,-2.8614588,-74.35492,0.34239537,-13.547639,-1.4021502,100.0,-0.013875241717912356,8.875584,-2.4204268,100
21700,0.08116949,118.35003408271587,3.0959816,0.0,0.18216491,18.321413,-16.850975,-1.9373107,9.083895,-15.863572261016925,0.006619182997383177,-16.831505,100,-26.723427929222346,100,-4.608269306919762,3.9906981631199163,217,1075,0.1275814026594162,-6.773564493690802,0.0029790420085191727,42,-13.3398695,10.203383,0.9835825,-22.831090007297405,16.457790382063834,100.0,0.0,-0.9979955,25,-0.22831090007297414,2.0197884280059952,5,0.023385793,2.726108152011875,100,10.487988,-0.47164178,21700,-13.307459,-0.2540145786751136,0.04743996635079384,1.5475236,-25.40145786751137,-22.831090007297405,-0.9988829,0.4797821489482608,-10.63851687677391,-72.27843,6.1821375,107500,0.5375879330094904,0.9974564,-25.40145786751137,0.21773371,0.15709602201241069,-58.93603998887838,0.0075101415,0.9778007517085519,-16.524836,-73.017746,-0.003203628273233583,0.45710456,2.041854,0.002037543978076428,0.86806995,-3.5602567,-72.849075,6.132996,-0.3191685,-3.6072173,100.0,-0.03031923051951606,10.207562,-2.4154804,100
22200,0.15316135,121.05163100277423,3.1625893,0.0,0.16916339,16.269156,-14.820906,-1.9953367,8.384104,-27.15752865803788,0.00667775800684467,-14.85765,100,-43.02268561681712,100,-7.8137790617032294,7.234386260150456,222,1100,-0.651346743106842,-1.2478251033388836,0.002886150003178045,43,-12.991209,6.283106,0.99870425,-33.99963278748432,9.825116388491644,100.0,0.0,-0.99969244,25,-0.33999632787484324,2.021783673990285,5,0.013129605,2.696810107008787,100,6.5157332,-0.57153153,22200,-13.011138,-0.1327207444503489,0.04911387339234352,1.4949456,-13.272074445034894,-33.99963278748432,-0.9987187,0.9100546520234815,-8.27676081609948,-59.362038,1.7695891,110000,0.5148903799999971,0.99582124,-13.272074445034894,0.2525521,0.14863110802252777,-33.840775417394106,0.011016679,0.6947697404570709,-14.8267355,-58.856464,-0.004663640508484038,0.42060065,1.7838597,0.0019410369859542698,0.6688222,-1.1252434,-59.132137,1.7493149,-0.30190903,-3.29137,100.0,-0.0057854585865279185,6.3011637,-2.438387,100
22700,0.07218381,123.64225741976406,3.29852,0.0,0.18311453,16.406809,-15.304087,-2.0610554,10.061756,-14.294675293935875,0.006558140012202784,-15.340618,100,-31.58527465215249,100,-6.080830299742473,6.5198027525142255,227,1125,-0.464903324842453,-4.340684529816096,0.0029183810111135244,44,-12.695175,10.322996,0.9972793,-25.64797728064097,15.18105281397154,100.0,0.0,-0.99643075,25,-0.25647977280640977,1.9051155589986593,5,0.020843852,2.5857253819995094,100,9.765514,-0.53548944,22700,-12.706816,-0.21547153629184818,0.047575920820236206,1.6377164,-21.54715362918482,-25.64797728064097,-0.99885076,0.652767069372557,-10.365919419349767,-89.240555,0.49387714,112500,0.526708917983342,0.9970978,-21.54715362918482,0.22638777,0.1425051880069077,-58.93972933224514,0.008238603,0.932106327909521,-15.357189,-96.05377,-0.006182694792297458,0.39541778,1.8473467,0.0019191959872841835,0.6968689,-3.080669,-95.8599,0.50859594,-12.724366,-3.8426774,100.0,-0.017363994556539322,10.327085,-2.4942589,100
