exploration/Rewards Std,evaluation/Actions Min,exploration/Actions Max,evaluation/Returns Max,trainer/Q2 Predictions Max,trainer/Policy log std Min,trainer/Q1 Predictions Max,time/saving (s),trainer/Q1 Predictions Std,exploration/num paths total,exploration/Average Returns,evaluation/Returns Min,exploration/Actions Std,trainer/Log Pis Min,trainer/QF1 Loss,exploration/path length Mean,evaluation/Rewards Std,trainer/Log Pis Std,evaluation/Returns Mean,exploration/Returns Max,exploration/Actions Mean,exploration/Returns Std,exploration/Rewards Min,evaluation/Rewards Mean,trainer/Q2 Predictions Min,evaluation/Num Paths,trainer/Policy mu Std,evaluation/num paths total,trainer/Q Targets Std,evaluation/Rewards Max,time/data storing (s),exploration/Actions Min,evaluation/Rewards Min,time/evaluation sampling (s),exploration/path length Std,evaluation/Actions Std,exploration/path length Max,trainer/Policy log std Max,exploration/Returns Mean,trainer/Q Targets Max,evaluation/path length Mean,trainer/Q2 Predictions Std,evaluation/path length Std,exploration/Num Paths,evaluation/num steps total,time/training (s),trainer/Policy log std Mean,evaluation/Actions Mean,trainer/Alpha,trainer/Q Targets Mean,Epoch,evaluation/Actions Max,trainer/Policy mu Mean,time/logging (s),evaluation/path length Max,trainer/Q1 Predictions Mean,trainer/Log Pis Max,time/total (s),evaluation/Average Returns,exploration/num steps total,trainer/Policy Loss,trainer/Log Pis Mean,trainer/Policy mu Min,replay_buffer/size,trainer/Policy mu Max,time/epoch (s),trainer/Q Targets Min,trainer/Alpha Loss,evaluation/path length Min,trainer/QF2 Loss,time/exploration sampling (s),trainer/Q1 Predictions Min,exploration/path length Min,trainer/Q2 Predictions Mean,trainer/Policy log std Std,evaluation/Returns Std,exploration/Rewards Mean,exploration/Returns Min,exploration/Rewards Max
2.641067570019373,-0.0004414633,0.9974184,-67.18013683965194,0.0012106758,-0.0030851858,0.0061610723,0.002428034000331536,0.0017481626,7,-762.0739928797547,-1187.4443764156163,0.6410188,-1.8267384,69.805244,100.0,3.475789639177319,0.2985997,-583.9142879380252,-485.185800437747,0.06453932,167.27952851354485,-12.205793209862337,-5.839142879380251,-0.00416175,15,0.00057420554,15,2.7621047,-0.6090684061209015,0.0031119309933274053,-0.99792504,-11.901696561650294,0.34432236599968746,0.0,0.00067527965,100,0.000668854,-762.0739928797547,-1.3619374,100.0,0.0010886063,0.0,5,1500,2.309683902996767,-0.0012552218,0.0010597366,0.9997000694274902,-7.8830414,0,0.0022904498,0.0005903048,0.005088491001515649,100,0.0026370508,-0.5895226,3.079813853975793,-583.9142879380252,700,-1.2942002,-1.2958542,-0.0006897644,700,0.002083722,2.8312749629913014,-12.997382,-0.0,100,69.741516,0.16664023799967254,-0.0002731788,100,-0.0016652329,0.00072661316,347.55798469281723,-7.620739928797547,-975.6028676016382,-0.45289194400256844
0.8473826721346353,-0.6105311,0.98708737,-224.66256485890202,-5.061396,-0.27570745,-4.8317957,0.0020490040042204782,6.2455506,12,-274.32758404358856,-499.39168270054574,0.5862468,-2.9837008,0.8550743,100.0,1.155185849937563,0.7283702,-302.0514048719457,-228.6493992641031,-0.089110285,39.95657579085609,-4.693857374047762,-3.0205140487194573,-26.996609,15,0.42899203,30,6.1569924,-0.3444966526271284,0.00415362800413277,-0.98915714,-11.020284602543178,0.4326481770040118,0.0,0.37319836,100,-0.13068329,-274.32758404358856,-4.1765013,100.0,6.1750846,0.0,5,3000,2.6242518610015395,-0.21815029,-0.049054015,0.8633244037628174,-12.415508,1,0.6291391,-0.14445643,0.004723019999801181,100,-11.971985,0.79239726,6.395015276983031,-302.0514048719457,1200,10.554263,-0.9372897,-0.72966,1200,0.73781043,3.309437774012622,-26.56817,-0.4308646321296692,100,0.7704898,0.2416120839989162,-26.874508,100,-12.066515,0.035806753,76.79662993737543,-2.7432758404358846,-333.7419137549587,-0.07936378214052998
0.8346024003746636,-0.84186393,0.99444413,-52.308755920356184,-9.153914,-0.45697626,-9.262568,0.0020429819996934384,10.399157,17,-147.1754136746702,-95.49312433134178,0.5557557,-3.263289,0.82230085,100.0,0.7395091464331782,0.927122,-66.61443562688632,-125.50055003906509,-0.002174036,12.839512634099721,-6.284323895745826,-0.6661443562688633,-45.28918,15,0.60931754,45,10.699602,-0.23324221391006267,0.006466508006269578,-0.98742986,-8.30762314345354,0.3738522799976636,0.0,0.121220775,100,-0.16660982,-147.1754136746702,-8.298691,100.0,10.403917,0.0,5,4500,2.307149828004185,-0.29811355,-0.011563614,0.7513443231582642,-18.549824,2,0.82353854,-0.13598546,0.004922605003230274,100,-18.582586,2.1878014,9.267000408988679,-66.61443562688632,1700,16.688694,-0.85564446,-1.3455054,1700,1.279435,2.867054056012421,-46.91767,-0.8156571388244629,100,0.80170405,0.17261985300137894,-45.245995,100,-18.566893,0.08784291,12.470095636432074,-1.471754136746702,-160.46545848437492,-0.1672643625477972
1.0761820620241391,-0.9022557,0.9753007,-71.4603026906757,-11.842488,-0.5226693,-11.993447,0.001996019003854599,13.200816,22,-142.09048033091804,-125.92727096070439,0.5656217,-3.218274,17.097237,100.0,0.9241328000459185,1.3378047,-92.50497554128124,-115.02256106612548,-0.01792277,15.745099961294638,-9.730539586557988,-0.9250497554128124,-55.862293,15,0.73639643,60,13.63008,-0.14969667635437625,0.0030660370030091144,-0.97667646,-10.382577520342345,0.36236689500219654,0.0,0.15438446,100,-0.17780122,-142.09048033091804,-1.5800066,100.0,13.188098,0.0,5,6000,2.1543032820045482,-0.36005235,5.686283e-06,0.6574201583862305,-22.124304,3,0.9132529,-0.22039507,0.005685871998139191,100,-22.501947,3.1479888,11.969202080996183,-92.50497554128124,2200,20.360806,-0.47838256,-1.5133762,2200,1.4810178,2.698037544010731,-59.852676,-1.0388654470443726,100,17.004063,0.17061943899898324,-56.064816,100,-22.527061,0.0930569,15.944827635673194,-1.4209048033091805,-158.55825549310862,-0.0629941248186166
0.7476304342359651,-0.9341999,0.98507917,-60.556328670077306,-13.968151,-0.6087795,-13.957434,0.002484623000782449,13.35271,27,-111.83438196034047,-95.24208145941202,0.5441531,-4.403856,1.1040977,100.0,0.8145894887445336,1.2690461,-78.44894764338481,-91.4989973396126,-0.0062982203,13.110915958764151,-6.602909826375584,-0.7844894764338481,-69.03399,15,0.7262846,75,13.774748,-0.32124814432297505,0.0030549820003216155,-0.9885843,-7.643784141205567,0.36271774800115963,0.0,0.15639502,100,-0.2608362,-111.83438196034047,-13.8101635,100.0,13.340535,0.0,5,7500,2.3050582180003403,-0.3956394,-0.0106791165,0.5757189393043518,-22.970837,4,0.9167859,-0.10616826,0.00483116499526659,100,-22.607603,3.4470992,14.821518862983794,-78.44894764338481,2700,20.53862,-0.60431314,-1.6295155,2700,1.5710415,2.8479507609954453,-72.84129,-1.4372568130493164,100,1.0930796,0.16980402499757474,-69.37013,100,-22.586584,0.08006369,11.959480176296232,-1.1183438196034043,-124.48210521465457,-0.10794366553849714
1.0314221444979437,-0.9435349,0.9959079,-59.898280191923,-15.727521,-0.68748504,-15.787167,0.0021658160039805807,16.188475,32,-111.03650095489638,-97.68631944051243,0.53623706,-4.7584324,1.0107225,100.0,0.7279618714421487,1.4697863,-73.56276633190745,-85.68767698374421,0.011900236,15.586300191031128,-8.165476672841043,-0.7356276633190745,-73.12532,15,0.9199031,90,16.6638,-0.33593924374083894,0.0030610979956691153,-0.98960114,-8.357616477811725,0.3827672830011579,0.0,0.15691856,100,-0.35524556,-111.03650095489638,-15.203706,100.0,16.172424,0.0,5,9000,2.381559298999491,-0.49930876,-0.00813562,0.5033887028694153,-27.433077,5,0.9331967,-0.037695087,0.004826589996810071,100,-27.223133,3.7940333,17.77414376699744,-73.56276633190745,3200,24.79771,-0.19065884,-1.8618983,3200,1.8091958,2.948257260999526,-74.5149,-1.5030708312988281,100,1.0542974,0.17387717500241706,-73.3698,100,-27.170282,0.074092,11.164471141971086,-1.1103650095489639,-125.92101000962862,-0.06489495740733253
1.0317290552842193,-0.95245993,0.990475,-59.17052199169063,-17.086517,-0.743777,-17.034254,0.0017856630001915619,15.4561205,37,-107.28440313754133,-92.64214723464123,0.5078263,-3.6290038,3.8132436,100.0,0.7198830519487462,1.6322454,-72.6149787403154,-72.8693107388191,0.0043400642,17.551053824217874,-7.931610196142751,-0.726149787403154,-81.216576,15,0.8483871,105,16.035732,-0.5432382671674779,0.005177274993911851,-0.98396695,-8.942241555489089,0.5314339289980126,0.0,0.16196544,100,-0.40423867,-107.28440313754133,-1.0806203,100.0,15.459742,0.0,5,10500,2.3451200920026167,-0.55557746,0.0004963633,0.43956902623176575,-26.0669,6,0.93327904,-0.057961553,0.004437999996298458,100,-25.802168,4.6480236,20.920871148970036,-72.6149787403154,3700,24.198174,0.025807235,-1.9368404,3700,1.8717464,3.140901649989246,-84.932274,-1.6221799850463867,100,3.8114107,0.25294669099821476,-81.25723,100,-25.814442,0.07839854,9.145892663431974,-1.0728440313754135,-120.59145709012637,-0.03187696644858831
0.7869980685573315,-0.9675164,0.9868923,-53.865093503802015,-18.309282,-0.79136264,-18.391823,0.0026552670024102554,11.636366,42,-91.80421767047093,-98.7304749211106,0.5028937,-4.1441126,7.10621,100.0,0.9172651313631218,1.4999857,-70.53550443653825,-69.59303093165212,-0.016506309,14.671214562694754,-7.542263663254685,-0.7053550443653824,-75.49984,15,0.8187555,120,12.205254,-0.38705759288679775,0.005129439996380825,-0.9854505,-9.477944817415102,0.410175574994355,0.0,0.17296863,100,-0.43481994,-91.80421767047093,-1.0203681,100.0,11.644966,0.0,5,12000,2.6514945079979952,-0.62215537,-0.002909075,0.38220879435539246,-23.825045,7,0.96707714,0.004342663,0.005120485999213997,100,-24.015858,4.277218,24.174527205970662,-70.53550443653825,4200,22.728125,-0.13936104,-2.08133,4200,1.8939872,3.2493353509926237,-77.67895,-2.057046890258789,100,6.994573,0.17476007500226842,-75.374115,100,-24.021032,0.06092334,14.392291445066363,-0.9180421767047094,-112.78302684374626,-0.019542467830155546
0.7888289346512999,-0.9633327,0.9945329,-44.84824072786514,-19.28174,-0.733562,-19.40064,0.0020300520045566373,13.633596,47,-84.49704726128876,-73.73539543876078,0.49034253,-4.1456947,4.6472654,100.0,0.6444220198481517,1.3984139,-55.881151877040004,-72.10443804515478,0.011194418,13.79593441827341,-7.67100411382249,-0.5588115187704,-78.33894,15,0.81242,135,14.430407,-0.33526174130066794,0.0036137469942332245,-0.9759436,-7.444145303321889,0.38906613299332093,0.0,0.15117055,100,-0.48363125,-84.49704726128876,-1.1141161,100.0,13.655758,0.0,5,13500,2.2167297069972847,-0.6134403,0.0027088162,0.3322656452655792,-25.756437,8,0.9632368,0.037420567,0.005086892000690568,100,-25.378925,5.0219536,26.96968305696646,-55.881151877040004,4700,23.906101,-0.24719714,-2.0705404,4700,1.7296036,2.7894386799889617,-82.013794,-2.475376844406128,100,4.5551395,0.17291214899887564,-78.02778,100,-25.371754,0.059073634,8.834980701788808,-0.8449704726128875,-103.10052755926189,-0.024208129428874663
0.7837982239003712,-0.97726446,0.9611626,-35.97738745573716,-20.301725,-0.78778374,-20.400368,0.0022996300031081773,11.588013,52,-79.6078068608098,-82.22884214864087,0.46850547,-4.043888,56.566082,100.0,0.919273205278721,1.6343771,-53.70814739477228,-72.20442379676366,-0.017012697,8.159731730088877,-7.315031883288704,-0.5370814739477229,-76.4949,15,0.8015487,150,11.520262,-0.2191619567783123,0.004834177998418454,-0.9978308,-9.556692312694908,0.40642370500427205,0.0,0.17084762,100,-0.4940699,-79.6078068608098,-0.55874115,100.0,11.575468,0.0,5,15000,2.3709852829997544,-0.67470133,-0.0024879032,0.28844788670539856,-24.386127,9,0.97390217,0.05184754,0.005147609001141973,100,-25.305557,4.5963774,29.97442946396768,-53.70814739477228,5200,24.169466,-0.056601826,-2.1654868,5200,2.1176662,3.0003594500012696,-74.26848,-2.556276798248291,100,56.4293,0.2106690449945745,-76.677345,100,-25.297174,0.057427034,12.819153036826037,-0.7960780686080979,-92.39947378612754,-0.0623386141769437
