trainer/Log Pis Std,trainer/Policy log std Max,evaluation/path length Min,exploration/Returns Min,exploration/Actions Min,trainer/Q Targets Std,exploration/Actions Mean,trainer/Policy mu Mean,exploration/path length Min,exploration/Rewards Max,evaluation/path length Mean,Epoch,evaluation/Actions Min,trainer/Q2 Predictions Std,trainer/Policy Loss,exploration/Average Returns,trainer/Policy mu Max,trainer/Policy mu Std,evaluation/Returns Max,exploration/num paths total,trainer/Log Pis Min,evaluation/Average Returns,time/saving (s),evaluation/Actions Max,exploration/Num Paths,evaluation/Returns Min,trainer/Q1 Predictions Mean,evaluation/Actions Std,exploration/Rewards Mean,trainer/Alpha Loss,trainer/Policy log std Std,exploration/Rewards Min,exploration/Rewards Std,time/exploration sampling (s),time/training (s),trainer/Policy log std Min,evaluation/path length Std,evaluation/Rewards Max,trainer/Q1 Predictions Min,trainer/Q1 Predictions Std,trainer/Log Pis Mean,trainer/QF2 Loss,exploration/Returns Max,exploration/Actions Std,exploration/path length Std,evaluation/num paths total,evaluation/Rewards Min,exploration/Actions Max,exploration/Returns Mean,trainer/Q Targets Max,trainer/Log Pis Max,exploration/Returns Std,replay_buffer/size,time/logging (s),trainer/Q1 Predictions Max,time/total (s),time/data storing (s),time/epoch (s),evaluation/Returns Std,evaluation/Rewards Std,evaluation/num steps total,time/evaluation sampling (s),trainer/QF1 Loss,trainer/Q Targets Mean,trainer/Q2 Predictions Max,trainer/Q Targets Min,exploration/path length Max,evaluation/Num Paths,evaluation/Returns Mean,trainer/Policy log std Mean,evaluation/Actions Mean,evaluation/path length Max,exploration/path length Mean,trainer/Policy mu Min,trainer/Q2 Predictions Min,evaluation/Rewards Mean,trainer/Q2 Predictions Mean,trainer/Alpha,exploration/num steps total
1.597337,-0.4524225,100,-154.40008168949285,-0.98400766,18.373615,0.012915919,0.10526666,100,-0.0241802930809426,100.0,10,-0.9650289,16.37083,48.239914,-94.96931841091393,2.309704,0.9881812,-27.637977037042038,57,-4.600735,-88.04425920903024,0.001998507999815047,0.97973907,5,-177.4887571754475,-49.635956,0.18249519,-0.9496931841091394,-1.5625698566436768,0.18959948,-6.140440526621909,0.6714315818054382,0.17040124701452442,2.3139464519917965,-1.2476307,0.0,-0.19702300615736326,-95.20363,16.36693,0.79054743,56.916245,-48.612581934017136,0.39359847,0.0,165,-9.214084428666354,0.98000926,-94.96931841091393,-2.7337177,5.440002,38.39510139617694,5700,0.005618179013254121,-24.343908,29.929261215031147,0.0030311050068121403,2.8797764950140845,47.101439595874545,1.0012583551726555,16500,0.3847810039878823,57.061718,-48.64664,-24.502527,-94.60516,100,15,-88.04425920903024,-0.9060787,0.0037906107,100,100.0,-2.41593,-95.288895,-0.8804425920903025,-49.68466,0.2746664583683014,5700
1.5827334,-0.5622101,100,-166.84918851007396,-0.9820429,15.109791,-0.011979457,0.051543426,100,-0.0571194291355575,100.0,11,-0.9752532,15.154943,45.15574,-128.38785722555647,2.3515594,0.9594025,-19.29652241263794,62,-4.610631,-93.1519995655822,0.0021551020035985857,0.986967,5,-159.29237102946448,-46.137474,0.17275776,-1.2838785722555641,-1.7659112215042114,0.18519247,-8.928386561400814,1.0706819142329678,0.1696987900068052,2.1786670059955213,-1.2694767,0.0,-0.047247219174333666,-87.73607,15.115111,0.7580581,0.7229687,-58.67712452161318,0.42303437,0.0,180,-9.960774110115548,0.99727327,-128.38785722555647,-24.070463,4.8267255,45.564382173472474,6200,0.00503356900298968,-24.021883,32.66730451301555,0.0037009299849160016,2.733209325990174,45.616763810729694,1.0062307569198448,18000,0.37395392899634317,0.7315016,-46.60609,-23.924871,-89.741356,100,15,-93.1519995655822,-0.9547676,0.013280472,100,100.0,-2.316351,-87.29773,-0.9315199956558218,-46.079556,0.241195410490036,6200
1.6846526,-0.38798338,100,-131.45586032467182,-0.99665123,18.77715,0.005257351,0.10427616,100,-0.011982688470106887,100.0,12,-0.98731256,18.204014,46.439484,-93.89344103178324,2.5656822,0.98052204,-31.61214947893672,67,-2.8273528,-107.40909062659688,0.0018798020028043538,0.97924596,5,-152.32970445710143,-47.188465,0.16845478,-0.9389344103178325,-1.8880304098129272,0.22153537,-8.56396524054944,0.8160065312724439,0.16336013399995863,2.213073680002708,-1.2907089,0.0,-0.12179843645307542,-98.37281,18.231693,0.78445137,1.7512244,-66.80849336703456,0.36985385,0.0,195,-8.486931885356794,0.99680597,-93.89344103178324,-24.23211,6.452412,24.131702040574293,6700,0.00521589900017716,-23.922712,35.41696849602158,0.0033174999989569187,2.7452378800080623,41.946926192879396,0.8142777206620336,19500,0.3583908650034573,1.7729553,-48.095543,-23.818146,-102.77099,100,15,-107.40909062659688,-0.9735145,-0.01673784,100,100.0,-2.2575011,-98.08094,-1.0740909062659687,-47.16561,0.2115083634853363,6700
1.6767344,-0.37409908,100,-80.72474918251498,-0.9883125,17.155579,0.014391237,0.04436343,100,-0.003532367742099591,100.0,13,-0.97532403,16.576195,47.998985,-71.00667827804023,2.3805983,1.0260394,-12.614402799119505,72,-3.067196,-65.49830974126476,0.0023314249992836267,0.9878807,5,-153.34250954001112,-48.635868,0.16277616,-0.7100667827804023,-1.8710675239562988,0.23813301,-9.785005817848,0.9493959057797895,0.1571614649728872,2.2288613299897406,-1.3810445,0.0,-0.09987336563592818,-94.93362,16.557259,0.8876367,6.741522,-59.91181953927459,0.333447,0.0,210,-9.034945610360593,0.9979385,-71.00667827804023,-1.3300549,5.728544,7.615651271129059,7200,0.005453502002637833,-23.81811,38.19312451797305,0.0034996100002899766,2.7715630089805927,46.317053559701364,0.8622848796352389,21000,0.37425567701575346,6.756128,-48.725765,-23.737223,-97.59511,100,15,-65.49830974126476,-1.0299107,0.004621789,100,100.0,-2.4357302,-95.50284,-0.6549830974126476,-48.64979,0.18594302237033844,7200
1.4234388,-0.5221106,100,-100.77166010249123,-0.99676216,16.978868,0.020728042,-0.07052129,100,-0.019294541523713404,100.0,14,-0.9838121,16.84733,43.590744,-86.34271204167763,2.4103084,0.9406172,-50.43920101826644,77,-3.1896133,-73.45883262270108,0.03799022900057025,0.98420507,5,-109.95773933455155,-44.105545,0.1809372,-0.8634271204167765,-1.8276786804199219,0.25046134,-9.662022376224446,1.2348060967219932,0.16968058599741198,2.3403001809783746,-1.473268,0.0,-0.11727851986105807,-101.231705,16.86844,0.988675,0.72599685,-54.20882305997773,0.35075155,0.0,225,-8.618213580990806,0.9933947,-86.34271204167763,-23.804274,4.556043,16.67194236791156,7700,0.005224448977969587,-23.43242,41.14630971697625,0.0031911360274534672,2.9479968909872696,17.399329638044325,0.7553104303278748,22500,0.39161031000548974,0.6655606,-44.52217,-23.39977,-101.02976,100,15,-73.45883262270108,-1.1451985,0.0026760336,100,100.0,-2.725271,-101.484344,-0.7345883262270109,-44.108463,0.1640680879354477,7700
1.7284997,-0.5221623,100,-98.06303218193668,-0.9785028,19.594154,0.0083266925,-0.027571391,100,-0.01255503979644189,100.0,15,-0.9942921,18.865128,45.59352,-78.46649226476868,2.8824797,1.0367514,-47.7152315470154,82,-3.3812566,-68.56958358999042,0.002413151989458129,0.99497515,5,-130.6286323888994,-45.90601,0.17179066,-0.784664922647687,-1.4630329608917236,0.29251754,-9.67862922687761,1.0790710804347083,0.1745613870152738,2.201534219988389,-1.6379429,0.0,-0.14060915009910163,-105.850845,18.807499,1.2387958,18.501446,-52.10755872430003,0.35579804,0.0,240,-11.548883683734742,0.99928474,-78.46649226476868,-0.108012944,6.25522,18.34099489664497,8200,0.005420850007794797,-23.544111,43.92386705300305,0.0030469759949482977,2.772494236007333,24.14770268475911,0.8862677714414726,24000,0.38551765101146884,18.556492,-45.821117,-23.407293,-106.526825,100,15,-68.56958358999042,-1.1895475,-0.00706833,100,100.0,-2.6122828,-106.6099,-0.6856958358999043,-45.93741,0.14628338813781738,8200
1.5798098,-0.45697206,100,-79.21660741355265,-0.98857725,18.865728,0.02735152,0.030123977,100,-0.03163639780233203,100.0,16,-0.9902445,18.197435,43.568546,-61.56593902965894,2.9127603,0.9730103,-16.388331952275344,87,-1.8195097,-59.827292103813924,0.0023377589823212475,0.9962281,5,-116.38917670094504,-43.87056,0.19669263,-0.6156593902965894,-1.477789282798767,0.32428798,-9.168051876362883,1.1830343464932087,0.15791365399491042,2.1746327900036704,-1.786996,0.0,-0.022640398430034982,-107.92058,18.21625,1.2741141,50.136585,-33.379947912339055,0.31896314,0.0,255,-9.869424301774856,0.99797785,-61.56593902965894,-0.46860307,6.5522585,16.39974061113334,8700,0.006097870995290577,-23.394245,46.64078267995501,0.00327412600745447,2.7121448739781044,32.66879020565619,1.1225621636763807,25500,0.36788867399445735,49.783737,-43.35752,-23.178556,-105.17732,100,15,-59.827292103813924,-1.28414,0.0036615836,100,100.0,-2.5741508,-108.06827,-0.5982729210381392,-43.859737,0.13054159283638,8700
1.8353664,-0.37541127,100,-111.3440165623046,-0.99297273,20.092886,0.01492884,0.1181098,100,-0.014121606585012304,100.0,17,-0.99139506,19.438099,44.05127,-59.38272160819442,2.789149,1.1177709,-15.797687627706736,92,-2.5282335,-45.46249544619939,0.0022779999999329448,0.9908079,5,-107.82243216560529,-44.711254,0.14513655,-0.5938272160819442,-1.1744706630706787,0.4010379,-8.522985741240987,0.9503825036775978,0.16864604700822383,2.217856546980329,-1.9588351,0.0,-0.05367473803961207,-109.67064,19.473211,1.4513057,17.038355,-30.957034555243123,0.30134442,0.0,270,-8.344276385014094,0.9974623,-59.38272160819442,-0.098103635,6.3838425,28.15846724051939,9200,0.005927163001615554,-23.066753,49.47343312998419,0.0031427490175701678,2.8274928550235927,35.0470092880872,0.665442948042584,27000,0.42964234901592135,17.003695,-44.399437,-23.024141,-108.61308,100,15,-45.46249544619939,-1.328674,-0.003323322,100,100.0,-2.7614005,-109.76069,-0.45462495446199397,-44.602238,0.1175752729177475,9200
1.7990301,-0.40689015,100,-89.07072014139959,-0.9966354,16.2772,-0.021251176,0.076232105,100,-0.02196957925106821,100.0,18,-0.991882,16.160316,44.588383,-54.58216149720829,2.7875962,1.0570173,-11.362255861028014,97,-3.1552804,-54.471597042857965,0.0023769190011080354,0.9958743,5,-87.90888714448906,-44.481644,0.19452329,-0.5458216149720827,-1.1215797662734985,0.4156682,-7.49408591726846,0.680316954550855,0.1688072580145672,2.153248546004761,-2.0708272,0.0,-0.04627380496501384,-108.121506,16.142475,1.4991056,0.575364,-29.77999650292291,0.30769363,0.0,285,-10.166116012458405,0.9768536,-54.58216149720829,-22.882355,6.3758993,21.79366731348854,9700,0.004395819996716455,-23.03465,52.1886410950101,0.003036336012883112,2.710286060028011,20.072894529672467,1.020198742285003,28500,0.37842118099797517,0.62906665,-44.807117,-22.967623,-105.97667,100,15,-54.471597042857965,-1.3502313,0.0073561175,100,100.0,-2.7919774,-108.519,-0.5447159704285797,-44.48176,0.10652695596218109,9700
1.8791445,-0.49393606,100,-106.14626707050972,-0.99573684,19.170366,-0.008953158,0.113339595,100,-0.03353625594289095,100.0,19,-0.9897382,18.963549,43.39295,-57.6945956768006,3.378044,1.0737692,-16.263758582834065,102,-3.2054086,-54.39988773062549,0.0021893070079386234,0.9986964,5,-108.47620041039043,-43.175312,0.2116376,-0.5769459567680061,-0.3907732367515564,0.43005028,-7.143476414025649,0.716932555887388,0.1671342730114702,2.2390798289852683,-2.0401583,0.0,-0.0620044058371078,-105.71969,18.941902,1.8320001,0.94390684,-27.949044037121553,0.28768304,0.0,300,-12.25024847225244,0.9932401,-57.6945956768006,-22.25884,7.8535905,33.197515265205936,10200,0.005271818983601406,-22.309477,54.98594874696573,0.0032403979857917875,2.792166286963038,26.17329323295352,1.261886180461898,30000,0.37525066098896787,1.1898103,-43.45083,-22.34896,-105.57834,100,15,-54.39988773062549,-1.487258,0.009687816,100,100.0,-2.8087497,-106.127914,-0.5439988773062551,-43.173428,0.09766857326030731,10200
1.7211487,-0.4121597,100,-89.5673259687654,-0.9989221,16.912874,-0.0013913822,0.0872598,100,-0.0050996237584229375,100.0,20,-0.9904371,16.678541,40.908375,-50.34375629484289,2.9560966,0.9331297,-20.14830192977887,107,-3.664674,-56.49497186106882,0.002161929995054379,0.99801517,5,-92.63187284085814,-40.564903,0.18751407,-0.503437562948429,-1.456374168395996,0.40296128,-7.5082170929731795,0.9215262537782981,0.15877452501445077,2.1578493429988157,-2.1171327,0.0,-0.08116079892302921,-102.72708,16.701603,1.3956027,0.55614513,-20.11067692394688,0.27364144,0.0,315,-11.179866636652534,0.99904007,-50.34375629484289,-21.689196,6.8994904,23.81494326184896,10700,0.005301619996316731,-21.499624,57.67534966696985,0.0030291540024336427,2.6847681569925044,25.766840157429026,0.9121514426475001,31500,0.35765158498543315,0.51488686,-41.059795,-21.471867,-104.9756,100,15,-56.49497186106882,-1.5288281,-0.007584334,100,100.0,-2.828867,-102.89965,-0.5649497186106882,-40.538334,0.08983132243156433,10700
1.7161041,-0.43966863,100,-72.2831041776508,-0.96518224,17.573318,0.020127805,0.10900875,100,-0.02544367701355768,100.0,21,-0.98975194,17.352411,39.932602,-52.89875524832346,3.1125004,1.0498247,-21.787691158294574,112,-3.14272,-50.74543411911472,0.0021991610119584948,0.99856496,5,-75.64841440042953,-39.640263,0.1751293,-0.5289875524832345,-0.8444834351539612,0.46124208,-8.181383552282172,0.6761050161783313,0.16678245100774802,2.1940835150016937,-2.29083,0.0,-0.07127194256047348,-105.32952,17.4185,1.6580716,29.91391,-28.37194825042057,0.26302844,0.0,330,-11.373326605874253,0.99599636,-52.89875524832346,-0.7457923,6.412417,17.544976478553252,11200,0.005201649997616187,-21.272032,60.41507582797203,0.0030952919914852828,2.735164796002209,19.394086571935244,0.8894653593617137,33000,0.36380272699170746,29.931479,-39.286438,-21.315191,-103.4866,100,15,-50.74543411911472,-1.6052645,0.005801621,100,100.0,-2.981893,-105.58188,-0.5074543411911471,-39.630318,0.08459235727787018,11200
1.6468704,-0.46907535,100,-105.08964345690025,-0.99880743,18.233332,0.010431882,-0.08608116,100,-0.006809265796846938,100.0,22,-0.99320495,18.169827,43.286938,-73.9259600772738,2.9823058,1.1470515,-28.80948886238219,117,-1.6448092,-65.12181905774969,0.002188423997722566,0.9975257,5,-110.89854255719672,-42.543007,0.21024248,-0.739259600772738,0.5238044261932373,0.50527245,-10.088974020068667,1.25613903852613,0.15783957001985982,2.1590997859893832,-2.2997084,0.0,-0.11849505475523786,-108.65384,18.157444,2.2066164,0.5178591,-43.803997564887744,0.28706422,0.0,345,-9.816180084904365,0.99965215,-73.9259600772738,-20.704527,7.456874,20.806965577137138,11700,0.0049302540137432516,-20.543863,63.10591370004113,0.00310506799723953,2.687101273011649,28.34927350602299,1.1460550469790483,34500,0.3599381709937006,0.67805254,-42.95501,-20.664572,-108.96205,100,15,-65.12181905774969,-1.5621955,-0.0010624838,100,100.0,-2.961633,-109.019226,-0.6512181905774969,-42.586353,0.07924327254295349,11700
1.6772621,-0.4425334,100,-101.04641434191795,-0.99839115,17.295284,-0.0130677195,0.045110356,100,-0.006770090105940316,100.0,23,-0.9964022,17.196865,39.5713,-56.897279131381836,3.0205028,0.9530933,-20.727727931814584,122,-4.770076,-61.657976171693825,0.0019339160062372684,0.99752337,5,-118.69301426008155,-38.77858,0.20556888,-0.5689727913138183,-0.5755791664123535,0.4331191,-7.4250605190733285,0.827860942441472,0.16123557000537403,2.189666758000385,-2.3061738,0.0,-0.1207506522358188,-95.882545,17.18904,1.777,0.31008774,-19.76450229774987,0.26336503,0.0,360,-10.11409009570928,0.99296516,-56.897279131381836,-20.333931,9.424212,33.01238267088135,12200,0.005172997014597058,-20.29358,65.83441065202351,0.003156999999191612,2.7238130400364753,30.466007772762715,1.1792587234132808,36000,0.3626467990106903,0.40489534,-39.01359,-20.303553,-97.38379,100,15,-61.657976171693825,-1.6503431,-0.0067533073,100,100.0,-3.0062592,-95.84631,-0.6165797617169383,-38.785385,0.07568835467100143,12200
