trainer/Alpha Loss,trainer/Policy mu Mean,exploration/num steps total,evaluation/path length Min,evaluation/Rewards Max,exploration/Actions Std,replay_buffer/size,exploration/Actions Mean,exploration/Returns Max,exploration/path length Mean,exploration/Average Returns,evaluation/Rewards Min,exploration/Rewards Std,trainer/Q2 Predictions Std,trainer/Policy mu Min,trainer/Q Targets Std,trainer/QF1 Loss,evaluation/Actions Max,evaluation/num paths total,trainer/Policy log std Std,trainer/Q1 Predictions Std,trainer/Q Targets Mean,trainer/Policy log std Mean,exploration/path length Min,time/logging (s),trainer/Q Targets Max,exploration/Returns Mean,evaluation/Actions Std,exploration/Rewards Min,trainer/Policy log std Max,time/training (s),evaluation/Num Paths,time/epoch (s),trainer/Q2 Predictions Min,trainer/Log Pis Min,trainer/Log Pis Std,trainer/Q Targets Min,exploration/Rewards Mean,trainer/Q1 Predictions Max,trainer/Q2 Predictions Mean,time/data storing (s),exploration/Returns Min,evaluation/Rewards Std,time/saving (s),trainer/Q1 Predictions Min,evaluation/Returns Max,exploration/Actions Max,trainer/Q2 Predictions Max,evaluation/path length Max,exploration/num paths total,evaluation/Actions Mean,exploration/path length Max,evaluation/Average Returns,trainer/Policy mu Std,evaluation/path length Mean,trainer/QF2 Loss,exploration/Actions Min,trainer/Policy log std Min,exploration/Returns Std,Epoch,time/evaluation sampling (s),evaluation/num steps total,exploration/Num Paths,evaluation/Actions Min,trainer/Policy Loss,evaluation/path length Std,evaluation/Rewards Mean,exploration/Rewards Max,time/total (s),evaluation/Returns Std,trainer/Alpha,evaluation/Returns Mean,trainer/Q1 Predictions Mean,trainer/Policy mu Max,trainer/Log Pis Mean,time/exploration sampling (s),evaluation/Returns Min,trainer/Log Pis Max,exploration/path length Std
-3.217399835586548,0.034099333,5000,100,-0.013250332534301957,0.47795677,5000,0.0062497454,-54.1506860138234,100.0,-59.15789119565593,-6.543484888253788,0.5109222702134671,4.616486,-1.9495037,4.7991557,1.360344,0.97120786,240,0.09207207,4.6040406,-12.575348,-0.7193512,100,0.0034546490060165524,-0.27547166,-59.15789119565593,0.152283,-4.199476895438052,-0.5055729,0.9687631370034069,10,1.2906349130207673,-41.135975,-4.343282,1.3836207,-41.628685,-0.5915789119565593,-10.880634,-12.850761,0.0013219919928815216,-64.16509637748845,0.5724908597045033,0.0025540740170981735,-41.094254,-2.21588542726581,0.9752384,-10.901223,100,50,-0.0059515955,100,-11.464425911296345,0.6664106,100.0,1.3697462,-0.9490386,-0.83479786,5.007205181832525,23,0.24805206499877386,24000,2,-0.9606157,11.907462,0.0,-0.11464425911296344,-0.05058855086030556,31.890567495982395,7.310732838468528,0.27391698956489563,-11.464425911296345,-12.83743,1.9236445,-0.4851788,0.06648899600259028,-22.5868310189854,4.231806,0.0
-2.7999749183654785,0.052437525,5200,100,-0.007913747536238334,0.44281542,5200,0.022490086,-48.520415640438515,100.0,-51.26681423125732,-5.836988964897458,0.4365386403548989,4.7207193,-1.9214402,5.110347,2.3851898,0.97705936,250,0.12438295,4.733328,-12.752018,-0.8142739,100,0.003404643008252606,-0.55000585,-51.26681423125732,0.157326,-4.572462007602767,-0.53142214,0.9705595170089509,10,1.2954099050548393,-38.61862,-3.4193766,1.3612319,-40.3308,-0.5126681423125732,-10.894525,-12.817275,0.001214295014506206,-54.01321282207613,0.5585419699615005,0.0019861239998135716,-38.473507,-4.035430355783284,0.9752199,-10.885575,100,52,-0.0040754615,100,-13.108836085571767,0.6921317,100.0,2.3744316,-0.89838016,-0.971304,2.7463985908188064,24,0.24996633100090548,25000,2,-0.96636665,12.199828,0.0,-0.13108836085571773,-0.03225404554241507,33.19012773796567,5.0443336793015705,0.2587232291698456,-13.108836085571767,-12.85567,2.182593,-0.07143381,0.06827899502241053,-21.310236993771905,4.8712893,0.0
-2.8837058544158936,0.02798053,5400,100,-0.025795836510175887,0.45151398,5400,-0.0037074278,-47.98002222425453,100.0,-53.902639739601256,-6.089323808005793,0.5632283875889675,4.628119,-1.8563145,4.8593087,5.107021,0.9568448,260,0.108236514,4.5773735,-13.092729,-0.80077994,100,0.0034295700024813414,-0.55807143,-53.902639739601256,0.15063246,-5.380508380213418,-0.5548103,0.982794935000129,10,1.307768410013523,-35.475357,-4.2226143,1.185383,-37.32682,-0.5390263973960127,-11.095405,-13.14802,0.0012129319948144257,-59.82525725494798,0.452858436698549,0.0023210460203699768,-35.336227,-5.3965865814632705,0.9731282,-11.067754,100,54,-0.0016553047,100,-10.820957719382635,0.71545196,100.0,5.025211,-0.9568561,-0.94362634,5.922617515346722,25,0.24981458199908957,26000,2,-0.9626004,12.385934,0.0,-0.10820957719382633,-0.024861357712529703,34.50141804700252,5.053240822298075,0.24439650774002075,-10.820957719382635,-13.108042,2.1437793,-0.047093183,0.0681953449966386,-22.579819694679173,3.9610837,0.0
-3.231085777282715,0.004146784,5600,100,-0.03227737175718989,0.43927756,5600,0.0016392046,-47.77111446562868,100.0,-53.488887769282215,-5.84707201315266,0.5712697427198068,3.644507,-2.035226,4.0979657,2.6102407,0.9690409,270,0.12797295,3.6007504,-12.765886,-0.84367937,100,0.003364887001225725,-0.27547166,-53.488887769282215,0.1496093,-5.263960651693479,-0.5097332,0.9725743770250119,10,1.2929705350252334,-33.69688,-2.633368,0.9168104,-33.943733,-0.534888877692822,-11.39673,-12.974177,0.0011797370098065585,-59.206661072935745,0.5117447408216698,0.0023202069860417396,-33.295258,-7.028822365373483,0.9597635,-11.495441,100,56,-0.0070169447,100,-14.949001964221477,0.65772986,100.0,2.612886,-0.97903335,-1.0060421,5.717773303653534,26,0.24655143899144605,27000,2,-0.9644771,12.132137,0.0,-0.14949001964221478,-0.025324463157803127,35.79868891701335,6.1260681071030705,0.23093225061893463,-14.949001964221477,-12.902258,2.0223904,-0.20498496,0.0669798880117014,-24.544671786705365,3.564012,0.0
-3.131992816925049,0.031310506,5800,100,-0.009351667543589778,0.4422576,5800,-0.010253378,-50.75952183433844,100.0,-54.588074732476485,-6.473237387329512,0.5684368977231632,4.6819553,-2.0492275,4.704571,0.113469996,0.9648927,280,0.10433169,4.668451,-13.469495,-0.9049276,100,0.003335057001095265,-11.544539,-54.588074732476485,0.17417324,-5.282195992153674,-0.5796303,0.9507173869933467,10,1.2738687170203775,-38.22797,-5.296669,1.3633684,-39.046696,-0.545880747324765,-11.515827,-13.325474,0.0011721249902620912,-58.416627630614535,0.6135661670511161,0.002304843015735969,-37.928886,-12.486857710764797,0.9772192,-11.579724,100,58,0.004320918,100,-18.388018469244233,0.6260427,100.0,0.09859597,-0.9787004,-1.0313162,3.828552898138046,27,0.25131735601462424,28000,2,-0.9650865,12.693031,0.0,-0.18388018469244233,-0.06678983963674605,37.07661893803743,4.219733838129359,0.21827423572540283,-18.388018469244233,-13.310887,1.962835,-0.058181718,0.06502194900531322,-27.070501574708967,4.702839,0.0
-2.7025558948516846,0.018790562,6000,100,-0.02111292282929776,0.4306393,6000,-0.0022459198,-46.37064920352405,100.0,-46.470536798496575,-5.496129352268886,0.26452981726606073,4.932278,-1.9122094,5.00927,5.5758324,0.97500527,290,0.14474311,4.9824996,-14.167337,-0.88044906,100,0.003479511011391878,-6.344986,-46.470536798496575,0.16500181,-2.214328948250003,-0.554493,0.9893682090041693,10,1.3161162070173305,-36.217075,-2.3079436,1.29381,-35.674004,-0.4647053679849658,-11.925443,-14.305451,0.0011744330113288015,-46.5704243934691,0.5418273327635609,0.0018168989918194711,-36.554337,-8.593427848501305,0.8876148,-11.94403,100,60,0.010729493,100,-14.55554461916501,0.74910545,100.0,5.473345,-0.9037698,-1.0631124,0.09988759497252175,28,0.25430451400461607,29000,2,-0.9670167,13.87494,0.0,-0.14555544619165012,-0.03801145474280933,38.396898752020206,4.469852010254177,0.2064683586359024,-14.55554461916501,-14.32482,2.1147068,0.2866333,0.0659726409940049,-21.87418717363139,4.453197,0.0
-3.0341796875,-0.0070333956,6200,100,-0.024527335183392354,0.4389858,6200,0.05034743,-57.143818019906156,100.0,-57.42680561435864,-5.333076486034851,0.755864071011762,6.136652,-2.1898947,6.136925,0.14911227,0.9675048,300,0.14364396,6.1255713,-14.485247,-0.9396138,100,0.0033506429754197598,-11.932883,-57.42680561435864,0.16401473,-5.941085017934563,-0.5772942,0.9762867240060586,10,1.300698865961749,-41.595592,-3.4167328,1.512717,-42.787487,-0.5742680561435861,-11.976873,-14.268159,0.0012363169807940722,-57.70979320881113,0.533651497501653,0.0024012840003706515,-41.584015,-6.267762047084853,0.9921265,-11.92811,100,62,0.010219441,100,-12.77599829136506,0.7009413,100.0,0.13829039,-0.9741065,-1.1154088,0.2829875944524858,29,0.2521087799977977,30000,2,-0.9701359,13.722835,0.0,-0.1277599829136506,-0.04060768493304154,39.7017602060223,4.048723817104337,0.1954236626625061,-12.77599829136506,-14.300153,2.1219785,0.14117487,0.06531511800130829,-18.425233511765644,4.981676,0.0
-2.8559353351593018,0.028093718,6400,100,-0.00287238809484997,0.4065175,6400,0.020540494,-43.47271748628417,100.0,-46.15034365655974,-6.8105938195078854,0.46415184535497245,6.30004,-2.1300097,6.2934084,0.10361869,0.96834517,310,0.14804463,6.272749,-15.057187,-0.9385179,100,0.0033300089999102056,-12.135557,-46.15034365655974,0.16146939,-4.510708879641617,-0.5444418,0.9733806049916893,10,1.3052337880071718,-43.348232,-3.110248,1.5770993,-42.69644,-0.4615034365655975,-12.227955,-14.927032,0.0012001589930150658,-48.82796982683532,0.5857809980039648,0.0019825000199489295,-43.241394,-1.578549999911799,0.98948896,-12.146092,100,64,-0.018071549,100,-11.687055941911074,0.80083984,100.0,0.10989223,-0.7981089,-1.1217015,2.677626170275577,30,0.2589176830078941,31000,2,-0.9731801,14.509273,0.0,-0.11687055941911074,-0.03541927058970822,41.010885944037,5.7601881380168125,0.18508540093898773,-11.687055941911074,-14.934584,2.1599727,0.30676088,0.06642283199471422,-22.874098930709962,5.425383,0.0
-3.3260200023651123,-0.057747025,6600,100,-0.03603243384161932,0.44325224,6600,-0.024578894,-53.6354228666861,100.0,-56.01471490027453,-4.712100300109069,0.7073697130124597,4.6161523,-2.1662745,4.5457845,0.06189845,0.9517801,320,0.14605802,4.6087923,-13.985857,-0.9941605,100,0.0028635700000450015,-12.255955,-56.01471490027453,0.14002433,-5.981024735383357,-0.5116826,0.9691507240058854,10,1.2986679729947355,-37.58125,-4.976455,1.2795379,-37.28595,-0.5601471490027451,-12.446771,-14.050198,0.0011787399998866022,-58.39400693386296,0.3744247014878739,0.002347699977690354,-37.77528,-7.410449869958377,0.96384096,-12.491408,100,66,-0.0059753056,100,-12.444400543358686,0.6178534,100.0,0.062090017,-0.99359745,-1.1671028,2.379292033588431,31,0.2560145390161779,32000,2,-0.97595423,13.777924,0.0,-0.12444400543358689,-0.053237710976761915,42.313655431062216,3.9209634071712935,0.17536720633506775,-12.444400543358686,-13.982985,2.2550588,0.08914958,0.0671126999950502,-20.26988396004685,5.238584,0.0
-3.0269041061401367,-0.1350545,6800,100,-0.05122318253137218,0.42862412,6800,-0.0018582869,-53.19999634807132,100.0,-54.150933583895466,-4.661441955871667,0.7513272624306646,6.198972,-2.1086884,6.0394773,1.9978619,0.95810336,330,0.17827594,6.221659,-14.828777,-0.9612127,100,0.003442046989221126,-1.1220754,-54.150933583895466,0.13415584,-5.845412888012557,-0.5028288,0.9712688910076395,10,1.29735432297457,-46.445206,-2.755755,1.3247745,-46.4279,-0.5415093358389546,-12.480659,-14.875818,0.0011915459763258696,-55.10187081971961,0.3577203993797882,0.0022393290128093213,-46.548225,-6.84552312684731,0.95928067,-12.488956,100,68,-0.0073096543,100,-12.057645270261473,0.7459183,100.0,2.0068858,-0.989046,-1.1766402,0.9509372358241421,32,0.2520992399950046,33000,2,-0.97616744,14.382451,0.0,-0.1205764527026147,-0.037722331402993435,43.61491505103186,3.8453585374238255,0.1661735326051712,-12.057645270261473,-14.868097,2.1089718,0.31319293,0.0671132699935697,-20.313839733362716,5.657151,0.0
-3.3939201831817627,0.07192132,7000,100,-0.04103077229331495,0.42335597,7000,0.024548836,-42.88836419760394,100.0,-45.563220384338095,-6.548609696823714,0.5400123238270274,2.4938464,-1.9232922,3.0671484,3.2599492,0.9750199,340,0.15724729,2.4845247,-13.590063,-1.0683903,100,0.003363359981449321,-0.34555966,-45.563220384338095,0.181404,-4.947411315801378,-0.6553769,0.9826904899964575,10,1.317760347010335,-27.920906,-4.146249,1.4200466,-27.666082,-0.4556322038433808,-12.823713,-13.955999,0.0012085479975212365,-48.23807657107224,0.6375110600460052,0.011602545011555776,-27.922472,-8.831512743924879,0.99475527,-12.844187,100,70,0.011163035,100,-17.341129476876695,0.667847,100.0,3.276115,-0.9711056,-1.2681141,2.67485618673415,33,0.25197761302115396,34000,2,-0.9746719,13.7618065,0.0,-0.17341129476876696,-0.011709985000236624,44.936755211034324,4.646422551519582,0.15755777060985565,-17.341129476876695,-13.941074,1.9975991,0.16316634,0.06691779100219719,-25.317550152077324,4.290663,0.0
-3.2348721027374268,-0.10383936,7200,100,-0.020580325393077945,0.39021283,7200,0.012121455,-34.32259478416668,100.0,-40.47944582801291,-5.308729770178522,0.4825556653569663,5.323876,-2.2995644,5.137321,0.13258079,0.98171556,350,0.2104296,5.3683753,-14.838129,-1.1265709,100,0.003362880990607664,-12.6625,-40.47944582801291,0.15309595,-4.9104959269027795,-0.5522397,0.9714447340229526,10,1.2934071050258353,-37.595776,-2.4795082,1.3429086,-36.640438,-0.4047944582801291,-12.754985,-14.853227,0.0013062030193395913,-46.63629687185914,0.5168873527523253,0.002312009979505092,-37.735405,-6.471499425545241,0.99539167,-12.81044,100,72,0.005542031,100,-14.754538275437502,0.71557903,100.0,0.094225965,-0.8997383,-1.3735651,6.156851043846228,34,0.24566067900741473,35000,2,-0.975291,14.688641,0.0,-0.14754538275437507,-0.04077436633429247,46.2347631790326,5.494358955928526,0.14956368505954742,-14.754538275437502,-14.804403,2.1582015,0.29723135,0.06932059800601564,-21.550079700154527,5.48341,0.0
-3.100490093231201,-0.022230908,7400,100,-0.033690732109383635,0.4128563,7400,-0.00937455,-42.77287230055122,100.0,-47.2244091799826,-7.032588649677212,0.6117505041059025,5.8937473,-2.3168797,5.807309,4.251057,0.9864195,360,0.20934092,5.8971777,-15.540162,-1.0800811,100,0.003391867008758709,-5.357897,-47.2244091799826,0.17882712,-5.973105528289091,-0.5456168,0.9646609999763314,10,1.2887318830180448,-47.404617,-3.388154,1.568533,-44.837563,-0.47224409179982557,-12.679389,-15.541304,0.0011891780013684183,-51.675946059413974,0.6470375001151646,0.0023265909985639155,-47.77317,-10.116857779607754,0.9737539,-12.692538,100,74,0.0014355059,100,-20.7195575031077,0.83930534,100.0,4.265747,-0.9704776,-1.3274649,4.4515368794313765,35,0.25014462001854554,36000,2,-0.9784016,15.157356,0.0,-0.207195575031077,-0.006079800749844411,47.52788848106866,6.930358374067194,0.14199981093406677,-20.7195575031077,-15.53139,2.279253,0.41136974,0.0670186270144768,-31.452618323172626,5.9570026,0.0
-3.3329672813415527,0.03307125,7600,100,-0.03185060486279823,0.3772059,7600,-0.03870605,-42.055593404681524,100.0,-45.24388296471653,-6.345555097593585,0.6847724717451042,4.0046225,-2.40323,4.3607388,3.6312973,0.9866515,370,0.19215658,4.06873,-14.370725,-1.154584,100,0.0033410869946237653,-0.42170122,-45.24388296471653,0.16513655,-6.398336087038729,-0.564561,0.9724920179869514,10,1.2956894429808017,-43.044033,-3.2344074,1.2772533,-42.049725,-0.4524388296471655,-13.112326,-14.671605,0.0012143159983679652,-48.43217252475155,0.5682557043790976,0.002299234998645261,-43.459984,-4.343068215379716,0.88512427,-13.057528,100,76,0.00340177,100,-13.468326525105024,0.7098223,100.0,3.4591086,-0.994372,-1.3822026,3.188289560035013,36,0.24922091900953092,37000,2,-0.9708712,14.489765,0.0,-0.1346832652510502,-0.007961914464556376,48.827993583952775,6.461075881725489,0.13488668203353882,-13.468326525105024,-14.713639,2.057745,0.33607274,0.06712186799268238,-23.470643445585896,4.078246,0.0
-3.2737581729888916,0.0121433,7800,100,-0.03247911236564825,0.3766859,7800,0.012068162,-38.97389584937352,100.0,-43.263306272580635,-5.285829593046619,0.5949804699523833,5.019087,-2.2911294,5.0479555,3.9332716,0.9824005,380,0.20369944,4.998786,-15.066438,-1.1474248,100,0.003132081008516252,-5.357897,-43.263306272580635,0.15029874,-5.388491701149114,-0.60127497,0.9695604600128718,10,1.291107369994279,-39.728333,-4.996902,1.3017344,-40.65443,-0.43263306272580637,-12.907217,-15.042541,0.0012021489965263754,-47.55271669578775,0.5015096800640281,0.002306496986420825,-39.582867,-5.360971751449167,0.99459624,-12.935829,100,78,-0.0054966765,100,-13.439876557305217,0.771131,100.0,3.9528816,-0.94121104,-1.378518,4.289410423207116,37,0.24726755800656974,38000,2,-0.98378265,14.6711235,0.0,-0.13439876557305216,-0.0027957183900444564,50.123503382958006,4.873496246027087,0.12808629870414734,-13.439876557305217,-15.0343895,2.3374789,0.40676332,0.06763862498337403,-20.827597971014114,4.4202585,0.0
-2.4659152030944824,0.106855705,8000,100,-0.010206740656928436,0.35570085,8000,-0.032817554,-34.54006875210166,100.0,-40.9579358845574,-5.30342906357879,0.7058927291984335,5.902653,-2.3931563,6.301719,3.4146554,0.98150337,390,0.22949702,5.8650384,-15.502178,-1.1637795,100,0.003420947992708534,-0.455146,-40.9579358845574,0.1679412,-6.782330719164198,-0.6057734,0.9484797200129833,10,1.2780998729576822,-43.375957,-2.5316303,1.6520951,-43.068604,-0.409579358845574,-13.178825,-15.75718,0.0012224689999129623,-47.37580301701315,0.5837700418668125,0.0022871669789310545,-43.259544,-6.96688261417186,0.99029624,-13.206061,100,80,-0.00058896735,100,-16.778587347738494,0.8642924,100.0,3.4175203,-0.9869109,-1.4288234,6.417867132455743,38,0.2557296739832964,39000,2,-0.9840121,15.777718,0.0,-0.16778587347738494,-0.0061263064454703505,51.40596181090223,4.358613009911193,0.12170149385929108,-16.778587347738494,-15.745205,2.3513222,0.8290689,0.06695989498985,-22.61451276903956,6.623421,0.0
-3.5912115573883057,0.002850181,8200,100,-0.05436543117794109,0.3573072,8200,0.037804913,-44.0995676325223,100.0,-45.665428062122544,-5.341422251329003,0.6907077398287789,4.2843328,-2.273591,5.1709757,6.7193213,0.9905257,400,0.21394314,4.246864,-14.336261,-1.2206607,100,0.0033539109863340855,-0.2669884,-45.665428062122544,0.1605913,-5.5890004453970255,-0.64010215,0.9866224050056189,10,1.3138200139510445,-42.14324,-4.784456,1.5181648,-43.297363,-0.4566542806212255,-13.086043,-14.698404,0.0012184229854028672,-47.23128849172279,0.507987271089145,0.0022953859879635274,-41.900528,-10.021022566556924,0.9882929,-13.078601,100,82,-0.0035306483,100,-17.767260350291007,0.74558204,100.0,6.7294536,-0.83592856,-1.4693288,1.5658604296002459,39,0.2516677819949109,40000,2,-0.98143625,14.56307,0.0,-0.17767260350291006,-0.03095833317724762,52.72405858489219,4.562330013268461,0.11567842215299606,-17.767260350291007,-14.659965,2.370767,0.33484504,0.06866210699081421,-25.477251694459657,5.0338764,0.0
-3.010892391204834,-0.046389513,8400,100,-0.05380740885569112,0.33718103,8400,-0.0012494859,-32.48863233836829,100.0,-37.30750896997469,-6.637677958991198,0.45012383230010894,4.2416873,-2.5160758,4.531401,1.8392036,0.9829537,410,0.22182354,4.229378,-14.811422,-1.2404099,100,0.0033397770021110773,-0.11186263,-37.30750896997469,0.15975682,-4.801670180461803,-0.51903254,0.9759650380001403,10,1.2964716719870921,-43.468937,-6.7098413,1.3452955,-45.05729,-0.37307508969974706,-13.370132,-15.003251,0.0011984939919784665,-42.1263856015811,0.5376855851260472,0.002264129987452179,-43.533463,-11.509560549575138,0.9911526,-13.360797,100,84,0.007911962,100,-19.553204528650564,0.72714436,100.0,1.8309791,-0.9508938,-1.5069386,4.818876631606404,40,0.24789998101186939,41000,2,-0.9815706,15.112217,0.0,-0.1955320452865057,-0.023554315071749266,54.024578484881204,5.870045757256488,0.10996368527412415,-19.553204528650564,-14.972501,2.2887638,0.635972,0.06580425199354067,-30.076491484059236,5.4490647,0.0
-3.0140295028686523,0.04334725,8600,100,-0.010479772657569077,0.33056554,8600,-0.0012142813,-34.124107628384024,100.0,-34.581209154919236,-6.8683342396596245,0.41100713889790885,3.899048,-2.3341398,4.437018,3.513734,0.9928523,420,0.21403562,3.9118438,-14.302074,-1.3501489,100,0.0034106920065823942,-0.24969038,-34.581209154919236,0.1693021,-3.367357643620383,-0.6092756,0.9685957940237131,10,1.291762027045479,-45.027035,-1.85971,1.2342637,-46.230507,-0.3458120915491923,-13.246702,-14.581152,0.0012062979803886265,-35.03831068145445,0.5975964658683057,0.0025273640058003366,-45.041958,-6.6629766346338135,0.9877938,-13.32977,100,86,-0.001089734,100,-14.167915304414313,0.67205125,100.0,3.5320077,-0.99398863,-1.5765071,0.45710152653521163,41,0.24912378200679086,42000,2,-0.9839422,14.879481,0.0,-0.14167915304414316,-0.015240939364403254,55.32042129288311,6.0207883989283575,0.10460206866264343,-14.167915304414313,-14.490252,2.4389663,0.66479033,0.06689809702220373,-24.8658116629685,7.1479883,0.0
-2.635969638824463,-0.04639369,8800,100,-0.019813342956481295,0.34025103,8800,0.0009047663,-34.72045005816835,100.0,-37.87307073295635,-5.097686520290786,0.5262115127785215,3.198514,-2.42965,3.4518585,1.7413976,0.9861695,430,0.22512811,3.201452,-14.44349,-1.3857205,100,0.0033416550140827894,-0.42170122,-37.87307073295635,0.16111739,-4.670372475552012,-0.55630195,0.9752721360127907,10,1.2971423810813576,-32.766685,-2.7834058,1.3097715,-33.218754,-0.3787307073295635,-13.275444,-14.5463915,0.0012528730148915201,-41.02569140774435,0.5128496833291917,0.0022634850174654275,-32.65245,-8.52792755265053,0.98736084,-13.332232,100,88,0.014829549,100,-17.265011560776312,0.68332577,100.0,1.7434924,-0.98429686,-1.6394088,3.152620674787997,42,0.24851920202490874,43000,2,-0.98201615,14.807918,0.0,-0.17265011560776317,-0.026237144428254387,56.621702119969996,4.30915436872579,0.09965809434652328,-17.265011560776312,-14.508734,2.0391276,0.85679495,0.0664930299972184,-23.955233145567234,4.9986134,0.0
-2.8701140880584717,0.038341865,9000,100,-0.04225155238180822,0.32699725,9000,0.012437168,-29.306638251124927,100.0,-31.145876053808117,-4.336683635631743,0.2753186421670986,3.8706024,-2.5099938,4.214161,1.8797048,0.98895764,440,0.23007993,3.8531322,-14.84017,-1.34983,100,0.00335683801677078,-1.1847334,-31.145876053808117,0.14880411,-3.1542547513595625,-0.61576337,0.983024941990152,10,1.3011655330192298,-40.020443,-2.468969,1.2436837,-41.001472,-0.31145876053808125,-13.411417,-15.031953,0.0012476739939302206,-32.98511385649131,0.376734177373432,0.00213091800105758,-39.701275,-10.521410005888967,0.9840594,-13.452713,100,90,-0.0028292455,100,-14.952771065580857,0.7616932,100.0,1.8722062,-0.7375056,-1.5857635,1.8392378026831917,43,0.24570728800608777,44000,2,-0.9757481,15.225376,0.0,-0.14952771065580855,-0.011582478181345017,57.926860966923414,3.0915139523457964,0.09493964910507202,-14.952771065580857,-14.978011,2.5280082,0.7808916,0.06569787301123142,-20.671161255917067,5.5844755,0.0
-2.4611802101135254,0.07827635,9200,100,-0.030669057506503936,0.29271847,9200,0.0045321714,-25.026526397393233,100.0,-25.98077202669268,-5.882904803569019,0.14485488768440286,5.657703,-2.4681826,6.1064672,1.882031,0.9911722,450,0.28093633,5.698257,-15.64056,-1.3578128,100,0.003446173999691382,-0.6655133,-25.98077202669268,0.17871268,-1.2165974101313863,-0.62365574,0.9906915640167426,10,1.3155743870011065,-47.48042,-2.1126204,1.4192874,-47.16458,-0.2598077202669268,-13.302902,-15.635249,0.0012272739841137081,-26.935017655992127,0.6236234320481984,0.0018248189880978316,-47.729687,-11.264775753032513,0.9702962,-13.295868,100,92,0.0018990936,100,-19.510143747484815,0.8440725,100.0,1.91883,-0.79765123,-1.6873004,0.9542456292994466,44,0.2515663350059185,45000,2,-0.9910923,15.802093,0.0,-0.19510143747484823,-0.011548291275083075,59.246663603931665,5.370477632926003,0.09034723043441772,-19.510143747484815,-15.619284,2.6774888,0.97615355,0.06681822100654244,-24.89184750570858,6.55297,0.0
-2.857497215270996,-0.051340863,9400,100,-0.07139840372133394,0.30741334,9400,-0.0043939697,-36.790763651456324,100.0,-38.36228135320047,-5.299807520378271,0.6117962313205091,3.3837326,-2.6027713,3.404792,0.05072004,0.98655504,460,0.25084612,3.381093,-14.826857,-1.429794,100,0.0033458620018791407,-13.297139,-38.36228135320047,0.15726027,-5.010409896819711,-0.6792892,0.9754770029976498,10,1.2964869450079277,-34.430958,-3.8483047,1.4526824,-34.45224,-0.3836228135320049,-13.328113,-14.730549,0.0012810759944841266,-39.93379905494463,0.4661406125899591,0.0022845750208944082,-34.61667,-12.464778541965332,0.995599,-13.298512,100,94,-0.00030845308,100,-19.362455990026202,0.7250127,100.0,0.042824607,-0.99085915,-1.7003559,1.5715177017441526,45,0.24705359700601548,46000,2,-0.9884588,15.117253,0.0,-0.19362455990026203,-0.006492531705566795,60.547268678899854,5.156104928912923,0.08591818809509277,-19.362455990026202,-14.72596,2.3570552,0.8356302,0.06704483198700473,-28.768773754887828,6.7169065,0.0
-2.377729892730713,0.009823437,9600,100,-0.07633719413360839,0.32184613,9600,-0.010842235,-31.55341937002495,100.0,-35.03589956758391,-5.749449466333473,0.5185029102648158,3.9095674,-2.4922838,4.190353,1.7206504,0.99370545,470,0.27714953,3.8805563,-14.858163,-1.4310094,100,0.003362127987202257,-0.5879489,-35.03589956758391,0.14557092,-4.717696559936236,-0.633646,0.9732303450000472,10,1.2903168199700303,-35.779625,-1.8919652,1.3657821,-36.539814,-0.35035899567583917,-13.296175,-14.810829,0.0012169519905000925,-38.518379765142875,0.46820944173957124,0.0018307749996893108,-36.311672,-8.717277626974514,0.99214286,-13.1964035,100,96,0.008382013,100,-15.907248714492017,0.75422776,100.0,1.7150748,-0.99315524,-1.7243965,3.482480197558962,46,0.2446050159924198,47000,2,-0.9851315,15.573789,0.0,-0.15907248714492012,-0.0278303279016793,61.841705379862105,5.402622229656332,0.08182050287723541,-15.907248714492017,-14.852783,2.6658013,1.0500432,0.06607160400017165,-26.536663049972265,6.2837496,0.0
-2.16463303565979,-0.013044621,9800,100,-0.07506907963813812,0.26682612,9800,-0.008139358,-26.105910534428524,100.0,-26.76897211976845,-6.9287075838483325,0.15851494510814748,3.5834823,-2.7188838,3.900353,1.8465116,0.97474897,480,0.27334753,3.5533667,-14.770756,-1.4858627,100,0.0035539050004445016,-0.1300889,-26.76897211976845,0.16506132,-1.537471658963268,-0.6467781,0.9562869769870304,10,1.2801306009641849,-33.66658,-3.3185418,1.4562685,-33.831844,-0.2676897211976846,-13.353138,-14.858521,0.0012604529911186546,-27.432033705108374,0.5319849607867779,0.0023011619923636317,-33.72209,-12.598105791967397,0.6700417,-13.331746,100,98,-0.005169743,100,-20.82949698690207,0.7711393,100.0,1.8435829,-0.9549985,-1.7710721,0.6630615853399249,47,0.24909510399447754,48000,2,-0.99237275,15.486406,0.0,-0.20829496986902074,-0.016402239919062298,63.12621902683168,6.266373138945482,0.0781073048710823,-20.82949698690207,-14.859571,2.478624,1.15094,0.06763299999875017,-33.06371226116809,6.9044566,0.0
