trainer/Alpha Loss,trainer/Policy mu Mean,exploration/num steps total,evaluation/path length Min,evaluation/Rewards Max,exploration/Actions Std,replay_buffer/size,exploration/Actions Mean,exploration/Returns Max,exploration/path length Mean,exploration/Average Returns,evaluation/Rewards Min,exploration/Rewards Std,trainer/Q2 Predictions Std,trainer/Policy mu Min,trainer/Q Targets Std,trainer/QF1 Loss,evaluation/Actions Max,evaluation/num paths total,trainer/Policy log std Std,trainer/Q1 Predictions Std,trainer/Q Targets Mean,trainer/Policy log std Mean,exploration/path length Min,time/logging (s),trainer/Q Targets Max,exploration/Returns Mean,evaluation/Actions Std,exploration/Rewards Min,trainer/Policy log std Max,time/training (s),evaluation/Num Paths,time/epoch (s),trainer/Q2 Predictions Min,trainer/Log Pis Min,trainer/Log Pis Std,trainer/Q Targets Min,exploration/Rewards Mean,trainer/Q1 Predictions Max,trainer/Q2 Predictions Mean,time/data storing (s),exploration/Returns Min,evaluation/Rewards Std,time/saving (s),trainer/Q1 Predictions Min,evaluation/Returns Max,exploration/Actions Max,trainer/Q2 Predictions Max,evaluation/path length Max,exploration/num paths total,evaluation/Actions Mean,exploration/path length Max,evaluation/Average Returns,trainer/Policy mu Std,evaluation/path length Mean,trainer/QF2 Loss,exploration/Actions Min,trainer/Policy log std Min,exploration/Returns Std,Epoch,time/evaluation sampling (s),evaluation/num steps total,exploration/Num Paths,evaluation/Actions Min,trainer/Policy Loss,evaluation/path length Std,evaluation/Rewards Mean,exploration/Rewards Max,time/total (s),evaluation/Returns Std,trainer/Alpha,evaluation/Returns Mean,trainer/Q1 Predictions Mean,trainer/Policy mu Max,trainer/Log Pis Mean,time/exploration sampling (s),evaluation/Returns Min,trainer/Log Pis Max,exploration/path length Std
-1.281483769416809,0.048302185,2400,100,-0.05506686456531817,0.51871645,2400,0.0030260705,-66.7350727308589,100.0,-69.70198034456331,-5.9479791355619165,0.6087804319756358,6.444103,-1.4877439,6.5984907,0.750548,0.92113465,110,0.0681478,6.4337106,-9.496479,-0.6031473,100,0.0033880500122904778,-5.2953343,-69.70198034456331,0.13617755,-4.533805064076025,-0.40626758,0.9872089439886622,10,1.3127225769858342,-42.282,-3.174824,1.1513453,-42.91294,-0.697019803445633,-5.454485,-9.390943,0.0012118819868192077,-72.66888795826773,0.4511419949199484,0.002365007996559143,-42.413723,-12.300149388668565,0.95532364,-5.5540013,100,24,-0.0046830005,100,-17.710027923875916,0.70644236,100.0,0.7390313,-0.9455108,-0.67522657,2.9669076137044144,10,0.25120585202239454,11000,2,-0.88503844,7.885271,0.0,-0.17710027923875912,-0.031999821481876495,14.90350498087355,5.387006367739156,0.5841020941734314,-17.710027923875916,-9.331387,1.6405126,-0.38455647,0.06734284097910859,-28.828157851216062,3.0022514,0.0
-1.1803317070007324,0.09743843,2600,100,-0.012351599419352953,0.49315238,2600,-0.025824513,-56.426660721801255,100.0,-68.07939427627441,-5.713013777913724,0.6213715896264699,9.673759,-1.6313229,9.860538,1.2056603,0.92602324,120,0.07238111,9.657698,-12.901257,-0.5670139,100,0.0035150570038240403,-0.34555966,-68.07939427627441,0.14415619,-5.498101234868424,-0.422088,0.974352243996691,10,1.2921714519616216,-41.03331,-3.5479465,1.2877834,-41.52473,-0.6807939427627442,-5.878153,-12.792233,0.0012670680007431656,-79.73212783074757,0.5230778216597283,0.002297384984558448,-41.36385,-4.63873299201149,0.95137715,-5.810874,100,26,-0.015894057,100,-12.252900847733475,0.83528644,100.0,1.1735245,-0.9878444,-0.67048204,11.652733554473159,11,0.24314937699818984,12000,2,-0.92071176,10.871691,0.0,-0.12252900847733476,-0.11263169162584705,16.19996012886986,5.355245372934556,0.5525715351104736,-12.252900847733475,-12.822123,1.7390989,0.009204065,0.06759032097761519,-20.374877648242425,3.3918414,0.0
-1.5975518226623535,0.082972124,2800,100,-0.02514742960630606,0.4845321,2800,0.0074975844,-60.61940034674833,100.0,-67.53866104385807,-6.589270485943124,0.5735661362302058,6.3147516,-1.6196196,6.4248915,0.79232,0.9361253,130,0.051047333,6.3146744,-9.800499,-0.5880795,100,0.003448153001954779,-0.29568437,-67.53866104385807,0.14474393,-5.324846105216483,-0.45465413,0.972606909024762,10,1.2956547700741794,-39.480244,-3.3744493,1.267913,-40.551376,-0.6753866104385806,-6.3982244,-9.815878,0.0011719780159182847,-74.4579217409678,0.5465380410127219,0.002417775016510859,-39.661777,-6.8010901016284695,0.9820421,-6.3574,100,28,-0.0031649962,100,-16.15743716323305,0.6926138,100.0,0.7944855,-0.95055985,-0.6347349,6.919260697109738,12,0.24942957700113766,13000,2,-0.9217266,8.446896,0.0,-0.16157437163233046,-0.037047781311887934,17.499795853946125,6.2094607257823835,0.522225022315979,-16.15743716323305,-9.87363,1.586968,-0.46015385,0.06658037801389582,-28.310322849366663,3.8278732,0.0
-1.4162952899932861,0.14722343,3000,100,-0.008871094888020056,0.51947373,3000,0.003961319,-68.91819459253203,100.0,-70.1601761394471,-5.379666006592182,0.4953669895658411,8.98925,-1.6326905,9.226816,1.0953007,0.9502515,140,0.05171481,9.016839,-11.970467,-0.5987171,100,0.0033650929981376976,-0.6644994,-70.1601761394471,0.15362184,-4.506123034723409,-0.45670938,0.974437808006769,10,1.3018688980082516,-45.297276,-2.3687432,1.4893863,-45.409836,-0.7016017613944711,-6.8864098,-11.960178,0.0012154089927207679,-71.40215768636217,0.6432209030009544,0.002302972017787397,-45.888645,-4.6314327253285805,0.97879124,-6.917652,100,30,0.0005588751,100,-16.104300663646278,0.7909952,100.0,1.1050236,-0.96463263,-0.67203486,1.2419815469150706,13,0.2534044150088448,14000,2,-0.9427186,10.619091,0.0,-0.1610430066364628,-0.04488208795997423,18.805135302012786,4.872660363680431,0.49279001355171204,-16.104300663646278,-11.952061,1.8263583,-0.0021679776,0.06714320098399185,-21.52325956351039,4.146248,0.0
-1.8116892576217651,0.08926862,3200,100,-0.010114378700378904,0.49794358,3200,0.04503255,-65.15239111878927,100.0,-66.5964656850318,-6.872291716623755,0.6722353300119731,8.994301,-1.7830338,9.076642,0.9186425,0.9432277,150,0.046382375,9.040773,-12.246782,-0.61176246,100,0.0033476179814897478,-0.46271127,-66.5964656850318,0.16552462,-5.759812257168404,-0.49167812,0.9781906649877783,10,1.2955331559642218,-47.74131,-4.4359856,1.434454,-44.36119,-0.6659646568503179,-7.367827,-12.3668995,0.0012048349890392274,-68.04054025127435,0.6274789662724007,0.00234491701121442,-48.220547,-5.039843692335092,0.98830974,-7.3642006,100,32,0.0041502425,100,-14.239969147846182,0.77273685,100.0,0.9263332,-0.9258008,-0.675009,1.4440745662425414,14,0.2442449759982992,15000,2,-0.9422075,10.741816,0.0,-0.14239969147846182,-0.0196960534427825,20.104700327967294,6.038021048996874,0.4646318256855011,-14.239969147846182,-12.370425,1.8795646,-0.3644712,0.06620014499640092,-25.450466727660324,3.9997587,0.0
-1.9078935384750366,0.03469739,3400,100,-0.03074348027604942,0.5005253,3400,0.009039503,-66.939804840079,100.0,-74.14903379013711,-6.092268335403319,0.6915087379428899,4.9518766,-1.6477064,5.0202622,0.86073744,0.95797724,160,0.03716619,4.974953,-10.549404,-0.5945201,100,0.003347085992572829,-1.1847334,-74.14903379013711,0.14011051,-6.436833468069574,-0.4927038,0.9839714400004596,10,1.3083658810064662,-35.44355,-2.4338071,1.1639235,-35.791393,-0.741490337901371,-7.822754,-10.658908,0.0012355479993857443,-81.3582627401952,0.5380561872658941,0.0023925510176923126,-35.767857,-5.158490934425922,0.9894339,-7.820344,100,34,0.0013730703,100,-13.700334278309754,0.6965278,100.0,0.9109138,-0.95721763,-0.6363909,7.2092289500580975,15,0.2501473040028941,16000,2,-0.94210577,9.321484,0.0,-0.1370033427830975,-0.048573441856215004,21.41658401294262,6.0288834615039555,0.4380072057247162,-13.700334278309754,-10.689244,1.7112929,-0.31196317,0.0672719519934617,-23.151609196749668,4.1730003,0.0
-2.205233573913574,0.012906754,3600,100,-0.015198406772791615,0.4990724,3600,-0.009634885,-65.41075647556583,100.0,-69.02885537218161,-6.576183223529751,0.606888784492973,6.414294,-1.7771859,6.695963,1.5649514,0.9517923,170,0.05346534,6.3885374,-10.834097,-0.6289983,100,0.0033650480036158115,-0.34555966,-69.02885537218161,0.15648124,-5.238402964325637,-0.47561318,0.9749184609972872,10,1.2999827380117495,-41.57255,-3.2380204,0.9927293,-41.0318,-0.6902885537218161,-7.941281,-10.732299,0.0012694309989456087,-72.64695426879739,0.5786611264593345,0.002299291983945295,-41.524773,-4.997896551664912,0.9558296,-7.97547,100,36,0.0014487819,100,-14.791687181450508,0.6492326,100.0,1.5973549,-0.974729,-0.70109,3.618098896615777,16,0.2501932540035341,17000,2,-0.94303346,9.632397,0.0,-0.14791687181450505,-0.06635387619296325,22.720701659971382,5.638749574315375,0.4127677083015442,-14.791687181450508,-10.709955,1.8803823,-0.49300158,0.06793725202442147,-25.334727015894977,3.0533264,0.0
-2.2448208332061768,0.051430486,3800,100,-0.07024852401899707,0.48538068,3800,-0.002483449,-66.5440715568954,100.0,-66.66956524867466,-5.787182232558269,0.6503705499258106,7.3261337,-1.891233,7.6402326,4.3125095,0.9542873,180,0.05719617,7.325339,-12.378162,-0.63165915,100,0.003431593009736389,-0.4699237,-66.66956524867466,0.15101562,-5.060554980383672,-0.4481368,0.9907750959973782,10,1.3201465779857244,-44.40653,-3.9264708,1.3012425,-46.768024,-0.6666956524867464,-8.642732,-12.495879,0.001164534012787044,-66.79505894045391,0.5223673374146361,0.002335631987079978,-44.666466,-13.40860946548843,0.9850296,-8.572789,100,38,0.01099991,100,-19.699499304881556,0.76032025,100.0,4.2968054,-0.99429435,-0.7181367,0.12549369177925485,17,0.2537180919898674,18000,2,-0.93230414,11.03022,0.0,-0.19699499304881557,-0.08156121094815803,24.045005233958364,5.077411780053469,0.388921856880188,-19.699499304881556,-12.528757,1.7769824,-0.37779486,0.0687216309888754,-27.994618255292604,3.0609818,0.0
-2.423792839050293,0.080978565,4000,100,-0.0017696605362013563,0.5134119,4000,-0.015330782,-65.48416839589424,100.0,-65.52472666590826,-5.74419304707988,0.43778335431502347,6.3704915,-1.834771,6.582535,0.9450183,0.9435322,190,0.052922897,6.3913417,-11.621962,-0.64649004,100,0.0033722069929353893,-0.46271127,-65.52472666590826,0.1481283,-3.8968915535402817,-0.5087466,0.9880566700012423,10,1.3167000110261142,-44.58156,-5.738401,1.4298846,-46.12718,-0.6552472666590827,-8.934729,-11.554349,0.0012333370104897767,-65.56528493592228,0.4819421196392071,0.002323643013369292,-44.676598,-6.2177586237313225,0.92865497,-8.880576,100,40,0.004502572,100,-13.47995121392288,0.6709717,100.0,0.9944265,-0.99284816,-0.72127163,0.04055827001401724,18,0.2543507869995665,19000,2,-0.9344044,10.58263,0.0,-0.13479951213922878,-0.029138286113403074,25.365880423982162,5.238842171928613,0.36646413803100586,-13.47995121392288,-11.617723,1.8291979,-0.4151903,0.06736336700851098,-21.65377223587058,4.8345833,0.0
-2.2812564373016357,0.02756154,4200,100,-0.031386394133390554,0.4878401,4200,-0.014379483,-61.84936743104702,100.0,-63.749335336196324,-4.81816822390748,0.4380228118286673,6.9577937,-1.9647521,7.3100696,1.1176206,0.95821506,200,0.08715818,6.9643345,-12.796648,-0.6832529,100,0.003423861984629184,-0.4365198,-63.749335336196324,0.15541925,-3.420850628749712,-0.50505465,0.9831440929847304,10,1.310137111984659,-41.87798,-3.776681,1.3048352,-42.318558,-0.6374933533619631,-9.241858,-12.588629,0.0011968059989158064,-65.64930324134563,0.5023664949868826,0.0023352529969997704,-42.070873,-8.179883212484846,0.9650661,-9.21582,100,42,-0.0042198673,100,-14.33937929388615,0.7709053,100.0,1.157408,-0.99177486,-0.8009469,1.8999679051493068,19,0.252941353013739,20000,2,-0.9565017,11.548587,0.0,-0.1433937929388615,-0.022788124628145934,26.680243482929654,4.102268236963228,0.3454858660697937,-14.33937929388615,-12.687362,1.9149542,-0.14702941,0.06709574500564486,-20.213075174797872,4.033509,0.0
-2.790278673171997,0.04513788,4400,100,-0.049846222354601476,0.48343453,4400,-0.020077433,-51.13253678551537,100.0,-61.4850976922045,-5.571522330325703,0.5489175553788093,4.2089124,-1.8824108,4.389015,1.053309,0.9545982,210,0.059052672,4.2288437,-11.740164,-0.6707413,100,0.0034468540106900036,-1.1220754,-61.4850976922045,0.1536272,-5.2150127315731805,-0.52620846,0.984646088007139,10,1.3147205989807844,-30.315912,-2.9410663,1.0660998,-31.697338,-0.6148509769220449,-9.6031685,-11.592517,0.0013058559852652252,-71.83765859889363,0.4962904754739999,0.0018683829985093325,-30.541018,-17.090354001414436,0.8963874,-9.525675,100,44,0.0041939155,100,-23.034854857527925,0.66228265,100.0,1.0975053,-0.9764423,-0.74872386,10.352560906689128,20,0.2562786059861537,21000,2,-0.9485135,10.565413,0.0,-0.23034854857527928,-0.03166071985924182,27.999081315967487,4.567793393142431,0.3258996903896332,-23.034854857527925,-11.624018,1.9605742,-0.48937392,0.0671748119930271,-30.577317483099986,2.4297557,0.0
-2.275510311126709,0.05492226,4600,100,-0.04501114048070954,0.4975988,4600,-0.011276711,-64.08844508534948,100.0,-64.90272025506867,-5.041552898711239,0.5942550522532836,6.3295465,-1.9088954,6.4865227,0.40261045,0.96052617,220,0.086848706,6.3164806,-14.183063,-0.6573985,100,0.0034292180207557976,-9.751497,-64.90272025506867,0.15525514,-4.427090292895886,-0.47118995,0.9803639909951016,10,1.3071431330172345,-41.424812,-3.07136,1.4976205,-42.90145,-0.6490272025506869,-9.959573,-13.959027,0.0011992350046057254,-65.71699542478787,0.5278085646277003,0.002338127000257373,-41.267136,-9.249744780903594,0.9803396,-9.996833,100,46,0.014844897,100,-17.384591992946188,0.87838537,100.0,0.37058172,-0.963385,-0.7861302,0.8142751697191954,21,0.25284271899727173,22000,2,-0.95773387,12.88171,0.0,-0.1738459199294619,-0.05400108191690421,29.31031187294866,4.411973137921344,0.30744779109954834,-17.384591992946188,-13.920629,1.9539179,0.070233256,0.06696984299924225,-22.613197396170964,3.802988,0.0
-2.8325605392456055,0.0486643,4800,100,-0.00773460368234093,0.46776044,4800,-0.0016277843,-53.59059551424751,100.0,-60.87362228444399,-5.295162733419875,0.5642106285789142,5.388818,-1.9286416,5.453293,0.22598231,0.95457906,230,0.07198915,5.3597307,-12.857282,-0.7350403,100,0.0033531459921505302,-10.103135,-60.87362228444399,0.1561483,-5.592593236372979,-0.54936224,0.9544231850013603,10,1.28132411497063,-39.501404,-3.8601449,1.3807098,-37.67703,-0.6087362228444398,-10.427645,-12.807909,0.0012442369770724326,-68.15664905464047,0.5223198861882858,0.002296505990670994,-39.56088,-4.694361732636517,0.98523176,-10.425573,100,48,-0.009594862,100,-11.197179823239395,0.68879247,100.0,0.20462716,-0.9686654,-0.8372335,7.283026770196479,22,0.2535236350086052,23000,2,-0.96303415,11.781917,0.0,-0.11197179823239395,-0.03115065177930017,30.595778792892816,3.9907927804163092,0.29006850719451904,-11.197179823239395,-12.821497,1.946049,-0.28920352,0.06648340600077063,-17.941358962169282,4.5036087,0.0
