trainer/Policy log std Min,replay_buffer/size,evaluation/Actions Max,trainer/QF1 Loss,exploration/path length Min,trainer/Q Targets Std,evaluation/path length Mean,trainer/Log Pis Min,evaluation/path length Std,evaluation/path length Min,trainer/Alpha Loss,trainer/Q2 Predictions Max,evaluation/Average Returns,evaluation/num paths total,trainer/Q1 Predictions Mean,exploration/Rewards Std,time/logging (s),exploration/Returns Std,trainer/Q2 Predictions Min,evaluation/Returns Max,trainer/Log Pis Mean,exploration/Rewards Max,exploration/num steps total,trainer/Policy mu Std,exploration/Returns Max,trainer/Policy log std Std,evaluation/Actions Mean,exploration/num paths total,evaluation/Rewards Mean,evaluation/Num Paths,exploration/Returns Mean,time/evaluation sampling (s),evaluation/Rewards Min,exploration/Actions Max,exploration/Average Returns,time/total (s),trainer/Alpha,trainer/Q Targets Max,exploration/path length Std,exploration/Rewards Min,time/saving (s),exploration/Rewards Mean,evaluation/num steps total,trainer/Q2 Predictions Std,trainer/Policy log std Mean,Epoch,evaluation/Returns Std,trainer/Q1 Predictions Std,evaluation/Actions Min,time/exploration sampling (s),exploration/Actions Std,exploration/Returns Min,time/training (s),trainer/Policy mu Mean,evaluation/Returns Min,trainer/Q Targets Min,trainer/Q1 Predictions Max,exploration/path length Max,trainer/Policy Loss,trainer/Q1 Predictions Min,trainer/Log Pis Max,trainer/Q Targets Mean,trainer/Q2 Predictions Mean,evaluation/path length Max,trainer/Policy mu Min,trainer/QF2 Loss,exploration/Actions Min,trainer/Policy mu Max,evaluation/Actions Std,evaluation/Rewards Std,evaluation/Returns Mean,exploration/Actions Mean,time/data storing (s),time/epoch (s),trainer/Policy log std Max,exploration/path length Mean,evaluation/Rewards Max,trainer/Log Pis Std,exploration/Num Paths
-2.379704,15800,0.99326456,2.0007687,100,13.573191,100.0,-2.583554,0.0,100,0.3409727215766907,-62.57957,-146.43353833638096,780,-77.64778,0.4108965666575982,0.0033729519927874207,6.670714500119907,-127.12908,-116.67873658337969,2.1247702,-0.8562435912656785,15800,1.0248171,-115.6704542777046,0.5677275,-0.010978876,158,-1.464335383363809,10,-122.34116877782449,0.22923598199849948,-9.902954734363195,0.63783747,-122.34116877782449,82.99788434818038,0.0650303065776825,-64.00482,0.0,-5.064486790239937,0.0019540759967640042,-1.2234116877782448,78000,14.044595,-1.7603786,77,15.585466422520927,14.012113,-0.9929762,0.06434839498251677,0.20420797,-129.0118832779444,0.7423415740195196,-0.025465755,-174.13173491819092,-127.6958,-62.657265,100,78.4899,-126.96187,6.037052,-78.60979,-77.62916,100,-2.8738496,2.2587078,-0.9880662,3.0804188,0.18786067,0.9279940649857253,-146.43353833638096,-0.017927444,0.0012958039878867567,1.042548782977974,-0.291772,100.0,-0.4778763740126671,1.3542556,2
-2.536093,16000,0.9955584,145.9345,100,16.947517,100.0,-2.5964766,0.0,100,-0.2298673689365387,-63.223156,-142.24192598616648,790,-74.668915,0.4720821479567492,0.00336965499445796,5.215103827568619,-119.035835,-107.46986731384492,1.9153116,-0.793376890369998,16000,0.925689,-109.62628722292486,0.5868996,0.004029753,160,-1.4224192598616652,10,-114.84139105049348,0.22829509602161124,-11.222827748746488,0.98998004,-114.84139105049348,84.05869986314792,0.06625303626060486,-0.8390713,0.0,-5.596688621788982,0.001967460004379973,-1.148413910504935,79000,11.742258,-1.8929541,78,25.919157040653783,11.752307,-0.99546206,0.06540312399738468,0.20486246,-120.0564948780621,0.7563630589866079,-0.12185625,-192.02234810262345,-117.66722,-63.176735,100,75.814255,-119.99913,5.6933527,-72.87424,-74.66123,100,-3.0959477,145.50044,-0.7232347,2.7429981,0.1792069,0.9250444754020103,-142.24192598616648,0.021668496,0.0013963660167064518,1.0567947600211482,-0.31545115,100.0,-1.0292452853705563,1.5648402,2
-2.476179,16200,0.9964104,39.322884,100,15.886388,100.0,-2.1366816,0.0,100,-0.3354343771934509,-63.002026,-122.5504080853932,800,-75.15736,0.9184758564726033,0.002581394015578553,14.60565908553447,-138.4937,-99.9662987521165,1.8759285,-0.43316750062286125,16200,0.8691886,-106.97238788236851,0.52952015,0.017642196,162,-1.2255040808539317,10,-121.57804696790298,0.2268993430188857,-9.83567713259824,0.9961424,-121.57804696790298,85.12810201218235,0.06696870923042297,-1.1069963,0.0,-8.46401746305615,0.0019810219819191843,-1.2157804696790295,80000,13.828689,-1.8380231,79,14.353941565752402,13.859608,-0.9656317,0.06483313802164048,0.25312248,-136.18370605343745,0.7678088810062036,0.114663355,-142.43935359266348,-141.39047,-62.926006,100,75.7391,-139.29907,4.684466,-75.35188,-75.15854,100,-2.7919416,39.592,-0.8622377,3.1802394,0.19377486,0.9536265268304449,-122.5504080853932,0.02923768,0.0013579340011347085,1.0654617120453622,-0.39584482,100.0,-0.47203754349072846,1.2298173,2
-2.5486395,16400,0.9947829,207.83028,100,19.783834,100.0,-1.5759276,0.0,100,0.3455948233604431,-62.328403,-147.36365301896328,810,-74.5324,0.891724852238912,0.002502393996110186,27.092653909738992,-135.41138,-128.6446189521789,2.127524,-0.8317027773953958,16400,0.96154755,-114.61112350776624,0.58651805,0.004233609,164,-1.473636530189633,10,-141.70377741750522,0.22155950099113397,-9.79108402810065,0.9967635,-141.70377741750522,86.19930677418597,0.06653201580047607,-2.4214604,0.0,-8.425218133089096,0.0019493339932523668,-1.417037774175052,81000,15.813232,-1.8628,80,15.2509317341309,15.9101715,-0.9946967,0.06433223700150847,0.22458388,-168.79643132724422,0.7761987410194706,-0.028088639,-177.13234605000935,-139.7368,-62.379013,100,75.442085,-135.99426,7.020645,-73.0677,-74.45306,100,-3.1476343,207.51009,-0.64286774,3.0289931,0.16050884,0.8826277563302134,-147.36365301896328,0.029119542,0.001226185995619744,1.0677683929970954,-0.12570028,100.0,-0.7408384423821334,1.5650059,2
-2.5381975,16600,0.99546415,69.346825,100,12.408668,100.0,-4.5529547,0.0,100,-1.0936458110809326,-62.792885,-141.22384357410664,820,-74.47931,1.132033259469612,0.0033395770005881786,2.8950502660425173,-101.363785,-115.19782261352903,1.5955832,-0.640013895656257,16600,0.7238461,-153.4674711194769,0.48460442,0.009423258,166,-1.412238435741066,10,-156.36252138551941,0.22142334800446406,-9.444812832196959,0.8164683,-156.36252138551941,87.26477219123626,0.06690611690282822,-0.87432694,0.0,-9.835792222638636,0.0019366359920240939,-1.563625213855194,82000,10.324747,-1.9227933,81,25.835600815425273,10.33402,-0.99348754,0.06490471900906414,0.24452767,-159.25757165156193,0.7684767750033643,-0.030053606,-186.04776374632232,-99.20922,-62.770775,100,75.54547,-101.69166,4.3176274,-73.80002,-74.46393,100,-2.21626,69.03804,-0.9992732,2.716088,0.1609502,0.7602771054587982,-141.22384357410664,-0.033737607,0.001393848011502996,1.0614749030210078,-0.48779833,100.0,-1.1318857761643757,1.3904457,2
-2.5623715,16800,0.9932256,2.1657388,100,14.270454,100.0,-2.8749988,0.0,100,0.13477164506912231,-61.736427,-136.46706913487404,830,-74.56799,0.22407040057114289,0.0034004639892373234,2.171481174855451,-133.59283,-115.6823500188142,2.0498116,-0.834704908221802,16800,0.85115033,-107.80462895950706,0.5426453,6.029582e-05,168,-1.3646706913487403,10,-109.9761101343625,0.2243225519778207,-8.96748714946581,0.7631017,-109.9761101343625,88.31621137322509,0.0668264850974083,-62.95516,0.0,-3.5093567140109934,0.002199520997237414,-1.0997611013436255,83000,13.966784,-1.9258957,82,21.07977639562301,13.909863,-0.990183,0.06524237000849098,0.16449107,-112.14759130921796,0.7506585289957002,-0.019291975,-179.33202144980325,-137.91823,-61.677887,100,75.72703,-133.53444,5.680415,-75.92022,-74.61563,100,-2.8685873,2.0397413,-0.9975611,3.112319,0.17404947,0.6671790334403261,-136.46706913487404,-0.009596545,0.001571664004586637,1.0473950999730732,-0.38778555,100.0,-0.16056513074142068,1.2697679,2
-2.5557427,17000,0.99211437,38.06445,100,13.70264,100.0,-2.0547462,0.0,100,-0.18177339434623718,-61.984837,-134.70082908864347,840,-71.89445,0.45698982712168046,0.0027581650065258145,2.5772138480287907,-110.103905,-119.08229164582629,1.9326653,-0.32527306956475543,17000,0.7390882,-121.54296976341142,0.50367826,-0.019693164,170,-1.3470082908864351,10,-124.12018361144021,0.21969982900191098,-9.664682003004645,0.8724931,-124.12018361144021,89.38032238726737,0.06724421679973602,-1.3263304,0.0,-4.728300256292425,0.001951216021552682,-1.2412018361144022,84000,11.795449,-2.008742,83,10.659310619737635,11.809133,-0.99495065,0.06569000199669972,0.20796694,-126.697397459469,0.7687865179905202,0.0007108915,-153.59341906728898,-112.80559,-61.93722,100,72.84351,-109.69257,4.4183555,-72.05639,-71.93623,100,-2.7667506,38.323578,-0.9930409,2.6709518,0.18898427,0.8328533060228778,-134.70082908864347,-0.023505397,0.0012333100021351129,1.0601190400193445,-0.48542288,100.0,-0.5259094464117627,1.092342,2
-2.6588488,17200,0.97971123,105.133125,100,15.953045,100.0,-1.6468172,0.0,100,-0.044685620814561844,-62.22963,-115.98759954032195,850,-75.26935,0.6053387416749214,0.003363698982866481,0.9719196098984284,-125.47302,-104.04690267554659,1.983277,-0.5827227515367386,17200,0.8378366,-117.89607639485091,0.5503821,-0.01860056,172,-1.1598759954032194,10,-118.86799600474933,0.22567770502064377,-8.771434502137632,0.9408304,-118.86799600474933,90.44851250623469,0.06912060081958771,-1.7978418,0.0,-5.926212680693703,0.0019507409888319671,-1.1886799600474933,85000,12.097091,-1.9329214,84,9.290964942465553,12.096478,-0.9928653,0.063354681013152,0.2327871,-119.83991561464777,0.7686621519969776,0.021278849,-137.03454260479225,-129.54791,-62.228615,100,76.45236,-126.09171,5.2612386,-74.15081,-75.290436,100,-2.7619412,105.26981,-0.9583567,2.955014,0.16940132,0.6433805404177452,-115.98759954032195,0.008649893,0.0012040850124321878,1.064213063014904,-0.37616274,100.0,-0.6785725151178937,1.3649725,2
-2.5615108,17400,0.99627346,95.063,100,15.874259,100.0,-3.0907886,0.0,100,-0.4920940399169922,-62.35411,-112.94290906788936,860,-74.456726,0.15518353575430824,0.0030356950010173023,1.3336173862509781,-123.71034,-98.59432819132154,1.815465,-0.8059055844436083,17400,0.8016898,-109.01414053695086,0.52782875,0.006897211,174,-1.1294290906788937,10,-110.34775792320184,0.22913726401748136,-11.193118465793324,0.9717106,-110.34775792320184,91.51594694124651,0.06947047263383865,-0.9809971,0.0,-2.49209802195182,0.001995394006371498,-1.1034775792320186,86000,12.135848,-1.9392302,85,12.687381966154785,12.198349,-0.9878792,0.0654585890006274,0.15211181,-111.68137530945282,0.7622243440127932,0.0130200675,-141.65358026216202,-125.18959,-62.343636,100,75.42244,-123.61596,6.4166074,-73.42584,-74.41309,100,-3.066641,94.87963,-0.48284078,2.2073493,0.16918091,0.7607213570526,-112.94290906788936,0.004698132,0.0014830709842499346,1.0633343570225406,-0.49361217,100.0,-0.20999253446572097,1.4211115,2
-2.598698,17600,0.99146307,66.5143,100,12.364634,100.0,-3.0892615,0.0,100,-0.18816708028316498,-61.40294,-124.32557838486348,870,-72.23253,1.1559504238841378,0.003387206990737468,3.2589484663247674,-98.20511,-114.90809946945268,1.9296441,-0.7451909077780845,17600,0.69595104,-143.61094397368035,0.4967701,-0.0010024143,176,-1.2432557838486347,10,-146.86989244000512,0.22132809599861503,-7.0994614133257565,0.99783516,-146.86989244000512,92.58002336521167,0.06893733143806458,-1.2840875,0.0,-8.795978313430878,0.001982151996344328,-1.4686989244000508,87000,10.322124,-1.9744122,86,7.285209701404584,10.330554,-0.98863083,0.06405951699707657,0.26613835,-150.12884090632988,0.7679024639946874,-0.024751257,-138.87669925169433,-99.83769,-61.40592,100,73.54165,-98.244225,4.584529,-72.21417,-72.2068,100,-2.624811,66.74121,-0.9887682,2.3839903,0.15736492,0.5030940409425909,-124.32557838486348,-0.00957119,0.00133577999076806,1.0599952159682289,-0.15649332,100.0,-0.5805879774772836,1.1287785,2
-2.573107,17800,0.99596155,1.115034,100,13.340111,100.0,-0.7115003,0.0,100,-0.17621785402297974,-61.509914,-126.91880379116108,880,-73.893684,0.49640014721776754,0.003572271001758054,8.340456788840626,-128.18623,-112.79408022978474,1.9347364,-0.6159871971247219,17800,0.8937947,-115.27695602087388,0.57596344,0.0117959175,178,-1.269188037911611,10,-123.61741280971451,0.2248057700053323,-9.710507036981122,0.9767418,-123.61741280971451,93.63805261717062,0.06719595938920975,-62.171864,0.0,-5.757265957572271,0.001974076993064955,-1.236174128097145,88000,13.442741,-1.8579285,87,10.264055109371826,13.375918,-0.9776682,0.06276528799207881,0.19641495,-131.95786959855513,0.7594856890209485,-0.06743788,-144.07998238144634,-125.67758,-61.50215,100,74.681145,-127.86135,4.829069,-74.74896,-73.902306,100,-2.8799844,1.2053614,-0.9647423,2.56957,0.18690063,0.8749864959005028,-126.91880379116108,0.014351544,0.0012890719808638096,1.0538921669940464,-0.1658727,100.0,-0.8266677651305618,1.1028438,2
-2.5342908,18000,0.98977655,190.37627,100,16.800922,100.0,-2.662648,0.0,100,-0.49304333329200745,-61.334248,-132.9623244287264,890,-74.26768,0.9760600348941919,0.0031712550262454897,25.38146157196381,-114.7625,-103.14029516421871,1.819346,-0.8645688553745215,18000,0.85298485,-130.58017077995092,0.53147054,-0.0022549583,180,-1.3296232442872638,10,-155.96163235191472,0.2362262649985496,-7.013617303956961,0.99580294,-155.96163235191472,94.72167908615666,0.06525830179452896,-2.1653216,0.0,-7.663361710678514,0.009913779009366408,-1.5596163235191471,89000,12.2504835,-1.8655484,88,28.340249024452618,12.26765,-0.99164724,0.06229718399117701,0.259574,-181.34309392387854,0.7665756159985904,0.0089503005,-174.0635002875034,-114.53096,-61.300045,100,75.47927,-114.85585,5.375742,-72.4805,-74.24432,100,-2.7468336,189.59271,-0.99778765,2.7930732,0.16512167,0.6314353085922754,-132.9623244287264,0.0019651079,0.0013729939819313586,1.0795570930058602,-0.43991897,100.0,-0.9964836141624684,1.395389,2
-2.5924034,18200,0.99686444,102.463745,100,16.095007,100.0,-0.8396718,0.0,100,0.2653639316558838,-61.398594,-133.2548319540673,900,-73.49131,0.860198775565318,0.0034287940070498735,24.136747642092857,-129.87901,-109.87630611647981,2.0975368,-0.7966385293893076,18200,0.83435345,-105.6029720500234,0.55946004,0.01597675,182,-1.3325483195406727,10,-129.73971969211624,0.21502403198974207,-10.380412473718287,0.9986765,-129.73971969211624,95.78545617510099,0.06583066284656525,-1.1601864,0.0,-8.274498751613018,0.0019404389895498753,-1.297397196921163,90000,12.596424,-1.9020009,89,16.811258099676138,12.620785,-0.9908822,0.06248095500632189,0.21139404,-153.8764673342091,0.7751923779724166,-0.035435986,-164.02926980586838,-126.59712,-61.38537,100,74.71494,-129.98798,5.4316454,-72.79579,-73.48188,100,-3.1097815,101.830956,-0.55438435,2.6614835,0.19177462,0.975806783799925,-133.2548319540673,0.024692025,0.0014511439949274063,1.0595177419600077,-0.254893,100.0,-0.641104156543094,1.1449097,2
-2.6503432,18400,0.9947803,66.467575,100,16.377901,100.0,-2.6797488,0.0,100,1.0900994539260864,-61.349205,-115.98959603123485,910,-73.59575,0.6713652559032439,0.003347154997754842,2.294733320800937,-134.84482,-101.6679402546848,2.3978453,-0.6571677261553304,18400,0.90424263,-117.7114083854838,0.57244825,0.006892297,184,-1.1598959603123484,10,-120.00614170628472,0.22601704401313327,-9.915613757560587,0.9765321,-120.00614170628472,96.85461759907776,0.06458086520433426,-1.9075537,0.0,-6.066171139597278,0.001967504998901859,-1.200061417062847,91000,14.686391,-1.9608979,90,13.962940048465969,14.730432,-0.99079096,0.06377811299171299,0.2387389,-122.30087502708567,0.7685035559989046,-0.00703864,-151.1731275075959,-138.99005,-61.44004,100,74.95648,-135.90634,6.1170216,-73.004906,-73.55862,100,-2.8626635,66.63307,-0.9851334,2.9117818,0.16473314,0.7131694228741946,-115.98959603123485,-0.022927921,0.0012211650027893484,1.064834538003197,-0.4297805,100.0,-0.7143667854805497,1.2913712,2
-2.6232946,18600,0.98675394,1.8618754,100,13.096197,100.0,-2.1414466,0.0,100,-0.2613449990749359,-60.456097,-131.69225207714453,920,-72.26015,0.8067487717570223,0.003364747972227633,0.9113550303625431,-120.915436,-112.72956546558532,1.9036341,-0.5250610518702197,18600,0.7608562,-131.94400326322878,0.5378968,-0.027262378,186,-1.3169225207714452,10,-132.85535829359134,0.22194192500319332,-10.444193054069162,0.9963427,-132.85535829359134,97.92721758809057,0.06640499830245972,-61.64578,0.0,-6.968062273963711,0.007440916000632569,-1.3285535829359134,92000,13.009423,-1.9759607,91,17.018946103208872,13.023644,-0.99517214,0.06365135798114352,0.26303443,-133.76671332395387,0.7706722200091463,0.030876927,-159.64266155276684,-124.17948,-60.48098,100,73.25037,-121.46351,5.0632014,-73.52046,-72.29164,100,-3.004775,1.8895345,-0.94365805,2.8632233,0.1851413,0.9700011779705339,-131.69225207714453,0.017130326,0.001228162000188604,1.068299328966532,-0.22389457,100.0,-0.415821955312628,1.2238773,2
-2.6025028,18800,0.9959475,0.30877256,100,11.933869,100.0,-1.1727945,0.0,100,-0.22960036993026733,-60.94351,-134.3620102148051,930,-72.6056,0.8507368989715592,0.0033380000095348805,14.797278865483328,-116.73435,-117.07682167778167,1.9155078,-0.6629182884232524,18800,0.65595037,-105.32070757368983,0.48594677,-0.0072082616,188,-1.343620102148052,10,-120.11798643917317,0.22194480898906477,-10.92091786806736,0.99918,-120.11798643917317,98.99116038714419,0.06604815274477005,-61.282776,0.0,-8.196799302281159,0.0019544959941413254,-1.2011798643917317,93000,11.923115,-2.0507078,92,15.642231977920982,11.930758,-0.99455196,0.06419113700394519,0.22553325,-134.9152653046565,0.7664601340075023,0.11029173,-164.16723608067556,-118.22057,-60.975597,100,73.882576,-117.23636,5.5149403,-72.92922,-72.632835,100,-2.2561958,0.32294276,-0.9077803,2.9015503,0.20111312,1.0070369446791325,-134.3620102148051,0.020103449,0.001780392020009458,1.059668968024198,-0.39651474,100.0,-0.7720442676585423,1.0752246,2
-2.62066,19000,0.99625057,97.22842,100,15.454131,100.0,-2.1475244,0.0,100,0.28379955887794495,-60.28002,-122.56593918925273,940,-73.23437,0.6801243196371521,0.003363705996889621,1.2792791417053593,-131.21178,-101.66544024779044,2.1045275,-0.6899794820870983,19000,0.9532466,-116.52497294107445,0.6208742,-0.006971794,190,-1.2256593918925274,10,-117.80425208277981,0.22451937099685892,-10.329576827296451,0.95992726,-117.80425208277981,100.05741538119037,0.06620710343122482,-9.006783,0.0,-6.0515723730769055,0.0019342349842190742,-1.178042520827798,94000,14.630536,-1.9002146,93,13.222974169276975,14.631335,-0.9913405,0.0632612320187036,0.20930286,-119.08353122448517,0.7673484409751836,0.056054,-147.54463509492186,-125.85039,-60.300102,100,74.350075,-131.1752,4.9601336,-73.36972,-73.246635,100,-3.2345474,96.01466,-0.99241024,2.881255,0.19882469,1.0052430666550476,-122.56593918925273,-0.0044083335,0.001405946008162573,1.0618329309800174,-0.43022865,100.0,-0.48498981932983054,1.3742666,2
-2.579646,19200,0.9952705,0.6672855,100,10.081269,100.0,-1.5888933,0.0,100,-0.3371221423149109,-60.34408,-132.7687112967145,950,-72.648674,0.2012113971057172,0.0034204609983135015,0.8370501006268896,-92.70871,-108.42884633044679,1.8756447,-0.7403378386456435,19200,0.7950068,-122.4893981321243,0.5438996,-0.0010874581,192,-1.3276871129671448,10,-123.32644823275118,0.22742718999506906,-9.848386379462662,0.9561891,-123.32644823275118,101.13349705314613,0.0664701759815216,-61.126812,0.0,-2.6824229184657797,0.0020781380007974803,-1.233264482327512,95000,10.196144,-1.8904849,94,16.340085751317066,10.237548,-0.9936537,0.06514016899745911,0.18711369,-124.16349833337807,0.7724020280002151,-0.087512776,-158.9002038660255,-92.74389,-60.361305,100,73.836464,-92.745735,4.7325983,-73.26901,-72.61756,100,-2.586783,0.8031234,-0.8721964,2.592964,0.2029188,0.9921864320217948,-132.7687112967145,-0.0016848957,0.001232688984600827,1.071700674976455,-0.29914835,100.0,-0.8215448644598093,1.0311451,2
-2.5338323,19400,0.9937217,1.0358346,100,11.270545,100.0,-4.534066,0.0,100,-0.455913245677948,-60.421883,-116.67623659014328,960,-69.97562,0.8422509203227831,0.0033815109927672893,5.622219090831507,-107.52784,-104.97036488969275,1.8322552,-0.32041113659889237,19400,0.730441,-116.23119707989432,0.507276,-0.0035885863,194,-1.166762365901433,10,-121.85341617072582,0.21888921500067227,-8.891701763192668,0.9984368,-121.85341617072582,102.183361200121,0.06600594520568848,-60.992435,0.0,-7.84725550182605,0.0019615290220826864,-1.218534161707258,96000,10.980776,-1.9664572,95,11.520471686516196,10.982975,-0.99169654,0.06552500298130326,0.2638819,-127.47563526155733,0.7538640550046694,-0.032520104,-141.67139930379568,-108.573906,-60.36371,100,71.21662,-107.09732,5.174788,-70.80844,-70.00621,100,-2.1968586,0.95379746,-0.99228054,2.6928942,0.16719618,0.7201025849533782,-116.67623659014328,-0.013962232,0.0013208540040068328,1.0449421670055017,-0.5438774,100.0,-0.9971183927003441,1.3899183,2
-2.6088376,19600,0.99432176,74.51101,100,16.132338,100.0,-1.0831318,0.0,100,0.6521908640861511,-60.578487,-130.09183070767807,970,-72.311104,0.7950292244343293,0.0033515569812152535,7.493860653251161,-122.75107,-116.11654550464348,2.2378588,-0.6935029038145384,19600,0.903716,-119.44343299978394,0.5872148,-0.0020799907,196,-1.300918307076781,10,-126.9372936530351,0.2265282330045011,-8.783224312981066,0.9621356,-126.9372936530351,103.24467699011439,0.06444957852363586,-1.8662002,0.0,-7.891331383661447,0.0019672249909490347,-1.2693729365303512,97000,12.90651,-1.8999096,96,9.659300501900335,12.961237,-0.99221367,0.06560839098528959,0.22190131,-134.43115430628626,0.7590254320239183,-0.0656042,-149.7153627707739,-122.04068,-60.626633,100,73.70795,-122.75554,6.1781693,-71.281395,-72.30613,100,-3.050183,74.771614,-0.99769324,2.8831947,0.1844582,0.8756685833049519,-130.09183070767807,-0.003084588,0.0012333809863775969,1.0577142189722508,-0.40518293,100.0,-1.0540029811925804,1.2617222,2
-2.5736957,19800,0.9934326,126.13228,100,16.223759,100.0,-1.858516,0.0,100,0.08414266258478165,-59.85606,-108.08709185844916,980,-72.22764,0.836501944229561,0.0033660879998933524,14.093987694372899,-132.34894,-72.48005117692354,2.0309176,-0.42967713342295916,19800,0.8679733,-104.91868244763484,0.534875,-0.016910555,198,-1.0808709185844914,10,-119.01267014200774,0.22203747401363216,-9.915810689765513,0.8597213,-119.01267014200774,104.31567524414277,0.06577806174755096,-1.0892234,0.0,-7.981957697959711,0.0019361420127097517,-1.1901267014200771,98000,13.289025,-1.9472927,97,23.88743907073244,13.301292,-0.99530405,0.06577547299093567,0.20358895,-133.10665783638063,0.7726755300245713,0.036275525,-147.78685234392745,-125.218544,-59.885864,100,73.22391,-132.25858,7.8942165,-71.12178,-72.22184,100,-3.134994,126.13234,-0.9960676,2.7598367,0.18863758,0.9799970063163719,-108.08709185844916,-0.014447839,0.0013397299917414784,1.0671304370334838,-0.42703325,100.0,-0.2836586389752884,1.3354181,2
-2.6174853,20000,0.9952801,1.5974255,100,10.929736,100.0,-1.8542465,0.0,100,0.35480400919914246,-59.479794,-124.28903184206918,990,-71.33891,1.0498713108508906,0.003346025012433529,7.246193325125219,-102.367386,-103.23486272780015,2.130252,-0.7202006930262697,20000,0.76577127,-123.82576382934371,0.49376786,0.006551792,200,-1.2428903184206914,10,-131.07195715446892,0.22373939800309017,-9.431858268216228,0.69801146,-131.07195715446892,105.38892998715164,0.06561020016670227,-60.510998,0.0,-9.306439606613266,0.0019544159877114,-1.3107195715446887,99000,10.9108,-1.962078,98,13.906008105863704,10.890884,-0.99087274,0.06627760999253951,0.21450143,-138.31815047959415,0.7725735680141952,0.0010692156,-146.42268603295315,-102.6171,-59.455406,100,72.87449,-102.6151,5.7587223,-72.48547,-71.38068,100,-2.4462488,1.5110323,-0.99314386,2.7069728,0.17271888,0.8547774230970774,-124.28903184206918,-0.026335947,0.0012793649802915752,1.0691703819902614,-0.48698193,100.0,-0.8821438630212548,1.2984439,2
-2.6777446,20200,0.99087954,69.47244,100,16.131128,100.0,-1.8809369,0.0,100,-0.10630117356777191,-59.67356,-120.39119918509337,1000,-71.34018,1.1616729681883797,0.0033805010025389493,16.520872681340855,-137.23349,-93.51841053053427,1.9606231,-0.6692617068272029,20200,0.7821203,-109.08990886371164,0.53338504,-0.017817862,202,-1.203911991850934,10,-125.6107815450525,0.21445428600418381,-9.7496425106898,0.9985598,-125.6107815450525,106.44960775310756,0.06724493950605392,-1.0371325,0.0,-9.901174263743005,0.001967731979675591,-1.2561078154505252,100000,12.859197,-2.0288856,99,15.74833948466545,12.934979,-0.99555093,0.06384574298863299,0.24620803,-142.13165422639335,0.7716249529912602,0.020265972,-143.06451464094036,-138.57883,-59.682682,100,72.49955,-138.18661,5.955551,-70.42725,-71.35849,100,-2.7842443,69.51677,-0.7669861,3.0793974,0.1871401,0.9626660948248551,-120.39119918509337,0.035573877,0.001332523999735713,1.0566057389660273,-0.20026064,100.0,-0.27327844238921883,1.2272148,2
-2.6073153,20400,0.99186987,94.93011,100,16.54551,100.0,-1.2447698,0.0,100,0.3232286870479584,-59.543518,-105.53968492945076,1010,-71.01854,0.705049995572476,0.0033623639901634306,9.324029455092187,-132.13757,-92.00430942914389,2.1202567,-0.17044897555489577,20400,0.796467,-90.8460475829594,0.52737826,0.0011861889,204,-1.0553968492945078,10,-100.17007703805159,0.2266726960078813,-7.266967037851841,0.9905186,-100.17007703805159,107.51778105908306,0.06803484261035919,-1.1765196,0.0,-7.090090794058545,0.0016490790003445,-1.0017007703805156,101000,13.09929,-1.9663916,100,8.707076593018703,13.1013,-0.97912776,0.063401254999917,0.24211994,-109.49410649314378,0.7677919700217899,0.060035333,-116.84416917322906,-135.52684,-59.540882,100,72.60293,-132.3055,5.782041,-70.63734,-71.02083,100,-2.51588,95.24666,-0.9812825,3.1491597,0.16559936,0.5016020508203046,-105.53968492945076,0.01764576,0.0012117369915358722,1.064089101011632,-0.2596957,100.0,-0.22683122699472658,1.1354944,2
-2.5968735,20600,0.9821632,0.684334,100,12.886007,100.0,-3.9085624,0.0,100,0.03756053373217583,-59.256535,-123.31362042693772,1020,-72.32348,0.8053034740140759,0.0029901430243626237,18.514762367837896,-118.90921,-108.54638264805064,2.0139778,-0.8269416235018959,20600,0.8707177,-110.18295801327743,0.5698594,-0.005931841,206,-1.2331362042693772,10,-128.69772038111532,0.22946599399438128,-7.0030755851595705,0.99529016,-128.69772038111532,108.56984405813273,0.06807318329811096,-59.93452,0.0,-7.740394115604913,0.0015484509931411594,-1.286977203811153,102000,12.755398,-1.8559816,101,7.30780644454674,12.798329,-0.98521024,0.06451885699061677,0.22781053,-147.21248274895322,0.7489888029813301,-0.0380924,-130.41378902665963,-120.72546,-59.343483,100,73.590576,-119.80066,7.9531617,-72.91333,-72.33213,100,-2.6784277,0.6623186,-0.92475224,2.9685454,0.15187627,0.4260494319874341,-123.31362042693772,0.005911156,0.0012143500207457691,1.0487265980045777,-0.28492483,100.0,-0.4421238820458783,1.721216,2
