exploration/Actions Std,exploration/Actions Mean,time/epoch (s),exploration/Rewards Min,trainer/Policy log std Mean,trainer/Q Targets Std,evaluation/Num Paths,evaluation/num steps total,evaluation/Actions Max,evaluation/Rewards Max,trainer/Policy log std Max,trainer/QF1 Loss,trainer/Policy log std Min,trainer/Q Targets Min,evaluation/Actions Mean,trainer/Q2 Predictions Std,exploration/Actions Min,exploration/Rewards Std,trainer/Log Pis Mean,exploration/Num Paths,exploration/num steps total,evaluation/path length Std,evaluation/Returns Std,trainer/Q2 Predictions Max,exploration/Returns Std,trainer/Alpha,evaluation/path length Max,Epoch,trainer/Log Pis Std,exploration/num paths total,exploration/Rewards Max,trainer/Q1 Predictions Min,trainer/Policy mu Mean,evaluation/path length Min,trainer/Q1 Predictions Std,exploration/path length Max,evaluation/Rewards Min,evaluation/num paths total,evaluation/Rewards Mean,evaluation/Actions Std,time/logging (s),trainer/Policy mu Min,replay_buffer/size,trainer/Q1 Predictions Mean,trainer/Policy Loss,trainer/QF2 Loss,trainer/Log Pis Max,evaluation/Returns Mean,trainer/Q1 Predictions Max,evaluation/Rewards Std,exploration/Rewards Mean,exploration/path length Mean,trainer/Log Pis Min,exploration/path length Min,trainer/Q2 Predictions Mean,evaluation/Actions Min,exploration/path length Std,time/evaluation sampling (s),trainer/Policy mu Max,time/data storing (s),evaluation/path length Mean,exploration/Returns Mean,time/exploration sampling (s),exploration/Average Returns,evaluation/Returns Max,time/training (s),exploration/Returns Max,trainer/Q Targets Max,trainer/Q2 Predictions Min,time/saving (s),trainer/Alpha Loss,evaluation/Average Returns,trainer/Q Targets Mean,trainer/Policy log std Std,exploration/Returns Min,evaluation/Returns Min,trainer/Policy mu Std,time/total (s),exploration/Actions Max
0.2063082,-0.0076661217,2.742173876002198,-3.032854260974828,-1.7865735,3.3047621,15,36000,0.9969309,-0.0504671932648164,-0.44979322,1.9820251,-2.0,-35.168873,0.004660008,3.0254393,-0.9969993,0.20244125182936243,1.5670608,5,12200,0.0,16.908463280146442,-13.916793,2.5033356981344155,0.058345671743154526,100,23,1.3915294,122,-0.006831919497768999,-35.95265,-0.031269215,100,3.019451,100,-10.795182884858795,360,-0.33583104813864834,0.20035736,0.004933686002914328,-2.74384,12200,-15.312621,16.311876,1.966482,5.3275075,-33.583104813864836,-13.908518,1.1375559320241053,-0.20242239457735656,100.0,-3.2257767,100,-15.314924,-0.9952567,0.0,0.3451145609942614,2.4809365,0.0030707309997524135,100.0,-20.242239457735657,0.1557745430036448,-20.242239457735657,-9.986876318422825,2.231313800002681,-17.984634841972348,-1.1759839,-36.070576,0.001966554998944048,-1.230064868927002,-33.583104813864836,-15.361516,0.3563512,-25.10656718782732,-62.85711763060344,0.78614336,65.27888690901455,0.88611054
0.2777026,-0.009688517,2.6588048819976393,-10.057504429498561,-1.7188383,5.901128,15,37500,0.9968304,-0.009384671923051558,-0.5394545,1.9241089,-2.0,-47.435204,0.0044005695,5.6226115,-0.9990762,1.1713560159984449,1.8783482,5,12700,0.0,14.492910269726377,-13.64498,14.617605748789662,0.05297083407640457,100,24,1.5101465,127,-0.010644730672222776,-46.725258,0.0965834,100,5.6544228,100,-9.870227537031143,375,-0.2037545620051493,0.18043712,0.00488143099937588,-2.9719164,12700,-16.605267,17.757965,1.9446878,8.427614,-20.37545620051493,-13.676874,0.8682040691204084,-0.426401957967886,100.0,-3.669401,100,-16.597818,-0.99568546,0.0,0.402664585999446,3.0769665,0.00311711999529507,100.0,-42.64019579678858,0.1644134970047162,-42.64019579678858,-5.429138505864105,2.081577766999544,-18.52880736014322,-0.5583347,-46.310978,0.002150480999262072,-0.35739314556121826,-20.37545620051493,-16.65867,0.4534602,-60.00194101956569,-48.04472154407015,0.9922453,67.94219522700587,0.9977723
0.24800092,0.008789097,2.8088131740150857,-5.304233830970149,-1.8732157,2.589642,15,39000,0.99855983,-0.004709597221926623,-0.44243613,0.038790606,-2.0,-29.173473,0.004466933,2.58284,-0.9982187,0.6293654419005357,1.5880095,5,13200,0.0,13.546664537213212,-13.382716,3.8745747762089127,0.04805095121264458,100,25,1.127184,132,-0.007510381438917221,-28.909666,0.02117643,100,2.5997844,100,-11.209539850310499,390,-0.16731422526171033,0.18126686,0.00524542000493966,-3.0237603,13200,-14.501728,15.740269,0.041619632,6.160623,-16.731422526171034,-13.423936,0.8256214301283852,-0.28929961148156963,100.0,-1.80378,100,-14.493058,-0.9963615,0.0,0.3513368019994232,2.8139703,0.0031206339990603738,100.0,-28.929961148156963,0.161711123000714,-28.929961148156963,-3.7150011892840604,2.2846729370066896,-22.63300609029194,-13.420232,-28.847166,0.0027262580042588525,-1.2505096197128296,-16.731422526171034,-14.636805,0.32610446,-33.11369208101027,-55.2761734205792,0.6884702,70.7563479220189,0.99797297
0.25738266,0.0055842753,2.64021657199919,-10.025992790927184,-1.9264755,2.5371337,15,40500,0.99876297,-0.018749398757100307,-0.5429759,1.7687243,-2.0,-26.083149,0.00862603,2.16303,-0.99739105,0.9160849272407698,1.5242581,5,13700,0.0,16.0527636843602,-13.162199,14.87551752047476,0.043302323669195175,100,26,1.2343539,137,-0.01073015911377772,-26.269926,-0.016083924,100,2.1596782,100,-11.471600868780548,405,-0.3153712947517008,0.22659704,0.004584159003570676,-2.872372,13700,-13.946803,15.191166,1.7641643,7.5399704,-31.537129475170065,-13.18777,1.2534207575325818,-0.33305261857941854,100.0,-2.802162,100,-13.938511,-0.99577796,0.0,0.3713650409990805,2.5470428,0.003248130997235421,100.0,-33.305261857941844,0.16921810100029688,-33.305261857941844,-7.99085766226455,2.08980280799733,-18.739912792232598,-0.5802624,-26.71211,0.0019983320016763173,-1.4935184717178345,-31.537129475170065,-13.918424,0.25421813,-58.066048815993184,-57.92907120851259,0.56552845,73.40131000802648,0.9969477
0.26604557,0.017290704,2.6270669029909186,-7.810492049089527,-1.85417,3.7445047,15,42000,0.9977516,-0.006751105395067389,-0.324643,4.9796705,-2.0,-34.02961,0.00062052,2.871321,-0.9975783,0.9189534377850138,1.6315476,5,14200,0.0,13.308482763514297,-12.872766,9.737575818413662,0.03914248198270798,100,27,1.36487,142,-0.0136395925364375,-33.47863,-0.0059054806,100,2.8625891,100,-9.186798944932455,420,-0.16701738543511271,0.17939223,0.004779345996212214,-2.8813598,14200,-14.032562,15.244843,4.986185,6.128619,-16.701738543511272,-12.877892,0.8612199930265805,-0.35384221742911126,100.0,-1.6104833,100,-14.048675,-0.99813515,0.0,0.34978294399479637,3.1787133,0.004400609999720473,100.0,-35.38422174291112,0.15204250199894886,-35.38422174291112,-1.2681059057301434,2.1140853600008995,-18.29312478168483,-0.12745209,-33.656857,0.0019761410003411584,-1.1938941478729248,-16.701738543511272,-13.792525,0.36032957,-47.82353704110714,-44.12199765860329,0.7609542,76.03281245800463,0.9996662
0.24114749,0.010958746,2.669750989000022,-6.320623849114689,-1.8874338,5.7811317,15,43500,0.9983073,-0.013492721595769036,-0.49750113,1.6426038,-2.0,-49.908333,0.014916301,5.4719634,-0.99804276,0.5559828579933915,1.6109308,5,14700,0.0,17.0126063770452,-12.769259,6.347692543925932,0.035102229565382004,100,28,1.4928416,147,-0.005693544342246783,-48.76455,-0.0005209565,100,5.485736,100,-9.913966038230987,435,-0.25616058899899985,0.20104879,0.004969235997123178,-3.2805974,14700,-14.488176,15.564681,1.6439652,8.186064,-25.616058899899986,-12.773616,1.1397072471158372,-0.259559189536977,100.0,-2.887938,100,-14.483485,-0.9968608,0.0,0.36077670699887676,2.8955173,0.003185589004715439,100.0,-25.955918953697697,0.16570232799858786,-25.955918953697697,-2.1973047371592203,2.1331364260040573,-19.45998793058949,-0.15382752,-48.807457,0.001980702996661421,-1.3030941486358643,-25.616058899899986,-14.410635,0.31671214,-37.46179916495386,-51.916196862156056,0.7556022,78.70725437902001,0.99750954
0.25450054,-0.0012304074,2.7342702699897927,-10.05113309448926,-1.8526907,5.2339845,15,45000,0.9987742,-0.06224479918548665,-0.4869101,0.032762326,-2.0,-48.859005,0.01930255,5.3032703,-0.9999409,0.9069122147956091,1.9173617,5,15200,0.0,13.755535493227425,-12.494445,14.936518723408895,0.03152492269873619,100,29,1.7089685,152,-0.008177608407876817,-49.228336,0.0025931692,100,5.304357,100,-10.361684636147551,450,-0.2739767803474151,0.2011862,0.0056866610029828735,-3.23473,15200,-14.303357,15.836582,0.02880698,8.96657,-27.39767803474151,-12.493936,1.0146276909520786,-0.33202394023222814,100.0,-1.9000697,100,-14.314986,-0.99812376,0.0,0.3699852979989373,3.2904017,0.003099583998846356,100.0,-33.202394023222816,0.16527789399697213,-33.202394023222816,-9.642058265956916,2.187691408995306,-18.201569970499516,-12.418242,-49.252502,0.002529423996747937,-0.28566330671310425,-27.39767803474151,-14.31275,0.3519407,-60.179355628013255,-52.32542494400032,0.88381386,81.4461373520171,0.9994825
0.27802494,0.008266376,2.6050504380036728,-10.313359450000466,-1.8856734,3.9196777,15,46500,0.9992457,-0.004836155803245923,-0.5150305,1.5208721,-2.0,-35.65127,0.011335177,3.7705152,-0.99953866,1.17073185103385,1.7541257,5,15700,0.0,19.000034859079932,-12.180471,14.943607416450096,0.028325339779257774,100,30,1.3819973,157,-0.018386080198049885,-36.163643,0.028010396,100,3.7511966,100,-10.674622958891527,465,-0.1882487537775669,0.17944196,0.004845658993872348,-2.9891267,15700,-13.533133,14.871638,1.5141176,7.425009,-18.82487537775669,-12.234341,1.0135109304429772,-0.4170428440279878,100.0,-2.038502,100,-13.535387,-0.9956141,0.0,0.3620749660040019,3.2373827,0.003141096000035759,100.0,-41.70428440279877,0.17077346299629426,-41.70428440279877,-0.5755770121846708,2.06224576200475,-21.28527751617769,-0.091186985,-36.22501,0.0019694920047186315,-0.8762519359588623,-18.82487537775669,-13.5326,0.32950452,-59.14672412041331,-50.11990274879021,0.7618066,84.05638492500293,0.9993839
0.25642088,0.008632616,2.7371243460002006,-8.605736362947713,-1.8883573,3.603894,15,48000,0.9978447,-0.00803474968992768,-0.5267028,0.032336228,-2.0,-43.92164,0.0032451702,3.6310768,-0.9987618,0.9204172586320344,1.7233624,5,16200,0.0,14.422645257698903,-12.184141,14.643700788701464,0.025479668751358986,100,31,1.519475,162,-0.01283045604736902,-44.31593,-0.0061525283,100,3.625191,100,-9.091121154448809,480,-0.1527624650125947,0.1631507,0.0048201620011241175,-3.1238737,16200,-13.367634,14.758058,0.03182728,6.7862296,-15.276246501259466,-12.18214,0.7851756386290191,-0.3367979025487255,100.0,-2.890787,100,-13.382328,-0.9985122,0.0,0.35307321500295075,3.3378685,0.003121387999271974,100.0,-33.67979025487255,0.16196521399979247,-33.67979025487255,-2.2024350382643774,2.212247101000685,-16.13396769700969,-11.99202,-44.279945,0.0018972659963765182,-1.0151729583740234,-15.276246501259466,-13.331879,0.31339484,-56.727966687832904,-48.15352781713184,0.77552205,86.7979309220027,0.99965584
0.26953664,0.021952625,2.610959060002642,-8.862502382338587,-1.9292353,2.6520848,15,49500,0.9990181,-0.044283836194132294,-0.50529987,0.040180974,-2.0,-36.63848,0.014260798,2.5637136,-0.9995111,1.056338784389072,1.5692732,5,16700,0.0,16.6634817936249,-11.854568,13.474540474703685,0.022898901253938675,100,32,1.3593198,167,-0.002905403242165931,-35.780823,-0.010296707,100,2.6099758,100,-9.543389986672127,495,-0.2529891723558538,0.19131547,0.004850489996897522,-3.6659102,16700,-12.605094,13.98323,0.043964185,6.174449,-25.29891723558538,-11.875605,1.0276130636354663,-0.3915393043557022,100.0,-1.9995486,100,-12.592663,-0.9988637,0.0,0.35409540600085165,2.3967876,0.003530122005031444,100.0,-39.153930435570224,0.16356449400336714,-39.153930435570224,-5.395576594775086,2.082949600997381,-20.606300272674275,-11.843145,-35.38063,0.001968946999113541,-1.6266064643859863,-25.29891723558538,-12.699688,0.23234957,-59.14681889776788,-52.74594707818919,0.6545219,89.41304018700612,0.9995784
0.27152374,0.02413888,2.7614416050128057,-10.652318858390315,-1.9140619,2.950953,15,51000,0.99908566,-0.002440610890379644,-0.6089045,0.06778277,-2.0,-29.411741,0.00043957765,3.0148563,-0.9975032,1.1744207498926509,1.6094308,5,17200,0.0,11.541249281785449,-11.578224,16.649681309345144,0.02067326195538044,100,33,1.3695879,172,-0.01593421150717936,-29.379341,0.015965497,100,2.9977014,100,-9.232086225523146,510,-0.20548443113667506,0.20221657,0.005116764004924335,-3.0874932,17200,-12.602601,13.813406,0.065075725,6.408106,-20.54844311366751,-11.578378,0.9557754114550697,-0.40929341497042626,100.0,-1.9043949,100,-12.613844,-0.99886584,0.0,0.352004455999122,3.354794,0.0028984930031583644,100.0,-40.92934149704263,0.16187056500348262,-40.92934149704263,-4.601304425443806,2.2374904330063146,-17.484400451437992,-11.661867,-29.51765,0.002060893995803781,-1.5148829221725464,-20.54844311366751,-12.811976,0.26971036,-62.61056498912605,-48.45804764434719,0.7120806,92.1787828150118,0.99983066
0.2744348,0.0014671793,2.709198019001633,-9.01273031658686,-1.8336074,6.4330955,15,52500,0.99899495,-0.02986776284127286,-0.47391528,0.061272472,-2.0,-53.568806,0.010318701,6.457065,-0.9991128,1.0510414580025786,2.149703,5,17700,0.0,13.67625420038653,-11.452877,11.326348153410974,0.018684912472963333,100,34,2.0027914,177,-0.0023036286195488734,-52.57256,-0.054719888,100,6.393279,100,-8.383789283603196,525,-0.2090561867012998,0.17746516,0.005246676002570894,-3.297948,17700,-13.668187,15.299064,0.050417524,12.274264,-20.90561867012998,-11.449827,0.8678872287014844,-0.39909686338797795,100.0,-4.4937534,100,-13.685774,-0.9990332,0.0,0.37812814799690386,4.1177216,0.0030009059992153198,100.0,-39.9096863387978,0.16258400199876633,-39.9096863387978,-5.189107382234747,2.1581761990019004,-21.63398206103926,-11.504623,-53.205223,0.002062088002276141,0.5958021283149719,-20.90561867012998,-13.841757,0.40571338,-55.17163080264479,-40.34066855346716,1.054515,94.89235551202,0.99922407
0.25654453,-0.0002344222,2.718790282990085,-10.003177477457408,-1.9210732,3.637031,15,54000,0.9993824,-0.0011449506520193494,-0.47802216,2.5483248,-2.0,-35.735157,0.008945594,3.2980094,-0.99892884,0.9309933804972971,1.6744981,5,18200,0.0,14.85907840383264,-11.291629,17.069265675710554,0.016908563673496246,100,35,1.5005201,182,-0.004880369831550331,-36.223743,0.028636735,100,3.2865589,100,-9.710808249206151,540,-0.16606635779491571,0.18282972,0.004849642995395698,-3.5466318,18200,-12.394535,13.841811,2.544901,8.483847,-16.606635779491565,-11.298477,0.8796194146605258,-0.32827234289412766,100.0,-4.890542,100,-12.4002285,-0.9985419,0.0,0.40821408400370274,3.6859572,0.0035494089970597997,100.0,-32.82723428941277,0.18905788099800702,-32.82723428941277,-1.4920404651773662,2.1111177939965273,-16.845386184393465,-0.11170712,-36.27839,0.002001471999392379,-1.3279608488082886,-16.606635779491565,-12.263939,0.28050333,-63.975346391486404,-46.03455808314929,0.78401643,97.61726190300396,0.9995198
0.25161356,0.007187931,2.624238189004245,-7.650914018687374,-1.8795184,4.370084,15,55500,0.99916404,-0.024628707537378662,-0.537627,1.2722253,-2.0,-40.016052,0.013638813,4.180824,-0.9995206,0.8279150264355124,1.9221982,5,18700,0.0,15.995127787467725,-11.224824,12.365599956676704,0.0153995705768466,100,36,1.6537488,187,-0.010539626302645502,-40.116505,-0.117468126,100,4.221364,100,-8.874749950783483,555,-0.20918853624009004,0.18149917,0.0048993259988492355,-3.6864617,18700,-12.59565,14.042667,1.2732475,7.234166,-20.918853624009,-11.204513,0.951993123233232,-0.3228772060836841,100.0,-1.6560758,100,-12.603271,-0.99890834,0.0,0.34539863700047135,3.2911747,0.0031907009979477152,100.0,-32.287720608368424,0.15870845700555947,-32.287720608368424,-3.3131842207499487,2.1100893140028347,-18.89632043443811,-0.096341476,-39.70516,0.001951753998582717,-0.3246830701828003,-20.918853624009,-12.553376,0.32495627,-48.95802896977989,-47.079992269765604,0.8747015,100.24608144000376,0.99832016
0.22835293,0.0023356008,2.8825099779933225,-8.19022825527638,-1.946398,2.746466,15,57000,0.99981767,-0.011800545074575826,-0.64039123,3.566979,-2.0,-25.520878,0.019474948,1.99812,-0.999615,0.7084693717670709,1.4719238,5,19200,0.0,16.068685270964306,-11.01606,12.752827335794251,0.013983096927404404,100,37,1.673581,192,-0.012197131059634395,-25.445,0.048592653,100,1.9814203,100,-10.863567516824709,570,-0.23533461527935098,0.20011297,0.0051589559952844866,-3.3155522,19200,-11.738986,12.9173,3.547736,8.640614,-23.5334615279351,-11.031618,1.0676845359078886,-0.2712441870258805,100.0,-3.2972107,100,-11.730364,-0.9988741,0.0,0.4215902210053173,3.3706496,0.0033627150041866116,100.0,-27.12441870258804,0.21774912099499488,-27.12441870258804,-2.2698749679585553,2.2326600379965384,-15.568792819622937,-0.18031847,-25.62879,0.001988926997000817,-2.2547457218170166,-23.5334615279351,-11.487984,0.22108641,-49.903841158797455,-49.685202900499824,0.67974794,103.13322894299199,0.99959254
0.27689183,0.018426467,2.58827189400472,-9.453809926324013,-1.8771521,4.78913,15,58500,0.9995985,-0.02585817055182624,-0.09476721,1.1823279,-2.0,-43.39424,0.009308328,4.6575003,-0.99965,1.1221221225782076,1.9532762,5,19700,0.0,16.403302835124773,-10.821963,15.793884750407813,0.012644559144973755,100,38,1.9321762,197,-0.007423664761636531,-43.017387,-0.040372152,100,4.64308,100,-9.222745274922199,585,-0.21995132688313507,0.1854432,0.004898804996628314,-3.5263147,19700,-12.324202,13.8895235,1.1870421,10.206528,-21.995132688313515,-10.833942,0.972878088496723,-0.40448588170762234,100.0,-3.1241255,100,-12.328272,-0.99945253,0.0,0.3518269330015755,3.9602141,0.002971225003420841,100.0,-40.448588170762235,0.16397357000096235,-40.448588170762235,-3.8637060464160267,2.0626367349977954,-22.00184002739833,-0.5583347,-43.175888,0.001964626004337333,-0.20420044660568237,-21.995132688313515,-12.301508,0.36945972,-61.645986994049444,-48.437705166207834,0.95633703,105.72591511400242,0.9998905
0.27405703,0.003825159,2.583404723009153,-10.256146796488792,-1.9122897,5.302984,15,60000,0.99972194,-0.052699712491826284,-0.25971758,1.3193241,-2.0,-51.9974,0.00950564,4.937817,-0.9997585,1.0522484184524834,1.9569837,5,20200,0.0,10.256090966894462,-10.456682,19.171747776982258,0.011565335094928741,100,39,1.7268127,202,-0.004142369934628188,-49.45076,0.12403714,100,4.943796,100,-9.955561564714536,600,-0.23271252997575592,0.20196317,0.005415780004113913,-4.0426855,20200,-11.9001045,13.417097,1.3177674,8.369431,-23.271252997575587,-10.44242,0.8945330004572546,-0.37848410471471144,100.0,-0.9810513,100,-11.8968725,-0.99891454,0.0,0.35184266100259265,3.987241,0.0037723179993918166,100.0,-37.84841047147115,0.16165140999510186,-37.84841047147115,-7.611962183677296,2.0587720250041457,-20.33961798970361,-0.105422944,-49.466896,0.0019505290038068779,-0.19183269143104553,-23.271252997575587,-12.175741,0.29837266,-69.49866616517474,-46.76929264590427,0.8841971,108.31391624701064,0.999947
0.26141337,0.00876788,2.711376047991507,-10.461605876944631,-1.9061564,4.8760467,15,61500,0.99904835,-0.08040173438759385,-0.48784697,0.03742572,-2.0,-40.214527,0.008495208,4.797424,-0.99973357,0.9603170379461211,1.9884285,5,20700,0.0,14.175812633253644,-10.596887,16.744534180751916,0.010746871121227741,100,40,1.6694775,207,-0.008068456522112835,-39.7194,0.021259727,100,4.786908,100,-9.38671064812054,615,-0.26224693501464763,0.1830319,0.005120597001223359,-3.6441047,20700,-12.200305,13.730183,0.03629826,9.055021,-26.22469350146476,-10.596866,0.9226951637977219,-0.3559887343811936,100.0,-0.8317128,100,-12.203231,-0.99920607,0.0,0.3479044069972588,3.6853445,0.0031811619992367923,100.0,-35.598873438119355,0.1576858150001499,-35.598873438119355,-8.908882630497947,2.1954975049957284,-20.33255559116118,-10.608003,-39.701397,0.00198656199791003,-0.05245363712310791,-26.22469350146476,-12.31552,0.30930525,-66.57307505108551,-56.64682339329024,0.91702366,111.02978011600499,0.99991304
0.26169834,0.010519314,2.573267213992949,-9.085259604815317,-1.8883853,3.8845637,15,63000,0.9994896,-0.04011270403661814,-0.11429894,0.057366244,-2.0,-43.22738,0.0070018475,3.7681994,-0.99966806,0.8385410378270991,1.9383514,5,21200,0.0,13.689611242730304,-10.4529705,11.173212438958398,0.009906185790896416,100,41,1.7894323,212,-0.009502478727385846,-41.85795,-0.038665265,100,3.7507885,100,-9.409812703560942,630,-0.22250629279125497,0.19378592,0.004948723995767068,-3.671918,21200,-11.642878,13.247692,0.057084497,8.176817,-22.250629279125498,-10.45622,0.9472847942228488,-0.31231024088703213,100.0,-3.632647,100,-11.6496,-0.9993031,0.0,0.3494230569995125,4.1285405,0.0030382599943550304,100.0,-31.231024088703215,0.16323008100152947,-31.231024088703215,-4.014181059844049,2.0506285419978667,-17.538423535876017,-10.462745,-42.06669,0.0019985500039183535,-0.2844708561897278,-22.250629279125498,-11.751562,0.3408641,-50.60835454764627,-52.492115264813975,0.9563336,113.60747018599068,0.9997936
0.26934543,0.012094727,2.665213757994934,-10.373625663118018,-1.8592882,6.0294847,15,64500,0.999805,-0.04646309170615093,-0.35132015,2.2180452,-2.0,-53.377453,0.00973427,5.6793547,-0.9997276,1.269406007709853,2.1343174,5,21700,0.0,18.17223945020364,-10.308919,17.31857194198537,0.009088627994060516,100,42,2.343516,217,-0.0024450858443768038,-53.098473,0.030223079,100,5.652637,100,-11.010243615104532,645,-0.30334451288521286,0.21457128,0.005638703994918615,-4.248699,21700,-12.224191,14.076752,2.2081368,11.028162,-30.33445128852129,-10.318485,1.2275956130708308,-0.4467436374692548,100.0,-2.470998,100,-12.221942,-0.9994565,0.0,0.34432686200307216,3.8618577,0.0030266109970398247,100.0,-44.67436374692549,0.15632516899495386,-44.67436374692549,-5.293707916431908,2.1448121870053,-21.399239714377522,-0.11099658,-53.405685,0.01108422499964945,0.631371796131134,-30.33445128852129,-12.177339,0.3617801,-59.490404941855296,-54.03974885779018,1.1039275,116.27701592898666,0.9999051
0.26446223,-0.0045701433,2.986224457003118,-11.366389509805645,-1.9459301,2.2434406,15,66000,0.99976254,-0.0413455662851946,-0.5485475,0.01264216,-2.0,-28.413013,0.007834303,2.2426603,-0.99933034,1.007969397338759,1.646832,5,22200,0.0,14.26709337306104,-10.305275,19.308247006816423,0.008431668393313885,100,43,1.2930952,222,-0.005435794810681729,-28.715643,-0.0046035973,100,2.264122,100,-9.07678257756764,660,-0.21430765196146553,0.17969055,0.004909363000479061,-2.1947227,22200,-11.066037,12.488766,0.012214772,6.2260175,-21.430765196146556,-10.302461,0.862058563669565,-0.3386513013338356,100.0,-3.2467299,100,-11.070906,-0.9995317,0.0,0.3688857779998216,3.757115,0.003039861003344413,100.0,-33.86513013338356,0.1616888979988289,-33.86513013338356,-6.072561378732146,2.4457209809988854,-17.088122278580435,-10.186942,-28.546736,0.001979576001758687,-1.6865551471710205,-21.430765196146556,-11.063769,0.22272152,-69.658270555966,-48.62348770878946,0.7238647,119.26780458498979,0.99998355
0.25302964,-0.0086269425,2.661194427004375,-8.16849036952218,-1.9237541,4.3696427,15,67500,0.99988866,-0.02483880285144332,-0.3306094,0.06690705,-2.0,-43.44566,0.012325004,4.3238072,-0.999789,0.8206897400307623,1.8315022,5,22700,0.0,16.887498588449947,-10.01048,12.863866820518497,0.008004521019756794,100,44,1.819259,227,-0.010178078424013694,-42.936203,0.051994335,100,4.344222,100,-10.335691686414812,675,-0.25634497579339,0.19964555,0.0044608669995795935,-4.014582,22700,-11.270389,12.86435,0.07451984,8.109794,-25.634497579338998,-10.009863,1.0627752184154007,-0.31526114974184405,100.0,-2.9751222,100,-11.260729,-0.99934894,0.0,0.3668910330015933,4.387693,0.0040163119992939755,100.0,-31.526114974184406,0.16361377699649893,-31.526114974184406,-5.690796845118001,2.1202271660004044,-19.402101283492566,-10.125994,-42.630287,0.0019852720070048235,-0.8134347796440125,-25.634497579338998,-11.478527,0.28407353,-47.766154732604406,-51.21485513217622,0.85527015,121.93433384100354,0.9999466
0.25530437,0.018069902,2.66030956900795,-7.829455860931416,-1.8752881,5.7384915,15,69000,0.99986535,-0.007595999274581114,-0.33933082,0.033822894,-2.0,-42.62137,0.009775791,5.6719384,-0.99870235,0.8096717360737934,1.9267182,5,23200,0.0,13.001932159184337,-9.992443,11.275384295446448,0.007529102265834808,100,45,2.5172896,232,-0.001173096663031535,-42.90047,0.020981967,100,5.6949496,100,-10.218598960134877,690,-0.2132204165291949,0.19299982,0.0053195500004221685,-3.8147724,23200,-11.793798,13.440143,0.033490874,12.8069105,-21.322041652919502,-10.002398,0.9107303433629508,-0.31438316427017093,100.0,-2.8285208,100,-11.783809,-0.9994673,0.0,0.34564567000052193,4.4348273,0.003895690002536867,100.0,-31.438316427017092,0.16449362700222991,-31.438316427017092,-3.799076482106293,2.138844612003595,-18.532828509996424,-10.008273,-42.481342,0.00211041999864392,-0.35826414823532104,-21.322041652919502,-11.875652,0.37319723,-49.863515233120204,-50.11726721447703,1.0793844,124.59953317800682,0.99981934
0.22324172,0.00515316,2.6637456269963877,-2.588708254446066,-1.8999957,5.5622396,15,70500,0.99982303,-0.008644482067939057,-0.42774865,0.025874423,-2.0,-50.36871,0.010299303,5.619943,-0.9972403,0.2195495876928033,2.2708244,5,23700,0.0,15.381425880001801,-9.995137,1.3850128885662838,0.007110530510544777,100,46,2.0851293,237,-0.011461836783639712,-50.983643,0.0824085,100,5.6211085,100,-10.233880894345294,705,-0.25470993164934197,0.20402558,0.005201833999308292,-3.680449,23700,-11.604083,13.606916,0.025613701,11.968171,-25.470993164934196,-10.008854,1.0452572617293574,-0.19737761493063744,100.0,-1.1979107,100,-11.613486,-0.9991287,0.0,0.34863021999626653,4.09606,0.0033639909961493686,100.0,-19.737761493063747,0.16106537399900844,-19.737761493063747,-6.110508049702137,2.143228706001537,-17.76171807027664,-9.894038,-51.052765,0.0022555020041181706,1.3395674228668213,-25.470993164934196,-11.59367,0.327218,-21.8016732331146,-49.19046639165226,0.984344,127.26816415201029,0.9997489
0.26797894,0.0035966367,2.5843496919915196,-9.281838411428073,-1.9193408,3.6561284,15,72000,0.99981976,-0.03349503518645663,-0.45856872,0.9788713,-2.0,-36.089794,0.0009928106,3.4967482,-0.9997534,1.0155779653256685,1.8291858,5,24200,0.0,13.117406378151806,-9.76635,13.564707825897678,0.006618916057050228,100,47,1.9775825,242,-0.005278276849784551,-35.822315,0.037717994,100,3.479118,100,-9.401340941341047,720,-0.22224373253669194,0.19862144,0.004970841000613291,-3.9569156,24200,-10.848842,12.438376,0.9783167,11.385408,-22.224373253669192,-9.763032,0.9420521642977369,-0.37153135949068017,100.0,-1.6817929,100,-10.847989,-0.99963343,0.0,0.3552546920036548,4.1152606,0.0029853629966964945,100.0,-37.153135949068016,0.1616691509989323,-37.153135949068016,-4.870425595032994,2.0574267169940867,-25.550386454656387,-0.24684557,-36.0748,0.002042927997536026,-0.8570961952209473,-22.224373253669192,-10.896023,0.29410958,-62.56856821602517,-50.425751427727455,0.9053659,129.8571201159939,0.99991155
