exploration/Actions Std,exploration/Actions Mean,time/epoch (s),exploration/Rewards Min,trainer/Policy log std Mean,trainer/Q Targets Std,evaluation/Num Paths,evaluation/num steps total,evaluation/Actions Max,evaluation/Rewards Max,trainer/Policy log std Max,trainer/QF1 Loss,trainer/Policy log std Min,trainer/Q Targets Min,evaluation/Actions Mean,trainer/Q2 Predictions Std,exploration/Actions Min,exploration/Rewards Std,trainer/Log Pis Mean,exploration/Num Paths,exploration/num steps total,evaluation/path length Std,evaluation/Returns Std,trainer/Q2 Predictions Max,exploration/Returns Std,trainer/Alpha,evaluation/path length Max,Epoch,trainer/Log Pis Std,exploration/num paths total,exploration/Rewards Max,trainer/Q1 Predictions Min,trainer/Policy mu Mean,evaluation/path length Min,trainer/Q1 Predictions Std,exploration/path length Max,evaluation/Rewards Min,evaluation/num paths total,evaluation/Rewards Mean,evaluation/Actions Std,time/logging (s),trainer/Policy mu Min,replay_buffer/size,trainer/Q1 Predictions Mean,trainer/Policy Loss,trainer/QF2 Loss,trainer/Log Pis Max,evaluation/Returns Mean,trainer/Q1 Predictions Max,evaluation/Rewards Std,exploration/Rewards Mean,exploration/path length Mean,trainer/Log Pis Min,exploration/path length Min,trainer/Q2 Predictions Mean,evaluation/Actions Min,exploration/path length Std,time/evaluation sampling (s),trainer/Policy mu Max,time/data storing (s),evaluation/path length Mean,exploration/Returns Mean,time/exploration sampling (s),exploration/Average Returns,evaluation/Returns Max,time/training (s),exploration/Returns Max,trainer/Q Targets Max,trainer/Q2 Predictions Min,time/saving (s),trainer/Alpha Loss,evaluation/Average Returns,trainer/Q Targets Mean,trainer/Policy log std Std,exploration/Returns Min,evaluation/Returns Min,trainer/Policy mu Std,time/total (s),exploration/Actions Max
0.4182577,-0.008405038,2.65895428701333,-5.883194284721133,-0.8552028,4.449726,15,16500,0.9815753,-0.019585768603343066,-0.5193027,0.20912404,-0.98727065,-40.13691,0.014096311,4.4293003,-0.9926181,0.5313389956016916,-0.07673888,5,5700,0.0,14.867382240180966,-15.204739,8.344425143439613,0.24947471916675568,100,10,1.3253413,57,-0.017562782550732677,-38.53375,0.04023884,100,4.423269,100,-10.024034833413713,165,-0.35103038004300346,0.19431622,0.0049914820046979,-2.279632,5700,-17.618519,16.867243,0.2024161,2.4765291,-35.10303800430035,-15.205712,1.0112663015117154,-0.5440110159639007,100.0,-4.381191,100,-17.596498,-0.97774714,0.0,0.34947211800317746,2.1938035,0.0032153270003618672,100.0,-54.40110159639007,0.15673562399751972,-54.40110159639007,-15.922601061653491,2.142367111002386,-44.36323674970265,-15.369413,-38.761806,0.002172625005187001,-2.8827733993530273,-35.10303800430035,-17.816982,0.08445243,-65.3753611612034,-57.07616669177461,0.74931544,30.066399006995198,0.90212613
0.439954,0.004294532,2.6327664039999945,-8.088838973596333,-0.91599625,5.380466,15,18000,0.9847506,-0.012183605484313726,-0.5667102,2.5053625,-1.0854532,-44.72859,-0.010036716,5.1463895,-0.9899774,0.9678476414243503,0.011268689,5,6200,0.0,12.752530687093317,-15.635838,15.32909394985516,0.2177678942680359,100,11,1.2020342,62,-0.019082535438735667,-44.881073,-0.08613628,100,5.1752224,100,-9.267571092388682,180,-0.21853137649787985,0.1757217,0.004821631002414506,-2.1855636,6200,-18.092438,17.333525,2.5085545,3.6816998,-21.853137649787985,-15.635852,0.8513167151676275,-0.6210932311509171,100.0,-3.8431444,100,-18.089792,-0.98263794,0.0,0.3502634090036736,2.2220244,0.0030128619982860982,100.0,-62.109323115091705,0.16144734199770028,-62.109323115091705,-7.365911103746499,2.1112184049998177,-41.497018659886976,-0.8890315,-45.031208,0.0020027549981023185,-3.0309295654296875,-21.853137649787985,-18.050447,0.1144153,-80.68459440073258,-50.75662780051127,0.70611817,32.70353512499423,0.9931705
0.3923843,0.014052104,2.5941557490004925,-7.131175951664241,-0.95463103,6.8381543,15,19500,0.9896689,-0.008940073952573584,-0.56379,2.8404372,-1.1687403,-56.074608,0.012677747,6.592001,-0.9960136,0.8127394890172693,0.50825906,5,6700,0.0,14.165352303871213,-15.720915,8.867080686459582,0.190339595079422,100,12,1.4602665,67,-0.011214299638547923,-54.907368,-0.025426907,100,6.5592737,100,-9.632750112123423,195,-0.2428441546926048,0.18916991,0.004406097003084142,-2.1992748,6700,-19.210321,18.560122,2.8475513,5.159,-24.284415469260477,-15.778666,0.9849846567795704,-0.531633701764179,100.0,-4.1302996,100,-19.201513,-0.9884812,0.0,0.3450131549980142,2.466613,0.0035399589978624135,100.0,-53.1633701764179,0.15620781399775296,-53.1633701764179,-8.250556097844226,2.082714007003233,-41.79992891937104,-1.8929236,-54.893764,0.002274717000545934,-2.4743154048919678,-24.284415469260477,-19.20133,0.15232357,-63.975224080303796,-52.748872273420965,0.88602006,35.301985092992254,0.99475956
0.40268555,0.030021267,2.6487870830023894,-8.995607397748543,-1.0278872,6.3709817,15,21000,0.9906912,-0.036178077809902884,-0.603862,2.760048,-1.2013599,-57.61972,0.010357334,6.522977,-0.9806289,0.8755038895266166,0.27060187,5,7200,0.0,14.723205765142652,-16.033535,10.70767339386908,0.16664762794971466,100,13,1.3043543,72,-0.016337433197036563,-62.51634,-0.058228925,100,6.5773087,100,-10.528639938570924,210,-0.29486121591200826,0.1965839,0.004809711004782002,-2.6353467,7200,-18.331017,17.94965,2.7623065,5.564548,-29.48612159120082,-16.006395,1.0582436653710705,-0.5554247718096518,100.0,-3.297964,100,-18.31943,-0.98877406,0.0,0.3525346289970912,2.5228133,0.002971647998492699,100.0,-55.54247718096517,0.1620489249980892,-55.54247718096517,-7.833587826256422,2.124439473001985,-47.682569655927075,-1.5916606,-61.971107,0.0019826970019494183,-3.098411798477173,-29.48612159120082,-18.164532,0.14060342,-76.59443027651015,-55.58928897788543,0.7532021,37.954924085999664,0.9972757
0.38065183,0.0067729587,2.673453036994033,-7.625671412889236,-1.146351,6.2785916,15,22500,0.9886715,-0.070073270947422,-0.6082309,0.050576642,-1.3122524,-74.4358,0.011902858,6.2883296,-0.9917851,0.8168823369972583,0.3429743,5,7700,0.0,11.873050957001311,-16.181248,10.92232566245484,0.146163210272789,100,14,1.3335426,77,-0.013688775514219811,-74.37035,-0.06970957,100,6.292783,100,-7.9834913157289416,225,-0.245260180116209,0.16676438,0.004864483998971991,-2.2099893,7700,-18.088694,17.828007,0.052152637,6.124296,-24.5260180116209,-16.134918,0.7997789084321915,-0.4891465186861126,100.0,-3.0113316,100,-18.088886,-0.99018216,0.0,0.3449432400011574,2.7194414,0.003013976995134726,100.0,-48.91465186861126,0.15789337499882095,-48.91465186861126,-9.82747727983019,2.1603141800005687,-33.586839010678915,-15.960331,-74.40138,0.0024237809993792325,-3.1860897541046143,-24.5260180116209,-18.088655,0.14573152,-59.455757885675034,-45.61112698628272,0.6887294,40.633383364998735,0.9870338
0.34173197,0.013116382,2.5993405700137373,-7.940331830595072,-1.2061706,3.2388947,15,24000,0.99499846,-0.0246945041655859,-0.50450844,2.579637,-1.3992159,-28.65177,0.016537784,2.7594016,-0.9718737,0.6534417045336113,0.43354332,5,8200,0.0,16.052355034773406,-15.941355,11.347696835249483,0.12879599630832672,100,15,0.9927792,82,-0.004820226081335111,-28.317778,-0.11075642,100,2.7589967,100,-11.664372919840766,240,-0.2562445049755541,0.19301419,0.004831513004319277,-2.2238886,8200,-17.51857,17.397324,2.591067,3.4502454,-25.624450497555408,-16.01103,1.0367441771171895,-0.4029142190532314,100.0,-2.953125,100,-17.515673,-0.99122286,0.0,0.3518626920049428,1.9579145,0.003027381004358176,100.0,-40.29142190532314,0.1546939330000896,-40.29142190532314,-5.826827884757794,2.0829510870025842,-32.470823941482095,-0.30385542,-28.7216,0.0019739639974432066,-3.210092544555664,-25.624450497555408,-17.495974,0.18734847,-62.48926200716947,-61.40685414163224,0.69847953,43.237336070007586,0.9988072
0.32733968,-0.00072665024,2.598621704011748,-8.705170524934127,-1.3623326,3.52445,15,25500,0.9963599,-0.020891527090917347,-0.5691981,2.5920637,-1.5388719,-43.959816,0.01098947,3.1509564,-0.99366444,0.8081282377665759,0.6786832,5,8700,0.0,18.37863928985483,-15.979092,13.48502923659804,0.11386023461818695,100,16,1.2722827,87,-0.015851323466611594,-44.430782,-0.024684694,100,3.1472366,100,-11.79357378681713,255,-0.29270838875303545,0.20515214,0.005308633000822738,-2.2370582,8700,-17.213726,17.420765,2.5799837,7.299209,-29.27083887530355,-15.982013,1.1782247509151016,-0.4166627091116509,100.0,-3.4380956,100,-17.223694,-0.99076575,0.0,0.37264180700003635,2.6242454,0.0033045009986381046,100.0,-41.66627091116509,0.15672747700591572,-41.66627091116509,-5.517661989660855,2.058656063003582,-29.21016313671896,-0.15360145,-44.52568,0.0019832230027532205,-2.8706166744232178,-29.27083887530355,-17.120535,0.16878791,-60.243792778201644,-63.19873749535041,0.63855505,45.84073439602071,0.9956511
0.28839126,0.0040715532,2.896117279015016,-3.61773448342125,-1.4348491,4.451944,15,27000,0.99511665,-0.013897231450790325,-0.498133,2.5235198,-1.6702942,-44.823475,0.009262195,4.025799,-0.9935807,0.294793473440518,0.9325558,5,9200,0.0,17.969545072980967,-15.844043,4.112842724541632,0.10143080353736877,100,17,1.1090844,92,-0.004602543228842475,-44.189304,0.011651579,100,4.0003133,100,-10.140845256753085,270,-0.2733543429022888,0.19803616,0.005390605998400133,-2.7455764,9200,-17.44052,17.813538,2.524473,6.0310225,-27.33543429022888,-15.835707,1.0857582108509272,-0.29639415356486565,100.0,-1.6055763,100,-17.449448,-0.99305487,0.0,0.34081747400341555,2.2485824,0.0031174590039881878,100.0,-29.63941535648656,0.158570719002455,-29.63941535648656,-6.504605015900277,2.3862397330012755,-24.34662869618498,-0.44570008,-44.52836,0.001981288005481474,-2.442479372024536,-27.33543429022888,-17.333393,0.23391557,-36.3835597249895,-57.75112396057589,0.7418291,48.7412231750277,0.97477525
0.3078993,0.010529145,2.8368998039950384,-8.862623675015834,-1.4586431,4.984528,15,28500,0.9944847,-0.09398383377618312,-0.58467036,0.119585425,-1.789697,-41.163406,-0.004790767,4.9524245,-0.9953455,1.0533449601354614,1.1891836,5,9700,0.0,10.851849242945297,-15.448001,11.698215344825329,0.0912046879529953,100,18,1.4507276,97,-0.016840863792664862,-40.52994,-0.08685411,100,4.952151,100,-8.315851347739804,285,-0.33770532044064505,0.20782875,0.004808537996723317,-2.650695,9700,-17.982323,18.408815,0.11441417,6.6233687,-33.7705320440645,-15.416316,1.0521112482795816,-0.47489484807397014,100.0,-2.4490893,100,-17.99732,-0.993558,0.0,0.36879799099551747,2.4426627,0.00307310999778565,100.0,-47.489484807397,0.1598941729971557,-47.489484807397,-11.100813261180539,2.2982508990025963,-31.547578587406154,-15.519825,-40.419865,0.002075093005259987,-1.9414622783660889,-33.7705320440645,-18.216486,0.33192113,-61.907650152710836,-48.853068791971275,0.87934345,51.58247625602962,0.9997129
0.2738268,0.010904945,2.811151058987889,-9.731188828031652,-1.650703,4.91412,15,30000,0.99494207,-0.02789245851627322,-0.5104876,4.6716585,-1.9610865,-41.58645,0.0031354453,4.2870493,-0.9966776,0.9857763869765067,1.3003082,5,10200,0.0,10.598991572026614,-15.1797085,15.840489898138491,0.08276504278182983,100,19,1.319816,102,-0.00011611932075514286,-40.359703,-0.013540699,100,4.292129,100,-8.283477356255466,300,-0.15001961472428135,0.1531281,0.004804281998076476,-3.00361,10200,-17.144127,17.933083,4.7096457,5.051003,-15.001961472428139,-15.177384,0.6368119914045984,-0.39063989404674315,100.0,-3.2642508,100,-17.13801,-0.9933113,0.0,0.3649979629990412,2.805412,0.0030151819955790415,100.0,-39.063989404674324,0.15685649099759758,-39.063989404674324,-5.074025531123055,2.279506783001125,-22.31361830000985,-0.14849283,-40.412403,0.0019703579964698292,-1.7433215379714966,-15.001961472428139,-17.016167,0.3458145,-68.85818275304086,-41.963235986468746,0.7959191,54.3983716460134,0.9995537
0.25592977,0.011616336,2.875251309997111,-9.027853746949633,-1.6796503,5.960102,15,31500,0.99701613,-0.01957724768882445,-0.515066,2.3728282,-2.0,-53.902245,0.01157968,5.5484724,-0.9975201,0.8902499653452502,1.6464435,5,10700,0.0,17.963506363776595,-14.828617,15.146855263681843,0.07563088089227676,100,20,1.3307561,107,-0.0024666448418039304,-52.357185,0.024433326,100,5.592063,100,-11.767428630164995,315,-0.26606219929293207,0.20937656,0.004830939004023094,-2.9489834,10700,-17.10029,18.146486,2.3896227,6.265959,-26.606219929293207,-14.8475275,1.1924729903899622,-0.34117660779710796,100.0,-2.5783043,100,-17.099669,-0.9941231,0.0,0.4026173089951044,2.8430128,0.003296014001534786,100.0,-34.11766077971079,0.17272957199747907,-34.11766077971079,-2.3346473598579727,2.289756291997037,-19.740436299163434,-0.49985406,-51.963703,0.002021184001932852,-0.9127903580665588,-26.606219929293207,-17.172523,0.3607112,-61.80221167277932,-59.76727168922228,0.85178405,57.278990566017455,0.99796164
0.27054608,-0.011995687,2.6609328799895593,-8.156303979415343,-1.68444,5.799402,15,33000,0.99609077,-0.06722995499506239,-0.54794425,0.12686765,-2.0,-54.484985,0.01421903,5.781527,-0.9981025,0.8789603499663065,1.5833418,5,11200,0.0,11.02425644862277,-14.478043,9.894627029952819,0.0691659078001976,100,21,1.4011475,112,-0.01686077788043229,-53.03564,0.09603316,100,5.7988605,100,-9.345725363394138,330,-0.24947396678242997,0.18752512,0.004859833999944385,-3.0000877,11200,-16.849812,17.83386,0.13019738,7.061379,-24.94739667824299,-14.484409,0.8967741658439651,-0.376977385846427,100.0,-2.1751726,100,-16.840487,-0.9933783,0.0,0.39030389999970794,3.0364003,0.003812454000581056,100.0,-37.6977385846427,0.18108884299726924,-37.6977385846427,-8.071041235067915,2.0788685669976985,-24.247547221234278,-14.682425,-52.8654,0.0019992819943581708,-1.1129279136657715,-24.94739667824299,-17.06855,0.37967342,-54.05902768317776,-43.43669047298859,0.8625177,59.9449874980055,0.99834895
0.28687334,0.008939718,2.582130471004348,-9.728695786356727,-1.7169242,4.8980556,15,34500,0.99726856,-0.04426522771436288,-0.48216662,0.19429101,-2.0,-46.4765,0.013859017,4.928223,-0.99887496,1.2091766826962957,1.7974211,5,11700,0.0,15.74807914445419,-14.208429,16.216140723344648,0.06367503106594086,100,22,1.6027887,117,-0.003974115308562033,-46.60245,-0.046522483,100,4.926907,100,-10.459446416335108,345,-0.26916953921766934,0.18092445,0.005222546998993494,-2.5178216,11700,-16.2638,17.385199,0.18114097,6.618822,-26.916953921766936,-14.174283,0.8617032368766774,-0.46186269625082327,100.0,-4.0731497,100,-16.264992,-0.99000114,0.0,0.3511702080068062,3.013408,0.0031275369983632118,100.0,-46.18626962508233,0.1607086000003619,-46.18626962508233,-13.098313553835052,2.0598600349985645,-22.581238174222356,-14.26679,-46.661297,0.002041544001258444,-0.557858407497406,-26.916953921766936,-16.455872,0.4149991,-64.13453552909075,-63.537501090086465,0.9008559,62.53225462700357,0.9984407
