trainer/Q1 Predictions Std,trainer/Log Pis Mean,exploration/Returns Mean,exploration/Actions Max,trainer/QF2 Loss,time/saving (s),exploration/Actions Std,time/evaluation sampling (s),exploration/Returns Std,time/exploration sampling (s),evaluation/Actions Max,exploration/Rewards Min,trainer/Q Targets Max,trainer/Q1 Predictions Min,time/data storing (s),trainer/Log Pis Max,trainer/Q2 Predictions Std,evaluation/Rewards Max,evaluation/path length Max,replay_buffer/size,trainer/Q2 Predictions Mean,trainer/Policy mu Mean,evaluation/Rewards Min,exploration/Actions Min,trainer/Log Pis Min,trainer/Policy log std Mean,trainer/Policy Loss,evaluation/path length Mean,evaluation/Average Returns,exploration/num steps total,exploration/path length Mean,trainer/Policy log std Max,evaluation/Actions Min,trainer/Q2 Predictions Max,time/logging (s),evaluation/num paths total,exploration/Returns Max,trainer/Q Targets Mean,exploration/num paths total,trainer/Alpha Loss,exploration/Num Paths,trainer/Q Targets Std,evaluation/path length Std,evaluation/Returns Mean,Epoch,trainer/Q1 Predictions Max,trainer/Alpha,evaluation/Rewards Std,trainer/Policy mu Max,trainer/Policy mu Std,evaluation/path length Min,evaluation/Returns Std,trainer/Q1 Predictions Mean,trainer/Log Pis Std,evaluation/Rewards Mean,exploration/Returns Min,exploration/Rewards Std,time/epoch (s),trainer/Q2 Predictions Min,exploration/Rewards Max,exploration/Actions Mean,evaluation/Returns Min,trainer/QF1 Loss,trainer/Policy log std Min,trainer/Q Targets Min,trainer/Policy mu Min,exploration/path length Std,evaluation/Actions Std,time/total (s),evaluation/Num Paths,evaluation/num steps total,evaluation/Returns Max,exploration/path length Max,exploration/Rewards Mean,exploration/Average Returns,evaluation/Actions Mean,exploration/path length Min,time/training (s),trainer/Policy log std Std
11.194129,0.27765557,-57.92294395722456,0.90566635,4.247391,0.011067340994486585,0.4100152,0.3504957509940141,15.549805492650515,0.1610843050002586,0.8388332,-9.653948157223466,-0.641211,-73.72862,0.003036855996469967,5.618242,11.206993,-0.12751547106742914,100,5700,-25.535452,-0.24464042,-8.805085680211103,-0.99606746,-2.64472,-0.855256,24.28323,100.0,-34.754042180378946,5700,100.0,-0.4815495,-0.9800904,-19.717901,0.005442450004920829,165,-45.327111314734765,-25.515005,57,-2.3570077419281006,5,11.240635,0.0,-34.754042180378946,10,-19.685764,0.25442320108413696,0.9295683515097662,1.8163588,0.844509,100,9.119517611267623,-25.53246,1.6028135,-0.3475404218037893,-87.50455697722833,0.7618801746397084,2.6780895029878593,-73.89045,-0.016026756283045996,-0.029477488,-54.245958406428024,4.248755,-1.1059593,-72.38459,-2.3051379,0.0,0.1805093,30.071603364987823,15,16500,-22.991961103582298,100,-0.5792294395722458,-57.92294395722456,-0.04073797,100,2.1469627999977092,0.14650947
8.988628,0.6355642,-58.86602084265303,0.94021183,4.319526,0.0019917900062864646,0.41061512,0.3408419050028897,10.9479647869259,0.15828223199787317,0.9336261,-7.840019180990239,-1.2144089,-64.01229,0.0027971050003543496,5.516452,8.991945,-0.013050230230255585,100,6200,-24.85622,-0.33338562,-10.45418986828969,-0.9975798,-3.4000378,-0.9131911,24.333542,100.0,-33.77641826448654,6200,100.0,-0.43808898,-0.9867421,-19.944141,0.00549351199879311,180,-40.59771048159014,-24.748323,62,-2.0462889671325684,5,9.276598,0.0,-33.77641826448654,11,-19.97022,0.2231346070766449,0.962914235531003,1.853856,0.8933062,100,12.564702954508409,-24.844694,1.6245981,-0.33776418264486535,-69.03555956898441,0.8588670432245706,2.6414747750095557,-63.94584,-0.01970701743213777,-0.03844818,-59.71643099437874,4.2531834,-1.1613984,-65.238174,-2.4419992,0.0,0.18786815,32.717730642005336,15,18000,-13.998165114154212,100,-0.5886602084265301,-58.86602084265303,-0.037148334,100,2.132068231003359,0.17500049
10.277475,0.7603512,-56.71388112711338,0.9581642,0.28432602,0.0020448389986995608,0.39516822,0.35002856999926735,12.155215945346203,0.16227553300268482,0.8495398,-7.9311286303207735,-19.667442,-75.5635,0.0030168550001690164,6.221079,10.267568,-0.091006391365793,100,6700,-24.545296,-0.3683579,-9.71260437005313,-0.9977418,-4.675041,-1.004776,24.046186,100.0,-27.857575050671194,6700,100.0,-0.50602186,-0.98787385,-19.739843,0.0043348539984435774,195,-38.87537687732287,-24.834593,67,-2.016664981842041,5,10.250909,0.0,-27.857575050671194,12,-19.816536,0.19650688767433167,0.893169998655483,1.6257048,0.8653367,100,12.502011888613552,-24.56611,1.8728801,-0.278575750506712,-67.10086686712025,0.913927378213889,2.6532612579976558,-75.56407,-0.004120754550362553,-0.030729784,-50.99450826636799,0.2712987,-1.288152,-75.12583,-2.5361986,0.0,0.17752522,35.375409766013036,15,19500,-11.69697144812889,100,-0.5671388112711339,-56.71388112711338,-0.036267158,100,2.1315606069983914,0.17512153
12.061209,0.78727007,-44.16364872702221,0.9292205,4.160103,0.0019987539999419823,0.3678463,0.35639897100190865,7.795210433987463,0.1649646810037666,0.97010726,-6.286864302596912,-0.8851495,-73.0474,0.0030647480016341433,5.7475243,12.062332,-0.06775373826619653,100,7200,-25.214527,-0.29851124,-10.06480870116829,-0.99517554,-2.893281,-1.069153,24.693419,100.0,-26.941617807228386,7200,100.0,-0.4647632,-0.988414,-19.882887,0.005500970997672994,210,-35.51976887534971,-25.093948,72,-2.1239206790924072,5,12.481998,0.0,-26.941617807228386,13,-19.85042,0.17349891364574432,0.9884202506116314,1.6937159,0.8667554,100,16.762995162628126,-25.198671,1.5599246,-0.26941617807228385,-55.48045896626411,0.6071532418319009,2.67003432000638,-73.01475,-0.005005673034065955,-0.021020997,-58.904240169599596,4.1589184,-1.3694412,-73.78322,-2.4583316,0.0,0.18006028,38.0497446150257,15,21000,-8.647823288573475,100,-0.44163648727022214,-44.16364872702221,-0.03416953,100,2.1381061950014555,0.20816083
9.865943,0.9123154,-61.12328090861172,0.93488777,3.9334195,0.0021698740019928664,0.38240343,0.3609657440028968,13.208019687542324,0.16409229000419145,0.92160076,-10.22045388910703,-0.30170634,-74.00095,0.0042611440003383905,6.232064,9.878515,-0.016672654830011638,100,7700,-23.498913,-0.22294179,-9.082681250286171,-0.9961646,-1.9687344,-1.149361,23.166626,100.0,-21.3374206361545,7700,100.0,-0.48812187,-0.9904569,-19.480165,0.005133311999088619,225,-41.32574446574536,-23.55108,77,-2.03794002532959,5,10.102218,0.0,-21.3374206361545,14,-19.525959,0.15352503955364227,0.8946826845471362,2.1541314,0.8451594,100,14.835179243258425,-23.51806,1.4310378,-0.21337420636154505,-81.03437346482933,1.2366925470199963,2.8712536540042493,-74.295395,-0.021259518702384905,-0.041112695,-51.844509811113134,3.981886,-1.4337113,-73.05181,-2.5497224,0.0,0.17483027,40.92545831102325,15,22500,-5.018301593942469,100,-0.6112328090861172,-61.12328090861172,-0.029295692,100,2.334631289995741,0.20341896
8.70659,0.98863935,-52.99814942905736,0.8731116,4.1036925,0.0020083859999431297,0.3729176,0.4205325919974712,9.85727264588178,0.1961036430002423,0.9028553,-8.73273510322089,-0.6697315,-89.25956,0.0032001519939512946,5.6833515,8.680567,-0.139934738404947,100,8200,-22.433239,-0.17589077,-10.652282642621936,-0.9993072,-1.801897,-1.1984631,22.42463,100.0,-44.253671247633996,8200,100.0,-0.47381005,-0.98991024,-19.092184,0.004485111996473279,240,-37.848168877229256,-22.61708,82,-2.014575481414795,5,8.674602,0.0,-44.253671247633996,15,-19.146845,0.13639752566814423,1.2284023518123577,2.2205565,0.8726741,100,17.04987110926329,-22.466978,1.3232492,-0.44253671247634,-65.72239021989283,0.9428282400561907,2.76337983499252,-88.86739,-0.021942432963572827,-0.044063147,-66.432071837555,4.109165,-1.482864,-84.74164,-2.5731719,0.0,0.20157711,43.69528375902155,15,24000,-18.02742210038642,100,-0.5299814942905735,-52.99814942905736,-0.043678258,100,2.137049950004439,0.23014301
10.190945,1.020671,-35.45024390116721,0.9651091,0.26573494,0.001999387997784652,0.31394038,0.357697254003142,7.8663407984027085,0.16838587000529515,0.9731597,-6.189072981225122,-18.987364,-68.40212,0.003427861003729049,6.425687,10.184631,-0.07542410721653074,100,8700,-23.647446,-0.19838253,-9.039875807990057,-0.9948582,-4.717102,-1.257395,23.662178,100.0,-27.275783359228935,8700,100.0,-0.4166658,-0.99088824,-18.74835,0.005199327002628706,255,-27.677473706186053,-23.936983,87,-2.0636866092681885,5,10.256202,0.0,-27.275783359228935,16,-18.801205,0.12154563516378403,0.848333937294091,2.3543036,0.9433577,100,13.036954002829923,-23.655832,1.7102581,-0.27275783359228944,-50.59886919906518,0.4923400657755512,2.663389442015614,-68.43272,-0.01732082544624551,0.001797791,-54.607093913081066,0.26475444,-1.5941201,-70.06621,-2.5957992,0.0,0.17133425,46.363143277034396,15,25500,-11.641025249169111,100,-0.3545024390116721,-35.45024390116721,-0.024337955,100,2.1266797420030343,0.30366594
7.876727,0.8424067,-46.57274032426988,0.85515594,4.536262,0.0016270750056719407,0.3496086,0.35122781099926215,7.732130404069056,0.16125080499477917,0.97906846,-7.3552377404261104,-1.554417,-70.21962,0.0030234799996833317,6.513321,7.8672237,-0.06132345584988396,100,9200,-21.70583,-0.22340119,-9.800464908770852,-0.99768734,-2.8490155,-1.320108,21.80685,100.0,-32.638828278477426,9200,100.0,-0.5522526,-0.99469656,-18.415525,0.004590913995343726,270,-31.319814411782616,-21.868967,92,-2.576836585998535,5,8.0978365,0.0,-32.638828278477426,17,-18.43265,0.107928566634655,1.0749173241932688,1.734521,0.8560767,100,15.483671055544871,-21.71659,1.6786122,-0.3263882827847744,-51.88556591645848,0.887877311619988,2.6535469489972456,-69.86763,-0.020287947277985066,-0.03916391,-54.00105803014056,4.551423,-1.5902518,-70.85505,-2.7759528,0.0,0.19595744,49.021026204041846,15,27000,-10.084627670246093,100,-0.46572740324269873,-46.57274032426988,-0.03262251,100,2.1318268640025053,0.25796053
11.46327,1.1700398,-30.755531683411085,0.96952873,10.250854,0.00218485199729912,0.28765437,0.3544198840027093,5.376364381070898,0.15902320999884978,0.9812449,-4.638114685295181,-0.37255403,-78.37267,0.0029937219951534644,6.9253554,11.48516,-0.03688621678082385,100,9700,-23.320242,-0.3692688,-9.91288283351845,-0.99508804,-5.3384604,-1.3212726,23.379616,100.0,-28.86030712364169,9700,100.0,-0.48099896,-0.99525446,-18.280367,0.006591205004951917,285,-24.34528244181041,-23.028559,97,-1.9459447860717773,5,12.300613,0.0,-28.86030712364169,18,-18.283813,0.09585972130298615,0.995024074231155,2.3663504,0.9988631,100,14.821502244378385,-23.32646,1.9630051,-0.288603071236417,-38.51625849870652,0.3994232211918372,2.73927619800088,-78.26153,-0.024869988751480897,-0.016655216,-50.15636082342533,10.222364,-1.6346953,-80.415215,-2.784488,0.0,0.19409645,51.764100476044405,15,28500,-10.13942417496115,100,-0.3075553168341108,-30.755531683411085,-0.036263023,100,2.2140633250019164,0.32248813
8.924227,1.3720851,-43.428753653392725,0.7544602,3.33668,0.002953805000288412,0.30029926,0.369875721000426,13.947061475085098,0.17734955299965804,0.8791686,-8.608889329915387,-0.4359504,-85.04079,0.00311383799999021,7.3935614,8.913335,-0.021922614140522968,100,10200,-20.936121,-0.23139298,-11.130317201235869,-0.99882513,-3.5605145,-1.517023,21.60967,100.0,-31.558400914895515,10200,100.0,-0.5315146,-0.99670434,-18.208887,0.008704738000233192,300,-25.727613472291928,-20.720545,102,-1.5436394214630127,5,9.119217,0.0,-31.558400914895515,19,-18.179497,0.08555570244789124,1.1086530438785516,2.4433687,0.82497877,100,15.560450806051895,-20.918005,1.4471626,-0.3155840091489551,-62.59352756157411,0.982658665993472,2.96792241899675,-85.08208,-0.005178955012828982,-0.034431733,-59.37958826496838,3.3312538,-1.7791815,-85.79733,-2.942839,0.0,0.19981074,54.736493233038345,15,30000,-9.379459596510916,100,-0.4342875365339274,-43.428753653392725,-0.042802785,100,2.405924763996154,0.29375666
8.902449,1.5188594,-53.254294230234315,0.64528984,9.560791,0.0019943320003221743,0.30930874,0.39201865299401106,14.174770927366044,0.2094390479978756,0.98328644,-10.317182241805108,-0.5117883,-76.184906,0.0033058449989766814,7.231689,8.890339,-0.08090647661644484,100,10700,-21.001799,-0.33129397,-8.38974956193026,-0.9988637,-3.722792,-1.5001162,21.680977,100.0,-28.45873039096899,10700,100.0,-0.57013565,-0.99510014,-17.456896,0.0048593620012979954,315,-33.65195010668824,-20.809221,107,-1.2320533990859985,5,9.563023,0.0,-28.45873039096899,20,-17.518305,0.0772361010313034,0.9197691964467559,2.1602561,0.9314583,100,10.092499208028498,-21.042997,1.6403353,-0.2845873039096899,-72.78891890328568,1.286533046982013,2.8520765059947735,-76.14826,-0.01779059591128891,-0.04908858,-43.71249914347277,9.522532,-1.8223834,-73.91739,-3.0402217,0.0,0.19843741,57.593581955035916,15,31500,-11.024628752700607,100,-0.532542942302343,-53.254294230234315,-0.036006924,100,2.24045926600229,0.357379
3.7677605,1.3747729,-43.6008834701881,0.60770065,0.091210574,0.002023500004725065,0.30064258,0.35368210400338285,14.899069949413738,0.1685601079952903,0.9872423,-10.119588318215706,-17.256401,-36.820812,0.00392122300399933,5.150816,3.772832,-0.01188908673539061,100,11200,-18.72332,-0.13224168,-9.524908789820458,-0.99900043,-1.1900358,-1.6062958,19.58826,100.0,-22.53554437981204,11200,100.0,-0.5280319,-0.9965484,-17.156124,0.004723862999526318,330,-28.544039863216923,-18.949821,112,-1.6602363586425781,5,3.841565,0.0,-22.53554437981204,21,-17.172924,0.07025603204965591,0.9490677132244694,2.5623136,0.7324608,100,15.860227404142583,-18.726465,1.0738988,-0.2253554437981204,-65.01564806918101,1.1135763869467552,2.738580980003462,-36.853897,-0.009942306960236258,-0.044047028,-55.882617821735,0.095539026,-1.89125,-37.253193,-2.7954173,0.0,0.18025573,60.33612385406013,15,33000,-4.46738525574742,100,-0.4360088347018811,-43.6008834701881,-0.028918754,100,2.2056701819965383,0.3072016
6.044332,1.4608757,-32.00291643735479,0.99273396,2.996962,0.0019952380025642924,0.27518818,0.35404150499380194,6.7098990108196155,0.16798961700260406,0.98875433,-7.773589938606559,-0.4359504,-52.00657,0.0029789430045639165,7.1395044,6.0460787,-0.009824734688675889,100,11700,-19.281971,-0.28641948,-9.889457873328888,-0.99789596,-3.04875,-1.6586245,19.935852,100.0,-21.44124464267984,11700,100.0,-0.4569657,-0.99791616,-16.861506,0.00424095200287411,345,-21.725727203855843,-19.296137,117,-1.4781324863433838,5,6.3890333,0.0,-21.44124464267984,22,-16.868797,0.06444910168647766,0.8918624275552641,2.2759316,0.86533916,100,15.670345148998559,-19.287863,1.7927194,-0.2144124464267984,-42.920141118764256,0.7223738266862882,2.6949876159997075,-52.01827,-0.005126365819110299,-0.026740376,-57.523922457813974,2.9748561,-2.0,-54.732006,-3.012305,0.0,0.17374225,63.036258114058,15,34500,-6.035509152294427,100,-0.32002916437354784,-32.00291643735479,-0.027740601,100,2.163741360993299,0.38185784
