exploration/Average Returns,time/epoch (s),evaluation/Average Returns,trainer/Policy mu Min,trainer/Policy Loss,trainer/Policy mu Max,exploration/Actions Std,exploration/Rewards Mean,time/evaluation sampling (s),exploration/Rewards Std,evaluation/Actions Min,exploration/Actions Min,Epoch,time/exploration sampling (s),time/logging (s),evaluation/Returns Mean,evaluation/Returns Min,exploration/Num Paths,exploration/num paths total,exploration/path length Mean,trainer/Log Pis Max,exploration/Returns Std,exploration/path length Std,trainer/Alpha,time/saving (s),trainer/Q2 Predictions Max,trainer/Policy mu Mean,evaluation/num steps total,trainer/Q Targets Min,trainer/Q1 Predictions Min,trainer/Log Pis Mean,evaluation/Actions Max,exploration/path length Max,exploration/path length Min,evaluation/Rewards Std,trainer/Q Targets Max,trainer/Q1 Predictions Max,trainer/Q2 Predictions Std,exploration/Rewards Min,time/training (s),trainer/Q2 Predictions Mean,time/data storing (s),evaluation/Actions Mean,trainer/QF1 Loss,evaluation/Actions Std,trainer/QF2 Loss,trainer/Log Pis Min,trainer/Q2 Predictions Min,exploration/Actions Max,evaluation/Returns Std,exploration/Actions Mean,exploration/Returns Min,evaluation/path length Mean,evaluation/Rewards Min,trainer/Alpha Loss,evaluation/num paths total,trainer/Log Pis Std,trainer/Policy log std Min,evaluation/path length Max,exploration/num steps total,time/total (s),trainer/Q1 Predictions Mean,exploration/Returns Mean,trainer/Policy mu Std,trainer/Policy log std Max,trainer/Policy log std Mean,exploration/Returns Max,trainer/Q Targets Mean,trainer/Policy log std Std,exploration/Rewards Max,trainer/Q Targets Std,evaluation/Rewards Mean,replay_buffer/size,evaluation/Num Paths,evaluation/Returns Max,trainer/Q1 Predictions Std,evaluation/path length Std,evaluation/path length Min,evaluation/Rewards Max
-22.639179792534115,1.4876296760048717,-27.492150799027826,-3.1970375,14.383686,3.140188,0.22559884,-0.22639179792534114,0.2679890430008527,0.5810719445173751,-0.98666304,-0.4717668,85,0.07022757199592888,0.008865607000188902,-27.492150799027826,-56.54922279406488,2,174,100.0,6.6500854,5.998820315546805,0.0,0.04966719448566437,0.0023490879975724965,-11.432633,0.09679371,86000,-52.073006,-52.57874,2.0873847,0.9973044,100,100,1.1382761730889805,-0.111739896,-11.491356,4.7078857,-5.786970043125702,1.1370479940087534,-12.657463,0.001150372001575306,0.033757553,1.3581449,0.19764493,1.3931755,-1.5102235,-52.99457,0.9954006,17.848960327476973,0.031685073,-28.63800010808092,100.0,-10.477001943267634,0.2623692452907562,860,1.0992886,-2.3176525,100,17400,122.92311316617997,-12.730008,-22.639179792534115,0.6764558,-0.5500213,-2.0523872,-16.64035947698731,-12.807795,0.40531018,-0.007362523249372036,4.8036313,-0.27492150799027826,17400,10,-5.334442787621978,4.6765165,0.0,100,-0.02211819745516014
-19.143485676654297,1.5187493030098267,-29.505051654632744,-3.2291026,13.905113,2.9164338,0.19790812,-0.19143485676654298,0.2573006770107895,0.3648529755618905,-0.98817277,-0.3805597,86,0.0699272780038882,0.0034097970055881888,-29.505051654632744,-57.4737426562676,2,176,100.0,6.9140315,2.258794870441861,0.0,0.04956571012735367,0.002498032001312822,-11.582294,-0.016866667,87000,-37.464733,-37.822525,1.7502497,0.9970621,100,100,1.1327319782575065,-0.6504328,-11.608242,3.202103,-3.6337428150180306,1.1844466729962733,-12.381617,0.0011668459919746965,0.035771605,1.3190887,0.19473599,1.2986034,-1.6984862,-37.219677,0.995418,18.666469297677754,0.027993515,-21.402280547096158,100.0,-10.162883290182432,-0.7503419518470764,870,1.1980542,-2.394327,100,17600,124.44624296814436,-12.422516,-19.143485676654297,0.580646,-0.66789687,-2.1625805,-16.884690806212436,-12.273294,0.32515717,-0.012963685153067657,3.3812842,-0.2950505165463274,17600,10,-6.851256904434999,3.2091684,0.0,100,-0.01088417132761801
-35.12217553170013,1.6634740519803017,-25.63725305216958,-2.1230469,14.672434,3.3548093,0.24741592,-0.3512217553170013,0.2604451570077799,0.959379341357294,-0.9921379,-0.9938911,87,0.07296996397781186,0.0035056859778705984,-25.63725305216958,-56.55209052496897,2,178,100.0,6.560623,6.909455263973522,0.0,0.0499909371137619,0.0023857629857957363,-11.552562,-0.0052627255,88000,-48.362717,-48.090263,2.0229208,0.9968435,100,100,0.9807294762643066,-1.3066492,-11.504731,5.525098,-7.011957387779814,1.3227185270225164,-13.003662,0.001448955008527264,0.019217193,1.4211867,0.18757163,1.4928054,-2.38085,-48.39236,0.9945327,17.818159439117903,0.016850526,-42.03163079567365,100.0,-10.085192157841217,0.06867040693759918,880,1.2012227,-2.3930414,100,17800,126.11355353411636,-12.962608,-35.12217553170013,0.665196,-0.47571924,-2.1161103,-28.212720267726606,-12.8014345,0.3845452,-0.015271373986306864,5.4594717,-0.25637253052169573,17800,10,-8.667636471215559,5.455601,0.0,100,-0.06569893209597535
-26.443129498925575,1.656663917005062,-14.26292888964152,-1.8301216,14.632464,3.2452521,0.22543879,-0.26443129498925566,0.2937112450017594,0.6351347237721541,-0.9782926,-0.49504876,88,0.09120616799918935,0.0034208820143248886,-14.26292888964152,-35.18037011753883,2,180,100.0,7.571362,2.899084487026098,0.0,0.049254707992076874,0.0023402569931931794,-11.376652,0.18621907,89000,-48.245323,-49.07262,2.1193426,0.9963763,100,100,0.589405887706101,-0.07024382,-11.472707,5.0215592,-5.212548881372238,1.2645737109996844,-12.791315,0.0014116539969108999,0.017893035,2.6762109,0.15969716,2.6507094,-2.7080421,-49.560547,0.9967573,10.084914202760032,0.03649161,-29.342213985951673,100.0,-7.5510598921190235,0.3592926859855652,890,1.2065176,-2.3573902,100,18000,127.77519544906681,-12.841676,-26.443129498925575,0.6640227,-0.4412412,-2.0745308,-23.544045011899478,-12.572637,0.42010394,-0.021089221642862702,5.1969748,-0.14262928889641527,18000,10,-6.2312851161848934,4.936787,0.0,100,-0.025902169653918578
-22.641273531043954,2.0818355710071046,-22.84484763555764,-3.1394508,14.208796,3.1787975,0.21681404,-0.2264127353104395,0.29560642899014056,0.63247691754855,-0.9977809,-0.9788407,89,0.10943758700159378,0.004888425028184429,-22.84484763555764,-57.30146021680314,2,182,100.0,7.1348944,9.391927730761989,0.0,0.04894394427537918,0.004181961994618177,-11.414397,0.051479243,90000,-42.717594,-41.500736,1.9675789,0.99708235,100,100,0.9126367765988811,-0.04667597,-11.405746,3.9130232,-6.279613256861688,1.6662449339928571,-12.570756,0.00147623399971053,0.021525314,2.6641877,0.1814737,2.6511412,-2.0802908,-41.2299,0.9955086,15.582309696210938,0.0013709572,-32.03320126180594,100.0,-9.727259407713207,-0.09781268239021301,900,1.3307734,-2.3034482,100,18200,129.86228155705612,-12.578937,-22.641273531043954,0.764678,-0.5219234,-1.9783616,-13.249345800281965,-12.3184595,0.41758072,-0.006881681632587853,4.3744044,-0.2284484763555763,18200,10,-7.685484360987727,3.9672492,0.0,100,-0.04488298668882584
-29.25349248602111,1.8612714899645653,-21.11289832337257,-1.8142494,12.966543,2.6480665,0.23686779,-0.29253492486021104,0.4436020299908705,0.8394056986434616,-0.9694962,-0.99455726,90,0.12002416999894194,0.00493555999128148,-21.11289832337257,-45.86293328929543,2,184,100.0,4.6729703,11.638913646072591,0.0,0.04829651117324829,0.0023410639842040837,-11.084996,-0.04972264,91000,-15.683348,-15.693832,1.6770402,0.99653363,100,100,0.8694080704328984,-0.42841747,-11.071696,0.6933244,-7.474512577855518,1.2887347500072792,-11.454246,0.001633915991988033,0.027855113,2.4235733,0.1775594,2.4470818,-2.5836825,-15.692722,0.9991921,14.098800661027058,0.0042555924,-40.8924061320937,100.0,-9.269631053319802,-0.9786014556884766,910,1.1805356,-2.2958207,100,18400,131.7295071571134,-11.419146,-29.25349248602111,0.48550665,-0.66506845,-2.1314597,-17.614578839948518,-11.405941,0.29792595,-0.007294085775129544,1.676363,-0.2111289832337257,18400,10,-6.276663328865164,0.6980568,0.0,100,-0.0242073408323219
-46.23949788998891,1.4290919080085587,-22.320849281505808,-2.6939788,14.788662,3.2189953,0.25190538,-0.4623949788998892,0.2648351280076895,1.2864011218538718,-0.9946924,-0.43538612,91,0.06821577801019885,0.00359697500243783,-22.320849281505808,-56.01981059014199,2,186,100.0,7.3470044,9.901999848557512,0.0,0.046723511070013046,0.0025124259991571307,-11.106672,0.0805062,92000,-77.879105,-79.745964,1.9315538,0.9972763,100,100,0.973961259121925,-0.1688156,-11.149271,8.179621,-8.774471862124889,1.0887801909993868,-13.313798,0.0011514099896885455,0.015589932,2.5519118,0.18762648,2.6517441,-2.4885383,-80.18891,0.9986824,17.504005778952738,0.047045663,-56.14149773854642,100.0,-10.045173982043297,-0.20967838168144226,920,1.274217,-2.2716277,100,18600,133.16274214503937,-13.367997,-46.23949788998891,0.76958346,-0.4860891,-1.982092,-36.337498041431395,-13.223041,0.42967603,-0.016281082706429428,8.262738,-0.22320849281505817,18600,10,-4.7324957828233,8.188711,0.0,100,-0.03889515442998181
-30.422065867095228,1.4429908469610382,-26.54757152284497,-1.5652744,13.6751375,2.962775,0.24656677,-0.30422065867095227,0.25210945098660886,0.7444802892194964,-0.99502367,-0.99644864,92,0.06879376998404041,0.003923551004845649,-26.54757152284497,-47.99768422710264,2,188,100.0,7.009815,5.114688844552051,0.0,0.04509654641151428,0.0023374029842671007,-10.89294,0.10741241,93000,-50.49936,-50.185745,1.8388273,0.9945624,100,100,0.928481108849392,-0.13683188,-10.889284,4.499577,-6.378726975563088,1.1146120920020621,-12.023504,0.0012145799992140383,0.023196701,1.2692299,0.1865126,1.278419,-4.0316057,-50.17774,0.9884202,13.312761340016007,0.017398097,-35.536754711647276,100.0,-8.43120841701214,-0.49944424629211426,930,1.455758,-2.2890224,100,18800,134.6103710330499,-12.018058,-30.422065867095228,0.6525803,-0.65749073,-2.0413897,-25.307377022543175,-12.200515,0.37393752,-0.014734745003097544,4.695843,-0.26547571522844965,18800,10,-10.286724150947304,4.5132732,0.0,100,-0.05945723840387675
-19.32085626751057,1.3533599539659917,-18.953848185810166,-2.3104658,14.817724,3.3539195,0.18963489,-0.19320856267510575,0.2723119469883386,0.5014642450263249,-0.96966124,-0.6250248,93,0.06788042798871174,0.004055820987559855,-18.953848185810166,-46.511106519104075,2,190,100.0,9.1020775,7.197228687374876,0.0,0.04710739478468895,0.0029804169898852706,-10.795874,0.11309893,94000,-62.616783,-62.404408,2.2915876,0.9972542,100,100,0.9493414603315357,-10.977308,-10.879249,6.801813,-4.960246715337805,1.0046088219969533,-12.893027,0.0015225190145429224,0.023759656,0.05449285,0.16964729,0.08577921,-2.7965527,-61.9354,0.99374807,17.89153563986231,0.014066159,-26.51808495488545,100.0,-9.14902880388208,0.8909985423088074,940,1.5082643,-2.389899,100,19000,135.96847622597124,-12.990231,-19.32085626751057,0.832775,-0.5490735,-2.06985,-12.123627580135697,-13.1370125,0.4826416,-0.004738332143912679,6.8507714,-0.18953848185810165,19000,10,-2.3012149410173115,6.8893867,0.0,100,-0.016610033204614367
-37.50176976398361,1.4974007710407022,-22.610232612680704,-2.288982,14.787567,3.2780416,0.24606226,-0.37501769763983617,0.31518952900660224,1.0244228142922671,-0.98149276,-0.6783369,94,0.0933266369975172,0.0035464610264170915,-22.610232612680704,-43.379999864851875,2,192,100.0,7.902273,6.952019575268087,0.0,0.048233576118946075,0.002473833999829367,-10.906695,0.12732211,95000,-56.67308,-54.827606,2.3387768,0.99717027,100,100,0.8706962376318099,-0.07116845,-10.837434,7.525509,-7.47831582038065,1.0811895150109194,-13.144602,0.0016747949994169176,0.030445568,2.4887838,0.18776958,2.4747627,-1.8118765,-55.175037,0.99919796,11.044770432620027,0.03865674,-44.4537893392517,100.0,-8.936618235199221,1.0270823240280151,950,1.3533797,-2.3361955,100,19200,137.47112042002846,-13.101621,-37.50176976398361,0.77072656,-0.49124613,-2.0198057,-30.549750188715525,-13.029178,0.4660607,-0.011856655878240275,7.848762,-0.22610232612680697,19200,10,-6.320845929422721,7.4624696,0.0,100,-0.05766314698861029
-33.465017583365075,1.3936066990427207,-33.16338558432347,-2.5267668,13.644465,2.9880161,0.24205185,-0.33465017583365075,0.25362511799903587,0.8823963254393188,-0.9910159,-0.6781026,95,0.06705825301469304,0.004114773008041084,-33.16338558432347,-57.144391477927655,2,194,100.0,8.49377,2.739515021058059,0.0,0.04930650070309639,0.0024177209998015314,-10.626553,0.124013096,96000,-34.55183,-35.10371,2.1180058,0.9971741,100,100,1.1369011306556174,-0.13274923,-10.653819,3.607009,-6.900785670511476,1.0651437070046086,-11.643927,0.0012471270165406168,0.027504459,1.1910405,0.20296586,1.1904564,-1.0104358,-34.77656,0.9981224,16.02831178126591,0.041751437,-36.204532604423136,100.0,-9.518773318062392,0.35518893599510193,960,1.2454029,-2.3910048,100,19400,138.86906929206452,-11.67321,-33.465017583365075,0.6491705,-0.6535641,-2.1432743,-30.725502562307017,-11.746949,0.3688135,-0.010942343639794364,3.782552,-0.3316338558432345,19400,10,-12.26808615122782,3.6123374,0.0,100,-0.029693362227462806
-38.97991337995727,1.6159852300188504,-27.043862987686197,-3.1972308,13.377571,2.9767373,0.22790076,-0.3897991337995726,0.297092105000047,1.2896252998223288,-0.9872646,-0.37464306,96,0.08190656601800583,0.003551870002411306,-27.043862987686197,-52.98405512404192,2,196,100.0,7.7115254,24.096895148862842,0.0,0.049804672598838806,0.002755636000074446,-10.504278,0.011241265,97000,-34.02793,-33.5007,1.8687756,0.9961237,100,100,1.1474117887698336,-10.745607,-10.481865,4.055959,-9.689786254095674,1.2294181929901242,-11.803357,0.001260860008187592,0.022194963,0.39121673,0.20040587,0.3289252,-2.8870037,-34.101894,0.99605805,15.930914422697233,0.041169968,-63.07680852882011,100.0,-10.062424320078662,-0.39362281560897827,970,1.3677118,-2.3391347,100,19600,140.4899653190223,-11.758378,-38.97991337995727,0.65975547,-0.50567806,-2.0785704,-14.883018231094425,-12.1426115,0.39720523,-0.013170537706284215,4.1718016,-0.270438629876862,19600,10,-4.4645135919510786,4.0238895,0.0,100,-0.016087965676228135
-23.532422491505166,1.502747828984866,-20.426873478460266,-3.187335,14.204782,3.5319226,0.23009358,-0.2353242249150516,0.3072008840099443,0.6206009503954613,-0.99741554,-0.9869891,97,0.06711317398003303,0.0035003660013899207,-20.426873478460266,-50.222617450777115,2,198,100.0,8.55084,7.264383114685561,0.0,0.049536410719156265,0.002447323000524193,-10.522647,0.082952134,98000,-49.687454,-49.85829,2.1027792,0.99723405,100,100,0.8661904868860895,-0.12263944,-10.454984,6.8017163,-5.9654073748999545,1.1213211920112371,-12.831652,0.0011648899817373604,0.020830376,2.2573438,0.17756991,2.30262,-1.0545928,-50.070972,0.99655557,14.23687145371037,0.01926401,-30.796805606190727,100.0,-9.190710898885497,0.30886802077293396,980,1.4107106,-2.3674676,100,19800,141.99880148097873,-12.714124,-23.532422491505166,0.8840392,-0.39406186,-2.0051234,-16.268039376819605,-12.7499485,0.50543237,-0.0040310293395532295,6.7842,-0.20426873478460267,19800,10,-5.341450673592309,6.711264,0.0,100,-0.010985358283338232
-26.9963550327568,1.4528498030267656,-64.91896937551795,-2.115062,13.461173,3.046155,0.2203021,-0.2699635503275681,0.25188190600601956,0.7803848367234149,-0.9980852,-0.9972875,98,0.06776022602571175,0.003647619014373049,-64.91896937551795,-455.42850599573995,2,200,100.0,5.19903,12.081545243530417,0.0,0.050308890640735626,0.0037086829834152013,-10.534231,-0.036431927,99000,-29.95437,-30.315102,2.1534207,0.9968751,100,100,1.5358757828731309,-10.541955,-10.574907,3.5244093,-7.015966769206285,1.1247101610060781,-11.628766,0.001141207991167903,-0.025353763,0.041453663,0.28132325,0.038170017,-3.3370786,-30.260063,0.997868,130.98897702205264,0.0018794846,-39.07790027628722,100.0,-9.804891477420725,0.4586786925792694,990,1.0019672,-2.4115129,100,20000,143.45574433202273,-11.66948,-26.9963550327568,0.6437095,-0.6285205,-2.1506855,-14.914809789226382,-11.684085,0.39776275,-0.009351892213799942,3.4450796,-0.6491896937551805,20000,10,-8.534774285032203,3.5540693,0.0,100,-0.06653932199474441
-33.18278540967017,1.4767414040397853,-12.029285847031803,-2.6548698,12.843092,3.00572,0.24790983,-0.3318278540967014,0.2788747209997382,0.9240174862351309,-0.99782497,-0.95165634,99,0.06786816701060161,0.003439689986407757,-12.029285847031803,-23.08350904709361,2,202,100.0,6.337621,6.460757542113866,0.0,0.051432281732559204,0.0023360070190392435,-10.536794,0.059761558,100000,-29.31127,-29.415798,1.7308989,0.99825925,100,100,0.45127850681255455,-0.35584694,-10.540836,2.7664135,-7.260530879117269,1.1229808960051741,-11.4267025,0.0012419230188243091,0.0007203133,1.2943485,0.1465239,1.2390912,-1.363795,-29.483961,0.9992834,6.050464826177625,0.01721811,-39.643542951784035,100.0,-5.968447676213304,-0.7985482811927795,1000,1.2829309,-2.4169445,100,20200,144.93789843807463,-11.399653,-33.18278540967017,0.60847,-0.49958935,-2.1317527,-26.722027867556303,-11.3536,0.4023479,-0.003564381613296485,3.0483334,-0.12029285847031804,20200,10,-5.76891092997767,2.7520006,0.0,100,-0.02262877643101106
-43.22212412222266,1.4434729140193667,-23.310075521368766,-2.92336,13.33164,3.1249726,0.255366,-0.43222124122222644,0.2541875689930748,1.3208817131634207,-0.9963585,-0.96518135,100,0.07022395101375878,0.006333978002658114,-23.310075521368766,-50.28342633177095,2,204,100.0,5.012174,18.240922082338866,0.0,0.0520041324198246,0.0037860879965592176,-10.1493025,0.054595362,101000,-77.18449,-78.68368,1.9056053,0.9972571,100,100,0.9660311960836532,-10.404862,-10.108615,7.3843875,-9.54349639753723,1.107565168000292,-11.7787285,0.001376160013023764,0.03120706,0.16501422,0.19451994,0.15568705,-1.5151591,-79.200874,0.9987079,11.73841386113242,0.024209602,-61.46304620456152,100.0,-10.006005374757109,-0.2790847420692444,1010,1.0925796,-2.3988338,100,20400,146.38604040213977,-11.72962,-43.22212412222266,0.61267674,-0.46735227,-2.155721,-24.981202039883794,-12.07574,0.40202865,-0.005387674273654355,7.164606,-0.2331007552136876,20400,10,-4.217942645644864,7.336825,0.0,100,-0.030976714113648645
-37.09305116929487,1.498060046986211,-26.63636123238738,-2.1798062,14.476261,3.155637,0.24457018,-0.3709305116929484,0.27793974097585306,1.1605676139302723,-0.9952467,-0.98051405,101,0.06742480100365356,0.003552414011210203,-26.63636123238738,-48.84117529728199,2,206,100.0,8.423706,16.31823529085673,0.0,0.05196684971451759,0.002320410974789411,-10.39248,0.14428677,102000,-63.163822,-62.530285,2.113609,0.9969757,100,100,1.167704909705891,-0.0453797,-10.417499,7.9033933,-9.152054544730333,1.1456555559998378,-12.777923,0.0011671240208670497,0.030508803,2.2127411,0.19960018,2.2120292,-1.8434775,-62.436367,0.99929106,17.391554620792515,0.028800178,-53.411286460151594,100.0,-9.584478634762494,0.33594122529029846,1020,1.5276448,-2.3559608,100,20600,147.89028277914622,-12.820795,-37.09305116929487,0.80257505,-0.5232234,-1.9920185,-20.774815878438137,-12.648098,0.48625922,-0.006941638343381279,8.240655,-0.26636361232387373,20600,10,-2.2565730456832567,7.937736,0.0,100,-0.013459572612524116
-32.9790577274532,1.5634935690031853,-29.639640786257637,-2.8473969,14.430731,3.3106806,0.22820061,-0.3297905772745321,0.2963580439973157,0.9070939495431126,-0.99232286,-0.3651367,102,0.0847379680199083,0.003537873999448493,-29.639640786257637,-65.24685799035579,2,208,100.0,6.4363165,6.092850937434896,0.0,0.050877224653959274,0.0024325169797521085,-10.088579,0.056434263,103000,-56.26989,-56.39193,2.135271,0.9985802,100,100,1.166032471735984,-0.1688156,-10.13926,7.413717,-6.7367449275392675,1.1752142070035916,-12.543658,0.0012129590031690896,0.031526007,1.1312093,0.19585367,1.130869,-2.2829585,-56.692135,0.9996322,21.12947288926589,0.042889014,-39.0719086648881,100.0,-11.02244416611428,0.40287289023399353,1030,1.3046033,-2.334838,100,20800,149.45766049213125,-12.605531,-32.9790577274532,0.831453,-0.44138843,-2.0128562,-26.886206790018306,-12.680758,0.44541198,-0.023175045799840706,7.4629045,-0.29639640786257626,20800,10,-6.560809574758669,7.426459,0.0,100,-0.029780939193469035
-24.141145289524943,1.5087695650581736,-30.636183390831906,-2.511992,13.268904,3.1538155,0.20992763,-0.24141145289524943,0.31453206200967543,0.6521967944715372,-0.99684983,-0.9980901,103,0.09147771302377805,0.003372796025360003,-30.636183390831906,-53.921405463614235,2,210,100.0,7.8191786,7.509347538615403,0.0,0.049889884889125824,0.002445185004035011,-10.250823,0.017857494,104000,-57.015617,-55.03776,1.9316761,0.99785566,100,100,1.2803622505844539,-0.014734745,-10.196901,5.8389544,-5.907279829784492,1.095057241996983,-11.63372,0.001884566998342052,0.035453647,4.2001376,0.21766633,4.250353,-2.4196923,-56.09645,0.99921966,16.389599241681058,0.015208848,-31.650492828140344,100.0,-10.040751608201552,-0.20481620728969574,1040,1.3217496,-2.3333032,100,21000,150.9707683622255,-11.56976,-24.141145289524943,0.7383476,-0.5312136,-1.9931893,-16.631797750909538,-11.301269,0.4754578,-0.005288816635916667,6.2246046,-0.3063618339083192,21000,10,-3.1310377772819944,5.7453804,0.0,100,-0.011642871357949905
-30.297077611599057,1.3598467359843198,-23.586871875540773,-1.7158122,13.41811,3.097625,0.22315861,-0.30297077611599044,0.26013957301620394,0.9582601535142713,-0.9947847,-0.48938295,104,0.07188655101344921,0.0040732319757808,-23.586871875540773,-56.32079184745834,2,212,100.0,7.089364,16.691025754330127,0.0,0.04954889416694641,0.002726184990024194,-10.1060095,0.08090931,105000,-40.758274,-42.525826,2.065589,0.99728066,100,100,1.0186445542809146,-10.087972,-10.05322,5.2920837,-7.934349798251659,1.0196740700048395,-11.6461525,0.00134712498402223,0.023301197,0.080966316,0.1965416,0.058998074,-0.020387411,-41.935684,0.99787056,15.93236137849628,0.034756675,-46.988103365929184,100.0,-10.09349124109456,0.19707933068275452,1050,1.0374852,-2.3754864,100,21200,152.33502209821017,-11.591211,-30.297077611599057,0.6675959,-0.59380555,-2.095961,-13.606051857268934,-11.722944,0.39224213,-0.007713143652919337,5.1350875,-0.23586871875540777,21200,10,-4.781283003511681,5.2887025,0.0,100,-0.037719019343986936
-65.95321700756045,1.3482676740386523,-18.01147221494744,-2.309038,13.7859,3.2610931,0.27567235,-0.6595321700756052,0.2555394270166289,1.7924601091849677,-0.99307024,-0.5051144,105,0.06738200999097899,0.004375444026663899,-18.01147221494744,-36.1455392856549,2,214,100.0,7.212536,0.253208378498023,0.0,0.048752862960100174,0.0044812639825977385,-10.31936,0.10856335,106000,-57.787426,-57.03127,1.9292419,0.9969909,100,100,0.8003681394840868,-0.1828748,-10.2044935,7.419182,-9.847366614138817,1.0152997120167129,-12.386306,0.0011898170050699264,0.026012165,1.081938,0.17928603,1.1358187,-0.78403735,-57.15543,0.9988318,10.843869312775446,0.05764883,-66.20642538605848,100.0,-7.6249694417854945,-0.21374060213565826,1060,1.2966526,-2.279403,100,21400,153.6878791122581,-12.286919,-65.95321700756045,0.7321589,-0.52445996,-1.9942719,-65.70000862906244,-12.234079,0.42313546,-0.008855395492393602,7.7075458,-0.18011472214947447,21400,10,-3.757346611523559,7.469521,0.0,100,-0.021412068065914544
-54.74880068321883,1.4827775640587788,-36.67621030832143,-1.921019,12.952307,3.0717046,0.28005236,-0.5474880068321883,0.3020461840205826,1.5830980962784302,-0.9745888,-0.5434021,106,0.06866633601021022,0.0034114810114260763,-36.67621030832143,-57.05287179704675,2,216,100.0,5.9463015,8.726402816537629,0.0,0.048410676419734955,0.0022549649875145406,-9.986841,0.12864392,107000,-32.399837,-31.753895,2.057416,0.99781895,100,100,1.3620414059586905,-10.0537195,-9.997644,3.1024737,-10.079552261606938,1.1051073580165394,-11.051278,0.001291240012506023,0.034961075,0.03302273,0.20367935,0.029020537,-3.5662332,-31.924873,0.99935997,20.76779223509324,0.07154956,-63.47520349975646,100.0,-9.707594960588132,0.17385812103748322,1070,1.2389377,-2.4221854,100,21600,155.17590289426153,-11.060962,-54.74880068321883,0.7368614,-0.5602951,-2.0954075,-46.0223978666812,-11.176191,0.47248846,-0.011668635223612016,3.1395025,-0.36676210308321433,21600,10,-6.0059364355429254,3.096947,0.0,100,-0.02762069311246403
-18.78290482503295,1.4442982319160365,-23.160753781553304,-3.1932213,14.55331,3.1438284,0.19787052,-0.18782904825032942,0.2530647619860247,0.49985078501124874,-0.98989004,-0.9362313,107,0.07664047001162544,0.003483730979496613,-23.160753781553304,-52.14747816850635,2,218,100.0,6.7580967,6.3195775488244825,0.0,0.0497824028134346,0.0024996929860208184,-9.972076,0.22899845,108000,-48.971916,-50.182636,2.2890744,0.99640393,100,100,1.0929224204130639,-0.7020553,-9.8620405,7.1364517,-5.2982474826973345,1.1071886659774464,-12.597333,0.0014209099754225463,0.019736128,1.1945028,0.19367573,1.1415759,-1.4544055,-50.29622,0.9996122,18.713237929253896,0.02089542,-25.102482373857434,100.0,-10.432228523883138,0.8672793507575989,1080,1.3211651,-2.4573805,100,21800,156.62477304719505,-12.490796,-18.78290482503295,0.8550022,-0.44375026,-2.0422242,-12.463327276208469,-12.55842,0.56266636,-0.004911752842556956,7.175943,-0.23160753781553303,21800,10,-2.4536588078772965,7.1105204,0.0,100,-0.020438555924351908
-26.24954179835995,2.095247450954048,-25.98548939968299,-2.6212404,12.607366,3.1503086,0.22302063,-0.2624954179835995,0.32923918101005256,0.8233254254744652,-0.99711317,-0.99085957,108,0.07952515699435025,0.004377802979433909,-25.98548939968299,-58.70452015481974,2,220,100.0,5.15844,12.19948169843984,0.0,0.05098748579621315,0.0031130259740166366,-9.659134,0.096631184,109000,-35.30237,-35.68285,2.1448202,0.9973372,100,100,1.0249363846050255,-0.35593423,-9.634366,3.540316,-7.541271636239908,1.6777441969898064,-10.71588,0.0012480870063882321,0.019485919,1.0376033,0.19696443,1.0294036,-1.218343,-35.446644,0.99573594,17.106820500480378,0.008915567,-38.44902349679979,100.0,-9.833830796762655,0.4310256242752075,1090,1.0347708,-2.417196,100,22000,158.72466481511947,-10.698604,-26.24954179835995,0.6272739,-0.4865165,-2.1464856,-14.050060099920106,-10.862483,0.41175306,-0.004944902631562766,3.6039088,-0.25985489399682976,22000,10,-5.87138104767579,3.5706754,0.0,100,-0.04801076009753481
-25.85040966815724,1.561453485977836,-18.38526486891191,-1.7891153,12.617555,2.9228327,0.23773207,-0.2585040966815725,0.317496036994271,0.6094605904467332,-0.9893649,-0.6155386,109,0.09595951499068178,0.0038663489976897836,-18.38526486891191,-56.88708796594385,2,222,100.0,5.848463,0.6841293604122196,0.0,0.05124780535697937,0.0026958209928125143,-9.86415,0.023677884,110000,-49.343697,-48.51815,1.7555541,0.9956973,100,100,0.8518594594390426,-0.15836236,-9.8074,4.55904,-4.778626859209347,1.1400587749958504,-11.0866,0.0013769890065304935,0.013680457,1.9724896,0.17431986,2.0415828,-0.6368935,-47.2491,0.9953457,16.208662484660785,0.030747117,-26.534539028569462,100.0,-10.429897388693886,-0.7262775301933289,1100,1.1081103,-2.3021603,100,22200,160.29083920211997,-11.063532,-25.85040966815724,0.5829584,-0.5093167,-2.061739,-25.166280307745023,-10.970586,0.37017718,-0.013974594083663989,5.033533,-0.18385264868911913,22200,10,-5.17069250105688,4.7009926,0.0,100,-0.04232565283596922
