replay_buffer/size,trainer/Alpha,evaluation/Average Returns,trainer/Q Targets Mean,exploration/Actions Min,evaluation/num paths total,exploration/Returns Mean,time/exploration sampling (s),evaluation/Returns Std,trainer/QF2 Loss,trainer/QF1 Loss,evaluation/path length Mean,exploration/num steps total,evaluation/Actions Std,trainer/Policy mu Min,trainer/Q2 Predictions Min,trainer/Q1 Predictions Min,exploration/Actions Max,trainer/Policy mu Std,exploration/Returns Std,exploration/Rewards Mean,time/data storing (s),Epoch,evaluation/Actions Max,exploration/Actions Mean,exploration/Actions Std,exploration/Rewards Std,evaluation/Returns Max,time/epoch (s),trainer/Policy log std Min,exploration/Num Paths,trainer/Policy log std Mean,evaluation/Returns Min,evaluation/num steps total,trainer/Policy mu Max,trainer/Policy log std Max,exploration/num paths total,evaluation/path length Std,time/training (s),exploration/Rewards Max,evaluation/Rewards Mean,trainer/Q2 Predictions Mean,exploration/path length Mean,trainer/Log Pis Max,evaluation/Rewards Max,exploration/Average Returns,exploration/Returns Max,time/evaluation sampling (s),trainer/Alpha Loss,trainer/Policy Loss,trainer/Policy mu Mean,exploration/path length Std,trainer/Log Pis Std,evaluation/path length Max,time/total (s),trainer/Log Pis Min,evaluation/Returns Mean,trainer/Q Targets Std,evaluation/Rewards Std,trainer/Q1 Predictions Std,exploration/Returns Min,trainer/Q1 Predictions Mean,trainer/Log Pis Mean,evaluation/Num Paths,evaluation/path length Min,trainer/Policy log std Std,trainer/Q Targets Max,evaluation/Rewards Min,trainer/Q1 Predictions Max,time/saving (s),exploration/path length Max,exploration/path length Min,evaluation/Actions Mean,trainer/Q2 Predictions Max,trainer/Q Targets Min,evaluation/Actions Min,time/logging (s),exploration/Rewards Min,trainer/Q2 Predictions Std
5700,0.935645341873169,3573.3811732398403,713.8147,-0.99922633,110,6892.328922255181,0.35151527999551035,5585.881919433481,12068.69,11226.424,150.0,5700,0.5312219,-2.651386,56.998596,50.787174,0.9990707,1.3205408,7032.402182792954,55.13863137804145,0.002625972992973402,10,0.98017895,0.4185271,0.6774747,160.62422374179027,12105.939039185008,3.2486747809743974,-0.68107283,4,-0.31975365,-99.13512084827697,16500,2.4612942,0.29947957,46,0.0,1.966680935001932,880.5910695973971,23.822541154932257,706.7503,125.0,9.938814,729.9085406249048,6892.328922255181,15136.852390032971,0.9219727739982773,-0.054282233119010925,-716.0617,0.82006377,43.30127018922193,3.4882417,150,40.064822543936316,-4.929666,3573.3811732398403,739.1425,104.58401710634134,719.7342,-94.82998711818742,707.85693,3.182892,10,150,0.29017425,2367.4888,-0.7844503447432027,1868.289,0.0016748839989304543,150,50,0.49745882,1869.7228,53.75011,-0.98293746,0.004204934986773878,-0.7828306961131917,718.58026
6200,0.953423023223877,3255.4347262044416,672.2568,-0.9991617,120,2613.2898249651785,0.34855081199202687,5104.195160192789,8569.695,8019.291,150.0,6200,0.5589332,-2.7531624,36.82693,24.160315,0.99979526,1.3616517,4627.403895675678,20.906318599721423,0.002785188000416383,11,0.9842671,0.43491128,0.6788926,92.20975933268433,11052.201706014472,3.5423855449917028,-0.77562845,4,-0.24513195,-97.97815341723188,18000,2.6399665,0.33700207,50,0.0,2.259441683010664,649.4745186902188,21.702898174696283,669.49976,125.0,11.276585,679.85675780239,2613.2898249651785,10628.043713561889,0.925729816997773,-0.015001274645328522,-677.4679,0.9000261,43.30127018922193,4.0351768,150,43.6119002939231,-3.8753607,3255.4347262044416,773.56793,96.48535939280919,760.2467,-92.7993872844426,669.09875,3.68511,10,150,0.3027174,2570.2268,-0.7794871212439951,2087.3655,0.001717462990200147,150,50,0.5320744,2094.025,-0.63847595,-0.9866479,0.004160582000622526,-0.7794456706216661,758.67285
6700,0.8698822259902954,4708.896345143238,646.8752,-0.9987646,130,3476.263356457966,0.3658651790028671,5838.301283698368,7484.5674,6772.5264,150.0,6700,0.5988637,-3.1546657,26.626574,4.3029537,0.9993642,1.3846229,6095.563654318731,27.810106851663736,0.0027538690046640113,12,0.9853809,0.19203342,0.74366784,114.9315218066821,11859.281790978317,3.6969507270114264,-0.7653968,4,-0.09813987,-84.50148335336134,19500,3.069064,0.43194318,54,0.0,2.4032245639973553,778.847591212133,31.392642300954922,638.1591,125.0,12.231081,597.3084427941085,3476.263356457966,14034.027405064024,0.9188722520048032,-0.2444983720779419,-646.1138,0.422061,43.30127018922193,4.5536466,150,47.313388096910785,-4.618274,4708.896345143238,816.5683,107.09557456415588,792.66846,-72.06934111615533,639.4359,2.2438147,10,150,0.385175,2591.4888,-0.6345009955208154,2350.9624,0.0020361149945529178,150,50,0.23054698,2391.033,-0.5393015,-0.9854909,0.0041987480071838945,-0.6342804254824689,791.33014
7200,0.8350496292114258,1920.7648881720663,907.1792,-0.99949175,140,3693.9680804010286,0.35147840599529445,3027.6658717018004,5324.361,4443.0396,150.0,7200,0.73849535,-2.926969,24.28081,4.4877563,0.99957347,1.6968349,3760.196994568681,29.551744643208227,0.0026837420009542257,13,0.990499,0.07267868,0.8030691,77.6210941465116,6545.50353239553,3.5027391769981477,-0.88888115,4,-0.3461005,-88.38039335812593,21000,3.198794,0.31603095,58,0.0,2.2267183899966767,364.056666088325,12.805099254480437,915.7109,125.0,15.426371,296.14861468851063,3693.9680804010286,7672.251560861329,0.9156593799998518,0.03090490587055683,-927.46857,0.06698524,43.30127018922193,4.600302,150,50.82074168493273,-6.320918,1920.7648881720663,949.50806,48.67490272624026,952.54254,-87.61738556039406,912.60956,4.171399,10,150,0.3335825,2753.1633,-0.6383253473302167,2884.2397,0.002018968007178046,150,50,0.057478115,2925.8306,11.808519,-0.9923306,0.004180290998192504,-0.6476813261461274,952.6509
7700,0.7999341487884521,2995.021689952521,875.5867,-0.9994765,150,2591.754783946241,0.3560380949929822,4683.050629424734,4210.0327,3472.3564,150.0,7700,0.543429,-3.5939448,18.410389,6.819394,0.9990693,1.6337947,4561.442193161888,20.734038271569933,0.0027226730016991496,14,0.99206597,0.22911637,0.6926732,91.54187510321742,10148.478827867182,3.325914606000879,-0.88607436,4,-0.34434777,-82.45196099886458,22500,3.3000124,0.28433102,62,0.0,2.0288290939934086,649.5364322026775,19.96681126635014,882.56476,125.0,13.512805,629.4366248429535,2591.754783946241,10492.296613610211,0.9321560870012036,0.05045003816485405,-894.60297,0.36659035,43.30127018922193,5.4064326,150,54.15138749995094,-3.6327844,2995.021689952521,1016.1978,89.02536389290273,1012.6186,-77.19807669932703,878.6406,4.2260714,10,150,0.31438267,3155.8652,-0.7682124499256173,3167.593,0.002014192010392435,150,50,0.2789606,3236.9238,8.287414,-0.99460864,0.004154465001192875,-0.7678012867559708,1011.4437
8200,0.7888254523277283,3505.3902946927965,959.7272,-0.999263,160,2247.9595392809597,0.3565395920013543,4384.399270545406,5220.0586,4308.459,150.0,8200,0.62806773,-3.893769,18.62254,9.2002325,0.9995804,1.6861799,3974.7327959326917,17.983676314247674,0.0025779499992495403,15,0.9894777,0.20029457,0.7067059,78.86921827288892,8875.143825269026,3.284058762015775,-0.90786606,4,-0.37138137,-88.68407998310755,24000,3.1282265,0.3922434,66,0.0,1.9812415269989287,557.3700746426924,23.36926863128531,957.6499,125.0,15.983715,534.1111877319562,2247.9595392809597,9132.262280202058,0.9374917540117167,0.03076324239373207,-967.3606,0.2754504,43.30127018922193,5.181566,150,57.44007465992763,-4.204396,3505.3902946927965,1063.2625,86.20345290672644,1052.6775,-81.15201998084542,955.966,4.129622,10,150,0.290668,3186.4314,-0.7791313269511113,3157.981,0.0020114799990551546,150,50,0.26858112,3168.4902,-0.88260466,-0.9917031,0.004196459005470388,-0.7236651786484294,1047.4097
8700,0.8858321309089661,1876.6143034414486,1035.5417,-0.99932194,170,3332.7797130495064,0.36975470499601215,2930.6413645254297,4709.469,3612.669,150.0,8700,0.6766157,-2.8174512,19.008516,9.811089,0.99943334,1.7055864,3379.305433870874,26.66223770439605,0.0028432710096240044,16,0.9925654,-0.045780115,0.77209026,68.28830627475422,6353.087143490074,3.467041417985456,-0.77533066,4,-0.46793747,-75.61734190106303,25500,2.7530267,-0.16913535,70,0.0,2.1557292170036817,315.77596959729897,12.510762022942991,1032.6171,125.0,13.500168,282.2122110446428,3332.7797130495064,6779.449670616742,0.9302026109944563,0.05184411630034447,-1042.2472,-0.2434772,43.30127018922193,4.5101314,150,60.91189134992601,-5.4222875,1876.6143034414486,1151.4451,46.801086243379835,1137.3346,-72.1380446064927,1032.0634,4.4267354,10,150,0.14999856,3829.2422,-0.6350516890252589,3837.1504,0.0026866629923461005,150,50,-0.08687113,3930.1506,10.804542,-0.99375474,0.005824950989335775,-0.5837188540646752,1135.3826
9200,0.9136332273483276,3037.0488811911227,1386.3665,-0.99916875,180,2503.360748661691,0.43493202500394545,4699.773082798376,6745.207,4650.3276,150.0,9200,0.5482734,-3.0940778,19.35197,11.762851,0.99931765,1.718486,4392.912964963673,20.02688598929353,0.002852448000339791,17,0.99140143,0.17809711,0.7144353,88.3785728382408,10216.04250398299,3.5342450470052427,-0.74708366,4,-0.36795333,-53.33280300104752,27000,2.7910254,0.3588145,74,0.0,2.041090508995694,623.4416140120502,20.24699254127414,1390.9385,125.0,12.516905,638.7303046446767,2503.360748661691,10112.035012694527,1.0491481200006092,0.05453665181994438,-1399.2338,0.32816255,43.30127018922193,4.9040723,150,64.45138855194091,-4.9802294,3037.0488811911227,1319.7345,89.87814701966722,1312.8334,-63.51498164240402,1388.7802,4.6032476,10,150,0.30890363,3962.4285,-0.686031661466891,4056.5862,0.002068200003122911,150,50,0.22456472,4120.196,10.409139,-0.993596,0.004153745001531206,-0.6562602085385615,1311.5452
9700,0.9844093322753906,3607.391048716214,1260.0199,-0.9993082,190,2575.156152322579,0.3779399920022115,4461.1571719914955,3681.1973,2145.7412,150.0,9700,0.6534312,-2.8236663,19.81882,11.635136,0.9994294,1.7165881,4505.4950908431965,20.601249218580634,0.0035811340057989582,18,0.9892133,0.12553722,0.7392501,91.39006611598373,9071.158812296797,3.3756002870068187,-0.74801797,4,-0.38163665,-46.99024439146014,28500,2.583429,0.32592776,78,0.0,2.0074598220089683,654.301641796837,24.049273658108092,1266.7468,125.0,12.484626,557.642021944452,2575.156152322579,10378.888468863553,0.9802885809913278,0.0050445483066141605,-1278.2172,0.11871461,43.30127018922193,4.435176,150,67.83166182796413,-4.2257767,3607.391048716214,1282.6733,89.8682975533911,1278.8956,-38.261600828627174,1265.111,4.3160505,10,150,0.29363608,4263.9927,-0.41818495508127795,4331.2373,0.0020915460045216605,150,50,0.17856325,4391.1025,12.96654,-0.99208224,0.004239211993990466,-0.38279719904828474,1274.3015
10200,1.0895545482635498,2794.920516013579,1300.5531,-0.9993073,200,5118.823967244309,0.39744528899609577,4315.2909759545855,19110.611,18111.111,150.0,10200,0.617731,-3.0491724,20.106419,13.656192,0.99865526,1.6106905,5149.721117213996,40.95059173795447,0.0030873939977027476,19,0.98733705,0.145691,0.7554394,124.27463585670387,9386.635120396659,3.3703061879932648,-0.7298176,4,-0.38624787,-33.757959216331834,30000,2.7064803,0.20070304,82,0.0,1.9773143239872297,649.6888837933279,18.632803440090512,1322.2833,125.0,11.718725,582.6146148393536,5118.823967244309,10288.985911871223,0.9861882510012947,0.014657466672360897,-1335.4379,0.19297639,43.30127018922193,4.5289536,150,71.20669039996574,-4.262581,2794.920516013579,1400.5853,81.96388092935912,1388.2578,-34.22163172062465,1320.1251,3.828891,10,150,0.23123708,5023.635,-0.3124600534301682,5036.643,0.0020789490081369877,150,50,0.10259564,5175.7114,-0.63719016,-0.99167293,0.004191981002804823,-0.27527949577261435,1389.2341
10700,1.1817129850387573,2352.932062009025,1025.1187,-0.9988347,210,1999.8949112429784,0.3608001940010581,3722.994679677286,20462.332,20386.742,150.0,10700,0.600802,-2.6351779,20.475178,12.802877,0.9997256,1.5165424,3563.1620686243446,15.999159289943822,0.002890349001972936,20,0.9953226,0.46254995,0.67136216,69.58967955938692,8039.86865733055,3.2968732379958965,-0.7633459,4,-0.2738372,-97.19657182155025,31500,3.1325366,0.37224004,86,0.0,1.9974368370021693,492.5537032789649,15.686213746726834,1041.1326,125.0,13.646986,486.7539874883073,1999.8949112429784,8171.269042937571,0.928984321988537,0.02180737815797329,-1053.6145,0.6567413,43.30127018922193,4.885755,150,74.50840941396018,-4.4724813,2352.932062009025,1168.3759,68.63846085551475,1165.2897,-94.32135320570174,1042.4935,3.869226,10,150,0.3307087,4500.1353,-0.792861026874617,4492.8726,0.0024450950004393235,150,50,0.5461545,4510.3984,-0.8816987,-0.9909412,0.004316441001719795,-0.7945373672500193,1160.0354
11200,1.3045766353607178,3349.3350792680117,1493.4325,-0.99945223,220,2239.822662255671,0.360592684999574,4160.434626967576,5881.7466,3334.513,150.0,11200,0.66010123,-2.7016058,20.819561,15.4612055,0.9986085,1.7519724,3940.545350080122,17.918581298045364,0.002767728001344949,21,0.98876226,0.14630465,0.7326475,77.27798159376246,8444.78204344103,3.3046488869877066,-0.7667289,4,-0.45618093,-64.11737740528469,33000,2.6054156,0.11737994,90,0.0,1.9947828750009649,540.8485148959517,22.328900528453406,1493.2058,125.0,13.021901,506.5197591821377,2239.822662255671,9064.986776908305,0.9403193489997648,-0.3276063799858093,-1502.7825,0.20816843,43.30127018922193,4.669094,150,77.81786664391984,-4.1449795,3349.3350792680117,1403.6411,81.84216690517982,1399.9243,-59.395549944959065,1493.5969,5.2333655,10,150,0.20636111,5815.482,-0.7465442523718389,5949.901,0.0020214459946146235,150,50,0.20584497,6164.032,15.9836035,-0.99093026,0.004164803991443478,-0.6412852401025062,1399.6316
11700,1.3733758926391602,2747.639430134014,1354.2141,-0.99876386,230,5017.624174851903,0.35166941399802454,4280.5111443181295,4007.8586,1730.9385,150.0,11700,0.6483898,-2.6303246,21.085789,16.343056,0.99919206,1.6179152,5085.3310308586415,40.14099339881522,0.0026628689956851304,22,0.9884858,0.16805756,0.7418211,122.23176447122673,9286.160165985097,3.2712913299765205,-0.77624637,4,-0.40562811,-81.53472816028462,34500,2.4837353,0.09703341,94,0.0,1.9715710110031068,681.742895025871,18.31759620089343,1348.064,125.0,10.985756,576.341579345416,5017.624174851903,10641.58850378192,0.9402652769931592,0.04153042659163475,-1363.7845,-0.019503592,43.30127018922193,4.040892,150,81.09379341790918,-4.1376944,2747.639430134014,1483.1381,80.92129252247742,1471.4067,-68.1373928652465,1345.032,3.8690913,10,150,0.21917225,6015.8394,-0.6294174812101596,6045.179,0.0020398479973664507,150,50,0.11993458,6216.7197,15.950579,-0.9896658,0.0030829109891783446,-0.5541408392314745,1473.3975
12200,1.4443602561950684,2523.4709632566055,1392.1266,-0.999172,240,2308.9098280627304,0.35573869399377145,3935.3547300080154,19293.24,17156.201,150.0,12200,0.6196222,-2.8768075,21.525257,18.03451,0.9986499,1.6417606,4058.8654432534495,18.47127862450184,0.0027552819956326857,23,0.9907446,0.11675912,0.7315921,81.6353983103737,8534.802904465192,3.4161258659732994,-0.7775419,4,-0.4124124,-63.760462080924334,36000,2.673239,0.15703423,98,0.0,2.104585437991773,585.9386204023925,16.823139755044032,1416.5337,125.0,13.381384,513.9256607468674,2308.9098280627304,9339.02547300526,0.9467806000029668,-0.060574695467948914,-1423.5408,0.0088593485,43.30127018922193,4.6693325,150,84.5135369678901,-4.247286,2523.4709632566055,1496.7692,72.41826584649881,1496.1807,-52.14285665128067,1413.4209,4.1647973,10,150,0.22322273,6622.6567,-0.6381251608569303,6677.2,0.0020499120000749826,150,50,0.15977791,6887.7407,-0.33717987,-0.99369246,0.004215939989080653,-0.5451905642875854,1501.8389
